case,frequency_real,frequency_imag,v(base)_real,v(base)_imag,v(col)_real,v(col)_imag,v(out)_real,v(out)_imag,v(em)_real,v(em)_imag,v(vcc)_real,v(vcc)_imag,i(vcc)_real,i(vcc)_imag,i(vin)_real,i(vin)_imag,i(rc)_real,i(rc)_imag,i(co)_real,i(co)_imag,i(vb)_real,i(vb)_imag,ic(q1)_real,ic(q1)_imag,ib(q1)_real,ib(q1)_imag,i(rl)_real,i(rl)_imag
1,46.41588833612769,0.0,0.0,0.0,34.20607753697621,-0.00116828389269493,34.20567937707853,0.1161192042892608,1.0,0.0,0.0,0.0,0.03420607753697621,-1.16828389269493e-06,-0.03475960397973646,-1.716094910042116e-08,-0.03420607753697621,1.16828389269493e-06,0.0003420567937707854,1.161192042893066e-06,0.0002114696489894582,2.425279890868733e-08,-0.03454813433074699,7.091849808266166e-09,-0.0002114696489894582,-2.425279890868733e-08,0.0003420567937707854,1.161192042892608e-06
1,48.23178482239296,0.0,0.0,0.0,34.20607724803171,-0.001125557111023801,34.20570850852886,0.111746226737318,1.0,0.0,0.0,0.0,0.03420607724803171,-1.125557111023801e-06,-0.0347596039821071,-1.71067805576186e-08,-0.03420607724803171,1.125557111023801e-06,0.0003420570850852886,1.117462267353933e-06,0.0002114696489900945,2.520162421870972e-08,-0.03454813433311699,8.094843661091115e-09,-0.0002114696489900966,-2.520162421870972e-08,0.0003420570850852887,1.11746226737318e-06
1,50.11872336272711,0.0,0.0,0.0,34.20607698043426,-0.00108448805685876,34.20573548775474,0.1075378295063755,1.0,0.0,0.0,0.0,0.03420607698043426,-1.08448805685876e-06,-0.03475960398430259,-1.707780796381368e-08,-0.03420607698043426,1.08448805685876e-06,0.0003420573548775474,1.075378295051965e-06,0.0002114696489907815,2.618756976297088e-08,-0.03454813433531181,9.109761799157204e-09,-0.0002114696489907836,-2.618756976297088e-08,0.0003420573548775475,1.075378295063755e-06
1,52.07948328595451,0.0,0.0,0.0,34.20607673260677,-0.001045016253523799,34.20576047375896,0.1034878154515159,1.0,0.0,0.0,0.0,0.03420607673260678,-1.045016253523799e-06,-0.03475960398633589,-1.707398876890429e-08,-0.03420607673260678,1.045016253523799e-06,0.0003420576047375896,1.034878154519038e-06,0.0002114696489915234,2.721208777047136e-08,-0.03454813433734436,1.013809900156707e-08,-0.000211469648991526,-2.721208777047135e-08,0.0003420576047375896,1.034878154515159e-06
1,54.11695265464624,0.0,0.0,0.0,34.20607650308866,-0.001007083575310254,34.20578361379785,0.099590220548766,1.0,0.0,0.0,0.0,0.03420607650308866,-1.007083575310254e-06,-0.03475960398821896,-1.709531745827462e-08,-0.03420607650308866,1.007083575310254e-06,0.0003420578361379785,9.959022054849547e-07,0.0002114696489923243,2.827668728475888e-08,-0.03454813433922663,1.118136982648426e-08,-0.0002114696489923309,-2.827668728475888e-08,0.0003420578361379785,9.9590220548766e-07
1,56.23413251903477,0.0,0.0,0.0,34.20607629052724,-0.00097063416212585,34.20580504424903,0.09583930512852058,1.0,0.0,0.0,0.0,0.03420607629052724,-9.7063416212585e-07,-0.03475960398996292,-1.714182554683989e-08,-0.03420607629052724,9.7063416212585e-07,0.0003420580504424904,9.583930512888305e-07,0.0002114696489931891,2.938293638664437e-08,-0.03454813434096972,1.224111083980448e-08,-0.0002114696489931914,-2.938293638664437e-08,0.0003420580504424904,9.583930512852058e-07
1,58.43414133735162,0.0,0.0,0.0,34.20607609366975,-0.0009356143372474588,34.20582489141506,0.09222954543767048,1.0,0.0,0.0,0.0,0.03420607609366975,-9.356143372474588e-07,-0.03475960399157803,-1.721358162571799e-08,-0.03420607609366975,9.356143372474588e-07,0.0003420582489141505,9.22295454351433e-07,0.0002114696489941229,3.053246450387548e-08,-0.0345481343425839,1.33188828781575e-08,-0.0002114696489941212,-3.053246450387549e-08,0.0003420582489141506,9.222954543767048e-07
1,60.7202195690987,0.0,0.0,0.0,34.206075911356,-0.0009019725285271606,34.2058432722676,0.0887556255177516,1.0,0.0,0.0,0.0,0.034206075911356,-9.019725285271607e-07,-0.03475960399307381,-1.73106914654594e-08,-0.034206075911356,9.019725285271607e-07,0.0003420584327226761,8.87556255163301e-07,0.0002114696489951312,3.172696481117009e-08,-0.03454813434407868,1.44162733457107e-08,-0.0002114696489951343,-3.172696481117009e-08,0.000342058432722676,8.87556255177516e-07
1,63.09573444801917,0.0,0.0,0.0,34.2060757425115,-0.0008696591924542362,34.20586029513684,0.08541242938782599,1.0,0.0,0.0,0.0,0.0342060757425115,-8.696591924542362e-07,-0.03475960399445909,-1.743329817203806e-08,-0.0342060757425115,8.696591924542362e-07,0.0003420586029513685,8.541242938991178e-07,0.0002114696489962199,3.296819672414445e-08,-0.03454813434546287,1.553489855210638e-08,-0.0002114696489962237,-3.296819672414445e-08,0.0003420586029513685,8.5412429387826e-07
1,65.56418494179772,0.0,0.0,0.0,34.20607558614113,-0.0008386267412770224,34.20587606034982,0.08219503352043674,1.0,0.0,0.0,0.0,0.03420607558614113,-8.386267412770224e-07,-0.03475960399574203,-1.758158239842405e-08,-0.03420607558614113,8.386267412770224e-07,0.0003420587606034982,8.219503352141076e-07,0.0002114696489973954,3.425798849080961e-08,-0.03454813434674463,1.667640609238557e-08,-0.0002114696489973963,-3.425798849080961e-08,0.0003420587606034982,8.219503352043674e-07
1,68.12920690579594,0.0,0.0,0.0,34.2060754413233,-0.0008088294732720097,34.20589066082159,0.07909869959951271,1.0,0.0,0.0,0.0,0.0342060754413233,-8.088294732720098e-07,-0.03475960399693018,-1.775576261364721e-08,-0.0342060754413233,8.088294732720098e-07,0.0003420589066082159,7.909869959887103e-07,0.0002114696489986647,3.559823988445333e-08,-0.03454813434793151,1.784247727080613e-08,-0.0002114696489986662,-3.559823988445333e-08,0.0003420589066082159,7.909869959951272e-07
1,70.7945784384136,0.0,0.0,0.0,34.20607530720449,-0.0007802235050965954,34.20590418260285,0.07611886755065313,1.0,0.0,0.0,0.0,0.03420607530720449,-7.802235050965954e-07,-0.03475960399803055,-1.795609542186458e-08,-0.03420607530720449,7.802235050965954e-07,0.0003420590418260286,7.611886755058931e-07,0.0002114696490000352,3.699092500187344e-08,-0.03454813434903051,1.903482958000886e-08,-0.0002114696490000401,-3.699092500187345e-08,0.0003420590418260285,7.611886755065313e-07
