case,frequency_real,frequency_imag,v(buf)_real,v(buf)_imag,v(hp)_real,v(hp)_imag,v(vn)_real,v(vn)_imag,v(in)_real,v(in)_imag,v(out)_real,v(out)_imag,v(vp)_real,v(vp)_imag,i(vp)_real,i(vp)_imag,i(vin)_real,i(vin)_imag,i(rh)_real,i(rh)_imag,i(rl)_real,i(rl)_imag,i(vn)_real,i(vn)_imag,i(ch)_real,i(ch)_imag,i(cl)_real,i(cl)_imag
1,2238.721138568315,0.0,0.9949861071674205,0.07051184211724498,0.9949712565046339,0.07073510609466707,0.0,0.0,1.0,0.0,0.9854071702235861,-0.06809848434949656,0.0,0.0,-4.734645249609981e-07,-6.930127009740009e-06,-9.949812062171988e-05,-7.073581344572977e-06,9.94971256504634e-05,7.073510609466707e-06,9.578936943834382e-07,1.386103264667416e-05,-4.734645249609981e-07,-6.930127009740009e-06,9.949812062171988e-05,7.073581344572928e-06,9.578936943834384e-07,1.386103264667416e-05
1,2326.305067153601,0.0,0.9953559101253173,0.06786519412389119,0.9953410555325092,0.06809727383632706,0.0,0.0,1.0,0.0,0.984247525477109,-0.075998386948093,0.0,0.0,-5.499348650281344e-07,-7.192804292299043e-06,-9.953510089430645e-05,-6.809795480906388e-06,9.953410555325093e-05,6.809727383632707e-06,1.110838464820829e-06,1.438635810719842e-05,-5.499348650281344e-07,-7.192804292299043e-06,9.953510089430645e-05,6.80979548090646e-06,1.110838464820838e-06,1.438635810719842e-05
1,2417.315480804078,0.0,0.9956986365766123,0.06531478169189628,0.9956837785942009,0.0655560190873069,0.0,0.0,1.0,0.0,0.9829435328870358,-0.083979017962956,0.0,0.0,-6.322689205459642e-07,-7.464329242439297e-06,-9.956937354319869e-05,-6.555667464749589e-06,9.95683778594201e-05,6.555601908730691e-06,1.275510368957644e-06,1.492937996548523e-05,-6.322689205459642e-07,-7.464329242439297e-06,9.956937354319869e-05,6.555667464749625e-06,1.27551036895765e-06,1.492937996548523e-05
1,2511.886431509553,0.0,0.9960162522621374,0.06285724989689118,0.9960013914133353,0.06310800041227213,0.0,0.0,1.0,0.0,0.9814886949242646,-0.09204765519529784,0.0,0.0,-7.208898441385392e-07,-7.744898022463316e-06,-9.960113514272494e-05,-6.310863149227696e-06,9.960013914133354e-05,6.310800041227213e-06,1.452755733787281e-06,1.54904905092189e-05,-7.208898441385392e-07,-7.744898022463316e-06,9.960113514272494e-05,6.310863149227605e-06,1.452755733787275e-06,1.54904905092189e-05
1,2610.157215682508,0.0,0.9963105825802808,0.06048933753652593,0.996295719374375,0.06074997062280418,0.0,0.0,1.0,0.0,0.9798758289035752,-0.1002112926543178,0.0,0.0,-8.162480299167552e-07,-8.034697290656718e-06,-9.963056823315686e-05,-6.075057812251214e-06,9.96295719374375e-05,6.074997062280419e-06,1.643475367670566e-06,1.607006301908438e-05,-8.162480299167552e-07,-8.034697290656718e-06,9.963056823315686e-05,6.07505781225112e-06,1.643475367670557e-06,1.607006301908438e-05
1,2712.272579331998,0.0,0.9965833222685382,0.05820787690897308,0.9965684572041499,0.05847877657655237,0.0,0.0,1.0,0.0,0.9780970536256198,-0.1084765984165866,0.0,0.0,-9.188222652792288e-07,-8.333902083186052e-06,-9.965784228887219e-05,-5.847936136431841e-06,9.965684572041499e-05,5.847877657655238e-06,1.848626864291836e-06,1.666844753255596e-05,-9.188222652792288e-07,-8.333902083186052e-06,9.965784228887219e-05,5.847936136431876e-06,1.848626864291839e-06,1.666844753255597e-05
1,2818.382931264422,0.0,0.9968360444656479,0.05600979324866331,0.996821178033998,0.05629135863443495,0.0,0.0,1.0,0.0,0.976143776438055,-0.1168498681936149,0.0,0.0,-1.029120831101682e-06,-8.642673464264936e-06,-9.968311462457783e-05,-5.629192154802103e-06,9.96821178033998e-05,5.629135863443495e-06,2.069226802759283e-06,1.728596614422782e-05,-1.029120831101682e-06,-8.642673464264936e-06,9.968311462457783e-05,5.629192154802028e-06,2.069226802759305e-06,1.728596614422782e-05
1,2928.644564625204,0.0,0.9970702091868001,0.05389210386760978,0.9970553418750073,0.05418474982427825,0.0,0.0,1.0,0.0,0.9740066812026172,-0.1253369742494077,0.0,0.0,-1.147682526972393e-06,-8.961155929108205e-06,-9.97065312428426e-05,-5.418529167177614e-06,9.970553418750073e-05,5.418474982427825e-06,2.306352798418287e-06,1.792290781170175e-05,-1.147682526972393e-06,-8.961155929108205e-06,9.97065312428426e-05,5.418529167177584e-06,2.306352798418294e-06,1.792290781170176e-05
1,3043.219887107688,0.0,0.9972871712438334,0.05185191704542059,0.9972723035382652,0.05215607475402468,0.0,0.0,1.0,0.0,0.9716757177274841,-0.1339433093271931,0.0,0.0,-1.275077595508378e-06,-9.289474544769364e-06,-9.972822762613005e-05,-5.215659631477298e-06,9.972723035382652e-05,5.215607475402468e-06,2.561145351634931e-06,1.857952263726137e-05,-1.275077595508378e-06,-9.289474544769364e-06,9.972822762613005e-05,5.215659631477207e-06,2.561145351634938e-06,1.857952263726138e-05
1,3162.277660168344,0.0,0.997488187641514,0.04988643070633702,0.9974733200312281,0.05020254831288204,0.0,0.0,1.0,0.0,0.9691400933033133,-0.1426737252705335,0.0,0.0,-1.411908515464022e-06,-9.627731815058105e-06,-9.974832947644284e-05,-5.020305033836409e-06,9.974733200312282e-05,5.020254831288204e-06,2.834809433820074e-06,1.925601559768706e-05,-1.411908515464022e-06,-9.627731815058105e-06,9.974832947644284e-05,5.020305033836564e-06,2.834809433820086e-06,1.925601559768706e-05
1,3285.993247600617,0.0,0.9976744244800926,0.04799293091733663,0.9976595574603903,0.04832147419448792,0.0,0.0,1.0,0.0,0.9663882670668055,-0.1515324660606535,0.0,0.0,-1.55881062850749e-06,-9.976004257322875e-06,-9.976695340559648e-05,-4.832195740922789e-06,9.976595574603902e-05,4.832147419448793e-06,3.128615741328711e-06,1.995253969779902e-05,-1.55881062850749e-06,-9.976004257322875e-06,9.976695340559648e-05,4.832195740922917e-06,3.1286157413287e-06,1.995253969779902e-05
1,3414.548873833563,0.0,0.9978469633932419,0.04616879023746197,0.9978320974693703,0.04651024327228653,0.0,0.0,1.0,0.0,0.9634079480067786,-0.1605230950412408,0.0,0.0,-1.716452560876491e-06,-1.033433868116284e-05,-9.978420757903449e-05,-4.65107083747222e-06,9.978320974693704e-05,4.651024327228654e-06,3.443901538646321e-06,2.066918852787027e-05,-1.716452560876491e-06,-1.033433868116284e-05,9.978420757903449e-05,4.651070837472185e-06,3.443901538646326e-06,2.066918852787027e-05
1,3548.133892335714,0.0,0.9980068075493626,0.04441146594504389,0.9979919432404034,0.04476633185382539,0.0,0.0,1.0,0.0,0.9601860975237722,-0.1696484161666007,0.0,0.0,-1.885536395344889e-06,-1.070274816220842e-05,-9.980019231598359e-05,-4.476677951714518e-06,9.979919432404035e-05,4.47663318538254e-06,3.78207100255904e-06,2.140598821116446e-05,-1.885536395344889e-06,-1.070274816220842e-05,9.980019231598359e-05,4.476677951714404e-06,3.78207100255903e-06,2.140598821116446e-05
1,3686.945064519533,0.0,0.9981548872430556,0.04271849816635107,0.9981400250860291,0.04308729983754201,0.0,0.0,1.0,0.0,0.9567089375536494,-0.178910389191454,0.0,0.0,-2.066797544664212e-06,-1.108120770805738e-05,-9.981500064862798e-05,-4.308773071054397e-06,9.981400250860291e-05,4.308729983754201e-06,4.144594968940618e-06,2.21628887357805e-05,-2.066797544664212e-06,-1.108120770805738e-05,9.981500064862798e-05,4.308773071054251e-06,4.14459496894062e-06,2.21628887357805e-05
1,3831.186849557243,0.0,0.9982920651023169,0.04108750792637873,0.9982772056565535,0.04147078879279539,0.0,0.0,1.0,0.0,0.9529619653665019,-0.1883100388235397,0.0,0.0,-2.261004271891798e-06,-1.146964961844721e-05,-9.982871884286102e-05,-4.147120350068371e-06,9.982772056565535e-05,4.147078879279539e-06,4.533009973581503e-06,2.293975467499184e-05,-2.261004271891798e-06,-1.146964961844721e-05,9.982871884286102e-05,4.147120350068357e-06,4.533009973581509e-06,2.293975467499185e-05
1,3981.071705534926,0.0,0.9984191409358032,0.03951619513996494,0.9984042847876176,0.03991451998137213,0.0,0.0,1.0,0.0,0.9489299762518427,-0.197847357986304,0.0,0.0,-2.46895679853476e-06,-1.186795854796977e-05,-9.984142688304655e-05,-3.991491912657373e-06,9.984042847876176e-05,3.991451998137214e-06,4.948916468396047e-06,2.37363553126269e-05,-2.46895679853476e-06,-1.186795854796977e-05,9.984142688304655e-05,3.991491912657342e-06,4.948916468396034e-06,2.373635531262689e-05
1,4136.820402388459,0.0,0.998536856243258,0.03800233655916196,0.9985220040109777,0.03841629233643885,0.0,0.0,1.0,0.0,0.9445970953960151,-0.2075212054909814,0.0,0.0,-2.691485936026639e-06,-1.227596628704058e-05,-9.985319892310178e-05,-3.841667649936292e-06,9.985220040109777e-05,3.841629233643886e-06,5.393976084724295e-06,2.455235420501434e-05,-2.691485936026639e-06,-1.227596628704058e-05,9.985319892310178e-05,3.841667649936278e-06,5.393976084724297e-06,2.455235420501433e-05
1,4298.662347082227,0.0,0.9986458984109765,0.03654378369076913,0.9986310507503791,0.03697398041289249,0.0,0.0,1.0,0.0,0.9399468203437221,-0.2173291985978328,0.0,0.0,-2.929451172646591e-06,-1.26934462858655e-05,-9.986410370608864e-05,-3.697435015269455e-06,9.98631050750379e-05,3.69739804128925e-06,5.869907806725439e-06,2.53872982288602e-05,-2.929451172646591e-06,-1.26934462858655e-05,9.986410370608864e-05,3.69743501526952e-06,5.869907806725439e-06,2.53872982288602e-05
1,4466.835921509579,0.0,0.9987469046129963,0.03513846069612916,0.998732062223207,0.03558553232125702,0.0,0.0,1.0,0.0,0.9349620755072754,-0.2272676011572975,0.0,0.0,-3.183738142828463e-06,-1.312010795648548e-05,-9.98742049543829e-05,-3.55858881765812e-06,9.98732062223207e-05,3.558553232125702e-06,6.378482910572092e-06,2.624060618534266e-05,-3.183738142828463e-06,-1.312010795648548e-05,9.98742049543829e-05,3.558588817657935e-06,6.378482910572092e-06,2.624060618534267e-05
1,4641.588833612725,0.0,0.998840465437519,0.03378436228368164,0.9988256290674338,0.03424896765566875,0.0,0.0,1.0,0.0,0.9296252802381623,-0.2373312082648327,0.0,0.0,-3.4552554050854e-06,-1.355559080016763e-05,-9.988356173237241e-05,-3.424931014534265e-06,9.988256290674338e-05,3.424896765566876e-06,6.921518519935677e-06,2.711155705485143e-05,-3.4552554050854e-06,-1.355559080016763e-05,9.988356173237241e-05,3.424931014534313e-06,6.921518519935682e-06,2.711155705485143e-05
1,4823.178482239249,0.0,0.9989271282569493,0.03247955160333393,0.9989122987122458,0.03296237542506024,0.0,0.0,1.0,0.0,0.923918431998522,-0.2475132286389042,0.0,0.0,-3.744930451833606e-06,-1.399945842103442e-05,-9.989222878352328e-05,-3.296270504881803e-06,9.989122987122459e-05,3.296237542506024e-06,7.500869625842732e-06,2.799927802422382e-05,-3.744930451833606e-06,-1.399945842103442e-05,9.989222878352328e-05,3.296270504881913e-06,7.500869625842732e-06,2.799927802422382e-05
1,5011.872336272663,0.0,0.9990074003588372,0.03122215815043665,0.9989925785096502,0.03172391199538108,0.0,0.0,1.0,0.0,0.9178232061565343,-0.2578051662392927,0.0,0.0,-4.053704876112729e-06,-1.445119250218429e-05,-9.99002568435435e-05,-3.172422923449804e-06,9.989925785096503e-05,3.172391199538108e-06,8.118419420230283e-06,2.890273243897294e-05,-4.053704876112729e-06,-1.445119250218429e-05,9.99002568435435e-05,3.172422923449858e-06,8.118419420230267e-06,2.890273243897294e-05
1,5207.948328595401,0.0,0.9990817518539684,0.03001037568601866,0.9990669386433016,0.03053179904956379,0.0,0.0,1.0,0.0,0.9113210738701716,-0.2681967029804316,0.0,0.0,-4.382528622941251e-06,-1.491018683738988e-05,-9.990769293126879e-05,-3.053210436755518e-06,9.990669386433017e-05,3.053179904956379e-06,8.776067798379683e-06,2.982070786664503e-05,-4.382528622941251e-06,-1.491018683738988e-05,9.990769293126879e-05,3.053210436755567e-06,8.776067798379697e-06,2.982070786664503e-05
1,5411.695265464572,0.0,0.9991506183768514,0.02884246017893351,0.9991358148298072,0.029384321570941,0.0,0.0,1.0,0.0,0.9043934394079994,-0.2786755847576629,0.0,0.0,-4.732353258075916e-06,-1.53757415295244e-05,-9.991458061879553e-05,-2.938461541415402e-06,9.991358148298072e-05,2.9384321570941e-06,9.475717896885195e-06,3.075180449365964e-05,-4.732353258075916e-06,-1.53757415295244e-05,9.991458061879553e-05,2.938461541415575e-06,9.475717896885183e-06,3.075180449365964e-05
1,5623.413251903423,0.0,0.9992144035928666,0.02771672777468015,0.9991996108267861,0.02827982585493332,0.0,0.0,1.0,0.0,0.8970217980730222,-0.2892275133864316,0.0,0.0,-5.104124197324866e-06,-1.584705748597739e-05,-9.992096028228944e-05,-2.82801086531892e-06,9.991996108267861e-05,2.827982585493332e-06,1.021926055198444e-05,3.169442411611118e-05,-5.104124197324866e-06,-1.584705748597739e-05,9.992096028228944e-05,2.828010865319e-06,1.021926055198444e-05,3.169442411611117e-05
1,5843.414133735106,0.0,0.9992734815254749,0.02663155279487505,0.9992587007610761,0.02721671755304284,0.0,0.0,1.0,0.0,0.8891879156352593,-0.2998360474460705,0.0,0.0,-5.498771851214501e-06,-1.632323136082671e-05,-9.992686933480837e-05,-2.721698972022422e-06,9.992587007610761e-05,2.721671755304284e-06,1.100855658902156e-05,3.264676002409455e-05,-5.498771851214501e-06,-1.632323136082671e-05,9.992686933480837e-05,2.721698972022258e-06,1.100855658902157e-05,3.264676002409455e-05
1,6072.021956909812,0.0,0.9993281987159859,0.0255853657706591,0.9993134312896004,0.02619345975249545,0.0,0.0,1.0,0.0,0.8808740298306078,-0.3104825154081725,0.0,0.0,-5.917201658003912e-06,-1.68032511129409e-05,-9.99323424423913e-05,-2.619372168709191e-06,9.993134312896005e-05,2.619345975249545e-06,1.184541688853781e-05,3.360678811788316e-05,-5.917201658003912e-06,-1.68032511129409e-05,9.99323424423913e-05,2.61937216870902e-06,1.184541688853782e-05,3.360678811788316e-05
1,6309.573444801856,0.0,0.9993788762275856,0.02457665151270996,0.9993641236045951,0.02520857109426489,0.0,0.0,1.0,0.0,0.8720630740387899,-0.3211459447983825,0.0,0.0,-6.360283000036993e-06,-1.728599236757908e-05,-9.993741172458311e-05,-2.520882317997956e-06,9.993641236045951e-05,2.520857109426489e-06,1.273158021887957e-05,3.457225963110924e-05,-6.360283000036993e-06,-1.728599236757908e-05,9.993741172458311e-05,2.520882317997642e-06,1.273158021887956e-05,3.457225963110925e-05
1,6556.418494179708,0.0,0.9994258115045559,0.02360394721999353,0.9994110752941368,0.02426062393167554,0.0,0.0,1.0,0.0,0.8627389227053156,-0.3318030114698026,0.0,0.0,-6.82883702551873e-06,-1.77702157855091e-05,-9.994210694048896e-05,-2.426086653790731e-06,9.994110752941367e-05,2.426062393167554e-06,1.366868887992403e-05,3.554069586897961e-05,-6.82883702551873e-06,-1.77702157855091e-05,9.994210694048896e-05,2.426086653791004e-06,1.366868887992405e-05,3.554069586897961e-05
1,6812.920690579529,0.0,0.9994692800968769,0.02266584062891387,0.9994545620681617,0.02334824253131031,0.0,0.0,1.0,0.0,0.8528866574182647,-0.3424280133325724,0.0,0.0,-7.323623430942339e-06,-1.825456565695605e-05,-9.994645566137825e-05,-2.334847601373306e-06,9.994545620681619e-05,2.334824253131031e-06,1.465826226786121e-05,3.650938539614863e-05,-7.323623430942339e-06,-1.825456565695605e-05,9.994645566137825e-05,2.334847601373047e-06,1.46582622678612e-05,3.650938539614863e-05
1,7079.457843841292,0.0,0.9995095372597342,0.02176096820410691,0.9994948393595068,0.02247010131753733,0.0,0.0,1.0,0.0,0.8424928517919438,-0.3529928730608095,0.0,0.0,-7.845326296884725e-06,-1.873756994649691e-05,-9.995048343079003e-05,-2.247032601855603e-06,9.994948393595068e-05,2.247010131753733e-06,1.570166854677905e-05,3.747538412649164e-05,-7.845326296884725e-06,-1.873756994649691e-05,9.995048343079003e-05,2.247032601855595e-06,1.570166854677904e-05,3.747538412649164e-05
1,7356.422544596322,0.0,0.9995468194368026,0.02088801337176036,0.9995321438088388,0.02162492316160994,0.0,0.0,1.0,0.0,0.8315458724535331,-0.3634671743556571,0.0,0.0,-8.394539112790977e-06,-1.921764201788913e-05,-9.995421391302768e-05,-2.162513941084132e-06,9.995321438088389e-05,2.162492316160994e-06,1.680009469832695e-05,3.843551877274175e-05,-8.394539112790977e-06,-1.921764201788913e-05,9.995421391302768e-05,2.162513941084362e-06,1.680009469832695e-05,3.843551877274175e-05
1,7644.222742525907,0.0,0.9995813456355706,0.02004570479602466,0.9995666946417437,0.0208114777159799,0.0,0.0,1.0,0.0,0.820036192490575,-0.3738182362511208,0.0,0.0,-8.971749173428134e-06,-1.969308426319331e-05,-9.995766903086901e-05,-2.081168583075582e-06,9.995666946417438e-05,2.08114777159799e-06,1.795451531449955e-05,3.938639410471455e-05,-8.971749173428134e-06,-1.969308426319331e-05,9.995766903086901e-05,2.081168583075857e-06,1.795451531449956e-05,3.938639410471455e-05
1,7943.282347242715,0.0,0.9996133187024115,0.01923281469880473,0.9995986949456811,0.02002857979419191,0.0,0.0,1.0,0.0,0.8079567127195829,-0.3840112296772529,0.0,0.0,-9.577321579128106e-06,-2.016209384693012e-05,-9.996086909326303e-05,-2.002878007998851e-06,9.995986949456811e-05,2.002857979419191e-06,1.916566059828286e-05,4.032440443760576e-05,-9.577321579128106e-06,-2.016209384693012e-05,9.996086909326303e-05,2.002878007998819e-06,1.916566059828287e-05,4.032440443760576e-05
1,8254.04185268008,0.0,0.9996429265045744,0.01844815722298141,0.99962833285397,0.01927508779649152,0.0,0.0,1.0,0.0,0.7953030851115164,-0.3940093400151503,0.0,0.0,-1.02114831236344e-05,-2.062277075199725e-05,-9.996383291372985e-05,-1.927528054737615e-06,9.996283328539701e-05,1.927508779649152e-06,2.043398413930581e-05,4.124574972381318e-05,-1.02114831236344e-05,-2.062277075199725e-05,9.996383291372985e-05,1.927528054737423e-06,2.04339841393058e-05,4.124574972381318e-05
1,8576.958985908834,0.0,0.9996703430257642,0.01769058683890387,0.9996557826434841,0.01854990218107485,0.0,0.0,1.0,0.0,0.7820740317000586,-0.4037739786670952,0.0,0.0,-1.087430640350773e-05,-2.107312827851198e-05,-9.996657792013105e-05,-1.855008768009148e-06,9.996557826434842e-05,1.854990218107485e-06,2.175963113257056e-05,4.214645655059991e-05,-1.087430640350773e-05,-2.107312827851198e-05,9.996657792013105e-05,1.855008768009319e-06,2.175963113257058e-05,4.214645655059991e-05
1,8912.509381337342,0.0,0.9996957293815276,0.01695899679381491,0.9996812057522583,0.01785196398073445,0.0,0.0,1.0,0.0,0.7682716513544117,-0.4132650457078477,0.0,0.0,-1.156569453017453e-05,-2.151110609885268e-05,-9.996912025643157e-05,-1.78521425003679e-06,9.996812057522583e-05,1.785196398073445e-06,2.31424078027116e-05,4.302240425016626e-05,-1.156569453017453e-05,-2.151110609885268e-05,9.996912025643157e-05,1.785214250036831e-06,2.31424078027116e-05,4.302240425016626e-05
1,9261.187281287817,0.0,0.9997192347602128,0.01625231760371559,0.9997047517227863,0.01718025336450609,0.0,0.0,1.0,0.0,0.7539017059783507,-0.4224412444753773,0.0,0.0,-1.228536686704446e-05,-2.193458591179557e-05,-9.997147487703033e-05,-1.718042516703211e-06,9.997047517227863e-05,1.718025336450609e-06,2.458175287818621e-05,4.386935620790929e-05,-1.228536686704446e-05,-2.193458591179557e-05,9.997147487703033e-05,1.7180425167034e-06,2.458175287818621e-05,4.38693562079093e-05
1,9623.506263980764,0.0,0.9997409972948849,0.01556951558704369,0.9997265590763706,0.01653378824379495,0.0,0.0,1.0,0.0,0.7389738770658615,-0.4312604475109487,0.0,0.0,-1.303284624541712e-05,-2.234140966620888e-05,-9.997365563419613e-05,-1.653395358167976e-06,9.997265590763707e-05,1.653378824379496e-06,2.607671202290234e-05,4.468299630979924e-05,-1.303284624541712e-05,-2.234140966620888e-05,9.997365563419613e-05,1.653395358167653e-06,2.607671202290232e-05,4.468299630979925e-05
1,9999.99999999987,0.0,0.9997611448711747,0.0149095914394264,0.9997467561235158,0.0159116229223528,0.0,0.0,1.0,0.0,0.7235019831673809,-0.4396801115958257,0.0,0.0,-1.38074481313491e-05,-2.272940024163127e-05,-9.99756753591077e-05,-1.591178203858359e-06,9.997467561235159e-05,1.59116229223528e-06,2.762591617037939e-05,4.545897030352521e-05,-1.38074481313491e-05,-2.272940024163127e-05,9.99756753591077e-05,1.591178203858563e-06,2.762591617037938e-05,4.545897030352521e-05
1,10391.22303835156,0.0,0.9997797958757093,0.014271578848672,0.9997654617149976,0.0153128467893888,0.0,0.0,1.0,0.0,0.7075041487639995,-0.4476577377997505,0.0,0.0,-1.460827221959338e-05,-2.309638438145257e-05,-9.997754593696147e-05,-1.531299991785681e-06,9.997654617149976e-05,1.53128467893888e-06,2.922756471117099e-05,4.619293166484225e-05,-1.460827221959338e-05,-2.309638438145257e-05,9.997754593696147e-05,1.531299991785605e-06,2.9227564711171e-05,4.619293166484226e-05
1,10797.75162327696,0.0,0.9997970598894149,0.01365454314908402,0.9997827859379137,0.0147365830550229,0.0,0.0,1.0,0.0,0.6910029153671342,-0.4551513705187356,0.0,0.0,-1.54341969131333e-05,-2.344021757752111e-05,-9.99792783765773e-05,-1.473673042084837e-06,9.997827859379137e-05,1.47365830550229e-06,3.087941445222807e-05,4.688059136678196e-05,-1.54341969131333e-05,-2.344021757752111e-05,9.99792783765773e-05,1.473673042084976e-06,3.087941445222807e-05,4.688059136678197e-05
1,11220.18454301949,0.0,0.9998130383297089,0.0130575800141134,0.9997988307607146,0.01418198752723035,0.0,0.0,1.0,0.0,0.674025286402241,-0.4621201275188564,0.0,0.0,-1.628387711111179e-05,-2.375881050697276e-05,-9.99808828749022e-05,-1.418212934711088e-06,9.997988307607147e-05,1.418198752723035e-06,3.257877519274679e-05,4.751777075329698e-05,-1.628387711111179e-05,-2.375881050697276e-05,9.99808828749022e-05,1.418212934710692e-06,3.25787751927468e-05,4.751777075329698e-05
1,11659.14401179817,0.0,0.9998278250452672,0.01247981418630874,0.9998136906309254,0.01364824742937808,0.0,0.0,1.0,0.0,0.6566026986221041,-0.4685247511164611,0.0,0.0,-1.715574566798356e-05,-2.405015652774233e-05,-9.998236887678316e-05,-1.364838391185695e-06,9.998136906309255e-05,1.364824742937808e-06,3.432251264231632e-05,4.810045653027699e-05,-1.715574566798356e-05,-2.405015652774233e-05,9.998236887678316e-05,1.364838391185747e-06,3.432251264231633e-05,4.810045653027699e-05
1,12115.27658628572,0.0,0.9998415068668157,0.01192039824347904,0.9998274530290043,0.01313458025741575,0.0,0.0,1.0,0.0,0.6387709144288802,-0.4743281689224265,0.0,0.0,-1.804801880488094e-05,-2.431235965408827e-05,-9.998374513035346e-05,-1.313471160321877e-06,9.998274530290044e-05,1.313458025741575e-06,3.610705924379355e-05,4.862485671659055e-05,-1.804801880488094e-05,-2.431235965408827e-05,9.998374513035346e-05,1.313471160321627e-06,3.610705924379354e-05,4.862485671659056e-05
1,12589.25411794151,0.0,0.9998541641171296,0.01137851139994775,0.9998401989815373,0.01264023267575565,0.0,0.0,1.0,0.0,0.6205698315363783,-0.4794960511719925,0.0,0.0,-1.895870565199465e-05,-2.454366236315101e-05,-9.99850197383527e-05,-1.264035907807062e-06,9.998401989815373e-05,1.264023267575565e-06,3.792843325807513e-05,4.908745625719402e-05,-1.895870565199465e-05,-2.454366236315101e-05,9.99850197383527e-05,1.264035907807831e-06,3.792843325807513e-05,4.908745625719403e-05
1,13081.77474260177,0.0,0.9998658710831897,0.01085335834174928,0.9998520035367365,0.01216447945085507,0.0,0.0,1.0,0.0,0.6020432088162493,-0.4839973506619845,0.0,0.0,-1.988562197988847e-05,-2.474247253357825e-05,-9.998620020567718e-05,-1.216460109565096e-06,9.998520035367366e-05,1.216447945085507e-06,3.978226622669404e-05,4.948507090037337e-05,-1.988562197988847e-05,-2.474247253357825e-05,9.998620020567718e-05,1.216460109565393e-06,3.978226622669404e-05,4.948507090037338e-05
1,13593.56390878508,0.0,0.9998766964532169,0.0103441680945991,0.9998629362049966,0.01170662242150089,0.0,0.0,1.0,0.0,0.583238309854298,-0.4878048108207738,0.0,0.0,-2.082640804356578e-05,-2.490738879242426e-05,-9.998729348343587e-05,-1.17067394877178e-06,9.998629362049966e-05,1.170662242150089e-06,4.166383865989188e-05,4.981489789153729e-05,-2.082640804356578e-05,-2.490738879242426e-05,9.998729348343587e-05,1.17067394877214e-06,4.16638386598919e-05,4.981489789153729e-05
1,14125.37544622736,0.0,0.9998867037211243,0.009850192923455497,0.9998730613670616,0.01126598950478858,0.0,0.0,1.0,0.0,0.5642054685787288,-0.4908954275181011,0.0,0.0,-2.177855032118453e-05,-2.503722355062321e-05,-9.998830600976753e-05,-1.126610216468232e-06,9.998730613670616e-05,1.126598950478858e-06,4.356812351423955e-05,5.007456204415566e-05,-2.177855032118453e-05,-2.503722355062321e-05,9.998830600976753e-05,1.126610216467529e-06,4.356812351423957e-05,5.007456204415566e-05
1,14677.9926762205,0.0,0.9998959515607051,0.009370707262483647,0.9998824386521767,0.01084193373678505,0.0,0.0,1.0,0.0,0.5449975841718047,-0.493250850926429,0.0,0.0,-2.273940678727132e-05,-2.513102304255903e-05,-9.998924374765632e-05,-1.084204215611589e-06,9.998824386521768e-05,1.084193373678505e-06,4.548983673889005e-05,5.026215581889127e-05,-2.273940678727132e-05,-2.513102304255903e-05,9.998924374765632e-05,1.084204215611491e-06,4.548983673889004e-05,5.026215581889127e-05
1,15252.22956538999,0.0,0.9999044941717191,0.008905006674230463,0.9998911232884191,0.01043383234686704,0.0,0.0,1.0,0.0,0.525669555188239,-0.4948577150803879,0.0,0.0,-2.370623522403997e-05,-2.518808375200039e-05,-9.99901122199652e-05,-1.043393668518841e-06,9.998911232884191e-05,1.043383234686704e-06,4.742349389834802e-05,5.037627217546184e-05,-2.370623522403997e-05,-2.518808375200039e-05,9.99901122199652e-05,1.043393668519354e-06,4.742349389834802e-05,5.037627217546185e-05
1,15848.93192461092,0.0,0.9999123815998614,0.008452406836821398,0.9998991664272477,0.01004108586473207,0.0,0.0,1.0,0.0,0.5062776652234828,-0.4957078847128377,0.0,0.0,-2.467622395404406e-05,-2.520796470326797e-05,-9.999091654189121e-05,-1.004118627558059e-06,9.998991664272479e-05,1.004108586473207e-06,4.936347163763786e-05,5.041602915496592e-05,-2.467622395404406e-05,-2.520796470326797e-05,9.999091654189121e-05,1.004118627558482e-06,4.936347163763787e-05,5.041602915496592e-05
1,16468.97865482846,0.0,0.9999196600324526,0.008012242557996443,0.9999066154441618,0.009663117259088316,0.0,0.0,1.0,0.0,0.4868789344587442,-0.4957986114006455,0.0,0.0,-2.564652427754915e-05,-2.519049521922936e-05,-9.999166145103161e-05,-9.663213890263173e-07,9.999066154441618e-05,9.663117259088317e-07,5.130407255737084e-05,5.038108539586419e-05,-2.564652427754915e-05,-2.519049521922936e-05,9.999166145103161e-05,9.663213890263325e-07,5.130407255737082e-05,5.038108539586419e-05
1,17113.28304161757,0.0,0.9999263720715409,0.007583866814812349,0.9999135142172231,0.009299371107041614,0.0,0.0,1.0,0.0,0.467530452834503,-0.4951325939182205,0.0,0.0,-2.661428382774722e-05,-2.513577789096662e-05,-9.999235133523653e-05,-9.299464100737814e-07,9.999135142172231e-05,9.299371107041615e-07,5.323959192370379e-05,5.027164607330329e-05,-2.661428382774722e-05,-2.513577789096662e-05,9.999235133523653e-05,9.299464100733431e-07,5.323959192370378e-05,5.027164607330328e-05
