case,frequency_real,frequency_imag,v(buf)_real,v(buf)_imag,v(hp)_real,v(hp)_imag,v(vn)_real,v(vn)_imag,v(in)_real,v(in)_imag,v(out)_real,v(out)_imag,v(vp)_real,v(vp)_imag,i(vp)_real,i(vp)_imag,i(vin)_real,i(vin)_imag,i(rh)_real,i(rh)_imag,i(rl)_real,i(rl)_imag,i(vn)_real,i(vn)_imag,i(ch)_real,i(ch)_imag,i(cl)_real,i(cl)_imag
2,24173.1548080407,0.0,0.9999658980730183,0.004159322774233265,0.9999566525597642,0.006583734596363685,0.0,0.0,1.0,0.0,0.004588654206768305,-0.06553518142770749,0.0,0.0,-4.976334754559081e-05,-3.484700720029685e-06,-9.999666521262898e-05,-6.583800433689058e-07,9.999566525597643e-05,6.583734596363685e-07,9.9537724386625e-05,6.969450420194077e-06,-4.976334754559081e-05,-3.484700720029685e-06,9.999666521262898e-05,6.583800433692647e-07,9.9537724386625e-05,6.969450420194076e-06
2,25118.86431509545,0.0,0.9999686322567045,0.003816613758261846,0.9999598549952141,0.00633588140391516,0.0,0.0,1.0,0.0,0.004239259983956445,-0.06309013400886938,0.0,0.0,-4.978095394889831e-05,-3.345314752380575e-06,-9.99969854593764e-05,-6.335944762736467e-07,9.999598549952142e-05,6.33588140391516e-07,9.957293722727481e-05,6.690674776713124e-06,-4.978095394889831e-05,-3.345314752380575e-06,9.99969854593764e-05,6.335944762728907e-07,9.957293722727482e-05,6.690674776713123e-06
2,26101.572156825,0.0,0.9999710924884906,0.003479523535331663,0.9999628208489549,0.006097357522384741,0.0,0.0,1.0,0.0,0.003915478590571161,-0.06073472264192133,0.0,0.0,-4.979726601471446e-05,-3.210691493668605e-06,-9.999728204771634e-05,-6.097418495977502e-07,9.99962820848955e-05,6.097357522384741e-07,9.960556138979195e-05,6.4214246177253e-06,-4.979726601471446e-05,-3.210691493668605e-06,9.999728204771634e-05,6.09741849596151e-07,9.960556138979195e-05,6.4214246177253e-06
2,27122.7257933199,0.0,0.999973293264761,0.003147555944344043,0.9999655675973409,0.005867811948998033,0.0,0.0,1.0,0.0,0.00361544615087674,-0.05846583328863997,0.0,0.0,-4.981237766160662e-05,-3.08065043660611e-06,-9.999755672530168e-05,-5.86787062710481e-07,9.99965567597341e-05,5.867811948998034e-07,9.963578471138843e-05,6.161338923298402e-06,-4.981237766160662e-05,-3.08065043660611e-06,9.999755672530168e-05,5.867870627108054e-07,9.963578471138843e-05,6.161338923298402e-06
2,28183.82931264413,0.0,0.9999752475532971,0.002820222336798118,0.9999681114259212,0.00564690686992562,0.0,0.0,1.0,0.0,0.003337432480111647,-0.05628044116419695,0.0,0.0,-4.982637604711987e-05,-2.955015912159978e-06,-9.999781111070356e-05,-5.646963338983013e-07,9.999681114259212e-05,5.64690686992562e-07,9.966378150731856e-05,5.910066350099507e-06,-4.982637604711987e-05,-2.955015912159978e-06,9.999781111070356e-05,5.646963338993347e-07,9.966378150731856e-05,5.910066350099506e-06
2,29286.44564625194,0.0,0.9999769668696272,0.002497040861245489,0.9999704673247543,0.005434317166564171,0.0,0.0,1.0,0.0,0.003079831772119677,-0.0541756103561931,0.0,0.0,-4.983934203726947e-05,-2.83361703473043e-06,-9.999804670294276e-05,-5.434371509738245e-07,9.999704673247543e-05,5.434317166564171e-07,9.968971350975075e-05,5.667265121743859e-06,-4.983934203726947e-05,-2.83361703473043e-06,9.999804670294276e-05,5.434371509740581e-07,9.968971350975077e-05,5.66726512174386e-06
2,30432.19887107678,0.0,0.9999784613448329,0.002177535757378755,0.999972649176686,0.005229729940097383,0.0,0.0,1.0,0.0,0.002841153895914736,-0.05214849314509066,0.0,0.0,-4.985135064506513e-05,-2.716287632880532e-06,-9.999826489031777e-05,-5.22978223740922e-07,9.999726491766861e-05,5.229729940097383e-07,9.971373074489181e-05,5.432602890246942e-06,-4.985135064506513e-05,-2.716287632880532e-06,9.999826489031777e-05,5.229782237409629e-07,9.971373074489181e-05,5.432602890246943e-06
2,31622.77660168334,0.0,0.9999797397852027,0.001861236658764821,0.9999746698391142,0.005032844053682046,0.0,0.0,1.0,0.0,0.002620016267176724,-0.05019632906941199,0.0,0.0,-4.986247143998895e-05,-2.602866167736886e-06,-9.999846695858125e-05,-5.032894382119013e-07,9.999746698391143e-05,5.032844053682046e-07,9.973597235180261e-05,5.205756572817682e-06,-4.986247143998895e-05,-2.602866167736886e-06,9.999846695858125e-05,5.032894382134808e-07,9.973597235180258e-05,5.205756572817682e-06
2,32859.93247600607,0.0,0.9999808097240891,0.001547677903242316,0.9999765412197159,0.004843369691625532,0.0,0.0,1.0,0.0,0.002415136261678958,-0.04831644377427383,0.0,0.0,-4.98727689298914e-05,-2.493195640939448e-06,-9.999865409851281e-05,-4.843418125316523e-07,9.999765412197159e-05,4.843369691625533e-07,9.975656734624102e-05,4.986412167751615e-06,-4.98727689298914e-05,-2.493195640939448e-06,9.999865409851281e-05,4.843418125314623e-07,9.975656734624103e-05,4.986412167751614e-06
2,34145.48873833552,0.0,0.9999816774662712,0.001236397850009973,0.9999782743465857,0.004661027934941609,0.0,0.0,1.0,0.0,0.002225324138780196,-0.04650624767749471,0.0,0.0,-4.988230291698426e-05,-2.387123493805367e-06,-9.99988274129329e-05,-4.661074545220245e-07,9.999782743465858e-05,4.66102793494161e-07,9.977563533274911e-05,4.774264552750469e-06,-4.988230291698426e-05,-2.387123493805367e-06,9.99988274129329e-05,4.66107454521512e-07,9.97756353327491e-05,4.774264552750468e-06
2,35481.33892335703,0.0,0.9999823481250809,0.000926938202439632,0.9999798794331962,0.004485550352691724,0.0,0.0,1.0,0.0,0.002049476444340357,-0.04476323448361368,0.0,0.0,-4.989112882960306e-05,-2.284501499173949e-06,-9.999898792319904e-05,-4.485595208221504e-07,9.999798794331963e-05,4.485550352691724e-07,9.979328716807405e-05,4.569017268605331e-06,-4.989112882960306e-05,-2.284501499173949e-06,9.999898792319904e-05,4.48559520820452e-07,9.979328716807407e-05,4.569017268605331e-06
2,36869.45064519521,0.0,0.9999828256525198,0.0006188433356531641,0.9999813659385623,0.004316678608538537,0.0,0.0,1.0,0.0,0.001886569863707893,-0.04308497957264888,0.0,0.0,-4.989929803105725e-05,-2.185185647227023e-06,-9.999913657522218e-05,-4.316721775310395e-07,9.999813659385623e-05,4.316678608538538e-07,9.98096255788812e-05,4.370382290830205e-06,-4.989929803105725e-05,-2.185185647227023e-06,9.999913657522218e-05,4.316721775322364e-07,9.980962557888122e-05,4.370382290830205e-06
2,38311.86849557231,0.0,0.9999831128625288,0.0003116596279076551,0.9999827426229632,0.004154164081957876,0.0,0.0,1.0,0.0,0.001735655496753808,-0.04146913828727523,0.0,0.0,-4.990685810702528e-05,-2.089036026420691e-06,-9.999927424503893e-05,-4.15420562359381e-07,9.999827426229632e-05,4.154164081957876e-07,9.982474573657751e-05,4.178079791518289e-06,-4.990685810702528e-05,-2.089036026420691e-06,9.999927424503893e-05,4.154205623586135e-07,9.982474573657752e-05,4.178079791518288e-06
2,39810.71705534914,0.0,0.9999832114475632,4.934794836990527e-06,0.9999840175995502,0.003997767503574035,0.0,0.0,1.0,0.0,0.001595853528271361,-0.03991344413927416,0.0,0.0,-4.991385313286162e-05,-1.995916700523413e-06,-9.99994017439726e-05,-3.997807481240234e-07,9.999840175995503e-05,3.997767503574035e-07,9.983873579192918e-05,3.991837893411116e-06,-4.991385313286162e-05,-1.995916700523413e-06,9.99994017439726e-05,3.997807481248495e-07,9.983873579192919e-05,3.991837893411115e-06
2,41368.20402388446,0.0,0.9999831219885589,-0.0003017827743989953,0.9999851983821453,0.003847258604101636,0.0,0.0,1.0,0.0,0.001466348268405279,-0.03841570695357724,0.0,0.0,-4.99203239221202e-05,-1.905695582629144e-06,-9.99995198234129e-05,-3.847297076683964e-07,9.999851983821453e-05,3.847258604101637e-07,9.985167737201536e-05,3.811392417917825e-06,-4.99203239221202e-05,-1.905695582629144e-06,9.99995198234129e-05,3.847297076686474e-07,9.985167737201536e-05,3.811392417917825e-06
2,42986.62347082213,0.0,0.9999828439583534,-0.0006089446800046618,0.9999862919295075,0.003702415776395154,0.0,0.0,1.0,0.0,0.00134638353910593,-0.03697381096596219,0.0,0.0,-4.992630825732119e-05,-1.818244306901114e-06,-9.999962917924268e-05,-3.702452800562195e-07,9.999862919295075e-05,3.702415776395154e-07,9.986364604192475e-05,3.636486628595753e-06,-4.992630825732119e-05,-1.818244306901114e-06,9.999962917924268e-05,3.702452800554412e-07,9.986364604192473e-05,3.636486628595753e-06
2,44668.35921509565,0.0,0.9999823757185817,-0.0009170031744239016,0.999987304686333,0.003563025750124501,0.0,0.0,1.0,0.0,0.001235258383911807,-0.03558571288843648,0.0,0.0,-4.993184110436283e-05,-1.733438098700768e-06,-9.999973045593798e-05,-3.56306138038498e-07,9.999873046863331e-05,3.563025750124501e-07,9.9874711733467e-05,3.466870971401259e-06,-4.993184110436283e-05,-1.733438098700768e-06,9.999973045593798e-05,3.563061380367665e-07,9.987471173346703e-05,3.466870971401258e-06
2,46415.88833612709,0.0,0.9999817145100267,-0.001226411826146483,0.9999882426212257,0.003428883278611916,0.0,0.0,1.0,0.0,0.001132323079639441,-0.03424943995453908,0.0,0.0,-4.993695481147337e-05,-1.651155643665994e-06,-9.999982425036519e-05,-3.428917567452339e-07,9.999882426212257e-05,3.428883278611916e-07,9.988493914303873e-05,3.30230281283926e-06,-4.993695481147337e-05,-1.651155643665994e-06,9.999982425036519e-05,3.428917567458206e-07,9.988493914303871e-05,3.30230281283926e-06
2,48231.78482239234,0.0,0.9999808564363706,-0.001537626185392288,0.9999891112618648,0.003299790837381742,0.0,0.0,1.0,0.0,0.001036975429796982,-0.03296308795518307,0.0,0.0,-4.99416792936816e-05,-1.571278956222599e-06,-9.999991111529774e-05,-3.299823835324622e-07,9.999891112618649e-05,3.299790837381742e-07,9.989438810065737e-05,3.142546176979078e-06,-4.99416792936816e-05,-1.571278956222599e-06,9.999991111529774e-05,3.299823835309545e-07,9.989438810065735e-05,3.142546176979078e-06
2,50118.72336272647,0.0,0.9999797964412486,-0.001851104452622198,0.999989915727575,0.003175558333990545,0.0,0.0,1.0,0.0,0.0009486573207314198,-0.03172481927422894,0.0,0.0,-4.994604220384669e-05,-1.493693247940831e-06,-9.999999156267321e-05,-3.175590089499192e-07,9.999899157275751e-05,3.175558333990545e-07,9.990311391205172e-05,2.987371482160674e-06,-4.994604220384669e-05,-1.493693247940831e-06,9.999999156267321e-05,3.175590089531568e-07,9.990311391205173e-05,2.987371482160674e-06
2,52079.48328595385,0.0,0.9999785282784677,-0.00216730815082739,0.9999906607594895,0.003056002828720374,0.0,0.0,1.0,0.0,0.0008668515226664332,-0.03053286093170679,0.0,0.0,-4.995006909116334e-05,-1.418286796085665e-06,-0.0001000000660666097,-3.056033388709745e-07,9.999906607594895e-05,3.056002828720374e-07,9.991116767558013e-05,2.83655527808794e-06,-4.995006909116334e-05,-1.418286796085665e-06,0.0001000000660666097,3.056033388728132e-07,9.991116767558014e-05,2.836555278087941e-06
2,54116.95265464555,0.0,0.9999770444752295,-0.002486702802552703,0.9999913507484887,0.002940948265732885,0.0,0.0,1.0,0.0,0.0007910787188858105,-0.02938550264147591,0.0,0.0,-4.995378354789165e-05,-1.344950812652047e-06,-0.0001000001350661996,-2.940977675211509e-07,9.999913507484886e-05,2.940948265732886e-07,9.991859657563437e-05,2.689879983892321e-06,-4.995378354789165e-05,-1.344950812652047e-06,0.0001000001350661996,2.940977675239353e-07,9.991859657563437e-05,2.689879983892321e-06
2,56234.13251903405,0.0,0.9999753362881202,-0.002809758612614534,0.9999919897610725,0.002830225214296428,0.0,0.0,1.0,0.0,0.0007208947473649655,-0.02828109488910711,0.0,0.0,-4.995720734500553e-05,-1.273579314126712e-06,-0.000100000198968097,-2.830253516550307e-07,9.999919897610725e-05,2.830225214296428e-07,9.992544415407553e-05,2.547133627649257e-06,-4.995720734500553e-05,-1.273579314126712e-06,0.000100000198968097,2.830253516521967e-07,9.992544415407553e-05,2.547133627649257e-06
2,58434.14133735087,0.0,0.9999733936516236,-0.003136951157479561,0.9999925815633222,0.00272367061971219,0.0,0.0,1.0,0.0,0.0006558880401498367,-0.02721804703488766,0.0,0.0,-4.996036055765485e-05,-1.204068992173151e-06,-0.0001000002581489138,-2.72369785642157e-07,9.999925815633222e-05,2.72367061971219e-07,9.993175056114739e-05,2.40810958774081e-06,-4.996036055765485e-05,-1.204068992173151e-06,0.0001000002581489138,2.723697856402116e-07,9.993175056114739e-05,2.40810958774081e-06
2,60720.21956909792,0.0,0.9999712051188547,-0.003468762082277321,0.9999931296430936,0.002621127563578963,0.0,0.0,1.0,0.0,0.000595677246728382,-0.02619482544606419,0.0,0.0,-4.996326168107273e-05,-1.136319085396584e-06,-0.000100000312957439,-2.621153774862162e-07,9.999931296430936e-05,2.621127563578962e-07,9.993755278721264e-05,2.272606336378687e-06,-4.996326168107273e-05,-1.136319085396584e-06,0.000100000312957439,2.621153774865311e-07,9.993755278721264e-05,2.272606336378687e-06
2,63095.73444801835,0.0,0.9999687577941566,-0.003805679806427064,0.9999936372305706,0.002522445033049167,0.0,0.0,1.0,0.0,0.0005399090285355646,-0.02520995166174608,0.0,0.0,-4.996592773746922e-05,-1.070231252311667e-06,-0.0001000003637166943,-2.522470257462772e-07,9.999936372305706e-05,2.522445033049167e-07,9.994288487656212e-05,2.140427185531901e-06,-4.996592773746922e-05,-1.070231252311667e-06,0.0001000003637166943,2.522470257442946e-07,9.994288487656212e-05,2.140427185531901e-06
2,65564.18494179688,0.0,0.9999660372571739,-0.004148200238867896,0.9999941073172983,0.002427477698741386,0.0,0.0,1.0,0.0,0.0004882560125791903,-0.0242620005932827,0.0,0.0,-4.996837437454965e-05,-1.00570944560336e-06,-0.0001000004107258371,-2.427501973531476e-07,9.999941073172984e-05,2.427477698741386e-07,9.994777812445948e-05,2.011380035441481e-06,-4.996837437454965e-05,-1.00570944560336e-06,0.0001000004107258371,2.427501973553023e-07,9.994777812445946e-05,2.011380035441481e-06
2,68129.20690579507,0.0,0.9999630274779542,-0.004496827503890244,0.9999945426738153,0.002336085700986848,0.0,0.0,1.0,0.0,0.000440414892972434,-0.0233495987623913,0.0,0.0,-4.997061595618524e-05,-9.426597877455756e-07,-0.0001000004542619242,-2.33610906182069e-07,9.999945426738153e-05,2.336085700986848e-07,9.995226125849819e-05,1.885277125850105e-06,-4.997061595618524e-05,-9.426597877455756e-07,0.0001000004542619242,2.336109061830194e-07,9.995226125849817e-05,1.885277125850105e-06
2,70794.57843841269,0.0,0.9999597107225756,-0.004852074678576676,0.999994945865977,0.002248134444099079,0.0,0.0,1.0,0.0,0.0003961046699108803,-0.02247142257884014,0.0,0.0,-4.997266564574915e-05,-8.809904480171725e-07,-0.0001000004945815436,-2.248156925413469e-07,9.999949458659771e-05,2.248134444099079e-07,9.995636060526648e-05,1.761934790026346e-06,-4.997266564574915e-05,-8.809904480171725e-07,0.0001000004945815436,2.248156925420538e-07,9.995636060526648e-05,1.761934790026346e-06
2,73564.22544596299,0.0,0.9999560674487534,-0.005214464542870719,0.999995319270079,0.002163494398367331,0.0,0.0,1.0,0.0,0.0003550650163391516,-0.02162619665908043,0.0,0.0,-4.997453548260394e-05,-8.206115209336722e-07,-0.0001000005319223272,-2.163516033340529e-07,9.999953192700791e-05,2.163494398367331e-07,9.996010024324143e-05,1.641173211620971e-06,-4.997453548260394e-05,-8.206115209336722e-07,0.0001000005319223272,2.163516033307734e-07,9.996010024324143e-05,1.641173211620971e-06
2,76442.22742525882,0.0,0.999952076190809,-0.005584530343303357,0.9999956650868599,0.002082040909485364,0.0,0.0,1.0,0.0,0.0003170547632164285,-0.02081269218685845,0.0,0.0,-4.997623645198318e-05,-7.614349060962181e-07,-0.0001000005665043511,-2.082061729830054e-07,9.999956650868599e-05,2.082040909485364e-07,9.996350214275926e-05,1.522816184355509e-06,-4.997623645198318e-05,-7.614349060962181e-07,0.0001000005665043511,2.082061729832611e-07,9.996350214275926e-05,1.522816184355509e-06
2,79432.8234724269,0.0,0.9999477134333258,-0.005962816571418931,0.9999959853544703,0.002003654015137746,0.0,0.0,1.0,0.0,0.000281850494913277,-0.02002972531652505,0.0,0.0,-4.997777854904434e-05,-7.033741894386133e-07,-0.0001000005985314324,-2.003674051606619e-07,9.999959853544704e-05,2.003654015137746e-07,9.996658629384126e-05,1.406690874510612e-06,-4.997777854904434e-05,-7.033741894386133e-07,0.0001000005985314324,2.003674051640742e-07,9.996658629384126e-05,1.406690874510612e-06
2,82540.41852680054,0.0,0.9999429534727601,-0.006349879757953901,0.9999962819604853,0.001928218268476118,0.0,0.0,1.0,0.0,0.0002492452468561751,-0.019276155619487,0.0,0.0,-4.99791708369543e-05,-6.463445258459832e-07,-0.0001000006281923305,-1.928237550671841e-07,9.999962819604853e-05,1.928218268476118e-07,9.996937082259039e-05,1.29262758615331e-06,-4.99791708369543e-05,-6.463445258459832e-07,0.0001000006281923305,1.928237550662875e-07,9.996937082259037e-05,1.29262758615331e-06
2,85769.58985908805,0.0,0.9999377682661785,-0.006746289283834765,0.9999965566530276,0.001855622568227666,0.0,0.0,1.0,0.0,0.0002190472980827741,-0.01855088457400622,0.0,0.0,-4.998042149973597e-05,-5.902625230987113e-07,-0.0001000006556618594,-1.855641124509644e-07,9.999965566530276e-05,1.855622568227666e-07,9.997187209680959e-05,1.180459529017145e-06,-4.998042149973597e-05,-5.902625230987113e-07,0.0001000006556618594,1.855641124501003e-07,9.997187209680957e-05,1.180459529017145e-06
2,89125.09381337314,0.0,0.9999321272662589,-0.007152628209073985,0.9999968110510702,0.001785759995187621,0.0,0.0,1.0,0.0,0.0001910790518823129,-0.01785285409835002,0.0,0.0,-4.998153789004256e-05,-5.350461270890944e-07,-0.0001000006811019181,-1.785777852814086e-07,9.999968110510702e-05,1.785759995187621e-07,9.997410482143766e-05,1.070022588927604e-06,-4.998153789004256e-05,-5.350461270890944e-07,0.0001000006811019181,1.785777852789337e-07,9.997410482143766e-05,1.070022588927604e-06
2,92611.87281287787,0.0,0.9999259972415674,-0.00756949412065534,0.9999970466539773,0.001718527654856761,0.0,0.0,1.0,0.0,0.0001651759981735021,-0.01718104512711824,0.0,0.0,-4.998252657195668e-05,-4.806145082482372e-07,-0.0001000007046624444,-1.718544840115244e-07,9.999970466539773e-05,1.718527654856761e-07,9.99760821243394e-05,9.6115510064629e-07,-4.998252657195668e-05,-4.806145082482372e-07,0.0001000007046624444,1.718544840120516e-07,9.99760821243394e-05,9.6115510064629e-07
2,96235.06263980732,0.0,0.9999193420810772,-0.007997500000513101,0.9999972648503408,0.001653826525993763,0.0,0.0,1.0,0.0,0.0001411857517185423,-0.01653447623042329,0.0,0.0,-4.998339335934854e-05,-4.26887949110384e-07,-0.0001000007264822989,-1.653843064303162e-07,9.999972648503408e-05,1.653826525993763e-07,9.997781563293587e-05,8.536976229910194e-07,-4.998339335934854e-05,-4.26887949110384e-07,0.0001000007264822989,1.65384306430809e-07,9.997781563293587e-05,8.536976229910197e-07
2,99999.9999999984,0.0,0.9999121225817723,-0.00843727511472148,0.9999974669261646,0.001591561314860751,0.0,0.0,1.0,0.0,0.0001189671606885197,-0.01591220227547116,0.0,0.0,-4.998414334987655e-05,-3.737877329366784e-07,-0.0001000007466900834,-1.591577230425356e-07,9.999974669261647e-05,1.591561314860751e-07,9.997931554210839e-05,7.47492716074968e-07,-4.998414334987655e-05,-3.737877329366784e-07,0.0001000007466900834,1.591577230429394e-07,9.997931554210838e-05,7.474927160749678e-07
2,103912.2303835152,0.0,0.9999042962181041,-0.008889465925022794,0.9999976540724423,0.001531640314948666,0.0,0.0,1.0,0.0,9.838948048396541e-05,-0.01531331312998267,0.0,0.0,-4.99847809547066e-05,-3.212360333150303e-07,-0.0001000007654048983,-1.531655631353823e-07,9.999976540724423e-05,1.531640314948666e-07,9.9980590673762e-05,6.423847204959873e-07,-4.99847809547066e-05,-3.212360333150303e-07,0.0001000007654048983,1.531655631289363e-07,9.998059067376202e-05,6.42384720495987e-07
2,107977.5162327692,0.0,0.9998958168919481,-0.00935473702383394,0.9999978273921774,0.001473975271976973,0.0,0.0,1.0,0.0,7.933160807658448e-05,-0.01473693240680429,0.0,0.0,-4.998530992431083e-05,-2.691558046444211e-07,-0.0001000007827370451,-1.473990011713333e-07,9.999978273921774e-05,1.473975271976973e-07,9.998164852838715e-05,5.382195382970354e-07,-4.998530992431083e-05,-2.691558046444211e-07,0.0001000007827370451,1.473990011745779e-07,9.998164852838714e-05,5.382195382970355e-07
2,112201.8454301945,0.0,0.9998866346616077,-0.009833772093880828,0.9999979879068835,0.001418481253969893,0.0,0.0,1.0,0.0,6.168137247564292e-05,-0.01418221624898214,0.0,0.0,-4.998573337040152e-05,-2.1747067341241e-07,-0.0001000007987886763,-1.41849543888739e-07,9.999979879068836e-05,1.418481253969893e-07,9.99824953289132e-05,4.348444155101315e-07,-4.998573337040152e-05,-2.1747067341241e-07,0.0001000007987886763,1.418495438833165e-07,9.998249532891321e-05,4.348444155101311e-07
2,116591.4401179813,0.0,0.9998766954482764,-0.01032727489361933,0.9999981365626052,0.001365076526218687,0.0,0.0,1.0,0.0,4.533487723679339e-05,-0.01364835215451075,0.0,0.0,-4.998605378412485e-05,-1.661048301664775e-07,-0.0001000008136543971,-1.365090177007922e-07,9.999981365626052e-05,1.365076526218687e-07,9.998313605710396e-05,3.321077260891427e-07,-4.998605378412485e-05,-1.661048301664775e-07,0.0001000008136543971,1.365090176984835e-07,9.998313605710396e-05,3.321077260891428e-07
2,121152.7658628569,0.0,0.9998659407182526,-0.01083597026960833,0.9999982742354924,0.001313682430946645,0.0,0.0,1.0,0.0,3.019589122370394e-05,-0.01313455783991923,0.0,0.0,-4.998627305063258e-05,-1.149829220791843e-07,-0.0001000008274218235,-1.313695567745077e-07,9.999982742354923e-05,1.313682430946646e-07,9.99835744827029e-05,2.298587570310901e-07,-4.998627305063258e-05,-1.149829220791843e-07,0.0001000008274218235,1.313695567763967e-07,9.998357448270287e-05,2.298587570310904e-07
2,125892.5411794147,0.0,0.9998543071390572,-0.01136060519700592,0.9999984017369653,0.001264223271500255,0.0,0.0,1.0,0.0,1.617528410509484e-05,-0.01264008014181716,0.0,0.0,-4.998639246017039e-05,-6.402994600610175e-08,-0.0001000008401720983,-1.264235913733813e-07,9.999984017369654e-05,1.264223271500255e-07,9.998381318549521e-05,1.279474944811234e-07,-4.998639246017039e-05,-6.402994600610175e-08,0.0001000008401720983,1.264235913771842e-07,9.99838131854952e-05,1.279474944811237e-07
2,130817.7474260173,0.0,0.9998417262074489,-0.01190194984936196,0.9999985198184963,0.001216626200896609,0.0,0.0,1.0,0.0,3.190503323032776e-06,-0.01216419395549279,0.0,0.0,-4.998641271550947e-05,-1.317114193296991e-08,-0.0001000008519803694,-1.216638367135259e-07,9.999985198184963e-05,1.216626200896609e-07,9.99838535704126e-05,2.622441061308281e-08,-4.998641271550947e-05,-1.317114193296991e-08,0.0001000008519803694,1.216638367202763e-07,9.998385357041259e-05,2.62244106130829e-08
2,135935.6390878503,0.0,0.999828123847179,-0.01246079869888016,0.9999986291760385,0.001170821114563473,0.0,0.0,1.0,0.0,-8.834910496187225e-06,-0.01170620120963364,0.0,0.0,-4.998633393620694e-05,3.766811329866671e-08,-0.000100000862916233,-1.170832822777745e-07,9.999986291760386e-05,1.170821114563473e-07,9.998369587576753e-05,-7.545974892465228e-08,-4.998633393620694e-05,3.766811329866671e-08,0.000100000862916233,1.170832822765371e-07,9.99836958757675e-05,-7.545974892465182e-08
2,141253.7544622731,0.0,0.9998134199741491,-0.01303797164831902,0.9999987304541277,0.001126740547114541,0.0,0.0,1.0,0.0,-1.997177249834367e-05,-0.01126542987622431,0.0,0.0,-4.998615565919573e-05,8.856241208302692e-08,-0.0001000008730441432,-1.126751814628513e-07,9.999987304541277e-05,1.126740547114541e-07,9.998333917466475e-05,-1.772541772094715e-07,-4.998615565919573e-05,8.856241208302692e-08,0.0001000008730441432,1.126751814572429e-07,9.998333917466475e-05,-1.772541772094714e-07
2,146779.9267622045,0.0,0.9997975280264498,-0.01363431519569257,0.9999988242496812,0.001084319573008278,0.0,0.0,1.0,0.0,-3.028566953111586e-05,-0.01084123301466675,0.0,0.0,-4.998587683616856e-05,1.39586422074657e-07,-0.0001000008824237924,-1.084330416151191e-07,9.999988242496813e-05,1.084319573008278e-07,9.99827813695981e-05,-2.79308218102582e-07,-4.998587683616856e-05,1.39586422074657e-07,0.0001000008824237924,1.084330416179862e-07,9.998278136959811e-05,-2.793082181025822e-07
2,152522.2956538993,0.0,0.9997803544565588,-0.01425070363291885,0.9999989111155156,0.001043495710944448,0.0,0.0,1.0,0.0,-3.983734546477367e-05,-0.01043298784916438,0.0,0.0,-4.998549582739542e-05,1.908149922456295e-07,-0.0001000008911104627,-1.043506145798068e-07,9.999989111155156e-05,1.043495710944448e-07,9.998201918020235e-05,-3.817715783754472e-07,-4.998549582739542e-05,1.908149922456295e-07,0.0001000008911104627,1.043506145832737e-07,9.998201918020235e-05,-3.817715783754472e-07
2,158489.3192461087,0.0,0.9997617981827626,-0.01488804027954558,0.9999989915636049,0.001004208831857872,0.0,0.0,1.0,0.0,-4.868305814551368e-05,-0.01004009487841144,0.0,0.0,-4.998501039219644e-05,2.42323259081194e-07,-0.0001000008991553521,-1.004218874028906e-07,9.99998991563605e-05,1.004208831857872e-07,9.998104812409082e-05,-4.847945401134134e-07,-4.998501039219644e-05,2.42323259081194e-07,0.0001000008991553521,1.004218874076097e-07,9.998104812409083e-05,-4.847945401134136e-07
2,164689.7865482841,0.0,0.9997417499966335,-0.01554725875265647,0.9999990660680989,0.0009664010703742058,0.0,0.0,1.0,0.0,-5.687491006018694e-05,-0.009661977016633518,0.0,0.0,-4.998441767581352e-05,2.941867530152544e-07,-0.0001000009066058759,-9.664107344931061e-08,9.999990660680989e-05,9.664010703742058e-08,9.997986249066938e-05,-5.885281736022954e-07,-4.998441767581352e-05,2.941867530152544e-07,0.0001000009066058759,9.664107344872415e-08,9.997986249066938e-05,-5.885281736022954e-07
2,171132.8304161752,0.0,0.9997200919231443,-0.01622932427402914,0.999999135068116,0.0009300167395976269,0.0,0.0,1.0,0.0,-6.446115463979873e-05,-0.009298078765032271,0.0,0.0,-4.998371419277781e-05,3.464815052117058e-07,-0.0001000009135059467,-9.300260397915316e-08,9.99999135068116e-05,9.30016739597627e-08,9.99784553077784e-05,-6.931245508996872e-07,-4.998371419277781e-05,3.464815052117058e-07,0.0001000009135059467,9.300260397271227e-08,9.997845530777842e-05,-6.931245508996872e-07
2,177827.9410038893,0.0,0.99969669652974,-0.01693523501557269,0.9999991989703324,0.0008950022491051575,0.0,0.0,1.0,0.0,-7.148647998863381e-05,-0.008947865412698047,0.0,0.0,-4.998289580648851e-05,3.992841547823802e-07,-0.0001000009198962322,-8.950111991812282e-08,9.999991989703325e-05,8.950022491051576e-08,9.997681830097287e-05,-7.987369602874642e-07,-4.998289580648851e-05,3.992841547823802e-07,0.0001000009198962322,8.95011199177495e-08,9.997681830097287e-05,-7.987369602874643e-07
2,184784.979742226,0.0,0.9996714261804014,-0.01766602348402185,0.9999992581513792,0.0008613060260270767,0.0,0.0,1.0,0.0,-7.799227169544829e-05,-0.008610822266066407,0.0,0.0,-4.998195770512109e-05,4.526720565418887e-07,-0.0001000009258143961,-8.613146390556992e-08,9.999992581513793e-05,8.613060260270767e-08,9.99749418452097e-05,-9.055201217955442e-07,-4.998195770512109e-05,4.526720565418887e-07,0.0001000009258143961,8.61314639024195e-08,9.997494184520968e-05,-9.055201217955441e-07
