case,time,v(bh),v(bl),v(ep),v(vn),v(en),v(in),v(out),v(vp),i(vp),i(vin),i(vbl),ic(q1),ib(q1),i(ren),i(vn),i(vbh),ic(q2),ib(q2),i(rep),i(rl)
1,0.003162300000000658,1.70396580050099,1.70396580050099,0.971362914410992,-12.0,0.9927328876355841,1.70396580050099,0.9713629090240239,12.0,-0.00965523478579322,-5.840423141242516e-05,1.237558508682081e-08,0.009655234785793254,5.839185582733889e-05,0.009713626641618274,9.926963192788277e-09,-5.839185582733834e-05,-9.926963192808606e-09,1.237558508684113e-08,2.448621860828837e-09,0.009713629090240239
1,0.003162500000000658,1.705280328712504,1.705280328712504,0.9726162127225372,-12.0,0.9940137585365018,1.705280328712504,0.9726162073486839,12.0,-0.009667691853189775,-5.848012681599558e-05,1.234917719936091e-08,0.00966769185318974,5.846777763879587e-05,0.009726159630826287,9.906516686239864e-09,-5.846777763879622e-05,-9.90651668624664e-09,1.234917719934058e-08,2.442660568762795e-09,0.00972616207348684
1,0.003162700000000658,1.706592164053618,1.706592164053618,0.973866984419694,-12.0,0.9952920472438347,1.706592164053618,0.9738669790620815,12.0,-0.009680123805564655,-5.855587085818248e-05,1.232107814817178e-08,0.00968012380556473,5.854354978003401e-05,0.009738667355342345,9.885799696321591e-09,-5.854354978003431e-05,-9.885799696314815e-09,1.232107814815145e-08,2.435278393083965e-09,0.009738669790620815
1,0.003162900000000658,1.707901304452761,1.707901304452761,0.97511522718743,-12.0,0.9965677513788904,1.707901304452761,0.9751152218428885,12.0,-0.009692530620558026,-5.863146319873878e-05,1.229466274828858e-08,0.009692530620557999,5.86191685359906e-05,0.009751149789091801,9.865325690719797e-09,-5.861916853599049e-05,-9.86532569071302e-09,1.229466274828181e-08,2.429337085032366e-09,0.009751152218428885
1,0.003163100000000659,1.709207747842619,1.709207747842619,0.9763609386930061,-12.0,0.9978408685703307,1.709207747842619,0.9763609333646572,12.0,-0.009704912274354993,-5.87069038749133e-05,1.226655799555128e-08,0.009704912274355045,5.869463731691842e-05,0.009763606911669765,9.844581261243737e-09,-5.869463731691775e-05,-9.844581261223408e-09,1.22665579955716e-08,2.421976760561248e-09,0.009763609333646573
1,0.003163300000000659,1.710511492160146,1.710511492160146,0.977604116633216,-12.0,0.9991113964515674,1.710511492160146,0.9776041113178948,12.0,-0.009717268744714513,-5.878219254653672e-05,1.224013493382817e-08,0.009717268744714517,5.876995241160279e-05,0.009776038697123917,9.824079875633959e-09,-5.876995241160289e-05,-9.824079875627183e-09,1.224013493383494e-08,2.416055083271312e-09,0.009776041113178948
1,0.003163500000000659,1.711812535346548,1.711812535346548,0.9788447586871544,-12.0,1.000379332663339,1.711812535346548,0.9788447533879787,12.0,-0.009729600007938155,-5.88573292519806e-05,1.221202432889279e-08,0.00972960000793806,5.884511722765103e-05,0.009788445125163565,9.803308125726825e-09,-5.884511722765171e-05,-9.803308125713272e-09,1.221202432890635e-08,2.408716206290442e-09,0.009788447533879788
1,0.003163700000000659,1.713110875347297,1.713110875347297,0.980082862563385,-12.0,1.001644674851102,1.713110875347297,0.9800828572771941,12.0,-0.009741906041902004,-5.893231365173151e-05,1.218559345912511e-08,0.00974190604190205,5.89201280582718e-05,0.009800826169957961,9.782779478883412e-09,-5.892012805827239e-05,-9.782779478896965e-09,1.218559345913189e-08,2.40281400836812e-09,0.009800828572771942
1,0.003163900000000659,1.714406510112144,1.714406510112144,0.9813184259528072,-12.0,1.002907420667643,1.714406510112144,0.981318420682715,12.0,-0.009754186823024591,-5.900714578514463e-05,1.215747685554306e-08,0.009754186823024527,5.899498830828862e-05,0.009813181811330769,9.761980527563498e-09,-5.899498830828909e-05,-9.761980527570274e-09,1.215747685552951e-08,2.39549642748345e-09,0.00981318420682715
1,0.0031641000000006587,1.715699437595101,1.715699437595101,0.9825514465757333,-12.0,1.004167567770444,1.715699437595101,0.9825514413185841,12.0,-0.009766442329299851,-5.908182531302064e-05,1.213103803578163e-08,0.009766442329299803,5.906969427498466e-05,0.009825512023572604,9.74142473901974e-09,-5.906969427498486e-05,-9.741424739012964e-09,1.21310380357613e-08,2.389613305211278e-09,0.00982551441318584
1,0.0031643000000006593,1.716989655754456,1.716989655754456,0.9837819221348144,-12.0,1.005425113824283,1.716989655754456,0.9837819168937179,12.0,-0.009778672537262056,-5.915635227582938e-05,1.210291529053309e-08,0.009778672537262138,5.914424936053969e-05,0.009837816786620575,9.720598705142709e-09,-5.914424936053885e-05,-9.720598705149485e-09,1.210291529055342e-08,2.382316616705344e-09,0.00983781916893718
1,0.003164500000000659,1.718277162552785,1.718277162552785,0.9850098503620867,-12.0,1.006680056498641,1.718277162552785,0.9850098451338911,12.0,-0.009790877425022437,-5.923072633466743e-05,1.207646838274543e-08,0.009790877425022392,5.921864986628492e-05,0.009850096074886365,9.700015894079528e-09,-5.921864986628469e-05,-9.700015894093081e-09,1.207646838278609e-08,2.37645251961864e-09,0.00985009845133891
1,0.003164700000000659,1.719561955956933,1.719561955956933,0.9862352289719242,-12.0,1.007932393470262,1.719561955956933,0.9862352237597359,12.0,-0.009803056969231061,-5.930494753123274e-05,1.204833935741843e-08,0.00980305696923105,5.929289919187532e-05,0.009862349868420928,9.67916289712446e-09,-5.929289919187532e-05,-9.679162897138012e-09,1.204833935741843e-08,2.369176471168027e-09,0.00986235223759736
1,0.00316490000000066,1.720844033938041,1.720844033938041,0.9874580557080447,-12.0,1.00918212242058,1.720844033938041,0.9874580505087164,12.0,-0.009815211148115566,-5.93790155269851e-05,1.202188422724478e-08,0.009815211148115503,5.93669936427579e-05,0.009874578141756154,9.658553182912517e-09,-5.936699364275785e-05,-9.658553182932846e-09,1.202188422727866e-08,2.36333104601401e-09,0.009874580505087164
1,0.0031651000000006597,1.722123394471531,1.722123394471531,0.9886783282965209,-12.0,1.010429241038278,1.722123394471531,0.9886783231131548,12.0,-0.00982733993844237,-5.945293036456304e-05,1.199374878677485e-08,0.009827339938442411,5.944093661577643e-05,0.009886780875056091,9.63767334214165e-09,-5.944093661577627e-05,-9.637673342161978e-09,1.19937487867884e-08,2.356075486224669e-09,0.00988678323113155
1,0.0031653000000006603,1.723400035537114,1.723400035537114,0.9898960444927071,-12.0,1.011673747016701,1.723400035537114,0.9898960393221603,12.0,-0.00983944331855463,-5.952669170581896e-05,1.196728530354174e-08,0.009839443318554682,5.951472442051549e-05,0.009898958042973038,9.617036844016078e-09,-5.951472442051542e-05,-9.61703684402963e-09,1.196728530354852e-08,2.350248531144607e-09,0.009898960393221603
1,0.00316550000000066,1.724673955118807,1.724673955118807,0.991111202034349,-12.0,1.012915638056445,1.724673955118807,0.9911111968797203,12.0,-0.009851521265334784,-5.960029959478778e-05,1.193914331684882e-08,0.009851521265334734,5.958836045147052e-05,0.009911109625784181,9.596130279098227e-09,-5.958836045147093e-05,-9.596130279084674e-09,1.19391433168556e-08,2.343013056299076e-09,0.009911111968797202
1,0.00316570000000066,1.725945151204912,1.725945151204912,0.992323798688419,-12.0,1.014154911862745,1.725945151204912,0.9923237935465695,12.0,-0.009863573757241562,-5.967375369334997e-05,1.19126713536504e-08,0.00986357375724148,5.966184102199651e-05,0.00992323559826142,9.575467116619421e-09,-5.966184102199632e-05,-9.575467116605869e-09,1.19126713536504e-08,2.337204318969555e-09,0.009923237935465696
1,0.00316590000000066,1.727213621788036,1.727213621788036,0.9935338322042836,-12.0,1.015391566148056,1.727213621788036,0.9935338270783083,12.0,-0.00987560077127253,-5.9747054046681e-05,1.188452269327298e-08,0.009875600771272437,5.97351695239879e-05,0.009935335940794382,9.55453394700656e-09,-5.973516952398773e-05,-9.554533946979455e-09,1.188452269323232e-08,2.329988777673784e-09,0.009935338270783084
1,0.00316610000000066,1.728479364865095,1.728479364865095,0.99474130036051,-12.0,1.016625598629479,1.728479364865095,0.9947412952472746,12.0,-0.009887602286001829,-5.982020031714278e-05,1.185804212698453e-08,0.009887602286001813,5.980834227501618e-05,0.009947410628274917,9.53384423976202e-09,-5.980834227501579e-05,-9.53384423978235e-09,1.18580421269913e-08,2.324197904842022e-09,0.009947412952472746
1,0.00316630000000066,1.729742378437303,1.729742378437303,0.9959462009180633,-12.0,1.017857007031309,1.729742378437303,0.9959461958206588,12.0,-0.009899578278542431,-5.989319255076922e-05,1.18298866687408e-08,0.00989957827854242,5.988136266410035e-05,0.009959459641204583,9.51288458504165e-09,-5.988136266410048e-05,-9.512884585034874e-09,1.182988666875435e-08,2.317002044772597e-09,0.009959461958206588
1,0.00316650000000066,1.731002660510195,1.731002660510195,0.9971485316670673,-12.0,1.019085789082472,1.731002660510195,0.9971485265823635,12.0,-0.009911528727583663,-5.99660304104484e-05,1.180339737981548e-08,0.009911528727583673,5.995422701306876e-05,0.009971482954594681,9.492168452889926e-09,-5.995422701306858e-05,-9.49216845286282e-09,1.180339737982225e-08,2.311228985973912e-09,0.009971485265823636
1,0.003166700000000661,1.732260209093607,1.732260209093607,0.9983482903800552,-12.0,1.020311942519069,1.732260209093607,0.9983482853111396,12.0,-0.009923453610352406,-6.003871394338848e-05,1.177523500367071e-08,0.009923453610352441,6.002693870838548e-05,0.009983480549058803,9.471182432757965e-09,-6.002693870838481e-05,-9.471182432751188e-09,1.177523500365716e-08,2.304052554807418e-09,0.009983482853111396
1,0.003166900000000661,1.733515022201705,1.733515022201705,0.9995454748586778,-12.0,1.021535465081824,1.733515022201705,0.9995454698024245,12.0,-0.009935352905653505,-6.011124281282556e-05,1.1748736875611e-08,0.009935352905653443,6.009949407594939e-05,0.009995452399727241,9.450439995394976e-09,-6.009949407594995e-05,-9.450439995394976e-09,1.174873687559067e-08,2.29829695678903e-09,0.009995454698024245
1,0.003167100000000661,1.734767097852965,1.734767097852965,1.000740082887014,-12.0,1.022756354518622,1.734767097852965,1.000740077846507,12.0,-0.009947226590827807,-6.018361706686755e-05,1.172056746470175e-08,0.009947226590827791,6.017189649940284e-05,0.01000739848732532,9.42942772979129e-09,-6.017189649940285e-05,-9.429427729777738e-09,1.172056746469497e-08,2.291139803131417e-09,0.01000740077846507
1,0.003167300000000661,1.736016434070184,1.736016434070184,1.001932112278201,-12.0,1.023974608581943,1.736016434070184,1.001932107250318,12.0,-0.009959074644795118,-6.025583636918636e-05,1.169406038480482e-08,0.009959074644795032,6.024414230880137e-05,0.01001931878710187,9.408659107021378e-09,-6.024414230880156e-05,-9.408659107028154e-09,1.169406038479805e-08,2.285401262175862e-09,0.01001932107250319
1,0.003167500000000661,1.737263028880497,1.737263028880497,1.003121560827843,-12.0,1.02519022503143,1.737263028880497,1.003121555815664,12.0,-0.009970897045010196,-6.032790076902466e-05,1.166588382576421e-08,0.009970897045010287,6.031623488519874e-05,0.01003121327989349,9.387620715994253e-09,-6.031623488519889e-05,-9.387620715987477e-09,1.166588382576421e-08,2.278263133703717e-09,0.01003121555815664
1,0.003167700000000661,1.738506880315358,1.738506880315358,1.004308426360544,-12.0,1.026403201631301,1.738506880315358,1.004308421360952,12.0,-0.0099826937705072,-6.039980993041668e-05,1.163936768501354e-08,0.009982693770507204,6.038817056273146e-05,0.01004308194106785,9.366826027838596e-09,-6.038817056273167e-05,-9.366826027845372e-09,1.163936768499321e-08,2.272541649810994e-09,0.01004308421360952
1,0.0031679000000006613,1.739747986410551,1.739747986410551,1.005492706683385,-12.0,1.027613536152915,1.739747986410551,1.005492701699456,12.0,-0.009994464798854463,-6.047156390358375e-05,1.161118386714451e-08,0.009994464798854557,6.045995271971635e-05,0.01005492475157223,9.345761630975532e-09,-6.045995271971661e-05,-9.345761630968755e-09,1.161118386711741e-08,2.265422193271537e-09,0.01005492701699456
1,0.003168100000000661,1.740986345206208,1.740986345206208,1.006674399632419,-12.0,1.028821226372205,1.740986345206208,1.006674394661041,12.0,-0.01000621010920039,-6.054316235302945e-05,1.158465855997947e-08,0.01000621010920035,6.053157769446979e-05,0.0100667416868928,9.324940997834782e-09,-6.053157769446947e-05,-9.324940997841558e-09,1.158465855998625e-08,2.259717564582915e-09,0.01006674394661041
1,0.003168300000000662,1.742221954746788,1.742221954746788,1.007853503026187,-12.0,1.030026270072223,1.742221954746788,1.00785349807043,12.0,-0.01001792967922699,-6.061460533010189e-05,1.155646737661009e-08,0.01001792967922692,6.060304886272461e-05,0.01007853272808763,9.303850715428009e-09,-6.060304886272528e-05,-9.303850715400904e-09,1.155646737660332e-08,2.252616679046779e-09,0.0100785349807043
1,0.003168500000000662,1.74345481308109,1.74345481308109,1.009030014712148,-12.0,1.031228665040578,1.74345481308109,1.009030009768905,12.0,-0.01002962348819569,-6.068589249942521e-05,1.15299327999095e-08,0.01002962348819574,6.067436256662539e-05,0.01009029785076039,9.283004257133612e-09,-6.06743625666253e-05,-9.283004257153941e-09,1.152993279990273e-08,2.24692860277416e-09,0.01009030009768905
1,0.003168700000000662,1.744684918262271,1.744684918262271,1.010203932520281,-12.0,1.032428409071997,1.744684918262271,1.01020392759262,12.0,-0.01004129151390265,-6.075702391354046e-05,1.150173414778306e-08,0.01004129151390272,6.0745522179393e-05,0.01010203703608038,9.261888209394047e-09,-6.074552217939268e-05,-9.261888209380494e-09,1.150173414774241e-08,2.239845884523881e-09,0.0101020392759262
1,0.0031689000000006623,1.745912268347823,1.745912268347823,1.011375254309437,-12.0,1.033625499965744,1.745912268347823,1.011375249394254,12.0,-0.01005293373572297,-6.082799923761048e-05,1.147519020215269e-08,0.01005293373572294,6.081652404740744e-05,0.01011375025976823,9.241016046211128e-09,-6.081652404740833e-05,-9.241016046204352e-09,1.147519020211203e-08,2.234174259737901e-09,0.01011375249394254
1,0.003169100000000662,1.747136861399589,1.747136861399589,1.012543977920988,-12.0,1.034819935528175,1.747136861399589,1.012543973021347,12.0,-0.01006455013156499,-6.089881852499003e-05,1.144698398121088e-08,0.01006455013156493,6.088737154100808e-05,0.01012543750310376,9.219874353647841e-09,-6.088737154100882e-05,-9.219874353647841e-09,1.144698398120411e-08,2.227109708773479e-09,0.01012543973021347
1,0.003169300000000662,1.748358695483773,1.748358695483773,1.013710101225154,-12.0,1.036011713570191,1.748358695483773,1.013710096337955,12.0,-0.01007614068091672,-6.096948144134194e-05,1.142043056970949e-08,0.01007614068091675,6.095806101077229e-05,0.01013709874192551,9.198976605624687e-09,-6.095806101077223e-05,-9.19897660567212e-09,1.142043056970272e-08,2.221454131756673e-09,0.01013710096337955
1,0.0031695000000006622,1.749577768670939,1.749577768670939,1.014873622074698,-12.0,1.037200831909773,1.749577768670939,1.014873617203002,12.0,-0.01008770536180009,-6.103998804103692e-05,1.139221668322794e-08,0.01008770536180015,6.10285958243526e-05,0.01014873395762278,9.177809388936486e-09,-6.102859582435369e-05,-9.177809388922933e-09,1.139221668323471e-08,2.214407243431279e-09,0.01014873617203002
1,0.003169700000000662,1.75079407903599,1.75079407903599,1.016034538351162,-12.0,1.038387288369406,1.75079407903599,1.016034533491873,12.0,-0.01009924415381647,-6.111033799018008e-05,1.13656537123431e-08,0.01009924415381659,6.109897233646794e-05,0.0101603431261512,9.156886176284011e-09,-6.109897233646773e-05,-9.156886176270459e-09,1.136565371235665e-08,2.208767512324915e-09,0.01016034533491873
1,0.003169900000000662,1.752007624658214,1.752007624658214,1.017192847918664,-12.0,1.039571080778661,1.752007624658214,1.017192843074839,12.0,-0.01011075703509945,-6.118053134413858e-05,1.133743206617238e-08,0.01011075703509951,6.11691939120727e-05,0.01017192622900999,9.135693555790232e-09,-6.11691939120724e-05,-9.135693555769903e-09,1.13374320661656e-08,2.201738488497282e-09,0.01017192843074839
1,0.003170100000000663,1.753218403621259,1.753218403621259,1.018348548670073,-12.0,1.04075220697162,1.753218403621259,1.018348543838622,12.0,-0.01012224398536377,-6.125056776929811e-05,1.131085944682333e-08,0.01012224398536371,6.123925690985091e-05,0.01018348324227183,9.1147449995054e-09,-6.123925690985129e-05,-9.11474499948507e-09,1.131085944682333e-08,2.196114401442628e-09,0.01018348543838622
1,0.003170300000000663,1.754426414013137,1.754426414013137,1.019501638480832,-12.0,1.041930664789405,1.754426414013137,1.019501633664806,12.0,-0.01013370498285504,-6.132044732225529e-05,1.128262994921285e-08,0.01013370498285496,6.130916469230522e-05,0.01019501414754517,9.093527095308538e-09,-6.130916469230608e-05,-9.093527095301761e-09,1.128262994919252e-08,2.189102939324657e-09,0.01019501633664806
1,0.0031705000000006632,1.755631653926231,1.755631653926231,1.020652115255089,-12.0,1.043106452077645,1.755631653926231,1.020652110451402,12.0,-0.01014514000739947,-6.139016966968491e-05,1.125604759421618e-08,0.0101451400073994,6.137891362208977e-05,0.01020651892101977,9.072553315981734e-09,-6.13789136220907e-05,-9.072553315974958e-09,1.125604759420941e-08,2.183494294462982e-09,0.01020652110451402
1,0.003170700000000663,1.756834121457309,1.756834121457309,1.021799976879607,-12.0,1.044279566689015,1.756834121457309,1.021799972091307,12.0,-0.01015654903735597,-6.14597348691733e-05,1.122781015702029e-08,0.01015654903735598,6.144850705901667e-05,0.01021799754441307,9.051310248943227e-09,-6.144850705901627e-05,-9.051310248943227e-09,1.122781015702029e-08,2.17649999033721e-09,0.01021799972091307
1,0.003170900000000663,1.758033814707508,1.758033814707508,1.022945221269797,-12.0,1.045450006480671,1.758033814707508,1.022945216493802,12.0,-0.01016793205266348,-6.152914258785377e-05,1.120121798274336e-08,0.01016793205266344,6.151794136987117e-05,0.01022944999403141,9.03031136727326e-09,-6.151794136987103e-05,-9.030311367293588e-09,1.120121798272303e-08,2.170906585809782e-09,0.01022945216493802
1,0.003171100000000663,1.759230731782345,1.759230731782345,1.024087846323697,-12.0,1.046617769316796,1.759230731782345,1.024087841563053,12.0,-0.01017928903179122,-6.159839288431594e-05,1.117297252047273e-08,0.01017928903179114,6.158721991179478e-05,0.01024087625170124,9.009043258064809e-09,-6.158721991179547e-05,-9.00904325804448e-09,1.117297252047273e-08,2.163929237817476e-09,0.01024087841563053
1,0.003171300000000663,1.760424870791731,1.760424870791731,1.025227849967974,-12.0,1.04778285306606,1.760424870791731,1.025227845219602,12.0,-0.01019061995479092,-6.166748542616262e-05,1.114637044531577e-08,0.01019061995479097,6.165633905571812e-05,0.01025227629384496,8.988019394642064e-09,-6.16563390557173e-05,-8.988019394662392e-09,1.114637044530222e-08,2.158351073624296e-09,0.01025227845219602
1,0.003171500000000663,1.761616229849955,1.761616229849955,1.026365230111925,-12.0,1.048945255604142,1.761616229849955,1.026365225378866,12.0,-0.01020192480024412,-6.173642027282649e-05,1.111811687660102e-08,0.01020192480024412,6.172530215594922e-05,0.01026365010239813,8.966726364287737e-09,-6.172530215594989e-05,-8.966726364301289e-09,1.111811687660102e-08,2.151390580836092e-09,0.01026365225378866
1,0.003171700000000663,1.762804807075694,1.762804807075694,1.027499984693427,-12.0,1.050104974811185,1.762804807075694,1.027499979972607,12.0,-0.01021320354831307,-6.180519709240545e-05,1.109150482206779e-08,0.01021320354831299,6.179410558758368e-05,0.0102749976538989,8.945677639973651e-09,-6.179410558758338e-05,-8.945677639973651e-09,1.109150482206102e-08,2.145827152330329e-09,0.01027499979972607
1,0.003171900000000664,1.763990600592026,1.763990600592026,1.028632111633025,-12.0,1.051262008574343,1.763990600592026,1.028632106927482,12.0,-0.01022445617769108,-6.187381594536864e-05,1.106324306690836e-08,0.01022445617769101,6.186275270230158e-05,0.01028631893039155,8.92435980930778e-09,-6.186275270230173e-05,-8.924359809273899e-09,1.106324306688125e-08,2.138883312887494e-09,0.01028632106927482
1,0.003172100000000664,1.765173608526429,1.765173608526429,1.029761608879804,-12.0,1.052416354785234,1.765173608526429,1.029761604186468,12.0,-0.01023568266865249,-6.194227650034932e-05,1.103662095835155e-08,0.01023568266865249,6.193123987939082e-05,0.01029761390852999,8.903286345343263e-09,-6.193123987939097e-05,-8.903286345336486e-09,1.103662095833122e-08,2.133334720998515e-09,0.01029761604186468
1,0.003172300000000664,1.766353829010757,1.766353829010757,1.030888474365509,-12.0,1.05356801134244,1.766353829010757,1.030888469687413,12.0,-0.01024688300000104,-6.201057881862276e-05,1.100835094004012e-08,0.01024688300000101,6.1999570467684e-05,0.01030888257046699,8.881943835064654e-09,-6.199957046768272e-05,-8.881943835118864e-09,1.100835094006722e-08,2.126407232112952e-09,0.01030888469687413
1,0.003172500000000664,1.767531260181288,1.767531260181288,1.032012706050405,-12.0,1.054716976149022,1.767531260181288,1.032012701384484,12.0,-0.01025805715212291,-6.207872256931441e-05,1.098171870366621e-08,0.01025805715212296,6.206774085061114e-05,0.01032012489297195,8.860845752148511e-09,-6.206774085061074e-05,-8.860845752162064e-09,1.098171870363911e-08,2.120872972193927e-09,0.01032012701384484
1,0.003172700000000664,1.768705900178704,1.768705900178704,1.033134301877452,-12.0,1.055863247115009,1.768705900178704,1.033134297226737,12.0,-0.01026920510393325,-6.2146707814597e-05,1.095344034941217e-08,0.01026920510393324,6.213575437424729e-05,0.01033134085830561,8.839478683931755e-09,-6.213575437424759e-05,-8.83947868393853e-09,1.095344034939862e-08,2.11396173293627e-09,0.01033134297226737
1,0.0031729000000006637,1.769877747148076,1.769877747148076,1.034253259818052,-12.0,1.057006822154857,1.769877747148076,1.03425325517948,12.0,-0.01028032683592828,-6.221453422408027e-05,1.092679791508684e-08,0.01028032683592837,6.220360742616498e-05,0.01034253044335313,8.818356102979633e-09,-6.220360742616518e-05,-8.818356103027067e-09,1.092679791510717e-08,2.108441804987199e-09,0.0103425325517948
1,0.0031731000000006643,1.771046799238903,1.771046799238903,1.035369577826345,-12.0,1.058147699190004,1.771046799238903,1.035369573202942,12.0,-0.01029142232713465,-6.228220186099851e-05,1.089851115323797e-08,0.01029142232713471,6.227130334984564e-05,0.01035369363048276,8.79696459782169e-09,-6.227130334984527e-05,-8.796964597848796e-09,1.089851115326508e-08,2.101546613498716e-09,0.01035369573202942
1,0.003173300000000664,1.772213054605098,1.772213054605098,1.036483253884884,-12.0,1.059285876146324,1.772213054605098,1.036483249273594,12.0,-0.01030249155816004,-6.234971039532321e-05,1.087185845447252e-08,0.01030249155815992,6.233883853686839e-05,0.01036483039669512,8.77581764045397e-09,-6.233883853686874e-05,-8.775817640474298e-09,1.087185845447929e-08,2.096040815660868e-09,0.01036483249273594
1,0.003173500000000664,1.773376511404974,1.773376511404974,1.037594285958946,-12.0,1.060421350956618,1.773376511404974,1.037594281362791,12.0,-0.01031353450814032,-6.241705989127768e-05,1.084356321622265e-08,0.01031353450814032,6.240621632806139e-05,0.01037594072446655,8.754401819162068e-09,-6.240621632806146e-05,-8.754401819162068e-09,1.08435632162362e-08,2.089161369153461e-09,0.01037594281362791
1,0.003173700000000665,1.774537167801278,1.774537167801278,1.038702672042206,-12.0,1.061554121558139,1.774537167801278,1.038702667458133,12.0,-0.01032455115779424,-6.248425001927658e-05,1.081690018785652e-08,0.01032455115779424,6.247343311908884e-05,0.01038702459091161,8.73323060670097e-09,-6.247343311908873e-05,-8.73323060670097e-09,1.081690018784974e-08,2.08366960049747e-09,0.01038702667458133
1,0.0031739000000006647,1.77569502196118,1.77569502196118,1.03980841011109,-12.0,1.062684185895071,1.77569502196118,1.039808405542117,12.0,-0.01033554148636895,-6.255128084437756e-05,1.078859640792312e-08,0.01033554148636903,6.254049224796862e-05,0.01039808197861526,8.71179059089549e-09,-6.254049224796963e-05,-8.711790590902266e-09,1.07885964079299e-08,2.076805798041774e-09,0.01039808405542117
1,0.0031741000000006653,1.776850072056267,1.776850072056267,1.040911498170359,-12.0,1.063811541916012,1.776850072056267,1.040911493613438,12.0,-0.01034650547469368,-6.26181520377133e-05,1.076192298793996e-08,0.01034650547469366,6.26073901147246e-05,0.0104091128648067,8.690595244554818e-09,-6.260739011472536e-05,-8.690595244520937e-09,1.076192298791963e-08,2.071327755779541e-09,0.01040911493613438
1,0.003174300000000665,1.778002316262552,1.778002316262552,1.042011934207553,-12.0,1.064936187576488,1.778002316262552,1.042011929665698,12.0,-0.01035744310212477,-6.268486366499324e-05,1.073361060282944e-08,0.01035744310212473,6.267413005439074e-05,0.01042011723217747,8.66913115577482e-09,-6.267413005439041e-05,-8.669131155754491e-09,1.073361060284299e-08,2.06447949644619e-09,0.01042011929665698
1,0.003174500000000665,1.779151752760493,1.779151752760493,1.04310971623852,-12.0,1.066058120836445,1.779151752760493,1.043109711708687,12.0,-0.0103683543496022,-6.275141539807943e-05,1.070692673150325e-08,0.01036835434960223,6.274070847134783e-05,0.01043109505807186,8.647911796687063e-09,-6.274070847134793e-05,-8.647911796707392e-09,1.070692673149648e-08,2.059014978718985e-09,0.01043109711708687
1,0.003174700000000665,1.780298379734969,1.780298379734969,1.044204842261897,-12.0,1.067177339662733,1.780298379734969,1.044204837747097,12.0,-0.01037923919659295,-6.281780730360975e-05,1.067860568090687e-08,0.010379239196593,6.280712869792964e-05,0.01044204632528906,8.626423756580032e-09,-6.280712869792884e-05,-8.626423756552927e-09,1.067860568090687e-08,2.052181959719881e-09,0.01044204837747097
1,0.003174900000000665,1.781442195375295,1.781442195375295,1.045297310304587,-12.0,1.06829384202661,1.781442195375295,1.045297305801779,12.0,-0.01039009762414611,-6.288403905350345e-05,1.065191130085626e-08,0.01039009762414617,6.28733871422031e-05,0.01045297101128692,8.605180506528198e-09,-6.287338714220259e-05,-8.60518050650787e-09,1.065191130088336e-08,2.046730764668971e-09,0.01045297305801779
1,0.003175100000000665,1.782583197875237,1.782583197875237,1.046387118376314,-12.0,1.069407625906244,1.782583197875237,1.046387113888505,12.0,-0.01040092961183969,-6.295011071568663e-05,1.062358152666078e-08,0.01040092961183962,6.293948713416005e-05,0.01046386909897213,8.583668636470568e-09,-6.293948713415997e-05,-8.58366863648412e-09,1.0623581526654e-08,2.039912885074748e-09,0.01046387113888505
1,0.003175300000000665,1.783721385432994,1.783721385432994,1.047474264515021,-12.0,1.070518689284193,1.783721385432994,1.047474260039176,12.0,-0.01041173514083227,-6.301602196277725e-05,1.059687658391958e-08,0.01041173514083233,6.300542508619332e-05,0.01047474056591679,8.562401617210561e-09,-6.300542508619333e-05,-8.562401617163127e-09,1.05968765838857e-08,2.034475012700134e-09,0.01047474260039176
1,0.003175500000000666,1.784856756251209,1.784856756251209,1.048558746741489,-12.0,1.071627030149906,1.784856756251209,1.048558742280611,12.0,-0.01042251419081058,-6.308177286308613e-05,1.056853802963807e-08,0.01042251419081061,6.307120432505616e-05,0.01048558539513406,8.54086603855166e-09,-6.307120432505649e-05,-8.54086603860587e-09,1.056853802963807e-08,2.02767207065206e-09,0.01048558742280611
1,0.003175700000000666,1.785989308536979,1.785989308536979,1.049640563104691,-12.0,1.07273264649723,1.785989308536979,1.049640558655747,12.0,-0.01043326674304451,-6.314736308991147e-05,1.054182247190707e-08,0.01043326674304457,6.313682126743943e-05,0.01049640356431039,8.519575371839384e-09,-6.313682126743957e-05,-8.519575371832607e-09,1.054182247190707e-08,2.022247016306912e-09,0.01049640558655747
1,0.003175900000000666,1.787119040501856,1.787119040501856,1.050719711636461,-12.0,1.073835536326896,1.787119040501856,1.050719707202452,12.0,-0.0104439927773296,-6.321279271273541e-05,1.051347508499638e-08,0.01044399277732963,6.320227923765087e-05,0.01050719505656565,8.498016206823006e-09,-6.320227923765041e-05,-8.4980162067959e-09,1.05134750849896e-08,2.015458910875623e-09,0.01050719707202452
1,0.003176100000000666,1.788245950361827,1.788245950361827,1.051796190396765,-12.0,1.074935697644001,1.788245950361827,1.051796185974662,12.0,-0.01045469227504509,-6.327806140508543e-05,1.04867488621177e-08,0.01045469227504516,6.326757465622419e-05,0.01051795984969971,8.476702013980684e-09,-6.326757465622331e-05,-8.476702013960355e-09,1.048674886213125e-08,2.010046977348039e-09,0.01051796185974662
