case,time,v(bh),v(bl),v(ep),v(vn),v(en),v(in),v(out),v(vp),i(vp),i(vin),i(vbl),ic(q1),ib(q1),i(ren),i(vn),i(vbh),ic(q2),ib(q2),i(rep),i(rl)
2,0.002881100000000499,-0.8089850532224827,-1.908985053222483,-1.192952112582901,-12.0,-1.167272053433539,-1.358985053222483,-1.167272090018022,12.0,2.472289987188988e-09,7.019615114763091e-05,-7.021525274794518e-05,-2.472289987194851e-09,1.910160031427554e-08,1.66293102520466e-08,0.01160252227674463,-1.910160031426303e-08,-0.01160252227674448,-7.021525274794535e-05,-0.01167273752949046,-0.01167272090018022
2,0.002881300000000499,-0.8071400356337162,-1.907140035633716,-1.191146699178865,-12.0,-1.165505503921049,-1.357140035633716,-1.165505540603321,12.0,2.453929251373687e-09,7.00885698096538e-05,-7.010769749879638e-05,-2.453929251355436e-09,1.91276891425479e-08,1.667375984756606e-08,0.01158496438229639,-1.912768914257208e-08,-0.01158496438229628,-7.010769749879657e-05,-0.01165507207979305,-0.01165505540603321
2,0.002881500000000499,-0.8052928749355941,-1.905292874935594,-1.189339246917662,-12.0,-1.163736959434472,-1.355292874935594,-1.163736996217673,12.0,2.435646637382654e-09,6.998087086535618e-05,-7.000002614871922e-05,-2.435646637395839e-09,1.915528336304053e-08,1.671963668524835e-08,0.0115673866556667,-1.915528336304622e-08,-0.0115673866556667,-7.000002614872066e-05,-0.01163738668181344,-0.01163736996217673
2,0.0028817000000004992,-0.8034435740450245,-1.903443574045025,-1.187529759027198,-12.0,-1.161966423142973,-1.353443574045025,-1.161966460024813,12.0,2.416896494029698e-09,6.98730541364946e-05,-6.989223550564472e-05,-2.416896494032659e-09,1.918136915011177e-08,1.676447263838037e-08,0.01154978912921711,-1.918136915011396e-08,-0.01154978912921717,-6.989223550564584e-05,-0.01161968136472079,-0.01161966460024813
2,0.0028819000000004993,-0.8015921358823115,-1.901592135882312,-1.185718238742426,-12.0,-1.160193898201124,-1.351592135882312,-1.160193935184743,12.0,2.398222322026552e-09,6.976512020913538e-05,-6.978432916721154e-05,-2.398222322012294e-09,1.92089580761547e-08,1.681073573274587e-08,0.01153217183341804,-1.920895807615785e-08,-0.01153217183341801,-6.97843291672123e-05,-0.01160195616258332,-0.01160193935184743
2,0.0028821000000004995,-0.7997385633711338,-1.899738563371134,-1.183904689301526,-12.0,-1.158419387788123,-1.349738563371134,-1.158419424871241,12.0,2.379078455125192e-09,6.965706890657715e-05,-6.967630394775614e-05,-2.379078455105068e-09,1.923504117897896e-08,1.685596268624129e-08,0.01151453480072939,-1.923504117898496e-08,-0.01151453480072942,-6.967630394775702e-05,-0.01158421110467499,-0.01158419424871241
2,0.0028823000000004996,-0.7978828594385301,-1.89788285943853,-1.182089113949715,-12.0,-1.156642895068605,-1.34788285943853,-1.156642932254362,12.0,2.360008377565841e-09,6.954890081467413e-05,-6.956816343985008e-05,-2.360008377540771e-09,1.926262517593888e-08,1.690261678097019e-08,0.01149687806172273,-1.926262517594761e-08,-0.01149687806172278,-6.956816343984905e-05,-0.01156644622516048,-0.01156642932254362
2,0.0028825000000004997,-0.7960250270148996,-1.8960250270149,-1.180271515935447,-12.0,-1.154864423231798,-1.3460250270149,-1.154864460517925,12.0,2.340466407311677e-09,6.944061575813387e-05,-6.945990446409304e-05,-2.34046640731897e-09,1.928870595918821e-08,1.694823957943857e-08,0.01147920164895677,-1.928870595917839e-08,-0.01147920164895671,-6.945990446409323e-05,-0.01154866155341893,-0.01154864460517925
2,0.0028827000000005,-0.7941650690340345,-1.894165069034035,-1.178451898514272,-12.0,-1.153083975452473,-1.344165069034035,-1.153084012842109,12.0,2.320996011211537e-09,6.933221432237042e-05,-6.935153060777001e-05,-2.320996011185464e-09,1.931628539954681e-08,1.69952893172817e-08,0.01146150559310477,-1.931628539959167e-08,-0.01146150559310479,-6.935153060776983e-05,-0.01153085712371039,-0.01153084012842109
2,0.0028829000000005,-0.7923029884330519,-1.892302988433052,-1.176630264944966,-12.0,-1.151301554929932,-1.342302988433052,-1.15130159242082,12.0,2.301051492367509e-09,6.922369633376095e-05,-6.924303869799454e-05,-2.301051492380505e-09,1.934236423360573e-08,1.704131270440324e-08,0.01144378992682493,-1.934236423358957e-08,-0.011443789926825,-6.924303869799362e-05,-0.01151303296552088,-0.0115130159242082
2,0.0028831000000005,-0.7904387881524255,-1.890438788152426,-1.17480661849339,-12.0,-1.149517164849057,-1.340438788152426,-1.149517202444335,12.0,2.28117629988002e-09,6.911506237726478e-05,-6.913443231676333e-05,-2.281176299916465e-09,1.936993949857958e-08,1.708876313182889e-08,0.01142605468089208,-1.936993949855055e-08,-0.011426054680892,-6.913443231676311e-05,-0.01149518911320646,-0.01149517202444336
2,0.0028833000000005,-0.7885724711359878,-1.888572471135988,-1.172980962428691,-12.0,-1.147730808419278,-1.338572471135988,-1.147730846116701,12.0,2.260824720017121e-09,6.90063122806694e-05,-6.902570829743146e-05,-2.260824720011499e-09,1.939601676206625e-08,1.713519205314252e-08,0.01140829988806369,-1.93960167620545e-08,-0.01140829988806375,-6.902570829743154e-05,-0.01147732559635921,-0.01147730846116701
2,0.0028835000000005002,-0.7867040403309131,-1.886704040330913,-1.171153300027117,-12.0,-1.145942488835662,-1.336704040330913,-1.145942526638367,12.0,2.240540185426787e-09,6.889744662880309e-05,-6.891687021704212e-05,-2.240540185435688e-09,1.942358823901867e-08,1.718304811568962e-08,0.01139052557921671,-1.942358823902994e-08,-0.01139052557921678,-6.891687021704266e-05,-0.01145944244943177,-0.01145942526638367
2,0.0028837000000005004,-0.7848334986876984,-1.884833498687698,-1.169323634568188,-12.0,-1.144152209317766,-1.334833498687698,-1.144152247223518,12.0,2.21977696529051e-09,6.878846525102688e-05,-6.880791491534546e-05,-2.219776965324193e-09,1.944966431854812e-08,1.722988721394617e-08,0.01137273178720921,-1.944966431858511e-08,-0.0113727317872092,-6.880791491534449e-05,-0.0114415397021225,-0.01144152247223518
2,0.0028839000000005005,-0.7829608491601892,-1.882960849160189,-1.167491969338559,-12.0,-1.14235997307086,-1.332960849160189,-1.142360011082798,12.0,2.199078474293555e-09,6.86793687317573e-05,-6.869884596415968e-05,-2.199078474327727e-09,1.947723240240579e-08,1.727815395808301e-08,0.01135491854301984,-1.947723240238721e-08,-0.01135491854301976,-6.869884596416014e-05,-0.01142361738898196,-0.01142360011082798
2,0.0028841000000005006,-0.78108609470556,-1.88108609470556,-1.16565830762819,-12.0,-1.140565783324699,-1.33108609470556,-1.140565821440598,12.0,2.177898964737316e-09,6.857015690161142e-05,-6.8589660209303e-05,-2.177898964714396e-09,1.950330769154675e-08,1.732540868346823e-08,0.01133708587960758,-1.950330769158611e-08,-0.01133708587960755,-6.858966020930331e-05,-0.01140567553981458,-0.01140565821440598
2,0.0028843000000005007,-0.7792092382842937,-1.879209238284294,-1.163822652734165,-12.0,-1.138769643294774,-1.329209238284294,-1.138769681517774,12.0,2.156781834099162e-09,6.846083034495442e-05,-6.848036121773985e-05,-2.15678183413257e-09,1.953087278543033e-08,1.737409095380439e-08,0.01131923382805333,-1.953087278542967e-08,-0.01131923382805331,-6.848036121773977e-05,-0.01138771418926871,-0.01138769681517774
2,0.002884500000000501,-0.7773302828602078,-1.877330282860208,-1.161985007956906,-12.0,-1.136971556221058,-1.327330282860208,-1.136971594548944,12.0,2.135181316001186e-09,6.835138889383781e-05,-6.837094584152478e-05,-2.135181316009888e-09,1.9556947686996e-08,1.742176635278657e-08,0.01130136242141655,-1.955694768697208e-08,-0.0113013624214167,-6.837094584152438e-05,-0.01136973336725577,-0.01136971594548944
2,0.002884700000000501,-0.7754492314004349,-1.875449231400435,-1.160145376603993,-12.0,-1.135171525329333,-1.325449231400435,-1.135171563765245,12.0,2.113640790269331e-09,6.824183313234626e-05,-6.82614176425473e-05,-2.113640790285587e-09,1.958451020100077e-08,1.747086929671969e-08,0.01128347169088151,-1.958451020103789e-08,-0.01128347169088153,-6.826141764254667e-05,-0.01135173310852182,-0.01135171563765245
2,0.002884900000000501,-0.7735660868754011,-1.873566086875401,-1.15830376198633,-12.0,-1.133369553869805,-1.323566086875401,-1.133369592411541,12.0,2.091614473088567e-09,6.813216289388693e-05,-6.815177347901154e-05,-2.091614473117008e-09,1.961058512460982e-08,1.751897061762587e-08,0.01126556166960946,-1.961058512461671e-08,-0.0112655616696095,-6.81517734790113e-05,-0.01133371344308596,-0.01133369592411541
2,0.002885100000000501,-0.7716808522588543,-1.871680852258854,-1.156460167422015,-12.0,-1.131565645078572,-1.321680852258854,-1.131565683729272,12.0,2.069645725351001e-09,6.802237876244634e-05,-6.804201690792464e-05,-2.069645725389792e-09,1.963814547831337e-08,1.756849978627108e-08,0.0112476323888866,-1.963814547830127e-08,-0.01124763238888674,-6.804201690792277e-05,-0.01131567440579255,-0.01131565683729272
2,0.0028853000000005013,-0.7697935305278425,-1.869793530527843,-1.154614596232506,-12.0,-1.129759802216145,-1.319793530527843,-1.129759840973616,12.0,2.047188744638217e-09,6.791248057284215e-05,-6.79321447936837e-05,-2.047188744659403e-09,1.966422084156262e-08,1.761703197464018e-08,0.01122968388197676,-1.966422084155118e-08,-0.01122968388197669,-6.793214479368548e-05,-0.01129761602676829,-0.01129759840973616
