case,vin,v(in),v(out),v(vcc),i(vcc),ic(q1),ib(q1),i(vin),i(rl)
1,4.325,4.325,3.637580570901323,8.0,-0.003614339103947151,0.003614339103947074,2.324146698233639e-05,-2.324146698233628e-05,0.003637580570901323
1,4.350000000000001,4.350000000000001,3.66239850476183,8.0,-0.003638992861466073,0.003638992861466099,2.340564332310995e-05,-2.340564332310984e-05,0.00366239850476183
1,4.375,4.375,3.68721761661434,8.0,-0.003663647710736795,0.0036636477107368,2.356990590418519e-05,-2.356990590418519e-05,0.00368721761661434
1,4.4,4.4,3.712037890797564,8.0,-0.003688303636136037,0.003688303636136058,2.373425468745177e-05,-2.373425468745177e-05,0.003712037890797564
1,4.425,4.425,3.736859311959337,8.0,-0.003712960622347827,0.003712960622347872,2.389868963674588e-05,-2.389868963674664e-05,0.003736859311959337
1,4.45,4.45,3.761681865048552,8.0,-0.00373761865435529,0.003737618654355367,2.406321071777879e-05,-2.406321071777868e-05,0.003761681865048552
1,4.475000000000001,4.475000000000001,3.786505535307361,8.0,-0.003762277717433204,0.003762277717433168,2.422781789817165e-05,-2.422781789817186e-05,0.003786505535307361
1,4.5,4.5,3.811330308263601,8.0,-0.003786937797139678,0.003786937797139712,2.439251114723666e-05,-2.43925111472372e-05,0.003811330308263601
1,4.525,4.525,3.836156169723501,8.0,-0.003811598879310152,0.003811598879310161,2.45572904361064e-05,-2.455729043610543e-05,0.003836156169723501
1,4.55,4.55,3.860983105764579,8.0,-0.003836260950049075,0.00383626095004907,2.472215573765966e-05,-2.472215573766021e-05,0.00386098310576458
1,4.575,4.575,3.885811102728797,8.0,-0.003860923995723908,0.003860923995724,2.488710702635872e-05,-2.488710702635861e-05,0.003885811102728798
1,4.600000000000001,4.600000000000001,3.910640147215911,8.0,-0.003885588002958573,0.003885588002958679,2.505214427833019e-05,-2.505214427832997e-05,0.003910640147215911
1,4.625,4.625,3.935470226077031,8.0,-0.003910252958626126,0.003910252958626157,2.521726747127474e-05,-2.521726747127528e-05,0.003935470226077031
1,4.65,4.65,3.960301326408393,8.0,-0.003934918849843982,0.003934918849843965,2.538247658449334e-05,-2.538247658449237e-05,0.003960301326408393
1,4.675,4.675,3.985133435545301,8.0,-0.003959585663966037,0.003959585663966171,2.554777159873001e-05,-2.554777159873012e-05,0.003985133435545301
1,4.7,4.7,4.009966541056281,8.0,-0.003984253388578773,0.003984253388578897,2.571315249626335e-05,-2.571315249626314e-05,0.004009966541056281
1,4.725000000000001,4.725000000000001,4.034800630737384,8.0,-0.004008922011495386,0.004008922011495328,2.587861926077223e-05,-2.587861926077201e-05,0.004034800630737384
1,4.75,4.75,4.059635692606684,8.0,-0.004033591520747448,0.004033591520747539,2.604417187734517e-05,-2.604417187734506e-05,0.004059635692606684
1,4.775,4.775,4.084471714898937,8.0,-0.004058261904584248,0.004058261904584178,2.620981033250695e-05,-2.620981033250695e-05,0.004084471714898937
1,4.800000000000001,4.800000000000001,4.109308686060382,8.0,-0.004082933151463686,0.00408293315146365,2.637553461404491e-05,-2.637553461404436e-05,0.004109308686060382
1,4.825,4.825,4.134146594743723,8.0,-0.004107605250049384,0.004107605250049352,2.654134471109175e-05,-2.654134471109185e-05,0.004134146594743723
1,4.850000000000001,4.850000000000001,4.158985429803242,8.0,-0.004132278189205474,0.004132278189205571,2.670724061410844e-05,-2.670724061410844e-05,0.004158985429803242
1,4.875,4.875,4.183825180290055,8.0,-0.004156951957991484,0.004156951957991465,2.687322231478449e-05,-2.687322231478481e-05,0.004183825180290056
1,4.9,4.9,4.208665835447522,8.0,-0.004181626545657013,0.004181626545657167,2.703928980596186e-05,-2.703928980596175e-05,0.004208665835447521
1,4.925000000000001,4.925000000000001,4.233507384706764,8.0,-0.0042063019416404,0.004206301941640311,2.72054430817476e-05,-2.720544308174727e-05,0.004233507384706764
1,4.95,4.95,4.258349817682336,8.0,-0.004230978135559837,0.004230978135559976,2.737168213747269e-05,-2.737168213747324e-05,0.004258349817682336
1,4.975000000000001,4.975000000000001,4.283193124168015,8.0,-0.004255655117213042,0.004255655117213196,2.753800696955635e-05,-2.753800696955657e-05,0.004283193124168016
1,5.0,5.0,4.308037294132691,8.0,-0.004280332876571591,0.004280332876571678,2.770441757548778e-05,-2.7704417575488e-05,0.004308037294132691
2,0.0,0.0,1.079999984662573e-10,8.0,-8.020799999954904e-12,8.020799999954904e-12,-8.010000000108278e-12,8.010000000108278e-12,1.079999984662573e-14
2,0.025,0.025,4.630077249372481e-10,8.0,-8.013385359116034e-12,8.013385359116032e-12,-7.959891408366282e-12,7.959891408366282e-12,4.630077249372481e-14
2,0.05,0.05,1.249985635762382e-09,8.0,-8.034604496605717e-12,8.034604496605717e-12,-7.909605933029479e-12,7.909605933029477e-12,1.249985635762382e-13
2,0.07500000000000001,0.07500000000000001,2.722255784608857e-09,8.0,-8.131081029997919e-12,8.131081029997917e-12,-7.858855451537032e-12,7.858855451537032e-12,2.722255784608857e-13
2,0.1,0.1,6.184720065002067e-09,8.0,-8.425354530261317e-12,8.425354530261319e-12,-7.80688252376111e-12,7.80688252376111e-12,6.184720065002067e-13
2,0.125,0.125,1.487796260508134e-08,8.0,-9.239492190777226e-12,9.239492190777226e-12,-7.751695930269066e-12,7.751695930269064e-12,1.487796260508134e-12
2,0.15,0.15,3.731911626643489e-08,8.0,-1.14199726274774e-11,1.141997262747739e-11,-7.688061000833393e-12,7.688061000833393e-12,3.731911626643489e-12
2,0.175,0.175,9.589342977411918e-08,8.0,-1.719155946121952e-11,1.719155946121951e-11,-7.602216483798401e-12,7.602216483798401e-12,9.589342977411919e-12
2,0.2,0.2,2.494346094568826e-07,8.0,-3.240144717442124e-11,3.240144717442125e-11,-7.457986228566233e-12,7.457986228566233e-12,2.494346094568826e-11
2,0.225,0.225,6.525675596259803e-07,8.0,-7.241702724530043e-11,7.241702724530034e-11,-7.160271279674663e-12,7.160271279674663e-12,6.525675596259804e-11
2,0.25,0.25,1.711645475990653e-06,8.0,-1.776236422212227e-10,1.776236422212227e-10,-6.459094567198618e-12,6.45909456719862e-12,1.711645475990653e-10
2,0.275,0.275,4.494374504799603e-06,8.0,-4.541349331240376e-10,4.541349331240377e-10,-4.697481646852086e-12,4.697481646852092e-12,4.494374504799603e-10
2,0.3,0.3,1.180489473857313e-05,8.0,-1.180639099348206e-09,1.180639099348209e-09,-1.496074140056221e-13,1.496074140056092e-13,1.180489473857313e-09
2,0.325,0.325,3.099887631639311e-05,8.0,-3.088175289097117e-09,3.088175289097121e-09,1.171266939023909e-11,-1.171266939023909e-11,3.099887631639311e-09
2,0.35,0.35,8.131020236685311e-05,8.0,-8.08829362534095e-09,8.08829362534094e-09,4.273248168922203e-11,-4.273248168922203e-11,8.131020236685311e-09
2,0.375,0.375,0.0002126171904318934,8.0,-2.113819291358639e-08,2.113819291358645e-08,1.236297426343647e-10,-1.236297426343649e-10,2.126171904318934e-08
2,0.4,0.4,0.000551538881979982,8.0,-5.482148373729865e-08,5.482148373729856e-08,3.324044607118963e-10,-3.324044607118963e-10,5.51538881979982e-08
2,0.425,0.425,0.001402665324202496,8.0,-1.394097868434932e-07,1.39409786843493e-07,8.567455836913027e-10,-8.567455836913011e-10,1.402665324202496e-07
2,0.45,0.45,0.003411144508274552,8.0,-3.390201402678397e-07,3.3902014026784e-07,2.094312713218258e-09,-2.094312713218258e-09,3.411144508274552e-07
2,0.475,0.475,0.007619258496594478,8.0,-7.572382195301748e-07,7.572382195301759e-07,4.687844719127675e-09,-4.687844719127689e-09,7.619258496594478e-07
2,0.5,0.5,0.01503416115397896,8.0,-1.494161150510812e-06,1.494161150510813e-06,9.2590439875692e-09,-9.259043987569174e-09,1.503416115397896e-06
2,0.525,0.525,0.02592982913106992,8.0,-2.577018594460071e-06,2.57701859446007e-06,1.597819573220379e-08,-1.597819573220379e-08,2.592982913106992e-06
2,0.55,0.55,0.03982514175488461,8.0,-3.957977343619083e-06,3.957977343619063e-06,2.455002162112112e-08,-2.455002162112123e-08,3.982514175488461e-06
2,0.5750000000000001,0.5750000000000001,0.05600214230093992,8.0,-5.565687444372184e-06,5.565687444372189e-06,3.453302658490801e-08,-3.453302658490791e-08,5.600214230093992e-06
2,0.6000000000000001,0.6000000000000001,0.0738431735912688,8.0,-7.338772373634929e-06,7.338772373634954e-06,4.554721269868029e-08,-4.554721269868019e-08,7.38431735912688e-06
2,0.625,0.625,0.0928993207458026,8.0,-9.232616527286874e-06,9.232616527286818e-06,5.731629265937882e-08,-5.731629265937903e-08,9.28993207458026e-06
2,0.65,0.65,0.1128593487028309,8.0,-1.121628643655892e-05,1.121628643655885e-05,6.964869066849868e-08,-6.964869066849868e-08,1.128593487028309e-05
2,0.675,0.675,0.1335076301213835,8.0,-1.326835142607957e-05,1.326835142607962e-05,8.241168047538016e-08,-8.241168047538058e-08,1.335076301213835e-05
2,0.7000000000000001,0.7000000000000001,0.1546922732353126,8.0,-1.537371559014422e-05,1.537371559014421e-05,9.551177068778048e-08,-9.551177068778048e-08,1.546922732353127e-05
2,0.7250000000000001,0.7250000000000001,0.1763038890588953,8.0,-1.752150728705269e-05,1.752150728705276e-05,1.088816346513569e-07,-1.088816346513569e-07,1.763038890588953e-05
2,0.75,0.75,0.1982618792617865,8.0,-1.970371626401548e-05,1.970371626401549e-05,1.224716693187835e-07,-1.224716693187835e-07,1.982618792617865e-05
2,0.775,0.775,0.2205055594423764,8.0,-2.191431141703858e-05,2.191431141703851e-05,1.362445306319243e-07,-1.362445306319247e-07,2.205055594423764e-05
2,0.8,0.8,0.2429883245495721,8.0,-2.414866091506366e-05,2.414866091506371e-05,1.501715416283988e-07,-1.501715416283975e-07,2.429883245495721e-05
2,0.8250000000000001,0.8250000000000001,0.2656737370474151,8.0,-2.640314342144652e-05,2.640314342144638e-05,1.642302842134788e-07,-1.642302842134796e-07,2.656737370474152e-05
2,0.8500000000000001,0.8500000000000001,0.2885328487016759,8.0,-2.867488192029072e-05,2.867488192029073e-05,1.784029503834617e-07,-1.784029503834609e-07,2.885328487016759e-05
2,0.875,0.875,0.311542328996652,8.0,-3.09615577099155e-05,3.09615577099153e-05,1.926751900397664e-07,-1.926751900397672e-07,3.11542328996652e-05
2,0.9,0.9,0.3346831316403982,8.0,-3.326127787413899e-05,3.326127787413897e-05,2.070352900721111e-07,-2.070352900721102e-07,3.346831316403982e-05
2,0.925,0.925,0.3579392865628016,8.0,-3.557247913780776e-05,3.55724791378078e-05,2.214735788281763e-07,-2.214735788281763e-07,3.579392865628016e-05
2,0.9500000000000001,0.9500000000000001,0.3812981976918119,8.0,-3.789385694789415e-05,3.78938569478943e-05,2.359819868407281e-07,-2.359819868407264e-07,3.812981976918119e-05
2,0.9750000000000001,0.9750000000000001,0.4047485085666837,8.0,-4.022431235376454e-05,4.022431235376439e-05,2.505537178133857e-07,-2.505537178133857e-07,4.047485085666836e-05
2,1.0,1.0,0.4282808237195336,8.0,-4.256291165845717e-05,4.25629116584571e-05,2.651829987143901e-07,-2.651829987143892e-07,4.282808237195336e-05
2,1.025,1.025,0.4518871023673818,8.0,-4.490885537112156e-05,4.490885537112162e-05,2.798648874844637e-07,-2.798648874844629e-07,4.518871023673818e-05
2,1.05,1.05,0.4755604090399763,8.0,-4.726145403195726e-05,4.726145403195735e-05,2.945951233143677e-07,-2.945951233143668e-07,4.755604090399763e-05
2,1.075,1.075,0.4992947233892916,8.0,-4.962010918148786e-05,4.962010918148832e-05,3.093700087873455e-07,-3.093700087873438e-07,4.992947233892916e-05
2,1.1,1.1,0.5230847881035914,8.0,-5.198429822766363e-05,5.198429822766355e-05,3.241863161634555e-07,-3.241863161634546e-07,5.230847881035914e-05
2,1.125,1.125,0.5469259867926948,8.0,-5.435356229972202e-05,5.435356229972229e-05,3.390412121634694e-07,-3.390412121634677e-07,5.469259867926948e-05
2,1.15,1.15,0.5708142451131943,8.0,-5.672749641473561e-05,5.672749641473536e-05,3.539321970772612e-07,-3.539321970772629e-07,5.708142451131944e-05
2,1.175,1.175,0.5947459500662892,8.0,-5.910574145237242e-05,5.910574145237232e-05,3.688570550702162e-07,-3.688570550702145e-07,5.947459500662892e-05
2,1.2,1.2,0.6187178836360124,8.0,-6.148797755630049e-05,6.148797755630046e-05,3.838138133271975e-07,-3.838138133271991e-07,6.187178836360125e-05
2,1.225,1.225,0.6427271678394091,8.0,-6.387391867072054e-05,6.387391867072015e-05,3.988007082231042e-07,-3.988007082231025e-07,6.427271678394091e-05
2,1.25,1.25,0.6667712189299633,8.0,-6.626330798725332e-05,6.626330798725298e-05,4.138161571339881e-07,-4.138161571339898e-07,6.667712189299633e-05
2,1.275,1.275,0.6908477089969504,8.0,-6.865591412731588e-05,6.865591412731625e-05,4.28858734803098e-07,-4.28858734803098e-07,6.908477089969504e-05
2,1.3,1.3,0.714954533582261,8.0,-7.105152792287548e-05,7.105152792287555e-05,4.439271534096148e-07,-4.439271534096148e-07,7.14954533582261e-05
2,1.325,1.325,0.7390897842251128,8.0,-7.344995968716498e-05,7.344995968716492e-05,4.590202456741728e-07,-4.590202456741728e-07,7.390897842251129e-05
2,1.35,1.35,0.7632517250671284,8.0,-7.585103688911984e-05,7.58510368891197e-05,4.74136950461377e-07,-4.74136950461377e-07,7.632517250671284e-05
2,1.375,1.375,0.7874387728223539,8.0,-7.825460216234325e-05,7.825460216234292e-05,4.892763004577516e-07,-4.892763004577549e-07,7.874387728223538e-05
2,1.4,1.4,0.811649479551143,8.0,-8.066051159282082e-05,8.066051159282129e-05,5.044374115722394e-07,-5.044374115722411e-07,8.11649479551143e-05
2,1.425,1.425,0.8358825177824436,8.0,-8.306863324010309e-05,8.306863324010298e-05,5.196194737831979e-07,-5.196194737831996e-07,8.358825177824436e-05
2,1.45,1.45,0.8601366676126456,8.0,-8.547884585495547e-05,8.547884585495547e-05,5.348217432018845e-07,-5.348217432018845e-07,8.601366676126457e-05
2,1.475,1.475,0.8844108054757289,8.0,-8.789103776317333e-05,8.789103776317303e-05,5.500435351639804e-07,-5.500435351639787e-07,8.84410805475729e-05
2,1.5,1.5,0.9087038943328157,8.0,-9.030510589046106e-05,9.030510589046157e-05,5.652842181964503e-07,-5.652842181964486e-07,9.087038943328158e-05
2,1.525,1.525,0.9330149750722362,8.0,-9.272095490766435e-05,9.272095490766452e-05,5.805432087274224e-07,-5.805432087274139e-07,9.330149750722362e-05
2,1.55,1.55,0.9573431589460696,8.0,-9.51384964790105e-05,9.513849647900989e-05,5.95819966434124e-07,-5.95819966434124e-07,9.573431589460696e-05
2,1.575,1.575,0.9816876208975027,8.0,-9.755764859890013e-05,9.755764859890004e-05,6.111139901393607e-07,-6.111139901393607e-07,9.816876208975027e-05
2,1.6,1.6,1.006047593656584,8.0,-9.997833500508067e-05,9.997833500508057e-05,6.264248141805561e-07,-6.264248141805545e-07,0.0001006047593656584
2,1.625,1.625,1.030422362501065,8.0,-0.0001024004846579161,0.0001024004846579166,6.417520051898521e-07,-6.417520051898453e-07,0.0001030422362501065
2,1.65,1.65,1.054811260594792,8.0,-0.0001048240312770763,0.0001048240312770779,6.570951592216558e-07,-6.570951592216524e-07,0.0001054811260594792
2,1.675,1.675,1.079213664829245,8.0,-0.000107248912928213,0.0001072489129282141,6.724538992070772e-07,-6.724538992070755e-07,0.0001079213664829245
2,1.7,1.7,1.103628992104678,8.0,-0.0001096750716533647,0.0001096750716533667,6.878278726537043e-07,-6.87827872653706e-07,0.0001103628992104678
2,1.725,1.725,1.128056695996497,8.0,-0.0001121024531396137,0.0001121024531396139,7.032167496064866e-07,-7.032167496064866e-07,0.0001128056695996497
2,1.75,1.75,1.152496263760151,8.0,-0.0001145310064214105,0.0001145310064214107,7.186202208024971e-07,-7.186202208024937e-07,0.0001152496263760151
2,1.775,1.775,1.176947213634254,8.0,-0.0001169606836125374,0.0001169606836125373,7.340379960139246e-07,-7.340379960139246e-07,0.0001176947213634255
2,1.8,1.8,1.201409092407147,8.0,-0.0001193914396642546,0.000119391439664255,7.494698025496284e-07,-7.494698025496284e-07,0.0001201409092407147
2,1.825,1.825,1.225881473216727,8.0,-0.0001218232321466232,0.0001218232321466244,7.649153839073507e-07,-7.649153839073473e-07,0.0001225881473216727
2,1.85,1.85,1.250363953557307,8.0,-0.000124256021050418,0.0001242560210504187,7.803744985454721e-07,-7.803744985454721e-07,0.0001250363953557307
2,1.875,1.875,1.274856153470646,8.0,-0.0001266897686073281,0.0001266897686073292,7.958469187703284e-07,-7.958469187703318e-07,0.0001274856153470646
2,1.9,1.9,1.29935771390117,8.0,-0.0001291244391264986,0.0001291244391264996,8.113324297304507e-07,-8.113324297304541e-07,0.000129935771390117
2,1.925,1.925,1.323868295197892,8.0,-0.0001315599988456293,0.0001315599988456308,8.268308284897857e-07,-8.268308284897891e-07,0.0001323868295197892
2,1.95,1.95,1.348387575747635,8.0,-0.0001339964157951439,0.0001339964157951444,8.423419231903225e-07,-8.423419231903394e-07,0.0001348387575747635
2,1.975,1.975,1.372915250726054,8.0,-0.0001364336596740481,0.0001364336596740491,8.578655322881197e-07,-8.578655322881434e-07,0.0001372915250726054
2,2.0,2.0,1.397451030954507,8.0,-0.0001388717017363223,0.0001388717017363229,8.734014838420756e-07,-8.734014838420926e-07,0.0001397451030954508
2,2.025,2.025,1.421994641852228,8.0,-0.0001413105146867797,0.0001413105146867818,8.88949614883058e-07,-8.889496148830613e-07,0.0001421994641852229
2,2.05,2.05,1.446545822474452,8.0,-0.0001437500725854791,0.000143750072585482,9.045097708088411e-07,-9.045097708088615e-07,0.0001446545822474452
2,2.075,2.075,1.471104324628196,8.0,-0.0001461903507598179,0.0001461903507598204,9.200818048520816e-07,-9.200818048520884e-07,0.0001471104324628196
2,2.1,2.1,1.495669912058312,8.0,-0.00014863132572367,0.0001486313257236693,9.356655775726944e-07,-9.356655775727012e-07,0.0001495669912058312
2,2.125,2.125,1.520242359697244,8.0,-0.0001510729751027923,0.0001510729751027924,9.512609564027184e-07,-9.512609564027251e-07,0.0001520242359697244
2,2.15,2.15,1.544821452972596,8.0,-0.0001535152775660256,0.0001535152775660259,9.66867815217379e-07,-9.668678152173824e-07,0.0001544821452972596
2,2.175,2.175,1.569406987167286,8.0,-0.0001559582127616914,0.0001559582127616944,9.824860339433456e-07,-9.824860339433558e-07,0.0001569406987167286
2,2.2,2.2,1.593998766827558,8.0,-0.0001584017612587703,0.0001584017612587715,9.981154981955205e-07,-9.981154981955273e-07,0.0001593998766827558
2,2.225,2.225,1.618596605214649,8.0,-0.0001608459044923818,0.0001608459044923821,1.013756098937771e-06,-1.013756098937771e-06,0.0001618596605214649
2,2.25,2.25,1.643200323796301,8.0,-0.0001632906247132672,0.0001632906247132694,1.029407732174632e-06,-1.029407732174649e-06,0.0001643200323796301
2,2.275,2.275,1.667809751774708,8.0,-0.0001657359049408742,0.000165735904940874,1.045070298660394e-06,-1.045070298660408e-06,0.0001667809751774708
2,2.3,2.3,1.692424725647821,8.0,-0.0001681817289197265,0.000168181728919728,1.060743703624942e-06,-1.060743703624949e-06,0.0001692424725647821
2,2.325,2.325,1.717045088801223,8.0,-0.0001706280810789117,0.0001706280810789133,1.076427856530229e-06,-1.076427856530236e-06,0.0001717045088801223
2,2.35,2.35,1.741670691128064,8.0,-0.0001730749464942619,0.0001730749464942645,1.092122670832831e-06,-1.092122670832838e-06,0.0001741670691128064
2,2.375,2.375,1.766301388674777,8.0,-0.0001755223108531809,0.0001755223108531821,1.107828063766215e-06,-1.107828063766226e-06,0.0001766301388674777
2,2.4,2.4,1.790937043310504,8.0,-0.0001779701604217414,0.0001779701604217423,1.123543956141319e-06,-1.123543956141329e-06,0.0001790937043310504
2,2.425,2.425,1.815577522418371,8.0,-0.0001804184820140553,0.0001804184820140541,1.139270272151922e-06,-1.139270272151926e-06,0.0001815577522418371
2,2.45,2.45,1.840222698606892,8.0,-0.00018286726296355,0.0001828672629635536,1.15500693920147e-06,-1.155006939201477e-06,0.0001840222698606892
2,2.475,2.475,1.864872449439957,8.0,-0.0001853164910961651,0.0001853164910961667,1.170753887735856e-06,-1.170753887735866e-06,0.0001864872449439957
2,2.5,2.5,1.889526657183995,8.0,-0.000187766154705199,0.0001877661547051994,1.186511051087667e-06,-1.186511051087691e-06,0.0001889526657183995
2,2.525,2.525,1.914185208571006,8.0,-0.0001902162425277548,0.0001902162425277588,1.202278365332497e-06,-1.2022783653325e-06,0.0001914185208571007
2,2.55,2.55,1.938847994576304,8.0,-0.0001926667437226852,0.0001926667437226899,1.218055769151745e-06,-1.218055769151749e-06,0.0001938847994576304
2,2.575,2.575,1.963514910209871,8.0,-0.000195117647849824,0.0001951176478498267,1.233843203703942e-06,-1.233843203703956e-06,0.0001963514910209871
2,2.6,2.6,1.988185854320348,8.0,-0.0001975689448505021,0.0001975689448505058,1.249640612503143e-06,-1.249640612503136e-06,0.0001988185854320348
2,2.625,2.625,2.012860729410765,8.0,-0.0002000206250292597,0.0002000206250292621,1.26544794131106e-06,-1.265447941311074e-06,0.0002012860729410765
2,2.65,2.65,2.03753944146515,8.0,-0.0002024726790365895,0.0002024726790365901,1.281265138024065e-06,-1.281265138024088e-06,0.000203753944146515
2,2.675,2.675,2.062221899785289,8.0,-0.0002049250978527484,0.0002049250978527512,1.297092152576647e-06,-1.297092152576678e-06,0.000206222189978529
2,2.7,2.7,2.08690801683692,8.0,-0.0002073778727724046,0.0002073778727724063,1.312928936848518e-06,-1.312928936848535e-06,0.000208690801683692
2,2.725,2.725,2.111597708104705,8.0,-0.0002098309953902956,0.000209830995390295,1.328775444572254e-06,-1.328775444572254e-06,0.0002111597708104705
2,2.75,2.75,2.136290891955404,8.0,-0.0002122844575875825,0.0002122844575875869,1.344631631251628e-06,-1.344631631251662e-06,0.0002136290891955404
2,2.775,2.775,2.160987489508698,8.0,-0.0002147382515190512,0.0002147382515190482,1.360497454080506e-06,-1.360497454080533e-06,0.0002160987489508698
2,2.8,2.8,2.185687424515148,8.0,-0.0002171923696009277,0.0002171923696009292,1.376372871869335e-06,-1.376372871869348e-06,0.0002185687424515148
2,2.825,2.825,2.210390623240823,8.0,-0.0002196468044994536,0.000219646804499459,1.392257844973918e-06,-1.392257844973931e-06,0.0002210390623240823
2,2.85,2.85,2.235097014358175,8.0,-0.0002221015491200573,0.0002221015491200597,1.408152335229735e-06,-1.408152335229742e-06,0.0002235097014358175
2,2.875,2.875,2.259806528842753,8.0,-0.0002245565965970329,0.0002245565965970317,1.424056305887306e-06,-1.42405630588734e-06,0.0002259806528842753
2,2.9,2.9,2.284519099875383,8.0,-0.000227011940283843,0.0002270119402838412,1.439969721551198e-06,-1.439969721551211e-06,0.0002284519099875383
2,2.925,2.925,2.30923466274948,8.0,-0.0002294675737439383,0.0002294675737439385,1.455892548122947e-06,-1.455892548122981e-06,0.000230923466274948
2,2.95,2.95,2.333953154783166,8.0,-0.0002319234907419629,0.0002319234907419626,1.471824752756331e-06,-1.471824752756338e-06,0.0002333953154783166
2,2.975,2.975,2.358674515235898,8.0,-0.0002343796852355313,0.0002343796852355346,1.487766303787875e-06,-1.487766303787889e-06,0.0002358674515235898
2,3.0,3.0,2.383398685229339,8.0,-0.0002368361513673152,0.0002368361513673204,1.503717170707798e-06,-1.503717170707805e-06,0.0002383398685229339
2,3.025,3.025,2.408125607672211,8.0,-0.0002392928834576077,0.0002392928834576098,1.519677324100205e-06,-1.519677324100219e-06,0.0002408125607672211
2,3.05,3.05,2.432855227188883,8.0,-0.0002417498759972013,0.000241749875997201,1.535646735606317e-06,-1.535646735606331e-06,0.0002432855227188883
2,3.075,3.075,2.457587490051499,8.0,-0.0002442071236406392,0.0002442071236406414,1.551625377877738e-06,-1.551625377877738e-06,0.0002457587490051499
2,3.1,3.1,2.482322344115408,8.0,-0.0002466646211998422,0.0002466646211998412,1.567613224546555e-06,-1.567613224546588e-06,0.0002482322344115408
2,3.125,3.125,2.50705973875773,8.0,-0.0002491223636379471,0.0002491223636379491,1.583610250175352e-06,-1.583610250175332e-06,0.000250705973875773
2,3.15,3.15,2.531799624818858,8.0,-0.0002515803460635332,0.0002515803460635338,1.599616430228025e-06,-1.599616430228012e-06,0.0002531799624818858
2,3.175,3.175,2.556541954546748,8.0,-0.0002540385637250682,0.0002540385637250682,1.6156317410352e-06,-1.615631741035193e-06,0.0002556541954546749
2,3.2,3.2,2.581286681543821,8.0,-0.0002564970120056201,0.0002564970120056157,1.63165615976402e-06,-1.631656159764013e-06,0.0002581286681543821
2,3.225,3.225,2.606033760716345,8.0,-0.0002589556864178374,0.0002589556864178397,1.647689664379892e-06,-1.647689664379878e-06,0.0002606033760716345
2,3.25,3.25,2.630783148226155,8.0,-0.0002614145825991995,0.0002614145825991965,1.663732233623847e-06,-1.66373223362386e-06,0.0002630783148226155
2,3.275,3.275,2.655534801444582,8.0,-0.0002638736963073082,0.0002638736963073078,1.679783846982827e-06,-1.679783846982827e-06,0.0002655534801444582
2,3.3,3.3,2.68028867890847,8.0,-0.0002663330234156658,0.0002663330234156667,1.695844484656428e-06,-1.695844484656428e-06,0.000268028867890847
2,3.325,3.325,2.705044740278175,8.0,-0.0002687925599094074,0.0002687925599094083,1.711914127544064e-06,-1.711914127544057e-06,0.0002705044740278175
2,3.35,3.35,2.729802946297431,8.0,-0.000271252301881339,0.0002712523018813405,1.727992757206742e-06,-1.727992757206742e-06,0.0002729802946297431
2,3.375,3.375,2.754563258754991,8.0,-0.0002737122455281418,0.0002737122455281432,1.744080355855693e-06,-1.744080355855679e-06,0.0002754563258754991
2,3.4,3.4,2.779325640447947,8.0,-0.000276172387146674,0.0002761723871466767,1.760176906315806e-06,-1.760176906315806e-06,0.0002779325640447947
2,3.425,3.425,2.804090055146639,8.0,-0.0002786327231305563,0.0002786327231305633,1.776282392017686e-06,-1.776282392017693e-06,0.0002804090055146639
2,3.45,3.45,2.828856467561085,8.0,-0.0002810932499667795,0.0002810932499667773,1.792396796972266e-06,-1.792396796972259e-06,0.0002828856467561085
2,3.475,3.475,2.853624843308832,8.0,-0.0002835539642325122,0.0002835539642325159,1.808520105746076e-06,-1.808520105746049e-06,0.0002853624843308832
2,3.5,3.5,2.878395148884169,8.0,-0.0002860148625920961,0.0002860148625920992,1.824652303449687e-06,-1.824652303449633e-06,0.0002878395148884169
2,3.525,3.525,2.903167351628645,8.0,-0.0002884759417940419,0.0002884759417940443,1.840793375717149e-06,-1.840793375717143e-06,0.0002903167351628645
2,3.55,3.55,2.92794141970279,8.0,-0.0002909371986682535,0.0002909371986682556,1.856943308686572e-06,-1.856943308686538e-06,0.000292794141970279
2,3.575,3.575,2.952717322059032,8.0,-0.0002933986301233635,0.0002933986301233651,1.873102088984741e-06,-1.873102088984727e-06,0.0002952717322059032
2,3.6,3.6,2.977495028415698,8.0,-0.0002958602331440963,0.0002958602331440966,1.889269703715106e-06,-1.889269703715072e-06,0.0002977495028415697
2,3.625,3.625,3.002274509232087,8.0,-0.0002983220047888049,0.0002983220047888064,1.905446140436853e-06,-1.905446140436785e-06,0.0003002274509232087
2,3.65,3.65,3.027055735684539,8.0,-0.0003007839421871328,0.0003007839421871409,1.921631387152052e-06,-1.921631387151977e-06,0.000302705573568454
2,3.675,3.675,3.051838679643467,8.0,-0.0003032460425377095,0.0003032460425377107,1.937825432293268e-06,-1.937825432293241e-06,0.0003051838679643468
2,3.7,3.7,3.076623313651295,8.0,-0.0003057083031058894,0.0003057083031058974,1.954028264705438e-06,-1.954028264705384e-06,0.0003076623313651295
2,3.725,3.725,3.10140961090126,8.0,-0.0003081707212217802,0.0003081707212217822,1.970239873642437e-06,-1.970239873642389e-06,0.000310140961090126
2,3.75,3.75,3.126197545217055,8.0,-0.0003106332942780995,0.0003106332942781003,1.986460248743161e-06,-1.986460248743079e-06,0.0003126197545217056
