case,vin,v(in),v(out),v(vcc),i(vcc),ic(q1),ib(q1),i(vin),i(rl)
2,3.775,3.775,3.150987091033255,8.0,-0.0003130960197282803,0.0003130960197282787,2.002689380028627e-06,-2.00268938002862e-06,0.0003150987091033256
2,3.8,3.8,3.175778223376482,8.0,-0.0003155588950845903,0.0003155588950845927,2.018927257883181e-06,-2.018927257883114e-06,0.0003175778223376482
2,3.825,3.825,3.200570917847308,8.0,-0.0003180219179163626,0.0003180219179163578,2.035173873048029e-06,-2.035173873048016e-06,0.0003200570917847309
2,3.85,3.85,3.22536515060284,8.0,-0.0003204850858482128,0.0003204850858482152,2.05142921661275e-06,-2.051429216612703e-06,0.000322536515060284
2,3.875,3.875,3.250160898339946,8.0,-0.0003229483965584007,0.0003229483965584033,2.067693279997957e-06,-2.067693279997937e-06,0.0003250160898339946
2,3.9,3.9,3.274958138279123,8.0,-0.000325411847777235,0.0003254118477772349,2.083966054950655e-06,-2.083966054950608e-06,0.0003274958138279123
2,3.925,3.925,3.29975684814895,8.0,-0.0003278754372855047,0.0003278754372855023,2.10024753353309e-06,-2.100247533533056e-06,0.000329975684814895
2,3.95,3.95,3.324557006171125,8.0,-0.0003303391629130223,0.00033033916291302,2.116537708115058e-06,-2.116537708114991e-06,0.0003324557006171126
2,3.975,3.975,3.349358591046041,8.0,-0.0003328030225371453,0.0003328030225371419,2.132836571362889e-06,-2.132836571362869e-06,0.0003349358591046041
2,4.0,4.0,3.374161581938877,8.0,-0.0003352670140814515,0.0003352670140814546,2.149144116229715e-06,-2.149144116229647e-06,0.0003374161581938877
2,4.025,4.025,3.398965958466207,8.0,-0.0003377311355143436,0.000337731135514343,2.165460335953788e-06,-2.165460335953754e-06,0.0003398965958466207
2,4.05,4.05,3.423771700683074,8.0,-0.0003401953848478356,0.0003401953848478337,2.181785224045906e-06,-2.181785224045912e-06,0.0003423771700683074
2,4.075,4.075,3.448578789070528,8.0,-0.0003426597601362477,0.000342659760136258,2.198118774274848e-06,-2.198118774274834e-06,0.0003448578789070528
2,4.100000000000001,4.100000000000001,3.473387204523601,8.0,-0.0003451242594750617,0.0003451242594750558,2.214460980679311e-06,-2.21446098067925e-06,0.0003473387204523601
2,4.125,4.125,3.498196928339705,8.0,-0.0003475888809997066,0.0003475888809997134,2.230811837540543e-06,-2.230811837540482e-06,0.0003498196928339705
2,4.15,4.15,3.523007942207427,8.0,-0.0003500536228845455,0.000350053622884548,2.247171339384725e-06,-2.247171339384664e-06,0.0003523007942207427
2,4.175,4.175,3.547820228195721,8.0,-0.0003525184833416961,0.0003525184833417032,2.263539480976183e-06,-2.263539480976129e-06,0.0003547820228195721
2,4.2,4.2,3.57263376874346,8.0,-0.0003549834606200453,0.0003549834606200434,2.27991625731165e-06,-2.27991625731161e-06,0.000357263376874346
2,4.225000000000001,4.225000000000001,3.597448546649352,8.0,-0.0003574485530042498,0.0003574485530042549,2.296301663613854e-06,-2.296301663613841e-06,0.0003597448546649352
2,4.25,4.25,3.622264545062185,8.0,-0.0003599137588137444,0.0003599137588137499,2.312695695323311e-06,-2.312695695323263e-06,0.0003622264545062185
2,4.275,4.275,3.647081747471423,8.0,-0.0003623790764018253,0.0003623790764018253,2.32909834808951e-06,-2.329098348089463e-06,0.0003647081747471423
2,4.3,4.3,3.67190013769808,8.0,-0.0003648445041547349,0.0003648445041547413,2.345509617773977e-06,-2.34550961777393e-06,0.000367190013769808
2,4.325,4.325,3.696719699885934,8.0,-0.00036731004049078,0.000367310040490784,2.361929500440483e-06,-2.36192950044047e-06,0.0003696719699885934
2,4.350000000000001,4.350000000000001,3.721540418493005,8.0,-0.0003697756838595134,0.0003697756838595109,2.378357992348293e-06,-2.378357992348259e-06,0.0003721540418493005
2,4.375,4.375,3.746362278283318,8.0,-0.0003722414327408941,0.0003722414327408905,2.394795089951009e-06,-2.394795089950981e-06,0.0003746362278283319
2,4.4,4.4,3.771185264318945,8.0,-0.0003747072856444406,0.0003747072856444441,2.411240789884411e-06,-2.411240789884357e-06,0.0003771185264318945
2,4.425,4.425,3.796009361952279,8.0,-0.0003771732411086137,0.0003771732411086273,2.427695088970521e-06,-2.427695088970481e-06,0.0003796009361952279
2,4.45,4.45,3.820834556818588,8.0,-0.0003796392976999768,0.0003796392976999597,2.444157984215092e-06,-2.444157984215058e-06,0.0003820834556818589
2,4.475000000000001,4.475000000000001,3.845660834828782,8.0,-0.0003821054540123631,0.00038210545401235,2.460629472779484e-06,-2.46062947277943e-06,0.0003845660834828782
2,4.5,4.5,3.870488182162409,8.0,-0.0003845717086664174,0.0003845717086664128,2.477109552015033e-06,-2.477109552014945e-06,0.0003870488182162409
2,4.525,4.525,3.895316585260897,8.0,-0.0003870380603088197,0.000387038060308812,2.493598219426061e-06,-2.493598219425986e-06,0.0003895316585260897
2,4.55,4.55,3.920146030820975,8.0,-0.0003895045076114934,0.000389504507611507,2.510095472680056e-06,-2.510095472680002e-06,0.0003920146030820975
2,4.575,4.575,3.944976505788321,8.0,-0.0003919710492712447,0.0003919710492712521,2.526601309606568e-06,-2.526601309606527e-06,0.0003944976505788322
2,4.600000000000001,4.600000000000001,3.969807997351397,8.0,-0.0003944376840089303,0.0003944376840089447,2.543115728178897e-06,-2.543115728178863e-06,0.0003969807997351397
2,4.625,4.625,3.994640492935469,8.0,-0.0003969044105689712,0.0003969044105689679,2.559638726526423e-06,-2.559638726526382e-06,0.0003994640492935469
2,4.65,4.65,4.01947398019683,8.0,-0.0003993712277186451,0.0003993712277186457,2.576170302929816e-06,-2.576170302929809e-06,0.000401947398019683
2,4.675,4.675,4.04430844701717,8.0,-0.0004018381342477534,0.0004018381342477499,2.592710455800261e-06,-2.592710455800247e-06,0.000404430844701717
2,4.7,4.7,4.069143881498134,8.0,-0.0004043051289679134,0.0004043051289679138,2.609259183699976e-06,-2.609259183699935e-06,0.0004069143881498135
2,4.725000000000001,4.725000000000001,4.093980271956046,8.0,-0.0004067722107120447,0.0004067722107120295,2.625816485319943e-06,-2.625816485319916e-06,0.0004093980271956047
2,4.75,4.75,4.118817606916769,8.0,-0.0004092393783339116,0.0004092393783339071,2.64238235948589e-06,-2.642382359485836e-06,0.0004118817606916769
2,4.775,4.775,4.143655875110748,8.0,-0.0004117066307075951,0.0004117066307075796,2.658956805158988e-06,-2.658956805158975e-06,0.0004143655875110748
2,4.800000000000001,4.800000000000001,4.168495065468171,8.0,-0.0004141739667270355,0.000414173966727034,2.675539821419089e-06,-2.675539821419062e-06,0.0004168495065468171
2,4.825,4.825,4.193335167114281,8.0,-0.0004166413853055606,0.0004166413853055414,2.692131407477897e-06,-2.692131407477883e-06,0.0004193335167114281
2,4.850000000000001,4.850000000000001,4.218176169364842,8.0,-0.0004191088853753994,0.0004191088853753862,2.708731562663477e-06,-2.708731562663558e-06,0.0004218176169364842
2,4.875,4.875,4.243018061721704,8.0,-0.0004215764658872662,0.0004215764658872662,2.725340286424213e-06,-2.725340286424227e-06,0.0004243018061721704
2,4.9,4.9,4.267860833868527,8.0,-0.0004240441258099997,0.0004240441258100067,2.74195757833121e-06,-2.741957578331197e-06,0.0004267860833868527
2,4.925000000000001,4.925000000000001,4.2927044756666,8.0,-0.0004265118641300497,0.0004265118641300571,2.758583438053556e-06,-2.758583438053569e-06,0.00042927044756666
2,4.95,4.95,4.317548977150799,8.0,-0.0004289796798511297,0.0004289796798511044,2.775217865389249e-06,-2.775217865389357e-06,0.0004317548977150799
2,4.975000000000001,4.975000000000001,4.342394328525653,8.0,-0.0004314475719937316,0.0004314475719937279,2.79186086023441e-06,-2.791860860234478e-06,0.0004342394328525654
2,5.0,5.0,4.367240520161521,8.0,-0.0004339155395949174,0.0004339155395949079,2.808512422593484e-06,-2.808512422593484e-06,0.0004367240520161521
3,0.0,0.0,1.079999846625882e-09,8.0,-8.020799999549043e-12,8.020799999549043e-12,-8.010000001082784e-12,8.010000001082783e-12,1.079999846625883e-14
3,0.025,0.025,4.630076618132448e-09,8.0,-8.013385353832435e-12,8.013385353832435e-12,-7.95989141321336e-12,7.95989141321336e-12,4.630076618132448e-14
3,0.05,0.05,1.24998519677031e-08,8.0,-8.03460446415677e-12,8.034604464156772e-12,-7.90960594447974e-12,7.909605944479738e-12,1.24998519677031e-13
3,0.07500000000000001,0.07500000000000001,2.722253670778605e-08,8.0,-8.131080844262492e-12,8.131080844262492e-12,-7.858855477184624e-12,7.858855477184624e-12,2.722253670778605e-13
3,0.1,0.1,6.18470834923912e-08,8.0,-8.425353421199941e-12,8.425353421199941e-12,-7.806882586275875e-12,7.806882586275877e-12,6.184708349239122e-13
3,0.125,0.125,1.487789071182238e-07,8.0,-9.23948517868968e-12,9.23948517868968e-12,-7.751696107504657e-12,7.751696107504657e-12,1.487789071182238e-12
3,0.15,0.15,3.731864777523267e-07,8.0,-1.141992640002613e-11,1.141992640002614e-11,-7.688061622452272e-12,7.688061622452272e-12,3.731864777523267e-12
3,0.175,0.175,9.5890279977745e-07,8.0,-1.71912472756995e-11,1.719124727569951e-11,-7.602219277006534e-12,7.602219277006534e-12,9.5890279977745e-12
3,0.2,0.2,2.494131140429252e-06,8.0,-3.239931309201391e-11,3.239931309201395e-11,-7.458001671051248e-12,7.458001671051248e-12,2.494131140429252e-11
3,0.225,0.225,6.524198852163509e-06,8.0,-7.240235672317482e-11,7.240235672317483e-11,-7.160367899142444e-12,7.160367899142444e-12,6.52419885216351e-11
3,0.25,0.25,1.710628298719037e-05,8.0,-1.775225706576128e-10,1.775225706576128e-10,-6.459735307938107e-12,6.459735307938107e-12,1.710628298719037e-10
3,0.275,0.275,4.487366452622378e-05,8.0,-4.534385756259445e-10,4.534385756259443e-10,-4.701831502430736e-12,4.70183150243073e-12,4.487366452622378e-10
3,0.3,0.3,0.0001175671647130237,8.0,-1.17585275501274e-09,1.17585275501274e-09,-1.793408108385609e-13,1.793408108385479e-13,1.175671647130237e-09
3,0.325,0.325,0.0003066993026712497,8.0,-3.055513659827474e-09,3.055513659827476e-09,1.151017014818352e-11,-1.151017014818349e-11,3.066993026712498e-09
3,0.35,0.35,0.0007910434007379081,8.0,-7.869560615895625e-09,7.86956061589561e-09,4.13771782568683e-11,-4.13771782568683e-11,7.910434007379082e-09
3,0.375,0.375,0.001985342554369409,8.0,-1.973846796361839e-08,1.97384679636184e-08,1.149575869446424e-10,-1.149575869446424e-10,1.985342554369409e-08
3,0.4,0.4,0.00469837551851765,8.0,-4.670166502011229e-08,4.670166502011237e-08,2.820916477216657e-10,-2.820916477216657e-10,4.698375518517651e-08
3,0.425,0.425,0.01004320065827796,8.0,-9.982069418370618e-08,9.982069418370635e-08,6.113943594637027e-10,-6.11394359463701e-10,1.004320065827796e-07
3,0.45,0.45,0.0188087157251603,8.0,-1.869363625823795e-07,1.869363625823796e-07,1.151580578017197e-09,-1.1515805780172e-09,1.88087157251603e-07
3,0.475,0.475,0.0309339400400965,8.0,-3.074418959535091e-07,3.074418959535081e-07,1.899035394363734e-09,-1.899035394363734e-09,3.093394004009651e-07
3,0.5,0.5,0.04578586540191393,8.0,-4.550448193824446e-07,4.550448193824451e-07,2.81488094973598e-09,-2.81488094973598e-09,4.578586540191393e-07
3,0.525,0.525,0.06266347528312644,8.0,-6.227791554937847e-07,6.227791554937838e-07,3.856025547672845e-09,-3.856025547672845e-09,6.266347528312644e-07
3,0.55,0.55,0.08101422293250155,8.0,-8.051538873517478e-07,8.051538873517466e-07,4.988488536602017e-09,-4.988488536602017e-09,8.101422293250155e-07
3,0.5750000000000001,0.5750000000000001,0.1004471151861014,8.0,-9.982829833169242e-07,9.982829833169297e-07,6.188217817247479e-09,-6.188217817247452e-09,1.004471151861014e-06
3,0.6000000000000001,0.6000000000000001,0.1206920479206238,8.0,-1.199481899774347e-06,1.199481899774349e-06,7.438596800406571e-09,-7.438596800406545e-09,1.206920479206238e-06
3,0.625,0.625,0.1415609168174893,8.0,-1.406881121074628e-06,1.406881121074633e-06,8.728053660422038e-09,-8.728053660422011e-09,1.415609168174894e-06
3,0.65,0.65,0.1629201300311093,8.0,-1.619152932536798e-06,1.619152932536796e-06,1.004837043836663e-08,-1.004837043836663e-08,1.629201300311093e-06
3,0.675,0.675,0.184672627546526,8.0,-1.835332699810117e-06,1.835332699810113e-06,1.139357681399517e-08,-1.139357681399512e-08,1.84672627546526e-06
3,0.7000000000000001,0.7000000000000001,0.206744519044736,8.0,-2.054703626274871e-06,2.054703626274862e-06,1.27592367209063e-08,-1.27592367209063e-08,2.06744519044736e-06
3,0.7250000000000001,0.7250000000000001,0.2290851142370086,8.0,-2.276721786816042e-06,2.276721786816031e-06,1.414198425993518e-08,-1.414198425993518e-08,2.290851142370086e-06
3,0.75,0.75,0.2516496858916246,8.0,-2.500966487232076e-06,2.500966487232072e-06,1.553921638521084e-08,-1.553921638521084e-08,2.516496858916246e-06
3,0.775,0.775,0.2744049153195613,8.0,-2.727106721272786e-06,2.727106721272786e-06,1.694888524501416e-08,-1.694888524501421e-08,2.744049153195613e-06
3,0.8,0.8,0.2973242564181219,8.0,-2.954878019368351e-06,2.954878019368351e-06,1.836935485591786e-08,-1.836935485591791e-08,2.973242564181219e-06
3,0.8250000000000001,0.8250000000000001,0.3203861798212841,8.0,-3.184066147824714e-06,3.184066147824713e-06,1.979930018796265e-08,-1.979930018796265e-08,3.203861798212842e-06
3,0.8500000000000001,0.8500000000000001,0.3435730232508332,8.0,-3.414495412238595e-06,3.414495412238583e-06,2.12376347547379e-08,-2.123763475473795e-08,3.435730232508332e-06
3,0.875,0.875,0.3668701372155145,8.0,-3.646020116453451e-06,3.646020116453452e-06,2.268345773945535e-08,-2.268345773945546e-08,3.668701372155145e-06
3,0.9,0.9,0.3902652493660362,8.0,-3.878518224411319e-06,3.878518224411308e-06,2.413601475916963e-08,-2.413601475916958e-08,3.902652493660362e-06
3,0.925,0.925,0.413747985480885,8.0,-4.111886586566832e-06,4.111886586566833e-06,2.559466831496142e-08,-2.559466831496152e-08,4.137479854808851e-06
3,0.9500000000000001,0.9500000000000001,0.4373095035558179,8.0,-4.346037295436368e-06,4.346037295436381e-06,2.705887523268432e-08,-2.705887523268411e-08,4.373095035558179e-06
3,0.9750000000000001,0.9750000000000001,0.4609422108107965,8.0,-4.580894868220527e-06,4.580894868220518e-06,2.852816922366247e-08,-2.852816922366247e-08,4.609422108107966e-06
3,1.0,1.0,0.4846395423172142,8.0,-4.816394043625518e-06,4.816394043625506e-06,3.000214724775934e-08,-3.000214724775924e-08,4.846395423172142e-06
3,1.025,1.025,0.5083957859967133,8.0,-5.052478040636798e-06,5.05247804063679e-06,3.148045873627628e-08,-3.148045873627628e-08,5.083957859967133e-06
3,1.05,1.05,0.5322059429257273,8.0,-5.289097168857226e-06,5.289097168857204e-06,3.296279699090232e-08,-3.296279699090221e-08,5.322059429257274e-06
3,1.075,1.075,0.5560656148135796,8.0,-5.526207709339936e-06,5.52620770933993e-06,3.444889225729361e-08,-3.444889225729361e-08,5.560656148135797e-06
3,1.1,1.1,0.5799709126071521,8.0,-5.763771005665879e-06,5.763771005665872e-06,3.593850610000343e-08,-3.593850610000354e-08,5.799709126071521e-06
3,1.125,1.125,0.6039183816758943,8.0,-6.001752719988552e-06,6.00175271998856e-06,3.743142679848316e-08,-3.743142679848326e-08,6.039183816758944e-06
3,1.15,1.15,0.6279049401238812,8.0,-6.240122219663882e-06,6.240122219663898e-06,3.892746555144445e-08,-3.892746555144445e-08,6.279049401238813e-06
3,1.175,1.175,0.651927827580395,8.0,-6.478852068103819e-06,6.478852068103816e-06,4.042645332634898e-08,-4.042645332634909e-08,6.519278275803951e-06
3,1.2,1.2,0.6759845624193113,8.0,-6.717917599456918e-06,6.717917599456924e-06,4.1928238227501e-08,-4.192823822750089e-08,6.759845624193113e-06
3,1.225,1.225,0.700072905807461,8.0,-6.957296561198106e-06,6.957296561198162e-06,4.343268328474596e-08,-4.343268328474617e-08,7.00072905807461e-06
3,1.25,1.25,0.7241908313232922,8.0,-7.196968812106768e-06,7.196968812106794e-06,4.493966458472058e-08,-4.493966458472048e-08,7.241908313232922e-06
3,1.275,1.275,0.748336499148123,8.0,-7.436916065709659e-06,7.436916065709662e-06,4.644906968356184e-08,-4.644906968356205e-08,7.48336499148123e-06
3,1.3,1.3,0.7725082340334938,8.0,-7.677121671266528e-06,7.677121671266505e-06,4.796079625211564e-08,-4.796079625211585e-08,7.725082340334939e-06
3,1.325,1.325,0.7967045064045364,8.0,-7.917570425933836e-06,7.91757042593383e-06,4.947475091375945e-08,-4.947475091375945e-08,7.967045064045364e-06
3,1.35,1.35,0.8209239160816925,8.0,-8.158248412958903e-06,8.158248412958944e-06,5.099084824341235e-08,-5.099084824341214e-08,8.209239160816926e-06
3,1.375,1.375,0.8451651781996383,8.0,-8.399142861715756e-06,8.399142861715749e-06,5.250900990196906e-08,-5.250900990196927e-08,8.451651781996384e-06
3,1.4,1.4,0.8694271109788346,8.0,-8.640242026158038e-06,8.640242026158053e-06,5.402916388431896e-08,-5.402916388431875e-08,8.694271109788346e-06
3,1.425,1.425,0.8937086250662603,8.0,-8.88153507887121e-06,8.881535078871167e-06,5.555124386406636e-08,-5.555124386406657e-08,8.937086250662604e-06
3,1.45,1.45,0.9180087142109908,8.0,-9.123012018391911e-06,9.123012018391857e-06,5.707518862032145e-08,-5.707518862032124e-08,9.180087142109909e-06
3,1.475,1.475,0.9423264470799356,8.0,-9.364663587861947e-06,9.364663587861849e-06,5.860094153465766e-08,-5.860094153465787e-08,9.423264470799357e-06
3,1.5,1.5,0.9666609600512386,8.0,-9.606481203400046e-06,9.606481203399927e-06,6.012845014809454e-08,-6.012845014809454e-08,9.666609600512386e-06
3,1.525,1.525,0.991011450849133,8.0,-9.848456890836814e-06,9.848456890836728e-06,6.165766576988522e-08,-6.165766576988501e-08,9.91011450849133e-06
3,1.55,1.55,1.015377172905581,8.0,-1.009058322967477e-05,1.009058322967473e-05,6.318854313090993e-08,-6.318854313090993e-08,1.015377172905581e-05
3,1.575,1.575,1.039757430351787,8.0,-1.033285330330784e-05,1.033285330330782e-05,6.472104007603611e-08,-6.472104007603526e-08,1.039757430351787e-05
3,1.6,1.6,1.064151573557356,8.0,-1.057526065468552e-05,1.057526065468557e-05,6.625511728982951e-08,-6.625511728982866e-08,1.064151573557356e-05
3,1.625,1.625,1.088558995147092,8.0,-1.081779924672337e-05,1.081779924672331e-05,6.779073805180398e-08,-6.77907380518042e-08,1.088558995147092e-05
3,1.65,1.65,1.112979126435594,8.0,-1.106046342686613e-05,1.10604634268662e-05,6.93278680174529e-08,-6.932786801745247e-08,1.112979126435594e-05
3,1.675,1.675,1.137411434228361,8.0,-1.130324789529538e-05,1.130324789529528e-05,7.086647502162292e-08,-7.086647502162313e-08,1.137411434228361e-05
3,1.7,1.7,1.161855417945298,8.0,-1.154614767633901e-05,1.154614767633891e-05,7.240652890161184e-08,-7.240652890161099e-08,1.161855417945298e-05
3,1.725,1.725,1.186310607028525,8.0,-1.178915809270809e-05,1.178915809270812e-05,7.394800133828505e-08,-7.394800133828484e-08,1.186310607028525e-05
3,1.75,1.75,1.210776558601577,8.0,-1.203227474223302e-05,1.203227474223294e-05,7.54908657119824e-08,-7.549086571198091e-08,1.210776558601577e-05
3,1.775,1.775,1.235252855351392,8.0,-1.227549347681146e-05,1.227549347681149e-05,7.703509697229907e-08,-7.703509697229864e-08,1.235252855351392e-05
3,1.8,1.8,1.2597391036082,8.0,-1.2518810383325e-05,1.251881038332504e-05,7.858067152075083e-08,-7.85806715207502e-08,1.2597391036082e-05
3,1.825,1.825,1.284234931601643,8.0,-1.276222176630837e-05,1.276222176630822e-05,8.012756710283131e-08,-8.012756710283068e-08,1.284234931601643e-05
3,1.85,1.85,1.308739987874082,8.0,-1.300572413217693e-05,1.300572413217704e-05,8.167576271120693e-08,-8.167576271120651e-08,1.308739987874082e-05
3,1.875,1.875,1.333253939834502,8.0,-1.324931417485866e-05,1.324931417485861e-05,8.32252384963238e-08,-8.322523849632295e-08,1.333253939834502e-05
3,1.9,1.9,1.357776472438335,8.0,-1.349298876266759e-05,1.349298876266749e-05,8.477597568603295e-08,-8.477597568603253e-08,1.357776472438335e-05
3,1.925,1.925,1.38230728698033,8.0,-1.373674492631126e-05,1.373674492631116e-05,8.632795651090307e-08,-8.632795651090285e-08,1.38230728698033e-05
3,1.95,1.95,1.40684609998909,8.0,-1.398057984790106e-05,1.398057984790098e-05,8.78811641364406e-08,-8.788116413644039e-08,1.40684609998909e-05
3,1.975,1.975,1.431392642213187,8.0,-1.422449085087705e-05,1.422449085087698e-05,8.943558260101567e-08,-8.943558260101482e-08,1.431392642213187e-05
3,2.0,2.0,1.455946657689948,8.0,-1.446847539075097e-05,1.446847539075075e-05,9.099119675869386e-08,-9.099119675869365e-08,1.455946657689948e-05
3,2.025,2.025,1.480507902888964,8.0,-1.471253104659608e-05,1.471253104659587e-05,9.254799222621263e-08,-9.2547992226212e-08,1.480507902888964e-05
3,2.05,2.05,1.505076145923259,8.0,-1.495665551320578e-05,1.49566555132057e-05,9.410595533521411e-08,-9.410595533521263e-08,1.50507614592326e-05
3,2.075,2.075,1.529651165821844,8.0,-1.520084659386374e-05,1.520084659386377e-05,9.566507308672223e-08,-9.566507308672223e-08,1.529651165821844e-05
3,2.1,2.1,1.554232751858001,8.0,-1.544510219366846e-05,1.544510219366833e-05,9.722533311116036e-08,-9.722533311115951e-08,1.554232751858001e-05
3,2.125,2.125,1.578820702928287,8.0,-1.568942031336131e-05,1.568942031336111e-05,9.878672362883686e-08,-9.878672362883559e-08,1.578820702928287e-05
3,2.15,2.15,1.603414826977735,8.0,-1.593379904361219e-05,1.593379904361207e-05,1.003492334157461e-07,-1.003492334157448e-07,1.603414826977735e-05
3,2.175,2.175,1.628014940467196,8.0,-1.617823655972899e-05,1.617823655972906e-05,1.019128517702002e-07,-1.019128517702002e-07,1.628014940467196e-05
3,2.2,2.2,1.652620867879186,8.0,-1.642273111674341e-05,1.642273111674337e-05,1.034775684828641e-07,-1.034775684828646e-07,1.652620867879186e-05
3,2.225,2.225,1.677232441258953,8.0,-1.666728104485096e-05,1.666728104485061e-05,1.050433738084463e-07,-1.050433738084459e-07,1.677232441258953e-05
3,2.25,2.25,1.701849499787792,8.0,-1.691188474516872e-05,1.69118847451684e-05,1.066102584394916e-07,-1.066102584394921e-07,1.701849499787792e-05
3,2.275,2.275,1.726471889385948,8.0,-1.715654068579144e-05,1.715654068579113e-05,1.081782134821686e-07,-1.08178213482169e-07,1.726471889385948e-05
3,2.3,2.3,1.751099462342683,8.0,-1.740124739811198e-05,1.740124739811217e-05,1.097472304335021e-07,-1.097472304335026e-07,1.751099462342683e-05
3,2.325,2.325,1.77573207697129,8.0,-1.764600347339699e-05,1.764600347339706e-05,1.113173011598593e-07,-1.113173011598606e-07,1.77573207697129e-05
3,2.35,2.35,1.800369597287105,8.0,-1.789080755957998e-05,1.789080755957988e-05,1.128884178778866e-07,-1.128884178778862e-07,1.800369597287106e-05
3,2.375,2.375,1.825011892706679,8.0,-1.813565835827834e-05,1.813565835827856e-05,1.144605731353956e-07,-1.144605731353969e-07,1.82501189270668e-05
3,2.4,2.4,1.849658837766469,8.0,-1.838055462199235e-05,1.838055462199244e-05,1.160337597946355e-07,-1.160337597946359e-07,1.849658837766469e-05
3,2.425,2.425,1.874310311859558,8.0,-1.862549515149162e-05,1.862549515149157e-05,1.176079710156334e-07,-1.176079710156343e-07,1.874310311859558e-05
3,2.45,2.45,1.898966198989048,8.0,-1.887047879336394e-05,1.887047879336377e-05,1.191832002415019e-07,-1.191832002415015e-07,1.898966198989048e-05
3,2.475,2.475,1.92362638753685,8.0,-1.911550443771436e-05,1.911550443771436e-05,1.207594411838789e-07,-1.207594411838802e-07,1.92362638753685e-05
3,2.5,2.5,1.948290770046762,8.0,-1.93605710160135e-05,1.936057101601368e-05,1.223366878100785e-07,-1.22336687810078e-07,1.948290770046762e-05
3,2.525,2.525,1.972959243020775,8.0,-1.960567749907031e-05,1.960567749907035e-05,1.239149343301166e-07,-1.239149343301183e-07,1.972959243020775e-05
3,2.55,2.55,1.997631706727655,8.0,-1.985082289513102e-05,1.98508228951309e-05,1.254941751853364e-07,-1.254941751853372e-07,1.997631706727655e-05
3,2.575,2.575,2.022308065022937,8.0,-2.009600624808781e-05,2.009600624808792e-05,1.270744050371007e-07,-1.270744050371011e-07,2.022308065022938e-05
3,2.6,2.6,2.046988225179506,8.0,-2.034122663579748e-05,2.034122663579795e-05,1.286556187566201e-07,-1.286556187566205e-07,2.046988225179506e-05
3,2.625,2.625,2.071672097728044,8.0,-2.058648316849735e-05,2.058648316849715e-05,1.30237811415053e-07,-1.302378114150547e-07,2.071672097728044e-05
3,2.65,2.65,2.096359596306663,8.0,-2.08317749873033e-05,2.083177498730359e-05,1.318209782743174e-07,-1.318209782743182e-07,2.096359596306663e-05
3,2.675,2.675,2.121050637519081,8.0,-2.107710126280976e-05,2.107710126280956e-05,1.334051147783364e-07,-1.334051147783377e-07,2.121050637519081e-05
3,2.7,2.7,2.145745140800789,8.0,-2.132246119375273e-05,2.132246119375281e-05,1.349902165449756e-07,-1.349902165449764e-07,2.14574514080079e-05
3,2.725,2.725,2.170443028292664,8.0,-2.156785400575642e-05,2.156785400575664e-05,1.365762793581473e-07,-1.365762793581481e-07,2.170443028292664e-05
3,2.75,2.75,2.195144224721528,8.0,-2.181327895014714e-05,2.181327895014713e-05,1.381632991606336e-07,-1.381632991606345e-07,2.195144224721528e-05
3,2.775,2.775,2.219848657287224,8.0,-2.205873530282659e-05,2.205873530282686e-05,1.39751272046878e-07,-1.397512720468784e-07,2.219848657287225e-05
3,2.8,2.8,2.24455625555577,8.0,-2.230422236321672e-05,2.230422236321652e-05,1.413401942567892e-07,-1.413401942567888e-07,2.24455625555577e-05
3,2.825,2.825,2.269266951358204,8.0,-2.254973945324708e-05,2.254973945324679e-05,1.42930062169343e-07,-1.429300621693421e-07,2.269266951358204e-05
3,2.85,2.85,2.293980678694772,8.0,-2.27952859164081e-05,2.279528591640776e-05,1.445208722969642e-07,-1.445208722969651e-07,2.293980678694772e-05
3,2.875,2.875,2.318697373644116,8.0,-2.304086111684601e-05,2.304086111684605e-05,1.46112621279377e-07,-1.461126212793795e-07,2.318697373644116e-05
3,2.9,2.9,2.34341697427715,8.0,-2.328646443850672e-05,2.32864644385069e-05,1.477053058789754e-07,-1.477053058789749e-07,2.34341697427715e-05
3,2.925,2.925,2.368139420575343,8.0,-2.353209528432659e-05,2.353209528432654e-05,1.492989229754106e-07,-1.49298922975414e-07,2.368139420575343e-05
3,2.95,2.95,2.392864654353147,8.0,-2.377775307545659e-05,2.3777753075457e-05,1.508934695608409e-07,-1.508934695608421e-07,2.392864654353147e-05
3,2.975,2.975,2.417592619184305,8.0,-2.402343725053414e-05,2.402343725053403e-05,1.524889427359392e-07,-1.524889427359434e-07,2.417592619184305e-05
3,3.0,3.0,2.44232326033182,8.0,-2.42691472649827e-05,2.426914726498294e-05,1.540853397052318e-07,-1.540853397052348e-07,2.44232326033182e-05
3,3.025,3.025,2.467056524681369,8.0,-2.451488259035822e-05,2.451488259035783e-05,1.556826577721566e-07,-1.556826577721562e-07,2.46705652468137e-05
3,3.05,3.05,2.491792360677959,8.0,-2.476064271370818e-05,2.47606427137079e-05,1.572808943372298e-07,-1.572808943372315e-07,2.491792360677959e-05
3,3.075,3.075,2.516530718265633,8.0,-2.500642713698133e-05,2.500642713698077e-05,1.588800468922358e-07,-1.588800468922367e-07,2.516530718265633e-05
3,3.1,3.1,2.541271548830061,8.0,-2.525223537645305e-05,2.525223537645319e-05,1.604801130180191e-07,-1.604801130180221e-07,2.541271548830061e-05
