case,frequency_real,frequency_imag,v(gate)_real,v(gate)_imag,v(source)_real,v(source)_imag,v(out)_real,v(out)_imag,v(vdd)_real,v(vdd)_imag,i(vdd)_real,i(vdd)_imag,id(m1)_real,id(m1)_imag,i(rs)_real,i(rs)_imag,i(vin)_real,i(vin)_imag,i(rd)_real,i(rd)_imag
1,9261.187281287846,0.0,1.0,0.0,0.7819789973278575,-0.0003901640060890304,-1.663785100699083,0.0008301361831689035,0.0,0.0,-0.001663785100699083,8.301361831689035e-07,0.001663785100698423,-8.301361831676655e-07,0.001663785100697569,-8.301361831681498e-07,0.0,0.0,0.001663785100699083,-8.301361831689035e-07
1,9623.506263980795,0.0,1.0,0.0,0.7819789817981817,-0.0004054281128290087,-1.6637850676555,0.0008626130060190678,0.0,0.0,-0.0016637850676555,8.626130060190677e-07,0.001663785067653745,-8.626130060186872e-07,0.001663785067655706,-8.626130060191674e-07,0.0,0.0,0.0016637850676555,-8.626130060190677e-07
1,9999.999999999904,0.0,1.0,0.0,0.7819789650292055,-0.0004212893856084339,-1.663785031979081,0.0008963603949126629,0.0,0.0,-0.00166378503197908,8.96360394912663e-07,0.001663785031977838,-8.963603949114097e-07,0.001663785031977033,-8.963603949115615e-07,0.0,0.0,0.00166378503197908,-8.96360394912663e-07
1,10391.22303835159,0.0,1.0,0.0,0.7819789469228663,-0.0004377711868181882,-1.663784993453616,0.0009314280570603807,0.0,0.0,-0.001663784993453616,9.314280570603808e-07,0.001663784993453099,-9.314280570590049e-07,0.001663784993452907,-9.31428057059975e-07,0.0,0.0,0.001663784993453616,-9.314280570603808e-07
1,10797.75162327699,0.0,1.0,0.0,0.7819789273717765,-0.0004548977928259871,-1.663784951857206,0.000967867644311983,0.0,0.0,-0.001663784951857206,9.67867644311983e-07,0.001663784951855263,-9.678676443115874e-07,0.001663784951854844,-9.678676443106108e-07,0.0,0.0,0.001663784951857206,-9.67867644311983e-07
1,11220.18454301952,0.0,1.0,0.0,0.7819789062613045,-0.0004726944297297365,-1.663784906940068,0.001005732829212884,0.0,0.0,-0.001663784906940068,1.005732829212884e-06,0.00166378490693786,-1.005732829211913e-06,0.001663784906938946,-1.005732829212205e-06,0.0,0.0,0.001663784906940068,-1.005732829212884e-06
1,11659.1440117982,0.0,1.0,0.0,0.7819788834663163,-0.0004911873105128911,-1.663784858442941,0.001045079384072476,0.0,0.0,-0.001663784858442941,1.045079384072476e-06,0.001663784858441097,-1.045079384071664e-06,0.001663784858438971,-1.045079384069981e-06,0.0,0.0,0.001663784858442941,-1.045079384072476e-06
1,12115.27658628577,0.0,1.0,0.0,0.781978858853299,-0.0005104036736494521,-1.663784806073539,0.001085965263085694,0.0,0.0,-0.001663784806073539,1.085965263085694e-06,0.001663784806071877,-1.085965263085669e-06,0.001663784806070849,-1.08596526308394e-06,0.0,0.0,0.001663784806073539,-1.085965263085694e-06
1,12589.25411794155,0.0,1.0,0.0,0.7819788322768009,-0.0005303718232229664,-1.66378474952617,0.001128450687709158,0.0,0.0,-0.00166378474952617,1.128450687709158e-06,0.001663784749523778,-1.128450687708487e-06,0.001663784749525108,-1.128450687708439e-06,0.0,0.0,0.00166378474952617,-1.128450687709158e-06
1,13081.77474260181,0.0,1.0,0.0,0.7819788035797671,-0.0005511211706119848,-1.663784688470756,0.001172598235346882,0.0,0.0,-0.001663784688470756,1.172598235346882e-06,0.001663784688468173,-1.172598235346482e-06,0.00166378468846759,-1.172598235344649e-06,0.0,0.0,0.001663784688470756,-1.172598235346882e-06
1,13593.56390878512,0.0,1.0,0.0,0.7819787725936352,-0.0005726822778059757,-1.663784622543027,0.001218472931504546,0.0,0.0,-0.001663784622543027,1.218472931504546e-06,0.001663784622540909,-1.218472931504167e-06,0.00166378462253965,-1.218472931502076e-06,0.0,0.0,0.001663784622543027,-1.218472931504546e-06
1,14125.3754462274,0.0,1.0,0.0,0.7819787391355959,-0.0005950869024176959,-1.663784551355805,0.001266142345572206,0.0,0.0,-0.001663784551355805,1.266142345572206e-06,0.001663784551353409,-1.266142345571295e-06,0.001663784551352332,-1.266142345569566e-06,0.0,0.0,0.001663784551355805,-1.266142345572206e-06
1,14677.99267622055,0.0,1.0,0.0,0.7819787030084966,-0.000618368044453953,-1.663784474489174,0.001315676690329935,0.0,0.0,-0.001663784474489174,1.315676690329935e-06,0.001663784474488228,-1.315676690328768e-06,0.001663784474486163,-1.31567669032756e-06,0.0,0.0,0.001663784474489174,-1.315676690329935e-06
1,15252.22956539003,0.0,1.0,0.0,0.7819786639993751,-0.0006425599949166864,-1.663784391490355,0.001367148925356561,0.0,0.0,-0.001663784391490355,1.367148925356561e-06,0.001663784391487955,-1.367148925355503e-06,0.001663784391488032,-1.367148925354652e-06,0.0,0.0,0.001663784391490355,-1.367148925356561e-06
1,15848.93192461097,0.0,1.0,0.0,0.7819786218784094,-0.0006676983863044625,-1.663784301869454,0.001420634864478003,0.0,0.0,-0.001663784301869454,1.420634864478003e-06,0.001663784301868532,-1.420634864477202e-06,0.001663784301868956,-1.42063486447758e-06,0.0,0.0,0.001663784301869454,-1.420634864478003e-06
1,16468.97865482852,0.0,1.0,0.0,0.7819785763969543,-0.0006938202450898573,-1.663784205101252,0.001476213287426429,0.0,0.0,-0.001663784205101252,1.476213287426429e-06,0.001663784205099272,-1.476213287424002e-06,0.001663784205099903,-1.476213287425228e-06,0.0,0.0,0.001663784205101252,-1.476213287426429e-06
1,17113.28304161763,0.0,1.0,0.0,0.7819785272871493,-0.0007209640462475534,-1.663784100613868,0.001533966055848546,0.0,0.0,-0.001663784100613868,1.533966055848546e-06,0.001663784100611743,-1.533966055846606e-06,0.001663784100610956,-1.533966055845858e-06,0.0,0.0,0.001663784100613868,-1.533966055848546e-06
1,17782.79410038904,0.0,1.0,0.0,0.7819784742596357,-0.0007491697699166431,-1.663783987790791,0.001593978233869348,0.0,0.0,-0.001663783987790791,1.593978233869348e-06,0.001663783987788658,-1.593978233868729e-06,0.001663783987786459,-1.593978233865198e-06,0.0,0.0,0.001663783987790791,-1.593978233869348e-06
1,18478.49797422272,0.0,1.0,0.0,0.7819784170021423,-0.0007784789602778489,-1.663783865965016,0.001656338213360125,0.0,0.0,-0.001663783865965016,1.656338213360125e-06,0.001663783865963886,-1.656338213357981e-06,0.001663783865962005,-1.656338213357125e-06,0.0,0.0,0.001663783865965016,-1.656338213360125e-06
1,19201.41938638781,0.0,1.0,0.0,0.7819783551767376,-0.0008089347867345211,-1.663783734422091,0.00172113784411963,0.0,0.0,-0.001663783734422091,1.72113784411963e-06,0.001663783734420221,-1.721137844119033e-06,0.001663783734418591,-1.721137844116002e-06,0.0,0.0,0.001663783734422091,-1.72113784411963e-06
1,19952.62314968858,0.0,1.0,0.0,0.7819782884193438,-0.0008405821074833483,-1.663783592384319,0.00178847256911645,0.0,0.0,-0.001663783592384319,1.78847256911645e-06,0.001663783592382728,-1.788472569115313e-06,0.001663783592381583,-1.788472569113507e-06,0.0,0.0,0.001663783592384319,-1.78847256911645e-06
1,20733.21573485933,0.0,1.0,0.0,0.7819782163360482,-0.0008734675355743942,-1.663783439018045,0.00185844156505769,0.0,0.0,-0.001663783439018045,1.85844156505769e-06,0.00166378343901652,-1.858441565055335e-06,0.001663783439012869,-1.858441565051903e-06,0.0,0.0,0.001663783439018045,-1.85844156505769e-06
1,21544.3469003186,0.0,1.0,0.0,0.781978138502904,-0.0009076395075497244,-1.663783273412422,0.001931147888405975,0.0,0.0,-0.001663783273412422,1.931147888405975e-06,0.001663783273411212,-1.931147888404369e-06,0.001663783273410434,-1.931147888403669e-06,0.0,0.0,0.001663783273412422,-1.931147888405975e-06
1,22387.21138568315,0.0,1.0,0.0,0.7819780544601989,-0.0009431483547725877,-1.663783094598902,0.00200669862717902,0.0,0.0,-0.001663783094598902,2.00669862717902e-06,0.001663783094596472,-2.006698627179254e-06,0.001663783094596168,-2.006698627175719e-06,0.0,0.0,0.001663783094598902,-2.00669862717902e-06
1,23263.05067153601,0.0,1.0,0.0,0.7819779637132523,-0.0009800463775366827,-1.663782901518557,0.002085205058589928,0.0,0.0,-0.001663782901518557,2.085205058589928e-06,0.001663782901517585,-2.085205058587059e-06,0.001663782901517558,-2.085205058588687e-06,0.0,0.0,0.001663782901518557,-2.085205058589928e-06
1,24173.15480804078,0.0,1.0,0.0,0.7819778657265957,-0.001018387922081348,-1.66378269303818,0.002166782812942777,0.0,0.0,-0.00166378269303818,2.166782812942777e-06,0.001663782693037685,-2.166782812939097e-06,0.00166378269303531,-2.166782812939039e-06,0.0,0.0,0.00166378269303818,-2.166782812942777e-06
1,25118.86431509553,0.0,1.0,0.0,0.7819777599232887,-0.00105822946061013,-1.663782467924588,0.002251552043854998,0.0,0.0,-0.001663782467924588,2.251552043854998e-06,0.001663782467922204,-2.251552043853328e-06,0.001663782467921891,-2.251552043851341e-06,0.0,0.0,0.001663782467924588,-2.251552043854998e-06
1,26101.57215682508,0.0,1.0,0.0,0.7819776456796127,-0.001099629674443703,-1.663782224852012,0.002339637605201872,0.0,0.0,-0.001663782224852012,2.339637605201872e-06,0.001663782224849975,-2.339637605198314e-06,0.00166378222485024,-2.339637605199369e-06,0.0,0.0,0.001663782224852012,-2.339637605201872e-06
1,27122.72579331998,0.0,1.0,0.0,0.7819775223219126,-0.001142649540419717,-1.663781962390317,0.002431169234940351,0.0,0.0,-0.001663781962390317,2.431169234940351e-06,0.001663781962388811,-2.431169234939218e-06,0.001663781962387048,-2.431169234935568e-06,0.0,0.0,0.001663781962390317,-2.431169234940351e-06
1,28183.82931264423,0.0,1.0,0.0,0.7819773891235842,-0.001187352420668814,-1.663781678989184,0.002526281746108158,0.0,0.0,-0.001663781678989184,2.526281746108158e-06,0.00166378167898662,-2.526281746104836e-06,0.001663781678986349,-2.526281746103859e-06,0.0,0.0,0.001663781678989184,-2.526281746108158e-06
1,29286.44564625204,0.0,1.0,0.0,0.7819772452993415,-0.00123380415590346,-1.663781372980152,0.00262511522533096,0.0,0.0,-0.001663781372980152,2.62511522533096e-06,0.001663781372978068,-2.625115225326699e-06,0.001663781372977322,-2.625115225326511e-06,0.0,0.0,0.001663781372980152,-2.62511522533096e-06
1,30432.19887107688,0.0,1.0,0.0,0.7819770900013744,-0.001282073162348881,-1.663781042560719,0.00272781523904772,0.0,0.0,-0.001663781042560719,2.72781523904772e-06,0.001663781042560153,-2.727815239045653e-06,0.001663781042556116,-2.727815239040173e-06,0.0,0.0,0.001663781042560719,-2.72781523904772e-06
1,31622.77660168344,0.0,1.0,0.0,0.7819769223149282,-0.001332230532461957,-1.663780685779311,0.002834533047796288,0.0,0.0,-0.001663780685779311,2.834533047796288e-06,0.001663780685776661,-2.834533047793575e-06,0.001663780685776443,-2.834533047791399e-06,0.0,0.0,0.001663780685779311,-2.834533047796288e-06
1,32859.93247600617,0.0,1.0,0.0,0.781976741251234,-0.001384350139589915,-1.663780300536664,0.002945425828918479,0.0,0.0,-0.001663780300536664,2.945425828918479e-06,0.001663780300535933,-2.945425828914522e-06,0.00166378030053454,-2.945425828914713e-06,0.0,0.0,0.001663780300536664,-2.945425828918479e-06
1,34145.48873833563,0.0,1.0,0.0,0.7819765457432116,-0.001438508746711978,-1.663779884561705,0.003060656907900897,0.0,0.0,-0.001663779884561705,3.060656907900897e-06,0.001663779884559791,-3.060656907898779e-06,0.001663779884560025,-3.060656907897825e-06,0.0,0.0,0.001663779884561705,-3.060656907900897e-06
1,35481.33892335714,0.0,1.0,0.0,0.7819763346384397,-0.001494786119433414,-1.663779435403856,0.003180395998800092,0.0,0.0,-0.001663779435403856,3.180395998800092e-06,0.001663779435401302,-3.180395998798186e-06,0.001663779435400936,-3.180395998794498e-06,0.0,0.0,0.001663779435403856,-3.180395998800092e-06
1,36869.45064519533,0.0,1.0,0.0,0.7819761066930712,-0.001553265143390365,-1.663778950413156,0.003304819454026766,0.0,0.0,-0.001663778950413156,3.304819454026766e-06,0.001663778950411476,-3.30481945402198e-06,0.00166377895041079,-3.304819454022052e-06,0.0,0.0,0.001663778950413156,-3.304819454026766e-06
1,38311.86849557243,0.0,1.0,0.0,0.7819758605637015,-0.001614031946243272,-1.663778426730806,0.003434110523920892,0.0,0.0,-0.001663778426730806,3.434110523920892e-06,0.001663778426728157,-3.434110523916484e-06,0.00166377842673128,-3.434110523921856e-06,0.0,0.0,0.001663778426730806,-3.434110523920892e-06
1,39810.71705534926,0.0,1.0,0.0,0.7819755947989746,-0.001677176024433902,-1.663777861275987,0.003568459626458487,0.0,0.0,-0.001663777861275987,3.568459626458487e-06,0.001663777861273807,-3.568459626453885e-06,0.001663777861274414,-3.56845962645511e-06,0.0,0.0,0.001663777861275987,-3.568459626458487e-06
1,41368.20402388459,0.0,1.0,0.0,0.7819753078332617,-0.001742790374885017,-1.663777250710539,0.003708064627418193,0.0,0.0,-0.001663777250710539,3.708064627418193e-06,0.001663777250708875,-3.708064627416102e-06,0.001663777250709068,-3.708064627414929e-06,0.0,0.0,0.001663777250710539,-3.708064627418193e-06
1,42986.62347082227,0.0,1.0,0.0,0.7819749979752291,-0.001810971631852149,-1.663776591436251,0.003853131131599373,0.0,0.0,-0.001663776591436251,3.853131131599372e-06,0.001663776591434019,-3.853131131594141e-06,0.001663776591436658,-3.853131131600317e-06,0.0,0.0,0.001663776591436251,-3.853131131599372e-06
1,44668.35921509578,0.0,1.0,0.0,0.7819746633982394,-0.001881820209111127,-1.663775879570821,0.004003872785343045,0.0,0.0,-0.001663775879570821,4.003872785343046e-06,0.001663775879570117,-4.003872785341214e-06,0.001663775879570722,-4.003872785342823e-06,0.0,0.0,0.001663775879570821,-4.003872785343046e-06
1,46415.88833612725,0.0,1.0,0.0,0.781974302130575,-0.001955440447692616,-1.663775110917375,0.004160511590838519,0.0,0.0,-0.001663775110917375,4.16051159083852e-06,0.001663775110916088,-4.160511590835247e-06,0.001663775110916117,-4.160511590835353e-06,0.0,0.0,0.001663775110917375,-4.16051159083852e-06
1,48231.7848223925,0.0,1.0,0.0,0.7819739120430202,-0.002031940769385741,-1.663774280945879,0.004323278232744133,0.0,0.0,-0.001663774280945879,4.323278232744133e-06,0.001663774280944441,-4.323278232735983e-06,0.001663774280942596,-4.323278232735619e-06,0.0,0.0,0.001663774280945879,-4.323278232744133e-06
1,50118.72336272663,0.0,1.0,0.0,0.781973490836952,-0.002111433836225799,-1.663773384761524,0.004492412417507223,0.0,0.0,-0.001663773384761524,4.492412417507223e-06,0.001663773384759093,-4.492412417501229e-06,0.001663773384759472,-4.492412417501701e-06,0.0,0.0,0.001663773384761524,-4.492412417507223e-06
1,52079.48328595401,0.0,1.0,0.0,0.7819730360295453,-0.00219403671620779,-1.663772417085508,0.004668163225977878,0.0,0.0,-0.001663772417085508,4.668163225977879e-06,0.001663772417084264,-4.668163225973743e-06,0.001663772417084139,-4.668163225974022e-06,0.0,0.0,0.001663772417085508,-4.668163225977879e-06
1,54116.95265464572,0.0,1.0,0.0,0.7819725449402883,-0.002279871055454072,-1.663771372215089,0.004850789479694499,0.0,0.0,-0.001663771372215089,4.850789479694499e-06,0.001663771372213407,-4.850789479694112e-06,0.00166377137221338,-4.850789479689514e-06,0.0,0.0,0.001663771372215089,-4.850789479694499e-06
1,56234.13251903423,0.0,1.0,0.0,0.7819720146751826,-0.00236906325709641,-1.663770243990019,0.005040560121482521,0.0,0.0,-0.001663770243990019,5.040560121482522e-06,0.001663770243989227,-5.040560121481741e-06,0.00166377024398975,-5.040560121481723e-06,0.0,0.0,0.001663770243990019,-5.040560121482522e-06
1,58434.14133735106,0.0,1.0,0.0,0.7819714421087591,-0.002461744667132238,-1.663769025763412,0.005237754610919946,0.0,0.0,-0.001663769025763412,5.237754610919946e-06,0.001663769025761486,-5.237754610917106e-06,0.001663769025763317,-5.237754610919655e-06,0.0,0.0,0.001663769025763412,-5.237754610919946e-06
1,60720.21956909812,0.0,1.0,0.0,0.7819708238665376,-0.002558051767515186,-1.663767710355812,0.005442663335143526,0.0,0.0,-0.001663767710355812,5.442663335143526e-06,0.001663767710353703,-5.442663335141623e-06,0.001663767710354335,-5.442663335138694e-06,0.0,0.0,0.001663767710355812,-5.442663335143526e-06
1,63095.73444801856,0.0,1.0,0.0,0.781970156305263,-0.002658126376767539,-1.663766290011982,0.005655588035678283,0.0,0.0,-0.001663766290011982,5.655588035678283e-06,0.00166376629000986,-5.655588035669012e-06,0.001663766290011198,-5.655588035675616e-06,0.0,0.0,0.001663766290011982,-5.655588035678283e-06
1,65564.18494179708,0.0,1.0,0.0,0.781969435490166,-0.002762115858407934,-1.663764756364968,0.005876842251942065,0.0,0.0,-0.001663764756364968,5.876842251942064e-06,0.001663764756363317,-5.876842251936742e-06,0.001663764756362055,-5.876842251931775e-06,0.0,0.0,0.001663764756364968,-5.876842251942064e-06
1,68129.20690579529,0.0,1.0,0.0,0.7819686571739384,-0.002870173337476379,-1.663763100370199,0.006106751781865111,0.0,0.0,-0.001663763100370199,6.106751781865111e-06,0.001663763100367976,-6.106751781857767e-06,0.001663763100370082,-6.106751781864638e-06,0.0,0.0,0.001663763100370199,-6.106751781865111e-06
1,70794.57843841292,0.0,1.0,0.0,0.7819678167687445,-0.002982457925502081,-1.663761312274976,0.006345655160646696,0.0,0.0,-0.001663761312274976,6.345655160646696e-06,0.001663761312273859,-6.345655160638897e-06,0.001663761312273925,-6.345655160642725e-06,0.0,0.0,0.001663761312274976,-6.345655160646696e-06
1,73564.22544596322,0.0,1.0,0.0,0.7819669093221713,-0.003099134954193361,-1.663759381538076,0.006593904157864342,0.0,0.0,-0.001663759381538076,6.593904157864341e-06,0.001663759381536067,-6.593904157857142e-06,0.001663759381536535,-6.593904157858215e-06,0.0,0.0,0.001663759381538076,-6.593904157864341e-06
1,76442.22742525907,0.0,1.0,0.0,0.7819659294862826,-0.003220376218228591,-1.663757296781225,0.00685186429411121,0.0,0.0,-0.001663757296781225,6.85186429411121e-06,0.001663757296779256,-6.851864294103727e-06,0.001663757296779325,-6.851864294103384e-06,0.0,0.0,0.001663757296781225,-6.85186429411121e-06
1,79432.82347242715,0.0,1.0,0.0,0.7819648714863956,-0.003346360227468212,-1.663755045719871,0.007119915377609596,0.0,0.0,-0.001663755045719871,7.119915377609596e-06,0.001663755045717696,-7.119915377603453e-06,0.001663755045715735,-7.11991537759194e-06,0.0,0.0,0.001663755045719871,-7.119915377609596e-06
1,82540.4185268008,0.0,1.0,0.0,0.7819637290880322,-0.003477272468952989,-1.663752615083329,0.007398452061612792,0.0,0.0,-0.001663752615083329,7.398452061612792e-06,0.001663752615082004,-7.398452061607372e-06,0.00166375261508092,-7.398452061602104e-06,0.0,0.0,0.001663752615083329,-7.398452061612792e-06
1,85769.58985908833,0.0,1.0,0.0,0.7819624955582515,-0.003613305679079947,-1.663749990551493,0.007687884423583737,0.0,0.0,-0.001663749990551493,7.687884423583737e-06,0.001663749990550301,-7.687884423573585e-06,0.001663749990549471,-7.687884423574356e-06,0.0,0.0,0.001663749990551493,-7.687884423583737e-06
1,89125.09381337342,0.0,1.0,0.0,0.7819611636278023,-0.003754660126310588,-1.663747156656501,0.007988638566626004,0.0,0.0,-0.001663747156656501,7.988638566626004e-06,0.00166374715665496,-7.988638566613221e-06,0.001663747156654899,-7.988638566618273e-06,0.0,0.0,0.001663747156656501,-7.988638566626004e-06
1,92611.87281287817,0.0,1.0,0.0,0.7819597254473691,-0.003901543904844007,-1.663744096698769,0.008301157244360079,0.0,0.0,-0.001663744096698769,8.30115724436008e-06,0.001663744096698228,-8.301157244355178e-06,0.00166374409669653,-8.30115724434895e-06,0.0,0.0,0.001663744096698769,-8.30115724436008e-06
1,96235.06263980764,0.0,1.0,0.0,0.7819581725418124,-0.004054173239649387,-1.663740792644943,0.008625900509906784,0.0,0.0,-0.001663740792644944,8.625900509906783e-06,0.00166374079264342,-8.625900509897505e-06,0.001663740792642154,-8.625900509892313e-06,0.0,0.0,0.001663740792644944,-8.625900509906783e-06
1,99999.9999999987,0.0,1.0,0.0,0.7819564957600657,-0.004212772803298357,-1.663737225023062,0.008963346390005357,0.0,0.0,-0.001663737225023062,8.963346390005357e-06,0.001663737225021666,-8.963346389990329e-06,0.001663737225021416,-8.963346389996504e-06,0.0,0.0,0.001663737225023062,-8.963346390005357e-06
1,103912.2303835156,0.0,1.0,0.0,0.7819546852206022,-0.004377576045041425,-1.663733372812706,0.009313991585210764,0.0,0.0,-0.001663733372812706,9.313991585210765e-06,0.001663733372812004,-9.313991585196274e-06,0.001663733372809792,-9.31399158519452e-06,0.0,0.0,0.001663733372812706,-9.313991585210765e-06
1,107977.5162327696,0.0,1.0,0.0,0.7819527302549015,-0.004548825532571404,-1.663729213308379,0.009678352196960916,0.0,0.0,-0.001663729213308379,9.678352196960916e-06,0.001663729213305931,-9.678352196947765e-06,0.001663729213308301,-9.678352196960435e-06,0.0,0.0,0.001663729213308379,-9.678352196960916e-06
1,112201.8454301949,0.0,1.0,0.0,0.7819506193419585,-0.004726773306991151,-1.663724722006216,0.01005696448297229,0.0,0.0,-0.001663724722006216,1.005696448297229e-05,0.001663724722005266,-1.005696448296706e-05,0.001663724722004167,-1.00569644829599e-05,0.0,0.0,0.001663724722006216,-1.005696448297229e-05
1,116591.4401179817,0.0,1.0,0.0,0.7819483400438079,-0.004911681251411093,-1.663719872433704,0.01045038564130063,0.0,0.0,-0.001663719872433704,1.045038564130063e-05,0.001663719872431191,-1.045038564129186e-05,0.001663719872433634,-1.04503856413002e-05,0.0,0.0,0.001663719872433704,-1.045038564130063e-05
1,121152.7658628573,0.0,1.0,0.0,0.781945878928761,-0.00510382147376973,-1.663714636020857,0.01085919462505643,0.0,0.0,-0.001663714636020857,1.085919462505643e-05,0.001663714636019886,-1.085919462504026e-05,0.00166371463601864,-1.085919462504198e-05,0.0,0.0,0.001663714636020857,-1.085919462505643e-05
1,125892.5411794151,0.0,1.0,0.0,0.7819432214954191,-0.005303476704310857,-1.663708981908095,0.01128399298791542,0.0,0.0,-0.001663708981908095,1.128399298791542e-05,0.001663708981907153,-1.128399298789759e-05,0.001663708981905147,-1.128399298789544e-05,0.0,0.0,0.001663708981908095,-1.128399298791542e-05
1,130817.7474260177,0.0,1.0,0.0,0.7819403520853818,-0.005510940708339315,-1.663702876779185,0.01172540576243664,0.0,0.0,-0.001663702876779185,1.172540576243664e-05,0.001663702876777418,-1.172540576242428e-05,0.001663702876777408,-1.172540576242407e-05,0.0,0.0,0.001663702876779185,-1.172540576243664e-05
1,135935.6390878508,0.0,1.0,0.0,0.7819372537911341,-0.00572651871476632,-1.663696284664512,0.01218408237186178,0.0,0.0,-0.001663696284664512,1.218408237186178e-05,0.001663696284663896,-1.218408237184387e-05,0.001663696284661987,-1.218408237184323e-05,0.0,0.0,0.001663696284664512,-1.218408237186178e-05
1,141253.7544622736,0.0,1.0,0.0,0.7819339083578051,-0.005950527861022981,-1.663689166719357,0.01266069757664943,0.0,0.0,-0.001663689166719357,1.266069757664943e-05,0.001663689166717663,-1.266069757662955e-05,0.001663689166718734,-1.266069757664464e-05,0.0,0.0,0.001663689166719357,-1.266069757664943e-05
1,146779.926762205,0.0,1.0,0.0,0.7819302960736502,-0.006183297654973979,-1.663681481011058,0.01315595245741744,0.0,0.0,-0.001663681481011058,1.315595245741744e-05,0.001663681481010038,-1.315595245739848e-05,0.001663681481007766,-1.315595245739145e-05,0.0,0.0,0.001663681481011058,-1.315595245741744e-05
1,152522.2956538998,0.0,1.0,0.0,0.7819263956569701,-0.006425170454372249,-1.663673182249604,0.01367057543484053,0.0,0.0,-0.001663673182249604,1.367057543484053e-05,0.00166367318224836,-1.367057543482514e-05,0.001663673182248873,-1.367057543483457e-05,0.0,0.0,0.001663673182249604,-1.367057543484053e-05
1,158489.3192461092,0.0,1.0,0.0,0.7819221841269864,-0.006676501964585809,-1.66366422155085,0.01420532332894071,0.0,0.0,-0.00166366422155085,1.420532332894071e-05,0.00166366422154951,-1.420532332893285e-05,0.00166366422154678,-1.420532332890598e-05,0.0,0.0,0.00166366422155085,-1.420532332894071e-05
1,164689.7865482846,0.0,1.0,0.0,0.7819176366730365,-0.006937661755107368,-1.663654546114812,0.01476098245769267,0.0,0.0,-0.001663654546114812,1.476098245769267e-05,0.001663654546113502,-1.476098245767679e-05,0.001663654546112844,-1.476098245767525e-05,0.0,0.0,0.001663654546114812,-1.476098245769267e-05
1,171132.8304161757,0.0,1.0,0.0,0.7819127265041839,-0.007209033795667628,-1.663644098948855,0.0153383697780511,0.0,0.0,-0.001663644098948856,1.53383697780511e-05,0.001663644098948147,-1.533836977804515e-05,0.001663644098945072,-1.533836977801623e-05,0.0,0.0,0.001663644098948856,-1.53383697780511e-05
1,177827.9410038899,0.0,1.0,0.0,0.7819074246953363,-0.007491017012471474,-1.663632818503727,0.015938334069117,0.0,0.0,-0.001663632818503727,1.5938334069117e-05,0.001663632818502681,-1.593833406910578e-05,0.001663632818500716,-1.593833406908824e-05,0.0,0.0,0.001663632818503727,-1.5938334069117e-05
1,184784.9797422266,0.0,1.0,0.0,0.7819017000142179,-0.007784025865397295,-1.663620638333633,0.01656175716047467,0.0,0.0,-0.001663620638333633,1.656175716047467e-05,0.001663620638332475,-1.656175716045066e-05,0.001663620638328123,-1.656175716041978e-05,0.0,0.0,0.001663620638333633,-1.656175716047467e-05
1,192014.1938638775,0.0,1.0,0.0,0.7818955187405466,-0.0080884909467457,-1.66360748668345,0.01720955520585683,0.0,0.0,-0.00166360748668345,1.720955520585683e-05,0.001663607486681595,-1.72095552058299e-05,0.001663607486682014,-1.720955520584191e-05,0.0,0.0,0.00166360748668345,-1.720955520585683e-05
1,199526.2314968852,0.0,1.0,0.0,0.7818888444641908,-0.008404859602395735,-1.663593286094107,0.01788268000509835,0.0,0.0,-0.001663593286094107,1.788268000509836e-05,0.001663593286092002,-1.788268000509768e-05,0.001663593286094023,-1.788268000509731e-05,0.0,0.0,0.001663593286094107,-1.788268000509836e-05
1,207332.1573485926,0.0,1.0,0.0,0.7818816378738757,-0.008733596575968606,-1.663577952925879,0.01858212037443182,0.0,0.0,-0.001663577952925878,1.858212037443182e-05,0.001663577952923934,-1.858212037440105e-05,0.00166357795292314,-1.858212037440129e-05,0.0,0.0,0.001663577952925878,-1.858212037443182e-05
1,215443.4690031854,0.0,1.0,0.0,0.7818738565260916,-0.009075184676852473,-1.663561396866877,0.0193089035678044,0.0,0.0,-0.001663561396866877,1.930890356780439e-05,0.001663561396865187,-1.93089035677857e-05,0.001663561396864025,-1.930890356777122e-05,0.0,0.0,0.001663561396866877,-1.930890356780439e-05
1,223872.1138568308,0.0,1.0,0.0,0.7818654545938521,-0.009430125472849374,-1.6635435204162,0.02006409675078851,0.0,0.0,-0.0016635435204162,2.006409675078851e-05,0.001663543520413757,-2.006409675077425e-05,0.001663543520412451,-2.006409675074335e-05,0.0,0.0,0.0016635435204162,-2.006409675078851e-05
1,232630.5067153593,0.0,1.0,0.0,0.7818563825990033,-0.00979894000815213,-1.663524218299031,0.02084880852802428,0.0,0.0,-0.001663524218299031,2.084880852802428e-05,0.001663524218298296,-2.084880852799842e-05,0.001663524218295752,-2.084880852798326e-05,0.0,0.0,0.001663524218299031,-2.084880852802428e-05
1,241731.548080407,0.0,1.0,0.0,0.7818465871210784,-0.01018216954750285,-1.663503376852192,0.02166419052658669,0.0,0.0,-0.001663503376852192,2.166419052658669e-05,0.001663503376849729,-2.16641905265505e-05,0.001663503376853358,-2.166419052660181e-05,0.0,0.0,0.001663503376852192,-2.166419052658669e-05
