case,frequency_real,frequency_imag,v(gate)_real,v(gate)_imag,v(out)_real,v(out)_imag,v(vdd)_real,v(vdd)_imag,i(vdd)_real,i(vdd)_imag,id(j1)_real,id(j1)_imag,i(vin)_real,i(vin)_imag,i(rs)_real,i(rs)_imag
1,146779.926762205,0.0,1.0,0.0,0.7186589140288921,0.0001515629662504921,0.0,0.0,-0.001529060893814921,1.67024950247333e-06,0.001529060893814922,-1.67024950247333e-06,-6.253954865565411e-10,-1.992723898750972e-06,0.001529061519210409,3.224743962776428e-07
1,152522.2956538998,0.0,1.0,0.0,0.7186589205424847,0.0001574924550200469,0.0,0.0,-0.001529060857884838,1.735593490876261e-06,0.001529060857884838,-1.735593490876261e-06,-6.751842781666124e-10,-2.070683820706149e-06,0.001529061533069116,3.35090329829887e-07
1,158489.3192461092,0.0,1.0,0.0,0.7186589275756999,0.0001636539186059212,0.0,0.0,-0.001529060819088428,1.803493884193093e-06,0.001529060819088428,-1.803493884193093e-06,-7.289449761208559e-10,-2.151693711014203e-06,0.001529061548033404,3.48199826821109e-07
1,164689.7865482846,0.0,1.0,0.0,0.7186589351699907,0.0001700564323430738,0.0,0.0,-0.001529060777197029,1.874050694574136e-06,0.001529060777197029,-1.874050694574135e-06,-7.869944394631375e-10,-2.23587289104876e-06,0.00152906156419147,3.618221964746251e-07
1,171132.8304161757,0.0,1.0,0.0,0.7186589433701166,0.0001767094266078513,0.0,0.0,-0.001529060731963741,1.947367846838889e-06,0.001529060731963741,-1.94736784683889e-06,-8.496748046477264e-10,-2.32334535025985e-06,0.001529061581638546,3.759775034209602e-07
1,177827.9410038899,0.0,1.0,0.0,0.7186589522244086,0.0001836227007072166,0.0,0.0,-0.001529060683121961,2.023553331544224e-06,0.001529060683121962,-2.023553331544224e-06,-9.173555020369868e-10,-2.41423992879362e-06,0.001529061600477465,3.906865972493971e-07
1,184784.9797422266,0.0,1.0,0.0,0.7186589617850524,0.0001908064373112579,0.0,0.0,-0.001529060630383825,2.102719364040385e-06,0.001529060630383826,-2.102719364040385e-06,-9.904354332635436e-10,-2.508690507255827e-06,0.001529061620819261,4.059711432154424e-07
1,192014.1938638775,0.0,1.0,0.0,0.7186589721083974,0.0001982712174502197,0.0,0.0,-0.0015290605734385,2.184982549749032e-06,0.001529060573438501,-2.184982549749032e-06,-1.06934532228958e-09,-2.606836203898435e-06,0.001529061642783824,4.218536541494036e-07
1,199526.2314968852,0.0,1.0,0.0,0.7186589832552879,0.0002060280360981285,0.0,0.0,-0.001529060511950358,2.27046405590665e-06,0.001529060511950358,-2.27046405590665e-06,-1.15455025401961e-09,-2.708821579519689e-06,0.001529061666500612,4.383575236130394e-07
1,207332.1573485926,0.0,1.0,0.0,0.7186589952914224,0.0002140883183659455,0.0,0.0,-0.001529060445556995,2.359289790026185e-06,0.001529060445556995,-2.359289790026185e-06,-1.246552415428372e-09,-2.814796850379262e-06,0.001529061692109409,4.555070603530754e-07
1,215443.4690031854,0.0,1.0,0.0,0.7186590082877407,0.0002224639363280781,0.0,0.0,-0.001529060373867094,2.45159058533966e-06,0.001529060373867095,-2.45159058533966e-06,-1.34589405535905e-09,-2.924918109441953e-06,0.00152906171976115,4.733275241022939e-07
1,223872.1138568308,0.0,1.0,0.0,0.7186590223208408,0.000231167226507006,0.0,0.0,-0.001529060296458129,2.547502393494742e-06,0.001529060296458129,-2.547502393494742e-06,-1.453160680435614e-09,-3.039347556275605e-06,0.00152906174961881,4.918451627808638e-07
1,232630.5067153593,0.0,1.0,0.0,0.7186590374734322,0.000240211008041751,0.0,0.0,-0.00152906021287386,2.647166484788993e-06,0.00152906021287386,-2.647166484788993e-06,-1.568984505924698e-09,-3.158253735941654e-06,0.001529061781858366,5.110872511526618e-07
1,241731.548080407,0.0,1.0,0.0,0.7186590538348222,0.0002496086015669179,0.0,0.0,-0.001529060122621652,2.750729656236491e-06,0.001529060122621652,-2.750729656236491e-06,-1.694048181884771e-09,-3.281811787229933e-06,0.001529061816669835,5.310821309934424e-07
1,251188.6431509545,0.0,1.0,0.0,0.7186590715014426,0.0002593738488300787,0.0,0.0,-0.001529060025169572,2.858344447773157e-06,0.001529060025169572,-2.858344447773157e-06,-1.82908881656278e-09,-3.410203700603111e-06,0.001529061854258389,5.518592528299548e-07
1,261015.72156825,0.0,1.0,0.0,0.7186590905774182,0.0002695211330763561,0.0,0.0,-0.001529059919943248,2.970169366918982e-06,0.001529059919943249,-2.970169366918982e-06,-1.974902320750091e-09,-3.543618586230379e-06,0.001529061894845571,5.73449219311396e-07
1,271227.2579331989,0.0,1.0,0.0,0.7186591111751797,0.000280065400230189,0.0,0.0,-0.001529059806322496,3.086369122227857e-06,0.001529059806322496,-3.086369122227857e-06,-2.132348098701049e-09,-3.682252952504854e-06,0.001529061938670595,5.958838302769979e-07
1,281838.2931264414,0.0,1.0,0.0,0.7186591334161276,0.0002910221809054242,0.0,0.0,-0.001529059683637647,3.207114865868542e-06,0.001529059683637647,-3.207114865868542e-06,-2.302354113259685e-09,-3.82631099545455e-06,0.001529061985991761,6.191961295860088e-07
1,292864.4564625195,0.0,1.0,0.0,0.7186591574313469,0.0003024076132761035,0.0,0.0,-0.001529059551165616,3.332584445693818e-06,0.001529059551165617,-3.332584445693817e-06,-2.485922355045368e-09,-3.97600489947276e-06,0.001529062037087972,6.434204537789436e-07
1,304321.9887107678,0.0,1.0,0.0,0.7186591833623795,0.0003142384668415681,0.0,0.0,-0.001529059408125633,3.462962667168724e-06,0.001529059408125633,-3.462962667168724e-06,-2.6841347479292e-09,-4.131555149810357e-06,0.001529062092260382,6.685924826416343e-07
1,316227.7660168334,0.0,1.0,0.0,0.7186592113620592,0.0003265321671208125,0.0,0.0,-0.001529059253674641,3.598441565543307e-06,0.001529059253674642,-3.598441565543307e-06,-2.898159525603915e-09,-4.293190857289716e-06,0.001529062151834169,6.947492917464095e-07
1,328599.3247600607,0.0,1.0,0.0,0.7186592415954114,0.0003393068213123857,0.0,0.0,-0.001529059086902334,3.739220688670339e-06,0.001529059086902334,-3.739220688670339e-06,-3.129258116826072e-09,-4.46115009571797e-06,0.00152906221616045,7.219294070476291e-07
1,341454.8873833552,0.0,1.0,0.0,0.7186592742406271,0.0003525812449575443,0.0,0.0,-0.001529058906825775,3.885507390884078e-06,0.001529058906825776,-3.885507390884077e-06,-3.378792579906694e-09,-4.635680252495876e-06,0.001529062285618356,7.501728616117964e-07
1,354813.3892335703,0.0,1.0,0.0,0.7186593094901116,0.0003663749896458302,0.0,0.0,-0.001529058712383628,4.037517138372392e-06,0.001529058712383629,-4.037517138372392e-06,-3.648233630262917e-09,-4.817038392937991e-06,0.001529062360617259,7.795212545655961e-07
1,368694.5064519521,0.0,1.0,0.0,0.7186593475516198,0.0003807083718037723,0.0,0.0,-0.001529058502429881,4.195473826491435e-06,0.001529058502429882,-4.195473826491435e-06,-3.93916930833782e-09,-5.005491638839884e-06,0.001529062441599191,8.100178123484518e-07
1,383118.6849557231,0.0,1.0,0.0,0.718659388649479,0.0003956025026089888,0.0,0.0,-0.001529058275727106,4.359610109489528e-06,0.001529058275727106,-4.359610109489528e-06,-4.253314338968691e-09,-5.20131756184908e-06,0.001529062529041445,8.417074523595507e-07
1,398107.1705534914,0.0,1.0,0.0,0.7186594330259134,0.0004110793190736128,0.0,0.0,-0.001529058030939152,4.530167743125196e-06,0.001529058030939152,-4.530167743125196e-06,-4.592520237358177e-09,-5.404804592217988e-06,0.00152906262345939,8.746368490927931e-07
1,413682.0402388446,0.0,1.0,0.0,0.7186594809424692,0.0004271616163426654,0.0,0.0,-0.001529057766623287,4.707397940683078e-06,0.001529057766623287,-4.707397940683078e-06,-4.958786221201642e-09,-5.616252443539814e-06,0.001529062725409509,9.088545028567349e-07
1,429866.2347082213,0.0,1.0,0.0,0.7186595326815578,0.0004438730812547759,0.0,0.0,-0.001529057481221681,4.89156174291116e-06,0.001529057481221682,-4.89156174291116e-06,-5.354270993273815e-09,-5.835972554091534e-06,0.001529062835492676,9.444108111803743e-07
1,446683.5921509565,0.0,1.0,0.0,0.718659588548119,0.0004612383272144785,0.0,0.0,-0.001529057173052236,5.082930402423128e-06,0.001529057173052236,-5.082930402423128e-06,-5.781305463906208e-09,-6.064288545432656e-06,0.0015290629543577,9.813581430095286e-07
1,464158.8833612709,0.0,1.0,0.0,0.7186596488714194,0.000479282930427235,0.0,0.0,-0.001529056840298659,5.281785783130796e-06,0.001529056840298659,-5.281785783130796e-06,-6.242406488324181e-09,-6.301536698933425e-06,0.001529063082705148,1.019750915802628e-06
1,482317.8482239234,0.0,1.0,0.0,0.7186597140069919,0.0004980334675502962,0.0,0.0,-0.001529056480999771,5.488420775293576e-06,0.001529056480999772,-5.488420775293577e-06,-6.740291699791196e-09,-6.548066450932504e-06,0.001529063221291472,1.059645675638928e-06
1,501187.2336272647,0.0,1.0,0.0,0.7186597843387313,0.0005175175548145896,0.0,0.0,-0.001529056093037945,5.703139726794801e-06,0.001529056093037945,-5.703139726794801e-06,-7.277895525963497e-09,-6.804240907251377e-06,0.001529063370933471,1.101101180456574e-06
1,520794.8328595385,0.0,1.0,0.0,0.7186598602811574,0.0005377638886749346,0.0,0.0,-0.001529055674126616,5.926258891278377e-06,0.001529055674126617,-5.926258891278376e-06,-7.858386482828254e-09,-7.07043737782079e-06,0.001529063532513101,1.144178486542414e-06
1,541169.5265464555,0.0,1.0,0.0,0.7186599422818565,0.000558802288048109,0.0,0.0,-0.001529055221796824,6.158106893803908e-06,0.001529055221796825,-6.158106893803909e-06,-8.485185848124135e-09,-7.347047932204137e-06,0.001529063706982673,1.188941038400232e-06
1,562341.3251903405,0.0,1.0,0.0,0.7186600308241211,0.0005806637382005906,0.0,0.0,-0.001529054733382646,6.399025214704005e-06,0.001529054733382646,-6.399025214704005e-06,-9.16198782426884e-09,-7.634479976832922e-06,0.00152906389537047,1.235454762128916e-06
1,584341.4133735087,0.0,1.0,0.0,0.7186601264297966,0.0006033804363501701,0.0,0.0,-0.001529054206005492,6.64936869235401e-06,0.001529054206005492,-6.64936869235401e-06,-9.892781309591329e-09,-7.933156854801181e-06,0.001529064098786801,1.28378816244717e-06
1,607202.1956909792,0.0,1.0,0.0,0.7186602296623578,0.0006269858390480986,0.0,0.0,-0.001529053636557141,6.90950604559189e-06,0.001529053636557141,-6.90950604559189e-06,-1.068187340613881e-08,-8.24351846909848e-06,0.001529064318430549,1.334012423506593e-06
1,630957.3444801836,0.0,1.0,0.0,0.7186603411302278,0.0006515147114110171,0.0,0.0,-0.001529053021681426,7.1798204165548e-06,0.001529053021681427,-7.1798204165548e-06,-1.153391480255639e-08,-8.566021930195262e-06,0.001529064555596229,1.386201513640462e-06
1,655641.8494179688,0.0,1.0,0.0,0.7186604614903664,0.000677003178274541,0.0,0.0,-0.001529052357754447,7.460709934728324e-06,0.001529052357754448,-7.460709934728324e-06,-1.245392718157908e-08,-8.90114222892947e-06,0.001529064811681631,1.440432294201151e-06
1,681292.0690579507,0.0,1.0,0.0,0.7186605914521387,0.0007034887773431518,0.0,0.0,-0.001529051640863225,7.752588303035381e-06,0.001529051640863226,-7.752588303035381e-06,-1.344733281359853e-08,-9.249372935680387e-06,0.00152906508819604,1.496784632645004e-06
1,707945.7843841269,0.0,1.0,0.0,0.7186607317814977,0.0007310105144138898,0.0,0.0,-0.001529050866782633,8.055885406823688e-06,0.001529050866782633,-8.055885406823688e-06,-1.45199865106388e-08,-9.611226926853241e-06,0.001529065386769144,1.555341520029553e-06
1,735642.2544596299,0.0,1.0,0.0,0.718660883305497,0.0007596089207543009,0.0,0.0,-0.001529050030950502,8.371047946643885e-06,0.001529050030950502,-8.371047946643887e-06,-1.567821012897297e-08,-9.98723713973814e-06,0.001529065709160632,1.616189193094257e-06
1,764422.2742525883,0.0,1.0,0.0,0.7186610469171647,0.0007893261127181615,0.0,0.0,-0.001529049128440738,8.698540095744904e-06,0.001529049128440739,-8.698540095744905e-06,-1.692882982361727e-08,-1.037795735684737e-05,0.001529066057270563,1.679417261102471e-06
1,794328.234724269,0.0,1.0,0.0,0.718661223580766,0.0008202058536856773,0.0,0.0,-0.001529048153934291,9.038844183248855e-06,0.001529048153934291,-9.038844183248857e-06,-1.827921627413876e-08,-1.078396302087796e-05,0.001529066433150566,1.745118837629101e-06
1,825404.1852680054,0.0,1.0,0.0,0.7186614143374855,0.0008522936184181345,0.0,0.0,-0.001529047101687808,9.392461404004836e-06,0.001529047101687808,-9.392461404004836e-06,-1.973732811870247e-08,-1.120585208149023e-05,0.001529066839015927,1.813390677485392e-06
1,857695.8985908806,0.0,1.0,0.0,0.7186616203115631,0.0008856366599203917,0.0,0.0,-0.001529045965499792,9.759912556159415e-06,0.001529045965499792,-9.759912556159415e-06,-2.131175885216641e-08,-1.164424587513897e-05,0.001529067277258645,1.884333318979557e-06
1,891250.9381337314,0.0,1.0,0.0,0.7186618427169174,0.00092028407890813,0.0,0.0,-0.001529044738674061,1.014173880752161e-05,0.001529044738674062,-1.014173880752161e-05,-2.301178746441828e-08,-1.209979003924104e-05,0.001529067750461526,1.958051231719425e-06
1,926118.7281287787,0.0,1.0,0.0,0.7186620828643001,0.0009562868959804016,0.0,0.0,-0.001529043413980287,1.053850249184131e-05,0.001529043413980287,-1.053850249184131e-05,-2.484743311715625e-08,-1.257315546201237e-05,0.001529068261413405,2.034652970171067e-06
1,962350.6263980733,0.0,1.0,0.0,0.7186623421690189,0.0009936981266018105,0.0,0.0,-0.00152904198361139,1.095078793616314e-05,0.00152904198361139,-1.095078793616313e-05,-2.68295141810758e-08,-1.306503926935847e-05,0.001529068813125572,2.114251333195342e-06
1,999999.9999999839,0.0,1.0,0.0,0.718662622159277,0.001032572859002545,0.0,0.0,-0.001529040439137544,1.13792023204621e-05,0.001529040439137544,-1.13792023204621e-05,-2.896971198107594e-08,-1.357616585025476e-05,0.001529069408849526,2.196963529792648e-06
1,1039122.303835152,0.0,1.0,0.0,0.7186629244851777,0.001072968335108502,0.0,0.0,-0.001529038771456498,1.182437657081349e-05,0.001529038771456498,-1.182437657081349e-05,-3.128063962478801e-08,-1.410728792210818e-05,0.001529070052096123,2.282911351294686e-06
1,1079775.162327692,0.0,1.0,0.0,0.7186632509284465,0.001114944034617919,0.0,0.0,-0.001529036970739949,1.228696628739705e-05,0.001529036970739949,-1.228696628739704e-05,-3.377591631962521e-08,-1.465918763764793e-05,0.001529070746656269,2.372221350250891e-06
1,1122018.454301945,0.0,1.0,0.0,0.7186636034129297,0.001158561762345194,0.0,0.0,-0.001529035026375638,1.276765270868511e-05,0.001529035026375638,-1.276765270868511e-05,-3.647024761582054e-08,-1.523267773495148e-05,0.001529071496623255,2.465025026266371e-06
1,1165914.401179813,0.0,1.0,0.0,0.7186639840159278,0.001203885738957052,0.0,0.0,-0.001529032926904819,1.326714371321546e-05,0.001529032926904819,-1.326714371321546e-05,-3.937951204775839e-08,-1.582860273227302e-05,0.001529072306416868,2.561459019057558e-06
1,1211527.658628569,0.0,1.0,0.0,0.7186643949804354,0.001250982695230721,0.0,0.0,-0.001529030659954754,1.378617486040245e-05,0.001529030659954754,-1.378617486040245e-05,-4.252085468350829e-08,-1.644784016940399e-05,0.001529073180809437,2.661665309001533e-06
1,1258925.411794147,0.0,1.0,0.0,0.7186648387283555,0.001299921969968532,0.0,0.0,-0.001529028212165814,1.432551047189523e-05,0.001529028212165814,-1.432551047189523e-05,-4.59127881330629e-08,-1.70913018973602e-05,0.001529074124953948,2.765791425464962e-06
1,1308177.474260173,0.0,1.0,0.0,0.718665317874766,0.001350775611708197,0.0,0.0,-0.001529025569112786,1.488594475504814e-05,0.001529025569112786,-1.488594475504814e-05,-4.957530160959871e-08,-1.775993541825707e-05,0.001529075144414396,2.87399066320893e-06
1,1359356.390878503,0.0,1.0,0.0,0.7186658352433267,0.001403618484372977,0.0,0.0,-0.001529022715219881,1.546830297012752e-05,0.001529022715219881,-1.546830297012752e-05,-5.352997868537369e-08,-1.845472527730406e-05,0.001529076245198567,2.986422307176546e-06
1,1412537.544622731,0.0,1.0,0.0,0.7186663938829116,0.001458528377011102,0.0,0.0,-0.001529019633668994,1.607344264293933e-05,0.001529019633668994,-1.607344264293933e-05,-5.780012443492482e-08,-1.917669450892039e-05,0.001529077433793429,3.103251865981068e-06
1,1467799.267622045,0.0,1.0,0.0,0.7186669970855689,0.001515586117779051,0.0,0.0,-0.001529016306300625,1.67022548246252e-05,0.001529016306300625,-1.67022548246252e-05,-6.241090271332855e-08,-1.992690613904872e-05,0.001529078717203338,3.224651314423513e-06
1,1525222.956538993,0.0,1.0,0.0,0.718667648405912,0.001574875692328699,0.0,0.0,-0.001529012713506924,1.735566540043879e-05,0.001529012713506925,-1.735566540043879e-05,-6.738948437675538e-08,-2.070646474581901e-05,0.001529080102991302,3.350799345380212e-06
1,1584893.192461087,0.0,1.0,0.0,0.7186683516820547,0.001636484366763857,0.0,0.0,-0.001529008834116204,1.803463644938151e-05,0.001529008834116204,-1.803463644938151e-05,-7.276520731673218e-08,-2.151651808079399e-05,0.001529081599323521,3.481881631412461e-06
1,1646897.865482841,0.0,1.0,0.0,0.7186691110582181,0.001700502815337383,0.0,0.0,-0.001529004645268235,1.874016765664544e-05,0.001529004645268235,-1.874016765664544e-05,-7.856974924879246e-08,-2.235825875310796e-05,0.001529083215017485,3.618091096462517e-06
1,1711328.304161752,0.0,1.0,0.0,0.7186699310091349,0.001767025253065833,0.0,0.0,-0.001529000122279633,1.947329778088257e-05,0.001529000122279633,-1.947329778088257e-05,-8.483731427094586e-08,-2.323292597889499e-05,0.001529084959593904,3.759628198012411e-06
1,1778279.410038893,0.0,1.0,0.0,0.7186708163664025,0.001836149573444477,0.0,0.0,-0.001528995238498483,2.023510617839249e-05,0.001528995238498483,-2.02351061783925e-05,-9.160483428806458e-08,-2.414180739848713e-05,0.001529086843332771,3.906701220094632e-06
1,1847849.79742226,0.0,1.0,0.0,0.7186717723469329,0.001907977491451515,0.0,0.0,-0.001528989965147414,2.102671438639636e-05,0.001528989965147414,-2.102671438639636e-05,-9.891218648532776e-08,-2.508624096395277e-05,0.0015290888773339,4.059526577556414e-06
1,1920141.938638769,0.0,1.0,0.0,0.7186728045836701,0.001982614692036399,0.0,0.0,-0.001528984271154149,2.184928776764238e-05,0.001528984271154149,-2.184928776764238e-05,-1.068024281277886e-07,-2.606761689963472e-05,0.001529091073582277,4.218329131992339e-06
1,1995262.314968846,0.0,1.0,0.0,0.7186739191587554,0.002060170984293359,0.0,0.0,-0.001528978122968563,2.270403721866794e-05,0.001528978122968563,-2.270403721866794e-05,-1.153220500644681e-07,-2.708737973844104e-05,0.001529093445018629,4.383342519773104e-06
1,2073321.57348592,0.0,1.0,0.0,0.7186751226393325,0.002140760461527376,0.0,0.0,-0.001528971484365175,2.359222094412537e-05,0.001528971484365176,-2.359222094412537e-05,-1.245212504247113e-07,-2.81470304367368e-05,0.001529096005615601,4.554809492611438e-06
1,2154434.690031847,0.0,1.0,0.0,0.7186764221162065,0.002224501667426234,0.0,0.0,-0.0015289643162299,2.451514629966228e-05,0.0015289643162299,-2.451514629966228e-05,-1.344542301124959e-07,-2.924812857078193e-05,0.001529098770460014,4.732982271119648e-06
1,2238721.138568301,0.0,1.0,0.0,0.7186778252455793,0.002311517768558456,0.0,0.0,-0.001528956576329826,2.547417170593361e-05,0.001528956576329826,-2.547417170593362e-05,-1.451795118316205e-07,-3.039229461776012e-05,0.001529101755841658,4.918122911826501e-06
1,2326305.067153586,0.0,1.0,0.0,0.71867934029411,0.00240193673342326,0.0,0.0,-0.001528948219064657,2.647070863641031e-05,0.001528948219064658,-2.647070863641031e-05,-1.567602845119505e-07,-3.158121232454491e-05,0.00152910497934917,5.110503688134596e-06
1,2417315.480804062,0.0,1.0,0.0,0.7186809761875601,0.002495891518284964,0.0,0.0,-0.001528939195198377,2.750622368173986e-05,0.001528939195198377,-2.750622368173986e-05,-1.692647751549308e-07,-3.281663116745255e-05,0.001529108459973532,5.310407485712688e-06
1,2511886.431509537,0.0,1.0,0.0,0.7186827425633131,0.002593520260030331,0.0,0.0,-0.001528929451569538,2.858224069350509e-05,0.001528929451569538,-2.858224069350509e-05,-1.827666502762246e-07,-3.410036890633558e-05,0.001529112218219815,5.518128212830491e-06
1,2610157.215682491,0.0,1.0,0.0,0.7186846498270718,0.00269496647629353,0.0,0.0,-0.001528918930778517,2.970034301032152e-05,0.001528918930778517,-2.970034301032152e-05,-1.973454492954991e-07,-3.543431423647797e-05,0.001529116276227812,5.733971226156446e-06
1,2712272.579331981,0.0,1.0,0.0,0.7186867092140684,0.002800379273099196,0.0,0.0,-0.001528907570849863,3.086217576930787e-05,0.001528907570849863,-3.086217576930787e-05,-2.13087052409013e-07,-3.682042954185934e-05,0.001529120657902273,5.958253772551482e-06
1,2818382.931264404,0.0,1.0,0.0,0.7186889328551413,0.002909913560279824,0.0,0.0,-0.00152889530486781,3.206944830606064e-05,0.00152889530486781,-3.206944830606064e-05,-2.300841856807995e-07,-3.826075375346452e-05,0.001529125389053492,6.191305447403882e-06
1,2928644.564625185,0.0,1.0,0.0,0.7186913338480702,0.003023730274929072,0.0,0.0,-0.001528882060582781,3.332393664636054e-05,0.001528882060582781,-3.332393664636054e-05,-2.484369663039847e-07,-3.975740531642238e-05,0.001529130497549086,6.433468670061856e-06
1,3043219.887107668,0.0,1.0,0.0,0.7186939263345803,0.003141996613157698,0.0,0.0,-0.001528867759986612,3.462748609293646e-05,0.001528867759986613,-3.462748609293646e-05,-2.682534912163362e-07,-4.131258526986773e-05,0.00152913601347783,6.685099176931271e-06
1,3162277.660168324,0.0,1.0,0.0,0.7186967255834693,0.003264886270423387,0.0,0.0,-0.001528852318854025,3.598201391071063e-05,0.001528852318854026,-3.598201391071063e-05,-2.896504725047407e-07,-4.292858044352633e-05,0.00152914196932653,6.946566532815716e-06
1,3285993.247600596,0.0,1.0,0.0,0.7186997480803399,0.003392579690709906,0.0,0.0,-0.001528835646247632,3.73895121140465e-05,0.001528835646247632,-3.73895121140465e-05,-3.127539233033672e-07,-4.460776677513141e-05,0.001529148400170936,7.218254661084905e-06
1,3414548.873833541,0.0,1.0,0.0,0.7187030116244597,0.003525264324834474,0.0,0.0,-0.001528817643983647,3.8852050359619e-05,0.001528817643983647,-3.885205035961899e-05,-3.376998981812013e-07,-4.635261275288383e-05,0.001529155343881829,7.500562393264838e-06
1,3548133.892335691,0.0,1.0,0.0,0.7187065354333151,0.003663134898164912,0.0,0.0,-0.00152879820605515,4.037177894862224e-05,0.001528798206055151,-4.037177894862223e-05,-3.646352923280128e-07,-4.816568298727098e-05,0.001529162841347479,7.79390403864875e-06
1,3686945.06451951,0.0,1.0,0.0,0.7187103402554644,0.003806393688030115,0.0,0.0,-0.001528777218009568,4.195093194212582e-05,0.001528777218009568,-4.195093194212582e-05,-3.937187041853183e-07,-5.004964191665798e-05,0.001529170936713754,8.09870997453216e-06
1,3831186.849557219,0.0,1.0,0.0,0.7187144484923462,0.003955250811108006,0.0,0.0,-0.001528754556276758,4.359183039348192e-05,0.001528754556276758,-4.359183039348192e-05,-4.251213665322663e-07,-5.200725765115852e-05,0.00152917967764329,8.415427257676609e-06
1,3981071.705534901,0.0,1.0,0.0,0.7187188843297513,0.004109924521074906,0.0,0.0,-0.001528730087443787,4.529688570177536e-05,0.001528730087443787,-4.529688570177536e-05,-4.590281514275384e-07,-5.404140595938154e-05,0.001529189115595216,8.744520257606184e-06
1,4136820.402388433,0.0,1.0,0.0,0.718723673879716,0.004270641516798276,0.0,0.0,-0.001528703667472226,4.706860309039318e-05,0.001528703667472226,-4.706860309039318e-05,-4.956386548293019e-07,-5.615507440272996e-05,0.001529199306127055,9.086471312336758e-06
1,4298662.3470822,0.0,1.0,0.0,0.7187288453336638,0.004437637261351449,0.0,0.0,-0.001528675140853392,4.890958521487016e-05,0.001528675140853393,-4.890958521487017e-05,-5.351683671681573e-07,-5.835136662200089e-05,0.001529210309220561,9.441781407130741e-06
1,4466835.921509551,0.0,1.0,0.0,0.7187344291276723,0.004611156312123537,0.0,0.0,-0.001528644339696709,5.082253590423945e-05,0.001528644339696709,-5.082253590423945e-05,-5.778499366351249e-07,-6.063350678109804e-05,0.001529222189633345,9.81097087685859e-06
1,4641588.833612694,0.0,1.0,0.0,0.7187404581208259,0.004791452662290269,0.0,0.0,-0.001528611082745882,5.281026404018261e-05,0.001528611082745882,-5.281026404018262e-05,-6.239345324704653e-07,-6.30048441727151e-05,0.001529235017278353,1.019458013253249e-05
1,4823178.482239218,0.0,1.0,0.0,0.718746967787677,0.00497879009390141,0.0,0.0,-0.001528575174317252,5.487568757832906e-05,0.001528575174317253,-5.487568757832907e-05,-6.736933161020653e-07,-6.546885799088525e-05,0.001529248867633355,1.059317041255619e-05
1,5011872.336272631,0.0,1.0,0.0,0.718753996425921,0.005173442542827682,0.0,0.0,-0.001528536403154223,5.702183771609871e-05,0.001528536403154224,-5.702183771609871e-05,-7.274190285869371e-07,-6.802916227530658e-05,0.001529263822182811,1.100732455920784e-05
1,5207948.328595368,0.0,1.0,0.0,0.7187615853804799,0.005375694475793879,0.0,0.0,-0.001528494541191179,5.925186321151225e-05,0.001528494541191179,-5.925186321151225e-05,-7.854277034589274e-07,-7.068951103235032e-05,0.001529279968894638,1.143764782083804e-05
1,5411695.265464537,0.0,1.0,0.0,0.7187697792852724,0.005585841279705161,0.0,0.0,-0.001528449342219838,6.15690348574089e-05,0.001528449342219838,-6.15690348574089e-05,-8.480605147830199e-07,-7.345380353763263e-05,0.001529297402734622,1.188476868022375e-05
1,5623413.251903387,0.0,1.0,0.0,0.7187786263240528,0.005804189663449371,0.0,0.0,-0.001528400540450424,6.397675011550691e-05,0.001528400540450424,-6.397675011550691e-05,-9.156857709647125e-07,-7.632608982497367e-05,0.001529316226221389,1.234933970946675e-05
1,5843414.133735067,0.0,1.0,0.0,0.7187881785118042,0.006031058072329485,0.0,0.0,-0.00152834784895945,6.647853791471822e-05,0.00152834784895945,-6.647853791471822e-05,-9.887010656652232e-07,-7.93105763664831e-05,0.001529336550025115,1.283203845176486e-05
1,6072021.956909773,0.0,1.0,0.0,0.7187984919982807,0.006266777115245918,0.0,0.0,-0.001528290958015329,6.907806361807778e-05,0.00152829095801533,-6.907806361807778e-05,-1.067535598033031e-06,-8.241163194838827e-05,0.001529358493613363,1.333356833031046e-05
1,6309573.444801815,0.0,1.0,0.0,0.7188096273954195,0.006511690004708127,0.0,0.0,-0.001528229533272318,7.177913416257106e-05,0.001528229533272318,-7.177913416257105e-05,-1.152652675383111e-06,-8.563379374705644e-05,0.001529382185947701,1.385465958448538e-05
1,6556418.494179667,0.0,1.0,0.0,0.7188216501304681,0.006766153009707343,0.0,0.0,-0.001528163213822598,7.458570337603076e-05,0.001528163213822598,-7.458570337603078e-05,-1.244552412440721e-06,-8.898177360945064e-05,0.001529407766235039,1.439607023341988e-05
1,6812920.690579485,0.0,1.0,0.0,0.7188346308268114,0.007030535921427186,0.0,0.0,-0.001528091610095575,7.750187747512646e-05,0.001528091610095576,-7.750187747512644e-05,-1.343774642320533e-06,-9.246046454199276e-05,0.001529435384737897,1.495858706686635e-05
1,7079457.843841247,0.0,1.0,0.0,0.7188486457146316,0.00730522253170459,0.0,0.0,-0.001528014301592613,8.05319207482782e-05,0.001528014301592613,-8.05319207482782e-05,-1.450902055538067e-06,-9.607494741147943e-05,0.001529465203648152,1.554302666320126e-05
1,7356422.544596274,0.0,1.0,0.0,0.7188637770736884,0.007590611124079352,0.0,0.0,-0.001527930834444571,8.368026142708553e-05,0.001527930834444571,-8.368026142708554e-05,-1.566563584552456e-06,-9.983049786129689e-05,0.001529497398029124,1.615023643421139e-05
