case,time,v(b),v(plus),v(sum),v(vn),v(a),v(out),v(vp),i(vp),i(v1),i(r1),i(rf),i(r3),i(vn),i(v2),i(r2)
1,0.002930500000000123,0.0,-0.02114662412110964,-0.02115566491169549,-12.0,-0.04229345970846049,-0.0423115413800401,12.0,-0.001146456787386117,2.114683558735085e-06,2.115566491169549e-06,-2.115587646834461e-06,-2.114662412110964e-06,0.001148571908567237,-2.115566491169549e-06,-2.114683558735085e-06
1,0.0029315000000001232,0.0,-0.02086153137539622,-0.02087059920916862,-12.0,-0.0417232713661062,-0.04174140712432933,12.0,-0.001146471233409472,2.086173999070998e-06,2.087059920916862e-06,-2.087080791516072e-06,-2.086153137539622e-06,0.001148557854020897,-2.08705992091686e-06,-2.086173999070998e-06
1,0.0029325000000001234,0.0,-0.02057561505214477,-0.02058470957112118,-12.0,-0.04115143586044006,-0.04116962498933809,12.0,-0.001146485718519863,2.057582080829529e-06,2.058470957112119e-06,-2.05849154182169e-06,-2.057561505214477e-06,0.001148543756185384,-2.058470957112118e-06,-2.057582080829529e-06
1,0.0029335000000001235,0.0,-0.02028888643884231,-0.02029800728398679,-12.0,-0.04057797576654901,-0.04059621754804643,12.0,-0.001146500242122509,2.02890893277067e-06,2.029800728398679e-06,-2.029821026405964e-06,-2.028888643884231e-06,0.001148529615594327,-2.029800728398675e-06,-2.028908932770671e-06
1,0.0029345000000001236,0.0,-0.02000135685504338,-0.0200105036662806,-12.0,-0.04000291372365533,-0.04002120743759786,12.0,-0.001146514803621368,2.000155686861194e-06,2.00105036662806e-06,-2.001070377131727e-06,-2.000135685504339e-06,0.00114851543278329,-2.00105036662806e-06,-2.000155686861195e-06
1,0.0029355000000001238,0.0,-0.01971303765192364,-0.01972221006815322,-12.0,-0.0394262724342238,-0.03944461735840712,12.0,-0.00114652940241915,1.971323478230016e-06,1.972221006815322e-06,-1.97224072902539e-06,-1.971303765192364e-06,0.001148501208289762,-1.972221006815321e-06,-1.971323478230016e-06
1,0.002936500000000124,0.0,-0.01942394021183135,-0.01943313787094207,-12.0,-0.03884807466306483,-0.03886647007326285,12.0,-0.001146544037917357,1.942413445123348e-06,1.943313787094207e-06,-1.943333220232078e-06,-1.942394021183135e-06,0.00114848694265314,-1.943313787094206e-06,-1.942413445123348e-06
1,0.002937500000000124,0.0,-0.01913407594783878,-0.01914329848672287,-12.0,-0.03826834323643705,-0.03828678840643061,12.0,-0.001146558709516302,1.913426728859826e-06,1.914329848672287e-06,-1.914348991970774e-06,-1.913407594783879e-06,0.001148472636414705,-1.914329848672286e-06,-1.913426728859826e-06
1,0.002938500000000124,0.0,-0.01884345630329057,-0.01885270335785806,-12.0,-0.03768710104114418,-0.0377055952427497,12.0,-0.001146573416615143,1.884364473785361e-06,1.885270335785806e-06,-1.885289188489164e-06,-1.884345630329057e-06,0.001148458290117608,-1.885270335785806e-06,-1.884364473785361e-06
1,0.0029395000000001243,0.0,-0.01855209275135267,-0.01856136395654572,-12.0,-0.03710437102363286,-0.037122913526731,12.0,-0.001146588158611904,1.855227827228019e-06,1.856136395654571e-06,-1.856154957018529e-06,-1.855209275135267e-06,0.001148443904306854,-1.85613639565457e-06,-1.855227827228019e-06
1,0.0029405000000001244,0.0,-0.01825999679455906,-0.01826929178436646,-12.0,-0.03652017618908607,-0.03653876626165077,12.0,-0.001146602934903505,1.826017939452702e-06,1.826929178436646e-06,-1.826947447728431e-06,-1.825999679455906e-06,0.001148429479529276,-1.826929178436646e-06,-1.826017939452701e-06
1,0.0029415000000001246,0.0,-0.01796717996435812,-0.01797649837182963,-12.0,-0.03593453960051589,-0.03595317650864298,12.0,-0.001146617744885789,1.796735963615777e-06,1.797649837182963e-06,-1.797667813681335e-06,-1.796717996435812e-06,0.001148415016333527,-1.797649837182962e-06,-1.796735963615777e-06
1,0.0029425000000001247,0.0,-0.01767365382065709,-0.01768299527791806,-12.0,-0.03534748437785239,-0.0353661673857889,12.0,-0.001146632587953549,1.76738305571953e-06,1.768299527791806e-06,-1.768317210787085e-06,-1.767365382065709e-06,0.001148400515270054,-1.768299527791808e-06,-1.76738305571953e-06
1,0.002943500000000125,0.0,-0.01737942995136537,-0.01738879408963112,-12.0,-0.03475903369703025,-0.03477776206720315,12.0,-0.001146647463500554,1.737960374566488e-06,1.738879408963113e-06,-1.738896797757203e-06,-1.737942995136537e-06,0.001148385976891082,-1.738879408963108e-06,-1.737960374566488e-06
1,0.002944500000000125,0.0,-0.01708451997193751,-0.01709390642152799,-12.0,-0.03416921078907475,-0.03418798378212019,12.0,-0.001146662370919577,1.708469081713724e-06,1.709390642152799e-06,-1.709407736059221e-06,-1.708451997193751e-06,0.0011483714017506,-1.709390642152798e-06,-1.708469081713724e-06
1,0.002945500000000125,0.0,-0.01678893552491438,-0.01679834391526869,-12.0,-0.03357803893918401,-0.03359685581397654,12.0,-0.001146677309602427,1.678910341426963e-06,1.679834391526869e-06,-1.679851189870785e-06,-1.678893552491438e-06,0.00114835679040433,-1.679834391526871e-06,-1.678910341426963e-06
1,0.0029465000000001252,0.0,-0.01649268827946416,-0.01650211823915526,-12.0,-0.03298554148581111,-0.03300440149949293,12.0,-0.001146692278939964,1.649285320634695e-06,1.650211823915526e-06,-1.650228326033766e-06,-1.649268827946416e-06,0.001148342143409724,-1.650211823915525e-06,-1.649285320634695e-06
1,0.0029475000000001254,0.0,-0.01619578993092049,-0.01620524108766985,-12.0,-0.0323917418197403,-0.03241064422775058,12.0,-0.001146707278322139,1.619595188881981e-06,1.620524108766985e-06,-1.620540314008073e-06,-1.619578993092049e-06,0.00114832746132593,-1.620524108766986e-06,-1.619595188881981e-06
1,0.0029485000000001255,0.0,-0.01589825220032216,-0.01590772418101432,-12.0,-0.03179666338316633,-0.03181560743927046,12.0,-0.001146722307138014,1.589841118284417e-06,1.590772418101432e-06,-1.590788325825614e-06,-1.589825220032216e-06,0.001148312744713784,-1.590772418101435e-06,-1.589841118284417e-06
1,0.0029495000000001256,0.0,-0.01560008683394913,-0.01560957926464666,-12.0,-0.0312003296687666,-0.03121931462508596,12.0,-0.001146737364775789,1.560024283481747e-06,1.560957926464666e-06,-1.560973536043931e-06,-1.560008683394913e-06,0.001148297994135788,-1.560957926464669e-06,-1.560024283481747e-06
1,0.0029505000000001258,0.0,-0.01530130560285952,-0.0153108181088176,-12.0,-0.03060276421877508,-0.03062178932581629,12.0,-0.001146752450622833,1.530145861591556e-06,1.53108181088176e-06,-1.531097121699869e-06,-1.530130560285952e-06,0.001148283210156085,-1.531081810881758e-06,-1.530145861591556e-06
1,0.002951500000000126,0.0,-0.01500192030242458,-0.01501145250810588,-12.0,-0.03000399062405218,-0.03002305513073683,12.0,-0.001146767564065708,1.50020703216276e-06,1.501145250810588e-06,-1.501160262263096e-06,-1.500192030242458e-06,0.001148268393340449,-1.501145250810587e-06,-1.50020703216276e-06
1,0.002952500000000126,0.0,-0.01470194275186349,-0.01471149428095293,-12.0,-0.0294040325231545,-0.02942313567684868,12.0,-0.001146782704490197,1.470208977129101e-06,1.471149428095293e-06,-1.471164139589575e-06,-1.470194275186349e-06,0.001148253544256256,-1.471149428095291e-06,-1.470208977129101e-06
1,0.002953500000000126,0.0,-0.01440138479377666,-0.01441095526919631,-12.0,-0.02880291360140125,-0.02882205464794531,12.0,-0.001146797871281332,1.44015288076246e-06,1.441095526919631e-06,-1.4411099378749e-06,-1.440138479377666e-06,0.001148238663472473,-1.441095526919633e-06,-1.44015288076246e-06
1,0.0029545000000001263,0.0,-0.01410025829367694,-0.01410984733760098,-12.0,-0.02820065758993683,-0.02821983577367534,12.0,-0.001146813063823417,1.410039929625989e-06,1.410984733760098e-06,-1.410998843607436e-06,-1.410025829367695e-06,0.001148223751559631,-1.410984733760099e-06,-1.410039929625988e-06
1,0.0029555000000001264,0.0,-0.01379857513952348,-0.01380818237339296,-12.0,-0.02759728826479836,-0.02761650282860966,12.0,-0.001146828281500058,1.379871312527488e-06,1.380818237339296e-06,-1.38083204552167e-06,-1.379857513952348e-06,0.001148208809089811,-1.380818237339297e-06,-1.379871312527488e-06
1,0.0029565000000001266,0.0,-0.01349634724125028,-0.01350597228578821,-12.0,-0.02699282944597298,-0.02701207963129928,12.0,-0.001146843523694196,1.34964822047227e-06,1.350597228578821e-06,-1.350610734551107e-06,-1.349634724125028e-06,0.00114819383663662,-1.350597228578818e-06,-1.34964822047227e-06
1,0.0029575000000001267,0.0,-0.01319358653029762,-0.01320322900552377,-12.0,-0.02638730499646054,-0.0264065900433376,12.0,-0.001146858789788119,1.319371846616292e-06,1.320322900552377e-06,-1.320336103781383e-06,-1.319358653029762e-06,0.001148178834775173,-1.320322900552377e-06,-1.319371846616292e-06
1,0.002958500000000127,0.0,-0.01289030495913977,-0.01289996448438593,-12.0,-0.02578073882132914,-0.0258000579684167,12.0,-0.001146874079163503,1.289043386218937e-06,1.289996448438593e-06,-1.290009348403077e-06,-1.289030495913977e-06,0.00114816380408207,-1.289996448438593e-06,-1.289043386218937e-06
1,0.002959500000000127,0.0,-0.01258651450081389,-0.01259619069473859,-12.0,-0.02517315486677278,-0.02519250735138414,12.0,-0.001146889391201433,1.25866403659589e-06,1.259619069473859e-06,-1.259631665664554e-06,-1.258651450081389e-06,0.001148148745135383,-1.259619069473858e-06,-1.25866403659589e-06
1,0.002960500000000127,0.0,-0.01228222714844689,-0.01229191962905075,-12.0,-0.02456457711916527,-0.02458396217729779,12.0,-0.001146904725282429,1.228234997071838e-06,1.229191962905075e-06,-1.229204254824704e-06,-1.228222714844689e-06,0.001148133658514624,-1.229191962905076e-06,-1.228234997071838e-06
1,0.0029615000000001272,0.0,-0.01197745491478279,-0.01198716329942334,-12.0,-0.02395502960411474,-0.02397444647047968,12.0,-0.001146920080786474,1.197757468933194e-06,1.198716329942334e-06,-1.198728317105634e-06,-1.197745491478279e-06,0.001148118544800734,-1.198716329942333e-06,-1.197757468933194e-06
1,0.0029625000000001274,0.0,-0.01167220983170718,-0.01168193373711423,-12.0,-0.02334453638551267,-0.02336398429356584,12.0,-0.001146935457093044,1.16723265538055e-06,1.168193373711423e-06,-1.168205055645161e-06,-1.167220983170718e-06,0.001148103404576062,-1.16819337371142e-06,-1.167232655380549e-06
1,0.0029635000000001275,0.0,-0.0113665039497736,-0.01137624299206403,-12.0,-0.0227331215645867,-0.02275259974655799,12.0,-0.001146950853581128,1.13666176148131e-06,1.137624299206403e-06,-1.137635675449395e-06,-1.13665039497736e-06,0.001148088238424338,-1.137624299206405e-06,-1.13666176148131e-06
1,0.0029645000000001276,0.0,-0.01106034933772665,-0.01107010313242,-12.0,-0.02212080927894669,-0.02214031696587132,12.0,-0.001146966269629261,1.106045994122004e-06,1.107010313242e-06,-1.107021383345132e-06,-1.106034933772665e-06,0.001148073046930656,-1.107010313241999e-06,-1.106045994122004e-06
1,0.0029655000000001278,0.0,-0.01075375808202604,-0.01076352624405921,-12.0,-0.02150762370163289,-0.02152716012338086,12.0,-0.001146981704615547,1.075386561960686e-06,1.076352624405921e-06,-1.076363387932165e-06,-1.075375808202604e-06,0.001148057830681454,-1.076352624405922e-06,-1.075386561960686e-06
1,0.002966500000000128,0.0,-0.01044674228636989,-0.0104565244301128,-12.0,-0.02089358904016266,-0.02091315342546991,12.0,-0.001146997157917686,1.044684675379276e-06,1.045652443011281e-06,-1.045662899535711e-06,-1.04467422863699e-06,0.001148042590264492,-1.045652443011282e-06,-1.044684675379276e-06
1,0.002967500000000128,0.0,-0.01013931407121581,-0.01014910981048628,-12.0,-0.02027872953557232,-0.02029832111207066,12.0,-0.001147012628913005,1.013941546435652e-06,1.014910981048628e-06,-1.014921130158438e-06,-1.013931407121581e-06,0.00114802732626883,-1.014910981048627e-06,-1.013941546435652e-06
1,0.002968500000000128,0.0,-0.009831485573303815,-0.009841294521382965,-12.0,-0.01966306946146337,-0.01968268745571115,12.0,-0.001147028116978476,9.831583888159549e-07,9.841294521382965e-07,-9.841392934328181e-07,-9.831485573303816e-07,0.001148012039284806,-9.841294521382978e-07,-9.83158388815955e-07
1,0.0029695000000001283,0.0,-0.009523268945175243,-0.009533090714822796,-12.0,-0.01904663312303994,-0.01906627676055274,12.0,-0.001147043621490751,9.523364177864701e-07,9.533090714822796e-07,-9.533186045729947e-07,-9.523268945175243e-07,0.001147996729904019,-9.533090714822804e-07,-9.5233641778647e-07
1,0.0029705000000001284,0.0,-0.009214676354695339,-0.009224510558164705,-12.0,-0.01842944485615423,-0.01844911336143499,12.0,-0.001147059141826186,9.214768501458889e-07,9.224510558164706e-07,-9.224602803270284e-07,-9.21467635469534e-07,0.001147981398719303,-9.224510558164722e-07,-9.214768501458889e-07
1,0.0029715000000001286,0.0,-0.008905719984570829,-0.008915566233624722,-12.0,-0.0178115290263415,-0.01783122162291178,12.0,-0.001147074677360862,8.905809041770675e-07,8.915566233624722e-07,-8.915655389287058e-07,-8.90571998457083e-07,0.001147966046324705,-8.91556623362475e-07,-8.905809041770677e-07
1,0.0029725000000001287,0.0,-0.008596412031870539,-0.008606269937795986,-12.0,-0.0171929100278614,-0.01721262593829135,12.0,-0.00114709022747062,8.596497995990858e-07,8.606269937795987e-07,-8.606356000495367e-07,-8.59641203187054e-07,0.001147950673315468,-8.606269937795993e-07,-8.596497995990858e-07
1,0.002973500000000129,0.0,-0.008286764707542645,-0.008296633881166644,-12.0,-0.01657361228273237,-0.0165933507286721,12.0,-0.001147105791531081,8.286847575189722e-07,8.296633881166644e-07,-8.296716847505458e-07,-8.286764707542645e-07,0.001147935280288006,-8.296633881166627e-07,-8.286847575189723e-07
1,0.002974500000000129,0.0,-0.007976790235933135,-0.007986670287637653,-12.0,-0.01595366023976863,-0.01597342044197819,12.0,-0.001147121368917676,7.976870003835495e-07,7.986670287637653e-07,-7.986750154340536e-07,-7.976790235933136e-07,0.001147919867839882,-7.986670287637668e-07,-7.976870003835495e-07
1,0.002975500000000129,0.0,-0.00766650085430374,-0.007676391394041466,-12.0,-0.01533307837361603,-0.01535285955199688,12.0,-0.001147136959005668,7.666577519312285e-07,7.676391394041467e-07,-7.676468157955409e-07,-7.66650085430374e-07,0.001147904436569785,-7.676391394041463e-07,-7.666577519312285e-07
1,0.002976500000000129,0.0,-0.007355908812347591,-0.007365809449657096,-12.0,-0.01471189118378331,-0.01473169255740869,12.0,-0.001147152561170185,7.355982371435717e-07,7.365809449657097e-07,-7.365883107751594e-07,-7.35590881234759e-07,0.001147888987077514,-7.365809449657098e-07,-7.355982371435717e-07
1,0.0029775000000001293,0.0,-0.007045026371707041,-0.007054936715728265,-12.0,-0.0140901231936778,-0.01410994398082369,12.0,-0.00114716817478624,7.045096821970759e-07,7.054936715728265e-07,-7.055007265095425e-07,-7.045026371707042e-07,0.001147873519963945,-7.054936715728251e-07,-7.045096821970759e-07
1,0.0029785000000001295,0.0,-0.006733865805488353,-0.006743785464978054,-12.0,-0.01346779894963476,-0.01348763836781076,12.0,-0.001147183799228758,6.733933144146409e-07,6.743785464978054e-07,-6.743852902832705e-07,-6.733865805488354e-07,0.001147858035831021,-6.743785464978057e-07,-6.733933144146409e-07
1,0.0029795000000001296,0.0,-0.006422439397777891,-0.006432367981125035,-12.0,-0.01284494301994976,-0.01286480028592988,12.0,-0.001147199433872607,6.42250362217187e-07,6.432367981125036e-07,-6.432432304804847e-07,-6.422439397777891e-07,0.00114784253528172,-6.43236798112503e-07,-6.42250362217187e-07
1,0.0029805000000001297,0.0,-0.006110759443156805,-0.006120696558398124,-12.0,-0.01222157999390804,-0.01224145432376183,12.0,-0.001147215078092616,6.110820550751239e-07,6.120696558398124e-07,-6.120757765363708e-07,-6.110759443156805e-07,0.001147827018920037,-6.12069655839814e-07,-6.110820550751238e-07
1,0.00298150000000013,0.0,-0.005798838246216374,-0.005808783501051682,-12.0,-0.01159773448081521,-0.01161762508993837,12.0,-0.001147230731263607,5.798896234598839e-07,5.808783501051682e-07,-5.808841588886691e-07,-5.798838246216374e-07,0.001147811487350961,-5.808783501051665e-07,-5.798896234598838e-07
1,0.00298250000000013,0.0,-0.00548668812107101,-0.005496641122878912,-12.0,-0.01097343110902323,-0.01099333721216905,12.0,-0.00114724639276042,5.486742987952221e-07,5.496641122878912e-07,-5.496696089290142e-07,-5.48668812107101e-07,0.00114779594118045,-5.496641122878896e-07,-5.486742987952222e-07
1,0.00298350000000013,0.0,-0.005174321390873693,-0.005184281746726781,-12.0,-0.0103486945249613,-0.01036861533627103,12.0,-0.001147262061957938,5.174373134087604e-07,5.184281746726781e-07,-5.18433358954425e-07,-5.174321390873693e-07,0.001147780381015414,-5.184281746726795e-07,-5.174373134087603e-07
1,0.0029845000000001303,0.0,-0.004861750387327368,-0.004871717704008133,-12.0,-0.00972354939215861,-0.009743484125193307,12.0,-0.001147277738231111,4.861799004831241e-07,4.871717704008134e-07,-4.871766421185174e-07,-4.861750387327368e-07,0.001147764807463683,-4.871717704008138e-07,-4.861799004831241e-07
1,0.0029855000000001304,0.0,-0.0045489874502004,-0.004558961334216306,-12.0,-0.009098020390275303,-0.009117968258045957,12.0,-0.001147293420954983,4.549032940074904e-07,4.558961334216306e-07,-4.559006923829651e-07,-4.5489874502004e-07,0.001147749221133993,-4.558961334216301e-07,-4.549032940074903e-07
1,0.0029865000000001305,0.0,-0.00423604492683819,-0.004246024984437624,-12.0,-0.00847213221412565,-0.008492092429125091,12.0,-0.001147309109504721,4.23608728728746e-07,4.246024984437624e-07,-4.246067444687467e-07,-4.23604492683819e-07,0.001147733622635958,-4.246024984437604e-07,-4.23608728728746e-07
1,0.0029875000000001307,0.0,-0.003922935171675363,-0.003932921008862823,-12.0,-0.007845909572702444,-0.007865881346935735,12.0,-0.001147324803255635,3.922974401027082e-07,3.932921008862824e-07,-3.932960338072912e-07,-3.922935171675363e-07,0.001147718012580047,-3.932921008862816e-07,-3.922974401027082e-07
1,0.002988500000000131,0.0,-0.003609670545749452,-0.003619661768301407,-12.0,-0.007219377188204363,-0.007239359733220496,12.0,-0.001147340501583207,3.609706642454911e-07,3.619661768301407e-07,-3.619697964919089e-07,-3.609670545749452e-07,0.001147702391577563,-3.619661768301419e-07,-3.609706642454911e-07
1,0.002989500000000131,0.0,-0.003296263416210787,-0.003306259629691058,-12.0,-0.006592559795055738,-0.006612552321978415,12.0,-0.001147356203863115,3.296296378844951e-07,3.306259629691058e-07,-3.306292692287357e-07,-3.296263416210787e-07,0.001147686760240619,-3.306259629691037e-07,-3.296296378844951e-07
1,0.002990500000000131,0.0,-0.002982726155836735,-0.002992726965612055,-12.0,-0.005965482138935029,-0.005985483858493768,12.0,-0.001147371909471259,2.982755983098294e-07,2.992726965612055e-07,-2.992756892881713e-07,-2.982726155836735e-07,0.00114767111918211,-2.992726965612034e-07,-2.982755983098294e-07
1,0.002991500000000131,0.0,-0.002669071142541118,-0.002679076153796837,-12.0,-0.005338168975793661,-0.005358179098355211,12.0,-0.001147387617783787,2.669097833252544e-07,2.679076153796837e-07,-2.679102944558375e-07,-2.669071142541118e-07,0.001147655469015698,-2.679076153796836e-07,-2.669097833252544e-07
1,0.0029925000000001313,0.0,-0.002355310758887152,-0.002365319576642703,-12.0,-0.004710645070881894,-0.004730662806481174,12.0,-0.001147403328177118,2.355334311994742e-07,2.365319576642703e-07,-2.365343229838471e-07,-2.355310758887152e-07,0.001147639810355782,-2.365319576642674e-07,-2.355334311994741e-07
1,0.0029935000000001315,0.0,-0.002041457391597363,-0.002051469620722006,-12.0,-0.004082935197768643,-0.00410295975614022,12.0,-0.001147419040027969,2.04147780617128e-07,2.051469620722006e-07,-2.051490135418214e-07,-2.041457391597363e-07,0.001147624143817475,-2.051469620722005e-07,-2.04147780617128e-07
1,0.0029945000000001316,0.0,-0.001727523431065289,-0.001737538676293417,-12.0,-0.003455064137364889,-0.003475094727973597,12.0,-0.001147434752713382,1.727540706299601e-07,1.737538676293417e-07,-1.73755605168018e-07,-1.727523431065289e-07,0.001147608470016582,-1.737538676293405e-07,-1.727540706299601e-07
1,0.0029955000000001317,0.0,-0.001413521270865973,-0.001423539136813122,-12.0,-0.002827056676944655,-0.002847092509017612,12.0,-0.001147450465610743,1.413535406078682e-07,1.423539136813122e-07,-1.42355337220449e-07,-1.413521270865973e-07,0.001147592789569576,-1.423539136813142e-07,-1.413535406078682e-07
1,0.002996500000000132,0.0,-0.001099463307267219,-0.001109483398445321,-12.0,-0.002198937609167512,-0.002218977891724627,12.0,-0.001147466178097812,1.099474301900292e-07,1.109483398445321e-07,-1.109494493279306e-07,-1.09946330726722e-07,0.001147577103093571,-1.109483398445304e-07,-1.099474301900292e-07
1,0.002997500000000132,0.0,-0.0007853619387398551,-0.0007953838595730681,-12.0,-0.001570731731099098,-0.001590775672984732,12.0,-0.001147481889552747,7.853697923592427e-08,7.953838595730682e-08,-7.953918134116641e-08,-7.853619387398552e-08,0.001147561411206305,-7.953838595730539e-08,-7.853697923592427e-08
1,0.002998500000000132,0.0,-0.0004712295654679043,-0.0004812529203080879,-12.0,-0.0009424638432314633,-0.0009625106531453787,12.0,-0.001147497599354129,4.712342777635591e-08,4.812529203080879e-08,-4.812577328372909e-08,-4.712295654679043e-08,0.001147545714526106,-4.812529203080694e-08,-4.712342777635591e-08
1,0.0029995000000001323,0.0,-0.0001570785888595831,-0.0001671029820020867,-12.0,-0.0003141587485050548,-0.0003342076350339935,12.0,-0.001147513306880984,1.570801596454717e-08,1.671029820020867e-08,-1.671046530319068e-08,-1.570785888595831e-08,0.001147530013671875,-1.671029820020876e-08,-1.570801596454717e-08
1,0.003000500000000132,0.0,0.0001570785889426423,0.0001470535532435702,-12.0,0.000314158748671174,0.0002941085770226729,12.0,-0.001147529011512811,-1.570801597285318e-08,-1.470535532435702e-08,1.470550237791027e-08,1.570785889426423e-08,0.001147514309263061,1.470535532435781e-08,1.570801597285318e-08
1,0.003001500000000132,0.0,0.0004712295655509603,0.000461204283066407,-12.0,0.0009424638433975761,0.0009224131781756447,12.0,-0.001147544712629605,-4.712342778466159e-08,-4.61204283066407e-08,4.612088951092378e-08,4.712295655509603e-08,0.001147498601919633,4.612042830664033e-08,4.712342778466159e-08
1,0.003002500000000133,0.0,0.000785361938823082,0.0007753368053337867,-12.0,0.001570731731265553,0.001550681364035627,12.0,-0.00114756040961188,-7.853697924424705e-08,-7.753368053337867e-08,7.753445587018405e-08,7.853619388230821e-08,0.00114748289226206,7.753368053338057e-08,7.853697924424706e-08
1,0.003003500000000133,0.0,0.001099463307350259,0.001089438718631254,-12.0,0.002198937609333592,0.002178888331649694,12.0,-0.001147576101840699,-1.099474301983333e-07,-1.089438718631254e-07,1.08944961301844e-07,1.099463307350259e-07,0.001147467180911282,1.089438718631249e-07,1.099474301983333e-07
1,0.003004500000000133,0.0,0.001413521270949,0.001403497622753614,-12.0,0.002827056677110709,0.002807009280483456,12.0,-0.001147591788697691,-1.413535406161709e-07,-1.403497622753614e-07,1.403511657729842e-07,1.413521270949e-07,0.001147451468488688,1.40349762275359e-07,1.413535406161709e-07
1,0.003005500000000133,0.0,0.001727523431148122,0.001717501119192734,-12.0,0.003455064137530555,0.003435019413396659,12.0,-0.001147607469565078,-1.727540706382434e-07,-1.717501119192734e-07,1.717518294203926e-07,1.727523431148122e-07,0.001147435755616092,1.717501119192731e-07,1.727540706382434e-07
1,0.003006500000000133,0.0,0.002041457391680354,0.002031436811628407,-12.0,0.004082935197934625,0.004062893937624931,12.0,-0.001147623143825703,-2.041477806254271e-07,-2.031436811628408e-07,2.031457125996524e-07,2.041457391680354e-07,0.001147420042915706,2.0314368116284e-07,2.041477806254271e-07
1,0.0030075000000001333,0.0,0.002355310758970119,0.002345292306416878,-12.0,0.004710645071047828,0.004690608065756821,12.0,-0.001147638810863049,-2.355334312077709e-07,-2.345292306416878e-07,2.345315759339943e-07,2.355310758970119e-07,0.001147404331010117,2.345292306416906e-07,2.355334312077709e-07
1,0.003008500000000133,0.0,0.002669071142624059,0.002659055213080623,-12.0,0.005338168975959544,0.005318137016713376,12.0,-0.001147654470061265,-2.669097833335486e-07,-2.659055213080623e-07,2.659081803632754e-07,2.669071142624059e-07,0.001147388620522261,2.659055213080623e-07,2.669097833335486e-07
1,0.003009500000000134,0.0,0.002982726155919646,0.002972713144797689,-12.0,0.005965482139100853,0.005945456016726827,12.0,-0.001147670120805189,-2.982755983181206e-07,-2.972713144797689e-07,2.972742871929138e-07,2.982726155919646e-07,0.001147372912075397,2.972713144797685e-07,2.982755983181207e-07
1,0.0030105000000001337,0.0,0.003296263416293666,0.003286253718889492,-12.0,0.006592559795221497,0.006572540300316173,12.0,-0.001147685762480373,-3.296296378927831e-07,-3.286253718889492e-07,3.286286581426681e-07,3.296263416293666e-07,0.001147357206293086,3.286253718889478e-07,3.29629637892783e-07
1,0.003011500000000134,0.0,0.003609670545832295,0.003599664557311426,-12.0,0.00721937718837005,0.007199365111268427,12.0,-0.001147701394473107,-3.609706642537754e-07,-3.599664557311427e-07,3.599700553957001e-07,3.609670545832296e-07,0.001147341503799161,3.599664557311449e-07,3.609706642537754e-07
1,0.003012500000000134,0.0,0.003922935171758343,0.003912933287139937,-12.0,0.007845909572868405,0.007825905703612746,12.0,-0.001147717016170442,-3.922974401110062e-07,-3.912933287139937e-07,3.912972416472808e-07,3.922935171758344e-07,0.001147325805217704,3.912933287139941e-07,3.922974401110062e-07
1,0.003013500000000134,0.0,0.004236044926920952,0.004226047541062121,-12.0,0.008472132214291174,0.008452137342599655,12.0,-0.001147732626960211,-4.236087287370222e-07,-4.226047541062122e-07,4.226089801537534e-07,4.236044926920952e-07,0.001147310111173019,4.226047541062106e-07,4.236087287370222e-07
1,0.0030145000000001343,0.0,0.004548987450283115,0.004538994957863376,-12.0,0.009098020390440735,0.009078035305676333,12.0,-0.001147748226231057,-4.54903294015762e-07,-4.538994957863377e-07,4.539040347812957e-07,4.548987450283116e-07,0.001147294422289612,4.538994957863356e-07,4.54903294015762e-07
1,0.003015500000000134,0.0,0.004861750387410033,0.004851763182915652,-12.0,0.009723549392323942,0.009703574883463132,12.0,-0.001147763813372454,-4.861799004913908e-07,-4.851763182915651e-07,4.851811700547481e-07,4.861750387410034e-07,0.001147278739192157,4.851763182915669e-07,4.861799004913908e-07
1,0.003016500000000134,0.0,0.005174321390956305,0.005164339868664898,-12.0,0.01034869452512652,0.01032873138072848,12.0,-0.00114777938777473,-5.174373134170217e-07,-5.164339868664898e-07,5.164391512063586e-07,5.174321390956306e-07,0.001147263062505481,5.164339868664892e-07,5.174373134170217e-07
1,0.003017500000000135,0.0,0.005486688121153743,0.005476712675118548,-12.0,0.0109734311091887,0.01095348011736385,12.0,-0.001147794948829091,-5.486742988034956e-07,-5.476712675118548e-07,5.476767442245298e-07,5.486688121153743e-07,0.001147247392854526,5.476712675118546e-07,5.486742988034957e-07
1,0.003018500000000135,0.0,0.005798838246298874,0.005788869270333261,-12.0,0.01159773448098021,0.01157779642935923,12.0,-0.001147810495927644,-5.798896234681338e-07,-5.788869270333262e-07,5.788927159025967e-07,5.798838246298875e-07,0.001147231730864336,5.788869270333243e-07,5.798896234681338e-07
1,0.003019500000000135,0.0,0.006110759443239243,0.006100797330901137,-12.0,0.01222157999407292,0.01220165566977558,12.0,-0.001147826028463418,-6.110820550833676e-07,-6.100797330901138e-07,6.100858338874447e-07,6.110759443239243e-07,0.001147216077160021,6.10079733090115e-07,6.110820550833675e-07
1,0.003020500000000135,0.0,0.006422439397860263,0.006412484542436631,-12.0,0.0128449430201145,0.01282503320971869,12.0,-0.00114784154583039,-6.422503622254243e-07,-6.412484542436631e-07,6.412548667282056e-07,6.422439397860264e-07,0.001147200432366737,6.41248454243663e-07,6.422503622254242e-07
