Cbypass,time,V(in),V(em),V(col),V(out),V(base),V(low),I(RC),I(RE1),Ic(Q1),Ib(Q1),Ie(Q1)
0.0001,0.04597900000000597,-0.001315643590550985,1.348746062064426,7.603845583183428,0.03035002916463192,2.009862797072738,1.214752820166551,0.001332168005095931,0.001339932418978749,0.001331522259783687,8.41015919511502e-06,-0.001339932418978802
0.0001,0.045981000000005975,-0.001190971600575639,1.348849884505842,7.600659456136853,0.02716377974825246,2.009987494454464,1.214752634710667,0.001333133498140348,0.001340972497951747,0.001332555545370859,8.41695258095546e-06,-0.001340972497951815
0.0001,0.04598300000000598,-0.001066111542378946,1.348953877737677,7.597468733663916,0.02397294847376585,2.010112377160735,1.214752470075249,0.001334100383738207,0.001342014076624283,0.00133359032100762,8.423755616592883e-06,-0.001342014076624212
0.0001,0.04598500000000598,-0.0009410831328109526,1.349058025371144,7.594273918568952,0.02077803816393686,2.010237425470931,1.214752326288186,0.00133506850952456,0.001343056990829576,0.001334626423602767,8.430567226802048e-06,-0.001343056990829569
0.0001,0.04598700000000598,-0.0008159061153069071,1.349162310986884,7.591075514692633,0.01757955267572608,2.010362619638282,1.214752203374082,0.001336037722820414,0.001344101076128017,0.001335663689785473,8.437386342561737e-06,-0.001344101076128035
0.0001,0.04598900000000598,-0.0006906002567695377,1.349266718137586,7.587874026476996,0.01437799646530546,2.010487939892985,1.214752101354247,0.001337007870764547,0.001345146167833386,0.001336701955947416,8.444211885962884e-06,-0.001345146167833379
0.0001,0.045991000000005985,-0.000565185344444798,1.349371230350518,7.584669959060925,0.01117387468355435,2.010613366445325,1.214752020246696,0.001337978800284568,0.001346192101038215,0.001337741058254429,8.451042783844099e-06,-0.001346192101038273
0.0001,0.04599300000000599,-0.0004396811828029012,1.349475831130254,7.581463818312628,0.007967693208518867,2.010738879488801,1.214751960066144,0.001338950358087083,0.001347238710641103,0.001338780832685889,8.457877955194897e-06,-0.001347238710641084
0.0001,0.04599500000000599,-0.0003141075904052938,1.349580503961132,7.578256110475323,0.004759958291108646,2.010864459203255,1.214751920823999,0.001339922390765054,0.00134828583137133,0.001339821115046635,8.464716324674016e-06,-0.001348285831371309
0.0001,0.04599700000000599,-0.0001884843967779106,1.349685232309999,7.575047342227677,0.001551176615518735,2.010990085758002,1.214751902528365,0.001340894744779492,0.00134933329781634,0.001340861741008237,8.47155680821672e-06,-0.001349333297816454
0.0001,0.04599900000000599,-6.283143927929569e-05,1.349789999628755,7.571838020696653,-0.001658144687912255,2.011115739314956,1.214751905184036,0.00134186726645556,0.001350380944447191,0.001341902546118307,8.478398328876813e-06,-0.001350380944447184
0.0001,0.046001000000005995,6.283144003194657e-05,1.349894789357054,7.568628653207803,-0.004867498292413508,2.011241400031772,1.214751928792493,0.001342839802058242,0.001351428605645615,0.001342943365844886,8.485239800838008e-06,-0.001351428605645724
0.0001,0.046003000000006,0.0001884843975304426,1.349999584924862,7.565419747323013,-0.008076376637041527,2.011367048064972,1.214751973351905,0.001343812197780905,0.001352476115729568,0.001343984035583938,8.492080145625895e-06,-0.001352476115729564
0.0001,0.046005000000006,0.0003141075911581563,1.350104369755176,7.562211810630153,-0.01128427213702921,2.011492663573083,1.214752038857128,0.001344784299809045,0.001353523308980471,0.001345024390703817,8.498918276698017e-06,-0.001353523308980515
0.0001,0.046007000000006,0.000439681183555407,1.350209127266605,7.559005350847976,-0.0144906770788884,2.011618226719767,1.214752125299702,0.001345755954288492,0.001354570019669024,0.001346064266554996,8.505753114190506e-06,-0.001354570019669187
0.0001,0.046009000000006,0.0005651853451968282,1.350313840876117,7.555800875675281,-0.01769508377124041,2.011743717676957,1.214752232667854,0.001346727007371127,0.001355616082082627,0.001347103498510796,8.512583571991951e-06,-0.001355616082082788
0.0001,0.046011000000006005,0.0006906002575204063,1.350418494001548,7.55259889253454,-0.02089698480119484,2.011869116627985,1.214752360946496,0.001347697305292563,0.001356661330550519,0.001348141921980355,8.519408570366535e-06,-0.001356661330550721
0.0001,0.04601300000000601,0.0008159061160576299,1.350523070064426,7.549399908757813,-0.0240958728484344,2.011994403770714,1.214752510117229,0.001348666694315814,0.001357705599471968,0.00134917937244919,8.526227022934762e-06,-0.001357705599472125
0.0001,0.04601500000000601,0.000941083133560844,1.350627552492497,7.546204431374569,-0.02729124089739177,2.012119559320661,1.214752680158343,0.001349635020795585,0.001358748723341538,0.00135021568549084,8.533037850926574e-06,-0.001358748723341766
0.0001,0.04601700000000601,0.001066111543128452,1.350731924722488,7.543012966958592,-0.03048258239033874,2.012244563514128,1.214752871044821,0.001350602131224669,0.001359790536776673,0.001351250696807655,8.539839969251483e-06,-0.001359790536776906
0.0001,0.04601900000000601,0.001190971601324077,1.350836170202689,7.539826021675204,-0.03366939118016532,2.012369396611318,1.214753082748337,0.001351567872219635,0.001360830874543519,0.001352284242243561,8.546632300281514e-06,-0.001360830874543843
0.0001,0.046021000000006015,0.001315643591297109,1.350940272395718,7.536644101170175,-0.0368511616414624,2.012494038899451,1.214753315237265,0.001352532090554492,0.001361869571584531,0.001353316157823965,8.55341376086272e-06,-0.001361869571584828
0.0001,0.04602300000000602,0.001440107825896214,1.351044214781094,7.533467710452669,-0.04002738878758372,2.012618470695883,1.214753568476682,0.001353494633196161,0.001362906463044122,0.001354346279768963,8.560183275510942e-06,-0.001362906463044474
0.0001,0.04602500000000602,0.00156434465077535,1.351147980857986,7.530297353776859,-0.04319756838901334,2.01274267235121,1.214753842428368,0.001354455347340346,0.001363941384296177,0.001355374444533225,8.566939763396793e-06,-0.001363941384296621
0.0001,0.04602700000000602,0.001688334447500231,1.351251554147835,7.527133534773562,-0.04636119684174478,2.012866624252372,1.214754137050816,0.001355414080371648,0.00136497417097019,0.001356400488818757,8.573682151852878e-06,-0.00136497417097061
0.0001,0.04602900000000602,0.001812057636643496,1.351354918197047,7.523976755998994,-0.04951777161850579,2.012990306825746,1.214754452299234,0.001356370680000305,0.001366004658978131,0.001357424249614943,8.580409363694627e-06,-0.001366004658978638
