case,time,v(out),v(vn),v(in),v(vp),i(vp),i(vin),i(rl),i(vn)
1,9.619000000000259e-05,0.1965474233622186,-12.0,-3.399766893618065,12.0,-0.001157222664260793,3.399766893618065e-09,1.965474233622186e-05,0.001137566493455543
1,9.621000000000259e-05,0.194553116592257,-12.0,-3.445569041942638,12.0,-0.00115712553542356,3.445569041942638e-09,1.94553116592257e-05,0.001137668729490693
1,9.62300000000026e-05,0.1925587939026272,-12.0,-3.490827094973186,12.0,-0.00115702838734269,3.490827094973186e-09,1.925587939026272e-05,0.001137770948418293
1,9.62500000000026e-05,0.1905644919868803,-12.0,-3.535533905938486,12.0,-0.001156931206305578,3.535533905938486e-09,1.905644919868803e-05,0.001137873132863535
1,9.62700000000026e-05,0.1885701742972003,-12.0,-3.579682415114853,12.0,-0.001156834005803024,3.579682415114853e-09,1.885701742972003e-05,0.001137975299979048
1,9.62900000000026e-05,0.1865758772380056,-12.0,-3.623265650940878,12.0,-0.001156736772551584,3.623265650940879e-09,1.865758772380056e-05,0.001138077432847925
1,9.63100000000026e-05,0.1845815645494685,-12.0,-3.666276731118367,12.0,-0.001156639519616021,3.666276731118368e-09,1.845815645494685e-05,0.001138179548167799
1,9.633000000000261e-05,0.1825872723491587,-12.0,-3.708708863699161,12.0,-0.001156542234136155,3.708708863699162e-09,1.825872723491587e-05,0.001138281629473518
1,9.635000000000261e-05,0.1805929646629622,-12.0,-3.750555348157707,12.0,-0.001156444928756599,3.750555348157707e-09,1.805929646629622e-05,0.001138383693013808
1,9.637000000000262e-05,0.1785986773238658,-12.0,-3.791809576448962,12.0,-0.001156347591034581,3.791809576448962e-09,1.785986773238658e-05,0.001138485722769209
1,9.639000000000262e-05,0.1766043746412117,-12.0,-3.832465034052043,12.0,-0.001156250233200377,3.832465034052044e-09,1.766043746412117e-05,0.001138587734545568
1,9.641000000000262e-05,0.1746100921656522,-12.0,-3.872515300998881,12.0,-0.001156152843222851,3.872515300998881e-09,1.746100921656522e-05,0.001138689712763121
1,9.643000000000263e-05,0.1726157944877466,-12.0,-3.911954052888047,12.0,-0.00115605543292369,3.911954052888047e-09,1.726157944877466e-05,0.001138791672790813
1,9.645000000000263e-05,0.1706215168780431,-12.0,-3.950775061883497,12.0,-0.001155957990677687,3.950775061883497e-09,1.706215168780431e-05,0.001138893599482608
1,9.647000000000263e-05,0.1686272242060967,-12.0,-3.988972197697837,12.0,-0.001155860527903623,3.988972197697838e-09,1.686272242060967e-05,0.001138995507776457
1,9.649000000000264e-05,0.1666329514645636,-12.0,-4.026539428560506,12.0,-0.001155763033376557,4.026539428560506e-09,1.666329514645636e-05,0.001139097382954203
1,9.651000000000264e-05,0.1646386637997909,-12.0,-4.0634708221703,12.0,-0.00115566551811799,4.063470822170301e-09,1.646386637997909e-05,0.001139199239528634
1,9.653000000000264e-05,0.162644395928738,-12.0,-4.099760546631985,12.0,-0.001155567971297681,4.099760546631985e-09,1.62644395928738e-05,0.001139301063203646
1,9.655000000000264e-05,0.1606501132723581,-12.0,-4.135402871377465,12.0,-0.001155470403545397,4.135402871377465e-09,1.606501132723582e-05,0.001139402868072638
1,9.657000000000265e-05,0.158655850274091,-12.0,-4.170392168070443,12.0,-0.001155372804420065,4.170392168070442e-09,1.58655850274091e-05,0.001139504640255824
1,9.659000000000265e-05,0.1566615726273268,-12.0,-4.204722911495342,12.0,-0.001155275184165221,4.204722911495342e-09,1.566615726273268e-05,0.001139606393432921
1,9.661000000000265e-05,0.1546673145041463,-12.0,-4.238389680429842,12.0,-0.001155177532723498,4.238389680429842e-09,1.546673145041463e-05,0.001139708114134788
1,9.663000000000266e-05,0.152673041868225,-12.0,-4.271387158500792,12.0,-0.001155079859957634,4.271387158500792e-09,1.52673041868225e-05,0.0011398098156331
1,9.665000000000266e-05,0.1506787886224278,-12.0,-4.303710135023961,12.0,-0.00115498215618858,4.303710135023961e-09,1.506787886224278e-05,0.001139911484863735
1,9.667000000000266e-05,0.1486845209985809,-12.0,-4.335353505826617,12.0,-0.001154884430903627,4.335353505826618e-09,1.486845209985809e-05,0.00114001313469591
1,9.669000000000267e-05,0.1466902726324592,-12.0,-4.366312274053676,12.0,-0.001154786674796716,4.366312274053675e-09,1.466902726324592e-05,0.001140114752464977
1,9.671000000000267e-05,0.1446960100219219,-12.0,-4.396581550956778,12.0,-0.001154688896985005,4.396581550956779e-09,1.446960100219219e-05,0.001140216350643211
1,9.673000000000267e-05,0.1427017665377636,-12.0,-4.426156556666162,12.0,-0.001154591088530146,4.426156556666162e-09,1.427017665377636e-05,0.00114031791695995
1,9.675000000000268e-05,0.1407075089417754,-12.0,-4.455032620945646,12.0,-0.00115449325818442,4.455032620945646e-09,1.407075089417754e-05,0.00114041946349597
1,9.677000000000268e-05,0.138713270341864,-12.0,-4.483205183929907,12.0,-0.001154395397371963,4.483205183929907e-09,1.38713270341864e-05,0.001140520978369183
1,9.679000000000268e-05,0.1367190177616683,-12.0,-4.510669796844644,12.0,-0.001154297514485363,4.510669796844644e-09,1.367190177616683e-05,0.001140622473274258
1,9.681000000000269e-05,0.1347247840482831,-12.0,-4.537422122709132,12.0,-0.001154199601306101,4.537422122709132e-09,1.347247840482831e-05,0.001140723936712298
1,9.683000000000269e-05,0.1327305364851276,-12.0,-4.563457937020978,12.0,-0.0011541016658722,4.563457937020978e-09,1.327305364851276e-05,0.00114082537999721
1,9.685000000000269e-05,0.1307363076605438,-12.0,-4.588773128423257,12.0,-0.001154003700317372,4.588773128423257e-09,1.307363076605438e-05,0.00114092679200799
1,9.68700000000027e-05,0.1287420651156796,-12.0,-4.613363699353839,12.0,-0.001153905712330153,4.613363699353839e-09,1.287420651156796e-05,0.001141028183683046
1,9.68900000000027e-05,0.126747841182168,-12.0,-4.637225766676472,12.0,-0.001153807694391459,4.637225766676473e-09,1.26747841182168e-05,0.001141129544274028
1,9.69100000000027e-05,0.1247536036568506,-12.0,-4.660355562294133,12.0,-0.001153709653845336,4.660355562294133e-09,1.247536036568506e-05,0.001141230884349055
1,9.69300000000027e-05,0.1227593846166779,-12.0,-4.682749433743951,12.0,-0.001153611583514928,4.682749433743951e-09,1.227593846166779e-05,0.001141332193527234
1,9.695000000000271e-05,0.1207651521121665,-12.0,-4.704403844774003,12.0,-0.001153513490404749,4.704403844774003e-09,1.207651521121665e-05,0.001141433482011562
1,9.697000000000271e-05,0.1187709379675954,-12.0,-4.725315375901798,12.0,-0.001153415367675248,4.725315375901798e-09,1.187709379675954e-05,0.001141534739783477
1,9.699000000000272e-05,0.116776710485153,-12.0,-4.745480724954155,12.0,-0.001153317221996305,4.745480724954155e-09,1.16776710485153e-05,0.001141635976685944
1,9.701000000000272e-05,0.1147825012384421,-12.0,-4.764896707588685,12.0,-0.0011532190468608,4.764896707588685e-09,1.147825012384421e-05,0.001141737183057665
1,9.703000000000272e-05,0.1127882787793357,-12.0,-4.783560257796649,12.0,-0.001153120848608815,4.78356025779665e-09,1.127882787793357e-05,0.00114183836838661
1,9.705000000000272e-05,0.1107940744327394,-12.0,-4.801468428387098,12.0,-0.001153022621060862,4.801468428387098e-09,1.107940744327394e-05,0.001141939523363735
1,9.707000000000273e-05,0.1087998569982397,-12.0,-4.818618391452326,12.0,-0.001152924370232017,4.818618391452327e-09,1.087998569982397e-05,0.001142040657126992
1,9.709000000000273e-05,0.1068056575540084,-12.0,-4.835007438814358,12.0,-0.001152826090265649,4.835007438814358e-09,1.068056575540084e-05,0.001142141760714644
1,9.711000000000273e-05,0.1048114451453901,-12.0,-4.850632982452615,12.0,-0.001152727786856569,4.850632982452616e-09,1.048114451453901e-05,0.001142242842919545
1,9.713000000000274e-05,0.1028172506057703,-12.0,-4.865492554912613,12.0,-0.001152629454466304,4.865492554912614e-09,1.028172506057703e-05,0.001142343895122364
1,9.715000000000274e-05,0.1008230432243116,-12.0,-4.879583809695611,12.0,-0.001152531098474065,4.879583809695612e-09,1.008230432243116e-05,0.001142444925775733
1,9.717000000000274e-05,0.0988288535915458,-12.0,-4.892904521629128,12.0,-0.001152432713654903,4.892904521629128e-09,9.88288535915458e-06,0.001142545926597877
1,9.719000000000275e-05,0.09683465123852862,-12.0,-4.905452587218338,12.0,-0.001152334305077044,4.905452587218338e-09,9.683465123852863e-06,0.00114264690570602
1,9.721000000000275e-05,0.0948404665148555,-12.0,-4.917226024978216,12.0,-0.001152235867824465,4.917226024978216e-09,9.48404665148555e-06,0.001142747855151164
1,9.723000000000275e-05,0.09284626919156563,-12.0,-4.928222975746451,12.0,-0.001152137406658983,4.928222975746451e-09,9.284626919156563e-06,0.001142848782719875
1,9.725000000000276e-05,0.09085208937921993,-12.0,-4.93844170297704,12.0,-0.001152038916968957,4.938441702977041e-09,9.085208937921994e-06,0.001142949680791201
1,9.727000000000276e-05,0.08885789708694673,-12.0,-4.947880593014499,12.0,-0.001151940403214311,4.947880593014499e-09,8.885789708694673e-06,0.00114305055682576
1,9.729000000000276e-05,0.08686372218815928,-12.0,-4.956538155348674,12.0,-0.001151841861083303,4.956538155348674e-09,8.68637221881593e-06,0.001143151403525959
1,9.731000000000277e-05,0.08486953492819581,-12.0,-4.964413022850104,12.0,-0.001151743294738417,4.964413022850105e-09,8.486953492819581e-06,0.001143252228031119
1,9.733000000000277e-05,0.0828753649451937,-12.0,-4.971503951985921,12.0,-0.001151644700163375,4.971503951985921e-09,8.28753649451937e-06,0.001143353023362392
1,9.735000000000277e-05,0.08088118271883646,-12.0,-4.977809823016215,12.0,-0.001151546081227642,4.977809823016215e-09,8.088118271883646e-06,0.001143453796342392
1,9.737000000000278e-05,0.07888701765384297,-12.0,-4.983329640170859,12.0,-0.001151447434206014,4.983329640170859e-09,7.888701765384298e-06,0.00114355454030644
1,9.739000000000278e-05,0.07689284046239236,-12.0,-4.988062531806729,12.0,-0.001151348762679296,4.988062531806729e-09,7.689284046239236e-06,0.001143655261764992
1,9.741000000000278e-05,0.07489868031762699,-12.0,-4.99200775054537,12.0,-0.001151250063209024,4.99200775054537e-09,7.4898680317627e-06,0.00114375595436302
1,9.743000000000279e-05,0.07290450816238675,-12.0,-4.995164673391008,12.0,-0.001151151339091649,4.995164673391008e-09,7.290450816238675e-06,0.001143856624303318
1,9.745000000000279e-05,0.07091035294006534,-12.0,-4.997532801828932,12.0,-0.001151052587171169,4.997532801828932e-09,7.091035294006535e-06,0.001143957265536034
1,9.747000000000279e-05,0.0689161858223428,-12.0,-4.99911176190421,12.0,-0.001150953810463943,4.99911176190421e-09,6.89161858223428e-06,0.001144057883960739
1,9.74900000000028e-05,0.06692203552467746,-12.0,-4.999901304280741,12.0,-0.001150855006092188,4.999901304280741e-09,6.692203552467746e-06,0.001144158473828352
1,9.75100000000028e-05,0.06492787344578346,-12.0,-4.99990130428063,12.0,-0.001150756176796383,4.999901304280631e-09,6.492787344578346e-06,0.001144259040739607
1,9.75300000000028e-05,0.06293372807498271,-12.0,-4.99911176190388,12.0,-0.001150657319972784,4.99911176190388e-09,6.293372807498271e-06,0.001144359579241824
1,9.75500000000028e-05,0.06093957103623157,-12.0,-4.997532801828383,12.0,-0.001150558438090149,4.997532801828383e-09,6.093957103623157e-06,0.001144460094641243
1,9.757000000000281e-05,0.05894543059450023,-12.0,-4.995164673390237,12.0,-0.001150459528814633,4.995164673390237e-09,5.894543059450023e-06,0.001144560581777272
1,9.759000000000281e-05,0.0569512785972098,-12.0,-4.992007750544377,12.0,-0.001150360594347387,4.992007750544378e-09,5.69512785972098e-06,0.001144661045665946
1,9.761000000000281e-05,0.05495714308674907,-12.0,-4.988062531805516,12.0,-0.001150261632620377,4.988062531805516e-09,5.495714308674907e-06,0.001144761481434496
1,9.763000000000282e-05,0.05296299613224054,-12.0,-4.983329640169427,12.0,-0.001150162645571209,4.983329640169427e-09,5.296299613224054e-06,0.001144861893812992
1,9.765000000000282e-05,0.05096886555524811,-12.0,-4.977809823014571,12.0,-0.001150063631393626,4.977809823014571e-09,5.09688655552481e-06,0.00114496227821227
1,9.767000000000282e-05,0.04897472364484619,-12.0,-4.971503951984052,12.0,-0.001149964591765704,4.971503951984052e-09,4.897472364484619e-06,0.001145062639080628
1,9.769000000000283e-05,0.04698059800351623,-12.0,-4.964413022848011,12.0,-0.001149865525138962,4.964413022848011e-09,4.698059800351624e-06,0.001145162972108344
1,9.771000000000283e-05,0.04498646113854889,-12.0,-4.956538155346365,12.0,-0.001149766432935918,4.956538155346365e-09,4.498646113854889e-06,0.001145263281466085
1,9.773000000000283e-05,0.04299234043507212,-12.0,-4.947880593011972,12.0,-0.001149667313861925,4.947880593011973e-09,4.299234043507212e-06,0.001145363563119448
1,9.775000000000284e-05,0.04099820861687072,-12.0,-4.938441702974302,12.0,-0.001149568169087866,4.938441702974302e-09,4.099820861687073e-06,0.00114546382096557
1,9.777000000000284e-05,0.03900409285343426,-12.0,-4.928222975743488,12.0,-0.001149468997569025,4.928222975743488e-09,3.900409285343427e-06,0.001145564051241295
1,9.779000000000284e-05,0.03700996608333362,-12.0,-4.91722602497503,12.0,-0.001149369800228524,4.917226024975031e-09,3.700996608333362e-06,0.001145664257574276
1,9.781000000000285e-05,0.03501585526212123,-12.0,-4.905452587214943,12.0,-0.001149270576267724,4.905452587214943e-09,3.501585526212124e-06,0.001145764436468581
1,9.783000000000285e-05,0.03302173354145934,-12.0,-4.892904521625517,12.0,-0.001149171326365821,4.892904521625517e-09,3.302173354145934e-06,0.001145864591286382
1,9.785000000000285e-05,0.03102762766465137,-12.0,-4.879583809691777,12.0,-0.001149072049966443,4.879583809691778e-09,3.102762766465137e-06,0.001145964718794992
1,9.787000000000286e-05,0.02903351099476956,-12.0,-4.865492554908571,12.0,-0.001148972747508644,4.865492554908572e-09,2.903351099476956e-06,0.001146064822095058
1,9.789000000000286e-05,0.02703941006454297,-12.0,-4.850632982448351,12.0,-0.001148873418674553,4.850632982448351e-09,2.703941006454297e-06,0.001146164898213209
1,9.791000000000286e-05,0.02504529844678583,-12.0,-4.835007438809889,12.0,-0.001148774063666825,4.835007438809889e-09,2.504529844678583e-06,0.001146264949992472
1,9.793000000000287e-05,0.02305120246531421,-12.0,-4.818618391447645,12.0,-0.00114867468240237,4.818618391447645e-09,2.305120246531421e-06,0.001146364974714908
1,9.795000000000287e-05,0.02105709590102961,-12.0,-4.801468428382194,12.0,-0.00114857527485114,4.801468428382194e-09,2.105709590102961e-06,0.001146464974969791
1,9.797000000000287e-05,0.01906300487048322,-12.0,-4.783560257791533,12.0,-0.001148475841161149,4.783560257791534e-09,1.906300487048322e-06,0.001146564948290773
1,9.799000000000288e-05,0.01706890336102223,-12.0,-4.764896707583368,12.0,-0.001148376381073299,4.764896707583369e-09,1.706890336102223e-06,0.001146664897017193
1,9.801000000000288e-05,0.01507481728356808,-12.0,-4.745480724948629,12.0,-0.001148276894963079,4.745480724948629e-09,1.507481728356808e-06,0.001146764818930497
1,9.803000000000288e-05,0.01308072083028496,-12.0,-4.725315375896063,12.0,-0.001148177382345949,4.725315375896063e-09,1.308072083028497e-06,0.001146864716123866
1,9.805000000000288e-05,0.01108663970808676,-12.0,-4.704403844768049,12.0,-0.001148077843821275,4.704403844768049e-09,1.108663970808676e-06,0.001146964586622791
1,9.807000000000289e-05,0.009092548312338907,-12.0,-4.682749433737789,12.0,-0.001147978278682649,4.68274943373779e-09,9.092548312338908e-07,0.001147064432278025
1,9.809000000000289e-05,0.007098472147557174,-12.0,-4.660355562287777,12.0,-0.001147878687749771,4.660355562287777e-09,7.098472147557174e-07,0.001147164251355394
1,9.81100000000029e-05,0.005104385810705199,-12.0,-4.637225766669911,12.0,-0.001147779070097882,4.637225766669912e-09,5.104385810705199e-07,0.00114726404546691
1,9.81300000000029e-05,0.003110314605497197,-12.0,-4.613363699347061,12.0,-0.00114767942676351,4.613363699347061e-09,3.110314605497197e-07,0.001147363813115073
1,9.81500000000029e-05,0.001116233328904775,-12.0,-4.588773128416289,12.0,-0.001147579756607035,4.588773128416289e-09,1.116233328904775e-07,0.001147463555676802
1,9.81700000000029e-05,-0.000877832914575394,-12.0,-4.563457937013794,12.0,-0.00114748006087834,4.563457937013794e-09,-8.77832914575394e-08,0.001147563271887645
1,9.819000000000291e-05,-0.002871909129541419,-12.0,-4.537422122701763,12.0,-0.001147380338226387,4.537422122701763e-09,-2.871909129541419e-07,0.001147662962893026
1,9.821000000000291e-05,-0.004865970409142817,-12.0,-4.510669796837075,12.0,-0.001147280590110997,4.510669796837075e-09,-4.865970409142817e-07,0.001147762627657971
1,9.823000000000291e-05,-0.006860041561112553,-12.0,-4.483205183922123,12.0,-0.001147180814973111,4.483205183922123e-09,-6.860041561112554e-07,0.001147862267099969
1,9.825000000000292e-05,-0.00885409787468733,-12.0,-4.455032620937682,12.0,-0.001147081014479103,4.455032620937682e-09,-8.85409787468733e-07,0.00114796188040998
1,9.827000000000292e-05,-0.01084816396228782,-12.0,-4.426156556658018,12.0,-0.001146981186865253,4.426156556658019e-09,-1.084816396228782e-06,0.001148061468281079
1,9.829000000000292e-05,-0.01284221530769125,-12.0,-4.396581550948423,12.0,-0.001146881334001149,4.396581550948423e-09,-1.284221530769125e-06,0.001148161030126671
1,9.831000000000293e-05,-0.01483627632954649,-12.0,-4.366312274045127,12.0,-0.001146781453921729,4.366312274045127e-09,-1.483627632954649e-06,0.001148260566418888
1,9.833000000000293e-05,-0.0168303227046369,-12.0,-4.33535350581786,12.0,-0.001146681548696489,4.33535350581786e-09,-1.68303227046369e-06,0.001148360076790124
1,9.835000000000293e-05,-0.01882437865936792,-12.0,-4.30371013501503,12.0,-0.001146581616162307,4.30371013501503e-09,-1.882437865936793e-06,0.001148459561495011
1,9.837000000000294e-05,-0.02081842006200671,-12.0,-4.271387158491709,12.0,-0.001146481658585325,4.27138715849171e-09,-2.081842006200671e-06,0.001148559020381518
1,9.839000000000294e-05,-0.0228124709482314,-12.0,-4.238389680420535,12.0,-0.0011463816736076,4.238389680420535e-09,-2.28124709482314e-06,0.001148658453490169
1,9.841000000000294e-05,-0.02480650737628293,-12.0,-4.204722911485849,12.0,-0.001146281663688694,4.204722911485849e-09,-2.480650737628293e-06,0.001148757860881139
1,9.843000000000295e-05,-0.02680055319261637,-12.0,-4.170392168060745,12.0,-0.001146181626279049,4.170392168060745e-09,-2.680055319261637e-06,0.001148857242384196
1,9.845000000000295e-05,-0.02879458464394805,-12.0,-4.135402871367603,12.0,-0.001146081564028461,4.135402871367604e-09,-2.879458464394805e-06,0.001148956598268388
1,9.847000000000295e-05,-0.03078862538900228,-12.0,-4.099760546621983,12.0,-0.001145981474198917,4.099760546621983e-09,-3.078862538900228e-06,0.001149055928156049
1,9.849000000000296e-05,-0.03278265186148438,-12.0,-4.063470822160077,12.0,-0.0011458813596273,4.063470822160078e-09,-3.278265186148438e-06,0.001149155232521805
1,9.851000000000296e-05,-0.03477668753386856,-12.0,-4.026539428550105,12.0,-0.001145781217390267,4.026539428550106e-09,-3.477668753386856e-06,0.001149254510783831
1,9.853000000000296e-05,-0.0367707090253744,-12.0,-3.988972197687238,12.0,-0.00114568105050868,3.988972197687238e-09,-3.67707090253744e-06,0.001149353763619075
1,9.855000000000296e-05,-0.03876473962369464,-12.0,-3.950775061872744,12.0,-0.001145580855876954,3.950775061872745e-09,-3.876473962369464e-06,0.001149452990244795
1,9.857000000000297e-05,-0.04075875613210043,-12.0,-3.911954052877165,12.0,-0.001145480636696854,3.911954052877165e-09,-4.075875613210043e-06,0.001149552191537045
1,9.859000000000297e-05,-0.0427527816549601,-12.0,-3.872515300987783,12.0,-0.001145380389683609,3.872515300987783e-09,-4.27527816549601e-06,0.001149651366515362
1,9.861000000000297e-05,-0.04474679317814482,-12.0,-3.832465034040753,12.0,-0.001145280118216846,3.832465034040753e-09,-4.474679317814482e-06,0.001149750516251737
1,9.863000000000298e-05,-0.04674081362414435,-12.0,-3.791809576437526,12.0,-0.00114517981883562,3.791809576437526e-09,-4.674081362414435e-06,0.001149849639571145
1,9.865000000000298e-05,-0.04873482015998997,-12.0,-3.750555348146105,12.0,-0.001145079495094428,3.750555348146105e-09,-4.873482015998997e-06,0.001149948737738367
1,9.867000000000298e-05,-0.05072883552772696,-12.0,-3.708708863687442,12.0,-0.001144979143359122,3.708708863687443e-09,-5.072883552772696e-06,0.001150047809386946
1,9.869000000000299e-05,-0.05272283707411821,-12.0,-3.666276731106438,12.0,-0.001144878767356108,3.666276731106438e-09,-5.272283707411821e-06,0.001150146855971357
1,9.871000000000299e-05,-0.05471684736218737,-12.0,-3.623265650928764,12.0,-0.00114477836328098,3.623265650928764e-09,-5.471684736218737e-06,0.001150245875936792
1,9.8730000000003e-05,-0.0567108439170118,-12.0,-3.579682415102604,12.0,-0.001144677935029118,3.579682415102604e-09,-5.67108439170118e-06,0.001150344870924352
1,9.8750000000003e-05,-0.05870484912400507,-12.0,-3.535533905926079,12.0,-0.001144577478628766,3.535533905926079e-09,-5.870484912400507e-06,0.001150443839193936
1,9.8770000000003e-05,-0.06069884068515302,-12.0,-3.490827094960651,12.0,-0.001144476998141392,3.490827094960651e-09,-6.069884068515302e-06,0.001150542782570241
1,9.8790000000003e-05,-0.06269284080965953,-12.0,-3.445569041929924,12.0,-0.001144376489430754,3.445569041929924e-09,-6.269284080965954e-06,0.001150641699130882
1,9.8810000000003e-05,-0.06468682737502408,-12.0,-3.399766893605174,12.0,-0.001144275956721549,3.399766893605175e-09,-6.468682737502409e-06,0.001150740590881166
1,9.883000000000301e-05,-0.06668082241563017,-12.0,-3.353427882676601,12.0,-0.00114417539571589,3.353427882676601e-09,-6.668082241563018e-06,0.001150839455719406
1,9.885000000000301e-05,-0.0686748039831072,-12.0,-3.306559326611158,12.0,-0.001144074810798879,3.306559326611158e-09,-6.867480398310721e-06,0.001150938295828551
1,9.887000000000302e-05,-0.07066879393839647,-12.0,-3.25916862649719,12.0,-0.001143974197513778,3.259168626497191e-09,-7.066879393839647e-06,0.00115103710893056
1,9.889000000000302e-05,-0.07266277050588445,-12.0,-3.211263265875671,12.0,-0.001143873560403315,3.211263265875671e-09,-7.266277050588445e-06,0.001151135897383111
1,9.891000000000302e-05,-0.07465675537443776,-12.0,-3.162850809558271,12.0,-0.001143772894854672,3.162850809558271e-09,-7.465675537443777e-06,0.001151234658734705
1,9.893000000000303e-05,-0.07665072693983788,-12.0,-3.11393890243314,12.0,-0.001143672205565433,3.11393890243314e-09,-7.665072693983788e-06,0.001151333395514868
1,9.895000000000303e-05,-0.07864470672023342,-12.0,-3.064535268257361,12.0,-0.001143571487769437,3.064535268257362e-09,-7.864470672023342e-06,0.001151432105101523
1,9.897000000000303e-05,-0.0806386732814496,-12.0,-3.014647708437504,12.0,-0.001143470746316413,3.014647708437504e-09,-8.06386732814496e-06,0.001151530790193186
1,9.899000000000303e-05,-0.08263264797226276,-12.0,-2.964284100797637,12.0,-0.001143369976289549,2.964284100797637e-09,-8.263264797226276e-06,0.001151629448000041
1,9.901000000000304e-05,-0.08462660952720144,-12.0,-2.913452398335154,12.0,-0.001143269182688033,2.913452398335154e-09,-8.462660952720145e-06,0.001151728081386772
1,9.903000000000304e-05,-0.08662057912700497,-12.0,-2.862160627965133,12.0,-0.001143168360447065,2.862160627965133e-09,-8.662057912700497e-06,0.001151826687398636
1,9.905000000000304e-05,-0.08861453567357522,-12.0,-2.810416889252738,12.0,-0.001143067514712637,2.810416889252738e-09,-8.861453567357523e-06,0.00115192526906371
1,9.907000000000305e-05,-0.09060850018093927,-12.0,-2.758229353134142,12.0,-0.001142966640274603,2.758229353134143e-09,-9.060850018093928e-06,0.001152023823265077
1,9.909000000000305e-05,-0.09260245171705277,-12.0,-2.705606260626338,12.0,-0.001142865742423132,2.705606260626338e-09,-9.260245171705277e-06,0.001152122353191465
1,9.911000000000305e-05,-0.09459641113054483,-12.0,-2.652555921525567,12.0,-0.001142764815805329,2.652555921525568e-09,-9.459641113054484e-06,0.00115222085556653
1,9.913000000000306e-05,-0.09659035765411583,-12.0,-2.599086713095355,12.0,-0.001142663865852953,2.599086713095355e-09,-9.659035765411585e-06,0.001152319333736924
1,9.915000000000306e-05,-0.09858431197230066,-12.0,-2.545207078743574,12.0,-0.001142562887072928,2.545207078743575e-09,-9.858431197230067e-06,0.001152417784269582
1,9.917000000000306e-05,-0.100578253481246,-12.0,-2.490925526689084,12.0,-0.001142461885036046,2.490925526689084e-09,-1.00578253481246e-05,0.001152516210666401
1,9.919000000000307e-05,-0.1025722027026857,-12.0,-2.436250628618266,12.0,-0.001142360854111586,2.436250628618266e-09,-1.025722027026857e-05,0.001152614609340265
1,9.921000000000307e-05,-0.1045661391949246,-12.0,-2.381191018331245,12.0,-0.001142259800006846,2.381191018331246e-09,-1.045661391949246e-05,0.001152712983945666
1,9.923000000000307e-05,-0.1065600833181789,-12.0,-2.325755390378756,12.0,-0.001142158716955971,2.325755390378756e-09,-1.065600833181789e-05,0.001152811330744073
1,9.925000000000308e-05,-0.1085540147916331,-12.0,-2.269952498689115,12.0,-0.001142057610800266,2.269952498689115e-09,-1.085540147916331e-05,0.00115290965353996
1,9.927000000000308e-05,-0.1105479538152591,-12.0,-2.213791155185838,12.0,-0.001141956475641207,2.213791155185838e-09,-1.105479538152591e-05,0.00115300794844599
1,9.929000000000308e-05,-0.1125418802678529,-12.0,-2.157280228396075,12.0,-0.001141855317451651,2.157280228396076e-09,-1.125418802678529e-05,0.001153106219414026
1,9.931000000000309e-05,-0.1145358141904049,-12.0,-2.100428642050264,12.0,-0.001141754130202857,2.100428642050264e-09,-1.145358141904049e-05,0.001153204462410505
1,9.933000000000309e-05,-0.1165297356200649,-12.0,-2.043245373672898,12.0,-0.001141652919996785,2.043245373672898e-09,-1.165297356200649e-05,0.001153302681532125
1,9.935000000000309e-05,-0.118523664440095,-12.0,-1.985739453164978,12.0,-0.001141551680676894,1.985739453164978e-09,-1.18523664440095e-05,0.001153400872601637
1,9.93700000000031e-05,-0.1205175808447504,-12.0,-1.927919961378013,12.0,-0.001141450418471851,1.927919961378013e-09,-1.205175808447504e-05,0.001153499039858056
1,9.93900000000031e-05,-0.1225115045608079,-12.0,-1.86979602867999,12.0,-0.001141349127099687,1.86979602867999e-09,-1.225115045608079e-05,0.001153597178982961
1,9.94100000000031e-05,-0.1245054159383903,-12.0,-1.811376833513675,12.0,-0.001141247812913401,1.811376833513676e-09,-1.245054159383903e-05,0.001153695294355188
1,9.94300000000031e-05,-0.1264993345490221,-12.0,-1.752671600947169,12.0,-0.001141146469507966,1.752671600947169e-09,-1.264993345490221e-05,0.001153793381517628
1,9.945000000000311e-05,-0.1284932408974652,-12.0,-1.693689601217258,12.0,-0.001141045103358359,1.693689601217259e-09,-1.284932408974652e-05,0.001153891444986475
1,9.947000000000311e-05,-0.1304871544012158,-12.0,-1.634440148265477,12.0,-0.00114094370793881,1.634440148265477e-09,-1.304871544012158e-05,0.001153989480168386
1,9.949000000000311e-05,-0.1324810557184559,-12.0,-1.574932598267286,12.0,-0.001140842289843975,1.574932598267287e-09,-1.324810557184559e-05,0.00115408749171448
1,9.951000000000312e-05,-0.1344749641138671,-12.0,-1.515176348154564,12.0,-0.001140740842429626,1.515176348154565e-09,-1.344749641138671e-05,0.001154185474897607
1,9.953000000000312e-05,-0.1364688603978428,-12.0,-1.455180834131987,12.0,-0.001140639372407805,1.455180834131987e-09,-1.364688603978428e-05,0.001154283434501403
1,9.955000000000312e-05,-0.1384627636834541,-12.0,-1.394955530186709,12.0,-0.001140537873018109,1.394955530186708e-09,-1.384627636834542e-05,0.001154381365667304
1,9.957000000000313e-05,-0.1404566549321062,-12.0,-1.33450994659241,12.0,-0.0011404363510877,1.33450994659241e-09,-1.404566549321062e-05,0.001154479273309101
