case,frequency_real,frequency_imag,v(sum)_real,v(sum)_imag,v(vn)_real,v(vn)_imag,v(x)_real,v(x)_imag,v(in)_real,v(in)_imag,v(out)_real,v(out)_imag,v(vp)_real,v(vp)_imag,i(vp)_real,i(vp)_imag,i(vin)_real,i(vin)_imag,i(ri)_real,i(ri)_imag,i(rf)_real,i(rf)_imag,i(vn)_real,i(vn)_imag,i(ci)_real,i(ci)_imag,i(cf)_real,i(cf)_imag
2,1920.141938638781,0.0,-0.002287907496337387,0.0003173914658235033,0.0,0.0,0.01212931232207456,0.119500113693124,1.0,0.0,-1.587568650426659,-11.89882900939955,0.0,0.0,7.200655635689684e-06,5.95317431639102e-05,-1.441721981841195e-05,-0.0001191827222273005,1.441721981841195e-05,0.0001191827222273005,-1.585280742930322e-05,-0.0001189914640086537,7.200655635689684e-06,5.95317431639102e-05,1.441721981841195e-05,0.0001191827222273005,1.435585322983776e-06,-1.912579012553437e-07
2,1995.262314968858,0.0,-0.002467706161767483,0.0003548439179253162,0.0,0.0,0.01308772526027141,0.124080116392271,1.0,0.0,-1.712851740263535,-12.35072996265627,0.0,0.0,7.769133725431471e-06,6.180075407991869e-05,-1.555543142203889e-05,-0.0001237252724743457,1.555543142203889e-05,0.0001237252724743457,-1.710384034101768e-05,-0.0001235108480657419,7.769133725431471e-06,6.180075407991869e-05,1.555543142203889e-05,0.0001237252724743457,1.548406451272631e-06,-2.144240537598139e-07
2,2073.321573485933,0.0,-0.002661401792711659,0.0003967697971383786,0.0,0.0,0.01412108340836754,0.1288278437496545,1.0,0.0,-1.847905019057205,-12.81867247973008,0.0,0.0,8.38198395081001e-06,6.415131023650348e-05,-1.67824852010792e-05,-0.0001284310739525161,1.67824852010792e-05,0.0001284310739525161,-1.845243617264494e-05,-0.0001281906924952722,8.38198395081001e-06,6.415131023650348e-05,1.67824852010792e-05,0.0001284310739525161,1.669948310163943e-06,-2.403810604740504e-07
2,2154.434690031861,0.0,-0.002870030146450611,0.0004437014430813339,0.0,0.0,0.01523511842957626,0.1337484911759034,1.0,0.0,-1.993471271117839,-13.3030890309874,0.0,0.0,9.042586300470978e-06,6.65857410022956e-05,-1.810514857602687e-05,-0.0001333047897328221,1.810514857602687e-05,0.0001333047897328221,-1.990601240971388e-05,-0.0001330353273243049,9.042586300470978e-06,6.65857410022956e-05,1.810514857602687e-05,0.0001333047897328221,1.800860963656875e-06,-2.69461964815821e-07
2,2238.721138568315,0.0,-0.003094697824521432,0.0004962336028748111,0.0,0.0,0.01643597920719278,0.1388472971455712,1.0,0.0,-2.150346606066815,-13.80440618203168,0.0,0.0,9.754564528018931e-06,6.910636610378135e-05,-1.953067703171421e-05,-0.0001383510635426964,1.953067703171421e-05,0.0001383510635426964,-2.147251908242293e-05,-0.0001380490241563456,9.754564528018931e-06,6.910636610378135e-05,1.953067703171421e-05,0.0001383510635426964,1.941838956010891e-06,-3.020388901171343e-07
2,2326.305067153601,0.0,-0.003336586047320943,0.0005550305306542907,0.0,0.0,0.01773025873484706,0.1441295266804471,1.0,0.0,-2.319383766401318,-14.32304178025455,0.0,0.0,1.052180146795837e-05,7.171548383129558e-05,-2.1066844782168e-05,-0.0001435744961497928,2.1066844782168e-05,0.0001435744961497928,-2.316047180353997e-05,-0.000143235968107852,1.052180146795837e-05,7.171548383129558e-05,2.1066844782168e-05,0.0001435744961497928,2.093623684785923e-06,-3.385274869102497e-07
2,2417.315480804078,0.0,-0.003596954438040706,0.0006208338487326224,0.0,0.0,0.01912502215333782,0.1496004522394124,1.0,0.0,-2.501495551318532,-14.85940175739388,0.0,0.0,1.134845492881202e-05,7.441535756935592e-05,-2.272197659137852e-05,-0.0001489796183906798,2.272197659137853e-05,0.0001489796183906798,-2.497898596880491e-05,-0.0001486002259124262,1.134845492881202e-05,7.441535756935592e-05,2.272197659137852e-05,0.0001489796183906798,2.257005780471943e-06,-3.793918574198202e-07
2,2511.886431509553,0.0,-0.003877144773150505,0.0006944712424249823,0.0,0.0,0.02062783587531356,0.1552653317304032,1.0,0.0,-2.697658343931571,-15.41387650786907,0.0,0.0,1.22389741131648e-05,7.72082004729247e-05,-2.450498064846407e-05,-0.0001545708604879782,2.450498064846407e-05,0.0001545708604879782,-2.693781199158421e-05,-0.000154145709791115,1.22389741131648e-05,7.72082004729247e-05,2.450498064846407e-05,0.0001545708604879782,2.432827465975376e-06,-4.25150002391986e-07
2,2610.157215682508,0.0,-0.004178584647207154,0.0007768660652638041,0.0,0.0,0.02224679771325041,0.1611293833371825,1.0,0.0,-2.908915724883701,-15.98683679960514,0.0,0.0,1.319811649573041e-05,8.00961580993069e-05,-2.642538236045756e-05,-0.0001603525172719187,2.642538236045756e-05,0.0001603525172719187,-2.904737140236494e-05,-0.0001598761366567041,1.319811649573041e-05,8.00961580993069e-05,2.642538236045756e-05,0.0001603525172719187,2.621984863322722e-06,-4.763798383485676e-07
2,2712.272579331998,0.0,-0.004502790988858264,0.0008690479358628915,0.0,0.0,0.02399056789570235,0.1671977568304022,1.0,0.0,-3.13638215053564,-16.57862917099349,0.0,0.0,1.423096507144141e-05,8.308128878829413e-05,-2.849335888456061e-05,-0.0001663287088945393,2.849335888456061e-05,0.0001663287088945393,-3.131879359546782e-05,-0.0001657949821892935,1.423096507144141e-05,8.308128878829413e-05,2.849335888456061e-05,0.0001663287088945393,2.825430208116212e-06,-5.337258361978682e-07
2,2818.382931264422,0.0,-0.004851373352365999,0.0009721644118852593,0.0,0.0,0.02586840082107265,0.1734755010092274,1.0,0.0,-3.381246668276118,-17.18957076462917,0.0,0.0,1.534294585898785e-05,8.616554157184089e-05,-3.071977417343866e-05,-0.0001725033365973421,3.071977417343866e-05,0.0001725033365973421,-3.376395294923753e-05,-0.0001719054292904106,1.534294585898785e-05,8.616554157184089e-05,3.071977417343866e-05,0.0001725033365973421,3.044173924425525e-06,-5.979063347671288e-07
2,2928.644564625204,0.0,-0.005226036894616332,0.001087493830236807,0.0,0.0,0.02789017735654591,0.1799675268971142,1.0,0.0,-3.644776634995788,-17.81994354559556,0.0,0.0,1.653984552044376e-05,8.935073138034842e-05,-3.311621425116224e-05,-0.0001788800330668775,3.311621425116223e-05,0.0001788800330668774,-3.639550598101172e-05,-0.0001782103103942579,1.653984552044376e-05,8.935073138034842e-05,3.311621425116224e-05,0.0001788800330668775,3.279286503812595e-06,-6.697215851255703e-07
2,3043.219887107688,0.0,-0.005628584931221929,0.00121645940551131,0.0,0.0,0.03006643744166161,0.1866785662937928,1.0,0.0,-3.928321397272936,-18.46998784943735,0.0,0.0,1.782782892277368e-05,9.263851130152891e-05,-3.569502237288354e-05,-0.0001854621068882815,3.569502237288354e-05,0.0001854621068882814,-3.922692812341714e-05,-0.0001847120430884286,1.782782892277368e-05,9.263851130152891e-05,3.569502237288354e-05,0.0001854621068882815,3.531900121948666e-06,-7.50062583393339e-07
2,3162.277660168344,0.0,-0.006060920946789164,0.001360644680563278,0.0,0.0,0.03240841270062655,0.1936131252659087,1.0,0.0,-4.233315883248417,-19.13989520269949,0.0,0.0,1.921345643080427e-05,9.603034163805355e-05,-3.846933364741571e-05,-0.0001922524805853454,3.846933364741571e-05,0.0001922524805853454,-4.227254962301629e-05,-0.0001914125584738006,1.921345643080427e-05,9.603034163805355e-05,3.846933364741571e-05,0.0001922524805853454,3.803209914679615e-06,-8.399207509001924e-07
2,3285.993247600617,0.0,-0.006525049913523798,0.001521810423535403,0.0,0.0,0.03492805870416116,0.2007754321420829,1.0,0.0,-4.561284046418602,-19.82980035716513,0.0,0.0,2.070370068058409e-05,9.952745549575424e-05,-4.145310861768495e-05,-0.0001992536217185475,4.145310861768495e-05,0.0001992536217185475,-4.554758996505079e-05,-0.0001983132216758866,2.070370068058409e-05,9.952745549575424e-05,4.145310861768495e-05,0.0001992536217185475,4.094474822315916e-06,-9.403985208503406e-07
2,3414.548873833563,0.0,-0.00702307874893286,0.001701913064300297,0.0,0.0,0.03763808644979492,0.208169379565534,1.0,0.0,-4.913842090556101,-20.53977247788718,0.0,0.0,2.230596253178953e-05,0.0001031308206328169,-4.466116519872778e-05,-0.0002064674665012337,4.466116519872778e-05,0.0002064674665012337,-4.906819011807169e-05,-0.0002054147439095148,2.230596253178953e-05,0.0001031308206328169,4.466116519872778e-05,0.0002064674665012337,4.407017896265143e-06,-1.052720889805934e-06
2,3548.133892335714,0.0,-0.007557215717302774,0.001903124759598441,0.0,0.0,0.04055199254844499,0.2157984601502958,1.0,0.0,-5.292701392593687,-21.26980542499642,0.0,0.0,2.402808584737472e-05,0.0001068410973102853,-4.810920826574776e-05,-0.0002138953353906974,4.810920826574776e-05,0.0002138953353906974,-5.285144176876384e-05,-0.0002127170854975602,2.402808584737472e-05,0.0001068410973102853,4.810920826574776e-05,0.0002138953353906974,4.742225945800368e-06,-1.178247990012367e-06
2,3686.945064519533,0.0,-0.008129768550794662,0.002127855169586879,0.0,0.0,0.04368408751429853,0.2236656952871144,1.0,0.0,-5.699671026507354,-22.01980707034849,0.0,0.0,2.58783706864915e-05,0.0001106585918543299,-5.181385606509319e-05,-0.0002215378401175276,5.18138560650932e-05,0.0002215378401175275,-5.69154125795656e-05,-0.0002202193492551808,2.58783706864915e-05,0.0001106585918543299,5.181385606509319e-05,0.0002215378401175276,5.10154838470385e-06,-1.318488734491641e-06
2,3831.186849557243,0.0,-0.0087431410343505,0.002378775018384137,0.0,0.0,0.04704952145407814,0.231773556654314,1.0,0.0,-6.136659775962566,-22.78958759264662,0.0,0.0,2.786558443122959e-05,0.0001145832056924701,-5.579266248842865e-05,-0.0002293947816359299,5.579266248842864e-05,0.0002293947816359299,-6.127916634928216e-05,-0.0002279196636766501,2.786558443122959e-05,0.0001145832056924701,5.579266248842865e-05,0.0002293947816359299,5.486495117712481e-06,-1.475115580504743e-06
2,3981.071705534926,0.0,-0.009399827764177967,0.002658841496733581,0.0,0.0,0.05066430634049321,0.240123880009552,1.0,0.0,-6.605677506727871,-23.57884669910626,0.0,0.0,2.999897029603451e-05,0.0001186143796135084,-6.006413410467117e-05,-0.0002374650385128184,6.006413410467118e-05,0.0002374650385128184,-6.596277678963693e-05,-0.00023581505540603,2.999897029603451e-05,0.0001186143796135084,6.006413410467117e-05,0.0002374650385128184,5.898633285137993e-06,-1.649980447946967e-06
2,4136.820402388459,0.0,-0.01010240675250588,0.002971325545232405,0.0,0.0,0.05454533393313621,0.2487177708730708,1.0,0.0,-7.10883575163952,-24.38715972841186,0.0,0.0,3.228825258703213e-05,0.0001227510330345694,-6.46477406856421e-05,-0.0002457464453278384,6.46477406856421e-05,0.0002457464453278384,-7.098733344887014e-05,-0.000243901310539571,3.228825258703213e-05,0.0001227510330345694,6.46477406856421e-05,0.0002457464453278384,6.3395826608213e-06,-1.845131816941932e-06
2,4298.662347082227,0.0,-0.01085352951183775,0.003319841030702236,0.0,0.0,0.05871038827868998,0.2575555017647667,1.0,0.0,-7.648347341304538,-25.21396259911918,0.0,0.0,3.474363799694219e-05,0.0001269914981082681,-6.956391779052774e-05,-0.0002542356607340645,6.956391779052772e-05,0.0002542356607340645,-7.637493811792701e-05,-0.0002521728244014989,3.474363799694219e-05,0.0001269914981082681,6.956391779052774e-05,0.0002542356607340645,6.811009473869757e-06,-2.062833012724607e-06
2,4466.835921509579,0.0,-0.01165590821050305,0.003708375795120889,0.0,0.0,0.06317815158194948,0.2666364007294494,1.0,0.0,-8.226524892915029,-26.05853558028322,0.0,0.0,3.737581212531273e-05,0.0001313334485425521,-7.483405979245252e-05,-0.0002629280249343285,7.483405979245253e-05,0.0002629280249343285,-8.214868984704525e-05,-0.0002606224395607835,3.737581212531273e-05,0.0001313334485425521,7.483405979245252e-05,0.0002629280249343285,7.314618398684527e-06,-2.30558166516926e-06
2,4641.588833612725,0.0,-0.01251229944854739,0.004141324514908477,0.0,0.0,0.06796820209128894,0.2759587309807064,1.0,0.0,-8.845777947762965,-26.9199858775041,0.0,0.0,4.019593032351808e-05,0.0001357738230779301,-8.048050153983633e-05,-0.0002718174064657979,8.048050153983634e-05,0.000271817406465798,-8.83326564831442e-05,-0.0002692412720201902,4.019593032351808e-05,0.0001357738230779301,8.048050153983633e-05,0.0002718174064657979,7.852142431008411e-06,-2.576130304283269e-06
2,4823.178482239249,0.0,-0.0134254841597971,0.004623523257000734,0.0,0.0,0.07310100248899765,0.2855195616177379,1.0,0.0,-9.508608525654212,-27.79722904837831,0.0,0.0,4.321560186359925e-05,0.0001403087436642744,-8.652648664879475e-05,-0.0002808960383607372,8.652648664879474e-05,0.0002808960383607373,-9.495183041494417e-05,-0.0002780185257163531,4.321560186359925e-05,0.0001403087436642744,8.652648664879475e-05,0.0002808960383607372,8.425330340665226e-06,-2.877508020860899e-06
2,5011.872336272663,0.0,-0.0143982431034678,0.005160285555731877,0.0,0.0,0.07859787712140529,0.2953146295255419,1.0,0.0,-10.21760484192132,-28.68896928715185,0.0,0.0,4.644686633060476e-05,0.000144933428470202,-9.29961202248731e-05,-0.00029015434396981,9.29961202248731e-05,0.00029015434396981,-0.0001020320659881785,-0.0002869412957270758,4.644686633060476e-05,0.000144933428470202,9.29961202248731e-05,0.00029015434396981,9.035931365062314e-06,-3.213043082448498e-06
2,5207.948328595401,0.0,-0.01543332736850103,0.005757439759759666,0.0,0.0,0.08448097624998895,0.3053381927611387,1.0,0.0,-10.97543291078546,-29.59367864983596,0.0,0.0,4.99021610421116e-05,0.0001496421000045882,-9.991430361848997e-05,-0.000299580753001379,9.991430361848997e-05,0.000299580753001379,-0.0001095999958341696,-0.0002959943608959572,4.99021610421116e-05,0.0001496421000045882,9.991430361848997e-05,0.000299580753001379,9.685676782352246e-06,-3.586386347982004e-06
2,5411.695265464572,0.0,-0.01653342327786021,0.006421367309811498,0.0,0.0,0.09077322535796636,0.315582875961344,1.0,0.0,-11.78482573826487,-30.50957532879523,0.0,0.0,5.359427820728969e-05,0.0001544278887925263,-0.0001073066486358266,-0.0003091615086515325,0.0001073066486358266,0.0003091615086515325,-0.0001176829231498701,-0.0003051599669610505,5.359427820728969e-05,0.0001544278887925263,0.0001073066486358266,0.0003091615086515325,1.037625798062026e-05,-4.001535269114833e-06
2,5623.413251903423,0.0,-0.01770111105071518,0.007159041504744636,0.0,0.0,0.09749825741385161,0.326039508584835,1.0,0.0,-12.64856978972772,-31.43460113043739,0.0,0.0,5.7536310459381e-05,0.0001592827332261245,-0.0001151993684645668,-0.0003188804670800904,0.0001151993684645668,0.0003188804670800904,-0.00012630868678677,-0.0003144176017194214,5.7536310459381e-05,0.0001592827332261245,0.0001151993684645668,0.0003188804670800903,1.11093006210922e-05,-4.462858201627614e-06
2,5843.414133735106,0.0,-0.01893881656072079,0.007978066194343228,0.0,0.0,0.1046803258822209,0.3366969571263179,1.0,0.0,-13.56948840283435,-32.36639836161606,0.0,0.0,6.174158332130118e-05,0.0001641972764405715,-0.0001236191424429417,-0.0003287188909319748,0.0001236191424429417,0.0003287188909319747,-0.0001355054958627362,-0.000323743764278104,6.174158332130118e-05,0.0001641972764405715,0.0001236191424429417,0.0003287188909319748,1.188633448097795e-05,-4.975118675804537e-06
2,6072.021956909812,0.0,-0.02024875552193339,0.008886713701801156,0.0,0.0,0.112344196192265,0.3475419528159838,1.0,0.0,-14.5504218075528,-33.30228639005646,0.0,0.0,6.622357313398465e-05,0.0001691607613203639,-0.0001325929517141984,-0.0003386552391141827,0.0001325929517141984,0.0003386552391141827,-0.0001453017305203087,-0.0003331117310375826,6.622357313398465e-05,0.0001691607613203639,0.0001325929517141984,0.0003386552391141827,1.270875855735477e-05,-5.543499189886202e-06
2,6309.573444801856,0.0,-0.02163286944435979,0.009893961126827524,0.0,0.0,0.1205150133380581,0.358558916744325,1.0,0.0,-15.59420341297222,-34.23923821166868,0.0,0.0,7.099580895300242e-05,0.0001741609250272491,-0.0001421478827824179,-0.0003486649556174975,0.0001421478827824179,0.0003486649556174975,-0.0001557257054352786,-0.0003424913217279551,7.099580895300242e-05,0.0001741609250272491,0.0001421478827824179,0.0003486649556174975,1.35778010199913e-05,-6.173623995581101e-06
2,6556.418494179708,0.0,-0.02309275273331611,0.01100952401227891,0.0,0.0,0.1292181433040006,0.3697297848301489,1.0,0.0,-16.70363202785077,-35.17385743287628,0.0,0.0,7.607175695062278e-05,0.0001791838947658429,-0.0001523108960373167,-0.00035872026081787,0.0001523108960373167,0.00035872026081787,-0.0001668053927511745,-0.0003518486695688856,7.607175695062278e-05,0.0001791838947658429,0.0001523108960373167,0.00035872026081787,1.449447362110514e-05,-6.871580239460386e-06
2,6812.920690579529,0.0,-0.02462957036583191,0.01224388617454465,0.0,0.0,0.1384789860993283,0.3810338355752322,1.0,0.0,-17.88143970053434,-36.10235615853219,0.0,0.0,8.146468593031876e-05,0.0001842140868570442,-0.0001631085564651602,-0.0003687899494006876,0.0001631085564651602,0.0003687899494006876,-0.0001785681013016851,-0.0003611460004470674,8.146468593031876e-05,0.0001842140868570442,0.0001631085564651602,0.0003687899494006876,1.545952020695462e-05,-7.64393670973392e-06
2,7079.457843841292,0.0,-0.02624396566884517,0.0136083243030352,0.0,0.0,0.1483227583629759,0.3924475241164516,1.0,0.0,-19.13025489658541,-37.02053436461216,0.0,0.0,8.718751270627556e-05,0.0001892341115683976,-0.0001745667240318211,-0.0003788391998134164,0.0001745667240318211,0.0003788391998134164,-0.0001910401093091657,-0.000370341426889152,8.718751270627556e-05,0.0001892341115683976,0.0001745667240318211,0.0003788391998134165,1.647335903337893e-05,-8.497759315940106e-06
2,7356.422544596322,0.0,-0.02793595785376013,0.01511492573080729,0.0,0.0,0.1587742437813854,0.403944326685608,1.0,0.0,-20.45256078182306,-37.92376142807377,0.0,0.0,9.325262628574811e-05,0.0001942246865500123,-0.0001867102016351455,-0.0003888294009548007,0.0001867102016351455,0.0003888294009548008,-0.000204246248239693,-0.0003793887635380458,9.325262628574811e-05,0.0001942246865500123,0.0001867102016351455,0.0003888294009548007,1.753601866858966e-05,-9.440622301829136e-06
2,7644.222742525907,0.0,-0.02970482913601087,0.0167765975719035,0.0,0.0,0.1698575099642584,0.4154946002043614,1.0,0.0,-21.8506484471851,-38.80696058176453,0.0,0.0,9.967169010131533e-05,0.0001991645621416492,-0.0001995623391002693,-0.0003987180026324578,0.0001995623391002693,0.0003987180026324578,-0.0002182094361804909,-0.0003882373717933644,9.967169010131533e-05,0.0001991645621416492,0.0001995623391002693,0.0003987180026324578,1.864706737539244e-05,-1.048061406249597e-05
2,7943.282347242715,0.0,-0.03154900149227144,0.01860706521845281,0.0,0.0,0.1815955909633015,0.4270654623574768,1.0,0.0,-23.32656500246312,-39.6645971569729,0.0,0.0,0.0001064554219110035,0.0002040304622202584,-0.000213144592455573,-0.0004084583971390239,0.000213144592455573,0.000408458397139024,-0.0002329501600097085,-0.0003968320422219136,0.0001064554219110035,0.0002040304622202584,0.000213144592455573,0.0004084583971390239,1.98055360051341e-05,-1.162633631004522e-05
2,8254.04185268008,0.0,-0.03346590338692368,0.02062085800098447,0.0,0.0,0.1940101353114535,0.4386206980772046,1.0,0.0,-24.88205658083396,-40.49067156619666,0.0,0.0,0.0001136133514639781,0.0002087970446460572,-0.0002274760386983771,-0.0004179998400762201,0.0002274760386983772,0.0004179998400762202,-0.0002484859067744703,-0.0004051129242419765,0.0001136133514639781,0.0002087970446460572,0.0002274760386983771,0.0004179998400762201,2.100983461018978e-05,-1.288689521338582e-05
2,8576.958985908834,0.0,-0.03545182713724133,0.02283327964981809,0.0,0.0,0.2071210203163909,0.4501206989044614,1.0,0.0,-26.5185064369997,-41.27871805907821,0.0,0.0,0.0001211535566417915,0.0002134368857209467,-0.0002425728474536322,-0.0004272874192546433,0.0002425728474536322,0.0004272874192546433,-0.0002648305460986246,-0.0004130155133872803,0.0001211535566417915,0.0002134368857209467,0.0002425728474536322,0.0004272874192546433,2.225766319316522e-05,-1.427188303408347e-05
2,8912.509381337342,0.0,-0.03750177798565162,0.02526036106694945,0.0,0.0,0.2209459343687734,0.4615224421320824,1.0,0.0,-28.23686848966194,-42.02181034943342,0.0,0.0,0.0001290823794820602,0.0002179204933419668,-0.000258447712354425,-0.0004362620810651329,0.000258447712354425,0.0004362620810651329,-0.0002819936671167629,-0.0004204707071050037,0.0001290823794820602,0.0002179204933419668,0.000258447712354425,0.0004362620810651329,2.354591726055992e-05,-1.57913486997681e-05
2,9261.187281287817,0.0,-0.03960931640718059,0.02791879284163755,0.0,0.0,0.2354999302223419,0.4727795169399417,1.0,0.0,-30.03759685391908,-42.71257525422556,0.0,0.0,0.0001374041243231147,0.0002222163537472027,-0.0002751092466295225,-0.0004448607240983042,0.0002751092466295225,0.0004448607240983042,-0.000299979875375119,-0.000427404940470672,0.0001374041243231147,0.0002222163537472027,0.0002751092466295225,0.0004448607240983042,2.487058913628006e-05,-1.745575570883937e-05
2,9623.506263980764,0.0,-0.04176639569743812,0.03082583493562393,0.0,0.0,0.250794953560215,0.483842204854858,1.0,0.0,-31.9205721295043,-43.34321549884487,0.0,0.0,0.0001461207412524064,0.0002262910167861974,-0.0002925613492576531,-0.000453016369919234,0.0002925613492576531,0.0004530163699192341,-0.0003187880573380687,-0.000433740413337805,0.0001461207412524064,0.0002262910167861974,0.0002925613492576531,0.000453016369919234,2.622666631401994e-05,-1.9275925755594e-05
2,9999.99999999987,0.0,-0.04396319745407981,0.03399920104340329,0.0,0.0,0.2668393526591278,0.4946576217608415,1.0,0.0,-33.88502545336026,-43.90554281932374,0.0,0.0,0.0001552314990590898,0.0002301092245787549,-0.0003108025501132076,-0.0004606584207174383,0.0003108025501132077,0.0004606584207174382,-0.0003384106225590618,-0.0004393954202036715,0.0001552314990590898,0.0002301092245787549,0.0003108025501132076,0.0004606584207174382,2.760802848265673e-05,-2.126296651456566e-05
2,10391.22303835156,0.0,-0.04618796817088022,0.03745691531735219,0.0,0.0,0.2836373765675593,0.5051699282978585,1.0,0.0,-35.92946158462105,-44.39102242322455,0.0,0.0,0.0001647326530051933,0.0002336340881304799,-0.0003298253447384395,-0.0004677130129805062,0.0003298253447384395,0.0004677130129805063,-0.0003588327361645017,-0.000444284793385419,0.0001647326530051933,0.0002336340881304799,0.0003298253447384395,0.0004677130129805063,2.90073452380941e-05,-2.342818213817183e-05
2,10797.75162327696,0.0,-0.04842686079157584,0.0412171394542443,0.0,0.0,0.3011886708768904,0.515320614773047,1.0,0.0,-38.05158255911811,-44.790829749351,0.0,0.0,0.0001746171138726558,0.0002368273159618066,-0.0003496155316684663,-0.0004741034753188027,0.0003496155316684663,0.0004741034753188027,-0.0003800315569832654,-0.0004483204688880526,0.0001746171138726558,0.0002368273159618066,0.0003496155316684663,0.0004741034753188027,3.041597688793849e-05,-2.578296521361067e-05
2,11220.18454301949,0.0,-0.05066378569826208,0.04529796858414664,0.0,0.0,0.3194877818239977,0.5250488656270115,1.0,0.0,-40.24821371911175,-45.09592028560679,0.0,0.0,0.0001848741258750445,0.0002396494980434388,-0.0003701515675222598,-0.0004797508970428647,0.0003701515675222598,0.0004797508970428648,-0.000401975499334135,-0.0004514121825419094,0.0001848741258750445,0.0002396494980434388,0.0003701515675222598,0.0004797508970428648,3.182388114808948e-05,-2.833866920298673e-05
2,11659.14401179817,0.0,-0.05288027620868478,0.04971719499678067,0.0,0.0,0.3385236810410363,0.5342920070202867,1.0,0.0,-42.51523417975386,-45.29711295940457,0.0,0.0,0.000195488962134994,0.0002420604473106037,-0.0003914039572497211,-0.0004845748120235059,0.0003914039572497211,0.000484574812023506,-0.0004246235390354518,-0.0004534683015440136,0.000195488962134994,0.0002420604473106037,0.0003914039572497211,0.0004845748120235059,3.321952890545441e-05,-3.110646076229749e-05
2,12115.27658628572,0.0,-0.05505537419550912,0.0544920394908073,0.0,0.0,0.3582793246722214,0.5429860392181715,1.0,0.0,-44.84751402231284,-45.38518730360665,0.0,0.0,0.0002064426473627631,0.0002440195996940374,-0.0004133346988677305,-0.0004884939997273643,0.0004133346988677305,0.0004884939997273642,-0.0004479245864811733,-0.0004543967934309747,0.0002064426473627631,0.0002440195996940374,0.0004133346988677305,0.0004884939997273643,3.458983255806861e-05,-3.409715180435021e-05
2,12589.25411794151,0.0,-0.05716554188165585,0.05963885103789426,0.0,0.0,0.3787312617063417,0.5510662531636186,1.0,0.0,-47.2388606892165,-45.35099422387638,0.0,0.0,0.0002177117181904372,0.0002454864720197744,-0.0004358968035879975,-0.0004914274021257243,0.0004358968035879975,0.0004914274021257243,-0.0004718169514733485,-0.0004541063307491428,0.0002177117181904372,0.0002454864720197744,0.0004358968035879975,0.0004914274021257244,3.592009071980921e-05,-3.732101173773052e-05
2,13081.77474260177,0.0,-0.05918460616938644,0.06517277650703404,0.0,0.0,0.3998493071199801,0.5584679279708276,1.0,0.0,-49.68197718024736,-45.18557975528564,0.0,0.0,0.0002292680321170059,0.0002464211752730807,-0.0004590339132893666,-0.0004932951514637935,0.0004590339132893666,0.0004932951514637936,-0.0004962279257407797,-0.0004525075253179268,0.0002292680321170059,0.0002464211752730807,0.0004590339132893666,0.0004932951514637935,3.719395326680701e-05,-4.078756097309029e-05
2,13593.56390878508,0.0,-0.06108374198658265,0.07110740337673406,0.0,0.0,0.4215962956831695,0.5651271031085265,1.0,0.0,-52.16843469546572,-44.88032070630473,0.0,0.0,0.0002410786362231668,0.0002467849786546323,-0.0004826800376697521,-0.0004940196997317923,0.0004826800376697521,0.0004940196997317925,-0.0005210735095347914,-0.0004495142810968147,0.0002410786362231668,0.0002467849786546323,0.0004826800376697521,0.0004940196997317923,3.839341078129728e-05,-4.450534752757432e-05
2,14125.37544622736,0.0,-0.06283150104294502,0.07745437964399922,0.0,0.0,0.4439279319481938,0.5709814158640785,1.0,0.0,-54.68866232248972,-44.42707056095002,0.0,0.0,0.0002531057065926573,0.0002465409176246064,-0.0005067594329911388,-0.0004935270362200794,0.0005067594329911388,0.0004935270362200792,-0.0005462583082144678,-0.0004450452494059402,0.0002531057065926573,0.0002465409176246064,0.0005067594329911388,0.0004935270362200795,3.949881239182775e-05,-4.848170935975953e-05
2,14677.9926762205,0.0,-0.06439389204767092,0.08422301647921547,0.0,0.0,0.4667927509428599,0.5759709914101258,1.0,0.0,-57.23195621001123,-43.81831346372645,0.0,0.0,0.0002653065687225555,0.0002456544368441833,-0.0005311866429905308,-0.0004917479749309104,0.0005311866429905308,0.0004917479749309103,-0.0005716756231796357,-0.0004390253648020567,0.0002653065687225555,0.0002456544368441833,0.0005311866429905308,0.0004917479749309104,4.04889157952127e-05,-5.27225259058371e-05
2,15252.22956538999,0.0,-0.0657345178223927,0.09141988052464209,0.0,0.0,0.490132202368032,0.5800393695839542,1.0,0.0,-59.78651039621939,-43.04732357028495,0.0,0.0,0.0002776338080254847,0.0002440940566071403,-0.0005558667201904248,-0.0004886194890593122,0.0005558667201904247,0.0004886194890593121,-0.00059720775878397,-0.0004313874345080959,0.0002776338080254847,0.0002440940566071403,0.0005558667201904248,0.0004886194890593122,4.134097285902753e-05,-5.723196313133553e-05
2,15848.93192461092,0.0,-0.06681477383345039,0.09904838403219027,0.0,0.0,0.5138808686377313,0.5831344495063279,1.0,0.0,-62.33947106584963,-42.10832653609253,0.0,0.0,0.0002900354778435653,0.0002418320492803289,-0.0005806956424711818,-0.0004840860654741376,0.0005806956424711817,0.0004840860654741376,-0.0006227265629201619,-0.0004220737492012472,0.0002900354778435653,0.0002418320492803289,0.0005806956424711818,0.0004840860654741376,4.203085363420618e-05,-6.201221722450649e-05
