case,frequency_real,frequency_imag,v(sum)_real,v(sum)_imag,v(vn)_real,v(vn)_imag,v(x)_real,v(x)_imag,v(in)_real,v(in)_imag,v(out)_real,v(out)_imag,v(vp)_real,v(vp)_imag,i(vp)_real,i(vp)_imag,i(vin)_real,i(vin)_imag,i(ri)_real,i(ri)_imag,i(rf)_real,i(rf)_imag,i(vn)_real,i(vn)_imag,i(ci)_real,i(ci)_imag,i(cf)_real,i(cf)_imag
1,2326305.067153579,0.0,0.6074507559387219,-0.02163729089572562,0.0,0.0,0.9966977453512764,0.02663046361518191,1.0,0.0,0.09741949742991782,2.606510954744036,0.0,0.0,0.0001946239597071864,2.414693338587734e-05,-0.0003892469894125544,-4.826775451090802e-05,0.0003892469894125545,4.826775451090753e-05,-5.100312585088041e-06,2.628148245639762e-05,0.0001946239597071864,2.414693338587734e-05,0.0003892469894125544,4.826775451090791e-05,-0.0003841460693767106,-7.454925860459606e-05
1,2417315.480804055,0.0,0.6071122976548143,-0.02491905029343625,0.0,0.0,0.9966706659160612,0.02564834438199506,1.0,0.0,0.1074773051151768,2.507015651844217,0.0,0.0,0.000194779699506849,2.529625491257952e-05,-0.000389558368261247,-5.056739467543259e-05,0.0003895583682612469,5.056739467543132e-05,-4.996349925396376e-06,2.531934702137654e-05,0.000194779699506849,2.529625491257952e-05,0.000389558368261247,5.056739467543177e-05,-0.0003845614112235529,-7.588676661585811e-05
1,2511886.431509529,0.0,0.6067405791780979,-0.0282315834193682,0.0,0.0,0.996645919722365,0.02470468469717258,1.0,0.0,0.1167689759380307,2.411188086388701,0.0,0.0,0.0001949532321838382,2.648021144928419e-05,-0.0003899053405442671,-5.293626811653934e-05,0.0003899053405442672,5.293626811654079e-05,-4.899716032400672e-06,2.43941966980807e-05,0.0001949532321838382,2.648021144928419e-05,0.0003899053405442671,5.29362681165382e-05,-0.0003850050177712875,-7.733049304620488e-05
1,2610157.215682483,0.0,0.606333545302455,-0.03157912216696847,0.0,0.0,0.9966233663335105,0.02379801258036555,1.0,0.0,0.1253495648446861,2.318890328698754,0.0,0.0,0.0001951455153986122,2.770018226147832e-05,-0.0003902898210310555,-5.537713474733363e-05,0.0003902898210310555,5.537713474733403e-05,-4.809839804577689e-06,2.350469450865722e-05,0.0001951455153986122,2.770018226147832e-05,0.0003902898210310555,5.537713474733357e-05,-0.0003854793748929327,-7.88818608351134e-05
1,2712272.579331972,0.0,0.6058889531166124,-0.03496586692508046,0.0,0.0,0.9966028772186206,0.02292691849245552,1.0,0.0,0.1332699095126018,2.229989352682142,0.0,0.0,0.0001953576065959713,2.895756210757713e-05,-0.0003907139241020081,-5.789278541753692e-05,0.0003907139241020082,5.789278541753598e-05,-4.726190436040106e-06,2.264955219607222e-05,0.0001953576065959713,2.895756210757713e-05,0.0003907139241020081,5.789278541753603e-05,-0.0003859871277770149,-8.054237257947513e-05
1,2818382.931264395,0.0,0.6054043622970191,-0.03839598392857446,0.0,0.0,0.9965843351005972,0.02209005228480862,1.0,0.0,0.1405769361004309,2.144356879391829,0.0,0.0,0.0001955906675341381,3.02537583878172e-05,-0.0003911799728035784,-6.048603621338494e-05,0.0003911799728035781,6.048603621338308e-05,-4.648274261965882e-06,2.182752863320404e-05,0.0001955906675341381,3.02537583878172e-05,0.0003911799728035784,6.048603621338627e-05,-0.0003865310931372499,-8.231360324257103e-05
1,2928644.564625176,0.0,0.6048771247588758,-0.04187360151740419,0.0,0.0,0.9965676333490148,0.02128612032927856,1.0,0.0,0.1473139414657919,2.061869223929237,0.0,0.0,0.0001958459691570987,3.159018783831944e-05,-0.000391690508590139,-6.315972184668325e-05,0.000391690508590139,6.315972184668275e-05,-4.575631832930839e-06,2.103742825446641e-05,0.0001958459691570987,3.159018783831944e-05,0.000391690508590139,6.315972184668199e-05,-0.0003871142718800833,-8.419719197475068e-05
1,3043219.887107659,0.0,0.6043043736885653,-0.04540280520293882,0.0,0.0,0.9965526754164288,0.02051388281335263,1.0,0.0,0.1535208536405097,1.98240714596078,0.0,0.0,0.000196124896797857,3.296827271105012e-05,-0.0003922483017278635,-6.591668801629244e-05,0.0003922483017278635,6.591668801629144e-05,-4.507835200480557e-06,2.027809951163719e-05,0.000196124896797857,3.296827271105012e-05,0.0003922483017278635,6.591668801629133e-05,-0.0003877398622230093,-8.619483293073382e-05
1,3162277.660168313,0.0,0.603683011988683,-0.04898763143066093,0.0,0.0,0.996539374316418,0.0197721511861902,1.0,0.0,0.1592344722160574,1.905855704071577,0.0,0.0,0.0001964289556961451,3.438943637739626e-05,-0.0003928563623277352,-6.875978261685137e-05,0.000392856362327735,6.875978261685115e-05,-4.444485397726256e-06,1.954843335502238e-05,0.0001964289556961451,3.438943637739626e-05,0.0003928563623277352,6.875978261685055e-05,-0.0003884112732469967,-8.830826495950491e-05
1,3285993.247600586,0.0,0.60300970017658,-0.05263205991835401,0.0,0.0,0.9965276521415132,0.01905978574251498,1.0,0.0,0.1644886901671556,1.832104114142252,0.0,0.0,0.0001967597768091993,3.58550982884231e-05,-0.0003935179519649331,-7.169184566086645e-05,0.0003935179519649332,7.1691845660869e-05,-4.385210100094244e-06,1.884736174060606e-05,0.0001967597768091993,3.58550982884231e-05,0.0003935179519649331,7.169184566086591e-05,-0.0003891321388551388,-9.053926003353496e-05
1,3414548.87383353,0.0,0.6022808437890574,-0.05634000443885107,0.0,0.0,0.9965174396190427,0.01837569333240209,1.0,0.0,0.1693146985279535,1.761045611902406,0.0,0.0,0.0001971191228884002,3.736666822063439e-05,-0.0003942365958299854,-7.471569777125348e-05,0.0003942365958299853,7.471569777125316e-05,-4.32966145261104e-06,1.817385616341257e-05,0.0001971191228884002,3.736666822063439e-05,0.0003942365958299854,7.471569777125274e-05,-0.0003899063320965304,-9.288961027467018e-05
1,3548133.89233568,0.0,0.6014925803598058,-0.06011530190643802,0.0,0.0,0.996508675702809,0.01771882518596638,1.0,0.0,0.173741175232089,1.692577319787099,0.0,0.0,0.0001975088947873156,3.892553973069965e-05,-0.0003950160953430031,-7.783412709240142e-05,0.0003950160953430032,7.78341270924044e-05,-4.277514051277168e-06,1.752692621693537e-05,0.0001975088947873156,3.892553973069965e-05,0.0003950160953430031,7.783412709240129e-05,-0.0003907379797991457,-9.536111342464167e-05
1,3686945.064519498,0.0,0.6006407660525871,-0.06396169961630546,0.0,0.0,0.996501307198395,0.01708817484282176,1.0,0.0,0.1777944593344681,1.626600118199681,0.0,0.0,0.0001979311379586307,4.053308273932337e-05,-0.000395860541145808,-8.104987445912634e-05,0.000395860541145808,8.104987445912724e-05,-4.228463067181191e-06,1.690561817815986e-05,0.0001979311379586307,4.053308273932337e-05,0.000395860541145808,8.104987445912535e-05,-0.0003916314774378605,-9.795555659898673e-05
1,3831186.849557207,0.0,0.5997209620523306,-0.0678828404772902,0.0,0.0,0.9964952884198089,0.01648277617695404,1.0,0.0,0.1814987117481958,1.563018521264903,0.0,0.0,0.0001983880490877407,4.219063515943532e-05,-0.0003967743263674783,-8.436561665424447e-05,0.0003967743263674784,8.436561665424424e-05,-4.182222503041347e-06,1.630901361742194e-05,0.0001983880490877407,4.219063515943532e-05,0.0003967743263674783,8.436561665424382e-05,-0.0003925915041434748,-0.0001006746981545066
1,3981071.705534888,0.0,0.5987284208384382,-0.07188224606986011,0.0,0.0,0.9964905808750525,0.01590170150834574,1.0,0.0,0.1848760635541078,1.501740557139897,0.0,0.0,0.0001988819827996104,4.389949348035586e-05,-0.0003977621600366141,-8.778394757820787e-05,0.0003977621600366142,8.778394757820585e-05,-4.138523572843305e-06,1.573622803209757e-05,0.0001988819827996104,4.389949348035586e-05,0.0003977621600366141,8.778394757820752e-05,-0.0003936230377353498,-0.0001035202474925495
1,4136820.402388419,0.0,0.5976580724900062,-0.0759632973542884,0.0,0.0,0.9964871529780918,0.01534405979332005,1.0,0.0,0.1879467528723279,1.442677652936608,0.0,0.0,0.0001994154583628509,4.56609022165652e-05,-0.0003988290804880856,-9.130735714761237e-05,0.0003988290804880855,9.130735714760844e-05,-4.097113196176784e-06,1.518640950290897e-05,0.0001994154583628509,4.56609022165652e-05,0.0003988290804880856,9.130735714761107e-05,-0.0003947313696338366,-0.0001064938426138147
1,4298662.347082186,0.0,0.5965045112015709,-0.08012921284870712,0.0,0.0,0.9964849797845735,0.01480899488614344,1.0,0.0,0.1907292512246989,1.385744524297226,0.0,0.0,0.0001999911663003288,4.747604212694344e-05,-0.0003999804685830027,-9.493820773484943e-05,0.0003999804685830026,9.493820773485057e-05,-4.05775259976872e-06,1.465873737145934e-05,0.0001999911663003288,4.747604212694344e-05,0.0003999804685830027,9.493820773484985e-05,-0.0003959221194787229,-0.0001095970252355228
1,4466835.921509536,0.0,0.5952619822206356,-0.08438302409382842,0.0,0.0,0.9964840427484842,0.01429568386495443,1.0,0.0,0.1932403802634165,1.330859069653373,0.0,0.0,0.0002006119747993054,4.934601710943278e-05,-0.0004012220605278485,-9.86787079587867e-05,0.0004012220605278486,9.867870795878286e-05,-4.020216019572192e-06,1.415242093747202e-05,0.0002006119747993054,4.934601710943278e-05,0.0004012220605278485,9.867870795878738e-05,-0.000397201249246294,-0.000112831213279279
1,4641588.83361268,0.0,0.5939243694547872,-0.08872754822124308,0.0,0.0,0.9964843294967859,0.01380333541557857,1.0,0.0,0.1954954196943073,1.277942269189844,0.0,0.0,0.0002012809357957522,5.127183967680825e-05,-0.0004025599600419986,-0.0001025308836368199,0.0004025599600419987,0.0001025308836368217,-3.984289497604799e-06,1.366669817411087e-05,0.0002012809357957522,5.127183967680825e-05,0.0004025599600419986,0.0001025308836368215,-0.0003985750766200243,-0.0001161976705384807
1,4823178.482239204,0.0,0.5924851840368347,-0.09316535744618235,0.0,0.0,0.9964858336188634,0.01333118826725758,1.0,0.0,0.1975082071825996,1.226918088523932,0.0,0.0,0.0002020012905870052,5.325441492029858e-05,-0.0004040006495820285,-0.0001064965457134408,0.0004040006495820287,0.0001064965457134399,-3.94976976854235e-06,1.320083445970115e-05,0.0002020012905870052,5.325441492029858e-05,0.0004040006495820285,0.0001064965457134416,-0.0004000502873283023,-0.0001196974733384985
1,5011872.336272615,0.0,0.5909375541811072,-0.09769874531437209,0.0,0.0,0.9964885544674219,0.01287850967477612,1.0,0.0,0.1992912309943188,1.177713387101334,0.0,0.0,0.0002027764748045178,5.529452287368946e-05,-0.0004055510002863147,-0.0001105772549891484,0.0004055510002863147,0.0001105772549891482,-3.916463231867883e-06,1.275412132415706e-05,0.0002027764748045178,5.529452287368946e-05,0.0004055510002863147,0.0001105772549891503,-0.0004016339461168927,-0.0001233314740120506
1,5207948.328595351,0.0,0.5892742167127599,-0.1023296895472002,0.0,0.0,0.9964924969672172,0.01244459394192145,1.0,0.0,0.2008557160972615,1.130257831298532,0.0,0.0,0.0002036101225540053,5.739279919713383e-05,-0.0004072182802544573,-0.0001147742834891191,0.0004072182802544573,0.0001147742834891217,-3.884185006154984e-06,1.232587520845733e-05,0.0002036101225540053,5.739279919713383e-05,0.0004072182802544573,0.0001147742834891222,-0.0004033335059740854,-0.0001271002610272686
1,5411695.26546452,0.0,0.5874875107044466,-0.1070598113510433,0.0,0.0,0.9964976714277569,0.01202876098167324,1.0,0.0,0.2022117044214169,1.084483812209079,0.0,0.0,0.0002045060695038771,5.954971411155763e-05,-0.0004090101607233103,-0.0001190885723327192,0.0004090101607233103,0.0001190885723327166,-3.852758062830297e-06,1.191543623560122e-05,0.0002045060695038771,5.954971411155763e-05,0.0004090101607233103,0.0001190885723327194,-0.0004051568151729694,-0.0001310041156281291
1,5623413.251903369,0.0,0.5855693737105752,-0.1118903310866014,0.0,0.0,0.9965040933558195,0.01163035490900228,1.0,0.0,0.2033681299592845,1.040326368076362,0.0,0.0,0.0002054683546747219,6.176554952936443e-05,-0.0004109347196452444,-0.0001235206859956026,0.0004109347196452443,0.0001235206859956037,-3.822012437512907e-06,1.152216699162963e-05,0.0002054683546747219,6.176554952936443e-05,0.0004109347196452444,0.0001235206859956017,-0.0004071121216383579,-0.0001350429648775644
1,5843414.13373505,0.0,0.5835113411479189,-0.1168220202339005,0.0,0.0,0.9965117832633383,0.0112487426626722,1.0,0.0,0.204332889371238,0.997723111317852,0.0,0.0,0.0002065012206533135,6.404037434737588e-05,-0.0004130004421154195,-0.0001280707628965733,0.0004130004421154194,0.0001280707628965727,-3.79178451776681e-06,1.114545131551753e-05,0.0002065012206533135,6.404037434737588e-05,0.0004130004421154195,0.0001280707628965744,-0.0004092080740863115,-0.0001392163310341104
1,6072021.956909753,0.0,0.5813045494316168,-0.1218551496397987,0.0,0.0,0.9965207664658929,0.01088331265299877,1.0,0.0,0.2051129087493068,0.956614160064621,0.0,0.0,0.000207609111924186,6.637401789416003e-05,-0.000415216217034276,-0.0001327384622927877,0.0004152162170342761,0.0001327384622927975,-3.7619164068231e-06,1.07846930970442e-05,0.000207609111924186,6.637401789416003e-05,0.000415216217034276,0.0001327384622927907,-0.0004114537193229036,-0.0001435232772449913
1,6309573.444801795,0.0,0.5789397435362504,-0.1269894340989709,0.0,0.0,0.9965310728667186,0.01053347343313909,1.0,0.0,0.2057142071837489,0.9169420741144262,0.0,0.0,0.0002087966709814118,6.876604155595038e-05,-0.000417591329330468,-0.0001375229075321061,0.0004175913293304681,0.00013752290753211,-3.732255363525016e-06,1.043931508213397e-05,0.0002087966709814118,6.876604155595038e-05,0.000417591329330468,0.0001375229075321085,-0.0004138584950271994,-0.0001479623496036781
1,6556418.494179646,0.0,0.5764072897109873,-0.1322239733980777,0.0,0.0,0.9965427367208533,0.01019865239217158,1.0,0.0,0.2061419577697226,0.878651795166273,0.0,0.0,0.000210068731853424,7.121570864481316e-05,-0.0004201354470098662,-0.0001424226257902492,0.0004201354470098659,0.0001424226257902493,-3.702653319412648e-06,1.010875768564351e-05,0.000210068731853424,7.121570864481316e-05,0.0004201354470098662,0.0001424226257902523,-0.0004164322172831638,-0.0001525315156998662
1,6812920.690579464,0.0,0.5736971941334472,-0.1375571900476878,0.0,0.0,0.9965557963737306,0.009878294468997647,1.0,0.0,0.2064005466851649,0.841690591168261,0.0,0.0,0.0002114303106456745,7.372195262143084e-05,-0.0004228586022402837,-0.000147435484516692,0.0004228586022402834,0.0001474354845166855,-3.672966474482824e-06,9.792477812159488e-06,0.0002114303106456745,7.372195262143084e-05,0.0004228586022402837,0.0001474354845166889,-0.0004191850620686066,-0.000157228099886035
1,7079457.843841224,0.0,0.5707991283362819,-0.1429867640389559,0.0,0.0,0.9965702939682894,0.009571860886958043,1.0,0.0,0.2064936309644659,0.8060080045682622,0.0,0.0,0.000212886592681173,7.628334384037486e-05,-0.0004257711656320078,-0.0001525586249259206,0.0004257711656320076,0.000152558624925914,-3.643054973718161e-06,9.489947686072182e-06,0.000212886592681173,7.628334384037486e-05,0.0004257711656320078,0.0001525586249259216,-0.0004221275398591611,-0.0001620487155987502
1,7356422.544596251,0.0,0.5677024622799843,-0.1485095650931622,0.0,0.0,0.9965862751144672,0.009278827910020975,1.0,0.0,0.2064241955842161,0.7715558042079678,0.0,0.0,0.0002144429157991284,7.889805505281071e-05,-0.0004288838128344828,-0.0001577883930031776,0.0004288838128344828,0.0001577883930031832,-3.612782666957683e-06,9.200653693011301e-06,0.0002144429157991284,7.889805505281071e-05,0.0004288838128344828,0.000157788393003181,-0.0004252704624650628,-0.0001669891952057596
1,7644222.742525834,0.0,0.5643963059712456,-0.1541215830227543,0.0,0.0,0.9966037885148299,0.008998685622468701,1.0,0.0,0.206194610465576,0.7382879405447986,0.0,0.0,0.0002161047493588762,8.156382597659618e-05,-0.0004322074825435841,-0.0001631202686452199,0.0004322074825435843,0.000163120268645223,-3.582016955056697e-06,8.924095235675531e-06,0.0002161047493588762,8.156382597659618e-05,0.0004322074825435841,0.0001631202686452207,-0.0004286249011922218,-0.0001720445180024816
1,7943282.347242639,0.0,0.5608695605335441,-0.1598178569925855,0.0,0.0,0.9966228855400987,0.00873093673518942,1.0,0.0,0.205806687980762,0.706160503823025,0.0,0.0,0.0002178776684926387,8.427792732986453e-05,-0.0004357533250065547,-0.0001685487937277755,0.0004357533250065546,0.0001685487937277749,-3.550628725527822e-06,8.659783608156105e-06,0.0002178776684926387,8.427792732986453e-05,0.0004357533250065547,0.0001685487937277763,-0.0004322021354114661,-0.000177208737153788
1,8254041.852680001,0.0,0.5571109796203574,-0.165592404658969,0.0,0.0,0.9966436197484638,0.008475095422966147,1.0,0.0,0.2052617415266548,0.675131684745355,0.0,0.0,0.0002197673231588551,8.703712481899168e-05,-0.0004395326401281064,-0.0001740675000819342,0.0004395326401281065,0.0001740675000819352,-3.518492380937027e-06,8.407240894043241e-06,0.0002197673231588551,8.703712481899168e-05,0.0004395326401281064,0.0001740675000819309,-0.0004360135906361898,-0.000182474906568383
1,8576958.98590875,0.0,0.553109242015598,-0.1714381523702402,0.0,0.0,0.9966660463429079,0.008230686198536872,1.0,0.0,0.2045606456943219,0.6451617371198747,0.0,0.0,0.0002217794015709465,8.983764367569296e-05,-0.0004435568043273099,-0.0001796688385687709,0.0004435568043273099,0.000179668838568777,-3.48548596321276e-06,8.16599889490115e-06,0.0002217794015709465,8.983764367569296e-05,0.0004435568043273099,0.0001796688385687696,-0.0004400707652548553,-0.0001878350089018305
1,8912509.381337257,0.0,0.5488530361844056,-0.1773468678327569,0.0,0.0,0.9966902215613008,0.007997242830660558,1.0,0.0,0.2037038985168406,0.6162129418756479,0.0,0.0,0.0002239195876172861,9.267513444900021e-05,-0.0004478371853768952,-0.0001853441106634199,0.0004478371853768952,0.0001853441106634175,-3.45149137667565e-06,7.935598097084049e-06,0.0002239195876172861,9.267513444900021e-05,0.0004478371853768952,0.0001853441106634175,-0.0004443851451471836,-0.0001932798861073693
1,9261187.281287728,0.0,0.5443311574138237,-0.1833090968761464,0.0,0.0,0.9967162019948258,0.007774307314936701,1.0,0.0,0.2026916862166954,0.5882495717551693,0.0,0.0,0.0002261935119503744,9.554464087292723e-05,-0.0004523850445810021,-0.000191083404191085,0.0004523850445810022,0.0001910834041910831,-3.416394711971283e-06,7.715586686313158e-06,0.0002261935119503744,9.554464087292723e-05,0.0004523850445810021,0.0001910834041910821,-0.0004489681055378736,-0.000198799174186493
1,9623506.26398067,0.0,0.5395326180108393,-0.189314106184805,0.0,0.0,0.9967440438313939,0.00756142890765212,1.0,0.0,0.2015239507957433,0.5612378559055977,0.0,0.0,0.0002286066965099123,9.844057074913017e-05,-0.0004572114258205547,-0.0001968755350924625,0.0004572114258205547,0.0001968755350924572,-3.380086672150961e-06,7.505519620904028e-06,0.0002286066965099123,9.844057074913017e-05,0.0004572114258205547,0.0001968755350924611,-0.0004538307996157857,-0.0002043812440274674
1,10000000.0,0.0,0.5344467707989402,-0.1953498340908859,0.0,0.0,0.9967738020221418,0.007358163234417361,1.0,0.0,0.20020046071298,0.5351459435063551,0.0,0.0,0.0002311644923580991,0.00010135667089748,-0.0004623270312232019,-0.000202707997325316,0.0004623270312232017,0.0002027079973253033,-3.342463100859602e-06,7.304957775972411e-06,0.0002311644923580991,0.00010135667089748,0.0004623270312232019,0.0002027079973253094,-0.0004589840336755712,-0.0002100131504511097
2,1.0,0.0,-6.29189403034685e-10,6.296925991028569e-09,0.0,0.0,3.319047991826653e-09,6.283814978924496e-05,1.0,0.0,-4.349314092602717e-07,-0.006283178986040907,0.0,0.0,1.971939539223565e-12,3.138444516770794e-08,-3.948237394861339e-12,-6.283185286325393e-08,3.948237394861339e-12,6.283185286325393e-08,-4.343022198572371e-12,-6.283185282966899e-08,1.971939539223565e-12,3.138444516770794e-08,3.948237394861339e-12,6.283185286325393e-08,3.947841745222462e-13,-2.72880132668247e-17
2,1.039122303835169,0.0,-6.793830895928158e-10,6.543279853790881e-09,0.0,0.0,3.583825583458986e-09,6.529652296406324e-05,1.0,0.0,-4.696281329332217e-07,-0.006528991421424997,0.0,0.0,2.129251335621794e-12,3.26122769585524e-08,-4.263208673051802e-12,-6.528997968420946e-08,4.263208673051801e-12,6.528997968420946e-08,-4.689487498436289e-12,-6.528997964704851e-08,2.129251335621794e-12,3.26122769585524e-08,4.263208673051802e-12,6.528997968420946e-08,4.262781460015311e-13,-3.061765445995429e-17
2,1.07977516232771,0.0,-7.335809856101295e-10,6.799272087821265e-09,0.0,0.0,3.869725850330198e-09,6.785107335949826e-05,1.0,0.0,-5.070927933525254e-07,-0.006784420605353671,0.0,0.0,2.299112706038088e-12,3.388814435690289e-08,-4.603306835940328e-12,-6.784427408741044e-08,4.603306835940328e-12,6.784427408741044e-08,-5.063592123669152e-12,-6.784427404625759e-08,2.299112706038088e-12,3.388814435690289e-08,4.603306835940328e-12,6.784427408741044e-08,4.602845541467437e-13,-3.435357332344517e-17
2,1.122018454301963,0.0,-7.921025275406131e-10,7.065279822170029e-09,0.0,0.0,4.178433857267296e-09,7.050556364979332e-05,1.0,0.0,-5.47546203118174e-07,-0.007049842767156227,0.0,0.0,2.482524794767055e-12,3.521392662594347e-08,-4.970536384807908e-12,-7.049849836997115e-08,4.970536384807909e-12,7.049849836997115e-08,-5.467541005906334e-12,-7.04984983243605e-08,2.482524794767055e-12,3.521392662594347e-08,4.970536384807908e-12,7.049849836997115e-08,4.970038289972318e-13,-3.854534323032298e-17
2,1.165914401179831,0.0,-8.552926349322968e-10,7.341694946604649e-09,0.0,0.0,4.511769095414246e-09,7.326390371365195e-05,1.0,0.0,-5.912267901919534e-07,-0.007325648855116557,0.0,0.0,2.680568612549228e-12,3.659157655045067e-08,-5.367061730346543e-12,-7.325656201870534e-08,5.367061730346543e-12,7.325656201870534e-08,-5.903714975570211e-12,-7.325656196811504e-08,2.680568612549228e-12,3.659157655045067e-08,5.367061730346543e-12,7.325656201870534e-08,5.366523899306866e-13,-4.324858641998949e-17
2,1.211527658628588,0.0,-9.235237433450579e-10,7.628924689883407e-09,0.0,0.0,4.871696206112713e-09,7.613015639321236e-05,1.0,0.0,-6.383920031630415e-07,-0.007612245112312094,0.0,0.0,2.894411407918786e-12,3.802312331231447e-08,-5.795219949457771e-12,-7.612252746852247e-08,5.795219949457771e-12,7.612252746852247e-08,-6.374684794196965e-12,-7.612252741236784e-08,2.894411407918786e-12,3.802312331231447e-08,5.795219949457771e-12,7.612252746852249e-08,5.794639212151047e-13,-4.852571207134562e-17
2,1.258925411794167,0.0,-9.971979994447536e-10,7.927392220750155e-09,0.0,0.0,5.260336560282025e-09,7.910854347832607e-05,1.0,0.0,-6.893198286235507e-07,-0.007910053674980896,0.0,0.0,3.125313546860303e-12,3.9510675480009e-08,-6.257534559726779e-12,-7.910061608610532e-08,6.257534559726779e-12,7.910061608610532e-08,-6.883226306241059e-12,-7.910061602373116e-08,3.125313546860303e-12,3.9510675480009e-08,6.257534559726779e-12,7.910061608610532e-08,6.256907493181029e-13,-5.444674443478369e-17
2,1.308177474260194,0.0,-1.076749631211315e-09,8.237537272550947e-09,0.0,0.0,5.679980761545979e-09,8.220345192495481e-05,1.0,0.0,-7.44310429590704e-07,-0.008219513194298174,0.0,0.0,3.37463594126997e-12,4.105642411369331e-08,-6.756730392757293e-12,-8.219521438768228e-08,6.756730392757294e-12,8.219521438768225e-08,-7.432336799594927e-12,-8.219521431835447e-08,3.37463594126997e-12,4.105642411369331e-08,6.756730392757293e-12,8.219521438768228e-08,6.756053300912889e-13,-6.109025201140799e-17
2,1.359356390878525,0.0,-1.162647507230537e-09,8.559816792410058e-09,0.0,0.0,6.133102146798453e-09,8.541944031684495e-05,1.0,0.0,-8.036879146337829e-07,-0.008541079482478037,0.0,0.0,3.643848069972513e-12,4.266264599293544e-08,-7.29574965402899e-12,-8.541088050005253e-08,7.29574965402899e-12,8.541088050005253e-08,-8.025252671265524e-12,-8.54108804229483e-08,3.643848069972513e-12,4.266264599293544e-08,7.29574965402899e-12,8.541088050005253e-08,7.295018545949807e-13,-6.854439010920845e-17
2,1.412537544622754,0.0,-1.255397900153754e-09,8.894705615941251e-09,0.0,0.0,6.622371363778772e-09,8.876124557999708e-05,1.0,0.0,-8.678022481358617e-07,-0.008875226184152221,0.0,0.0,3.934536639730954e-12,4.433170697009559e-08,-7.877769263932526e-12,-8.875235087438114e-08,7.877769263932527e-12,8.875235087438114e-08,-8.665468502357081e-12,-8.875235078857838e-08,3.934536639730954e-12,4.433170697009559e-08,7.877769263932526e-12,8.875235087438114e-08,7.876979830278349e-13,-7.690807061052314e-17
2,1.467799267622069,0.0,-1.355547470612901e-09,9.242697168510026e-09,0.0,0.0,7.15067211157525e-09,9.22337899598204e-05,1.0,0.0,-9.370313129421964e-07,-0.009222445474014525,0.0,0.0,4.248414937077815e-12,4.60660654553855e-08,-8.50621958218815e-12,-9.222454726265189e-08,8.50621958218815e-12,9.22245472626519e-08,-9.356757654715835e-12,-9.222454716711695e-08,4.248414937077815e-12,4.60660654553855e-08,8.50621958218815e-12,9.222454726265189e-08,8.505367169809535e-13,-8.62922744722998e-17
2,1.525222956539018,0.0,-1.46368648917784e-09,9.604304194104655e-09,0.0,0.0,7.721118136829887e-09,9.584218827124905e-05,1.0,0.0,-1.011783137563564e-06,-0.00958324878175872,0.0,0.0,4.587332926256493e-12,4.786827603723643e-08,-9.184804626007725e-12,-9.583258396705495e-08,9.184804626007729e-12,9.583258396705494e-08,-1.010319451074387e-11,-9.583258386062914e-08,4.587332926256493e-12,4.786827603723643e-08,9.184804626007725e-12,9.583258396705495e-08,9.183884210513433e-13,-9.682152437620544e-17
2,1.584893192461112,0.0,-1.580452315345782e-09,9.980059512917067e-09,0.0,0.0,8.33707158581773e-09,9.959175543249862e-05,1.0,0.0,-1.092498301049781e-06,-0.009958167545377499,0.0,0.0,4.953288152684213e-12,4.974099324583588e-08,-9.917523901163512e-12,-9.958177537298569e-08,9.917523901163512e-12,9.95817753729857e-08,-1.090917848734435e-11,-9.958177525437012e-08,4.953288152684213e-12,4.974099324583588e-08,9.917523901163512e-12,9.958177537298569e-08,9.916530057298652e-13,-1.086355370687556e-16
2,1.646897865482867,0.0,-1.706533154067579e-09,1.03705168087808e-08,0.0,0.0,9.002162820566164e-09,0.0001034880142935599,1.0,0.0,-1.179652529714028e-06,-0.01034775399393214,0.0,0.0,5.348437516297845e-12,5.168697546221855e-08,-1.070869597463375e-11,-1.034776437767511e-07,1.070869597463374e-11,1.034776437767511e-07,-1.17794599655996e-11,-1.034776436444895e-07,5.348437516297845e-12,5.168697546221855e-08,1.070869597463375e-11,1.034776437767511e-07,1.070762284429384e-12,-1.21891077317565e-16
2,1.71132830416178,0.0,-1.842672111951439e-09,1.077625144766061e-08,0.0,0.0,9.72031181580802e-09,0.0001075367037709606,1.0,0.0,-1.273759501009761e-06,-0.01075258196094582,0.0,0.0,5.775109984087041e-12,5.370908898212717e-08,-1.156298392775946e-11,-1.07525927519513e-07,1.156298392775946e-11,1.07525927519513e-07,-1.27191682889781e-11,-1.075259273719727e-07,5.775109984087041e-12,5.370908898212717e-08,1.156298392775946e-11,1.07525927519513e-07,1.156182518545169e-12,-1.367640380843038e-16
2,1.778279410038921,0.0,-1.98967157705082e-09,1.119786132843857e-08,0.0,0.0,1.04957512628797e-08,0.0001117437873007763,1.0,0.0,-1.375373871092156e-06,-0.01117324772961849,0.0,0.0,6.235820316697705e-12,5.581031223675728e-08,-1.248542283993051e-11,-1.117325894394479e-07,1.248542283993052e-11,1.117325894394478e-07,-1.373384199515105e-11,-1.117325892747982e-07,6.235820316697705e-12,5.581031223675728e-08,1.248542283993051e-11,1.117325894394478e-07,1.248417165547824e-12,-1.534517745176376e-16
