case,frequency_real,frequency_imag,v(c1)_real,v(c1)_imag,v(tail)_real,v(tail)_imag,v(vas)_real,v(vas)_imag,v(vn)_real,v(vn)_imag,v(fb)_real,v(fb)_imag,v(in)_real,v(in)_imag,v(out)_real,v(out)_imag,v(vp)_real,v(vp)_imag,i(vp)_real,i(vp)_imag,i(vin)_real,i(vin)_imag,ic(q2)_real,ic(q2)_imag,ib(q2)_real,ib(q2)_imag,i(it)_real,i(it)_imag,ic(q3)_real,ic(q3)_imag,ib(q3)_real,ib(q3)_imag,i(io)_real,i(io)_imag,i(rg)_real,i(rg)_imag,i(rl)_real,i(rl)_imag,i(vn)_real,i(vn)_imag,ic(q1)_real,ic(q1)_imag,ib(q1)_real,ib(q1)_imag,i(rc)_real,i(rc)_imag,i(ivas)_real,i(ivas)_imag,ic(q4)_real,ic(q4)_imag,ib(q4)_real,ib(q4)_imag,i(rf)_real,i(rf)_imag,i(cc)_real,i(cc)_imag
1,241.7315480804093,0.0,-0.002675463461324382,-3.999310588579251e-05,0.9996462876647315,-3.968310830716886e-05,10.02566879722917,-0.0009174508814215657,0.0,0.0,0.9997365187875131,-8.492451146486353e-05,1.0,0.0,9.997538849835044,-0.0009148469525689521,0.0,0.0,-0.001999403694996166,1.885812693453837e-07,-8.670877478393696e-08,-1.21720626236356e-08,-5.051998026958593e-06,-1.626843180757115e-06,1.929577332370782e-08,-7.289093102260223e-09,0.0,0.0,-1.297171747297632e-05,-1.547882872027933e-06,-6.305965593828905e-07,-3.430603921837804e-08,0.0,0.0,0.0009997365187875131,-8.492451146486354e-08,0.0009997538849835044,-9.148469525689521e-08,0.0,0.0,4.945993478842847e-06,1.621960211235749e-06,8.670877478394446e-08,1.217206262363558e-08,4.315263647297391e-06,6.450500949321372e-08,0.0,0.0,0.001986538115343515,-2.084320093277947e-07,1.297158420081931e-05,2.473370950377681e-08,0.0009997558145608367,-9.221360456712096e-08,-1.332721575182141e-10,-1.523149162524155e-06
1,251.1886431509569,0.0,-0.002675463741070761,-4.155772830589102e-05,0.9996462873915746,-4.123560290835451e-05,10.02566879221393,-0.0009533436732356938,0.0,0.0,0.9997365182026563,-8.824695396447574e-05,1.0,0.0,9.997538844833906,-0.0009506378726882463,0.0,0.0,-0.001999403693986546,1.959590029972073e-07,-8.670869968654214e-08,-1.264826176395677e-08,-5.052009235159488e-06,-1.690489033181288e-06,1.929586748285654e-08,-7.574259227050833e-09,0.0,0.0,-1.297172828775107e-05,-1.608439615288212e-06,-6.305966655271946e-07,-3.564817050335797e-08,0.0,0.0,0.0009997365182026563,-8.824695396447574e-08,0.0009997538844833908,-9.506378726882462e-08,0.0,0.0,4.946004667986077e-06,1.685415030644442e-06,8.67086996865192e-08,1.264826176395695e-08,4.315264098501228e-06,6.702859404175971e-08,0.0,0.0,0.00198653811417003,-2.165863496492616e-07,1.297158438378666e-05,2.570134918888834e-08,0.000999755814070139,-9.582121319153007e-08,-1.439039654701703e-10,-1.582738266099324e-06
1,261.0157215682525,0.0,-0.00267546404313392,-4.318356235729481e-05,0.9996462870966258,-4.2848834672697e-05,10.02566878679859,-0.0009906406737172568,0.0,0.0,0.9997365175711408,-9.169937806403805e-05,1.0,0.0,9.997538839433792,-0.0009878290160196886,0.0,0.0,-0.001999403692895957,2.036253705787323e-07,-8.670861859832227e-08,-1.314309091271524e-08,-5.052021337531517e-06,-1.756624857886108e-06,1.929596915335792e-08,-7.870581708811008e-09,0.0,0.0,-1.297173996527513e-05,-1.671365477764796e-06,-6.305967801391719e-07,-3.704280905568161e-08,0.0,0.0,0.0009997365175711409,-9.169937806403805e-08,0.0009997538839433794,-9.878290160196886e-08,0.0,0.0,4.946016749771692e-06,1.751352348682256e-06,8.670861859834416e-08,1.314309091271523e-08,4.315264585699872e-06,6.965090702789486e-08,0.0,0.0,0.001986538112902395,-2.250597065409943e-07,1.297158458134738e-05,2.67068451661692e-08,0.0009997558135402948,-9.956995977285006e-08,-1.553839276193904e-10,-1.644658632598627e-06
1,271.2272579332016,0.0,-0.00267546436929421,-4.487300277974933e-05,0.9996462867781482,-4.452517977765894e-05,10.02566878095125,-0.001029396818739547,0.0,0.0,0.9997365168892483,-9.528686894257686e-05,1.0,0.0,9.997538833602896,-0.001026475162516392,0.0,0.0,-0.0019994036917187,2.115916641130531e-07,-8.670853104117778e-08,-1.365727891888058e-08,-5.052034405315152e-06,-1.825348068311764e-06,1.929607893497904e-08,-8.178497010071233e-09,0.0,0.0,-1.297175257437511e-05,-1.736753144848172e-06,-6.305969038943684e-07,-3.849200908054548e-08,0.0,0.0,0.0009997365168892482,-9.528686894257687e-08,0.0009997538833602896,-1.026475162516392e-07,0.0,0.0,4.946029795358067e-06,1.819869286403007e-06,8.670853104119384e-08,1.365727891888083e-08,4.315265111764854e-06,7.237581093507957e-08,0.0,0.0,0.001986538111534033,-2.338645606650889e-07,1.297158479467023e-05,2.775167846078983e-08,0.0009997558129681832,-1.034653659526461e-07,-1.677797056033166e-10,-1.709001466387382e-06
1,281.8382931264441,0.0,-0.00267546472147398,-4.662853800069966e-05,0.9996462864342635,-4.626710736221346e-05,10.02566877463743,-0.001069669193393378,0.0,0.0,0.9997365161529557,-9.90147107229834e-05,1.0,0.0,9.997538827306823,-0.001066633235249035,0.0,0.0,-0.001999403690447146,2.198696173935709e-07,-8.670843649925797e-08,-1.419158314569003e-08,-5.052048515639053e-06,-1.896759888935638e-06,1.929619747411615e-08,-8.498458668802943e-09,0.0,0.0,-1.297176618936793e-05,-1.804698927993436e-06,-6.305970375221235e-07,-3.999790514837811e-08,0.0,0.0,0.0009997365161529556,-9.901471072298341e-08,0.0009997538827306823,-1.066633235249035e-07,0.0,0.0,4.946043881674609e-06,1.891066764458821e-06,8.670843649925906e-08,1.419158314569038e-08,4.315265679796743e-06,7.52073193559672e-08,0.0,0.0,0.001986538110056132,-2.430138809557173e-07,1.297158502500942e-05,2.883738803901205e-08,0.0009997558123504297,-1.075131693917835e-07,-1.81164358777314e-10,-1.775861539954424e-06
1,292.8644564625223,0.0,-0.002675465101748973,-4.845275380056589e-05,0.9996462860629454,-4.807718316368926e-05,10.02566876781992,-0.001111517116069014,0.0,0.0,0.9997365153579256,-0.0001028883942551083,1.0,0.0,9.997538820508483,-0.001108362384249148,0.0,0.0,-0.001999403689074477,2.284714232662498e-07,-8.670833441523264e-08,-1.474679058618933e-08,-5.052063751604405e-06,-1.970965504367995e-06,1.929632546980183e-08,-8.830937966445235e-09,0.0,0.0,-1.297178089049988e-05,-1.875302906580163e-06,-6.305971818100525e-07,-4.156271533890986e-08,0.0,0.0,0.0009997365153579256,-1.028883942551083e-07,0.0009997538820508483,-1.108362384249148e-07,0.0,0.0,4.946059091726526e-06,1.965049651748207e-06,8.670833441520656e-08,1.474679058618931e-08,4.315266293143505e-06,7.814960290413853e-08,0.0,0.0,0.001986538108460654,-2.525211437214688e-07,1.297158527372583e-05,2.996557307497854e-08,0.0009997558116833954,-1.1171933222156e-07,-1.956167748184008e-10,-1.845337333505184e-06
1,304.3219887107707,0.0,-0.002675465512360462,-5.034833712141e-05,0.9996462856620052,-4.995807329693579e-05,10.02566876045854,-0.001155002225827793,0.0,0.0,0.9997365144994717,-0.0001069136252034135,1.0,0.0,9.997538813167804,-0.00115172407363276,0.0,0.0,-0.001999403687592059,2.374097515890694e-07,-8.670822418740624e-08,-1.532371902242592e-08,-5.05208020302712e-06,-2.048074214281565e-06,1.929646367632823e-08,-9.17642462207654e-09,0.0,0.0,-1.297179676441693e-05,-1.948669075322068e-06,-6.3059733760858e-07,-4.318874450824995e-08,0.0,0.0,0.0009997365144994717,-1.069136252034135e-07,0.0009997538813167803,-1.15172407363276e-07,0.0,0.0,4.946075515167796e-06,2.041926919881169e-06,8.670822418741168e-08,1.532371902242631e-08,4.3152669554201e-06,8.12069953571129e-08,0.0,0.0,0.001986538106737728,-2.624003524949462e-07,1.297158554228227e-05,3.113789530617767e-08,0.0009997558109631482,-1.160900498254829e-07,-2.112221346804853e-10,-1.917531180015891e-06
1,316.2277660168364,0.0,-0.002675465955728539,-5.231808002460734e-05,0.9996462852290803,-5.19125481813086e-05,10.02566875250991,-0.001200188573193112,0.0,0.0,0.9997365135725349,-0.0001110963324510045,1.0,0.0,9.997538805241524,-0.001196782172133689,0.0,0.0,-0.00199940368599161,2.466977678944471e-07,-8.67081051661003e-08,-1.592321822998565e-08,-5.052097966857171e-06,-2.128199594402443e-06,1.929661290834962e-08,-9.535427513739405e-09,0.0,0.0,-1.297181390467785e-05,-2.024905497443713e-06,-6.305975058359759e-07,-4.487838768377819e-08,0.0,0.0,0.000999736513572535,-1.110963324510045e-07,0.0009997538805241524,-1.196782172133689e-07,0.0,0.0,4.946093248778697e-06,2.121811803686133e-06,8.670810516610106e-08,1.592321822998541e-08,4.315267670529902e-06,8.438400003968926e-08,0.0,0.0,0.001986538104877428,-2.72666058659178e-07,1.297158583226385e-05,3.235608148106318e-08,0.0009997558101854434,-1.206317599647427e-07,-2.280724146417071e-10,-1.992549415962649e-06
1,328.5993247600638,0.0,-0.00267546643446637,-5.436488380335006e-05,0.9996462847616185,-5.394348662128378e-05,10.02566874392718,-0.001247142714490502,0.0,0.0,0.9997365125716515,-0.0001154426768324025,1.0,0.0,9.997538796682921,-0.001243603047175872,0.0,0.0,-0.001999403684263352,2.563491527795329e-07,-8.670797664989826e-08,-1.65461712296533e-08,-5.052117147797302e-06,-2.211459663797779e-06,1.929677404539283e-08,-9.908475427982919e-09,0.0,0.0,-1.297183241230564e-05,-2.104124463849767e-06,-6.305976874837347e-07,-4.663413359184749e-08,0.0,0.0,0.0009997365125716516,-1.154426768324025e-07,0.0009997538796682921,-1.243603047175871e-07,0.0,0.0,4.946112397097929e-06,2.204821967996135e-06,8.670797664988484e-08,1.654617122965356e-08,4.315268442687694e-06,8.768529645701623e-08,0.0,0.0,0.001986538102868677,-2.833333828803923e-07,1.297158614537797e-05,3.362192590242938e-08,0.0009997558093456968,-1.253511522603855e-07,-2.462669284021321e-10,-2.070502537947337e-06
1,341.4548873833585,0.0,-0.002675466951395602,-5.649176325604044e-05,0.9996462842568652,-5.605388004675584e-05,10.02566873465976,-0.001295933809882067,0.0,0.0,0.9997365114909227,-0.0001199590602080882,1.0,0.0,9.997538787441563,-0.001292255662629548,0.0,0.0,-0.001999403682397151,2.663781220593047e-07,-8.670783788115422e-08,-1.719349558805119e-08,-5.052137858901893e-06,-2.297977058711254e-06,1.929694803715882e-08,-1.029611783874084e-08,0.0,0.0,-1.297185239638286e-05,-2.186442658521336e-06,-6.305978836224739e-07,-4.845856832350443e-08,0.0,0.0,0.0009997365114909227,-1.199590602080882e-07,0.0009997538787441564,-1.292255662629548e-07,0.0,0.0,4.946133072968364e-06,2.291079680961716e-06,8.670783788121062e-08,1.719349558805118e-08,4.315269276444519e-06,9.1115747187162e-08,0.0,0.0,0.00198653810069964,-2.944180373800636e-07,1.297158648347124e-05,3.493729307028684e-08,0.00099975580843896,-1.302551780468288e-07,-2.659129124280656e-10,-2.15150536545105e-06
1,354.8133892335737,0.0,-0.002675467509562966,-5.87018511268687e-05,0.9996462837118444,-5.824683691916433e-05,10.02566872465302,-0.00134663372523282,0.0,0.0,0.9997365103239776,-0.0001246521348938529,1.0,0.0,9.997538777462955,-0.001342811680388484,0.0,0.0,-0.001999403680382408,2.767994477016489e-07,-8.67076880423892e-08,-1.786614476914749e-08,-5.052160222247622e-06,-2.387879213194034e-06,1.929713590908854e-08,-1.069892571665973e-08,0.0,0.0,-1.297187397469401e-05,-2.271981330382934e-06,-6.305980954082071e-07,-5.03543791436197e-08,0.0,0.0,0.0009997365103239775,-1.246521348938529e-07,0.0009997538777462955,-1.342811680388484e-07,0.0,0.0,4.946155398287377e-06,2.380711994141703e-06,8.67076880424104e-08,1.786614476914729e-08,4.315270176714462e-06,9.468040504333661e-08,0.0,0.0,0.001986538098357874,-3.059363490775244e-07,1.297158684853729e-05,3.630412042813571e-08,0.0009997558074598865,-1.353510606105145e-07,-2.87126157991603e-10,-2.235677209954798e-06
1,368.6945064519557,0.0,-0.00267546811225819,-6.099840272011489e-05,0.9996462831233452,-6.052558731005761e-05,10.02566871384801,-0.001399317137965597,0.0,0.0,0.9997365090639404,-0.0001295288134593313,1.0,0.0,9.99753876668832,-0.001395345565924445,0.0,0.0,-0.001999403678206661,2.876284795905053e-07,-8.670752624999463e-08,-1.856510953865338e-08,-5.052184369620194e-06,-2.48129854681053e-06,1.929733876860728e-08,-1.111749237012769e-08,0.0,0.0,-1.297189727441701e-05,-2.360866471893243e-06,-6.305983240891763e-07,-5.232435844903627e-08,0.0,0.0,0.0009997365090639405,-1.295288134593313e-07,0.000999753876668832,-1.395345565924446e-07,0.0,0.0,4.946179504579941e-06,2.473850929641983e-06,8.670752625000425e-08,1.856510953865375e-08,4.315271148803533e-06,9.838452051631434e-08,0.0,0.0,0.001986538095828936,-3.179052836385817e-07,1.297158724272414e-05,3.772442121667494e-08,0.000999755806402709,-1.406463058294571e-07,-3.100316936319307e-10,-2.323142050676568e-06
1,383.1186849557268,0.0,-0.00267546876303354,-6.338480069497253e-05,0.999646282487898,-6.289348765872037e-05,10.02566870218102,-0.001454061647053642,0.0,0.0,0.9997365077033837,-0.0001345962789095248,1.0,0.0,9.997538755054139,-0.001449934697967599,0.0,0.0,-0.001999403675857214,2.988811681294301e-07,-8.670735155071496e-08,-1.929141942335009e-08,-5.052210443328649e-06,-2.578372659677151e-06,1.929755781142315e-08,-1.155243431915022e-08,0.0,0.0,-1.297192243287984e-05,-2.453229004622725e-06,-6.30598571013209e-07,-5.437140788157326e-08,0.0,0.0,0.0009997365077033837,-1.345962789095248e-07,0.000999753875505414,-1.449934697967599e-07,0.0,0.0,4.946205533976294e-06,2.570633674573116e-06,8.670735155070317e-08,1.929141942334947e-08,4.315272198441194e-06,1.022335495080202e-07,0.0,0.0,0.001986538093098307,-3.303424704646146e-07,1.297158766835763e-05,3.920028743915907e-08,0.0009997558052611951,-1.461487132286749e-07,-3.347645220592851e-10,-2.414028717183566e-06
1,398.1071705534952,0.0,-0.002675469465724591,-6.586456004795496e-05,0.9996462818017581,-6.535402571599175e-05,10.02566868958329,-0.001510947887319893,0.0,0.0,0.9997365062342878,-0.0001398619952650069,1.0,0.0,9.997538742491832,-0.001506659482481391,0.0,0.0,-0.001999403673320528,3.105740877404971e-07,-8.670716291467247e-08,-2.004614422752312e-08,-5.052238597103573e-06,-2.679244535142107e-06,1.929779432822295e-08,-1.200439220348092e-08,0.0,0.0,-1.297194959836282e-05,-2.549204972091406e-06,-6.305988376356587e-07,-5.649854260194038e-08,0.0,0.0,0.0009997365062342878,-1.398619952650069e-07,0.0009997538742491832,-1.506659482481392e-07,0.0,0.0,4.946233639862329e-06,2.671202783118078e-06,8.670716291468196e-08,2.00461442275227e-08,4.315273331813856e-06,1.062331613676693e-07,0.0,0.0,0.001986538090149869,-3.43266228659413e-07,1.297158812794703e-05,4.073389294276245e-08,0.0009997558040286162,-1.518663874684872e-07,-3.614704158463287e-10,-2.508471079148643e-06
1,413.6820402388486,0.0,-0.002675470224472932,-6.844133329022415e-05,0.9996462810608813,-6.791082568145525e-05,10.02566867598058,-0.001570059648205349,0.0,0.0,0.9997365046479946,-0.0001453337185557811,1.0,0.0,9.997538728927365,-0.001565603471093822,0.0,0.0,-0.001999403670581416,3.227244612741905e-07,-8.670695923013478e-08,-2.08303956087142e-08,-5.052268996847786e-06,-2.784062750386312e-06,1.929804971320427e-08,-1.247403172622807e-08,0.0,0.0,-1.297197893097653e-05,-2.648935740150869e-06,-6.305991255279527e-07,-5.870889573085109e-08,0.0,0.0,0.0009997365046479946,-1.45333718555781e-07,0.0009997538728927365,-1.565603471093822e-07,0.0,0.0,4.946263987898265e-06,2.775706386503658e-06,8.67069592301794e-08,2.083039560871442e-08,4.315274555601503e-06,1.10389247242297e-07,0.0,0.0,0.001986538086966316,-3.566955940118991e-07,1.297158862420067e-05,4.232749662049394e-08,0.000999755802697708,-1.578077502820046e-07,-3.903067765953312e-10,-2.606608243530375e-06
1,429.8662347082254,0.0,-0.002675471043750529,-7.111891582746677e-05,0.9996462802609005,-7.056765354157458e-05,10.02566866129271,-0.001631483997184165,0.0,0.0,0.9997365029351547,-0.0001510195082452754,1.0,0.0,9.997538714280791,-0.001626853484162267,0.0,0.0,-0.001999403667624113,3.353501853766165e-07,-8.670673929676894e-08,-2.164532871511282e-08,-5.052301821718112e-06,-2.892981695265799e-06,1.929832547167255e-08,-1.296204463439219e-08,0.0,0.0,-1.297201060360364e-05,-2.752568205205595e-06,-6.30599436386881e-07,-6.100572296389145e-08,0.0,0.0,0.0009997365029351547,-1.510195082452754e-07,0.0009997538714280791,-1.626853484162267e-07,0.0,0.0,4.946296756969116e-06,2.884298411185074e-06,8.670673929680918e-08,2.164532871511268e-08,4.315275877016982e-06,1.147079287539786e-07,0.0,0.0,0.001986538083528736,-3.706503470342635e-07,1.297158916004201e-05,4.398344573837742e-08,0.0009997558012606264,-1.639815528796657e-07,-4.214435626455601e-10,-2.708584759467217e-06
1,446.6835921509607,0.0,-0.002675471928386167,-7.390125155024146e-05,0.9996462793971017,-7.332842261678185e-05,10.02566864543312,-0.001695311408009565,0.0,0.0,0.9997365010856726,-0.0001569277391015174,1.0,0.0,9.997538698465787,-0.001690499738655392,0.0,0.0,-0.001999403664430435,3.484698568544776e-07,-8.670650181808264e-08,-2.249214388703495e-08,-5.052337265223173e-06,-3.006161799720593e-06,1.929862322866306e-08,-1.346914973779932e-08,0.0,0.0,-1.29720448029212e-05,-2.860255010580333e-06,-6.305997720446623e-07,-6.339240736692301e-08,0.0,0.0,0.0009997365010856725,-1.569277391015174e-07,0.0009997538698465788,-1.690499738655392e-07,0.0,0.0,4.946332140176124e-06,2.997138805571065e-06,8.670650181808827e-08,2.249214388703511e-08,4.315277303848657e-06,1.191955670165185e-07,0.0,0.0,0.001986538079816869,-3.851510420976706e-07,1.29715897386304e-05,4.570417939279508e-08,0.0009997557997089017,-1.703968888393195e-07,-4.550642907893342e-10,-2.814550831187537e-06
1,464.1588833612755,0.0,-0.002675472883593741,-7.679243864303202e-05,0.9996462784643927,-7.619719932543744e-05,10.02566862830831,-0.001761635893972463,0.0,0.0,0.9997364990886471,-0.0001630671135323073,1.0,0.0,9.997538681389127,-0.001756635981033563,0.0,0.0,-0.001999403660982278,3.621028000605403e-07,-8.670624539456641e-08,-2.337208842493394e-08,-5.052375536241531e-06,-3.123769770070099e-06,1.929894473925261e-08,-1.399609396783118e-08,0.0,0.0,-1.297208173049434e-05,-2.972154771352184e-06,-6.306001344795691e-07,-6.58724643591023e-08,0.0,0.0,0.0009997364990886471,-1.630671135323073e-07,0.0009997538681389127,-1.756635981033563e-07,0.0,0.0,4.946370346105529e-06,3.11439377561313e-06,8.67062453945912e-08,2.337208842493444e-08,4.315278844506034e-06,1.238587720048904e-07,0.0,0.0,0.001986538075809106,-4.002190377066265e-07,1.297159036337675e-05,4.749223210309551e-08,0.0009997557980333867,-1.770632075001396e-07,-4.913671178988881e-10,-2.924662539249088e-06
1,482.317848223928,0.0,-0.002675473915003119,-7.979673562056153e-05,0.9996462774572772,-7.917820917339194e-05,10.02566860981737,-0.00183055514637859,0.0,0.0,0.9997364969323096,-0.0001694466744034064,1.0,0.0,9.99753866295018,-0.001825359625332943,0.0,0.0,-0.001999403657258836,3.762690953632729e-07,-8.670596851476723e-08,-2.428645842660598e-08,-5.052416860323071e-06,-3.245978834564797e-06,1.929929189848177e-08,-1.454365347765235e-08,0.0,0.0,-1.297212160396916e-05,-3.088432307978572e-06,-6.306005258277778e-07,-6.844954689083726e-08,0.0,0.0,0.0009997364969323095,-1.694466744034064e-07,0.000999753866295018,-1.825359625332943e-07,0.0,0.0,4.946411599897349e-06,3.236236029615767e-06,8.670596851474277e-08,2.428645842660659e-08,4.315280508069547e-06,1.287044122912283e-07,0.0,0.0,0.00198653807148138,-4.158765279591184e-07,1.297159103796084e-05,4.935023754474183e-08,0.000999755796224208,-1.839903278810596e-07,-5.305660088415796e-10,-3.039082070433831e-06
1,501.1872336272695,0.0,-0.002675475028693355,-8.291856760025909e-05,0.9996462763698186,-8.2275842977831e-05,10.02566858985132,-0.001902170678438726,0.0,0.0,0.9997364946039496,-0.0001760758183578557,1.0,0.0,9.997538643040269,-0.001896771896647325,0.0,0.0,-0.001999403653238471,3.909896087189181e-07,-8.670566954683652e-08,-2.523660069626329e-08,-5.052461481038312e-06,-3.372968998533578e-06,1.929966675240182e-08,-1.511263478541718e-08,0.0,0.0,-1.297216465835717e-05,-3.209258889065169e-06,-6.306009483958727e-07,-7.11274508243243e-08,0.0,0.0,0.0009997364946039496,-1.760758183578557e-07,0.000999753864304027,-1.896771896647325e-07,0.0,0.0,4.946456144727874e-06,3.362845032622507e-06,8.67056695468221e-08,2.523660069626361e-08,4.31528230434412e-06,1.337396251617082e-07,0.0,0.0,0.001986538066808389,-4.321465752365489e-07,1.297159176635995e-05,5.128093242851663e-08,0.0009997557942707021,-1.911884531432744e-07,-5.728919975644367e-10,-3.157977956636652e-06
1,520.7948328595435,0.0,-0.002675476231228451,-8.616253282011663e-05,0.9996462751956077,-8.549466333459955e-05,10.02566856829247,-0.001976587974790711,0.0,0.0,0.9997364920898442,-0.0001829643096565551,1.0,0.0,9.99753862154203,-0.00197097798022578,0.0,0.0,-0.001999403648897543,4.062860224076445e-07,-8.670534672870403e-08,-2.622391472829254e-08,-5.052509661379712e-06,-3.504927309519858e-06,1.930007151034403e-08,-1.570387596224286e-08,0.0,0.0,-1.297221114741763e-05,-3.334812483631346e-06,-6.306014046744084e-07,-7.391012052458203e-08,0.0,0.0,0.0009997364920898441,-1.829643096565551e-07,0.0009997538621542032,-1.97097798022578e-07,0.0,0.0,4.946504243137641e-06,3.494407270753633e-06,8.670534672873894e-08,2.622391472829247e-08,4.315284243916857e-06,1.389718271292204e-07,0.0,0.0,0.001986538061763039,-4.490531441729431e-07,1.297159255287013e-05,5.328716053148368e-08,0.000999755792161354,-1.986681856188028e-07,-6.185945487825942e-10,-3.281525323099862e-06
1,541.1695265464607,0.0,-0.002675477529695926,-8.953340941153702e-05,0.999646273927724,-8.883941133854716e-05,10.02566854501377,-0.00205391664686995,0.0,0.0,0.9997364893751761,-0.0001901222945602394,1.0,0.0,9.99753859832878,-0.002048087176402172,0.0,0.0,-0.001999403644209844,4.221808669688784e-07,-8.670499815773888e-08,-2.724985476862622e-08,-5.052561685298674e-06,-3.642048132787422e-06,1.930050855801399e-08,-1.631824786663961e-08,0.0,0.0,-1.297226134514828e-05,-3.465278023244754e-06,-6.306018973526147e-07,-7.680165466921036e-08,0.0,0.0,0.0009997364893751762,-1.901222945602394e-07,0.0009997538598328782,-2.048087176402173e-07,0.0,0.0,4.946556178600413e-06,3.631116525885588e-06,8.670499815776335e-08,2.724985476862621e-08,4.315286338219235e-06,1.444087248573178e-07,0.0,0.0,0.001986538056314512,-4.666211369527497e-07,1.297159340211962e-05,5.537187688564836e-08,0.000999755789883734,-2.064405424268814e-07,-6.679430282962462e-10,-3.409906146359106e-06
1,562.341325190346,0.0,-0.002675478931748871,-9.303616243714745e-05,0.9996462725586948,-9.23150135668169e-05,10.025668519878,-0.002134270594359865,0.0,0.0,0.9997364864439442,-0.0001975603162742013,1.0,0.0,9.997538573263682,-0.002128213061587387,0.0,0.0,-0.001999403639148617,4.386975543896372e-07,-8.670462177940406e-08,-2.83159319567683e-08,-5.05261785946598e-06,-3.784533437606974e-06,1.930098047103897e-08,-1.695665542726248e-08,0.0,0.0,-1.297231554741171e-05,-3.600847674411044e-06,-6.306024293343304e-07,-7.980631228545655e-08,0.0,0.0,0.0009997364864439441,-1.975603162742013e-07,0.0009997538573263682,-2.128213061587387e-07,0.0,0.0,4.946612257219448e-06,3.773174161077619e-06,8.670462177946268e-08,2.83159319567687e-08,4.315288599594953e-06,1.500583265115281e-07,0.0,0.0,0.001986538050431814,-4.848764299906906e-07,1.297159431912177e-05,5.753815213048775e-08,0.0009997557874244156,-2.145169717014651e-07,-7.212282906028301e-10,-3.543309522280556e-06
1,584.3414133735142,0.0,-0.002675480445650798,-9.667595120394537e-05,0.999646271080451,-9.59265893352736e-05,10.02566849273702,-0.002217768172955997,0.0,0.0,0.9997364832788731,-0.0002052893304774923,1.0,0.0,9.997538546199007,-0.002211473655557278,0.0,0.0,-0.001999403633683517,4.558604125848018e-07,-8.670421537554744e-08,-2.942371655160803e-08,-5.052678514924749e-06,-3.932593094738156e-06,1.930149003107094e-08,-1.76200389758062e-08,0.0,0.0,-1.297237407366878e-05,-3.741721121619975e-06,-6.306030037549447e-07,-8.292851902344787e-08,0.0,0.0,0.000999736483278873,-2.052893304774923e-07,0.0009997538546199006,-2.211473655557278e-07,0.0,0.0,4.946672809519331e-06,3.920789417162403e-06,8.670421537552199e-08,2.942371655160833e-08,4.315291041372254e-06,1.559289535547506e-07,0.0,0.0,0.001986538044079793,-5.038459120448276e-07,1.297159530927764e-05,5.978917703575762e-08,0.0009997557847689037,-2.229093694533095e-07,-7.787643931602636e-10,-3.681931944584215e-06
1,607.202195690985,0.0,-0.00267548208032452,-0.0001004581368625466,0.9996462694842803,-9.967945823888199e-05,10.02566846343086,-0.002304532368695566,0.0,0.0,0.9997364798613082,-0.0002133207214598702,1.0,0.0,9.997538516975252,-0.002297991595287441,0.0,0.0,-0.001999403627782461,4.736947212332229e-07,-8.670377655058793e-08,-3.05748402443306e-08,-5.052744009178166e-06,-4.086445185555006e-06,1.930204024135755e-08,-1.830937563209169e-08,0.0,0.0,-1.29724372688684e-05,-3.888105861464771e-06,-6.306036240000804e-07,-8.617287367485601e-08,0.0,0.0,0.0009997364798613082,-2.133207214598703e-07,0.0009997538516975254,-2.297991595287441e-07,0.0,0.0,4.946738192383297e-06,4.074179720942488e-06,8.670377655061259e-08,3.057484024433043e-08,4.315293677942775e-06,1.620292530041075e-07,0.0,0.0,0.001986538037220899,-5.235575238219818e-07,1.297159637842242e-05,6.2128267201241e-08,0.0009997557819015493,-2.316300970919524e-07,-8.40890447406457e-10,-3.825977594263531e-06
1,630.9573444801896,0.0,-0.002675483845404548,-0.0001043882903037292,0.9996462677607745,-0.0001035791479870153,10.0256684317868,-0.002394690979106576,0.0,0.0,0.9997364761711057,-0.0002216663188898483,1.0,0.0,9.99753848542016,-0.002387894315588183,0.0,0.0,-0.001999403621410312,4.92226749010369e-07,-8.670330271846145e-08,-3.177099856180082e-08,-5.052814728265459e-06,-4.246316323259879e-06,1.930263434463822e-08,-1.902568074330967e-08,0.0,0.0,-1.297250550547321e-05,-4.040217508267924e-06,-6.306042937253505e-07,-8.954415494657925e-08,0.0,0.0,0.0009997364761711058,-2.216663188898483e-07,0.000999753848542016,-2.387894315588183e-07,0.0,0.0,4.946808791186109e-06,4.233571005441393e-06,8.670330271844558e-08,3.177099856180084e-08,4.315296524846046e-06,1.683682101673052e-07,0.0,0.0,0.001986538029814623,-5.440402991323217e-07,1.29715975328566e-05,6.45588679403556e-08,0.0009997557788054504,-2.406919996331483e-07,-9.079726174439318e-10,-3.975658640327568e-06
