case,frequency_real,frequency_imag,v(ref)_real,v(ref)_imag,v(tail)_real,v(tail)_imag,v(vn)_real,v(vn)_imag,v(in)_real,v(in)_imag,v(out)_real,v(out)_imag,v(vp)_real,v(vp)_imag,i(vp)_real,i(vp)_imag,i(vin)_real,i(vin)_imag,ic(q2)_real,ic(q2)_imag,ib(q2)_real,ib(q2)_imag,i(it)_real,i(it)_imag,ic(q4)_real,ic(q4)_imag,ib(q4)_real,ib(q4)_imag,i(vn)_real,i(vn)_imag,ic(q1)_real,ic(q1)_imag,ib(q1)_real,ib(q1)_imag,ic(q3)_real,ic(q3)_imag,ib(q3)_real,ib(q3)_imag,i(rl)_real,i(rl)_imag
1,794328.234724269,0.0,-0.4704889796775996,0.01344352386943383,0.5286841513402395,-0.0002141682469679182,0.0,0.0,1.0,0.0,19.84599706973474,-0.8361908385889751,0.0,0.0,-0.01986887030124192,0.0004639952538823542,-5.717124594991316e-05,-6.236509318428578e-05,-0.009506120313822416,0.0003795214484893276,-8.004447745710297e-05,-0.0004345606778909067,0.0,0.0,-0.01033987675591232,0.0004566693900996477,-7.089839524562769e-05,-0.0002124697047160455,0.0,0.0,0.009528993545329602,-7.325863782706668e-06,5.717124594991317e-05,6.236509318428578e-05,-0.00939402778414918,0.0002684203928280592,-6.406736593479734e-05,-4.862482432930711e-05,0.01984599706973474,-0.0008361908385889752
1,825404.1852680054,0.0,-0.4704507337562653,0.01396793666278815,0.5286837529057818,-0.0002225322843534789,0.0,0.0,1.0,0.0,19.84335192165211,-0.8687965351414866,0.0,0.0,-0.01986749330725892,0.0004820921176680511,-5.717798969269746e-05,-6.480468546693977e-05,-0.009504851864246535,0.000394316874080083,-8.131937529951352e-05,-0.000451509102940375,0.0,0.0,-0.01033850005740557,0.0004744796610614033,-7.155208167956145e-05,-0.0002207555504385002,0.0,0.0,0.009528993249853353,-7.612456606647858e-06,5.717798969269612e-05,6.480468546693979e-05,-0.009393264146182802,0.0002788910915349865,-6.417702199098575e-05,-5.052308448983856e-05,0.01984335192165211,-0.0008687965351414866
1,857695.8985908806,0.0,-0.470409447036104,0.01451267958167401,0.5286833227840524,-0.0002312217504382616,0.0,0.0,1.0,0.0,19.84049648548806,-0.9026646926375006,0.0,0.0,-0.01986600683858924,0.0005008901919663538,-5.718526958331197e-05,-6.733968688389702e-05,-0.009503482577772563,0.0004096847608307101,-8.269562268449666e-05,-0.0004691141875550436,0.0,0.0,-0.01033701390771549,0.0004929799318067903,-7.225773777727422e-05,-0.0002293623366388814,0.0,0.0,0.009528992930873751,-7.910260159563574e-06,5.71852695833118e-05,6.733968688389701e-05,-0.009392439794044784,0.0002897677121069262,-6.429539905169514e-05,-5.249511530848127e-05,0.01984049648548806,-0.0009026646926375006
1,891250.9381337314,0.0,-0.4703648786370372,0.01507852537017564,0.5286828584633921,-0.00024024915899358,0.0,0.0,1.0,0.0,19.83741410609677,-0.937843103547061,0.0,0.0,-0.01986440222395464,0.0005204160857539309,-5.719312808937412e-05,-6.997382600902499e-05,-0.009502004468669238,0.0004256467306486853,-8.418124594725476e-05,-0.0004874008438021551,0.0,0.0,-0.01033540963742753,0.0005121963728983755,-7.301947993082307e-05,-0.0002383022278314905,0.0,0.0,0.009528992586527113,-8.219712855555269e-06,5.71931280893747e-05,6.997382600902499e-05,-0.009391549918198136,0.0003010656835543564,-6.442318839815393e-05,-5.454374286731068e-05,0.01983741410609677,-0.0009378431035470611
1,926118.7281287787,0.0,-0.4703167687435914,0.0156662742635208,0.5286823572344491,-0.0002496274869729203,0.0,0.0,1.0,0.0,19.83408681959094,-0.9743812364902817,0.0,0.0,-0.01986267011057989,0.0005406973491759117,-5.720161101619933e-05,-7.271097679571e-05,-0.009500408923814015,0.000442225157553578,-8.578490200515133e-05,-0.0005063948641100799,0.0,0.0,-0.01033367789577692,0.0005321560789367037,-7.384174804555589e-05,-0.0002475878170100763,0.0,0.0,0.009528992214802965,-8.541270239208098e-06,5.720161101620096e-05,7.271097679571002e-05,-0.009390589331031924,0.000312800983790232,-6.456113572548584e-05,-5.66718965409476e-05,0.01983408681959094,-0.0009743812364902818
1,962350.6263980733,0.0,-0.4702648371406017,0.01627675473329085,0.5286818161748502,-0.0002593701894519377,0.0,0.0,1.0,0.0,19.8304952522201,-1.012330278478295,0.0,0.0,-0.01986080041151609,0.0005617624983334469,-5.72107677647998e-05,-7.555516420526811e-05,-0.00949868665423661,0.0004594431857980511,-8.7515927060796e-05,-0.0005261229443501162,0.0,0.0,-0.01033180859798349,0.0005528870926802439,-7.472933054551018e-05,-0.0002572321366949489,0.0,0.0,0.009528991813532605,-8.875405653202966e-06,5.72107677647999e-05,7.555516420526807e-05,-0.009389552437624356,0.0003249901545092361,-6.471004536274041e-05,-5.888261216108431e-05,0.0198304952522201,-0.001012330278478295
1,999999.9999999839,0.0,-0.4702087816397017,0.01691082422233671,0.5286812321327189,-0.0002694912147729482,0.0,0.0,1.0,0.0,19.82661851172094,-1.051743176020309,0.0,0.0,-0.01985878224903932,0.0005836410396039862,-5.722065160910875e-05,-7.851057004848551e-05,-0.009496827643058484,0.0004773247473480616,-8.938438892748535e-05,-0.0005466127064648081,0.0,0.0,-0.01032979086866246,0.0005744184286722474,-7.568739124180594e-05,-0.0002672486697296677,0.0,0.0,0.00952899138037686,-9.22261093173902e-06,5.722065160910887e-05,7.851057004848553e-05,-0.009388433204325268,0.000337650315861495,-6.487078480978646e-05,-6.117903520008836e-05,0.01982661851172094,-0.001051743176020309
1,1039122.303835152,0.0,-0.4701482763891226,0.01756936986436352,0.528680601708965,-0.00028000501985728,0.0,0.0,1.0,0.0,19.82243407062706,-1.092674674725127,0.0,0.0,-0.01985660389385645,0.0006063634933071979,-5.72313199937416e-05,-8.158153904779569e-05,-0.009494821089583523,0.0004958945785386684,-9.140114322312397e-05,-0.0005678927204657249,0.0,0.0,-0.01032761298104354,0.0005967800961864586,-7.672149819118457e-05,-0.0002776513597373234,0.0,0.0,0.009528990912812908,-9.583397120739313e-06,5.723131999374118e-05,8.158153904779569e-05,-0.00938722512500869,0.0003507991808201799,-6.504428961303516e-05,-6.356442396211732e-05,0.01982243407062707,-0.001092674674725127
1,1079775.162327692,0.0,-0.4700829700589304,0.01825330918242148,0.5286799212382585,-0.0002909265856422996,0.0,0.0,1.0,0.0,19.81791764099872,-1.135181356973645,0.0,0.0,-0.01985425269983638,0.0006299614165028752,-5.724283485367543e-05,-8.477258512779945e-05,-0.009492655349282429,0.0005151782356966159,-9.357789369134235e-05,-0.0005899925255985687,0.0,0.0,-0.01032526229171628,0.0006200031212770285,-7.78376546784424e-05,-0.000288454621133771,0.0,0.0,0.0095289904081201,-9.958295225846618e-06,5.724283485367306e-05,8.477258512779944e-05,-0.009385921184838344,0.0003644550691279383,-6.523156860331267e-05,-6.60421527683206e-05,0.01981791764099872,-0.001135181356973645
1,1122018.454301945,0.0,-0.4700124838934405,0.01896359075973018,0.5286791867685994,-0.0003022714325925535,0.0,0.0,1.0,0.0,19.8130430400068,-1.179321677180999,0.0,0.0,-0.01985171503397078,0.0006544674246775474,-5.725526295729719e-05,-8.808839794203203e-05,-0.009490317869400768,0.0005352021094927035,-9.592725692128198e-05,-0.0006129426504454835,0.0,0.0,-0.01032272517060603,0.0006441195676882955,-7.90423324632094e-05,-0.0002996733485810468,0.0,0.0,0.00952898986336475,-1.034785698925206e-05,5.725526295729741e-05,8.808839794203203e-05,-0.009384513821381151,0.0003786369206909218,-6.543370952038705e-05,-6.86157151206232e-05,0.0198130430400068,-0.001179321677180999
1,1165914.401179813,0.0,-0.4699364096221524,0.01970119487535964,0.5286783940393897,-0.0003140556362263353,0.0,0.0,1.0,0.0,19.80778204577916,-1.225155994102544,0.0,0.0,-0.01984897620125453,0.0006799152120434166,-5.726867627433728e-05,-9.153384964407396e-05,-0.00948779511990843,0.0005559934377555604,-9.846283174971653e-05,-0.0006367746317032016,0.0,0.0,-0.01031998692587073,0.0006691625563469838,-8.034250743803317e-05,-0.0003113229257484367,0.0,0.0,0.009528989275383804,-1.075265569643288e-05,5.726867627433782e-05,9.153384964407398e-05,-0.009382994882895858,0.000393364308271124,-6.565188504991694e-05,-7.128872682625459e-05,0.01980778204577916,-0.001225155994102544
1,1211527.658628569,0.0,-0.4698543072201679,0.02046713409628333,0.5286775384579111,-0.0003262958425897165,0.0,0.0,1.0,0.0,19.8021042428921,-1.272746599566012,0.0,0.0,-0.01984602036416296,0.0007063395701363996,-5.728315237027214e-05,-9.511400191128988e-05,-0.00948507251949645,0.0005775803164435257,-0.0001011992736411303,-0.000661521031340902,0.0,0.0,-0.01031703172339565,0.0006951662831224861,-8.174569785105411e-05,-0.0003234192332311185,0.0,0.0,0.00952898864076731,-1.117328701391361e-05,5.72831523702709e-05,9.511400191128988e-05,-0.009381355583616378,0.0004086574493076203,-6.588735929987169e-05,-7.406492906258824e-05,0.0198021042428921,-0.001272746599566012
1,1258925.411794147,0.0,-0.4697657025087023,0.02126245381619932,0.5286766150741044,-0.0003390092835998285,0.0,0.0,1.0,0.0,19.79597685686645,-1.322157742932435,0.0,0.0,-0.01984283045639008,0.0007337764043591159,-5.729877482884052e-05,-9.883411322966388e-05,-0.009482134356315942,0.0005999917084325211,-0.0001041523743524758,-0.0006872154518029834,0.0,0.0,-0.0103138425005505,0.0007221660344999143,-8.326000525256567e-05,-0.0003359786554567942,0.0,0.0,0.009528987955839575,-1.161036985920168e-05,5.729877482884074e-05,9.88341132296639e-05,-0.009379586455842366,0.0004245372166749498,-6.614149474464329e-05,-7.69481913589541e-05,0.01979597685686645,-0.001322157742932435
1,1308177.474260173,0.0,-0.4696700845859578,0.02208823273026996,0.5286756185535426,-0.0003522137921677686,0.0,0.0,1.0,0.0,19.78936457700588,-1.373455650499827,0.0,0.0,-0.01983938809050081,0.0007622627480691593,-5.731563370437508e-05,-0.0001026996464483757,-0.009478963703144126,0.0006232574497347539,-0.0001073391471993149,-0.0007138925488790436,0.0,0.0,-0.01031040087386174,0.0007501982007650735,-8.489415833014963e-05,-0.0003490180863890707,0.0,0.0,0.009528987216639064,-1.206454730408601e-05,5.731563370437245e-05,0.0001026996464483757,-0.00937767729864268,0.0004410251481620165,-6.641575966623466e-05,-7.994251446885998e-05,0.01978936457700588,-0.001373455650499827
1,1359356.390878503,0.0,-0.4695669030783396,0.02294558323355241,0.5286745431484922,-0.0003659278169987264,0.0,0.0,1.0,0.0,19.78222936689659,-1.426708538965492,0.0,0.0,-0.01983567345913966,0.0007918367737626132,-5.733382600570053e-05,-0.0001067162766129262,-0.009475542326653675,0.0006474082527154052,-0.000110777918248775,-0.0007415880418158048,0.0,0.0,-0.01030668704024291,0.0007793002862500869,-8.66575598019604e-05,-0.0003625549338123603,0.0,0.0,0.00952898641889675,-1.253648751252654e-05,5.733382600570103e-05,0.0001067162766129262,-0.009375617122971743,0.0004581434544273589,-6.671173612304675e-05,-8.305203310247222e-05,0.01978222936689659,-0.001426708538965492
1,1412537.544622731,0.0,-0.4694555652017472,0.02383565172936476,0.5286733826669432,-0.0003801704369528366,0.0,0.0,1.0,0.0,19.77453026187259,-1.481986621954313,0.0,0.0,-0.0198316652294305,0.0008225378008469926,-5.73534562133902e-05,-0.0001108898990857809,-0.009471850590455097,0.0006724757058217215,-0.0001144884237712987,-0.000770338720193101,0.0,0.0,-0.01030267967141749,0.0008095109161325914,-8.856033654155646e-05,-0.0003766071219565201,0.0,0.0,0.009528985558013013,-1.302688471440134e-05,5.735345621338955e-05,0.0001108898990857809,-0.009373394092993755,0.0004759150251561497,-6.703112847769761e-05,-8.628101848522822e-05,0.01977453026187259,-0.001481986621954313
1,1467799.267622045,0.0,-0.4693354326225009,0.02475961883214716,0.5286721304394943,-0.0003949613748345581,0.0,0.0,1.0,0.0,19.76622315274073,-1.539362108500568,0.0,0.0,-0.01982734043019611,0.000854406299436235,-5.737463683220084e-05,-0.0001152266379636436,-0.009467867351577485,0.0006984922692807521,-0.0001184919142875798,-0.0008001824470279766,0.0,0.0,-0.01029835580116324,0.0008408698392198162,-9.061339311036004e-05,-0.0003911930921901501,0.0,0.0,0.00952898462903287,-1.353646021641915e-05,5.737463683219875e-05,0.0001152266379636436,-0.009370995463406308,0.0004943634331106261,-6.73757725161983e-05,-8.963388070405698e-05,0.01976622315274073,-0.001539362108500568
1,1525222.956538993,0.0,-0.4692058181073673,0.02571869944751883,0.528670779283972,-0.0004103210104611796,0.0,0.0,1.0,0.0,19.75726055505598,-1.598909192238865,0.0,0.0,-0.01982267433162371,0.0008874838895325199,-5.739748898051865e-05,-0.0001197328548006016,-0.009463569850051822,0.0007254912661578888,-0.000122811265548247,-0.0008311581575069465,0.0,0.0,-0.01029369070500415,0.0008734179260809763,-9.282846887506864e-05,-0.0004063318014791839,0.0,0.0,0.009528983626619551,-1.406596345154377e-05,5.739748898051823e-05,0.0001197328548006016,-0.009368407512553075,0.0005135129357285496,-6.774764519140893e-05,-9.311517079782202e-05,0.01975726055505598,-0.001598909192238865
1,1584893.192461087,0.0,-0.469065981952162,0.02671414271018792,0.5286693214676642,-0.0004262703928418137,0.0,0.0,1.0,0.0,19.74759136324133,-1.660704029914711,0.0,0.0,-0.01981764031700395,0.0009218133348850888,-5.742214301864336e-05,-0.000124415157646505,-0.0094589335912636,0.0007535068680979433,-0.0001274710967812641,-0.0008633058526761266,0.0,0.0,-0.01028865777197773,0.0009071971618167672,-9.521819888667037e-05,-0.0004220427182719076,0.0,0.0,0.00952898254502622,-1.461617306832167e-05,5.742214301864348e-05,0.000124415157646505,-0.009365615471115406,0.0005333884738834824,-6.814887502414567e-05,-9.67295825432531e-05,0.01974759136324133,-0.001660704029914711
1,1646897.865482841,0.0,-0.4689151281785464,0.02774723175812951,0.5286677486670484,-0.0004428312512774986,0.0,0.0,1.0,0.0,19.73716058885984,-1.724824707666208,0.0,0.0,-0.01981220974617694,0.0009574385307344435,-5.74487392177071e-05,-0.0001292804104100373,-0.009453932220748699,0.0007825740749933052,-0.0001324978965348243,-0.0008966665873418015,0.0,0.0,-0.01028322836811114,0.0009422506326729027,-9.77961786948478e-05,-0.0004383458154326175,0.0,0.0,0.009528981378065808,-1.5187898061541e-05,5.744873921770602e-05,0.0001292804104100373,-0.009362603446175606,0.0005540156673759076,-6.858175319535316e-05,-0.0001004819538817493,0.01973716058885984,-0.001724824707666208
1,1711328.304161752,0.0,-0.4687524004889395,0.02881928331899403,0.5286660519248894,-0.00046002600516979,0.0,0.0,1.0,0.0,19.72590908237116,-1.791351193354413,0.0,0.0,-0.01980635181033088,0.000994404484560797,-5.747742847096839e-05,-0.0001343357425560195,-0.009448537391119173,0.0008127286877393135,-0.0001379201564306841,-0.0009312824513496351,0.0,0.0,-0.01027737169125198,0.0009786225056150994,-0.0001005770332657523,-0.0004552615598035531,0.0,0.0,0.00952898011907889,-1.578197894569791e-05,5.7477428470969e-05,0.0001343357425560195,-0.009359354340450612,0.0005754208066752443,-6.904874536252728e-05,-0.0001043772679259936,0.01972590908237116,-0.001791351193354413
1,1778279.410038893,0.0,-0.4685768779699495,0.02993164708203169,0.528664221604599,-0.0004778777723003056,0.0,0.0,1.0,0.0,19.71377323774358,-1.860365273030237,0.0,0.0,-0.01980003337781757,0.001032757288858043,-5.750837304912626e-05,-0.000139588559146549,-0.009442718620825408,0.0008440072731449783,-0.0001437685131231107,-0.0009671965433187433,0.0,0.0,-0.01027105461691817,0.001016357999885259,-0.0001035764901621411,-0.0004728108979283077,0.0,0.0,0.009528978760899396,-1.639928897278393e-05,5.750837304912583e-05,0.000139588559146549,-0.009355849766504446,0.0005976308403793641,-6.955250423281052e-05,-0.0001084206534782726,0.01971377323774358,-0.001860365273030237
1,1847849.79742226,0.0,-0.4683875705354558,0.03108570482590952,0.5286622473417343,-0.0004964103753161401,0.0,0.0,1.0,0.0,19.70068467934745,-1.931950469419651,0.0,0.0,-0.01979321883067722,0.001072544084848413,-5.754174740116873e-05,-0.0001450465512356169,-0.00943644314448845,0.0008764471199671931,-0.0001500758987309416,-0.001004452935806855,0.0,0.0,-0.010264241534859,0.001055503349452458,-0.000106811457131888,-0.0004910152374194496,0.0,0.0,0.009528977295818227,-1.704073539595503e-05,5.754174740116823e-05,0.0001450465512356168,-0.009352069955762444,0.000620673357800133,-7.009588292389464e-05,-0.0001126173849847283,0.01970068467934745,-0.001931950469419651
1,1920141.938638769,0.0,-0.4681834141014594,0.03228286926964416,0.5286601179925378,-0.0005156483461264587,0.0,0.0,1.0,0.0,19.68656993063083,-2.006191940085716,0.0,0.0,-0.01978586989160146,0.001113813015938045,-5.757773900208427e-05,-0.0001507177066268656,-0.009429675754573928,0.0009100861849283544,-0.000156877699972708,-0.001043096630774536,0.0,0.0,-0.0102568941760569,0.001096105755157361,-0.0001103001042328522,-0.0005098964233984135,0.0,0.0,0.009528975715544554,-1.770726078068347e-05,5.757773900208311e-05,0.0001507177066268656,-0.009347993662169788,0.0006445765660205361,-7.068194914191736e-05,-0.0001169728818414394,0.01968656993063083,-0.002006191940085716
1,1995262.314968846,0.0,-0.4679632654861325,0.03352458261047175,0.5286578215794212,-0.000535616927883349,0.0,0.0,1.0,0.0,19.67135006417604,-2.083176352685241,0.0,0.0,-0.01977794544111348,0.001156613169589704,-5.761654924852597e-05,-0.0001566103210041465,-0.009422378634227324,0.0009449630274605768,-0.0001642119261859795,-0.001083173504099684,0.0,0.0,-0.01024897142994871,0.001138213325224664,-0.0001140619505987459,-0.0005294767093767592,0.0,0.0,0.009528974011164778,-1.839984436503974e-05,5.761654924852679e-05,0.0001566103210041464,-0.009343598060363256,0.0006693692607010285,-7.131400020277644e-05,-0.0001214927069592299,0.01967135006417604,-0.002083176352685241
1,2073321.57348592,0.0,-0.4677258970301932,0.03481231470882211,0.528655345233312,-0.0005563420741855358,0.0,0.0,1.0,0.0,19.65494033286078,-2.162991734479379,0.0,0.0,-0.01976940132480746,0.00120099450615574,-5.765839440320709e-05,-0.00016273300944451,-0.009414511181152387,0.0009811167317944332,-0.0001721193863498983,-0.00112473023776815,0.0,0.0,-0.01024042915170839,0.001181875002684946,-0.0001181179559206231,-0.000549778721884571,0.0,0.0,0.009528972173099075,-1.911950347079337e-05,5.765839440320837e-05,0.00016273300944451,-0.00933885863825883,0.0006950807898397841,-7.199557891962062e-05,-0.0001261825644844196,0.01965494033286078,-0.00216299173447938
1,2154434.690031847,0.0,-0.4674699909348632,0.03614756087665937,0.528652675132799,-0.0005778504451064415,0.0,0.0,1.0,0.0,19.6372497820048,-2.24572729298148,0.0,0.0,-0.01976019015056834,0.001247007773072149,-5.770350658841973e-05,-0.00016909471832322,-0.009406029822491904,0.001018586814876399,-0.0001806438751519694,-0.001167814238232551,0.0,0.0,-0.01023121995951289,0.001227140478105081,-0.0001224906166805619,-0.0005708254180841307,0.0,0.0,0.009528970191055456,-1.986729496706818e-05,5.770350658841801e-05,0.00016909471832322,-0.009333749084000385,0.0007217410096135549,-7.273049037450664e-05,-0.000131048296562356,0.0196372497820048,-0.00224572729298148
1,2238721.138568301,0.0,-0.4671941333173174,0.03753183922130422,0.5286497964400353,-0.0006001693996088174,0.0,0.0,1.0,0.0,19.61818084257655,-2.331473204332498,0.0,0.0,-0.01975026107579237,0.001294704402663574,-5.775213482858541e-05,-0.0001757047376203154,-0.009396887820765466,0.001057413118457254,-0.0001898323680444135,-0.00121247353928924,0.0,0.0,-0.01022129302181108,0.001274060085875244,-0.0001272040671274986,-0.000592640035535184,0.0,0.0,0.00952896805398129,-2.064431678832932e-05,5.775213482858525e-05,0.0001757047376203154,-0.009328241167267732,0.0007493802313430429,-7.352281958605995e-05,-0.0001360958790195297,0.01961818084257655,-0.002331473204332498
1,2326305.067153586,0.0,-0.4668968079867761,0.03896668749247744,0.5286466932333848,-0.0006233269838664154,0.0,0.0,1.0,0.0,19.59762890577115,-2.420320365685441,0.0,0.0,-0.01973955958474832,0.001344136391649832,-5.780454614115891e-05,-0.0001825727136381682,-0.009387035071035131,0.001097635683544136,-0.0001997352251183349,-0.001258756687673777,0.0,0.0,-0.01021059383473601,0.001322684682141304,-0.0001322841849278941,-0.0006152460332024057,0.0,0.0,0.00952896575001231,-2.145170950852752e-05,5.780454614115818e-05,0.0001825727136381683,-0.009322304615006827,0.0007780291585393315,-7.437695007758705e-05,-0.0001413314158283985,0.01959762890577114,-0.002420320365685441
1,2417315.480804062,0.0,-0.4665763899483211,0.0404536593757276,0.5286433484368334,-0.0006473519149697145,0.0,0.0,1.0,0.0,19.57548187955626,-2.512360107557405,0.0,0.0,-0.01972802725636517,0.001395356160278033,-5.786102667449475e-05,-0.0001897086621393973,-0.009376417889610068,0.00113929460525264,-0.0002104064034834131,-0.001306712609418769,0.0,0.0,-0.01019906398994618,0.001373065502304765,-0.0001377587013547468,-0.0006386670227164707,0.0,0.0,0.009528963266418986,-2.229065797326754e-05,5.786102667449528e-05,0.0001897086621393973,-0.009315906981723574,0.0008077188128965336,-7.529758334066591e-05,-0.0001467611322067958,0.01957548187955626,-0.002512360107557405
1,2511886.431509537,0.0,-0.4662311386462255,0.04199432017066314,0.5286397437462236,-0.0006722735594472153,0.0,0.0,1.0,0.0,19.55161972812421,-2.60768386177354,0.0,0.0,-0.01971560152290595,0.001448416388831853,-5.792188289043449e-05,-0.0001971229819144089,-0.009364978794768707,0.001182429865933605,-0.0002219036776721899,-0.001356390454856096,0.0,0.0,-0.0101866409333555,0.001425253995839934,-0.0001436573157957508,-0.0006629266888181441,0.0,0.0,0.00952896058955046,-2.316239299191842e-05,5.792188289043335e-05,0.0001971229819144089,-0.009309013514576643,0.000838480448001125,-7.628975917806612e-05,-0.0001523913661910626,0.01955161972812421,-0.00260768386177354
1,2610157.215682491,0.0,-0.465859190964186,0.04359024178755221,0.5286358595524268,-0.0006981219059876123,0.0,0.0,1.0,0.0,19.52591399559393,-2.706382780285353,0.0,0.0,-0.01970221542019435,0.001503369829093048,-5.798744278835978e-05,-0.0002048264687877552,-0.009352656280175486,0.001227081144283928,-0.0002342888673887832,-0.00140783941998006,0.0,0.0,-0.01017325771541845,0.001479301636001424,-0.0001500118142630218,-0.0006880486978308802,0.0,0.0,0.009528957704775905,-2.406819309162389e-05,5.798744278835699e-05,0.0002048264687877552,-0.009301587013616466,0.0008703454494314527,-7.735887689641965e-05,-0.0001582285585089487,0.01952591399559393,-0.002706382780285353
1,2712272.579331981,0.0,-0.4654585540064564,0.04524299699095281,0.5286316748616179,-0.0007249275317007389,0.0,0.0,1.0,0.0,19.49822731578332,-2.808547299801155,0.0,0.0,-0.01968779733030416,0.001560269088152263,-5.805805716626465e-05,-0.0002128303300724435,-0.009339384581902725,0.00127328759798412,-0.0002476280716871091,-0.001461108541721335,0.0,0.0,-0.01015884273388059,0.001535259701817035,-0.0001568561914710286,-0.000714056592922783,0.0,0.0,0.009528954596423568,-2.500938633522761e-05,5.80580571662645e-05,0.0002128303300724435,-0.00929358768764958,0.0009033452198230602,-7.8510717302957e-05,-0.0001642792405650496,0.01949822731578332,-0.002808547299801155
1,2818382.931264404,0.0,-0.4650270976916117,0.04695415281418022,0.5286271672128953,-0.0007527215612088219,0.0,0.0,1.0,0.0,19.46841291043071,-2.914266646825655,0.0,0.0,-0.01967227071790702,0.001619166381790037,-5.813410091300392e-05,-0.0002211461994813087,-0.009325093440241242,0.001321087617240785,-0.0002619919083893148,-0.001516246464516925,0.0,0.0,-0.01014331947018947,0.001593179029584869,-0.000164226775913854,-0.000740973674835046,0.0,0.0,0.009528951247717552,-2.598735220516895e-05,5.813410091300326e-05,0.0002211461994813087,-0.00928497300636188,0.0009375110473785152,-7.975146544181647e-05,-0.0001705500203383003,0.01946841291043071,-0.002914266646825655
1,2928644.564625185,0.0,-0.4645625471996709,0.04872526306372353,0.5286223125935601,-0.0007815356178139344,0.0,0.0,1.0,0.0,19.43631407889235,-3.023628277376929,0.0,0.0,-0.01965555386180503,0.001680113254478776,-5.821597432425263e-05,-0.0002297861525046055,-0.009309707857799901,0.001370518546453615,-0.0002774557572369322,-0.001573301175402757,0.0,0.0,-0.01012660622109245,0.001653109730923313,-0.0001721623572153337,-0.000768822866673085,0.0,0.0,0.009528947640712583,-2.700352355546304e-05,5.821597432425357e-05,0.0002297861525046055,-0.009275697549513937,0.0009728739562066929,-8.108773398331041e-05,-0.0001770475659781452,0.01943631407889235,-0.003023628277376929
1,3043219.887107668,0.0,-0.4640624753236965,0.05055785982833658,0.5286170853524714,-0.0008114017659448891,0.0,0.0,1.0,0.0,19.40176368308997,-3.136717245342736,0.0,0.0,-0.01963755958355715,0.00174316026289776,-5.83041044328377e-05,-0.0002387627222631042,-0.009293147855759814,0.001421616371078909,-0.0002941000049000234,-0.00163231970470808,0.0,0.0,-0.01010861582733016,0.001715100874263826,-0.0001807043148439689,-0.0007976265612811536,0.0,0.0,0.009528943756227,-2.805938863393325e-05,5.830410443283598e-05,0.0002387627222631041,-0.009265712854229058,0.001009464536788864,-8.252658715397244e-05,-0.0001837785868737778,0.01940176368308998,-0.003136717245342736
1,3162277.660168324,0.0,-0.4635242947889132,0.05245344390362453,0.5286114581119934,-0.0008423524440487613,0.0,0.0,1.0,0.0,19.36458363234037,-3.253615493167054,0.0,0.0,-0.01961819497554736,0.001808356619712494,-5.83989463419549e-05,-0.0002480889158462269,-0.009275328230567368,0.001474415366631478,-0.0003120102895489488,-0.001693347789300786,0.0,0.0,-0.010089255401773,0.001779200126535575,-0.0001898967470759048,-0.000827406449654296,0.0,0.0,0.009528939573774365,-2.915649317691886e-05,5.839894634195215e-05,0.0002480889158462269,-0.009254967261632803,0.001047312754791012,-8.407556506565515e-05,-0.000190749811959797,0.01936458363234037,-0.003253615493167054
1,3285993.247600596,0.0,-0.4629452506159768,0.0544134740397514,0.5286054016791822,-0.0008744203870600853,0.0,0.0,1.0,0.0,19.32458437367469,-3.374401058337686,0.0,0.0,-0.01959736113134179,0.001875749794254986,-5.850098454733495e-05,-0.0002577782311451719,-0.009256158313826953,0.001528947706661451,-0.0003312777422144423,-0.001756429495227871,0.0,0.0,-0.01006842605984773,0.001845453351676235,-0.0001997865988517828,-0.000858183328786956,0.0,0.0,0.009528935071494058,-3.029644257875185e-05,5.850098454733381e-05,0.0002577782311451718,-0.009243405764374053,0.001086447736377962,-8.574270826822161e-05,-0.0001979679650122545,0.01932458437367469,-0.003374401058337686
1,3414548.873833541,0.0,-0.4623224126204089,0.05643935491766501,0.5285988849569908,-0.0009076385375582751,0.0,0.0,1.0,0.0,19.28156439435924,-3.499147188995464,0.0,0.0,-0.01957495288174774,0.001945385066662464,-5.861073423165187e-05,-0.0002678446741915972,-0.009235541738692983,0.001585243026471359,-0.0003519992216201532,-0.001821606796524597,0.0,0.0,-0.01004602265566626,0.001913904162524105,-0.0002104237869046451,-0.0008899768873199664,0.0,0.0,0.009528930226081488,-3.148090413835971e-05,5.861073423165178e-05,0.0002678446741915973,-0.00923096985686481,0.001126897528140434,-8.753658231203283e-05,-0.000205439736682108,0.01928156439435924,-0.003499147188995464
1,3548133.892335691,0.0,-0.4616526681574958,0.05853242375829024,0.5285918748564365,-0.0009420399447124792,0.0,0.0,1.0,0.0,19.23530974457005,-3.627921361927518,0.0,0.0,-0.01955085854062258,0.002017305032000196,-5.872874251135231e-05,-0.0002783027770133229,-0.009213376216665957,0.001643327939312758,-0.0003742775385638768,-0.001888919106940645,0.0,0.0,-0.0100219335279041,0.001984593422614759,-0.0002218613202340427,-0.0009228054673325031,0.0,0.0,0.009528925012718478,-3.271160938543644e-05,5.87287425113537e-05,0.0002783027770133228,-0.009217597390421077,0.001168688829727229,-8.946630206336549e-05,-0.0002131717530092895,0.01923530974457005,-0.003627921361927518
