Rref_ohm,Vout_V,Ic_Q2_A,I_RREF_A,Vbase_V,Ic_Q1_A
2200,1.21,0.001939024941645041,0.001967223889814944,0.6721074424071227,0.001928650871586881
2200,1.22,0.001939217806752008,0.001967223889814885,0.6721074424072536,0.001928650871596645
2200,1.23,0.001939410671858961,0.001967223889814825,0.6721074424073844,0.00192865087160637
2200,1.24,0.001939603536965937,0.001967223889814766,0.6721074424075151,0.001928650871616126
2200,1.25,0.001939796402072888,0.001967223889814706,0.6721074424076457,0.001928650871625881
2200,1.26,0.001939989267179859,0.001967223889814647,0.6721074424077765,0.001928650871635619
2200,1.27,0.001940182132286818,0.001967223889814588,0.672107442407907,0.001928650871645365
2200,1.28,0.00194037499739378,0.001967223889814528,0.6721074424080378,0.001928650871655105
2200,1.29,0.001940567862500775,0.001967223889814469,0.6721074424081683,0.001928650871664862
2200,1.3,0.001940760727607731,0.00196722388981441,0.6721074424082992,0.001928650871674591
2200,1.31,0.001940953592714707,0.00196722388981435,0.6721074424084299,0.001928650871684346
2200,1.32,0.00194114645782168,0.001967223889814291,0.6721074424085605,0.001928650871694103
2200,1.33,0.001941339322928622,0.001967223889814231,0.6721074424086914,0.001928650871703814
2200,1.34,0.001941532188035622,0.001967223889814172,0.6721074424088218,0.001928650871713566
2200,1.35,0.001941725053142619,0.001967223889814112,0.6721074424089525,0.001928650871723334
2200,1.36,0.001941917918249609,0.001967223889814053,0.6721074424090834,0.001928650871733079
2200,1.37,0.001942110783356601,0.001967223889813994,0.6721074424092142,0.001928650871742831
2200,1.38,0.00194230364846356,0.001967223889813934,0.6721074424093447,0.001928650871752555
2200,1.39,0.001942496513570574,0.001967223889813875,0.6721074424094756,0.001928650871762319
2200,1.4,0.001942689378677539,0.001967223889813815,0.6721074424096061,0.001928650871772045
2200,1.41,0.001942882243784555,0.001967223889813756,0.6721074424097371,0.001928650871781813
2200,1.42,0.001943075108891541,0.001967223889813697,0.6721074424098676,0.00192865087179155
2200,1.43,0.001943267973998544,0.001967223889813637,0.6721074424099981,0.001928650871801301
2200,1.44,0.001943460839105548,0.001967223889813578,0.6721074424101291,0.001928650871811051
2200,1.45,0.001943653704212539,0.001967223889813518,0.6721074424102597,0.001928650871820788
2200,1.46,0.001943846569319529,0.001967223889813459,0.6721074424103904,0.001928650871830528
2200,1.47,0.001944039434426546,0.001967223889813399,0.672107442410521,0.001928650871840284
2200,1.48,0.001944232299533538,0.00196722388981334,0.6721074424106515,0.001928650871850008
2200,1.49,0.001944425164640582,0.001967223889813281,0.6721074424107826,0.001928650871859789
2200,1.5,0.001944618029747587,0.001967223889813222,0.672107442410913,0.001928650871869529
2200,1.51,0.001944810894854578,0.001967223889813162,0.6721074424110438,0.001928650871879246
2200,1.52,0.001945003759961595,0.001967223889813102,0.6721074424111745,0.001928650871888994
2200,1.53,0.001945196625068613,0.001967223889813043,0.6721074424113053,0.001928650871898741
