case,time,v(in),v(out),v(base),v(vcc),i(vcc),i(rb),ic(q1),ib(q1),i(vin),i(rl)
2,0.0003550621439989595,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003552621439989595,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003554621439989595,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003556621439989595,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003558621439989595,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003560621439989595,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003562621439989595,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003564621439989595,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003566621439989595,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003568621439989595,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003570621439989595,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003572621439989595,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003574621439989595,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003576621439989595,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003578621439989595,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003580621439989595,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003582621439989595,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003584621439989596,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003586621439989596,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003588621439989596,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003590621439989596,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003592621439989596,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003594621439989596,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003596621439989596,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003598621439989596,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003600621439989596,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003602621439989596,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003604621439989596,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003606621439989596,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003608621439989596,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003610621439989596,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003612621439989596,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003614621439989596,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003616621439989596,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003618621439989596,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003620621439989596,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003622621439989596,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003624621439989596,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003626621439989597,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003628621439989597,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003630621439989597,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003632621439989597,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003634621439989597,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003636621439989597,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003638621439989597,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003640621439989597,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003642621439989597,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003644621439989597,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003646621439989597,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003648621439989597,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003650621439989597,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003652621439989597,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003654621439989597,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003656621439989597,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003658621439989597,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003660621439989597,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003662621439989597,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003664621439989597,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003666621439989597,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003668621439989598,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003670621439989598,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003672621439989598,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003674621439989598,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003676621439989598,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003678621439989598,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003680621439989598,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003682621439989598,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003684621439989598,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003686621439989598,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003688621439989598,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003690621439989598,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003692621439989598,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003694621439989598,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003696621439989598,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003698621439989598,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003700621439989598,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003702621439989598,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003704621439989598,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003706621439989598,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003708621439989599,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003710621439989599,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003712621439989599,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003714621439989599,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003716621439989599,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003718621439989599,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003720621439989599,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003722621439989599,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003724621439989599,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003726621439989599,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003728621439989599,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003730621439989599,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003732621439989599,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003734621439989599,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003736621439989599,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003738621439989599,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003740621439989599,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003742621439989599,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003744621439989599,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003746621439989599,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003748621439989599,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.00037506214399896,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.00037526214399896,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.00037546214399896,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.00037566214399896,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.00037586214399896,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.00037606214399896,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.00037626214399896,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.00037646214399896,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.00037666214399896,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.00037686214399896,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.00037706214399896,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.00037726214399896,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.00037746214399896,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.00037766214399896,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.00037786214399896,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.00037806214399896,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.00037826214399896,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.00037846214399896,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.00037866214399896,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.00037886214399896,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003790621439989601,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003792621439989601,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003794621439989601,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003796621439989601,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003798621439989601,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
2,0.0003800621439989601,0.0,4.999999999497952,5.009999898275552e-08,5.0,-5.020484028506189e-12,-5.009999898275553e-12,5.02049761846629e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003802621439989601,0.0,4.999999999497952,5.009999881622207e-08,5.0,-5.020484028506189e-12,-5.009999881622207e-12,5.020502313570768e-12,-5.009999881003692e-12,5.009999870519977e-12,5.02048180806014e-12
2,0.0003804621439989601,0.0,4.999999999497952,5.009999903826667e-08,5.0,-5.020484028506189e-12,-5.009999903826667e-12,5.020497625343045e-12,-5.00999990990852e-12,5.009999909377783e-12,5.02048180806014e-12
2,0.0003806621439989601,0.0,4.999999999497952,5.009999887173322e-08,5.0,-5.020484028506189e-12,-5.009999887173322e-12,5.02050230914431e-12,-5.009999883453989e-12,5.009999881622207e-12,5.02048180806014e-12
