case,time,v(offset),v(sum),v(vn),v(in),v(out),v(vp),i(vp),i(v1),i(r1),i(r2),i(vn),i(v2),i(rf)
1,0.003470500000000195,-0.5,-2.017937097595346e-05,-12.0,0.03685888971222607,0.4630805719730524,12.0,-0.001169973503333196,-3.6879069083202e-06,3.687906908320203e-06,-4.99979820629024e-05,0.00112366807275972,4.999798206290241e-05,4.631007513440284e-05
1,0.003471500000000195,-0.5,-2.020348722470144e-05,-12.0,0.03562305805260123,0.4643163312836898,12.0,-0.00117003153945262,-3.564326153982591e-06,3.564326153982594e-06,-4.999797965127754e-05,0.001123602542930844,4.999797965127754e-05,4.643365347709146e-05
1,0.003472500000000195,-0.5,-2.022682567814904e-05,-12.0,0.03438582005564022,0.4655534992650572,12.0,-0.001170089631671697,-3.440604688131837e-06,3.440604688131837e-06,-4.999797731743219e-05,0.001123536928426434,4.999797731743219e-05,4.655737260907353e-05
1,0.003473500000000195,-0.5,-2.024938541464461e-05,-12.0,0.03314722456538277,0.4667920270758795,12.0,-0.001170147777663281,-3.316747395079739e-06,3.316747395079742e-06,-4.999797506145854e-05,0.001123471231803116,4.999797506145854e-05,4.668122764612941e-05
1,0.0034745000000001953,-0.5,-2.027116554390029e-05,-12.0,0.03190732047945522,0.4680318658212015,12.0,-0.001170205975099283,-3.192759164499915e-06,3.192759164499912e-06,-4.999797288344561e-05,0.001123405455621864,4.999797288344561e-05,4.680521369867454e-05
1,0.003475500000000195,-0.5,-2.029216520549326e-05,-12.0,0.03066615674714922,0.4692729665543127,12.0,-0.001170264221650709,-3.068644891235468e-06,3.068644891235471e-06,-4.999797078347945e-05,0.001123339602447985,4.999797078347946e-05,4.692932587195182e-05
1,0.003476500000000196,-0.5,-2.031238357080856e-05,-12.0,0.02942378236748441,0.4705152802786793,12.0,-0.001170322514987832,-2.944409475105525e-06,2.944409475105522e-06,-4.999796876164292e-05,0.001123273674850947,4.999796876164292e-05,4.705355926622502e-05
1,0.003477500000000196,-0.5,-2.0331819841235e-05,-12.0,0.02818024638727332,0.4717587579498849,12.0,-0.001170380852780189,-2.820057820711456e-06,2.820057820711456e-06,-4.999796681801588e-05,0.001123207675404352,4.999796681801588e-05,4.717790897697262e-05
1,0.003478500000000196,-0.5,-2.035047324969175e-05,-12.0,0.02693559789918717,0.473003350477559,12.0,-0.001170439232696767,-2.695594837243684e-06,2.695594837243687e-06,-4.999796495267504e-05,0.001123141606685807,4.999796495267504e-05,4.730237009508087e-05
1,0.003479500000000196,-0.5,-2.036834305940705e-05,-12.0,0.0256898860398164,0.474249008727322,12.0,-0.001170497652406056,-2.571025438287583e-06,2.57102543828758e-06,-4.999796316569406e-05,0.001123075471276814,4.999796316569406e-05,4.742693770703814e-05
1,0.003480500000000196,-0.5,-2.038542856508396e-05,-12.0,0.0244431599877336,0.4754956835227169,12.0,-0.001170556109576153,-2.446354541629871e-06,2.446354541629868e-06,-4.99979614571435e-05,0.00112300927176269,4.999796145714349e-05,4.75516068951282e-05
1,0.0034815000000001962,-0.5,-2.040172909209548e-05,-12.0,0.02319546896154717,0.4767433256471592,12.0,-0.00117061460187487,-2.321587069063924e-06,2.321587069063927e-06,-4.999795982709079e-05,0.001122943010732482,4.99979598270908e-05,4.767637273762513e-05
1,0.003482500000000196,-0.5,-2.041724399676204e-05,-12.0,0.02194686221796385,0.4779918858458734,12.0,-0.001170673126969803,-2.196727946196058e-06,2.196727946196061e-06,-4.999795827560033e-05,0.001122876690778839,4.999795827560033e-05,4.780123030898702e-05
1,0.003483500000000196,-0.5,-2.043197266657359e-05,-12.0,0.02069738904983922,0.4792413148278413,12.0,-0.001170731682528455,-2.071782102250579e-06,2.071782102250579e-06,-4.999795680273335e-05,0.001122810314497919,4.999795680273335e-05,4.792617468005079e-05
1,0.003484500000000197,-0.5,-2.044591451999533e-05,-12.0,0.0194470987842345,0.4804915632677464,12.0,-0.001170790266218313,-1.946754469875447e-06,1.94675446987545e-06,-4.9997955408548e-05,0.001122743884489318,4.999795540854801e-05,4.805120091822664e-05
1,0.0034855000000001968,-0.5,-2.045906900660643e-05,-12.0,0.01819604078046784,0.4817425818079216,12.0,-0.001170848875706947,-1.821649984947442e-06,1.821649984947445e-06,-4.999795409309934e-05,0.001122677403355938,4.999795409309934e-05,4.817630408769283e-05
1,0.003486500000000197,-0.5,-2.047143560690579e-05,-12.0,0.01694426442816778,0.4829943210602973,12.0,-0.001170907508662136,-1.696473586377466e-06,1.696473586377469e-06,-4.999795285643931e-05,0.001122610873703897,4.999795285643932e-05,4.830147924959042e-05
1,0.003487500000000197,-0.5,-2.04830138326173e-05,-12.0,0.01569181914532203,0.48424673160835,12.0,-0.001170966162751898,-1.571230215915471e-06,1.571230215915465e-06,-4.999795169861674e-05,0.001122544298142444,4.999795169861673e-05,4.842672146221826e-05
1,0.003488500000000197,-0.5,-2.049380322677319e-05,-12.0,0.01443875437632513,0.4854997640090565,12.0,-0.001171024835644654,-1.445924817955184e-06,1.44592481795519e-06,-4.999795061967733e-05,0.001122477679283827,4.999795061967733e-05,4.855202578122833e-05
1,0.0034895000000001973,-0.5,-2.050380336310331e-05,-12.0,0.01318511959002855,0.4867533687948441,12.0,-0.001171083525009272,-1.320562339339171e-06,1.320562339339165e-06,-4.99979496196637e-05,0.001122411019743239,4.999794961966369e-05,4.867738725982072e-05
1,0.003490500000000197,-0.5,-2.051301384692339e-05,-12.0,0.01193096427778639,0.4880074964755428,12.0,-0.001171142228515196,-1.195147729163331e-06,1.195147729163331e-06,-4.999794869861531e-05,0.001122344322138667,4.999794869861531e-05,4.880280094893897e-05
1,0.003491500000000198,-0.5,-2.052143431441333e-05,-12.0,0.01067633795150433,0.4892620975403381,12.0,-0.001171200943832499,-1.069685938581866e-06,1.069685938581874e-06,-4.999794785656856e-05,0.00112227758909084,4.999794785656857e-05,4.892826189746525e-05
1,0.003492500000000198,-0.5,-2.052906443317237e-05,-12.0,0.00942129014168077,0.4905171224597291,12.0,-0.001171259668632043,-9.441819206113915e-07,9.441819206113943e-07,-4.999794709355669e-05,0.001122210823223058,4.999794709355669e-05,4.905376515241623e-05
1,0.003493500000000198,-0.5,-2.05359039017472e-05,-12.0,0.008165870395454246,0.4917725216874815,12.0,-0.001171318400585496,-8.186406299355966e-07,8.186406299355993e-07,-4.999794640960983e-05,0.001122144027161182,4.999794640960983e-05,4.917930575913833e-05
1,0.003494500000000198,-0.5,-2.054195245027035e-05,-12.0,0.006910128274646009,0.4930282456625836,12.0,-0.001171377137365485,-6.93067022709628e-07,6.93067022709628e-07,-4.999794580475497e-05,0.001122077203533453,4.999794580475497e-05,4.930487876150339e-05
1,0.003495500000000198,-0.5,-2.05472098396553e-05,-12.0,0.005654113353806235,0.4942842448112028,12.0,-0.001171435876645661,-5.674660563645835e-07,5.67466056364589e-07,-4.999794527901604e-05,0.001122010354970424,4.999794527901604e-05,4.943047920210424e-05
1,0.0034965000000001982,-0.5,-2.055167586248463e-05,-12.0,0.004397875218251935,0.4955404695486439,12.0,-0.001171494616100777,-4.418426894114392e-07,4.41842689411442e-07,-4.999794483241376e-05,0.001121943484104885,4.999794483241376e-05,4.955610212245064e-05
1,0.0034975000000001984,-0.5,-2.055535034206635e-05,-12.0,0.003141463462115097,0.4967968702813052,12.0,-0.001171553353406855,-3.162018812457164e-07,3.162018812457164e-07,-4.99979444649658e-05,0.001121876593571661,4.99979444649658e-05,4.968174256316473e-05
1,0.003498500000000198,-0.5,-2.055823313371063e-05,-12.0,0.001884927686379822,0.4980533974086368,12.0,-0.001171612086241149,-1.905485919513504e-07,1.905485919513533e-07,-4.999794417668663e-05,0.001121809686007665,4.999794417668663e-05,4.980739556417705e-05
1,0.003499500000000199,-0.5,-2.056032412300901e-05,-12.0,0.0006283174969262906,0.4993100013251014,12.0,-0.00117167081228238,-6.488778210492996e-08,6.488778210492996e-08,-4.99979439675877e-05,0.001121742764051626,4.99979439675877e-05,4.993305616492245e-05
1,0.0035005000000001988,-0.5,-2.056162322769395e-05,-12.0,-0.0006283174974254567,0.5005666324221261,12.0,-0.001171729529210727,6.077558741976794e-08,-6.077558741977628e-08,-4.999794383767723e-05,0.001121675830344112,4.999794383767723e-05,5.005871940453538e-05
1,0.003501500000000199,-0.5,-2.056213039633437e-05,-12.0,-0.001884927686878968,0.5018232410900686,12.0,-0.001171788234707954,1.864365556482661e-07,-1.864365556482633e-07,-4.999794378696036e-05,0.001121608887527374,4.999794378696037e-05,5.01843803220465e-05
1,0.003502500000000199,-0.5,-2.056184560869645e-05,-12.0,-0.003141463462614204,0.5030797777201698,12.0,-0.001171846926457529,3.120901617005563e-07,-3.120901617005508e-07,-4.999794381543913e-05,0.001121541938245221,4.999794381543914e-05,5.031003395657785e-05
1,0.003503500000000199,-0.5,-2.056076887599345e-05,-12.0,-0.004397875218750982,0.5043361927065153,12.0,-0.001171905602144661,4.377314449874961e-07,-4.377314449874989e-07,-4.99979439231124e-05,0.001121474985142965,4.99979439231124e-05,5.043567534753914e-05
1,0.0035045000000001993,-0.5,-2.055890024071916e-05,-12.0,-0.005654113354304494,0.5055924364479932,12.0,-0.001171964259456398,5.633554454063804e-07,-5.633554454063775e-07,-4.999794410997593e-05,0.00112140803086731,4.999794410997593e-05,5.05612995348234e-05
1,0.003505500000000199,-0.5,-2.055623977648136e-05,-12.0,-0.00691012827514488,0.5068484593502529,12.0,-0.001172022896081797,6.889572035368399e-07,-6.889572035368399e-07,-4.999794437602235e-05,0.001121341078066183,4.999794437602235e-05,5.068690155900294e-05
1,0.0035065000000002,-0.5,-2.055278758827939e-05,-12.0,-0.008165870395952289,0.5081042118276595,12.0,-0.0011720815097119,8.145317608363982e-07,-8.14531760836401e-07,-4.999794472124117e-05,0.001121274129388707,4.999794472124117e-05,5.081247646152478e-05
1,0.0035075000000002,-0.5,-2.054854381225435e-05,-12.0,-0.009421290142178674,0.5093596443052565,12.0,-0.001172140098039894,9.400741598366419e-07,-9.40074159836642e-07,-4.999794514561877e-05,0.001121207187485058,4.999794514561877e-05,5.093801928490688e-05
1,0.0035085000000002,-0.5,-2.05435086159389e-05,-12.0,-0.01067633795200279,0.5106147072207198,12.0,-0.001172198658761205,1.065579444338682e-06,-1.065579444338685e-06,-4.999794564913841e-05,0.00112114025500637,4.99979456491384e-05,5.106352507293357e-05
1,0.0035095000000002,-0.5,-2.053768219789642e-05,-12.0,-0.01193096427828467,0.5118693510263141,12.0,-0.001172257189573533,1.191042659608674e-06,-1.191042659608677e-06,-4.999794623178022e-05,0.001121073334604619,4.999794623178021e-05,5.118898887085121e-05
1,0.0035105000000002,-0.5,-2.05310647882484e-05,-12.0,-0.01318511959052663,0.5131235261908511,12.0,-0.001172315688177022,1.316458852573838e-06,-1.316458852573838e-06,-4.999794689352118e-05,0.001121006428932512,4.999794689352118e-05,5.131440572556394e-05
1,0.0035115000000002002,-0.5,-2.052365664786948e-05,-12.0,-0.01443875437682299,0.5143771832016429,12.0,-0.001172374152274246,1.44182307201751e-06,-1.441823072017512e-06,-4.999794763433522e-05,0.001120939540643427,4.999794763433522e-05,5.143977068582908e-05
1,0.0035125000000002004,-0.5,-2.051545806941446e-05,-12.0,-0.01569181914581966,0.5156302725664569,12.0,-0.001172432579570417,1.567130368775028e-06,-1.567130368775025e-06,-4.999794845419306e-05,0.001120872672391214,4.999794845419306e-05,5.156507880245263e-05
1,0.0035135000000002,-0.5,-2.050646937626355e-05,-12.0,-0.01694426442866516,0.5168827448154716,12.0,-0.001172490967773363,1.692375795928884e-06,-1.692375795928889e-06,-4.999794935306238e-05,0.001120805826830197,4.999794935306237e-05,5.169032512848479e-05
1,0.003514500000000201,-0.5,-2.049669092332729e-05,-12.0,-0.01819604078096494,0.5181345505032281,12.0,-0.001172549314593711,1.817554409004156e-06,-1.817554409004161e-06,-4.999795033090767e-05,0.001120739006614972,4.999795033090767e-05,5.181550471941514e-05
1,0.0035155000000002008,-0.5,-2.048612309640818e-05,-12.0,-0.0194470987847306,0.5193856402105802,12.0,-0.001172607617744872,1.942661266163422e-06,-1.942661266163419e-06,-4.999795138769036e-05,0.001120672214400379,4.999795138769037e-05,5.194061263336767e-05
1,0.003516500000000201,-0.5,-2.047476631281131e-05,-12.0,-0.02069738905033571,0.5206359645466496,12.0,-0.00117266587494325,2.067691428402292e-06,-2.06769142840229e-06,-4.999795252336872e-05,0.001120605452841334,4.999795252336872e-05,5.206564393129625e-05
1,0.003517500000000201,-0.5,-2.046262102051166e-05,-12.0,-0.02194686221846001,0.5218854741507724,12.0,-0.0011727240839082,2.192639959743953e-06,-2.19263995974395e-06,-4.999795373789795e-05,0.001120538724592755,4.999795373789795e-05,5.219059367717929e-05
1,0.003518500000000201,-0.5,-2.044968769915334e-05,-12.0,-0.02319546896204297,0.5231341196944487,12.0,-0.001172782242362239,2.317501927434376e-06,-2.317501927434382e-06,-4.999795503123009e-05,0.001120472032309437,4.999795503123008e-05,5.231545693821478e-05
1,0.0035195000000002013,-0.5,-2.04359668590226e-05,-12.0,-0.02444315998822903,0.5243818518832923,12.0,-0.001172840348031029,2.442272402136997e-06,-2.442272402137e-06,-4.99979564033141e-05,0.001120405378645963,4.99979564033141e-05,5.244022878501514e-05
1,0.003520500000000201,-0.5,-2.042145904193604e-05,-12.0,-0.02568988604031143,0.5256286214589708,12.0,-0.001172898398643558,2.566946458126944e-06,-2.56694645812695e-06,-4.999795785409581e-05,0.001120338766256557,4.999795785409581e-05,5.256490429180128e-05
1,0.003521500000000202,-0.5,-2.040616482038016e-05,-12.0,-0.0269355978996818,0.526874379201159,12.0,-0.001172956391932115,2.691519173486145e-06,-2.691519173486142e-06,-4.999795938351796e-05,0.001120272197795043,4.999795938351796e-05,5.268947853659794e-05
1,0.003522500000000202,-0.5,-2.039008479801097e-05,-12.0,-0.02818024638776681,0.528119075929472,12.0,-0.001173014325632486,2.81598563029688e-06,-2.81598563029688e-06,-4.99979609915202e-05,0.00112020567591466,4.99979609915202e-05,5.281394660142701e-05
1,0.003523500000000202,-0.5,-2.037321960976501e-05,-12.0,-0.02942378236797815,0.5293626625054166,12.0,-0.001173072197483957,2.940340914836841e-06,-2.940340914836838e-06,-4.999796267803903e-05,0.001120139203268027,4.999796267803903e-05,5.293830357250265e-05
1,0.003524500000000202,-0.5,-2.035556992099896e-05,-12.0,-0.03066615674764248,0.5306050898343238,12.0,-0.001173130005229474,3.064580117772146e-06,-3.064580117772148e-06,-4.999796444300791e-05,0.001120072782506934,4.99979644430079e-05,5.306254454042447e-05
1,0.003525500000000202,-0.5,-2.033713642879409e-05,-12.0,-0.03190732047994799,0.5318463088672903,12.0,-0.00117318774661565,3.18869833435192e-06,-3.18869833435192e-06,-4.999796628635712e-05,0.001120006416282359,4.999796628635712e-05,5.318666460037192e-05
1,0.003526500000000202,-0.5,-2.031791986051301e-05,-12.0,-0.03314722456587434,0.5330862706031136,12.0,-0.001173245419392899,3.312690664601385e-06,-3.312690664601382e-06,-4.999796820801395e-05,0.001119940107244262,4.999796820801396e-05,5.331065885229742e-05
1,0.0035275000000002023,-0.5,-2.029792097471561e-05,-12.0,-0.03438582005613196,0.5343249260902285,12.0,-0.001173303021315488,3.436552213515717e-06,-3.436552213515725e-06,-4.999797020790253e-05,0.001119873858041527,4.999797020790253e-05,5.343452240112032e-05
1,0.003528500000000202,-0.5,-2.027714056096475e-05,-12.0,-0.03562305805309242,0.5355622264286382,12.0,-0.00117336055014167,3.560278091253145e-06,-3.560278091253145e-06,-4.99979722859439e-05,0.001119807671321825,4.99979722859439e-05,5.355825035691991e-05
1,0.003529500000000203,-0.5,-2.025557943949319e-05,-12.0,-0.03685888971271669,0.5367981227718424,12.0,-0.001173418003633735,3.683863413327723e-06,-3.68386341332772e-06,-4.999797444205605e-05,0.001119741549731504,4.999797444205605e-05,5.368183783512819e-05
1,0.0035305000000002027,-0.5,-2.023323846128688e-05,-12.0,-0.03809326624648832,0.5380325663287719,12.0,-0.001173475379558083,3.807303300802698e-06,-3.807303300802704e-06,-4.999797667615387e-05,0.001119675495915493,4.999797667615387e-05,5.380527995672333e-05
1,0.003531500000000203,-0.5,-2.021011850833476e-05,-12.0,-0.03932613892333398,0.5392655083657077,12.0,-0.00117353267568529,3.930592880482559e-06,-3.930592880482565e-06,-4.999797898814917e-05,0.001119609512517224,4.999797898814916e-05,5.392857184842162e-05
1,0.003532500000000203,-0.5,-2.018622049340668e-05,-12.0,-0.04055745907155206,0.5404969002082097,12.0,-0.001173589889790303,4.053727285105871e-06,-4.053727285105865e-06,-4.999798137795067e-05,0.001119543602178422,4.999798137795067e-05,5.405170864287031e-05
1,0.003533500000000203,-0.5,-2.016154535947057e-05,-12.0,-0.0417871780807315,0.5417266932430377,12.0,-0.001173647019652349,4.1767016535372e-06,-4.176701653537203e-06,-4.999798384546406e-05,0.001119477767539102,4.999798384546405e-05,5.417468547883971e-05
1,0.0035345000000002033,-0.5,-2.013609408105244e-05,-12.0,-0.04301524740367212,0.542954838920068,12.0,-0.001173704063055156,4.299511130959106e-06,-4.299511130959107e-06,-4.99979863905919e-05,0.001119412011237414,4.99979863905919e-05,5.429749750141491e-05
1,0.003535500000000203,-0.5,-2.010986766246003e-05,-12.0,-0.04424161855829844,0.5441812887542123,12.0,-0.001173761017786958,4.422150869063606e-06,-4.422150869063598e-06,-4.999798901323376e-05,0.00111934633590954,4.999798901323377e-05,5.442013986218748e-05
1,0.003536500000000204,-0.5,-2.008286713911511e-05,-12.0,-0.04546624312957856,0.5454059943273325,12.0,-0.001173817881640626,4.544616026243942e-06,-4.544616026243945e-06,-4.999799171328609e-05,0.001119280744189547,4.999799171328609e-05,5.454260771944717e-05
1,0.003537500000000204,-0.5,-2.005509357669299e-05,-12.0,-0.04668907277142921,0.5466289072901482,12.0,-0.001173874652413722,4.666901767785249e-06,-4.666901767785252e-06,-4.999799449064233e-05,0.00111921523870933,4.999799449064233e-05,5.46648962383725e-05
1,0.003538500000000204,-0.5,-2.002654807198301e-05,-12.0,-0.04791005920863273,0.5478499793641514,12.0,-0.001173931327908578,4.789003266056075e-06,-4.789003266056075e-06,-4.99979973451928e-05,0.001119149822098476,4.99979973451928e-05,5.478700059122234e-05
1,0.003539500000000204,-0.5,-1.999723175127865e-05,-12.0,-0.04912915423873385,0.5490691623435078,12.0,-0.001173987905932365,4.910915700698261e-06,-4.910915700698258e-06,-4.999800027682487e-05,0.001119084496984158,4.999800027682488e-05,5.490891595752591e-05
1,0.003540500000000204,-0.5,-1.996714577223724e-05,-12.0,-0.05034630973394753,0.5502864080969594,12.0,-0.001174044384297197,5.032634258817537e-06,-5.032634258817529e-06,-4.999800328542278e-05,0.001119019265991027,4.999800328542279e-05,5.503063752427317e-05
1,0.003541500000000204,-0.5,-1.993629132218677e-05,-12.0,-0.05156147764306029,0.5515016685697308,12.0,-0.001174100760820231,5.154154135173811e-06,-5.15415413517381e-06,-4.999800637086779e-05,0.001118954131741089,4.999800637086779e-05,5.51521604861053e-05
1,0.0035425000000002043,-0.5,-1.990466961943049e-05,-12.0,-0.05277460999332171,0.5527148957854168,12.0,-0.001174157033323669,5.275470532370225e-06,-5.275470532370228e-06,-4.999800953303806e-05,0.001118889096853589,4.999800953303805e-05,5.527348004550362e-05
1,0.003543500000000204,-0.5,-1.987228191205337e-05,-12.0,-0.05398565889234658,0.5539260418478876,12.0,-0.001174213199634903,5.39657866104345e-06,-5.396578661043452e-06,-4.99980127718088e-05,0.00111882416394497,4.99980127718088e-05,5.539459141297997e-05
1,0.003544500000000205,-0.5,-1.983912947856048e-05,-12.0,-0.05519457652999595,0.555135058943169,12.0,-0.00117426925758659,5.517473740051739e-06,-5.517473740051739e-06,-4.999801608705215e-05,0.001118759335628619,4.999801608705215e-05,5.551548980726475e-05
1,0.0035455000000002047,-0.5,-1.980521362782151e-05,-12.0,-0.05640131518027284,0.5563418993413373,12.0,-0.001174325205016695,5.638150996664499e-06,-5.638150996664502e-06,-4.999801947863722e-05,0.001118694614514901,4.999801947863722e-05,5.563617045549652e-05
1,0.003546500000000205,-0.5,-1.977053569843235e-05,-12.0,-0.05760582720320025,0.5575465153983997,12.0,-0.001174381039768572,5.758605666750182e-06,-5.758605666750182e-06,-4.999802294643015e-05,0.001118630003210986,4.999802294643016e-05,5.575662859340982e-05
1,0.003547500000000205,-0.5,-1.973509705954779e-05,-12.0,-0.05880806504670666,0.558748859558177,12.0,-0.001174436759691096,5.878832994964702e-06,-5.878832994964712e-06,-4.999802649029405e-05,0.001118565504320719,4.999802649029404e-05,5.587685946552366e-05
1,0.003548500000000205,-0.5,-1.969889910996558e-05,-12.0,-0.06000798124850057,0.5599488843541816,12.0,-0.001174492362638672,5.998828234939061e-06,-5.99882823493906e-06,-4.999803011008901e-05,0.001118501120444541,4.999803011008901e-05,5.599685832532915e-05
1,0.0035495000000002053,-0.5,-1.966194327879256e-05,-12.0,-0.06120552843794557,0.5611465424114898,12.0,-0.001174547846471335,6.118586649466683e-06,-6.118586649466678e-06,-4.999803380567212e-05,0.001118436854179363,4.999803380567213e-05,5.611662043547686e-05
1,0.003550500000000205,-0.5,-1.962423102461197e-05,-12.0,-0.0624006593379285,0.5623417864486123,12.0,-0.001174603209054822,6.238103510690383e-06,-6.238103510690389e-06,-4.999803757689754e-05,0.001118372708118483,4.999803757689754e-05,5.62361410679637e-05
1,0.003551500000000205,-0.5,-1.958576383651045e-05,-12.0,-0.06359332676672713,0.56353456927936,12.0,-0.001174658448260691,6.357374100289065e-06,-6.357374100289063e-06,-4.999804142361635e-05,0.001118308684851427,4.999804142361635e-05,5.635541550431966e-05
1,0.003552500000000206,-0.5,-1.954654323269023e-05,-12.0,-0.06478348363987423,0.5647248438147107,12.0,-0.001174713561966322,6.476393709664146e-06,-6.476393709664154e-06,-4.999804534567674e-05,0.001118244786963866,4.999804534567672e-05,5.647443903579433e-05
1,0.003553500000000206,-0.5,-1.950657076160711e-05,-12.0,-0.06597108297201432,0.5659125630646638,12.0,-0.001174768548055049,6.595157640125274e-06,-6.595157640125272e-06,-4.999804934292384e-05,0.001118181017037489,4.999804934292384e-05,5.659320696354253e-05
1,0.003554500000000206,-0.5,-1.946584800119333e-05,-12.0,-0.06715607787875992,0.5670976801400976,12.0,-0.001174823404416214,6.713661203075879e-06,-6.713661203075873e-06,-4.999805341519989e-05,0.001118117377649927,4.999805341519989e-05,5.671171459880989e-05
1,0.003555500000000206,-0.5,-1.942437655891305e-05,-12.0,-0.06833842157853984,0.5682801482546194,12.0,-0.001174878128945209,6.831899720198098e-06,-6.831899720198093e-06,-4.999805756234412e-05,0.001118053871374616,4.999805756234412e-05,5.682995726311783e-05
1,0.003556500000000206,-0.5,-1.938215807201216e-05,-12.0,-0.06951806739445061,0.5694599207264132,12.0,-0.00117493271954365,6.94986852363786e-06,-6.94986852363786e-06,-4.99980617841928e-05,0.001117990500780652,4.99980617841928e-05,5.694793028844851e-05
1,0.0035575000000002063,-0.5,-1.933919420693542e-05,-12.0,-0.07069496875609332,0.5706369509800806,12.0,-0.001174987174119305,7.067562956188642e-06,-7.067562956188639e-06,-4.999806608057931e-05,0.001117927268432781,4.999806608057931e-05,5.706562901742876e-05
1,0.003558500000000206,-0.5,-1.929548666007586e-05,-12.0,-0.07186907920142004,0.571811192548485,12.0,-0.001175041490586306,7.184978371475996e-06,-7.184978371475996e-06,-4.999807045133399e-05,0.00111786417689114,4.999807045133399e-05,5.71830488035145e-05
1,0.003559500000000207,-0.5,-1.925103715627596e-05,-12.0,-0.07304035237855881,0.5729825990745797,12.0,-0.001175095666865092,7.302110134140251e-06,-7.302110134140254e-06,-4.999807489628438e-05,0.001117801228711315,4.999807489628437e-05,5.73001850111736e-05
1,0.0035605000000002067,-0.5,-1.920584745090936e-05,-12.0,-0.07420874204765143,0.5741511243132402,12.0,-0.001175149700882609,7.418953620020053e-06,-7.418953620020053e-06,-4.999807941525491e-05,0.001117738426444092,4.999807941525491e-05,5.741703301606911e-05
1,0.003561500000000207,-0.5,-1.915991932738281e-05,-12.0,-0.07537420208267309,0.5753167221330918,12.0,-0.001175203590572292,7.535504216334574e-06,-7.535504216334571e-06,-4.999808400806726e-05,0.001117675772635388,4.999808400806726e-05,5.753358820524193e-05
1,0.003562500000000207,-0.5,-1.911325459905133e-05,-12.0,-0.07653668647325781,0.5764793465183281,12.0,-0.001175257333874191,7.651757321865873e-06,-7.651757321865877e-06,-4.99980886745401e-05,0.001117613269826165,4.999808867454009e-05,5.764984597729272e-05
