case,time,v(offset),v(sum),v(vn),v(in),v(out),v(vp),i(vp),i(v1),i(r1),i(r2),i(vn),i(v2),i(rf)
1,0.0020075000000000006,-0.5,1.95454602608669e-05,-12.0,0.00942129014192927,0.4906373464343079,12.0,-0.001171263193234816,-9.401744681668458e-07,9.401744681668403e-07,-5.000195454602609e-05,0.001122206334125849,5.000195454602608e-05,4.906178009740471e-05
1,0.0020085000000000007,-0.5,1.954042515378562e-05,-12.0,0.01067633795175275,0.4893822835191129,12.0,-0.001171204468556383,-1.065679752659894e-06,1.065679752659897e-06,-5.000195404251538e-05,0.001122273102647394,5.000195404251538e-05,4.893627430939591e-05
1,0.002009500000000001,-0.5,1.953459609310704e-05,-12.0,0.01193096427803507,0.4881276397055903,12.0,-0.00117114575321953,-1.191142968194197e-06,1.191142968194197e-06,-5.000195345960932e-05,0.001122339838525166,5.000195345960931e-05,4.881081051094973e-05
1,0.002010500000000001,-0.5,1.952797829887776e-05,-12.0,0.01318511959027643,0.4868734645399,12.0,-0.001171087049553723,-1.316559161197752e-06,1.316559161197755e-06,-5.000195279782989e-05,0.001122406539135014,5.000195279782989e-05,4.868539365616012e-05
1,0.002011500000000001,-0.5,1.952056791434953e-05,-12.0,0.01443875437657361,0.4856198075223751,12.0,-0.00117102835988836,-1.441923380865929e-06,1.441923380865926e-06,-5.000195205679143e-05,0.00112247320185643,5.000195205679143e-05,4.856002869544608e-05
1,0.0020125000000000013,-0.5,1.951236863068084e-05,-12.0,0.0156918191455704,0.4843667181554453,12.0,-0.001170969686554165,-1.567230677693972e-06,1.567230677693972e-06,-5.000195123686307e-05,0.001122539824070772,5.000195123686307e-05,4.843472057868146e-05
1,0.0020135000000000014,-0.5,1.950337796691182e-05,-12.0,0.01694426442841637,0.483114245900518,12.0,-0.001170911031881893,-1.692476105044946e-06,1.692476105044946e-06,-5.000195033779669e-05,0.00112260640316289,5.00019503377967e-05,4.830947425225512e-05
1,0.0020145000000000015,-0.5,1.949359859282351e-05,-12.0,0.01819604078071594,0.4818624402099986,12.0,-0.001170852398203231,-1.817654718212312e-06,1.817654718212312e-06,-5.000194935985929e-05,0.001122672936519971,5.000194935985929e-05,4.818429466114058e-05
1,0.0020155000000000017,-0.5,1.948302898410748e-05,-12.0,0.01944709878448175,0.4806113504973009,12.0,-0.001170793787849834,-1.942761575549767e-06,1.942761575549764e-06,-5.000194830289842e-05,0.00112273942153272,5.000194830289841e-05,4.805918674683168e-05
1,0.002016500000000002,-0.5,1.947167113489079e-05,-12.0,0.02069738905008701,0.4793610261580343,12.0,-0.001170735203154,-2.06779173789521e-06,2.067791737895213e-06,-5.00019471671135e-05,0.001122805855594516,5.00019471671135e-05,4.793415544868994e-05
1,0.002017500000000002,-0.5,1.945952419221686e-05,-12.0,0.02194686221821113,0.4781115165489607,12.0,-0.001170676646447905,-2.192740269401894e-06,2.192740269401891e-06,-5.000194595241922e-05,0.001122872236102319,5.000194595241922e-05,4.780920570247686e-05
1,0.002018500000000002,-0.5,1.944658970981505e-05,-12.0,0.02319546896179497,0.4768628710018005,12.0,-0.001170618120064078,-2.317602237208516e-06,2.317602237208516e-06,-5.000194465897099e-05,0.001122938560456085,5.000194465897099e-05,4.768434244120907e-05
1,0.002019500000000002,-0.5,1.943286731187488e-05,-12.0,0.02444315998798051,0.4756151388082838,12.0,-0.001170559626334833,-2.442372712066866e-06,2.442372712066863e-06,-5.000194328673119e-05,0.001123004826059454,5.000194328673119e-05,4.755957059409719e-05
1,0.0020205000000000023,-0.5,1.941835827193317e-05,-12.0,0.02568988604006347,0.4743683692289359,12.0,-0.001170501167592566,-2.567046768179153e-06,2.567046768179153e-06,-5.000194183582719e-05,0.001123071030319354,5.000194183582719e-05,4.74348950870664e-05
