case,frequency_real,frequency_imag,v(inv)_real,v(inv)_imag,v(noninv)_real,v(noninv)_imag,v(sum)_real,v(sum)_imag,v(vn)_real,v(vn)_imag,v(fb)_real,v(fb)_imag,v(in)_real,v(in)_imag,v(vp)_real,v(vp)_imag,i(vp)_real,i(vp)_imag,i(vin)_real,i(vin)_imag,i(rf)_real,i(rf)_imag,i(rg)_real,i(rg)_imag,i(vn)_real,i(vn)_imag,i(ri)_real,i(ri)_imag,i(rf2)_real,i(rf2)_imag
1,541.1695265464607,0.0,-0.999997982076882,0.0001085557507403972,2.000005966127353,-0.0002170053311405947,1.008956514225723e-06,5.427760398217867e-05,0.0,0.0,0.9999979830737609,-0.000108502123059682,1.0,0.0,0.0,0.0,5.560346849620146e-09,2.710682699700448e-09,-0.0001000008991043486,5.427760398217867e-09,-9.999989910333962e-05,5.42781467582185e-09,9.999979830737609e-05,-1.085021230596821e-08,5.560346849620146e-09,2.710682699700448e-09,9.999989910434858e-05,-5.427760398217867e-09,0.0001000007983053592,-1.085032080809126e-08
1,562.341325190346,0.0,-0.999997981137828,0.0001128027016981078,2.000005964250164,-0.0002254950794278119,1.009426038867112e-06,5.640106884370967e-05,0.0,0.0,0.9999979821351711,-0.0001127469759790261,1.0,0.0,0.0,0.0,5.560370289203753e-09,2.816730849238321e-09,-0.0001000008990573961,5.640106884370968e-09,-9.999989905638669e-05,5.640163285439813e-09,9.999979821351711e-05,-1.127469759790261e-08,5.560370289203753e-09,2.816730849238321e-09,9.999989905739612e-05,-5.640106884370968e-09,0.0001000007982114993,-1.127481034487858e-08
1,584.3414133735142,0.0,-0.9999979801238604,0.0001172158031486482,2.000005962223221,-0.0002343169662011966,1.009933019990861e-06,5.86076085362814e-05,0.0,0.0,0.9999979811217049,-0.0001171578973111118,1.0,0.0,0.0,0.0,5.560395623105396e-09,2.926927846378572e-09,-0.000100000899006698,5.86076085362814e-09,-9.999989900568805e-05,5.860819461236679e-09,9.99997981121705e-05,-1.171578973111118e-08,5.560395623105396e-09,2.926927846378572e-09,9.9999899006698e-05,-5.86076085362814e-09,0.0001000007981101516,-1.171590688900849e-08
1,607.202195690985,0.0,-0.999997979029004,0.0001218015552805061,2.00000596003458,-0.0002434839854803715,1.010480445540196e-06,6.090047313788732e-05,0.0,0.0,0.9999979800273897,-0.0001217413840332656,1.0,0.0,0.0,0.0,5.560422976225166e-09,3.041436003564077e-09,-0.0001000008989519554,6.090047313788733e-09,-9.999989895094496e-05,6.090108214261873e-09,9.999979800273898e-05,-1.217413840332656e-08,5.560422976225166e-09,3.041436003564077e-09,9.999989895195545e-05,-6.090047313788733e-09,0.000100000798000719,-1.217426014471059e-08
1,630.9573444801896,0.0,-0.9999979778468049,0.0001265667125843254,2.000005957671338,-0.0002530096396405573,1.011071542156294e-06,6.328303987696334e-05,0.0,0.0,0.9999979788457749,-0.0001265041872993422,1.0,0.0,0.0,0.0,5.560452494279833e-09,3.160423983254833e-09,-0.0001000008988928458,6.328303987696334e-09,-9.999989889183471e-05,6.32836727073621e-09,9.999979788457749e-05,-1.265041872993422e-08,5.560452494279833e-09,3.160423983254833e-09,9.99998988928458e-05,-6.328303987696334e-09,0.0001000007978825564,-1.265054523412151e-08
1,655.6418494179751,0.0,-0.9999979765702957,0.0001315182938017702,2.000005955119569,-0.0002629079593005704,1.011709793607984e-06,6.575881810679455e-05,0.0,0.0,0.9999979775698966,-0.0001314533223836733,1.0,0.0,0.0,0.0,5.560484385436215e-09,3.284067046390667e-09,-0.0001000008988290206,6.575881810679455e-09,-9.999989882800893e-05,6.575947569497565e-09,9.999979775698966e-05,-1.314533223836733e-08,5.560484385436215e-09,3.284067046390667e-09,9.999989882902064e-05,-6.575881810679455e-09,0.0001000007977549673,-1.314546369168971e-08
1,681.2920690579573,0.0,-0.9999979751919527,0.0001366635922636062,2.000005952364232,-0.000273193523988876,1.012398961663941e-06,6.833145447453072e-05,0.0,0.0,0.999997976192235,-0.0001365960790140429,1.0,0.0,0.0,0.0,5.560518802349979e-09,3.412547310494886e-09,-0.0001000008987601038,6.833145447453072e-09,-9.999989875909143e-05,6.833213778907548e-09,9.99997976192235e-05,-1.365960790140429e-08,5.560518802349979e-09,3.412547310494886e-09,9.999989876010383e-05,-6.833145447453072e-09,0.0001000007976171997,-1.365974449748331e-08
1,707.9457843841337,0.0,-0.9999979737036522,0.0001420101866322298,2.000005949389088,-0.0002838814836181382,1.013143108075099e-06,7.100473829242345e-05,0.0,0.0,0.9999979747046703,-0.0001419400321089086,1.0,0.0,0.0,0.0,5.560555939310152e-09,3.54605401795671e-09,-0.0001000008986856892,7.100473829242345e-09,-9.999989868467604e-05,7.100544833980636e-09,9.999979747046704e-05,-1.419400321089086e-08,5.560555939310152e-09,3.54605401795671e-09,9.99998986856892e-05,-7.100473829242345e-09,0.0001000007974684417,-1.419414515092297e-08
1,735.6422544596369,0.0,-0.9999979720966227,0.0001475659520644657,2.000005946176601,-0.000294987580799899,1.013946618888539e-06,7.378260711919725e-05,0.0,0.0,0.999997973098435,-0.0001474930529346848,1.0,0.0,0.0,0.0,5.560596066933599e-09,3.684783814743234e-09,-0.0001000008986053381,7.378260711919725e-09,-9.999989860432416e-05,7.378334494526846e-09,9.99997973098435e-05,-1.474930529346848e-08,5.560596066933599e-09,3.684783814743234e-09,9.999989860533812e-05,-7.378260711919725e-09,0.0001000007973078166,-1.474945278652142e-08
1,764.4222742525956,0.0,-0.9999979703613919,0.0001533390718110749,2.000005942707837,-0.0003065281740322484,1.014814229982619e-06,7.666915255977461e-05,0.0,0.0,0.9999979713640617,-0.0001532633206995207,1.0,0.0,0.0,0.0,5.560639400326028e-09,3.828941040083847e-09,-0.000100000898518577,7.66691525597746e-09,-9.99998985175622e-05,7.666991925130026e-09,9.999979713640618e-05,-1.532633206995207e-08,5.560639400326028e-09,3.828941040083847e-09,9.999989851857701e-05,-7.66691525597746e-09,0.0001000007971343776,-1.532648533327277e-08
1,794.3282347242767,0.0,-0.9999979684877326,0.0001593380492700572,2.000005938962353,-0.0003185202617946429,1.015751054933567e-06,7.966862629189715e-05,0.0,0.0,0.9999979694913287,-0.0001592593346006484,1.0,0.0,0.0,0.0,5.560686175409835e-09,3.978738027371064e-09,-0.0001000008984248945,7.966862629189715e-09,-9.999989842387875e-05,7.96694229781601e-09,9.999979694913287e-05,-1.592593346006485e-08,5.560686175409835e-09,3.978738027371064e-09,9.999989842489451e-05,-7.966862629189715e-09,0.0001000007969471024,-1.592609271939945e-08
1,825.4041852680133,0.0,-0.9999979664646018,0.0001655717205115026,2.000005934918071,-0.0003309815075853561,1.016762615213551e-06,8.278544632851965e-05,0.0,0.0,0.999997967469198,-0.0001654899263430463,1.0,0.0,0.0,0.0,5.560736683618561e-09,4.134395416999435e-09,-0.0001000008983237385,8.278544632851966e-09,-9.999989832272171e-05,8.278627418298297e-09,9.99997967469198e-05,-1.654899263430463e-08,5.560736683618561e-09,4.134395416999435e-09,9.999989832373848e-05,-8.278544632851966e-09,0.0001000007967448873,-1.654915812423098e-08
1,857.6958985908889,0.0,-0.9999979642800755,0.000172049267292437,2.000005930551156,-0.0003439302659384436,1.017854872942259e-06,8.602420352520089e-05,0.0,0.0,0.9999979652857517,-0.000171964273147856,1.0,0.0,0.0,0.0,5.560791251080222e-09,4.29614248130433e-09,-0.0001000008982145127,8.602420352520089e-09,-9.999989821349485e-05,8.602506376723615e-09,9.999979652857517e-05,-1.71964273147856e-08,5.560791251080222e-09,4.29614248130433e-09,9.999989821451271e-05,-8.602420352520089e-09,0.0001000007965265405,-1.719659927905875e-08
1,891.25093813374,0.0,-0.9999979619212783,0.0001787802305808324,2.00000592583587,-0.0003573856094585349,1.019034265636876e-06,8.938966834207448e-05,0.0,0.0,0.9999979629281203,-0.0001786919112697111,1.0,0.0,0.0,0.0,5.560850155350572e-09,4.464217462256186e-09,-0.0001000008980965734,8.938966834207448e-09,-9.99998980955544e-05,8.93905622387579e-09,9.999979629281203e-05,-1.786919112697111e-08,5.560850155350572e-09,4.464217462256186e-09,9.999989809657344e-05,-8.938966834207448e-09,0.000100000796290775,-1.786936981888238e-08
1,926.1187281287878,0.0,-0.9999979593743076,0.0001857745246087011,2.000005920744421,-0.0003713673569132789,1.020307744625804e-06,9.288679787036119e-05,0.0,0.0,0.9999979603824087,-0.0001856827500428892,1.0,0.0,0.0,0.0,5.560913757252095e-09,4.638867922403196e-09,-0.0001000008979692255,9.28867978703612e-09,-9.999989796820522e-05,9.288772673833988e-09,9.999979603824087e-05,-1.856827500428892e-08,5.560913757252095e-09,4.638867922403196e-09,9.999989796922554e-05,-9.28867978703612e-09,0.0001000007960362013,-1.856846068703897e-08
1,962.3506263980825,0.0,-0.999997956624152,0.0001930424514749701,2.000005915246802,-0.0003858961024248096,1.021682815571801e-06,9.65207431337694e-05,0.0,0.0,0.9999979576336127,-0.0001929470864769723,1.0,0.0,0.0,0.0,5.560982424546168e-09,4.820351109469865e-09,-0.0001000008978317184,9.65207431337694e-09,-9.999989783069677e-05,9.652170834120074e-09,9.999979576336127e-05,-1.929470864769723e-08,5.560982424546168e-09,4.820351109469865e-09,9.999989783171845e-05,-9.65207431337694e-09,0.000100000795761319,-1.929490159478372e-08
1,999.9999999999936,0.0,-0.9999979536546023,0.000200594716319646,2.000005909310608,-0.0004009932458032352,1.023167582880902e-06,0.0001002968566755396,0.0,0.0,0.9999979546655309,-0.0002004956204235155,1.0,0.0,0.0,0.0,5.561056566627531e-09,5.008934335312776e-09,-0.0001000008976832417,1.002968566755396e-08,-9.999989768221852e-05,1.002978596441064e-08,9.999979546655309e-05,-2.004956204235155e-08,5.561056566627531e-09,5.008934335312776e-09,9.999989768324172e-05,-1.002968566755396e-08,0.0001000007954645078,-2.004976253797197e-08
1,1039.122303835162,0.0,-0.9999979504481565,0.0002084424430916163,2.000005902900855,-0.0004166810240668204,1.024770797775076e-06,0.0001042207004423059,0.0,0.0,0.99999795146067,-0.0002083394703360585,1.0,0.0,0.0,0.0,5.561136641463182e-09,5.204895369597786e-09,-0.0001000008975229202,1.042207004423059e-08,-9.999989752189543e-05,1.042217426493104e-08,9.999979514606701e-05,-2.083394703360585e-08,5.561136641463182e-09,5.204895369597786e-09,9.999989752292023e-05,-1.042207004423059e-08,0.0001000007951440185,-2.083415537307619e-08
1,1079.775162327703,0.0,-0.9999979469859158,0.0002165971909333134,2.000005895979761,-0.000432982544195289,1.026501909584532e-06,0.0001082980539763868,0.0,0.0,0.9999979480001407,-0.0002164901896466963,1.0,0.0,0.0,0.0,5.561223072325649e-09,5.408522848967761e-09,-0.000100000897349809,1.082980539763868e-08,-9.999989734878255e-05,1.082991369569266e-08,9.999979480001408e-05,-2.164901896466963e-08,5.561223072325649e-09,5.408522848967761e-09,9.999989734980905e-05,-1.082980539763868e-08,0.0001000007947979621,-2.164923545485928e-08
1,1122.018454301956,0.0,-0.9999979432474745,0.0002250709712063714,2.000005888506537,-0.0004499218171644856,1.028371120925797e-06,0.000112534922928571,0.0,0.0,0.9999979442635473,-0.0002249597837833239,1.0,0.0,0.0,0.0,5.561316428204233e-09,5.62011670218366e-09,-0.0001000008971628879,1.12534922928571e-08,-9.999989716185955e-05,1.125360482778003e-08,9.999979442635473e-05,-2.249597837833239e-08,5.561316428204233e-09,5.62011670218366e-09,9.999989716288791e-05,-1.12534922928571e-08,0.000100000794424299,-2.249620333811618e-08
1,1165.914401179824,0.0,-0.9999979392107983,0.0002338762651833503,2.000005880437135,-0.0004675237933125222,1.030389448875013e-06,0.0001169375479039356,0.0,0.0,0.9999979402288666,-0.0002337607278526218,1.0,0.0,0.0,0.0,5.561417222577081e-09,5.839988591843745e-09,-0.0001000008969610551,1.169375479039356e-08,-9.999989696002472e-05,1.169387172794147e-08,9.999979402288666e-05,-2.337607278526218e-08,5.561417222577081e-09,5.839988591843745e-09,9.999989696105512e-05,-1.169375479039356e-08,0.0001000007940208269,-2.337630654599004e-08
1,1211.52765862858,0.0,-0.9999979348520954,0.0002430260424315872,2.000005871723996,-0.0004858143990894996,1.032568789360866e-06,0.0001215124136537253,0.0,0.0,0.9999979358723187,-0.0002429059850148247,1.0,0.0,0.0,0.0,5.561526073005751e-09,6.068462373507629e-09,-0.0001000008967431211,1.215124136537253e-08,-9.999989674208848e-05,1.215136287778619e-08,9.999979358723187e-05,-2.429059850148247e-08,5.561526073005751e-09,6.068462373507629e-09,9.999989674312107e-05,-1.215124136537253e-08,0.0001000007935851677,-2.429084140746749e-08
1,1258.925411794159,0.0,-0.9999979301456768,0.0002525337799162458,2.000005862315764,-0.0005048205752449236,1.034921986886594e-06,0.0001262662586268297,0.0,0.0,0.9999979311682262,-0.000252409025577334,1.0,0.0,0.0,0.0,5.561643590112908e-09,6.305874572650358e-09,-0.0001000008965078013,1.262662586268297e-08,-9.999989650676638e-05,1.262675212894161e-08,9.999979311682263e-05,-2.52409025577334e-08,5.561643590112908e-09,6.305874572650358e-09,9.999989650780132e-05,-1.262662586268297e-08,0.0001000007931147538,-2.524115496675897e-08
1,1308.177474260185,0.0,-0.9999979250638027,0.0002624134818507029,2.00000585215699,-0.0005245703165090642,1.037462911357423e-06,0.000131206084894927,0.0,0.0,0.9999979260888642,-0.0002622838468352979,1.0,0.0,0.0,0.0,5.561770509421304e-09,6.552574880363041e-09,-0.0001000008962537089,1.31206084894927e-08,-9.99998962526714e-05,1.312073969557759e-08,9.999979260888642e-05,-2.622838468352979e-08,5.561770509421304e-09,6.552574880363041e-09,9.999989625370887e-05,-1.31206084894927e-08,0.0001000007926068125,-2.622864696737663e-08
1,1359.356390878516,0.0,-0.9999979195765212,0.0002726797003235038,2.000005841187797,-0.0005450927128266915,1.040206538349686e-06,0.0001363391684659096,0.0,0.0,0.9999979206042954,-0.0002725449936883773,1.0,0.0,0.0,0.0,5.561907504003649e-09,6.808926668420024e-09,-0.0001000008959793462,1.363391684659096e-08,-9.999989597830596e-05,1.363405318575943e-08,9.999979206042955e-05,-2.725449936883773e-08,5.561907504003649e-09,6.808926668420024e-09,9.999989597934617e-05,-1.363391684659096e-08,0.0001000007920583501,-2.725477191383142e-08
1,1412.537544622744,0.0,-0.9999979136514913,0.0002833475567322662,2.000005829343535,-0.0005664179922039216,1.043169038483782e-06,0.0001416730700007831,0.0,0.0,0.9999979146821941,-0.0002832075800640605,1.0,0.0,0.0,0.0,5.56205547591615e-09,7.075307524461417e-09,-0.0001000008956830962,1.416730700007831e-08,-9.999989568205298e-05,1.416744867314831e-08,9.999979146821942e-05,-2.832075800640605e-08,5.56205547591615e-09,7.075307524461417e-09,9.999989568309616e-05,-1.416730700007831e-08,0.0001000007914661341,-2.832104121398611e-08
1,1467.799267622059,0.0,-0.999997907253791,0.0002944327640561,2.000005816554395,-0.0005885775652312741,1.046367872681309e-06,0.0001472156459498203,0.0,0.0,0.9999979082876562,-0.0002942873111790811,1.0,0.0,0.0,0.0,5.5622152300705e-09,7.352109808171867e-09,-0.0001000008953632127,1.472156459498203e-08,-9.999989536216637e-05,1.472171181062798e-08,9.999979082876562e-05,-2.942873111790811e-08,5.5622152300705e-09,7.352109808171867e-09,9.999989536321273e-05,-1.472156459498203e-08,0.0001000007908266739,-2.94290254052193e-08
1,1525.222956539008,0.0,-0.9999979003457135,0.0003059516499993431,2.000005802745001,-0.0006116040713485053,1.049821894083536e-06,0.0001529750601243709,0.0,0.0,0.9999979013829934,-0.0003058005066717193,1.0,0.0,0.0,0.0,5.562387744850739e-09,7.639741229197581e-09,-0.0001000008950178106,1.529750601243709e-08,-9.999989501676075e-05,1.529765898749722e-08,9.999979013829934e-05,-3.058005066717193e-08,5.562387744850739e-09,7.639741229197581e-09,9.99998950178106e-05,-1.529750601243709e-08,0.0001000007901362008,-3.05803564676786e-08
1,1584.893192461102,0.0,-0.9999978928865427,0.0003179211810406963,2.00000578783396,-0.0006355314269193612,1.053551460850066e-06,0.0001589597957213695,0.0,0.0,0.99999789392751,-0.0003177641246390574,1.0,0.0,0.0,0.0,5.562573977824226e-09,7.938625447638482e-09,-0.0001000008946448539,1.589597957213696e-08,-9.999989464380036e-05,1.589613853193268e-08,9.999978939275101e-05,-3.177641246390574e-08,5.562573977824226e-09,7.938625447638482e-09,9.999989464485392e-05,-1.589597957213696e-08,0.000100000789390645,-3.177673022803039e-08
1,1646.897865482857,0.0,-0.9999978848323157,0.0003303589874231775,2.000005771733387,-0.0006603948751870428,1.057578554175542e-06,0.0001651786678182496,0.0,0.0,0.9999978858772642,-0.0003301957866145883,1.0,0.0,0.0,0.0,5.56277510166403e-09,8.249202698072623e-09,-0.0001000008942421446,1.651786678182496e-08,-9.999989424108698e-05,1.651803196049278e-08,9.999978858772643e-05,-3.301957866145883e-08,5.56277510166403e-09,8.249202698072623e-09,9.999989424214458e-05,-1.651786678182496e-08,0.0001000007885856123,-3.301990885724545e-08
1,1711.328304161769,0.0,-0.9999978761355616,0.0003432833891216929,2.00000575434839,-0.0006862310381839514,1.061926909518007e-06,0.0001716408363566647,0.0,0.0,0.9999978771848093,-0.0003431138035229581,1.0,0.0,0.0,0.0,5.562992261287647e-09,8.571930437963299e-09,-0.000100000893807309,1.716408363566647e-08,-9.999989380624712e-05,1.716425527650282e-08,9.999978771848093e-05,-3.431138035229581e-08,5.562992261287647e-09,8.571930437963299e-09,9.999989380730905e-05,-1.716408363566647e-08,0.0001000007877163581,-3.431172346609933e-08
1,1778.27941003891,0.0,-0.9999978667450224,0.0003567134228264705,2.000005735576502,-0.0007130779706721665,1.066622155598829e-06,0.0001783558196341371,0.0,0.0,0.9999978677989122,-0.00035653720265007,1.0,0.0,0.0,0.0,5.56322672651266e-09,8.907284021448343e-09,-0.0001000008933377844,1.783558196341372e-08,-9.999989333671781e-05,1.783576031923334e-08,9.999978677989123e-05,-3.5653720265007e-08,5.56322672651266e-09,8.907284021448343e-09,9.999989333778445e-05,-1.783558196341372e-08,0.000100000786777759,-3.565407680220965e-08
1,1847.849797422278,0.0,-0.9999978566053521,0.0003706688699820882,2.000005715307084,-0.0007409752161940772,1.071691965393029e-06,0.0001853335083235025,0.0,0.0,0.9999978576642539,-0.0003704857556682603,1.0,0.0,0.0,0.0,5.563479926751214e-09,9.25575739953822e-09,-0.0001000008928308034,1.853335083235025e-08,-9.999989282973175e-05,1.853353616585857e-08,9.999978576642539e-05,-3.704857556682603e-08,5.563479926751214e-09,9.25575739953822e-09,9.999989283080346e-05,-1.853335083235025e-08,0.000100000785764283,-3.704894605258169e-08
1,1920.141938638787,0.0,-0.9999978456567878,0.0003851702859233919,2.00000569342067,-0.0007699638653157258,1.077166220109227e-06,0.0001925841800407958,0.0,0.0,0.9999978467211015,-0.0003849800077578242,1.0,0.0,0.0,0.0,5.56375330529324e-09,9.617863847561476e-09,-0.000100000892283378,1.925841800407958e-08,-9.99998922823008e-05,1.925861058825962e-08,9.999978467211015e-05,-3.849800077578242e-08,5.56375330529324e-09,9.617863847561476e-09,9.999989228337799e-05,-1.925841800407958e-08,0.0001000007846699569,-3.849838575579017e-08
1,1995.262314968865,0.0,-0.9999978338348008,0.0004002390301512043,2.000005669788266,-0.0008000866161486115,1.083077184271808e-06,0.0002001185144830297,0.0,0.0,0.999997834904958,-0.0004000413078677663,1.0,0.0,0.0,0.0,5.564048534412169e-09,9.994136721236505e-09,-0.0001000008916922816,2.001185144830297e-08,-9.999989169119852e-05,2.001205156681746e-08,9.99997834904958e-05,-4.000413078677664e-08,5.564048534412169e-09,9.994136721236505e-09,9.999989169228158e-05,-2.001185144830297e-08,0.0001000007834883308,-4.000453082808452e-08
1,2073.32157348594,0.0,-0.9999978210697125,0.0004158972977924081,2.000005644270582,-0.0008313878372390894,1.089459696346218e-06,0.0002079476091581583,0.0,0.0,0.9999978221461799,-0.0004156918401603439,1.0,0.0,0.0,0.0,5.564367307198115e-09,1.038513024219636e-08,-0.0001000008910540304,2.079476091581583e-08,-9.999989105294088e-05,2.079496886342499e-08,9.9999782214618e-05,-4.156918401603439e-08,5.564367307198115e-09,1.038513024219636e-08,9.999989105403037e-05,-2.079476091581583e-08,0.0001000007822124402,-4.156959970787456e-08
1,2154.434690031867,0.0,-0.9999978072862881,0.0004321681522907321,2.000005616717222,-0.0008639136329179715,1.096351374130222e-06,0.0002160829957303874,0.0,0.0,0.9999978083695689,-0.0004319546566857023,1.0,0.0,0.0,0.0,5.564711455519067e-09,1.079142031431844e-08,-0.0001000008903648626,2.160829957303874e-08,-9.999989036376622e-05,2.160851565603447e-08,9.999978083695689e-05,-4.319546566857024e-08,5.564711455519067e-09,1.079142031431844e-08,9.99998903648626e-05,-2.160829957303874e-08,0.0001000007808347653,-4.319589762322692e-08
1,2238.721138568323,0.0,-0.9999977924032889,0.000449075559376371,2.000005586965788,-0.0008977119112065411,1.103792836465445e-06,0.0002245366570049005,0.0,0.0,0.9999977934939265,-0.0004488537113347139,1.0,0.0,0.0,0.0,5.565083081859878e-09,1.121360537196023e-08,-0.0001000008896207163,2.245366570049005e-08,-9.999988961961254e-05,2.245389023714705e-08,9.999977934939265e-05,-4.488537113347139e-08,5.565083081859878e-09,1.121360537196023e-08,9.999988962071636e-05,-2.245366570049005e-08,0.0001000007793471861,-4.488581998718272e-08
1,2326.305067153608,0.0,-0.9999977763329961,0.0004666444223644644,2.00000555484093,-0.0009328324543789895,1.111827942712473e-06,0.0002333210445770094,0.0,0.0,0.999997777431578,-0.0004664138951200192,1.0,0.0,0.0,0.0,5.565484371972129e-09,1.165230726136825e-08,-0.0001000008888172057,2.333210445770094e-08,-9.999988881609389e-05,2.333233777874551e-08,9.99997777431578e-05,-4.664138951200192e-08,5.565484371972129e-09,1.165230726136825e-08,9.999988881720574e-05,-2.333210445770094e-08,0.0001000007777409352,-4.664185592589703e-08
1,2417.315480804085,0.0,-0.9999977589806944,0.0004849006188344038,2.000005520153308,-0.0009693269922851558,1.120504050211579e-06,0.0002424490971717161,0.0,0.0,0.9999977600878536,-0.0004846610728372137,1.0,0.0,0.0,0.0,5.565917636507489e-09,1.210817215655441e-08,-0.000100000887949595,2.424490971717161e-08,-9.999988794847446e-05,2.424515216626878e-08,9.999977600878536e-05,-4.846610728372137e-08,5.565917636507489e-09,1.210817215655441e-08,9.999988794959499e-05,-2.424490971717161e-08,0.0001000007760065454,-4.846659194479421e-08
1,2511.886431509561,0.0,-0.9999977402441107,0.0005038710387439753,2.000005482698477,-0.001007249278541536,1.129872295280165e-06,0.0002519342597006892,0.0,0.0,0.9999977413605314,-0.0005036221211601622,1.0,0.0,0.0,0.0,5.566385512245642e-09,1.258187151105615e-08,-0.0001000008870127705,2.519342597006892e-08,-9.99998870116406e-05,2.519367790432861e-08,9.999977413605314e-05,-5.036221211601622e-08,5.566385512245642e-09,1.258187151105615e-08,9.999988701277047e-05,-2.519342597006892e-08,0.0001000007741337945,-5.036271573813738e-08
1,2610.157215682516,0.0,-0.9999977200128136,0.0005235836240344564,2.000005442255682,-0.001046655169702742,1.139987893195027e-06,0.0002617905030647128,0.0,0.0,0.9999977211392351,-0.0005233249682265296,1.0,0.0,0.0,0.0,5.56689070535521e-09,1.307410304693209e-08,-0.0001000008860012107,2.617905030647128e-08,-9.999988600007069e-05,2.617931209697436e-08,9.999977211392351e-05,-5.233249682265296e-08,5.56689070535521e-09,1.307410304693209e-08,9.999988600121069e-05,-2.617905030647128e-08,0.0001000007721116447,-5.23330201476212e-08
1,2712.272579332007,0.0,-0.999997698167562,0.0005440674097849705,2.000005398586557,-0.00108760270752996,1.150910464375876e-06,0.0002720323447307616,0.0,0.0,0.9999976993047821,-0.000543798634771806,1.0,0.0,0.0,0.0,5.56743617874389e-09,1.35855917822435e-08,-0.0001000008849089536,2.720323447307616e-08,-9.999988490780265e-05,2.720350650542089e-08,9.999976993047822e-05,-5.43798634771806e-08,5.56743617874389e-09,1.35855917822435e-08,9.999988490895357e-05,-2.720323447307616e-08,0.0001000007699281775,-5.438040727581538e-08
1,2818.382931264432,0.0,-0.9999976745796035,0.0005653525669766989,2.000005351433724,-0.00113015220447755,1.162704384660707e-06,0.0002826748701139988,0.0,0.0,0.9999976757284834,-0.0005650732768723907,1.0,0.0,0.0,0.0,5.568025186752923e-09,1.411709109913235e-08,-0.0001000008837295615,2.826748701139988e-08,-9.999988372839883e-05,2.826776968627001e-08,9.999976757284834e-05,-5.650732768723908e-08,5.568025186752923e-09,1.411709109913235e-08,9.999988372956154e-05,-2.826748701139988e-08,0.0001000007675705241,-5.650789276051594e-08
1,2928.644564625213,0.0,-0.9999976491099131,0.0005874704469298922,2.000005300519269,-0.00117436633252361,1.175439166223313e-06,0.000293733754796172,0.0,0.0,0.999997650271383,-0.000587180230360653,1.0,0.0,0.0,0.0,5.568661178012579e-09,1.466938385315323e-08,-0.0001000008824560834,2.93733754796172e-08,-9.999988245490794e-05,2.937366921337202e-08,9.999976502713831e-05,-5.871802303606531e-08,5.568661178012579e-09,1.466938385315323e-08,9.999988245608339e-05,-2.93733754796172e-08,0.0001000007650247886,-5.871861021629568e-08
1,3043.219887107698,0.0,-0.9999976216083752,0.0006104536274791088,2.000005245543107,-0.001220310215475289,1.189189866468432e-06,0.0003052252876131163,0.0,0.0,0.9999976227834396,-0.0006101520569773596,1.0,0.0,0.0,0.0,5.569347913403355e-09,1.52432835265833e-08,-0.0001000008810810133,3.052252876131163e-08,-9.999988107982417e-05,3.052283398659925e-08,9.999976227834396e-05,-6.101520569773596e-08,5.569347913403355e-09,1.52432835265833e-08,9.999988108101335e-05,-3.052252876131163e-08,0.0001000007622759668,-6.101581584979296e-08
1,3162.277660168354,0.0,-0.9999975919128994,0.0006343359609546519,2.000005186181216,-0.001268051524884737,1.204037530122548e-06,0.0003171663946453528,0.0,0.0,0.9999975931026427,-0.0006340225923294067,1.0,0.0,0.0,0.0,5.570089410544821e-09,1.583963542631657e-08,-0.000100000879596247,3.171663946453528e-08,-9.999987959504295e-05,3.171695663092991e-08,9.999975931026427e-05,-6.340225923294068e-08,5.570089410544821e-09,1.583963542631657e-08,9.9999879596247e-05,-3.171663946453528e-08,0.0001000007593078574,-6.340289325553302e-08
1,3285.993247600628,0.0,-0.999997559848464,0.000659152624040823,2.000005122083725,-0.001317660579716846,1.22006966774002e-06,0.0003295746641470907,0.0,0.0,0.9999975610540572,-0.0006588269957234444,1.0,0.0,0.0,0.0,5.570890075634605e-09,1.645931792894134e-08,-0.0001000008779930332,3.295746641470908e-08,-9.999987799181317e-05,3.295779598937323e-08,9.999975610540573e-05,-6.588269957234444e-08,5.570890075634605e-09,1.645931792894134e-08,9.999987799303323e-05,-3.295746641470908e-08,0.0001000007561029668,-6.588335839934015e-08
1,3414.548873833574,0.0,-0.9999975252260854,0.0006849401695843901,2.000005052872851,-0.001369210449915522,1.237380770402474e-06,0.0003424683724503329,0.0,0.0,0.9999975264487933,-0.0006846018019487511,1.0,0.0,0.0,0.0,5.571754620181668e-09,1.7103243774373e-08,-0.000100000876261923,3.424683724503328e-08,-9.999987626068558e-05,3.424717971340573e-08,9.999975264487933e-05,-6.846018019487511e-08,5.571754620181668e-09,1.7103243774373e-08,9.999987626192297e-05,-3.424683724503328e-08,0.0001000007526424058,-6.846086479667705e-08
1,3548.133892335725,0.0,-0.9999974878417038,0.000711736580429516,2.000004978140673,-0.001422777064020882,1.256072867716895e-06,0.0003558665108822036,0.0,0.0,0.9999974890828912,-0.0007113849750855656,1.0,0.0,0.0,0.0,5.572688109578561e-09,1.777236141021051e-08,-0.0001000008743927132,3.558665108822037e-08,-9.999987439145716e-05,3.558700695473124e-08,9.999974890828913e-05,-7.113849750855656e-08,5.572688109578561e-09,1.777236141021051e-08,9.999987439271324e-05,-3.558665108822037e-08,0.0001000007489057782,-7.113920889353164e-08
