case,frequency_real,frequency_imag,v(base)_real,v(base)_imag,v(em)_real,v(em)_imag,v(x)_real,v(x)_imag,v(bias)_real,v(bias)_imag,v(out)_real,v(out)_imag,v(vcc)_real,v(vcc)_imag,i(vcc)_real,i(vcc)_imag,i(vb)_real,i(vb)_imag,ic(q2)_real,ic(q2)_imag,ib(q2)_real,ib(q2)_imag,i(re)_real,i(re)_imag,i(vin)_real,i(vin)_imag,ic(q1)_real,ic(q1)_imag,ib(q1)_real,ib(q1)_imag,i(rc)_real,i(rc)_imag
1,35481.33892335714,0.0,1.0,0.0,0.9731494826039322,4.217984468155653e-06,-0.02681543223572754,2.892345641888313e-05,0.0,0.0,-0.9607105830823592,0.001412881322294184,0.0,0.0,-0.0009607105830823592,1.412881322294184e-06,-5.978721463650326e-06,-5.311305683843565e-07,0.0009607105830823591,-1.412881322294184e-06,5.97872146365034e-06,5.311305683843566e-07,0.0009731494826039322,4.217984468155653e-09,-6.460178057923951e-06,-8.859687383779836e-07,0.0009666893045460088,-8.81750753909827e-07,6.460178057924107e-06,8.859687383779827e-07,0.0009607105830823592,-1.412881322294184e-06
1,36869.45064519533,0.0,1.0,0.0,0.9731494826569977,4.383001729390328e-06,-0.02681543175044153,3.00550085626595e-05,0.0,0.0,-0.9607105215070768,0.00146815646577796,0.0,0.0,-0.0009607105215070768,1.468156465777961e-06,-5.978779476645264e-06,-5.519095916399852e-07,0.0009607105215070768,-1.468156465777961e-06,5.978779476645247e-06,5.519095916399853e-07,0.0009731494826569978,4.383001729390329e-09,-6.460181673278298e-06,-9.206298758673652e-07,0.0009666893009837207,-9.162468741379752e-07,6.460181673278434e-06,9.206298758673657e-07,0.0009607105215070768,-1.468156465777961e-06
1,38311.86849557243,0.0,1.0,0.0,0.9731494827142968,4.554474844995458e-06,-0.02681543122644159,3.123082962025084e-05,0.0,0.0,-0.960710455019613,0.00152559409669452,0.0,0.0,-0.0009607104550196131,1.52559409669452e-06,-5.97884211763418e-06,-5.735015347138396e-07,0.0009607104550196131,-1.52559409669452e-06,5.978842117634105e-06,5.735015347138393e-07,0.0009731494827142968,4.554474844995458e-09,-6.46018557704806e-06,-9.566470368256744e-07,0.0009666892971372436,-9.520925619806806e-07,6.460185577048102e-06,9.566470368256748e-07,0.0009607104550196131,-1.52559409669452e-06
1,39810.71705534926,0.0,1.0,0.0,0.9731494827761664,4.732656382737669e-06,-0.02681543066063984,3.245265149197272e-05,0.0,0.0,-0.9607103832281163,0.00158527881610413,0.0,0.0,-0.0009607103832281164,1.58527881610413e-06,-5.978909755815819e-06,-5.959382004819471e-07,0.0009607103832281162,-1.58527881610413e-06,5.978909755815945e-06,5.959382004819471e-07,0.0009731494827761665,4.732656382737669e-09,-6.460189792241794e-06,-9.940732720049212e-07,0.0009666892929839304,-9.893406156221826e-07,6.460189792241943e-06,9.940732720049216e-07,0.0009607103832281164,-1.58527881610413e-06
1,41368.20402388459,0.0,1.0,0.0,0.9731494828429722,4.917808791400779e-06,-0.02681543004970079,3.372227383387793e-05,0.0,0.0,-0.9607103057094308,0.001647298534802931,0.0,0.0,-0.0009607103057094309,1.647298534802932e-06,-5.978982789841475e-06,-6.192526359708255e-07,0.0009607103057094306,-1.647298534802931e-06,5.978982789841603e-06,6.192526359708253e-07,0.0009731494828429722,4.917808791400778e-09,-6.460194343703127e-06,-1.032963707623507e-06,0.0009666892884992678,-1.028045898832105e-06,6.460194343703147e-06,1.032963707623505e-06,0.0009607103057094309,-1.647298534802932e-06
1,42986.62347082227,0.0,1.0,0.0,0.9731494829151072,5.110204787351812e-06,-0.02681542939002407,3.504156670849377e-05,0.0,0.0,-0.9607102220066857,0.001711744602801078,0.0,0.0,-0.0009607102220066856,1.711744602801078e-06,-5.979061650165112e-06,-6.434791810253151e-07,0.0009607102220066853,-1.711744602801077e-06,5.979061650165148e-06,6.434791810253151e-07,0.0009731494829151072,5.110204787351812e-09,-6.46019925825806e-06,-1.073375626563114e-06,0.0009666892836568499,-1.068265421775762e-06,6.46019925825813e-06,1.073375626563113e-06,0.0009607102220066856,-1.711744602801078e-06
1,44668.35921509578,0.0,1.0,0.0,0.9731494829929968,5.310127756230547e-06,-0.02681542867772165,3.641247333925906e-05,0.0,0.0,-0.9607101316265484,0.001778711943865497,0.0,0.0,-0.0009607101316265485,1.778711943865497e-06,-5.979146801580063e-06,-6.686535188795584e-07,0.0009607101316265481,-1.778711943865497e-06,5.979146801580039e-06,6.686535188795584e-07,0.0009731494829929968,5.310127756230547e-09,-6.460204564872372e-06,-1.115368552742167e-06,0.000966689278428126,-1.110058424985938e-06,6.460204564872436e-06,1.115368552742169e-06,0.0009607101316265485,-1.778711943865497e-06
1,46415.88833612725,0.0,1.0,0.0,0.9731494830770998,5.517872170353504e-06,-0.02681542790859537,3.783701297271786e-05,0.0,0.0,-0.9607100340363317,0.001848299195325432,0.0,0.0,-0.0009607100340363317,1.848299195325432e-06,-5.979238745958536e-06,-6.948127287056185e-07,0.0009607100340363315,-1.848299195325432e-06,5.979238745958473e-06,6.948127287056184e-07,0.0009731494830770998,5.517872170353504e-09,-6.460210294822663e-06,-1.159004338790168e-06,0.0009666892727822862,-1.153486466619814e-06,6.460210294822696e-06,1.159004338790169e-06,0.0009607100340363317,-1.848299195325432e-06
1,48231.7848223925,0.0,1.0,0.0,0.9731494831679127,5.733744022447641e-06,-0.02681542707811127,3.931728385268503e-05,0.0,0.0,-0.960709928660821,0.001920608853346486,0.0,0.0,-0.0009607099286608211,1.920608853346486e-06,-5.979338025209369e-06,-7.219953402169271e-07,0.0009607099286608209,-1.920608853346486e-06,5.979338025209418e-06,7.219953402169273e-07,0.0009731494831679128,5.733744022447642e-09,-6.460216481880511e-06,-1.204347257152005e-06,0.0009666892666860299,-1.198613513129559e-06,6.460216481880506e-06,1.204347257152006e-06,0.0009607099286608211,-1.920608853346486e-06
1,50118.72336272663,0.0,1.0,0.0,0.9731494832659698,5.95806127635219e-06,-0.02681542618137572,4.085546631076487e-05,0.0,0.0,-0.960709814878988,0.001995747423887119,0.0,0.0,-0.000960709814878988,1.995747423887119e-06,-5.979445224472601e-06,-7.5024139040697e-07,0.0009607098148789878,-1.995747423887118e-06,5.979445224472664e-06,7.502413904069699e-07,0.0009731494832659699,5.95806127635219e-09,-6.460223162511943e-06,-1.251464094756501e-06,0.0009666892601034586,-1.245506033480149e-06,6.460223162512032e-06,1.2514640947565e-06,0.000960709814878988,-1.995747423887119e-06
1,52079.48328595401,0.0,1.0,0.0,0.9731494833718495,6.191154335352748e-06,-0.02681542521310292,4.245382597777168e-05,0.0,0.0,-0.9607096920201962,0.002073825579559486,0.0,0.0,-0.0009607096920201962,2.073825579559486e-06,-5.979560975567369e-06,-7.795924825063313e-07,0.000960709692020196,-2.073825579559486e-06,5.979560975567463e-06,7.795924825063313e-07,0.0009731494833718495,6.191154335352748e-09,-6.460230376091742e-06,-1.300424251388508e-06,0.0009666892529957618,-1.294233097053155e-06,6.4602303760917e-06,1.300424251388508e-06,0.0009607096920201962,-2.073825579559486e-06
1,54116.95265464572,0.0,1.0,0.0,0.9731494834861759,6.433366528837339e-06,-0.02681542416758577,4.411471712078514e-05,0.0,0.0,-0.9607095593603239,0.002154958322625823,0.0,0.0,-0.0009607095593603239,2.154958322625823e-06,-5.979685960716198e-06,-8.100918472450728e-07,0.0009607095593603237,-2.154958322625823e-06,5.979685960716104e-06,8.100918472450732e-07,0.000973149483486176,6.433366528837339e-09,-6.460238165135919e-06,-1.351299841909586e-06,0.0009666892453210388,-1.34486647538075e-06,6.460238165135958e-06,1.351299841909587e-06,0.0009607095593603239,-2.154958322625823e-06
1,56234.13251903423,0.0,1.0,0.0,0.9731494836096225,6.685054617990872e-06,-0.02681542303866264,4.584058611075237e-05,0.0,0.0,-0.9607094161175095,0.002239265154369996,0.0,0.0,-0.0009607094161175095,2.239265154369996e-06,-5.979820916566009e-06,-8.417844065102753e-07,0.0009607094161175094,-2.239265154369996e-06,5.979820916565985e-06,8.417844065102756e-07,0.0009731494836096225,6.685054617990872e-09,-6.460246575552302e-06,-1.404165802477711e-06,0.0009666892370340732,-1.39748074785972e-06,6.460246575552418e-06,1.404165802477712e-06,0.0009607094161175095,-2.239265154369996e-06
1,58434.14133735106,0.0,1.0,0.0,0.9731494837429171,6.946589321273198e-06,-0.02681542181967934,4.763397502574402e-05,0.0,0.0,-0.9607092614474814,0.002326870251093458,0.0,0.0,-0.0009607092614474814,2.326870251093458e-06,-5.979966638529384e-06,-8.74716839492232e-07,0.0009607092614474814,-2.326870251093458e-06,5.979966638529561e-06,8.747168394922319e-07,0.0009731494837429171,6.946589321273198e-09,-6.460255656910907e-06,-1.459100000922499e-06,0.0009666892280860121,-1.452153411601226e-06,6.460255656910914e-06,1.459100000922499e-06,0.0009607092614474814,-2.326870251093458e-06
1,60720.21956909812,0.0,1.0,0.0,0.9731494838868454,7.218355860454292e-06,-0.02681542050345144,4.949752539517119e-05,0.0,0.0,-0.9607090944386387,0.002417902646994702,0.0,0.0,-0.0009607090944386388,2.417902646994702e-06,-5.980123985472945e-06,-9.089376514166186e-07,0.0009607090944386387,-2.417902646994702e-06,5.980123985472978e-06,9.089376514166189e-07,0.0009731494838868454,7.218355860454292e-09,-6.460265462736172e-06,-1.51618335143854e-06,0.0009666892184241137,-1.508964995578084e-06,6.460265462736336e-06,1.516183351438541e-06,0.0009607090944386388,-2.417902646994702e-06
1,63095.73444801856,0.0,1.0,0.0,0.9731494840422558,7.500754528011488e-06,-0.02681541908222125,5.143398209047702e-05,0.0,0.0,-0.9607089141066532,0.002512496424201133,0.0,0.0,-0.0009607089141066532,2.512496424201133e-06,-5.980293884779212e-06,-9.444972449634058e-07,0.0009607089141066531,-2.512496424201133e-06,5.98029388477919e-06,9.444972449634055e-07,0.0009731494840422558,7.500754528011489e-09,-6.460276050822578e-06,-1.575499933765737e-06,0.0009666892079914312,-1.567999179237728e-06,6.460276050822516e-06,1.575499933765736e-06,0.0009607089141066532,-2.512496424201133e-06
1,65564.18494179708,0.0,1.0,0.0,0.9731494842100639,7.794201276722623e-06,-0.02681541754761226,5.344619736803053e-05,0.0,0.0,-0.9607087193886736,0.002610790910232923,0.0,0.0,-0.0009607087193886736,2.610790910232923e-06,-5.980477337812437e-06,-9.814479944774533e-07,0.0009607087193886736,-2.610790910232923e-06,5.980477337812445e-06,9.814479944774535e-07,0.0009731494842100638,7.794201276722623e-09,-6.460287483575132e-06,-1.637137117032193e-06,0.0009666891967264848,-1.62934291575547e-06,6.460287483575264e-06,1.637137117032192e-06,0.0009607087193886736,-2.610790910232923e-06
1,68129.20690579529,0.0,1.0,0.0,0.9731494843912588,8.099128332326411e-06,-0.02681541589057967,5.553713507017976e-05,0.0,0.0,-0.9607085091370581,0.002712930883189403,0.0,0.0,-0.0009607085091370581,2.712930883189403e-06,-5.980675425820436e-06,-1.01984432307968e-06,0.0009607085091370579,-2.712930883189403e-06,5.980675425820356e-06,1.01984432307968e-06,0.0009731494843912589,8.099128332326412e-09,-6.460299828377161e-06,-1.701185688442049e-06,0.0009666891845628782,-1.693086560109723e-06,6.460299828377203e-06,1.701185688442048e-06,0.0009607085091370581,-2.712930883189403e-06
1,70794.57843841292,0.0,1.0,0.0,0.9731494845869086,8.41598483014865e-06,-0.02681541410135713,5.77098749906462e-05,0.0,0.0,-0.9607082821126112,0.00281906678495964,0.0,0.0,-0.0009607082821126112,2.81906678495964e-06,-5.980889316307258e-06,-1.059742782791964e-06,0.0009607082821126113,-2.81906678495964e-06,5.980889316307275e-06,1.059742782791964e-06,0.0009731494845869087,8.41598483014865e-09,-6.460313157987542e-06,-1.767739986997823e-06,0.0009666891714289171,-1.759324002167676e-06,6.460313157987622e-06,1.767739986997824e-06,0.0009607082821126112,-2.81906678495964e-06
1,73564.22544596322,0.0,1.0,0.0,0.9731494847981663,8.745237476635141e-06,-0.02681541216939932,5.996761741069234e-05,0.0,0.0,-0.9607080369772887,0.002929354942770875,0.0,0.0,-0.0009607080369772887,2.929354942770875e-06,-5.98112026991424e-06,-1.101202137793317e-06,0.0009607080369772885,-2.929354942770875e-06,5.981120269914209e-06,1.101202137793317e-06,0.0009731494847981663,8.745237476635142e-09,-6.460327550969442e-06,-1.836898042454192e-06,0.0009666891572471976,-1.828152804977558e-06,6.460327550969545e-06,1.836898042454193e-06,0.0009607080369772887,-2.929354942770875e-06
1,76442.22742525907,0.0,1.0,0.0,0.9731494850262772,9.087371236763206e-06,-0.02681541008331902,6.231368781273885e-05,0.0,0.0,-0.9607077722862775,0.003043957799400448,0.0,0.0,-0.0009607077722862775,3.043957799400448e-06,-5.981369647849771e-06,-1.144283450929354e-06,0.0009607077722862775,-3.043957799400448e-06,5.981369647849719e-06,1.144283450929354e-06,0.0009731494850262773,9.087371236763207e-09,-6.460343092153499e-06,-1.908761719707857e-06,0.0009666891419341271,-1.899674348471093e-06,6.460343092153662e-06,1.908761719707857e-06,0.0009607077722862775,-3.043957799400448e-06
1,79432.82347242715,0.0,1.0,0.0,0.9731494852725857,9.4428900483456e-06,-0.02681540783082148,6.475154177837454e-05,0.0,0.0,-0.9607074864795401,0.003163044152389879,0.0,0.0,-0.0009607074864795401,3.163044152389879e-06,-5.981638919912288e-06,-1.189050173602033e-06,0.00096070748647954,-3.163044152389878e-06,5.981638919912158e-06,1.189050173602033e-06,0.0009731494852725858,9.4428900483456e-09,-6.460359873137602e-06,-1.983436868836189e-06,0.0009666891253994508,-1.973993978787845e-06,6.460359873137599e-06,1.983436868836189e-06,0.0009607074864795401,-3.163044152389879e-06
1,82540.4185268008,0.0,1.0,0.0,0.9731494855385435,9.81231756427746e-06,-0.02681540539863062,6.72847700779681e-05,0.0,0.0,-0.9607071778725665,0.00328678940261247,0.0,0.0,-0.0009607071778725666,3.28678940261247e-06,-5.981929673152607e-06,-1.235568239171137e-06,0.0009607071778725665,-3.28678940261247e-06,5.981929673152544e-06,1.235568239171137e-06,0.0009731494855385436,9.81231756427746e-09,-6.460377992826972e-06,-2.061033481005608e-06,0.0009666891075457193,-2.051221163441334e-06,6.46037799282705e-06,2.061033481005611e-06,0.0009607071778725666,-3.28678940261247e-06
1,85769.58985908833,0.0,1.0,0.0,0.9731494858257183,1.019619792382109e-05,-0.02681540277241153,6.991710395937837e-05,0.0,0.0,-0.9607068446464782,0.003415375812560053,0.0,0.0,-0.0009607068446464782,3.415375812560053e-06,-5.9822436212278e-06,-1.28390616000454e-06,0.0009607068446464781,-3.415375812560052e-06,5.982243621227871e-06,1.28390616000454e-06,0.0009731494858257183,1.019619792382109e-08,-6.46039755801692e-06,-2.141665850479335e-06,0.0009666890882677001,-2.131469652555512e-06,6.460397558016905e-06,2.141665850479332e-06,0.0009607068446464782,-3.415375812560053e-06
1,89125.09381337342,0.0,1.0,0.0,0.9731494861358022,1.059509655406205e-05,-0.0268153999366854,7.265242064354682e-05,0.0,0.0,-0.9607064848372819,0.003548992774728177,0.0,0.0,-0.000960706484837282,3.548992774728177e-06,-5.982582614500895e-06,-1.334135128319168e-06,0.0009607064848372818,-3.548992774728177e-06,5.982582614500885e-06,1.334135128319168e-06,0.0009731494861358023,1.059509655406205e-08,-6.460418684022483e-06,-2.225452742963073e-06,0.000966689067451781,-2.214857646409009e-06,6.460418684022472e-06,2.225452742963073e-06,0.000960706484837282,-3.548992774728177e-06
1,92611.87281287817,0.0,1.0,0.0,0.9731494864706233,1.100960100271889e-05,-0.02681539687473884,7.549474903506606e-05,0.0,0.0,-0.9607060963243181,0.0036878370904943,0.0,0.0,-0.0009607060963243182,3.6878370904943e-06,-5.98294865094655e-06,-1.38632912096035e-06,0.000960706096324318,-3.687837090494299e-06,5.982948650946505e-06,1.386329120960351e-06,0.0009731494864706233,1.100960100271889e-08,-6.46044149535777e-06,-2.312517570536669e-06,0.0009666890449752653,-2.301507969533949e-06,6.460441495357975e-06,2.31251757053667e-06,0.0009607060963243182,-3.6878370904943e-06
1,96235.06263980764,0.0,1.0,0.0,0.9731494868321546,1.144032180353162e-05,-0.02681539356852537,7.844827565612944e-05,0.0,0.0,-0.9607056768177609,0.003832113259898444,0.0,0.0,-0.0009607056768177609,3.832113259898444e-06,-5.983343887926563e-06,-1.440565008272719e-06,0.0009607056768177606,-3.832113259898444e-06,5.983343887926585e-06,1.440565008272719e-06,0.0009731494868321546,1.144032180353162e-08,-6.46046612647022e-06,-2.402988573429259e-06,0.0009666890207056861,-2.391548251625725e-06,6.460466126470446e-06,2.402988573429256e-06,0.0009607056768177609,-3.832113259898444e-06
1,99999.9999999987,0.0,1.0,0.0,0.9731494872225273,1.188789337550306e-05,-0.0268153899985583,8.15173508125975e-05,0.0,0.0,-0.9607052238450947,0.003982033782751949,0.0,0.0,-0.0009607052238450948,3.982033782751949e-06,-5.983770654904538e-06,-1.496922667221786e-06,0.0009607052238450945,-3.982033782751949e-06,5.983770654904462e-06,1.496922667221786e-06,0.0009731494872225273,1.188789337550306e-08,-6.460492722532624e-06,-2.496999008905664e-06,0.0009666889944999966,-2.485111115530163e-06,6.460492722532712e-06,2.496999008905668e-06,0.0009607052238450948,-3.982033782751949e-06
1,103912.2303835156,0.0,1.0,0.0,0.973149487644042,1.235297495731908e-05,-0.02681538614379654,8.470649500126127e-05,0.0,0.0,-0.9607047347365666,0.004137819471516563,0.0,0.0,-0.0009607047347365666,4.137819471516563e-06,-5.98423146717518e-06,-1.555485098931567e-06,0.0009607047347365666,-4.137819471516563e-06,5.984231467175399e-06,1.555485098931567e-06,0.000973149487644042,1.235297495731908e-08,-6.460521440299027e-06,-2.594687347542314e-06,0.0009666889662037427,-2.582334372584996e-06,6.460521440299159e-06,2.594687347542313e-06,0.0009607047347365666,-4.137819471516563e-06
1,107977.5162327696,0.0,1.0,0.0,0.973149488099183,1.283625157832001e-05,-0.02681538198152096,8.802040556772914e-05,0.0,0.0,-0.9607042066094649,0.004299699776412964,0.0,0.0,-0.0009607042066094649,4.299699776412964e-06,-5.9847290406887e-06,-1.616338550809748e-06,0.0009607042066094648,-4.299699776412963e-06,5.984729040688715e-06,1.616338550809748e-06,0.000973149488099183,1.283625157832001e-08,-6.460552449028559e-06,-2.696197477181538e-06,0.0009666889356501545,-2.683361225603214e-06,6.460552449028705e-06,2.696197477181538e-06,0.0009607042066094649,-4.299699776412964e-06
1,112201.8454301949,0.0,1.0,0.0,0.973149488590633,1.333843506745768e-05,-0.02681537748719958,9.146396362474269e-05,0.0,0.0,-0.9607036363510961,0.004467913123235905,0.0,0.0,-0.0009607036363510961,4.467913123235906e-06,-5.985266308057495e-06,-1.679572643438508e-06,0.0009607036363510961,-4.467913123235906e-06,5.985266308057547e-06,1.679572643438509e-06,0.000973149488590633,1.333843506745768e-08,-6.460585931482894e-06,-2.801678914864853e-06,0.0009666889026591495,-2.788340479797397e-06,6.460585931482819e-06,2.801678914864851e-06,0.0009607036363510961,-4.467913123235906e-06
1,116591.4401179817,0.0,1.0,0.0,0.9731494891212884,1.386026510171757e-05,-0.02681537263434313,9.50422412410987e-05,0.0,0.0,-0.9607030206004462,0.004642707264371536,0.0,0.0,-0.0009607030206004462,4.642707264371536e-06,-5.985846435839928e-06,-1.745280502416089e-06,0.0009607030206004461,-4.642707264371535e-06,5.985846435839948e-06,1.745280502416089e-06,0.0009731494891212884,1.386026510171757e-08,-6.460622085003641e-06,-2.911287027057162e-06,0.0009666888670362858,-2.897426761955446e-06,6.460622085003751e-06,2.911287027057162e-06,0.0009607030206004462,-4.642707264371536e-06
1,121152.7658628573,0.0,1.0,0.0,0.973149489694277,1.440251029555637e-05,-0.02681536739434988,9.876050891176471e-05,0.0,0.0,-0.9607023557284052,0.004824339643531869,0.0,0.0,-0.0009607023557284053,4.824339643531869e-06,-5.986472843203036e-06,-1.813558895341131e-06,0.0009607023557284051,-4.824339643531868e-06,5.986472843202994e-06,1.813558895341131e-06,0.000973149489694277,1.440251029555637e-08,-6.460661122675141e-06,-3.025183258486298e-06,0.0009666888285716032,-3.010780748190737e-06,6.460661122675284e-06,3.025183258486299e-06,0.0009607023557284053,-4.824339643531869e-06
1,125892.5411794151,0.0,1.0,0.0,0.9731494903129758,1.49659693329543e-05,-0.02681536173633538,0.0001026242433201762,0.0,0.0,-0.9607016378163197,0.005013077774740836,0.0,0.0,-0.0009607016378163197,5.013077774740836e-06,-5.987149222073336e-06,-1.884508374138907e-06,0.0009607016378163196,-5.013077774740836e-06,5.987149222073224e-06,1.884508374138907e-06,0.0009731494903129759,1.49659693329543e-08,-6.460703274580679e-06,-3.14353536993488e-06,0.0009666887870383934,-3.128569400601929e-06,6.460703274580515e-06,3.143535369934878e-06,0.0009607016378163197,-5.013077774740836e-06
1,130817.7474260177,0.0,1.0,0.0,0.9731494909810314,1.555147214374756e-05,-0.02681535562695265,0.0001066391354041397,0.0,0.0,-0.9607008626329742,0.005209199636127669,0.0,0.0,-0.0009607008626329742,5.209199636127669e-06,-5.987879558895948e-06,-1.958233422936764e-06,0.000960700862632974,-5.209199636127669e-06,5.987879558895927e-06,1.958233422936764e-06,0.0009731494909810314,1.555147214374756e-08,-6.46074878915837e-06,-3.266517685334653e-06,0.000966688742191869,-3.250966213190905e-06,6.46074878915819e-06,3.266517685334651e-06,0.0009607008626329742,-5.209199636127669e-06
1,135935.6390878508,0.0,1.0,0.0,0.9731494917023811,1.615988112598017e-05,-0.02681534903019376,0.0001108110987372151,0.0,0.0,-0.9607000256095914,0.005412994079104286,0.0,0.0,-0.0009607000256095915,5.412994079104286e-06,-5.9886681581285e-06,-2.034842611703022e-06,0.0009607000256095914,-5.412994079104285e-06,5.988668158128608e-06,2.034842611703022e-06,0.000973149491702381,1.615988112598018e-08,-6.46079793466547e-06,-3.394311348527243e-06,0.0009666886937677152,-3.378151467401263e-06,6.460797934665623e-06,3.394311348527243e-06,0.0009607000256095915,-5.412994079104286e-06
1,141253.7544622736,0.0,1.0,0.0,0.9731494924812765,1.679209241606441e-05,-0.0268153419071778,0.0001151462782379017,0.0,0.0,-0.9606991218129093,0.005624761253525859,0.0,0.0,-0.0009606991218129093,5.624761253525859e-06,-5.989519667609554e-06,-2.114448755872566e-06,0.0009606991218129091,-5.624761253525858e-06,5.98951966760959e-06,2.114448755872565e-06,0.0009731494924812764,1.679209241606441e-08,-6.460851000759337e-06,-3.52710459006936e-06,0.0009666886414805208,-3.510312497653293e-06,6.46085100075946e-06,3.527104590069362e-06,0.0009606991218129093,-5.624761253525859e-06
1,146779.926762205,0.0,1.0,0.0,0.9731494933223086,1.744903720862794e-05,-0.02681533421592302,0.0001196510592194497,0.0,0.0,-0.9606981459161541,0.005844813049457167,0.0,0.0,-0.0009606981459161541,5.844813049457168e-06,-5.990439105950897e-06,-2.197169082190383e-06,0.0009606981459161538,-5.844813049457165e-06,5.990439105950807e-06,2.197169082190383e-06,0.0009731494933223087,1.744903720862794e-08,-6.460908300204704e-06,-3.665093004475408e-06,0.0009666885850221011,-3.647643967266783e-06,6.460908300204597e-06,3.665093004475409e-06,0.0009606981459161541,-5.844813049457168e-06
1,152522.2956538998,0.0,1.0,0.0,0.973149494230434,1.813168312798507e-05,-0.0268153259110982,0.000124332076793604,0.0,0.0,-0.960697092167605,0.006073473556190472,0.0,0.0,-0.0009606970921676051,6.073473556190472e-06,-5.99143189211425e-06,-2.283125401012713e-06,0.000960697092167605,-6.073473556190471e-06,5.991431892114199e-06,2.283125401012713e-06,0.000973149494230434,1.813168312798507e-08,-6.46097017071718e-06,-3.808479838305742e-06,0.0009666885240597145,-3.790348155177758e-06,6.460970170717216e-06,3.808479838305741e-06,0.0009606970921676051,-6.073473556190472e-06
1,158489.3192461092,0.0,1.0,0.0,0.973149495211005,1.884103565325399e-05,-0.02681531694375573,0.0001291962256421174,0.0,0.0,-0.9606959543567059,0.006311079539186499,0.0,0.0,-0.0009606959543567059,6.311079539186499e-06,-5.992503877347564e-06,-2.372444285315026e-06,0.0009606959543567056,-6.311079539186499e-06,5.992503877347527e-06,2.372444285315027e-06,0.000973149495211005,1.884103565325399e-08,-6.461036976953458e-06,-3.957476289524725e-06,0.000966688458234052,-3.938635253871473e-06,6.461036976953649e-06,3.957476289524724e-06,0.0009606959543567059,-6.311079539186499e-06
1,164689.7865482846,0.0,1.0,0.0,0.9731494962698013,1.95781395992149e-05,-0.02681530726104353,0.0001342506701704037,0.0,0.0,-0.9606947257774768,0.006557980935635263,0.0,0.0,-0.0009606947257774769,6.557980935635263e-06,-5.993661379668772e-06,-2.465257256664981e-06,0.0009606947257774767,-6.557980935635263e-06,5.993661379668732e-06,2.465257256664982e-06,0.0009731494962698013,1.95781395992149e-08,-6.461109112660642e-06,-4.112301818569491e-06,0.0009666883871571415,-4.092723678970282e-06,6.461109112660887e-06,4.112301818569493e-06,0.0009606947257774769,-6.557980935635263e-06
1,171132.8304161757,0.0,1.0,0.0,0.9731494974130631,2.03440806550903e-05,-0.02681529680589283,0.000139502855058262,0.0,0.0,-0.9606933991889695,0.00681454136936036,0.0,0.0,-0.0009606933991889695,6.81454136936036e-06,-5.994911221099896e-06,-2.561700978428062e-06,0.0009606933991889692,-6.814541369360358e-06,5.994911221099929e-06,2.561700978428062e-06,0.0009731494974130631,2.03440806550903e-08,-6.461187002996848e-06,-4.273184471587386e-06,0.0009666883104100678,-4.252840390932296e-06,6.461187002996887e-06,4.27318447158739e-06,0.0009606933991889695,-6.81454136936036e-06
1,177827.9410038899,0.0,1.0,0.0,0.9731494986475288,2.113998698351145e-05,-0.02681528551668278,0.0001449605162231922,0.0,0.0,-0.9606919667726261,0.007081138685818375,0.0,0.0,-0.0009606919667726262,7.081138685818376e-06,-5.9962607678715e-06,-2.661917456483863e-06,0.0009606919667726261,-7.081138685818375e-06,5.996260767871572e-06,2.661917456483862e-06,0.0009731494986475287,2.113998698351145e-08,-6.461271107037179e-06,-4.440361216318019e-06,0.0009666882275404925,-4.419221229334512e-06,6.461271107037242e-06,4.44036121631802e-06,0.0009606919667726262,-7.081138685818376e-06
1,184784.9797422266,0.0,1.0,0.0,0.9731494999804741,2.196703088202111e-05,-0.026815273326876,0.0001506316922124113,0.0,0.0,-0.960690420086159,0.007358165507973096,0.0,0.0,-0.000960690420086159,7.358165507973096e-06,-5.997717973833494e-06,-2.766054247740624e-06,0.0009606904200861588,-7.358165507973095e-06,5.997717973833371e-06,2.766054247740624e-06,0.0009731494999804741,2.196703088202112e-08,-6.461361920479153e-06,-4.614078291114491e-06,0.0009666881380599914,-4.59211126023247e-06,6.461361920479078e-06,4.614078291114487e-06,0.000960690420086159,-7.358165507973096e-06
1,192014.1938638775,0.0,1.0,0.0,0.9731495014197548,2.282643050956288e-05,-0.0268152601646285,0.0001565247360403312,0.0,0.0,-0.9606887500138711,0.007646029813855185,0.0,0.0,-0.0009606887500138711,7.646029813855185e-06,-5.999291427329267e-06,-2.874264676747052e-06,0.000960688750013871,-7.646029813855184e-06,5.999291427329231e-06,2.874264676747052e-06,0.0009731495014197548,2.282643050956288e-08,-6.46145997856453e-06,-4.7945915676177e-06,0.0009666880414411968,-4.771765137108133e-06,6.461459978564601e-06,4.794591567617702e-06,0.0009606887500138711,-7.646029813855185e-06
1,199526.2314968852,0.0,1.0,0.0,0.9731495029738546,2.371945168049102e-05,-0.02681524595236283,0.0001626483274888809,0.0,0.0,-0.9606869467128123,0.007945155536647035,0.0,0.0,-0.0009606869467128123,7.945155536647034e-06,-6.000990401807311e-06,-2.986708060709909e-06,0.0009606869467128123,-7.945155536647034e-06,6.00099040180737e-06,2.986708060709909e-06,0.0009731495029738546,2.371945168049102e-08,-6.46156585923343e-06,-4.982166927617615e-06,0.0009666879371146205,-4.958447475937124e-06,6.461565859233525e-06,4.982166927617614e-06,0.0009606869467128123,-7.945155536647034e-06
