case,frequency_real,frequency_imag,v(out)_real,v(out)_imag,v(sum)_real,v(sum)_imag,v(vn)_real,v(vn)_imag,v(in)_real,v(in)_imag,v(vp)_real,v(vp)_imag,i(vp)_real,i(vp)_imag,i(vin)_real,i(vin)_imag,i(cf)_real,i(cf)_imag,i(rf)_real,i(rf)_imag,i(vn)_real,i(vn)_imag,i(ri)_real,i(ri)_imag
1,215.4434690031867,0.0,-0.5424850878888585,7.346060069828399,0.0001591243021750683,4.370644553099506e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.998932102932573e-05,3.658455512796457e-08,-9.99840875697825e-05,4.370644553099507e-10,-9.944144319846717e-05,-7.345618630357892e-06,-5.426442121910335e-07,7.346055699183845e-06,4.998932102932573e-05,3.658455512796457e-08,9.99840875697825e-05,-4.370644553099507e-10
1,223.8721138568323,0.0,-0.5025953907621339,7.072321177525683,0.000159147937928238,4.209147381264023e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.998951969126473e-05,3.522122326641448e-08,-9.998408520620719e-05,4.209147381264024e-10,-9.948133050835918e-05,-7.071896049431028e-06,-5.027545387000622e-07,7.072316968378302e-06,4.998951969126473e-05,3.522122326641448e-08,9.998408520620719e-05,-4.209147381264024e-10
1,232.6305067153608,0.0,-0.4656242430218016,6.808581960333001,0.0001591698443645774,4.053602692457884e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.998970381799997e-05,3.390769129427746e-08,-9.998408301556355e-05,4.053602692457885e-10,-9.951829944352753e-05,-6.808172542407458e-06,-4.657834128661661e-07,6.808577906730308e-06,4.998970381799997e-05,3.390769129427746e-08,9.998408301556355e-05,-4.053602692457885e-10
1,241.7315480804085,0.0,-0.4313600542536211,6.554498920702246,0.0001591901468573153,3.903808027282038e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.998987446332398e-05,3.264224813572673e-08,-9.998408098531428e-05,3.903808027282039e-10,-9.955256158172364e-05,-6.554104632187683e-06,-4.315192444004784e-07,6.554495016894218e-06,4.998987446332398e-05,3.264224813572673e-08,9.998408098531428e-05,-3.903808027282039e-10
1,251.1886431509561,0.0,-0.3996062979087663,6.309737965385416,0.0001592089618539485,3.759566540584837e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999003260597472e-05,3.142323034350608e-08,-9.998407910381461e-05,3.759566540584837e-10,-9.958431343773502e-05,-6.30935824540525e-06,-3.997655068706203e-07,6.309734205818875e-06,4.999003260597472e-05,3.142323034350608e-08,9.998407910381461e-05,-3.759566540584837e-10
1,261.0157215682516,0.0,-0.3701804781522183,6.073974424885069,0.0001592263974884148,3.62068701462802e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999017915485717e-05,3.024902060012876e-08,-9.998407736025116e-05,3.62068701462802e-10,-9.961373749647507e-05,-6.073608731875905e-06,-3.703397045497067e-07,6.073970804198054e-06,4.999017915485717e-05,3.024902060012876e-08,9.998407736025116e-05,-3.62068701462802e-10
1,271.2272579332007,0.0,-0.3429131619207539,5.846893033305166,0.0001592425541546248,3.486983848852978e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999031495377556e-05,2.911804888361171e-08,-9.998407574458454e-05,3.486983848852978e-10,-9.964100318086709e-05,-5.846540844449448e-06,-3.430724044749085e-07,5.846889546321317e-06,4.999031495377556e-05,2.911804888361171e-08,9.998407574458454e-05,-3.486983848852978e-10
1,281.8382931264431,0.0,-0.3176470729079833,5.628187874019402,0.0001592575250433025,3.358277029459727e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999044078602004e-05,2.802879141276362e-08,-9.998407424749568e-05,3.358277029459727e-10,-9.966626775780511e-05,-5.627848684681149e-06,-3.178063304330266e-07,5.628184515742372e-06,4.999044078602004e-05,2.802879141276362e-08,9.998407424749567e-05,-3.358277029459727e-10
1,292.8644564625213,0.0,-0.294236244227533,5.417562295994547,0.0001592713966440567,3.234392081667475e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999055737854734e-05,2.697977081371838e-08,-9.99840728603356e-05,3.234392081667475e-10,-9.968967718544008e-05,-5.417235619159905e-06,-2.94395515624177e-07,5.417559061602466e-06,4.999055737854734e-05,2.697977081371838e-08,9.99840728603356e-05,-3.234392081667475e-10
1,304.3219887107697,0.0,-0.2725452265644013,5.214728805080448,0.0001592842492145739,3.115160007214265e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999066540592727e-05,2.596955517624549e-08,-9.998407157507854e-05,3.115160007214265e-10,-9.971136690498066e-05,-5.214414170804558e-06,-2.727045108136159e-07,5.21472568992044e-06,4.999066540592727e-05,2.596955517624549e-08,9.998407157507856e-05,-3.115160007214265e-10
1,316.2277660168354,0.0,-0.252448348703349,5.019408934102894,0.0001592961572187778,3.000417209371674e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999076549404463e-05,2.499675772068308e-08,-9.998407038427813e-05,3.000417209371674e-10,-9.973146258012145e-05,-5.01910588896433e-06,-2.526076448605678e-07,5.019405933685684e-06,4.999076549404463e-05,2.499675772068308e-08,9.998407038427813e-05,-3.000417209371674e-10
1,328.5993247600628,0.0,-0.2338290274172357,4.831333095165437,0.0001593071897357403,2.89000540749552e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999085822350794e-05,2.406003557669259e-08,-9.998406928102643e-05,2.890005407495521e-10,-9.975008078711226e-05,-4.831041201729275e-06,-2.339883346069714e-07,4.83133020516003e-06,4.999085822350794e-05,2.406003557669259e-08,9.998406928102643e-05,-2.890005407495521e-10
1,341.4548873833574,0.0,-0.2165791238037066,4.650240417179154,0.0001593174108410721,2.783771542904645e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999094413288988e-05,2.315808956121407e-08,-9.998406825891589e-05,2.783771542904645e-10,-9.976732965838395e-05,-4.649959253469547e-06,-2.167384412145476e-07,4.65023763340761e-06,4.999094413288988e-05,2.315808956121407e-08,9.998406825891589e-05,-2.783771542904645e-10
1,354.8133892335725,0.0,-0.2005983432722014,4.47587857129003,0.0001593268799624486,2.681567677672625e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.99910237216781e-05,2.228966290170966e-08,-9.998406731200376e-05,2.681567677672625e-10,-9.978330948252472e-05,-4.475607730273018e-06,-2.007576701521639e-07,4.475875889722353e-06,4.99910237216781e-05,2.228966290170966e-08,9.998406731200376e-05,-2.681567677672625e-10
1,368.6945064519545,0.0,-0.185793676502299,4.308003586560398,0.0001593356522108598,2.583250887732047e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999109745308888e-05,2.145354043125189e-08,-9.998406643477891e-05,2.583250887732047e-10,-9.979811326328874e-05,-4.307742675637486e-06,-1.859530121545098e-07,4.30800100330951e-06,4.999109745308888e-05,2.145354043125189e-08,9.998406643477893e-05,-2.583250887732047e-10
1,383.1186849557256,0.0,-0.1720788788166033,4.14637965797904,0.0001593437786890985,2.488683151523993e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999116575664326e-05,2.064854778361186e-08,-9.99840656221311e-05,2.488683151523993e-10,-9.981182724019201e-05,-4.146128298492053e-06,-1.722382225952924e-07,4.146377169295888e-06,4.999116575664326e-05,2.064854778361186e-08,9.99840656221311e-05,-2.488683151523993e-10
1,398.1071705534939,0.0,-0.1593739855349362,3.990778948622487,0.0001593513067789292,2.397731235276183e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999122903058867e-05,1.987355006099162e-08,-9.998406486932211e-05,2.397731235276184e-10,-9.982453137312906e-05,-3.990536775369994e-06,-1.595333368417151e-07,3.990776550891252e-06,4.999122903058867e-05,1.987355006099162e-08,9.998406486932211e-05,-2.397731235276184e-10
1,413.6820402388472,0.0,-0.1476048610000019,3.840981387564023,0.0001593582804083052,2.310266575859446e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.99912876441428e-05,1.912745125115697e-08,-9.998406417195918e-05,2.310266575859446e-10,-9.98362997933205e-05,-3.840748048329595e-06,-1.477642192804102e-07,3.840979077297447e-06,4.99912876441428e-05,1.912745125115697e-08,9.998406417195918e-05,-2.310266575859446e-10
1,429.8662347082241,0.0,-0.1367027790867432,3.696774464925107,0.0001593647402999318,2.226165162052722e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999134193957963e-05,1.84091928951698e-08,-9.998406352597002e-05,2.226165162052722e-10,-9.984720122277823e-05,-3.696549620017574e-06,-1.368621438270431e-07,3.696772238759945e-06,4.999134193957963e-05,1.84091928951698e-08,9.998406352597e-05,-2.226165162052722e-10
1,446.6835921509593,0.0,-0.1266040331273612,3.557953025283685,0.0001593707242024004,2.145307414940238e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999139223417577e-05,1.771775308818731e-08,-9.998406292757977e-05,2.145307414940238e-10,-9.985729936435748e-05,-3.557736347089468e-06,-1.267634038515636e-07,3.55795087997627e-06,4.999139223417577e-05,1.771775308818731e-08,9.998406292757977e-05,-2.145307414940238e-10
1,464.1588833612739,0.0,-0.1172495733006659,3.424319060493139,0.0001593762671050482,2.067578068069327e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999143882201803e-05,1.70521456190391e-08,-9.99840623732895e-05,2.067578068069327e-10,-9.986665326434549e-05,-3.424110233040687e-06,-1.17408949567771e-07,3.424316992915071e-06,4.999143882201803e-05,1.70521456190391e-08,9.99840623732895e-05,-2.067578068069327e-10
1,482.3178482239265,0.0,-0.1085846696475165,3.295681502822613,0.0001593814014376353,1.992866047912817e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999148197567312e-05,1.641141888775963e-08,-9.998406185985624e-05,1.992866047912817e-10,-9.987531764942592e-05,-3.295480221358907e-06,-1.087440510489541e-07,3.295679509956565e-06,4.999148197567312e-05,1.641141888775963e-08,9.998406185985624e-05,-1.992866047912817e-10
1,501.187233627268,0.0,-0.1005585989831592,3.171856019202224,0.0001593861572558625,1.921064355104774e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.99915219477593e-05,1.579465465658733e-08,-9.998406138427442e-05,1.921064355104774e-10,-9.988334323974784e-05,-3.171661989781294e-06,-1.007179851404151e-07,3.171854098137869e-06,4.99915219477593e-05,1.579465465658733e-08,9.998406138427442e-05,-1.921064355104774e-10
1,520.7948328595418,0.0,-0.09312435408199192,3.052664807243724,0.0001593905624136916,1.852069946851467e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999155897238966e-05,1.520096727280834e-08,-9.998406094375864e-05,1.852069946851467e-10,-9.989077703972366e-05,-3.052477746327021e-06,-9.328374464440561e-08,3.052662955173777e-06,4.999155897238966e-05,1.520096727280834e-08,9.998406094375864e-05,-1.852069946851467e-10
1,541.1695265464589,0.0,-0.08623837361047992,2.937936393606993,0.0001593946427233731,1.785783620860437e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999159326650265e-05,1.462950278057811e-08,-9.998406053572767e-05,1.785783620860437e-10,-9.989766260807982e-05,-2.937756027675502e-06,-8.639776825320329e-08,2.937934607823372e-06,4.999159326650265e-05,1.462950278057811e-08,9.998406053572766e-05,-1.785783620860437e-10
1,562.3413251903442,0.0,-0.07986029137951538,2.827505435194122,0.0001593984221040269,1.722109901078075e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.99916250311406e-05,1.407943750538693e-08,-9.998406015778961e-05,1.722109901078075e-10,-9.990404030858957e-05,-2.827331500372003e-06,-8.00196898016194e-08,2.82750371308422e-06,4.99916250311406e-05,1.407943750538693e-08,9.998406015778961e-05,-1.722109901078075e-10
1,584.3414133735124,0.0,-0.0739527035783962,2.72121252357441,0.0001594019227195684,1.660956925479933e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999165445258376e-05,1.354997738792607e-08,-9.998405980772805e-05,1.660956925479933e-10,-9.990994754282501e-05,-2.721044765263981e-06,-7.411210550111576e-08,2.721210862617485e-06,4.999165445258376e-05,1.354997738792607e-08,9.998405980772805e-05,-1.660956925479933e-10
1,607.2021956909831,0.0,-0.06848095273883037,2.61890399297442,0.0001594051651067224,1.602236336117139e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999168170343279e-05,1.304035706815376e-08,-9.998405948348934e-05,1.602236336117139e-10,-9.991541896618021e-05,-2.618742165502237e-06,-6.864035790393709e-08,2.618902390738083e-06,4.999168170343279e-05,1.304035706815376e-08,9.998405948348934e-05,-1.602236336117139e-10
1,630.9573444801875,0.0,-0.06341292725899719,2.520431732106266,0.0001594081682938185,1.545863171586441e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999170694361881e-05,1.254983871956092e-08,-9.998405918317062e-05,1.545863171586441e-10,-9.992048668833517e-05,-2.520275598380072e-06,-6.357233542729102e-08,2.520430186243094e-06,4.999170694361881e-05,1.254983871956092e-08,9.998405918317062e-05,-1.545863171586441e-10
1,655.6418494179729,0.0,-0.05871887539481523,2.425653000053741,0.000159410949911013,1.491755762059797e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999173032130627e-05,1.207771136915955e-08,-9.99840589050089e-05,1.491755762059797e-10,-9.992518045925326e-05,-2.425502331230017e-06,-5.887828634472623e-08,2.425651508297979e-06,4.999173032130627e-05,1.207771136915955e-08,9.99840589050089e-05,-1.491755762059797e-10
1,681.2920690579551,0.0,-0.05437123269829473,2.334430246388783,0.000159413526292546,1.439835626981826e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.99917519737786e-05,1.162328971787065e-08,-9.998405864737076e-05,1.439835626981827e-10,-9.992952784173261e-05,-2.334284821550622e-06,-5.453064622458727e-08,2.334428806553156e-06,4.99917519737786e-05,1.162328971787065e-08,9.998405864737074e-05,-1.439835626981827e-10
1,707.9457843841315,0.0,-0.05034446195133877,2.246630935649617,0.0001594159125715936,1.390027375519262e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999177202821751e-05,1.118591364092389e-08,-9.998405840874285e-05,1.390027375519262e-10,-9.993355437146301e-05,-2.246490541494661e-06,-5.050387786391036e-08,2.246629545622241e-06,4.999177202821751e-05,1.118591364092389e-08,9.998405840874285e-05,-1.390027375519262e-10
1,735.6422544596346,0.0,-0.04661490470774732,2.162127376275889,0.000159418122768243,1.342258609825391e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999179060244714e-05,1.076494695273438e-08,-9.998405818772318e-05,1.342258609825391e-10,-9.993728370547452e-05,-2.161991806814038e-06,-4.677432283051556e-08,2.162126034017278e-06,4.999179060244714e-05,1.076494695273438e-08,9.998405818772318e-05,-1.342258609825391e-10
1,764.4222742525932,0.0,-0.04316064361665036,2.080796554064798,0.0001594201698710807,1.296459831164262e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999180780562411e-05,1.035977697669122e-08,-9.998405798301289e-05,1.296459831164262e-10,-9.99407377598062e-05,-2.080665610325391e-06,-4.332006378652144e-08,2.080795257604967e-06,4.999180780562411e-05,1.035977697669122e-08,9.99840579830129e-05,-1.296459831164262e-10
1,794.3282347242741,0.0,-0.03996137475731264,2.002519970184929,0.000159422065912849,1.252564348923485e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999182373886503e-05,9.969813240645425e-09,-9.998405779340871e-05,1.252564348923485e-10,-9.994393683716342e-05,-2.002393459933124e-06,-4.012079682322549e-08,2.00251871762058e-06,4.999182373886503e-05,9.969813240645425e-09,9.998405779340873e-05,-1.252564348923485e-10
1,825.4041852680107,0.0,-0.03699828926839667,1.927183483760978,0.0001594238220405965,1.210508192530754e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999183849584497e-05,9.59448714384295e-09,-9.998405761779595e-05,1.210508192530754e-10,-9.99468997452817e-05,-1.927061221223024e-06,-3.715771309043726e-08,1.927182273252785e-06,4.999183849584497e-05,9.59448714384295e-09,9.998405761779595e-05,-1.210508192530754e-10
1,857.695898590886,0.0,-0.0342539636045174,1.854677159022174,0.0001594254485807173,1.170230026277539e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.99918521633387e-05,9.233251013235078e-09,-9.998405745514193e-05,1.170230026277538e-10,-9.99496439066634e-05,-1.854558964619291e-06,-3.441338905309812e-08,1.854675988792148e-06,4.99918521633387e-05,9.233251013235078e-09,9.998405745514193e-05,-1.170230026277538e-10
1,891.2509381337371,0.0,-0.03171225779944838,1.784895116989814,0.0001594269550992473,1.131671067043235e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.99918648217253e-05,8.885577326322269e-09,-9.998405730449008e-05,1.131671067043235e-10,-9.995218546030858e-05,-1.784780817080371e-06,-3.187168475454762e-08,1.784893985318747e-06,4.99918648217253e-05,8.885577326322269e-09,9.998405730449008e-05,-1.131671067043235e-10
1,926.1187281287847,0.0,-0.02935822115881828,1.717735391664341,0.0001594283504577601,1.094775004904688e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999187654546516e-05,8.550958058898085e-09,-9.998405716495423e-05,1.094775004904688e-10,-9.995453935601662e-05,-1.71762481829407e-06,-2.951764950927604e-08,1.717734296889336e-06,4.999187654546516e-05,8.550958058898085e-09,9.998405716495423e-05,-1.094775004904688e-10
1,962.3506263980794,0.0,-0.02717800484574022,1.653099790659826,0.0001594296428651789,1.059487926608664e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999188740352852e-05,8.228903991159768e-09,-9.998405703571348e-05,1.059487926608664e-10,-9.995671944179526e-05,-1.65299278131975e-06,-2.73374344886054e-08,1.653098731171899e-06,4.999188740352852e-05,8.228903991159768e-09,9.998405703571348e-05,-1.059487926608664e-10
1,999.9999999999903,0.0,-0.02515878086070761,1.590893760222995,0.0001594308399258014,1.025758241879011e-06,0.0,0.0,1.0,0.0,0.0,0.0,4.999189745980264e-05,7.918943972185448e-09,-9.998405691600743e-05,1.025758241879011e-10,-9.995873854487594e-05,-1.590790157614806e-06,-2.531821170063341e-08,1.590892734464753e-06,4.999189745980264e-05,7.918943972185448e-09,9.998405691600743e-05,-1.025758241879011e-10
1,1039.122303835159,0.0,-0.02328866695243055,1.531026254565049,0.0001594319486838127,9.935366125252167e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999190677346393e-05,7.620624323189231e-09,-9.998405680513163e-05,9.935366125252167e-11,-9.996060854679856e-05,-1.530925906373648e-06,-2.344809890111437e-08,1.531025261028437e-06,4.999190677346393e-05,7.620624323189231e-09,9.998405680513163e-05,-9.935366125252167e-11
1,1079.775162327699,0.0,-0.0215566570292275,1.473409609427162,0.0001594329756645385,9.627758843151243e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999191539932554e-05,7.333508254654077e-09,-9.998405670243356e-05,9.627758843151243e-11,-9.996234045299567e-05,-1.47331236810007e-06,-2.171609000489204e-08,1.473408646651278e-06,4.999191539932554e-05,7.333508254654077e-09,9.998405670243354e-05,-9.627758843151243e-11
1,1122.018454301952,0.0,-0.01995255667127887,1.417959419794534,0.0001594339269126802,9.334310215713622e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999192338815913e-05,7.0571751446868e-09,-9.998405660730874e-05,9.334310215713622e-11,-9.99639444572766e-05,-1.417865142327924e-06,-2.011199059819155e-08,1.417958486363512e-06,4.999192338815913e-05,7.0571751446868e-09,9.998405660730874e-05,-9.334310215713622e-11
1,1165.91440117982,0.0,-0.01846692337262759,1.364594421669055,0.0001594348080277476,9.05459044448581e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999193078699014e-05,6.791219997784317e-09,-9.998405651919722e-05,9.05459044448581e-11,-9.996543000158181e-05,-1.364502969400106e-06,-1.862635818065534e-08,1.364593516210011e-06,4.999193078699014e-05,6.791219997784317e-09,9.998405651919724e-05,-9.05459044448581e-11
1,1211.527658628577,0.0,-0.01709101116841587,1.313236377806867,0.0001594356241968954,8.78818968846766e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999193763937554e-05,6.535252917477672e-09,-9.998405643758031e-05,8.78818968846766e-11,-9.996680583135206e-05,-1.313147616212194e-06,-1.725044679261277e-08,1.313235498987898e-06,4.999193763937554e-05,6.535252917477672e-09,9.998405643758031e-05,-8.78818968846766e-11
1,1258.925411794155,0.0,-0.01581671932760018,1.26380996732426,0.0001594363802253537,8.534717489146428e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999194398565943e-05,6.28889846795378e-09,-9.998405636197747e-05,8.534717489146429e-11,-9.996808004683329e-05,-1.263723765824148e-06,-1.597615570782553e-08,1.263809113852511e-06,4.999194398565943e-05,6.28889846795378e-09,9.998405636197747e-05,-8.534717489146429e-11
1,1308.177474260181,0.0,-0.01463654481440972,1.216242679073241,0.0001594370805646268,8.293802220963469e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999194986320856e-05,6.051795299355118e-09,-9.998405629194354e-05,8.293802220963469e-11,-9.996926015061149e-05,-1.21615891084143e-06,-1.479598189497435e-08,1.216241849693019e-06,4.999194986320856e-05,6.051795299355118e-09,9.998405629194354e-05,-8.293802220963469e-11
1,1359.356390878512,0.0,-0.01354353824322236,1.1704647086868,0.000159437729338626,8.065090566742619e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999195530663259e-05,5.823595426134741e-09,-9.998405622706614e-05,8.06509056674262e-11,-9.997035309165588e-05,-1.170383250465567e-06,-1.370297597256099e-08,1.170463902177744e-06,4.999195530663259e-05,5.823595426134741e-09,9.998405622706614e-05,-8.06509056674262e-11
1,1412.53754462274,0.0,-0.01253126307143033,1.12640885919306,0.0001594383303678839,7.848247017608542e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999196034798683e-05,5.603963880111555e-09,-9.998405616696322e-05,7.848247017608543e-11,-9.997136530612307e-05,-1.126329591113357e-06,-1.269070140179821e-08,1.126408074368358e-06,4.999196034798683e-05,5.603963880111555e-09,9.998405616696321e-05,-7.848247017608543e-11
1,1467.799267622055,0.0,-0.01159375779336054,1.084010445097306,0.0001594388871919968,7.642953396927554e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999196501696109e-05,5.392578176175467e-09,-9.998405611128081e-05,7.642953396927554e-11,-9.997230275516138e-05,-1.083933250503702e-06,-1.175319668055254e-08,1.084009680801967e-06,4.999196501696109e-05,5.392578176175467e-09,9.998405611128081e-05,-7.642953396927554e-11
1,1525.222956539003,0.0,-0.01072550091549359,1.043207199831029,0.0001594394030904193,7.448908407809099e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999196934105353e-05,5.189127889014834e-09,-9.998405605969096e-05,7.4489084078091e-11,-9.9973170959933e-05,-1.043131965111219e-06,-1.088494031858401e-08,1.043206454940188e-06,4.999196934105353e-05,5.189127889014834e-09,9.998405605969097e-05,-7.4489084078091e-11
1,1584.893192461097,0.0,-0.009921378509182021,1.003939186467732,0.0001594398811017369,7.265827203715097e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999197334573264e-05,4.993314146577184e-09,-9.998405601188983e-05,7.265827203715096e-11,-9.997397503405969e-05,-1.003865800886392e-06,-1.008081839028376e-08,1.003938459885012e-06,4.999197334573264e-05,4.993314146577184e-09,9.998405601188983e-05,-7.265827203715096e-11
1,1646.897865482852,0.0,-0.00917665415188589,0.966148711606145,0.0001594403240415261,7.09344098173522e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999197705458623e-05,4.804849269246716e-09,-9.998405596759586e-05,7.093440981735221e-11,-9.99747197136796e-05,-9.660770671428852e-07,-9.336094475927417e-09,9.661480022620468e-07,4.999197705458623e-05,4.804849269246716e-09,9.998405596759586e-05,-7.093440981735221e-11
1,1711.328304161763,0.0,-0.00848694108170002,0.9297802423226464,0.0001594407345189076,6.931496598098811e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999198048946165e-05,4.623456297999489e-09,-9.998405592654811e-05,6.931496598098812e-11,-9.997540938529119e-05,-9.297102335138556e-07,-8.646381816218927e-09,9.297795491729866e-07,4.999198048946165e-05,4.623456297999489e-09,9.998405592654811e-05,-6.931496598098812e-11
1,1778.279410038904,0.0,-0.007848176402716935,0.8947803260961367,0.0001594411149518881,6.779756205508463e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999198367059249e-05,4.448868612764251e-09,-9.998405588850481e-05,6.779756205508463e-11,-9.997604811154602e-05,-8.947118498804855e-07,-8.007617517668823e-09,8.947796481205161e-07,4.999198367059249e-05,4.448868612764251e-09,9.998405588850481e-05,-6.779756205508463e-11
1,1847.849797422272,0.0,-0.007256597190620667,0.8610975136102017,0.0001594414675815811,6.63799691189618e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999198661671865e-05,4.280829613233288e-09,-9.998405585324184e-05,6.63799691189618e-11,-9.997663965514219e-05,-8.61030469177592e-07,-7.416038658202248e-09,8.610968498105105e-07,4.999198661671865e-05,4.280829613233288e-09,9.998405585324184e-05,-6.63799691189618e-11
1,1920.141938638781,0.0,-0.006708718358903392,0.8286822843391546,0.0001594417944853894,6.506010460219742e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.99919893451962e-05,4.119092219262058e-09,-9.998405582055147e-05,6.506010460219743e-11,-9.997718750095627e-05,-8.286165729829055e-07,-6.868160153388782e-09,8.286816337381085e-07,4.99919893451962e-05,4.119092219262058e-09,9.998405582055147e-05,-6.506010460219743e-11
1,1995.262314968858,0.0,-0.006201312156300071,0.7974869748264715,0.000159442097589227,6.383602928934895e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999199187209951e-05,3.963418614130096e-09,-9.998405579024108e-05,6.383602928934895e-11,-9.997769487654512e-05,-7.974224997985286e-07,-6.360754253889298e-09,7.974863364661785e-07,4.999199187209951e-05,3.963418614130096e-09,9.998405579024108e-05,-6.383602928934895e-11
1,2073.321573485933,0.0,-0.005731389175501212,0.7674657095661062,0.0001594423786788497,6.270594452797849e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999199421231605e-05,3.813579876779625e-09,-9.998405576213212e-05,6.27059445279785e-11,-9.997816477113558e-05,-7.674023759350736e-07,-5.890831554180062e-09,7.674650825066608e-07,4.999199421231605e-05,3.813579876779625e-09,9.998405576213212e-05,-6.27059445279785e-11
1,2154.434690031861,0.0,-0.005296180761983216,0.7385743343992793,0.0001594426394103648,6.166818963672073e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999199637963378e-05,3.669355607115272e-09,-9.998405573605897e-05,6.166818963672074e-11,-9.997859995321491e-05,-7.385120489110643e-07,-5.455623401393581e-09,7.38573717717383e-07,4.999199637963378e-05,3.669355607115272e-09,9.998405573605897e-05,-6.166818963672074e-11
1,2238.721138568315,0.0,-0.004893122719938143,0.7107703523414544,0.0001594428813199768,6.072123951033635e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999199838682215e-05,3.530533676203875e-09,-9.9984055711868e-05,6.072123951033635e-11,-9.997900298682387e-05,-7.107090232823368e-07,-5.05256560125812e-09,7.107697451290592e-07,4.999199838682215e-05,3.530533676203875e-09,9.9984055711868e-05,-6.072123951033635e-11
1,2326.305067153601,0.0,-0.004519840219835375,0.6840128617564165,0.0001594431058330296,5.986370241889887e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999200024570763e-05,3.396909872390883e-09,-9.99840556894167e-05,5.986370241889887e-11,-9.997937624664793e-05,-6.839523988183364e-07,-4.679283325668405e-09,6.840122631193923e-07,4.999200024570763e-05,3.396909872390883e-09,9.99840556894167e-05,-5.986370241889887e-11
1,2417.315480804078,0.0,-0.004174133819149446,0.6582624967965862,0.0001594433142723974,5.909431799848037e-07,0.0,0.0,1.0,0.0,0.0,0.0,4.999200196724297e-05,3.268287595989015e-09,-9.998405566857276e-05,5.909431799848036e-11,-9.997972193199606e-05,-6.582028109444646e-07,-4.333577133421843e-09,6.582619058534062e-07,4.999200196724297e-05,3.268287595989015e-09,9.998405566857276e-05,-5.909431799848036e-11
