case,vg,v(gate),v(drain),i(vd),id(j1),i(vg)
1,-1.35,-1.35,3.0,-0.0006432562543509999,0.0006432562543509998,5.702e-12
1,-1.34,-1.34,3.0,-0.0006632010043409998,0.0006632010043410003,5.681999999999999e-12
1,-1.33,-1.33,3.0,-0.0006834502543309998,0.0006834502543309998,5.661999999999999e-12
1,-1.32,-1.32,3.0,-0.0007040040043210004,0.0007040040043210003,5.641999999999999e-12
1,-1.31,-1.31,3.0,-0.0007248622543109995,0.0007248622543109998,5.622e-12
1,-1.3,-1.3,3.0,-0.0007460250043010005,0.0007460250043010004,5.602e-12
1,-1.29,-1.29,3.0,-0.000767492254291,0.000767492254291,5.581999999999999e-12
1,-1.28,-1.28,3.0,-0.0007892640042810001,0.000789264004281,5.561999999999999e-12
1,-1.27,-1.27,3.0,-0.0008113402542710003,0.0008113402542709999,5.542e-12
1,-1.26,-1.26,3.0,-0.0008337210042609999,0.0008337210042609999,5.522e-12
1,-1.25,-1.25,3.0,-0.0008564062542510001,0.000856406254251,5.502e-12
1,-1.24,-1.24,3.0,-0.0008793960042409996,0.000879396004241,5.481999999999999e-12
1,-1.23,-1.23,3.0,-0.0009026902542309998,0.0009026902542309999,5.461999999999999e-12
1,-1.22,-1.22,3.0,-0.0009262890042210001,0.000926289004221,5.441999999999999e-12
1,-1.21,-1.21,3.0,-0.0009501922542110002,0.0009501922542110002,5.422e-12
1,-1.2,-1.2,3.0,-0.0009744000042010005,0.0009744000042010002,5.402e-12
1,-1.19,-1.19,3.0,-0.0009989122541909996,0.000998912254191,5.381999999999999e-12
1,-1.18,-1.18,3.0,-0.001023729004181001,0.001023729004181,5.361999999999999e-12
1,-1.17,-1.17,3.0,-0.001048850254171001,0.001048850254171,5.341999999999999e-12
1,-1.16,-1.16,3.0,-0.001074276004161,0.001074276004161,5.322e-12
1,-1.15,-1.15,3.0,-0.001100006254151,0.001100006254151,5.302e-12
1,-1.14,-1.14,3.0,-0.001126041004141,0.001126041004141,5.282e-12
1,-1.13,-1.13,3.0,-0.001152380254131,0.001152380254131,5.261999999999999e-12
