case,vin,v(c1),v(tail),v(vn),v(c2),v(in),v(vp),i(vp),i(vin),ic(q2),ib(q2),i(it),i(rc2),i(vn),ic(q1),ib(q1),i(rc1)
1,-0.102,11.95466297956181,-0.6341301889261944,-12.0,9.709525070015637,-0.102,12.0,-0.0004969812660466791,-5.737706531364304e-08,0.0004873350914810253,2.96135688800644e-06,0.0005,0.0004873350914860347,0.0005,9.646174565655055e-06,5.737706531364317e-08,9.646174561316972e-06
1,-0.1,11.95109843825426,-0.634089075241375,-12.0,9.713088726079143,-0.1,12.0,-0.00049698145439637,-6.189222751926849e-08,0.0004865768667854909,2.956653376110381e-06,0.0005,0.0004865768667916718,0.0005,1.040458761088052e-05,6.189222751926874e-08,1.040458760547745e-05
1,-0.098,11.94726034696929,-0.6340447361755078,-12.0,9.716925867693902,-0.098,12.0,-0.0004969816564537504,-6.675430189395028e-08,0.0004857604536745357,2.951589244354718e-06,0.0005,0.0004857604536821484,0.0005,1.122120277921528e-05,6.675430189395018e-08,1.122120277249249e-05
1,-0.096,11.94312880189964,-0.6339969253513111,-12.0,9.721056394516943,-0.096,12.0,-0.0004969818731018288,-7.198858973998494e-08,0.0004848816181785052,2.946138308430066e-06,0.0005,0.0004848816181878846,0.0005,1.21002549233238e-05,7.198858973998483e-08,1.210025491496951e-05
1,-0.09400000000000001,11.93868262706205,-0.6339453786472817,-12.0,9.725501478202062,-0.09400000000000001,12.0,-0.0004969821052617776,-7.762201879012827e-08,0.0004839358556901364,2.940272719434637e-06,0.0005,0.0004839358557016889,0.0005,1.304624957163724e-05,7.762201879012815e-08,1.304624956126514e-05
1,-0.09200000000000001,11.93389932171595,-0.6338898130926625,-12.0,9.730283614988686,-0.09200000000000001,12.0,-0.0004969823538912917,-8.368321202969541e-08,0.0004829183797754394,2.933962896682168e-06,0.0005,0.0004829183797896413,0.0005,1.406397411585093e-05,8.368321202969552e-08,1.406397410299009e-05
1,-0.09000000000000001,11.92875501062551,-0.6338299257216568,-12.0,9.73542667545049,-0.09000000000000001,12.0,-0.0004969826199822829,-9.02025532038692e-08,0.000481824111588808,2.927177464512657e-06,0.0005,0.0004818241116062786,0.0005,1.515850839347509e-05,9.020255320386923e-08,1.51585083775503e-05
1,-0.08800000000000001,11.92322439828576,-0.6337653923902862,-12.0,9.740955950284835,-0.08800000000000001,12.0,-0.0004969829045576727,-9.721224762357783e-08,0.0004806476701306991,2.919883194702665e-06,0.0005,0.0004806476701521627,0.0005,1.633523442697636e-05,9.721224762357777e-08,1.633523440728487e-05
1,-0.08600000000000001,11.91728072840775,-0.6336958665603964,-12.0,9.746898190846792,-0.08600000000000001,12.0,-0.0004969832086672201,-1.047463766557908e-07,0.0004793833636232814,2.912044956123055e-06,0.0005,0.0004793833636496186,0.0005,1.759984504393904e-05,1.047463766557912e-07,1.759984501962691e-05
1,-0.084,11.91089575014738,-0.633620978056525,-12.0,9.753281642945268,-0.084,12.0,-0.0004969835333822306,-1.12840944050421e-07,0.0004780251823197903,2.9036256737165e-06,0.0005,0.0004780251823520706,0.0005,1.895835106243836e-05,1.128409440504212e-07,1.895835103247182e-05
1,-0.082,11.9040396927646,-0.6335403318027565,-12.0,9.76013607221465,-0.082,12.0,-0.000496983879789021,-1.215339119963671e-07,0.0004765667931063199,2.894586298981603e-06,0.0005,0.0004765667931458192,0.0005,2.041708668270179e-05,1.215339119963677e-07,2.041708664583046e-05
1,-0.08000000000000002,11.8966812506142,-0.6334535065482594,-12.0,9.767492779161444,-0.08000000000000002,12.0,-0.0004969842489809199,-1.308652245264791e-07,0.0004750015363003643,2.884885794553573e-06,0.0005,0.000475001536348629,0.0005,2.19827126805579e-05,1.308652245264796e-07,2.198271263527647e-05
1,-0.07800000000000001,11.88878758059225,-0.6333600535919403,-12.0,9.775384601762887,-0.07800000000000001,12.0,-0.0004969846420487122,-1.408768156062234e-07,0.0004733224250979496,2.874481135681345e-06,0.0005,0.0004733224251568325,0.0005,2.366221695076276e-05,1.408768156062237e-07,2.366221689526548e-05
1,-0.07600000000000001,11.8803243143893,-0.6332594955185824,-12.0,9.7838459032669,-0.07600000000000001,12.0,-0.0004969850600693186,-1.516125989486265e-07,0.0004715221481693858,2.863327331734515e-06,0.0005,0.0004715221482410849,0.0005,2.54629118999303e-05,1.516125989486266e-07,2.546291183206302e-05
1,-0.07400000000000001,11.87125558812804,-0.6331513249609398,-12.0,9.79291254261667,-0.07400000000000001,12.0,-0.0004969855040925456,-1.631184363028087e-07,0.000469593075951883,2.851377471149651e-06,0.0005,0.0004695930760390066,0.0005,2.739242814066379e-05,1.631184363028093e-07,2.739242805786379e-05
1,-0.07200000000000001,11.86154409218062,-0.6330350034045173,-12.0,9.802621824705291,-0.07200000000000001,12.0,-0.0004969859751257897,-1.75442080682888e-07,0.0004675272712336682,2.838582793527903e-06,0.0005,0.0004675272713392998,0.0005,2.945870389212063e-05,1.754420806828879e-07,2.945870379135652e-05
1,-0.07,11.85115114416176,-0.6329099600541989,-12.0,9.813012427465075,-0.07,12.0,-0.0004969864741164827,-1.886330907291757e-07,0.0004653165046669047,2.824892792788848e-06,0.0005,0.0004653165047946648,0.0005,3.166996944957835e-05,1.886330907291757e-07,3.16699693272848e-05
1,-0.068,11.84003678826546,-0.6327755907844201,-12.0,9.824124302624234,-0.068,12.0,-0.0004969870019322503,-2.027427121704427e-07,0.0004629522758832898,2.810255355581036e-06,0.0005,0.0004629522760373969,0.0005,3.403472604896103e-05,2.027427121704431e-07,3.403472590096605e-05
1,-0.066,11.82815992424374,-0.6326312571972161,-12.0,9.835998546832748,-0.066,12.0,-0.0004969875593386062,-2.178237221635969e-07,0.0004604258409140528,2.794616939232232e-06,0.0005,0.0004604258410994153,0.0005,3.656171842455195e-05,2.178237221635969e-07,3.656171824601228e-05
1,-0.064,11.81547846939871,-0.6324762858151358,-12.0,9.848677239786795,-0.064,12.0,-0.0004969881469742182,-2.339302321728637e-07,0.0004577282466316096,2.777922793610369e-06,0.0005,0.0004577282468538734,0.0005,3.925990034260777e-05,2.33930232172865e-07,3.925990012793351e-05
1,-0.062,11.80194955695705,-0.6323099674386626,-12.0,9.862203245982094,-0.062,12.0,-0.0004969887653236962,-2.511174450246698e-07,0.000454850372929691,2.760117231281222e-06,0.0005,0.0004548503731952991,0.0005,4.213839239400362e-05,2.511174450246695e-07,4.213839213679791e-05
1,-0.06,11.78752977265651,-0.6321315539523468,-12.0,9.87661997830962,-0.06,12.0,-0.0004969894146880506,-2.69441361867069e-07,0.0004517829833383743,2.741143950079036e-06,0.0005,0.0004517829833383788,0.0005,4.520643134967802e-05,2.694413618670694e-07,4.520643134967825e-05
1,-0.058,11.77217544098849,-0.6319402687323415,-12.0,9.891971111792415,-0.058,12.0,-0.0004969900951530002,-2.889584349834312e-07,0.0004485167847250195,2.720946412018187e-06,0.0005,0.000448516784725018,0.0005,4.84733104279805e-05,2.889584349834306e-07,4.847331042798066e-05
1,-0.05599999999999999,11.75584294348008,-0.6317352912779133,-12.0,9.908300265710011,-0.05599999999999999,12.0,-0.0004969908065552975,-3.097251628287452e-07,0.0004450424966574442,2.699468281869372e-06,0.0005,0.0004450424966574445,0.0005,5.194830989785491e-05,3.097251628287465e-07,5.194830989785509e-05
1,-0.05400000000000002,11.73848909751062,-0.6315157675350102,-12.0,9.925650624785085,-0.05400000000000002,12.0,-0.0004969915484477221,-3.317976242401367e-07,0.0004413509308967888,2.67665392804065e-06,0.0005,0.0004413509308967904,0.0005,5.564061755093215e-05,3.317976242401353e-07,5.564061755093201e-05
1,-0.05200000000000002,11.7200715779994,-0.631280808182544,-12.0,9.944064517704497,-0.05200000000000002,12.0,-0.0004969923200630038,-3.552309496207199e-07,0.0004374330813394695,2.652448987378121e-06,0.0005,0.0004374330813394687,0.0005,5.955923872353228e-05,3.552309496207201e-07,5.955923872353186e-05
1,-0.05000000000000002,11.70054939002029,-0.6310294897205355,-12.0,9.963582944674855,-0.05000000000000002,12.0,-0.0004969931202776241,-3.800787279655531e-07,0.0004332802245372597,2.626800994410581e-06,0.0005,0.000433280224537265,0.0005,6.371289574036341e-05,3.800787279655544e-07,6.371289574036375e-05
1,-0.04800000000000001,11.67988339062515,-0.6307608559813028,-12.0,9.9842450557666,-0.04800000000000001,12.0,-0.0004969939475762278,-4.063923499667426e-07,0.0004288840306879612,2.599660073807407e-06,0.0005,0.0004288840306879575,0.0005,6.810991688826595e-05,4.063923499667409e-07,6.810991688826591e-05
1,-0.04600000000000001,11.65803685803207,-0.6304739201007159,-12.0,10.00608758188498,-0.04600000000000001,12.0,-0.0004969948000176447,-4.342202890658726e-07,0.0004242366847053198,2.57097969328743e-06,0.0005,0.0004242366847053241,0.0005,7.275811531232524e-05,4.342202890658698e-07,7.275811531232602e-05
1,-0.04400000000000001,11.63497610477897,-0.6301676669835982,-12.0,10.02914422176269,-0.04400000000000001,12.0,-0.0004969956752039033,-4.636073242601792e-07,0.0004193310166462363,2.5407174718386e-06,0.0005,0.0004193310166462357,0.0005,7.766465855766579e-05,4.636073242601797e-07,7.766465855766606e-05
1,-0.04200000000000001,11.61067112968015,-0.6298410562930634,-12.0,10.05344499012936,-0.04200000000000001,12.0,-0.0004969965702532942,-4.945937106673705e-07,0.0004141606403980036,2.508836036039237e-06,0.0005,0.0004141606403980076,0.0005,8.28359298552881e-05,4.945937106673711e-07,8.283592985528777e-05
1,-0.04000000000000001,11.58509630148061,-0.6294930259877697,-12.0,10.07901553415683,-0.04000000000000001,12.0,-0.000496997481779273,-5.272143062952554e-07,0.0004087200991155706,2.475303914435223e-06,0.0005,0.0004087200991155679,0.0005,8.827738266369994e-05,5.272143062952526e-07,8.827738266370012e-05
1,-0.03800000000000001,11.55823106502484,-0.6291224964237234,-12.0,10.10587642735552,-0.03800000000000001,12.0,-0.000496998405876518,-5.614976661186546e-07,0.0004030050154562717,2.440096457366173e-06,0.0005,0.0004030050154562727,0.0005,9.399339042024638e-05,5.614976661186526e-07,9.399339042024722e-05
1,-0.036,11.53006065860404,-0.6287283750282849,-12.0,10.13404245225128,-0.036,12.0,-0.0004969993381158848,-5.974651172940681e-07,0.0003970122442018531,2.40319676681913e-06,0.0005,0.0003970122442018555,0.0005,9.998709391403268e-05,5.97465117294068e-07,9.998709391403339e-05
1,-0.034,11.50057682899989,-0.628309561543512,-12.0,10.16352188531586,-0.034,12.0,-0.0004970002735498373,-6.351298321655467e-07,0.0003907400244008776,2.364596617999369e-06,0.0005,0.000390740024400881,0.0005,0.0001062602491489585,6.351298321655448e-07,0.0001062602491489593
1,-0.032,11.46977852870069,-0.6278649538239481,-12.0,10.19431579966945,-0.032,12.0,-0.000497001206729757,-6.744959183598258e-07,0.0003841881277299039,2.324297351884767e-06,0.0005,0.000384188127729905,0.0005,0.0001128130789998514,6.744959183598262e-07,0.0001128130789998524
1,-0.03,11.43767257794131,-0.6273934541607016,-12.0,10.22641740289679,-0.03,12.0,-0.0004970021317365751,-7.155575477511834e-07,0.0003773579993836626,2.282310715675794e-06,0.0005,0.0003773579993836626,0.0005,0.0001196441323529123,7.155575477511817e-07,0.000119644132352912
1,-0.028,11.40427427273607,-0.6268939760893528,-12.0,10.25981142880346,-0.028,12.0,-0.0004970030422256312,-7.582981481022418e-07,0.0003702528874886242,2.238659626269352e-06,0.0005,0.0003702528874886257,0.0005,0.0001267501547370066,7.582981481022441e-07,0.0001267501547370054
1,-0.026,11.36960791906489,-0.6263654516243021,-12.0,10.29447360294889,-0.026,12.0,-0.0004970039314864312,-8.026896827195921e-07,0.0003628779568193838,2.193378830850808e-06,0.0005,0.000362877956819385,0.0005,0.0001341259746670469,8.026896827195888e-07,0.0001341259746670454
1,-0.02400000000000002,11.33370727296475,-0.6258068388470306,-12.0,10.33037020220323,-0.02400000000000002,12.0,-0.0004970047925174532,-8.486920441717896e-07,0.0003552403825099532,2.14651543837734e-06,0.0005,0.0003552403825099502,0.0005,0.000141764410007501,8.486920441717914e-07,0.0001417644100074993
1,-0.02200000000000002,11.29661586658895,-0.6252171297609443,-12.0,10.36745772826773,-0.02200000000000002,12.0,-0.0004970056181156017,-8.962525880536267e-07,0.000347349419517507,2.098129296343312e-06,0.0005,0.0003473494195175042,0.0005,0.0001496561985980957,8.962525880536254e-07,0.0001496561985980948
1,-0.02000000000000002,11.25838720141926,-0.6245953583115488,-12.0,10.40568271397838,-0.02000000000000002,12.0,-0.000497006400979228,-9.453058316225878e-07,0.0003392164438343875,2.048293189152126e-06,0.0005,0.0003392164438343874,0.0005,0.0001577899571448392,9.45305831622585e-07,0.0001577899571448393
1,-0.01800000000000002,11.2190847918147,-0.6239406084583003,-12.0,10.44498167921738,-0.01800000000000002,12.0,-0.0004970071338229578,-9.957733398729661e-07,0.0003308549618686382,1.997092837168184e-06,0.0005,0.0003308549618686415,0.0005,0.00016615217195432,9.957733398729672e-07,0.0001661521719543188
1,-0.01600000000000001,11.17878204497384,-0.6232520221741862,-12.0,10.48528125036651,-0.01600000000000001,12.0,-0.0004970078095020442,-1.047563818249523e-06,0.0003222805850283955,1.944626679705118e-06,0.0005,0.0003222805850284017,0.0005,0.0001747272244736488,1.047563818249523e-06,0.0001747272244736507
1,-0.01400000000000001,11.13756196714618,-0.6225288072414786,-12.0,10.52649845348178,-0.01400000000000001,12.0,-0.0004970084211429896,-1.100573426646351e-06,0.000313510967344304,1.891005430365758e-06,0.0005,0.0003135109673443025,0.0005,0.0001834974537986857,1.100573426646352e-06,0.0001834974537986848
1,-0.01200000000000001,11.09551669046449,-0.6217702447077321,-12.0,10.56854118683365,-0.01200000000000001,12.0,-0.0004970089622769909,-1.15468632376453e-06,0.0003045657049290089,1.836351399241452e-06,0.0005,0.0003045657049290109,0.0005,0.0001924432573479823,1.15468632376453e-06,0.0001924432573479814
1,-0.01000000000000001,11.05274681994318,-0.6209756958653126,-12.0,10.611308873288,-0.01000000000000001,12.0,-0.000497009426972088,-1.209775444461894e-06,0.0002954661971727677,1.780797583449169e-06,0.0005,0.0002954661971727668,0.0005,0.0002015432297993234,1.209775444461892e-06,0.000201543229799324
1,-0.008000000000000007,11.00936060579753,-0.620144608620922,-12.0,10.65469328739219,-0.008000000000000007,12.0,-0.0004970098099596324,-1.265703505582489e-06,0.0002862354707676168,1.724486534784973e-06,0.0005,0.0002862354707676195,0.0005,0.000210774339192015,1.265703505582489e-06,0.0002107743391920148
1,-0.006000000000000005,10.965472952046,-0.619276523128757,-12.0,10.69857954622537,-0.006000000000000005,12.0,-0.0004970101067507697,-1.322324228341754e-06,0.0002768979688882186,1.6675690208871e-06,0.0005,0.0002768979688882189,0.0005,0.0002201121378625524,1.322324228341754e-06,0.0002201121378625537
1,-0.004000000000000004,10.92120427808609,-0.6183710765721702,-12.0,10.74284724734243,-0.004000000000000004,12.0,-0.0004970103137386097,-1.379483757842127e-06,0.0002674793090760752,1.610202503544965e-06,0.0005,0.000267479309076079,0.0005,0.0002295310046625336,1.379483757842129e-06,0.0002295310046625347
1,-0.002000000000000002,10.87667925529266,-0.6174280069936775,-12.0,10.78737173178072,-0.002000000000000002,12.0,-0.0004970104282822582,-1.437022253187576e-06,0.0002580060145147393,1.552549464556043e-06,0.0005,0.0002580060145147405,0.0005,0.000239004413767518,1.437022253187574e-06,0.0002390044137675189
1,0.0,10.83202544539202,-0.6164471560915511,-12.0,10.83202544539203,0.0,12.0,-0.0004970104487693476,-1.494775615324367e-06,0.0002485052243846747,1.494775615324363e-06,0.0005,0.0002485052243846736,0.0005,0.0002485052243846746,1.494775615324363e-06,0.0002485052243846759
1,0.002000000000000002,10.78737187115134,-0.6154284709224495,-12.0,10.87667936797146,0.002000000000000002,12.0,-0.0004970103746547187,-1.552577314414286e-06,0.0002390043897933033,1.437048030866685e-06,0.0005,0.0002390043897933066,0.0005,0.0002580059848614135,1.552577314414286e-06,0.0002580059848614163
1,0.004000000000000004,10.74284755257743,-0.6143720044728694,-12.0,10.92120447699722,0.004000000000000004,12.0,-0.0004970102064734776,-1.610260274679966e-06,0.0002295309623410167,1.379533251841001e-06,0.0005,0.0002295309623410167,0.0005,0.0002674792441324609,1.610260274679962e-06,0.0002674792441324624
1,0.006000000000000005,10.69858004318404,-0.6132779150868882,-12.0,10.96547321142386,0.006000000000000005,12.0,-0.000497009945828106,-1.667658772373047e-06,0.000220112082675774,1.322395399518417e-06,0.0005,0.0002201120826757747,0.0005,0.0002768978631523319,1.667658772373054e-06,0.0002768978631523328
1,0.008000000000000007,10.65469400088451,-0.6121464647627546,-12.0,11.00936090097045,0.008000000000000007,12.0,-0.0004970095953500055,-1.724610301954607e-06,0.000210774276389265,1.265794348036444e-06,0.0005,0.0002107742763892668,0.0005,0.0002862353189607397,1.724610301954602e-06,0.0002862353189607434
1,0.009999999999999981,10.61130982669481,-0.6109780163555687,-12.0,11.05274712771082,0.009999999999999981,12.0,-0.0004970091586371022,-1.78095736687249e-06,0.0002015431643168497,1.209883996025057e-06,0.0005,0.0002015431643168476,0.0005,0.000295465994320254,1.780957366872491e-06,0.0002954659943202542
1,0.01199999999999998,10.56854240177332,-0.609773029746621,-12.0,11.09551698942776,0.01199999999999998,12.0,-0.0004970086401699767,-1.83654915423522e-06,0.0001924431937387724,1.154810675786252e-06,0.0005,0.0001924431937387735,0.0005,0.0003045654464312051,1.836549154235222e-06,0.0003045654464312079
1,0.01399999999999998,10.52649994953276,-0.6085320570611711,-12.0,11.13756223798104,0.01399999999999998,12.0,-0.0004970080452098287,-1.891243057210097e-06,0.0001834973961742469,1.100711732962893e-06,0.0005,0.0001834973961742468,0.0005,0.0003135106490355826,1.8912430572101e-06,0.000313510649035582
1,0.01599999999999999,10.48528304485218,-0.6072557370348356,-12.0,11.17878227064198,0.01599999999999999,12.0,-0.0004970073796820916,-1.944906014699565e-06,0.0001747271764591528,1.047714303208849e-06,0.0005,0.0001747271764591528,0.0005,0.0003222802032229418,1.944906014699571e-06,0.0003222802032229405
1,0.01799999999999999,10.44498378705672,-0.6059447886437294,-12.0,11.21908495770803,0.01799999999999999,12.0,-0.0004970066500500562,-1.997415644626105e-06,0.0001661521366578671,9.959343053212062e-07,0.0005,0.0001661521366578658,0.0005,0.0003308545133921908,1.997415644626107e-06,0.0003308545133921874
1,0.01999999999999999,10.4056851476035,-0.6046000041247199,-12.0,11.25838729543763,0.01999999999999999,12.0,-0.0004970058631827388,-2.048661154444879e-06,0.0001577899371409312,9.454756628143753e-07,0.0005,0.0001577899371409308,0.0005,0.0003392159260418096,2.048661154444877e-06,0.0003392159260418086
1,0.02199999999999999,10.36746049760585,-0.6032222415193382,-12.0,11.29661587915296,0.02199999999999999,12.0,-0.0004970050262215263,-2.098544020041228e-06,0.0001496561959249022,8.964297584300278e-07,0.0005,0.0001496561959249022,0.0005,0.0003473488302966257,2.098544020041227e-06,0.0003473488302966274
1,0.02399999999999999,10.33037331471895,-0.6018124168780447,-12.0,11.33370719696852,0.02399999999999999,12.0,-0.0004970041464494685,-2.146978431524187e-06,0.0001417644261769088,8.488751190072986e-07,0.0005,0.0001417644261769106,0.0005,0.0003552397202725583,2.146978431524192e-06,0.0003552397202725628
1,0.026,10.29447706374016,-0.6003714962607768,-12.0,11.36960774977517,0.026,12.0,-0.0004970032311669486,-2.193891511392944e-06,0.0001341260106861352,8.028773216587076e-07,0.0005,0.0001341260106861348,0.0005,0.0003628772204808157,2.193891511392945e-06,0.0003628772204808162
1,0.028,10.25981524074352,-0.5989004876653191,-12.0,11.4042740076456,0.028,12.0,-0.0004970022875767804,-2.239223316618605e-06,0.0001267502111392318,7.584891066024197e-07,0.0005,0.0001267502111392331,0.0005,0.00037025207643755,2.239223316618612e-06,0.0003702520764375488
1,0.03,10.22642156681325,-0.5974004330074257,-12.0,11.43767221658546,0.03,12.0,-0.0004970013226811222,-2.282926641358894e-06,0.0001196442092371351,7.157506775162341e-07,0.0005,0.0001196442092371362,0.0005,0.0003773571134439883,2.282926641358897e-06,0.0003773571134439892
1,0.032,10.19432031455128,-0.5958724002663404,-12.0,11.46977807244648,0.032,12.0,-0.0004970003431919653,-2.324966641218243e-06,0.0001128131760752162,6.746901668189324e-07,0.0005,0.0001128131760752169,0.0005,0.0003841871671167486,2.324966641218242e-06,0.0003841871671167496
1,0.034,10.16352674853918,-0.5943174758969394,-12.0,11.50057628081677,0.034,12.0,-0.0004969993554561829,-2.365320302740614e-06,0.0001062603657836667,6.353242410790221e-07,0.0005,0.0001062603657836653,0.0005,0.000390738989672515,2.365320302740618e-06,0.0003907389896725141
1,0.036,10.13404765981513,-0.5927367575958222,-12.0,11.53006002282506,0.036,12.0,-0.0004969983653957057,-2.40397578369769e-06,9.998722918615667e-05,5.976588205966283e-07,0.0005,9.99872291861571e-05,0.0005,0.0003970111362095501,2.403975783697689e-06,0.0003970111362095477
1,0.03800000000000001,10.10588197411986,-0.5911313474938515,-12.0,11.55823034710615,0.03800000000000001,12.0,-0.000496997378462549,-2.440931650364807e-06,9.399354316890472e-05,5.616898870869025e-07,0.0005,9.399354316890462e-05,0.0005,0.0004030038352936456,2.44093165036481e-06,0.0004030038352936463
1,0.03999999999999998,10.07902141407578,-0.5895023458325263,-12.0,11.58509550776616,0.03999999999999998,12.0,-0.000496996399608097,-2.476196037759958e-06,8.827755153911392e-05,5.274043541439199e-07,0.0005,8.827755153911402e-05,0.0005,0.000408718848068983,2.476196037759967e-06,0.0004087188480689828
1,0.04199999999999998,10.05345119647402,-0.5878508451666267,-12.0,11.61067026717745,0.04199999999999998,12.0,-0.00049699543326564,-2.50978575767677e-06,8.283611336650008e-05,4.947809766806176e-07,0.0005,8.283611336650061e-05,0.0005,0.00041415931989914,2.509785757676778e-06,0.0004141593198991439
1,0.04399999999999998,10.02915074732867,-0.5861779251212899,-12.0,11.63497518095022,0.04399999999999998,12.0,-0.0004969944833449111,-2.541725377535675e-06,7.766485511697397e-05,4.637912775519725e-07,0.0005,7.766485511697428e-05,0.0005,0.0004193296282279383,2.541725377535688e-06,0.0004193296282279426
1,0.04599999999999999,10.00609441918198,-0.5844846477183849,-12.0,11.65803588060416,0.04599999999999999,12.0,-0.0004969935532369895,-2.572046290941572e-06,7.275832327571068e-05,4.344004720686415e-07,0.0005,7.275832327571136e-05,0.0005,0.0004242352299612752,2.572046290941568e-06,0.0004242352299612803
1,0.04799999999999999,9.98425219718703,-0.5827720532750608,-12.0,11.67988236742058,0.04799999999999999,12.0,-0.0004969926458281734,-2.60078579809795e-06,6.811013459136743e-05,4.06568373732603e-07,0.0005,6.811013459136627e-05,0.0005,0.0004288825112368056,2.600785798097953e-06,0.0004288825112368019
1,0.04999999999999999,9.96359038264096,-0.5810411568667997,-12.0,11.70054832881019,0.04999999999999999,12.0,-0.000496991763521032,-2.627986211605689e-06,6.371312152974759e-05,3.802502673631922e-07,0.0005,6.371312152974696e-05,0.0005,0.0004332786419912823,2.62798621160568e-06,0.0004332786419912849
1,0.05199999999999999,9.944072244793213,-0.5792929453383503,-12.0,11.72007048637893,0.05199999999999999,12.0,-0.0004969909082612515,-2.653694000254904e-06,5.955947098320764e-05,3.553977384974676e-07,0.0005,5.95594709832068e-05,0.0005,0.0004374314372780422,2.653694000254904e-06,0.0004374314372780397
1,0.05399999999999999,9.925658633831434,-0.5775283748385518,-12.0,11.73848798279624,0.05399999999999999,12.0,-0.0004969900815685819,-2.677958980800271e-06,5.564085472420344e-05,3.319594506170631e-07,0.0005,5.564085472420424e-05,0.0005,0.0004413492268443809,2.677958980800275e-06,0.0004413492268443758
1,0.05599999999999999,9.908308549889703,-0.5757483688492666,-12.0,11.75584181262767,0.05599999999999999,12.0,-0.0004969892845707743,-2.700833565051622e-06,5.194855050475038e-05,3.098818641766356e-07,0.0005,5.194855050475063e-05,0.0005,0.000445040734066022,2.700833565051617e-06,0.0004450407340660205
1,0.058,9.89197966468545,-0.5739538166743379,-12.0,11.77217430053081,0.058,12.0,-0.0004969885180390946,-2.722372067273982e-06,4.847355307855155e-05,2.891098936312501e-07,0.0005,4.847355307855207e-05,0.0005,0.0004485149649605419,2.722372067273982e-06,0.0004485149649605424
1,0.06,9.876628793946253,-0.5721455723515579,-12.0,11.78752862865823,0.06,12.0,-0.0004969877824245817,-2.742630074842526e-06,4.520667475356849e-05,2.6958750057754e-07,0.0005,4.520667475356895e-05,0.0005,0.0004517811076710136,2.742630074842542e-06,0.00045178110767101
1,0.062,9.862212320121674,-0.5703244539489194,-12.0,11.80194841377659,0.062,12.0,-0.0004969870778939933,-2.761663883240774e-06,4.213863536668431e-05,2.51258222766065e-07,0.0005,4.213863536668388e-05,0.0005,0.0004548484425273093,2.76166388324079e-06,0.0004548484425273033
1,0.064,9.848686565985853,-0.5684912432057865,-12.0,11.815477333499,0.064,12.0,-0.0004969864043649222,-2.779529994969677e-06,3.926014180872272e-05,2.340656401084853e-07,0.0005,3.926014180872256e-05,0.0005,0.0004577262625562007,2.779529994969673e-06,0.0004577262625562015
1,0.066,9.836008119530133,-0.5666466878943488,-12.0,11.82815880119419,0.066,12.0,-0.0004969857615393708,-2.796284680753056e-06,3.656195741878937e-05,2.179537798769929e-07,0.0005,3.656195719272472e-05,0.0005,0.0004604238041205793,2.796284680753043e-06,0.0004604238043552909
1,0.068,9.824134119140838,-0.5647914920843806,-12.0,11.84003568082583,0.068,12.0,-0.0004969851489354722,-2.811983600396381e-06,3.403496171487095e-05,2.028674641334838e-07,0.0005,3.403496152641882e-05,0.0005,0.0004629501872205974,2.811983600396387e-06,0.0004629501874168429
1,0.07,9.81302248429435,-0.5629263319814823,-12.0,11.85115005586268,0.07,12.0,-0.0004969845659170452,-2.826681479935352e-06,3.167020103672253e-05,1.887526030192479e-07,0.0005,3.167020088028116e-05,0.0005,0.0004653143648803209,2.826681479935352e-06,0.0004653143650437552
1,0.07200000000000001,9.802632118808136,-0.5610518459780635,-12.0,11.86154302607463,0.07200000000000001,12.0,-0.0004969840117208129,-2.840431841237014e-06,2.945893075190257e-05,1.755564379497496e-07,0.0005,2.945893062241921e-05,0.0005,0.0004675250809689131,2.840431841237011e-06,0.000467525081104652
1,0.07400000000000001,9.792923071399704,-0.5591686381897002,-12.0,11.87125454681271,0.07400000000000001,12.0,-0.0004969834854811448,-2.85328677987744e-06,2.739264972116671e-05,1.632277389806672e-07,0.0005,2.739264961431792e-05,0.0005,0.000469590835759978,2.853286779877455e-06,0.0004695908358724034
1,0.07600000000000001,9.783856664555598,-0.5572772794036186,-12.0,11.88032330003508,0.07600000000000001,12.0,-0.0004969829862523354,-2.865296786955109e-06,2.546312774003346e-05,1.517169607091206e-07,0.0005,2.546312765211062e-05,0.0005,0.0004715198585123027,2.865296786955099e-06,0.0004715198586051919
1,0.07800000000000001,9.775395593772814,-0.5553783081273744,-12.0,11.88878659497235,0.07800000000000001,12.0,-0.0004969825130285372,-2.876510610416719e-06,2.3662426673789e-05,1.409763610434669e-07,0.0005,2.366242660162801e-05,0.0005,0.0004733200863547492,2.876510610416719e-06,0.0004733200864313163
1,0.08000000000000002,9.767504000467994,-0.5534722317221702,-12.0,11.89668029513573,0.08000000000000002,12.0,-0.0004969820647612632,-2.886975151672753e-06,2.198291598764703e-05,1.309600870637416e-07,0.0005,2.198291592856714e-05,0.0005,0.0004749991487736184,2.886975151672762e-06,0.0004749991488365969
1,0.08200000000000002,9.760147521722445,-0.5515595275980157,-12.0,11.90403876850021,0.08200000000000002,12.0,-0.000496981640374719,-2.896735393278265e-06,2.041728334608773e-05,1.216242320032162e-07,0.0005,2.041728329782709e-05,0.0005,0.000476564357028629,2.896735393278263e-06,0.0004765643570803309
