case,vin,v(c1),v(tail),v(vn),v(c2),v(in),v(vp),i(vp),i(vin),ic(q2),ib(q2),i(it),i(rc2),i(vn),ic(q1),ib(q1),i(rc1)
1,-0.132,11.98558186926772,-0.6344842031101916,-12.0,9.678613996940555,-0.132,12.0,-0.0004969796029343334,-1.822919672561474e-08,0.0004939119155443382,3.002167868944151e-06,0.0005,0.0004939119155445627,0.0005,3.067687389995651e-06,1.822919672561476e-08,3.06768738984703e-06
1,-0.13,11.98443108046891,-0.6344711097921808,-12.0,9.679764490055156,-0.13,12.0,-0.0004969796658458566,-1.968565958478989e-08,0.000493667129775226,3.000648494557931e-06,0.0005,0.0004936671297754987,0.0005,3.312536070631461e-06,1.968565958478987e-08,3.312536070444957e-06
1,-0.128,11.98318913308467,-0.6344569721631257,-12.0,9.681006118787003,-0.128,12.0,-0.0004969797336442172,-2.125755617005701e-08,0.0004934029534492331,2.999008799609997e-06,0.0005,0.0004934029534495737,0.0005,3.576780194985201e-06,2.1257556170057e-08,3.576780194750346e-06
1,-0.126,11.98184892078927,-0.6344417076215738,-12.0,9.682345987735744,-0.126,12.0,-0.000496979806696688,-2.295389304050977e-08,0.0004931178749494269,2.997239410270104e-06,0.0005,0.0004931178749498418,0.0005,3.861931747259287e-06,2.295389304050979e-08,3.861931746964587e-06
1,-0.124,11.98040280225256,-0.6344252271470233,-12.0,9.683791736385146,-0.124,12.0,-0.0004969798853960944,-2.47843559344128e-08,0.0004928102688537158,2.995330247975336e-06,0.0005,0.0004928102688542242,0.0005,4.169616542378716e-06,2.478435593441282e-08,4.169616542009044e-06
1,-0.122,11.97884256400611,-0.6344074348199847,-12.0,9.685351576230524,-0.122,12.0,-0.000496979970162262,-2.675935708319938e-08,0.0004924783880354396,2.993270480653761e-06,0.0005,0.0004924783880360588,0.0005,4.501582126822353e-06,2.675935708319945e-08,4.50158212635853e-06
1,-0.12,11.97715938125989,-0.6343882273092849,-12.0,9.687034329954841,-0.12,12.0,-0.0004969800614434954,-2.889008516580456e-08,0.0004921203553279965,2.991048471339517e-06,0.0005,0.0004921203553287573,0.0005,4.859706115498846e-06,2.889008516580467e-08,4.85970611491707e-06
1,-0.118,11.9753437766496,-0.6343674933248976,-12.0,9.688849472674796,-0.118,12.0,-0.0004969801597180007,-3.118855793627864e-08,0.0004917341547491003,2.988651724061185e-06,0.0005,0.0004917341547500433,0.0005,5.246004968899306e-06,3.118855793627868e-08,5.246004968170914e-06
1,-0.116,11.97338557691465,-0.6343451130345953,-12.0,9.690807175255863,-0.116,12.0,-0.0004969802654953967,-3.366767753114935e-08,0.0004913176222848333,2.986066827073079e-06,0.0005,0.0004913176222859866,0.0005,5.662643210562025e-06,3.366767753114943e-08,5.662643209649362e-06
1,-0.114,11.97127386753062,-0.6343209574427371,-12.0,9.692918349673015,-0.114,12.0,-0.0004969803793180971,-3.634128843618298e-08,0.0004908684362383618,2.983279393469238e-06,0.0005,0.0004908684362397841,0.0005,6.11194307973415e-06,3.634128843618293e-08,6.111943078590768e-06
1,-0.112,11.96899694534967,-0.6342948877295559,-12.0,9.695194696363913,-0.112,12.0,-0.0004969805017627374,-3.922423805350344e-08,0.0004903841071548562,2.980273999207914e-06,0.0005,0.0004903841071566143,0.0005,6.596394607883049e-06,3.92242380535036e-08,6.596394606452941e-06
1,-0.11,11.96654226933735,-0.63426675454939,-12.0,9.69764875348595,-0.11,12.0,-0.00049698063344147,-4.233243976888646e-08,0.000489861967341248,2.977034118757389e-06,0.0005,0.0004898619673434149,0.0005,7.118666100224786e-06,4.233243976888647e-08,7.118666098436692e-06
1,-0.108,11.96389640953617,-0.634236397286419,-12.0,9.700293947946825,-0.108,12.0,-0.000496980775003182,-4.568293836590067e-08,0.0004892991600086422,2.973542058452445e-06,0.0005,0.0004892991600113138,0.0005,7.681614994539745e-06,4.568293836590075e-08,7.681614992305304e-06
1,-0.106,11.96104499443561,-0.6342036432666135,-12.0,9.70314464802977,-0.106,12.0,-0.0004969809271345251,-4.929397757337483e-08,0.0004886926280754821,2.969778887903615e-06,0.0005,0.0004886926280787722,0.0005,8.288299059042363e-06,4.929397757337477e-08,8.2882990562527e-06
1,-0.104,11.95797265698613,-0.634168306924826,-12.0,9.706216217375314,-0.104,12.0,-0.0004969810905608163,-5.318506946102039e-08,0.0004880391026820437,2.965724369723068e-06,0.0005,0.0004880391026861034,0.0005,8.941987878771171e-06,5.318506946102026e-08,8.941987875291255e-06
