case,frequency_real,frequency_imag,v(low)_real,v(low)_imag,v(high)_real,v(high)_imag,v(in)_real,v(in)_imag,i(vin)_real,i(vin)_imag,i(clp)_real,i(clp)_imag,i(rhp)_real,i(rhp)_imag,i(rlp)_real,i(rlp)_imag,i(chp)_real,i(chp)_imag
1,1847849.797422254,0.0,7.417793066530283e-05,-0.008612341626985372,0.9999258220693348,0.008612341626985372,1.0,0.0,-0.001999851644138669,-1.722468325396354e-05,0.0009999258220693347,8.612341626985371e-06,0.0009999258220693347,8.612341626985373e-06,0.0009999258220693347,8.612341626985373e-06,0.0009999258220693347,8.612341626975774e-06
1,1920141.938638763,0.0,6.869794729244906e-05,-0.008288137781461338,0.9999313020527075,0.008288137781461338,1.0,0.0,-0.001999862604105415,-1.657627556292396e-05,0.0009999313020527076,8.288137781461337e-06,0.0009999313020527076,8.288137781461337e-06,0.0009999313020527076,8.288137781461337e-06,0.0009999313020527076,8.288137781464243e-06
1,1995262.314968839,0.0,6.362277848842731e-05,-0.007976135068470488,0.9999363772215115,0.007976135068470488,1.0,0.0,-0.001999872754443023,-1.595227013695411e-05,0.0009999363772215115,7.976135068470488e-06,0.0009999363772215115,7.976135068470488e-06,0.0009999363772215115,7.976135068470488e-06,0.0009999363772215115,7.976135068477258e-06
1,2073321.573485913,0.0,5.892252366091817e-05,-0.007675874660071229,0.9999410774763391,0.007675874660071229,1.0,0.0,-0.001999882154952678,-1.535174932015826e-05,0.0009999410774763392,7.675874660071228e-06,0.0009999410774763392,7.675874660071228e-06,0.0009999410774763392,7.675874660071228e-06,0.0009999410774763392,7.675874660070063e-06
1,2154434.69003184,0.0,5.456949022676702e-05,-0.007386914944515295,0.9999454305097731,0.007386914944515295,1.0,0.0,-0.001999890861019546,-1.477382988904208e-05,0.0009999454305097731,7.386914944515295e-06,0.0009999454305097731,7.386914944515295e-06,0.0009999454305097734,7.386914944515295e-06,0.0009999454305097731,7.386914944528345e-06
1,2238721.138568294,0.0,5.053803063577565e-05,-0.007108830884416587,0.9999494619693643,0.007108830884416587,1.0,0.0,-0.001999898923938728,-1.421766176881722e-05,0.0009999494619693644,7.108830884416587e-06,0.0009999494619693642,7.108830884416587e-06,0.0009999494619693642,7.108830884416587e-06,0.0009999494619693644,7.108830884406657e-06
1,2326305.067153579,0.0,4.680439141342958e-05,-0.006841213398394615,0.9999531956085865,0.006841213398394616,1.0,0.0,-0.001999906391217173,-1.368242679677945e-05,0.0009999531956085864,6.841213398394615e-06,0.0009999531956085867,6.841213398394616e-06,0.0009999531956085867,6.841213398394615e-06,0.0009999531956085867,6.841213398400317e-06
1,2417315.480804055,0.0,4.33465733377097e-05,-0.006583668765383749,0.9999566534266623,0.006583668765383749,1.0,0.0,-0.001999913306853325,-1.316733753076171e-05,0.0009999566534266624,6.583668765383749e-06,0.0009999566534266624,6.583668765383749e-06,0.0009999566534266624,6.583668765383749e-06,0.0009999566534266624,6.583668765383841e-06
1,2511886.431509529,0.0,4.014420193006665e-05,-0.006335818050821697,0.99995985579807,0.006335818050821698,1.0,0.0,-0.00199991971159614,-1.267163610163546e-05,0.00099995985579807,6.335818050821698e-06,0.0009999598557980701,6.335818050821698e-06,0.00099995985579807,6.335818050821697e-06,0.0009999598557980701,6.335818050809989e-06
1,2610157.215682483,0.0,3.71784075008322e-05,-0.006097296553953063,0.9999628215924992,0.006097296553953063,1.0,0.0,-0.001999925643184998,-1.219459310791704e-05,0.0009999628215924992,6.097296553953063e-06,0.0009999628215924992,6.097296553953063e-06,0.0009999628215924992,6.097296553953063e-06,0.0009999628215924992,6.097296553953925e-06
1,2712272.579331972,0.0,3.44317140451448e-05,-0.005867753275506113,0.9999655682859548,0.005867753275506113,1.0,0.0,-0.00199993113657191,-1.173550655103606e-05,0.0009999655682859548,5.867753275506112e-06,0.0009999655682859548,5.867753275506112e-06,0.0009999655682859548,5.867753275506112e-06,0.0009999655682859548,5.867753275508323e-06
1,2818382.931264395,0.0,3.188793633719213e-05,-0.005646850405022988,0.9999681120636629,0.005646850405022988,1.0,0.0,-0.001999936224127326,-1.129370081004444e-05,0.0009999681120636628,5.646850405022988e-06,0.000999968112063663,5.646850405022987e-06,0.0009999681120636628,5.646850405022988e-06,0.0009999681120636628,5.646850405011484e-06
1,2928644.564625176,0.0,2.953208461851932e-05,-0.005434262827145685,0.9999704679153816,0.005434262827145685,1.0,0.0,-0.001999940935830763,-1.086852565426732e-05,0.0009999704679153816,5.434262827145684e-06,0.0009999704679153816,5.434262827145685e-06,0.0009999704679153816,5.434262827145685e-06,0.0009999704679153816,5.434262827127805e-06
1,3043219.887107659,0.0,2.735027632058696e-05,-0.00522967764618166,0.9999726497236795,0.005229677646181661,1.0,0.0,-0.001999945299447359,-1.045935529234154e-05,0.0009999726497236794,5.22967764618166e-06,0.0009999726497236796,5.22967764618166e-06,0.0009999726497236794,5.229677646181659e-06,0.0009999726497236796,5.229677646165717e-06
1,3162277.660168313,0.0,2.532965430294668e-05,-0.005032793728294412,0.999974670345697,0.005032793728294412,1.0,0.0,-0.001999949340691394,-1.006558745661468e-05,0.000999974670345697,5.032793728294413e-06,0.000999974670345697,5.032793728294412e-06,0.0009999746703456972,5.032793728294412e-06,0.000999974670345697,5.032793728308788e-06
1,3285993.247600586,0.0,2.345831112656728e-05,-0.004843321260685313,0.9999765416888733,0.004843321260685313,1.0,0.0,-0.001999953083377747,-9.686642521405942e-06,0.0009999765416888733,4.843321260685314e-06,0.0009999765416888733,4.843321260685314e-06,0.0009999765416888735,4.843321260685314e-06,0.0009999765416888733,4.843321260715132e-06
1,3414548.87383353,0.0,2.172521891721168e-05,-0.004660981327153615,0.9999782747810827,0.004660981327153615,1.0,0.0,-0.001999956549562166,-9.321962654323945e-06,0.0009999782747810828,4.660981327153615e-06,0.0009999782747810828,4.660981327153615e-06,0.0009999782747810828,4.660981327153615e-06,0.0009999782747810828,4.660981327172816e-06
1,3548133.89233568,0.0,2.012016440653809e-05,-0.004485505499441768,0.9999798798355933,0.004485505499441768,1.0,0.0,-0.001999959759671187,-8.971010998920503e-06,0.0009999798798355935,4.485505499441768e-06,0.0009999798798355933,4.485505499441769e-06,0.0009999798798355935,4.485505499441769e-06,0.0009999798798355935,4.485505499470574e-06
1,3686945.064519498,0.0,1.863368876896581e-05,-0.004316635443792848,0.999981366311231,0.004316635443792848,1.0,0.0,-0.001999962732622462,-8.633270887570266e-06,0.0009999813663112312,4.316635443792848e-06,0.000999981366311231,4.316635443792848e-06,0.000999981366311231,4.316635443792848e-06,0.0009999813663112312,4.316635443795305e-06
1,3831186.849557207,0.0,1.725703190048388e-05,-0.004154122542166259,0.9999827429680995,0.004154122542166259,1.0,0.0,-0.001999965485936199,-8.308245084354127e-06,0.0009999827429680995,4.154122542166259e-06,0.0009999827429680995,4.154122542166259e-06,0.0009999827429680995,4.154122542166259e-06,0.0009999827429680993,4.154122542164123e-06
1,3981071.705534888,0.0,1.598208081165114e-05,-0.003997727527576645,0.9999840179191882,0.003997727527576645,1.0,0.0,-0.001999968035838377,-7.995455055198608e-06,0.0009999840179191883,3.997727527576644e-06,0.0009999840179191883,3.997727527576645e-06,0.0009999840179191883,3.997727527576645e-06,0.0009999840179191883,3.99772752760679e-06
1,4136820.402388419,0.0,1.480132183119032e-05,-0.003847220133039227,0.9999851986781688,0.003847220133039226,1.0,0.0,-0.001999970397356338,-7.694440266048375e-06,0.0009999851986781689,3.847220133039227e-06,0.0009999851986781689,3.847220133039226e-06,0.0009999851986781689,3.847220133039227e-06,0.0009999851986781689,3.847220133036947e-06
1,4298662.347082186,0.0,1.370779633895714e-05,-0.003702378753622685,0.9999862922036611,0.003702378753622685,1.0,0.0,-0.001999972584407322,-7.404757507267767e-06,0.000999986292203661,3.702378753622685e-06,0.000999986292203661,3.702378753622685e-06,0.000999986292203661,3.702378753622685e-06,0.000999986292203661,3.70237875361081e-06
1,4466835.921509536,0.0,1.269505976779804e-05,-0.003562990121127973,0.9999873049402321,0.003562990121127973,1.0,0.0,-0.001999974609880465,-7.125980242272956e-06,0.0009999873049402323,3.562990121127974e-06,0.000999987304940232,3.562990121127974e-06,0.0009999873049402323,3.562990121127974e-06,0.0009999873049402323,3.56299012114658e-06
1,4641588.83361268,0.0,1.17571436330165e-05,-0.00342884899092831,0.9999882428563669,0.00342884899092831,1.0,0.0,-0.001999976485712734,-6.857697981865751e-06,0.0009999882428563668,3.42884899092831e-06,0.000999988242856367,3.42884899092831e-06,0.000999988242856367,3.42884899092831e-06,0.0009999882428563668,3.428848990954569e-06
1,4823178.482239204,0.0,1.08885203659619e-05,-0.003299757840521959,0.9999891114796341,0.003299757840521959,1.0,0.0,-0.001999978222959268,-6.599515681049439e-06,0.000999989111479634,3.299757840521959e-06,0.000999989111479634,3.299757840521959e-06,0.000999989111479634,3.299757840521959e-06,0.000999989111479634,3.299757840504324e-06
1,5011872.336272615,0.0,1.00840707447378e-05,-0.003175526579365227,0.9999899159292553,0.003175526579365227,1.0,0.0,-0.001999979831858511,-6.351053158715203e-06,0.0009999899159292554,3.175526579365227e-06,0.0009999899159292554,3.175526579365227e-06,0.0009999899159292554,3.175526579365227e-06,0.0009999899159292554,3.175526579338734e-06
1,5207948.328595351,0.0,9.339053730296254e-06,-0.003055972269568505,0.9999906609462696,0.003055972269568504,1.0,0.0,-0.001999981321892539,-6.111944539144432e-06,0.0009999906609462698,3.055972269568505e-06,0.0009999906609462696,3.055972269568505e-06,0.0009999906609462696,3.055972269568505e-06,0.0009999906609462696,3.055972269586288e-06
1,5411695.26546452,0.0,8.649078530329737e-06,-0.002940918857053066,0.9999913509214698,0.002940918857053066,1.0,0.0,-0.00199998270184294,-5.881837714050153e-06,0.0009999913509214698,2.940918857053066e-06,0.0009999913509214698,2.940918857053066e-06,0.0009999913509214696,2.940918857053066e-06,0.0009999913509214698,2.940918856993333e-06
1,5623413.251903369,0.0,8.01007872647477e-06,-0.002830196912780728,0.9999919899212735,0.002830196912780728,1.0,0.0,-0.001999983979842547,-5.660393825546173e-06,0.0009999919899212736,2.830196912780728e-06,0.0009999919899212734,2.830196912780728e-06,0.0009999919899212734,2.830196912780728e-06,0.0009999919899212736,2.830196912799549e-06
1,5843414.13373505,0.0,7.418288312478795e-06,-0.002723643383682472,0.9999925817116876,0.002723643383682472,1.0,0.0,-0.001999985163423375,-5.447286767323867e-06,0.0009999925817116876,2.723643383682473e-06,0.0009999925817116876,2.723643383682473e-06,0.0009999925817116874,2.723643383682473e-06,0.0009999925817116876,2.723643383657493e-06
1,6072021.956909753,0.0,6.870219502224452e-06,-0.002621101352925606,0.9999931297804977,0.002621101352925606,1.0,0.0,-0.001999986259560996,-5.242202705868504e-06,0.0009999931297804978,2.621101352925606e-06,0.0009999931297804978,2.621101352925606e-06,0.0009999931297804978,2.621101352925606e-06,0.0009999931297804978,2.62110135295343e-06
1,6309573.444801795,0.0,6.36264217691919e-06,-0.002522419809172081,0.999993637357823,0.002522419809172081,1.0,0.0,-0.001999987274715646,-5.044839618384422e-06,0.000999993637357823,2.522419809172081e-06,0.000999993637357823,2.522419809172081e-06,0.0009999936373578232,2.522419809172081e-06,0.000999993637357823,2.522419809210367e-06
1,6556418.494179646,0.0,5.892564850404474e-06,-0.00242745342449324,0.9999941074351497,0.00242745342449324,1.0,0.0,-0.001999988214870299,-4.854906848927865e-06,0.0009999941074351497,2.42745342449324e-06,0.0009999941074351497,2.42745342449324e-06,0.0009999941074351497,2.42745342449324e-06,0.0009999941074351497,2.427453424444022e-06
1,6812920.690579464,0.0,5.457217040473476e-06,-0.002336062340618428,0.9999945427829595,0.002336062340618428,1.0,0.0,-0.001999989085565919,-4.672124681248668e-06,0.0009999945427829596,2.336062340618428e-06,0.0009999945427829596,2.336062340618428e-06,0.0009999945427829596,2.336062340618428e-06,0.0009999945427829596,2.336062340622585e-06
1,7079457.843841224,0.0,5.054032942362088e-06,-0.002248111963206705,0.9999949459670577,0.002248111963206705,1.0,0.0,-0.001999989891934116,-4.496223926342413e-06,0.0009999949459670579,2.248111963206705e-06,0.0009999949459670577,2.248111963206706e-06,0.0009999949459670577,2.248111963206706e-06,0.0009999949459670579,2.248111963163236e-06
1,7356422.544596251,0.0,4.680636308243427e-06,-0.002163472763842239,0.9999953193636918,0.002163472763842239,1.0,0.0,-0.001999990638727384,-4.326945527655113e-06,0.0009999953193636918,2.163472763842239e-06,0.0009999953193636918,2.163472763842239e-06,0.0009999953193636918,2.163472763842239e-06,0.0009999953193636918,2.163472763825622e-06
1,7644222.742525834,0.0,4.334826443656096e-06,-0.002082020089464989,0.9999956651735563,0.002082020089464989,1.0,0.0,-0.001999991330347113,-4.16404017894445e-06,0.0009999956651735563,2.082020089464989e-06,0.0009999956651735563,2.082020089464989e-06,0.0009999956651735563,2.082020089464989e-06,0.0009999956651735563,2.082020089479347e-06
1,7943282.347242639,0.0,4.01456523837251e-06,-0.002003633978958846,0.9999959854347618,0.002003633978958846,1.0,0.0,-0.001999991970869523,-4.007267957850669e-06,0.0009999959854347616,2.003633978958846e-06,0.0009999959854347618,2.003633978958846e-06,0.0009999959854347616,2.003633978958846e-06,0.0009999959854347616,2.003633978893575e-06
1,8254041.852680001,0.0,3.717965155304489e-06,-0.001928198986629646,0.9999962820348447,0.001928198986629646,1.0,0.0,-0.001999992564069689,-3.856397973178716e-06,0.0009999962820348447,1.928198986629646e-06,0.0009999962820348447,1.928198986629646e-06,0.0009999962820348447,1.928198986629646e-06,0.0009999962820348447,1.92819898662898e-06
1,8576958.98590875,0.0,3.443278106684924e-06,-0.001855604012315344,0.9999965567218934,0.001855604012315344,1.0,0.0,-0.001999993113443787,-3.711208024670398e-06,0.0009999965567218934,1.855604012315344e-06,0.0009999965567218934,1.855604012315344e-06,0.0009999965567218934,1.855604012315344e-06,0.0009999965567218934,1.855604012291507e-06
1,8912509.381337257,0.0,3.188885151989265e-06,-0.001785742137880146,0.9999968111148481,0.001785742137880146,1.0,0.0,-0.001999993622229696,-3.571484275655123e-06,0.0009999968111148482,1.785742137880146e-06,0.000999996811114848,1.785742137880146e-06,0.000999996811114848,1.785742137880146e-06,0.0009999968111148482,1.785742137852024e-06
1,9261187.281287728,0.0,2.953286956900225e-06,-0.001718510469853581,0.9999970467130431,0.001718510469853581,1.0,0.0,-0.001999994093426086,-3.437020939633939e-06,0.000999997046713043,1.718510469853581e-06,0.0009999970467130432,1.718510469853581e-06,0.0009999970467130432,1.718510469853581e-06,0.0009999970467130432,1.718510469838852e-06
1,9623506.26398067,0.0,2.735094957101262e-06,-0.001653809987984363,0.9999972649050428,0.001653809987984362,1.0,0.0,-0.001999994529810085,-3.307619976022913e-06,0.0009999972649050429,1.653809987984362e-06,0.0009999972649050429,1.653809987984362e-06,0.0009999972649050429,1.653809987984362e-06,0.0009999972649050426,1.653809988034823e-06
1,10000000.0,0.0,2.533023174835788e-06,-0.001591545399487361,0.9999974669768251,0.001591545399487361,1.0,0.0,-0.00199999493395365,-3.183090798941635e-06,0.0009999974669768251,1.591545399487361e-06,0.0009999974669768251,1.591545399487361e-06,0.0009999974669768251,1.591545399487361e-06,0.0009999974669768253,1.59154539951369e-06
2,1.0,0.0,0.9999996052159797,-0.0006283182826678431,3.947840201890902e-07,0.0006283182826678431,1.0,0.0,-7.895680403338186e-10,-1.256636565335686e-06,3.947840201890902e-10,6.28318282667843e-07,3.947840201890902e-10,6.283182826678431e-07,3.947840202522812e-10,6.283182826678431e-07,3.947840201890902e-10,6.283182826678431e-07
2,1.039122303835169,0.0,0.999999573722034,-0.0006528995208651751,4.262779660588797e-07,0.0006528995208651752,1.0,0.0,-8.525559321096496e-10,-1.30579904173035e-06,4.262779660588796e-10,6.528995208651752e-07,4.262779660588797e-10,6.528995208651752e-07,4.262779660368921e-10,6.528995208651751e-07,4.262779660588797e-10,6.528995208651752e-07
2,1.07977516232771,0.0,0.9999995397156557,-0.0006784424312229186,4.602843443453422e-07,0.0006784424312229186,1.0,0.0,-9.205686886216356e-10,-1.356884862445837e-06,4.602843443453423e-10,6.784424312229185e-07,4.602843443453422e-10,6.784424312229186e-07,4.602843443057836e-10,6.784424312229186e-07,4.602843443453423e-10,6.784424312229185e-07
2,1.122018454301963,0.0,0.9999995029964157,-0.0007049846362653794,4.970035843827922e-07,0.0007049846362653794,1.0,0.0,-9.940071687208243e-10,-1.409969272530759e-06,4.970035843827922e-10,7.049846362653794e-07,4.970035843827922e-10,7.049846362653794e-07,4.970035842877252e-10,7.049846362653794e-07,4.970035843827922e-10,7.049846362653794e-07
2,1.165914401179831,0.0,0.9999994633478954,-0.0007325652303593368,5.366521047269096e-07,0.0007325652303593368,1.0,0.0,-1.073304209425908e-09,-1.465130460718673e-06,5.366521047269096e-10,7.325652303593367e-07,5.366521047269096e-10,7.325652303593367e-07,5.366521046434869e-10,7.325652303593367e-07,5.366521047269096e-10,7.325652303593366e-07
2,1.211527658628588,0.0,0.9999994205364112,-0.0007612248372913515,5.794635886872952e-07,0.0007612248372913514,1.0,0.0,-1.158927177561733e-09,-1.522449674582703e-06,5.794635886872952e-10,7.612248372913515e-07,5.794635886872952e-10,7.612248372913514e-07,5.794635887790278e-10,7.612248372913515e-07,5.794635886872951e-10,7.612248372913515e-07
2,1.258925411794167,0.0,0.9999993743096384,-0.0007910056700970785,6.256903616141569e-07,0.0007910056700970785,1.0,0.0,-1.251380723332227e-09,-1.582011340194157e-06,6.256903616141569e-10,7.910056700970786e-07,6.256903616141569e-10,7.910056700970785e-07,6.25690361633069e-10,7.910056700970785e-07,6.256903616141569e-10,7.910056700970786e-07
2,1.308177474260194,0.0,0.999999324395122,-0.0008219515932306141,6.756048780562962e-07,0.0008219515932306141,1.0,0.0,-1.351209756087968e-09,-1.643903186461228e-06,6.756048780562962e-10,8.219515932306141e-07,6.756048780562962e-10,8.219515932306141e-07,6.756048780420798e-10,8.219515932306141e-07,6.756048780562962e-10,8.219515932306141e-07
2,1.359356390878525,0.0,0.9999992704986724,-0.0008541081871653509,7.295013275550691e-07,0.0008541081871653509,1.0,0.0,-1.459002655173037e-09,-1.708216374330702e-06,7.295013275550691e-10,8.541081871653509e-07,7.295013275550691e-10,8.541081871653509e-07,7.29501327567661e-10,8.541081871653509e-07,7.295013275550691e-10,8.541081871653509e-07
2,1.412537544622754,0.0,0.9999992123026313,-0.0008875228155213845,7.876973685381502e-07,0.0008875228155213845,1.0,0.0,-1.575394737241222e-09,-1.775045631042769e-06,7.876973685381501e-10,8.875228155213846e-07,7.876973685381502e-10,8.875228155213846e-07,7.87697368664908e-10,8.875228155213846e-07,7.876973685381501e-10,8.875228155213847e-07
2,1.467799267622069,0.0,0.9999991494639994,-0.0009222446948182127,8.505360005318265e-07,0.0009222446948182126,1.0,0.0,-1.7010720011023e-09,-1.844489389636426e-06,8.505360005318266e-10,9.222446948182126e-07,8.505360005318265e-10,9.222446948182126e-07,8.505360006294538e-10,9.222446948182127e-07,8.505360005318265e-10,9.222446948182127e-07
2,1.525222956539018,0.0,0.9999990816124144,-0.0009583249669553358,9.18387585725703e-07,0.0009583249669553358,1.0,0.0,-1.836775171323794e-09,-1.916649933910672e-06,9.18387585725703e-10,9.583249669553358e-07,9.183875857257031e-10,9.583249669553358e-07,9.183875856466628e-10,9.583249669553358e-07,9.18387585725703e-10,9.583249669553358e-07
2,1.584893192461112,0.0,0.9999990083479683,-0.0009958167745273542,9.916520318038156e-07,0.0009958167745273542,1.0,0.0,-1.983304063561061e-09,-1.991633549054708e-06,9.916520318038155e-10,9.958167745273542e-07,9.916520318038155e-10,9.958167745273542e-07,9.916520317121424e-10,9.958167745273542e-07,9.916520318038155e-10,9.958167745273542e-07
2,1.646897865482867,0.0,0.999998929238851,-0.00103477533908432,1.070761148906507e-06,0.00103477533908432,1.0,0.0,-2.14152229792417e-09,-2.06955067816864e-06,1.070761148906507e-09,1.03477533908432e-06,1.070761148906507e-09,1.03477533908432e-06,1.07076114896909e-09,1.03477533908432e-06,1.070761148906507e-09,1.03477533908432e-06
2,1.71132830416178,0.0,0.9999988438188053,-0.00107525804245242,1.156181194613565e-06,0.00107525804245242,1.0,0.0,-2.312362389234057e-09,-2.150516084904839e-06,1.156181194613565e-09,1.07525804245242e-06,1.156181194613565e-09,1.07525804245242e-06,1.156181194672534e-09,1.07525804245242e-06,1.156181194613565e-09,1.07525804245242e-06
2,1.778279410038921,0.0,0.9999987515843782,-0.001117324511234538,1.248415621947063e-06,0.001117324511234538,1.0,0.0,-2.496831243694719e-09,-2.234649022469075e-06,1.248415621947063e-09,1.117324511234538e-06,1.248415621947063e-09,1.117324511234538e-06,1.248415621768473e-09,1.117324511234538e-06,1.248415621947063e-09,1.117324511234537e-06
2,1.847849797422289,0.0,0.9999986519919535,-0.001161036704614921,1.348008046588768e-06,0.001161036704614921,1.0,0.0,-2.69601609313828e-09,-2.322073409229841e-06,1.348008046588768e-09,1.161036704614921e-06,1.348008046588768e-09,1.16103670461492e-06,1.348008046520022e-09,1.161036704614921e-06,1.348008046588768e-09,1.16103670461492e-06
2,1.9201419386388,0.0,0.9999985444545493,-0.00120645900559699,1.455545450798638e-06,0.00120645900559699,1.0,0.0,-2.911090901459871e-09,-2.41291801119398e-06,1.455545450798638e-09,1.20645900559699e-06,1.455545450798638e-09,1.20645900559699e-06,1.455545450723683e-09,1.20645900559699e-06,1.455545450798638e-09,1.20645900559699e-06
2,1.995262314968878,0.0,0.9999984283383571,-0.001253658315808373,1.571661642915806e-06,0.001253658315808373,1.0,0.0,-3.143323285759308e-09,-2.507316631616746e-06,1.571661642915806e-09,1.253658315808373e-06,1.571661642915806e-09,1.253658315808373e-06,1.571661642940647e-09,1.253658315808373e-06,1.571661642915806e-09,1.253658315808373e-06
2,2.073321573485953,0.0,0.9999983029590072,-0.001302704154012437,1.697040992829392e-06,0.001302704154012437,1.0,0.0,-3.394081985587347e-09,-2.605408308024875e-06,1.697040992829392e-09,1.302704154012437e-06,1.697040992829392e-09,1.302704154012437e-06,1.697040992842958e-09,1.302704154012437e-06,1.697040992829392e-09,1.302704154012437e-06
2,2.154434690031882,0.0,0.9999981675775345,-0.001353668758471043,1.832422465432627e-06,0.001353668758471043,1.0,0.0,-3.664844930932933e-09,-2.707337516942087e-06,1.832422465432628e-09,1.353668758471043e-06,1.832422465432628e-09,1.353668758471043e-06,1.832422465541939e-09,1.353668758471043e-06,1.832422465432628e-09,1.353668758471043e-06
2,2.238721138568337,0.0,0.999998021396024,-0.001406627193308829,1.978603975829568e-06,0.001406627193308829,1.0,0.0,-3.957207951802671e-09,-2.813254386617659e-06,1.978603975829568e-09,1.406627193308829e-06,1.978603975829568e-09,1.406627193308829e-06,1.97860397599392e-09,1.406627193308829e-06,1.978603975829568e-09,1.40662719330883e-06
2,2.326305067153623,0.0,0.999997863552908,-0.001461657459035207,2.136447091959435e-06,0.001461657459035207,1.0,0.0,-4.272894183897364e-09,-2.923314918070415e-06,2.136447091959435e-09,1.461657459035207e-06,2.136447091959435e-09,1.461657459035207e-06,2.136447092015992e-09,1.461657459035207e-06,2.136447091959435e-09,1.461657459035207e-06
2,2.417315480804101,0.0,0.9999976931178877,-0.001518840607386297,2.306882112350655e-06,0.001518840607386297,1.0,0.0,-4.613764224769018e-09,-3.037681214772594e-06,2.306882112350655e-09,1.518840607386297e-06,2.306882112350655e-09,1.518840607386297e-06,2.306882112335096e-09,1.518840607386297e-06,2.306882112350655e-09,1.518840607386297e-06
2,2.511886431509577,0.0,0.999997509086451,-0.00157826086065532,2.490913548926779e-06,0.00157826086065532,1.0,0.0,-4.981827097919266e-09,-3.15652172131064e-06,2.490913548926779e-09,1.57826086065532e-06,2.490913548926779e-09,1.57826086065532e-06,2.490913548980345e-09,1.57826086065532e-06,2.490913548926779e-09,1.57826086065532e-06
2,2.610157215682533,0.0,0.9999973103739528,-0.001640005735686519,2.689626047172954e-06,0.001640005735686519,1.0,0.0,-5.379252094444433e-09,-3.280011471373038e-06,2.689626047172954e-09,1.640005735686519e-06,2.689626047172954e-09,1.640005735686519e-06,2.689626047214233e-09,1.640005735686519e-06,2.689626047172954e-09,1.640005735686519e-06
2,2.712272579332025,0.0,0.9999970958092214,-0.001704166172714448,2.904190778548288e-06,0.001704166172714448,1.0,0.0,-5.808381557253376e-09,-3.408332345428896e-06,2.904190778548288e-09,1.704166172714448e-06,2.904190778548288e-09,1.704166172714448e-06,2.904190778640903e-09,1.704166172714448e-06,2.904190778548288e-09,1.704166172714448e-06
2,2.81838293126445,0.0,0.9999968641276572,-0.001770836669237504,3.135872342811529e-06,0.001770836669237504,1.0,0.0,-6.271744685641041e-09,-3.541673338475009e-06,3.135872342811529e-09,1.770836669237504e-06,3.135872342811529e-09,1.770836669237504e-06,3.135872342796553e-09,1.770836669237504e-06,3.135872342811529e-09,1.770836669237504e-06
2,2.928644564625232,0.0,0.999996613963779,-0.001840115419121904,3.386036220931471e-06,0.001840115419121904,1.0,0.0,-6.772072441871968e-09,-3.680230838243808e-06,3.386036220931471e-09,1.840115419121904e-06,3.386036220931471e-09,1.840115419121904e-06,3.386036220964783e-09,1.840115419121904e-06,3.38603622093147e-09,1.840115419121904e-06
2,3.043219887107717,0.0,0.9999963438431776,-0.001912104457139877,3.656156822496893e-06,0.001912104457139877,1.0,0.0,-7.312313644888223e-09,-3.824208914279753e-06,3.656156822496893e-09,1.912104457139877e-06,3.656156822496893e-09,1.912104457139877e-06,3.656156822406942e-09,1.912104457139877e-06,3.656156822496893e-09,1.912104457139877e-06
2,3.162277660168374,0.0,0.9999960521738249,-0.001986909809153698,3.947826175042694e-06,0.001986909809153698,1.0,0.0,-7.895652350166473e-09,-3.973819618307396e-06,3.947826175042695e-09,1.986909809153698e-06,3.947826175042695e-09,1.986909809153698e-06,3.947826175076941e-09,1.986909809153698e-06,3.947826175042695e-09,1.986909809153698e-06
2,3.285993247600649,0.0,0.9999957372366935,-0.002064641648165398,4.262763306490137e-06,0.002064641648165398,1.0,0.0,-8.525526612892266e-09,-4.129283296330796e-06,4.262763306490137e-09,2.064641648165398e-06,4.262763306490137e-09,2.064641648165398e-06,4.262763306450701e-09,2.064641648165398e-06,4.262763306490137e-09,2.064641648165398e-06
2,3.414548873833596,0.0,0.9999953971756239,-0.002145414456460376,4.602824375981404e-06,0.002145414456460375,1.0,0.0,-9.20564875196493e-09,-4.290828912920751e-06,4.602824375981405e-09,2.145414456460375e-06,4.602824375981404e-09,2.145414456460375e-06,4.602824376087611e-09,2.145414456460376e-06,4.602824375981404e-09,2.145414456460375e-06
2,3.548133892335748,0.0,0.9999950299863871,-0.002229347194082019,4.970013612796684e-06,0.002229347194082019,1.0,0.0,-9.940027225695661e-09,-4.458694388164039e-06,4.970013612796684e-09,2.229347194082019e-06,4.970013612796684e-09,2.229347194082019e-06,4.97001361288163e-09,2.229347194082019e-06,4.970013612796684e-09,2.229347194082019e-06
2,3.686945064519569,0.0,0.9999946335048722,-0.002316563473883453,5.366495127800929e-06,0.002316563473883453,1.0,0.0,-1.073299025563693e-08,-4.633126947766906e-06,5.36649512780093e-09,2.316563473883453e-06,5.366495127800929e-09,2.316563473883453e-06,5.36649512783427e-09,2.316563473883453e-06,5.36649512780093e-09,2.316563473883453e-06
2,3.831186849557281,0.0,0.9999942053943331,-0.002407191743412051,5.794605667005983e-06,0.002407191743412051,1.0,0.0,-1.158921133383164e-08,-4.814383486824101e-06,5.794605667005983e-09,2.407191743412051e-06,5.794605667005984e-09,2.407191743412051e-06,5.794605666853415e-09,2.407191743412051e-06,5.794605667005983e-09,2.40719174341205e-06
