Cfilter,time,V(b),V(out),V(raw),V(a),I(D1),I(D3),I(D4),I(CFILTER),I(D2),I(RLOAD)
4.7e-05,0.08432765287534133,-0.7654538940444322,9.639997313932938,10.96784623470415,10.40545120797737,0.05623950737017935,4.697501764640646e-09,0.05623950737017686,0.04659951568891785,4.697513489304583e-09,0.009639997313932938
4.7e-05,0.08434765287534134,-0.7651123469991212,9.659748387808511,10.98376383256245,10.42486073480763,0.05589029531235745,-1.446312395381605e-08,0.05589029531236064,0.04623053336530347,-1.446311514996523e-08,0.009659748387808512
4.7e-05,0.08436765287534134,-0.7647443898148953,9.679337206248848,10.99924401504539,10.44408159606374,0.05551624665628196,4.758108621722941e-09,0.05551624665628294,0.04583691508462806,4.758113902880723e-09,0.009679337206248848
4.7e-05,0.08438765287534135,-0.7643504681145767,9.69875344344081,11.01428573992537,10.46310391155542,0.05511816843726258,-1.439974670304979e-08,0.05511816843722775,0.04541940144680723,-1.439975250150383e-08,0.00969875344344081
4.7e-05,0.08440765287534135,-0.7639310131698007,9.717987147024214,11.02888799766058,10.48191816019403,0.05469698857079486,4.824133787682854e-09,0.05469698857079056,0.04497900708022939,4.82414108660123e-09,0.009717987147024215
4.7e-05,0.08442765287534136,-0.7634863843850432,9.73702872673491,11.04304986893376,10.50051511111994,0.05425346145022658,-1.433115692402693e-08,0.05425346145024268,0.04451641920741167,-1.433114960036619e-08,0.00973702872673491
4.7e-05,0.08444765287534137,-0.7630169296870619,9.755868943406906,11.0567704642849,10.51888587309398,0.05378846401427495,4.895172825781533e-09,0.0537884640142719,0.04403260076680482,4.895168714824649e-09,0.009755868943406906
4.7e-05,0.08446765287534137,-0.7625229276452608,9.774498898333627,11.07004898201227,10.53702182597892,0.05330270134559889,-1.425774501210944e-08,0.05330270134556503,0.04352818897876887,-1.425775053576217e-08,0.009774498898333627
4.7e-05,0.08448765287534138,-0.762004647518074,9.792910022987321,11.08288464814665,10.55491467050541,0.05279700273497667,4.970849076369318e-09,0.05279700273496168,0.0430040984632285,4.970850397967297e-09,0.009792910022987322
4.7e-05,0.08450765287534139,-0.7614622910473852,9.811094069095278,11.09527677467682,10.57255636014266,0.05227202727354552,-1.417987420578195e-08,0.05227202727353233,0.0424609197987067,-1.417987505192286e-08,0.009811094069095277
4.7e-05,0.08452765287534139,-0.7608960521938002,9.829043099070606,11.10722469983357,10.58993915126442,0.05172855990773328,5.050812398601889e-09,0.05172855990772579,0.04189952262986196,5.050813101092899e-09,0.009829043099070607
4.7e-05,0.0845476528753414,-0.7603060586314463,9.846749476795198,11.11872784661328,10.60705553542666,0.05116721702077776,-1.40978818746595e-08,0.05116721702076249,0.0413204542151604,-1.409789618378454e-08,0.009846749476795199
4.7e-05,0.0845676528753414,-0.7596924311924855,9.864205858752108,11.12978566335117,10.62389828994462,0.05058874247540146,5.134737863620365e-09,0.0505887424753762,0.04072454252151658,5.134737079970364e-09,0.009864205858752109
4.7e-05,0.08458765287534141,-0.7590552250778178,9.881405185504502,11.14039768252765,10.64046041058232,0.0499937131824435,-1.401208083574452e-08,0.04999371318245072,0.04011229475847955,-1.401208038487312e-08,0.009881405185504502
4.7e-05,0.08460765287534142,-0.7583944890216365,9.89834067351812,11.15056346161997,10.65673516253976,0.04938283513034492,5.222324437193782e-09,0.04938283513033853,0.03948450045870544,5.22232923572119e-09,0.00989834067351812
4.7e-05,0.08462765287534142,-0.7577102062243863,9.915005807324484,11.16028264218488,10.67271601354889,0.04875664894083975,-1.392276066443844e-08,0.04875664894082435,0.03884162999864316,-1.392276516298807e-08,0.009915005807324484
4.7e-05,0.08464765287534143,-0.7570023532391907,9.931394332021913,11.16955489098695,10.68839668526111,0.04811582588588159,5.313293681570693e-09,0.04811582588588548,0.03818443766592594,5.313296469466877e-09,0.009931394332021913
4.7e-05,0.08466765287534143,-0.7562708406240315,9.94750024611194,11.17837995936051,10.70377108673599,0.04746087343225902,-1.383018897419144e-08,0.04746087343224223,0.03751336016816254,-1.383019032630273e-08,0.00994750024611194
4.7e-05,0.08468765287534144,-0.7555155715432065,9.963317794668754,11.18675762462155,10.71883336621198,0.04679243124833476,5.407388499406068e-09,0.04679243124832907,0.03682911968942904,5.407381209465711e-09,0.009963317794668754
4.7e-05,0.08470765287534145,-0.7547363821273869,9.978841462839883,11.19468774972026,10.73357784496727,0.04611097674068532,-1.373461264428466e-08,0.04611097674069017,0.03613212239050512,-1.37346134465588e-08,0.009978841462839883
4.7e-05,0.08472765287534145,-0.7539330997734712,9.994065969676607,11.20217022495302,10.74799906945008,0.04541712105466722,5.504371938500928e-09,0.04541712105466014,0.03542306145853757,5.504370292896965e-09,0.009994065969676606
4.7e-05,0.08474765287534146,-0.7531054831920692,10.00898626229333,11.20920502792614,10.7620917454854,0.04471131460780597,-1.363625897882692e-08,0.04471131460780736,0.0347023156034254,-1.36362654501454e-08,0.01000898626229333
4.7e-05,0.08476765287534146,-0.7522532803800885,10.02359751035561,11.21579216559361,10.7758507907357,0.04399414308981164,5.604026072593361e-09,0.04399414308980568,0.0339705521059912,5.604032793371516e-09,0.01002359751035561
4.7e-05,0.08478765287534147,-0.7513761683240983,10.03789510089733,11.22193173456346,10.78927126922144,0.04326603299886322,-1.353533678268621e-08,0.04326603299885573,0.03322812531703079,-1.353533285453068e-08,0.01003789510089733
4.7e-05,0.08480765287534148,-0.7504738106092148,10.05187463346829,11.22762386349778,10.80234844407752,0.04252754764817901,5.706150972083783e-09,0.04252754764816069,0.03247567971102683,5.706137784500243e-09,0.01005187463346829
4.7e-05,0.08482765287534148,-0.7495457967357488,10.06553191561437,11.2328687738043,10.81507771235012,0.04177909271337654,-1.343203734096836e-08,0.04177909271338445,0.03171354839579266,-1.343202882253536e-08,0.01006553191561437
4.7e-05,0.08484765287534149,-0.7485916993149022,10.07886295869355,11.23766672244814,10.82745465800847,0.04102121225453281,5.810563777570953e-09,0.04102121225452005,0.03094235618089414,5.810560921304386e-09,0.01007886295869355
4.7e-05,0.0848676528753415,-0.7476110129424267,10.09186397403193,11.24201806308487,10.83947498697438,0.0402542942845141,-1.332653528900622e-08,0.04025429428450203,0.03016241810776421,-1.332653098984338e-08,0.01009186397403193
4.7e-05,0.0848876528753415,-0.7466032109170939,10.10453136942539,11.24592318934808,10.85113458034249,0.03947886681765489,5.917097889861362e-09,0.03947886681766259,0.02937434254387483,5.917097922747416e-09,0.01010453136942539
4.7e-05,0.08490765287534151,-0.7455676835982512,10.11686174599388,11.249382596497,10.86242942959214,0.03869530347150985,-1.321898935862686e-08,0.0386953034714934,0.0285784297456928,-1.321899034678609e-08,0.01011686174599388
4.7e-05,0.08492765287534151,-0.7445037945650554,10.12885189539651,11.25239682526187,10.87335568996158,0.037904119555634,6.025602291553018e-09,0.03790411955562283,0.02777527499213051,6.025597798497984e-09,0.01012885189539651
4.7e-05,0.08494765287534152,-0.7434108183655077,10.14049879741796,11.2549665240986,10.88390961578348,0.03710567772197138,-1.310954298429318e-08,0.03710567772196839,0.0269651671956197,-1.310954012012644e-08,0.01014049879741796
4.7e-05,0.08496765287534153,-0.7422879960117008,10.15179961793789,11.25709239369662,10.89408761394959,0.03630048411064735,6.135941018002488e-09,0.03630048411064658,0.02614869209146775,6.135945085361527e-09,0.01015179961793789
4.7e-05,0.08498765287534153,-0.7411344720033686,10.16275170729754,11.25877524995761,10.90388617930091,0.03548889406734368,-1.299832474952196e-08,0.03548889406734194,0.02532613091563007,-1.299833130019579e-08,0.01016275170729754
4.7e-05,0.08500765287534154,-0.7399493490279312,10.17335259908,11.26001596929702,10.91330194810797,0.03467140836691307,6.247992799652533e-09,0.03467140836688809,0.02449806367052787,6.247988793006698e-09,0.01017335259908
4.7e-05,0.08502765287534154,-0.7387316241109882,10.18360000932291,11.26081555249439,10.9223316334339,0.03384837902059346,-1.288544864907612e-08,0.03384837902059804,0.02366476789232763,-1.28854527048361e-08,0.01018360000932291
4.7e-05,0.08504765287534155,-0.7374802423560265,10.1934918361855,11.26117507095378,10.93097207854153,0.03302030560288216,6.361650902877262e-09,0.03302030560288251,0.02282682201881414,6.361648985375723e-09,0.0101934918361855
4.7e-05,0.08506765287534156,-0.7361940320371776,10.20302616009488,11.26109573161026,10.93922019213208,0.03218754117681577,-1.277101413656998e-08,0.03218754117680585,0.02198450427376741,-1.277101979724193e-08,0.01020302616009488
4.7e-05,0.08508765287534156,-0.7348717571721846,10.21220124439985,11.26057882435567,10.94707300157205,0.03135058875519015,6.476823203575004e-09,0.03135058875518515,0.02113839616865221,6.476827962842435e-09,0.01021220124439985
4.7e-05,0.08510765287534157,-0.733512051326473,10.22101553656474,11.25962578823234,10.95452758789123,0.03050980737900666,-1.265510591909246e-08,0.03050980737900173,0.0202887815385111,-1.265511251347107e-08,0.01022101553656474
4.7e-05,0.08512765287534158,-0.7321134687615878,10.2294676699397,11.25823816028183,10.96158113870133,0.02966570875149621,6.593432535854182e-09,0.02966570875147193,0.0194362502156622,6.593428025780668e-09,0.0102294676699397
4.7e-05,0.08514765287534158,-0.730674416663657,10.23755646614891,11.25641764331281,10.9682308828126,0.02881866351224005,-1.253779345206727e-08,0.0288186635122311,0.01858109726035906,-1.253779302601288e-08,0.01023755646614891
4.7e-05,0.08516765287534159,-0.7291932045476166,10.2452809381432,11.25416605649256,10.97447414269082,0.02796919809159526,6.711417368072546e-09,0.02796919809158603,0.0177239268529874,6.711413647053632e-09,0.0102452809381432
4.7e-05,0.0851876528753416,-0.727667974555132,10.2526402939697,11.25148540504393,10.98030826852484,0.02711770123278612,-1.241913007717563e-08,0.02711770123278431,0.01686505177180209,-1.241912350735674e-08,0.0102526402939697
4.7e-05,0.0852076528753416,-0.7260967487216092,10.2596339413172,11.24837783297251,10.98573069003882,0.02626472112410738,6.830732867410943e-09,0.02626472112410926,0.01600509756133306,6.830740417740344e-09,0.0102596339413172
4.7e-05,0.0852276528753416,-0.7244773569092473,10.26626149290312,11.24484569512702,10.99073884981239,0.0254106722323133,-1.229915173753696e-08,0.02541067223230269,0.01514440231964898,-1.229915724820785e-08,0.01026626149290312
4.7e-05,0.08524765287534161,-0.722807481459828,10.27252277277558,11.24089151253926,10.99533025423541,0.02455613278173452,6.951352422667562e-09,0.02455613278173903,0.01428362121214377,6.951363928919818e-09,0.01027252277277558
4.7e-05,0.08526765287534162,-0.7210845822409055,10.27841782361231,11.23651804736986,10.99950240585324,0.02370155197379376,-1.217787519960836e-08,0.02370155197378085,0.01342312664305467,-1.217788536678199e-08,0.01027841782361231
4.7e-05,0.08528765287534162,-0.7193059381175004,10.2839469151068,11.23172826142781,11.00325285322436,0.02284754789362964,7.073269694423362e-09,0.02284754789360174,0.0125636131943665,7.07326641702366e-09,0.0102839469151068
4.7e-05,0.08530765287534163,-0.7174685685021664,10.28911055354177,11.22652539461095,11.00657912204398,0.02199461520140389,-1.205529571688347e-08,0.02199461520139404,0.01170549826732525,-1.205529898129498e-08,0.01028911055354177
4.7e-05,0.08532765287534164,-0.715569270997058,10.29390949265936,11.22091292725358,11.00947876365641,0.02114342355622689,7.196501246340393e-09,0.02114342355622717,0.01084952753581803,7.19651005454125e-09,0.01029390949265936
4.7e-05,0.08534765287534164,-0.713604538769955,10.29834474594735,11.21489466273956,11.01194928471734,0.02029452587084535,-1.193138410219989e-08,0.02029452587082411,0.009996176148739266,-1.193138032817842e-08,0.01029834474594735
4.7e-05,0.08536765287534165,-0.7115705936748071,10.30241760047026,11.20847469436997,11.01398819414509,0.01944865734358814,7.321089759145201e-09,0.01944865734358564,0.00914625478852571,7.321103723256783e-09,0.01030241760047026
4.7e-05,0.08538765287534165,-0.709463298768954,10.30612963238258,11.20165749283349,11.01559293115152,0.018606444362117,-1.180608325536887e-08,0.01860644436211756,0.008300311519199965,-1.180608499851132e-08,0.01030612963238258
4.7e-05,0.08540765287534166,-0.7072781862699724,10.30948272426841,11.1944478782364,11.01676091053842,0.01776870421691612,7.447107707759785e-09,0.01776870421689995,0.007459238522876888,7.44710959565964e-09,0.01030948272426841
4.7e-05,0.08542765287534167,-0.7050103646657142,10.31247908445615,11.18685111297858,11.01748944912193,0.01693615470637511,-1.167930437081347e-08,0.01693615470635339,0.006623674645702238,-1.167929752909913e-08,0.01031247908445615
4.7e-05,0.08544765287534167,-0.7026545411211504,10.31512126845594,11.17887287933205,11.0177758095771,0.01610971455016319,7.574661129153494e-09,0.0161097145501592,0.005794612829532753,7.574669780296972e-09,0.01031512126845594
4.7e-05,0.08546765287534168,-0.7002049230564218,10.31741220266123,11.17051937784756,11.01761712571766,0.01529021366206251,-1.155092340360949e-08,0.01529021366205498,0.004972803321521724,-1.155092910209987e-08,0.01031741220266123
4.7e-05,0.08548765287534169,-0.6976552352762315,10.31935521043894,11.16179731020907,11.01701044571522,0.01447869415327929,7.70389261888725e-09,0.01447869415327343,0.004159361690675212,7.703890858579143e-09,0.01031935521043894
4.7e-05,0.08550765287534169,-0.6949986168643019,10.32095404070277,11.15271398232246,11.01595265756713,0.01367612105475757,-1.142077903926336e-08,0.01367612105474484,0.003355172481711577,-1.142078431826121e-08,0.01032095404070277
4.7e-05,0.0855276528753417,-0.6922276346988028,10.32221289901576,11.14327729078253,11.01444053371467,0.01288368354177116,7.834981800014573e-09,0.01288368354174441,0.002561497447587158,7.834968229758488e-09,0.01032221289901576
4.7e-05,0.0855476528753417,-0.6893341784527944,10.32313648119446,11.13349582785428,11.01247065964725,0.01210250553202563,-1.128867459673799e-08,0.01210250553203743,0.00177937907329806,-1.128867666011502e-08,0.01032313648119446
4.7e-05,0.08556765287534171,-0.6863094748013321,10.32373000928077,11.12337886724678,11.01003948408217,0.01133394628460849,7.968139964587578e-09,0.01133394628458767,0.001010248176747552,7.968132820224127e-09,0.01032373000928077
4.7e-05,0.08558765287534172,-0.6831439868349598,10.32399926959775,11.11293646467985,11.00714325643276,0.01057930967031773,-1.115438826412375e-08,0.01057930967031589,0.0002553260994844209,-1.115439296484055e-08,0.01032399926959775
4.7e-05,0.08560765287534172,-0.6798274378415989,10.32395065240303,11.10217943408182,11.00377809024465,0.00984014248731846,8.103593133173257e-09,0.009840142487301737,-0.0004837699812583196,8.103588911012594e-09,0.01032395065240303
4.7e-05,0.08562765287534173,-0.6763487272379294,10.32359119238435,11.09111943163682,10.9999399196223,0.009117940183758222,-1.101769903533262e-08,0.009117940183761344,-0.001205628413906368,-1.101769342426451e-08,0.01032359119238435
4.7e-05,0.08564765287534173,-0.6726959799317864,10.32292860889608,11.07976890640051,10.99562458882789,0.00841443999880731,8.241544338167226e-09,0.008414439998798342,-0.001908442937995858,8.241540783160417e-09,0.01032292860889608
4.7e-05,0.08566765287534174,-0.6688564992855053,10.32197134440513,11.06814114731407,10.99082784369071,0.007731319483905708,-1.087843945243535e-08,0.007731319483895594,-0.002590621246710612,-1.087843592983972e-08,0.01032197134440513
4.7e-05,0.08568765287534175,-0.664816867461905,10.32072859909741,11.05625018283481,10.98554546655935,0.007070480009652158,8.382102286047342e-09,0.007070480009636563,-0.003250194482816937,8.382103899862159e-09,0.01032072859909741
4.7e-05,0.08570765287534175,-0.6605629656195884,10.31921035900583,11.04411076071682,10.97977332462546,0.006433732872546116,-1.073658911986905e-08,0.006433732872548059,-0.003885438205955438,-1.073658495442942e-08,0.01031921035900583
4.7e-05,0.08572765287534176,-0.6560801593176269,10.31742741438889,11.03173816258136,10.97350757370657,0.005823067412649152,8.525162641311101e-09,0.005823067412635934,-0.00449429725981787,8.525162797923258e-09,0.01031742741438889
4.7e-05,0.08574765287534176,-0.6513531248314965,10.31539137684669,11.01914837757547,10.96674450167835,0.005240376997388552,-1.05923364507436e-08,0.005240376997371864,-0.005075024971709752,-1.059234477907012e-08,0.01031539137684669
4.7e-05,0.08576765287534177,-0.6463672708392298,10.31311464372631,11.00635668065951,10.95948191456555,0.004687485279566417,8.6701686057336e-09,0.004687485279558047,-0.005625620693905375,8.6701668067235e-09,0.01031311464372631
4.7e-05,0.08578765287534178,-0.6411075050502593,10.31061035617923,10.9933788659513,10.95171786122953,0.004166090025554681,-1.044663003830484e-08,0.004166090025542061,-0.006144530777170587,-1.044663022753411e-08,0.01031061035617923
4.7e-05,0.08580765287534178,-0.6355593122330294,10.3078923654533,10.98023016867085,10.94345167768637,0.003677857914663463,8.816205700296076e-09,0.003677857914657669,-0.006630025634493109,8.816209984274792e-09,0.0103078923654533
4.7e-05,0.08582765287534179,-0.6297094386217079,10.3049751271824,10.96692458070521,10.93468456580398,0.003223991189331699,-1.030078377132336e-08,0.003223991189342705,-0.00708099423854236,-1.030078244923516e-08,0.0103049751271824
4.7e-05,0.0858476528753418,-0.6235458174392186,10.30187357471425,10.95347492505628,10.92541939215363,0.002805562251646521,8.961379148861403e-09,0.002805562251642591,-0.007496302361609253,8.96137386519058e-09,0.01030187357471425
4.7e-05,0.0858676528753418,-0.6170584853693235,10.29860296269075,10.93989193933887,10.91566144806038,0.002423038970880143,-1.015696855704443e-08,0.002423038970871621,-0.007875574148719977,-1.015697748130151e-08,0.01029860296269075
4.7e-05,0.08588765287534181,-0.6102395378067289,10.29517868089429,10.92618432050005,10.90541821870124,0.002076619283082337,9.103198215135042e-09,0.002076619283074262,-0.008218550294579074,9.1031893134641e-09,0.01029517868089429
4.7e-05,0.08590765287534181,-0.6030838317331231,10.29161604850877,10.91235802191184,10.89469988024191,0.001765804149087558,-1.001791161656298e-08,0.001765804149077535,-0.008525821917309884,-1.001791538612906e-08,0.01029161604850877
4.7e-05,0.08592765287534182,-0.5955887715795551,10.28793009667595,10.89841646747682,10.88351886825589,0.001489769160922805,9.23883221950784e-09,0.001489769160905722,-0.008798151696900902,9.238831921720703e-09,0.01028793009667595
4.7e-05,0.08594765287534183,-0.5877546721232694,10.28413535400223,10.88436018869855,10.87189002612613,0.001247006370865833,-9.886388781791893e-09,0.001247006370845667,-0.009037138869537387,-9.886393925739867e-09,0.01028413535400223
4.7e-05,0.08596765287534183,-0.5795842577611054,10.28024564683063,10.87018732537486,10.85982990459149,0.001035751444078414,9.365738795450529e-09,0.001035751444084479,-0.009244484836997913,9.365743736111654e-09,0.01028024564683063
4.7e-05,0.08598435858852103,-0.572505694949081,10.27693299802324,10.85825636254772,10.8494386929726,0.0008817571832242521,-9.774285072150684e-09,0.0008817571832119421,-0.009395185589092137,-9.774288045605317e-09,0.01027693299802324
4.7e-05,0.08599954207407978,-0.5658748965564939,10.27387841805744,10.84733664929705,10.83975331461496,0.0007583429277513432,9.459532112888769e-09,0.0007583429277310252,-0.009515526030781984,9.45952649544779e-09,0.01027387841805744
4.7e-05,0.08601389490907041,-0.5594375990395264,10.27095723363092,10.8369448079379,10.83039483267078,0.0006549878361461481,-9.690561180550102e-09,0.0006549878361508817,-0.00961597314559981,-9.690559465980186e-09,0.01027095723363092
4.7e-05,0.08602749118141502,-0.5531906433888327,10.26816335544206,10.82703600250078,10.82135399883064,0.0005682099031734111,9.536157644981656e-09,0.0005682099031717436,-0.009699939832813698,9.536158529499517e-09,0.01026816335544206
4.7e-05,0.08604202558655666,-0.5463558889518847,10.26515151899471,10.81637065426327,10.81150740794787,0.0004863150153866513,-9.61616021677865e-09,0.0004863150153673829,-0.009778842262974763,-9.616174523330301e-09,0.01026515151899471
4.7e-05,0.0860551176204816,-0.5400636201653253,10.26241892847553,10.80669668495844,10.80248254864324,0.0004214232383858985,9.606848934313703e-09,0.0004214232383586199,-0.00984098349913154,9.60684864992345e-09,0.01026241892847553
4.7e-05,0.0860679102237477,-0.5337936473077729,10.25973310825424,10.79718017111385,10.79352675556297,0.0003653320030050367,-9.552096671332224e-09,0.0003653320029903533,-0.009894408838903246,-9.552101332133134e-09,0.01025973310825424
4.7e-05,0.08608011257877414,-0.5277032296916762,10.25715847288506,10.78804194134358,10.78486170257842,0.0003180335433761172,9.666852076300432e-09,0.0003180335433549541,-0.009939113951787704,9.666845102174193e-09,0.01025715847288506
4.7e-05,0.08609194805557299,-0.5216955954919484,10.25465080822251,10.77911992637916,10.77634640371592,0.0002773427703051112,-9.49603151124238e-09,0.0002773427702966816,-0.00997731656686085,-9.496030628497465e-09,0.01025465080822251
4.7e-05,0.08610341733916088,-0.5157813394397888,10.25221210727339,10.77041739944909,10.76799344671555,0.0002424049931271099,9.71976159973034e-09,0.0002424049931120525,-0.01000979666714841,9.71975389063573e-09,0.01025221210727339
4.7e-05,0.08611458033982372,-0.5099391591115463,10.24983136485862,10.76189242044173,10.75977052397276,0.0002121802009824592,-9.445921024607467e-09,0.0002121802009743683,-0.01003766005570128,-9.445928483842181e-09,0.01024983136485862
4.7e-05,0.08612547417942336,-0.5041575529378495,10.24750203721617,10.75351962941076,10.75165959015657,0.000186013692902165,9.767465620724302e-09,0.0001860136928772755,-0.01006147814796066,9.767457953557823e-09,0.01024750203721617
4.7e-05,0.08613612003459514,-0.4984321581231885,10.2452207141322,10.74528544183507,10.74365287226048,0.0001632475571344827,-9.400332115946745e-09,0.0001632475571177784,-0.01008198222257306,-9.400329403774776e-09,0.0102452207141322
4.7e-05,0.086146554048428,-0.4927494417447651,10.24298056329514,10.73716431685643,10.73573000504387,0.0001434409924438995,9.811189014895212e-09,0.0001434409924316808,-0.01009952949489445,9.81118297715966e-09,0.01024298056329514
4.7e-05,0.0861567844365695,-0.4871101066919987,10.2407805735442,10.72915204441924,10.72789068023825,0.000126127059854042,-9.358255482385841e-09,0.0001261270598462729,-0.01011466266139394,-9.358247510249385e-09,0.0102407805735442
4.7e-05,0.08616684218723539,-0.4815016054012649,10.23861470621048,10.72122636455254,10.72011631161079,0.0001110151459737807,9.851793054292739e-09,0.0001110151459763091,-0.01012758953909554,9.851808258076744e-09,0.01023861470621048
4.7e-05,0.08617672960373073,-0.4759266792907137,10.23648298675734,10.71338729652339,10.7124096660526,9.775372812548255e-05,-9.318958395716864e-09,9.775372811700518e-05,-0.01013873844085822,-9.318963378746048e-09,0.01023648298675734
4.7e-05,0.0861864733336603,-0.4703738728610123,10.23438010796884,10.70561542451035,10.70475398084015,8.615425693747625e-05,9.889909987258013e-09,8.61542569143429e-05,-0.01014821584963954,9.889893348713485e-09,0.01023438010796885
4.7e-05,0.08619607224330784,-0.4648470373500366,10.23230668317137,10.69791322623774,10.69715372053474,7.594128840437975e-05,-9.281893437055791e-09,7.59412883902122e-05,-0.01015637458554863,-9.281908575076159e-09,0.01023230668317137
4.7e-05,0.08620554981015986,-0.4593355221935163,10.23025795325262,10.6902633447755,10.68959347545578,6.699685799915756e-05,9.926017227230499e-09,6.699685799394905e-05,-0.01016325109409877,9.926024446826887e-09,0.01023025795325262
4.7e-05,0.08621490278567356,-0.453843814651302,10.22823488499612,10.68266976995627,10.68207869965074,5.909778391099962e-05,-9.246642216341798e-09,5.909778390221881e-05,-0.01016914628573318,-9.246647891814064e-09,0.01022823488499612
4.7e-05,0.0862241523557029,-0.4483618137760121,10.22623312125068,10.67511659640263,10.67459493502826,5.217609792218525e-05,9.960483556112516e-09,5.217609792205528e-05,-0.01017404701123326,9.960485769511251e-09,0.01022623312125068
4.7e-05,0.08623329393297531,-0.4428943725203141,10.22425384679347,10.66760876725105,10.66714821931515,4.604558071719111e-05,-9.21287814707835e-09,4.60455807137382e-05,-0.01017821743599256,-9.212879348297065e-09,0.01022425384679347
4.7e-05,0.08624234704493254,-0.4374317399477849,10.22229299801632,10.66013138193856,10.6597247379734,4.067439012267471e-05,9.993599672020142e-09,4.067439010343419e-05,-0.01018160857823602,9.993597060997672e-09,0.01022229299801632
4.7e-05,0.08625130627862317,-0.4319789507666449,10.22035188790191,10.65268996049351,10.65233083867444,3.590300155842385e-05,-9.180341239001145e-09,3.590300155539906e-05,-0.01018445803644852,-9.18034537278345e-09,0.01022035188790191
4.7e-05,0.08626018996043398,-0.4265264507900159,10.21842666660037,10.64527027814214,10.64495311739011,3.172610080426352e-05,1.00255992997996e-08,3.1726100800472e-05,-0.01018669051465793,1.002560701124366e-08,0.01021842666660037
4.7e-05,0.08626899221905122,-0.4210793149418031,10.21651871012493,10.63787815410814,10.6375980250838,2.800375361822205e-05,-9.148820317068262e-09,2.800375360729641e-05,-0.01018852408375892,-9.148823920668292e-09,0.01021651871012493
4.7e-05,0.0862777305214231,-0.4156280624884499,10.21462432165532,10.63049978735714,10.63025238416109,2.475037628180132e-05,1.005667435823001e-08,2.475037628190114e-05,-0.0101898638703517,1.005667549236477e-08,0.01021462432165532
4.7e-05,0.08628639881365371,-0.4101776918693414,10.21274489044742,10.62314107946023,10.62292258232778,2.184059511023406e-05,-9.118139950146176e-09,2.184059510315188e-05,-0.01019091339789213,-9.11814623805185e-09,0.01021274489044743
4.7e-05,0.08629501397274052,-0.4047186880498899,10.21087682366408,10.61578844734217,10.61559551171466,1.930364973645737e-05,1.008698620046086e-08,1.930364973738108e-05,-0.01019156307360447,1.008698902182914e-08,0.01021087682366408
4.7e-05,0.08630356998465508,-0.3992558667549897,10.20902148264859,10.60844769128469,10.60827734942076,1.70250982556297e-05,-9.088150728091148e-09,1.702509823733304e-05,-0.01019200546117816,-9.08814357103438e-09,0.01020902148264859
4.7e-05,0.08631208334973427,-0.3937795846246122,10.20717533902758,10.60110527661153,10.60095492368383,1.504540945163058e-05,1.011667423520437e-08,1.504540944288249e-05,-0.01019211980315049,1.011668082639972e-08,0.01020717533902758
4.7e-05,0.08632054828849951,-0.3882943687400129,10.20533968912688,10.59376673260555,10.59363405787282,1.325841455290799e-05,-9.058721580040244e-09,1.325841454250826e-05,-0.01019209032494928,-9.058727101773911e-09,0.01020533968912688
4.7e-05,0.08632898111398889,-0.3827903515604838,10.2035110328862,10.58641841442447,10.58630138445409,1.171314290893122e-05,1.014586266787155e-08,1.171314290408638e-05,-0.01019178773687202,1.014586636927106e-08,0.0102035110328862
4.7e-05,0.0863373764511781,-0.3772716673145968,10.20169056853469,10.57906542347136,10.57896223587332,1.030973007409841e-05,-9.029733813892366e-09,1.030973006497404e-05,-0.01019138986195856,-9.029728076370702e-09,0.01020169056853469
4.7e-05,0.08634575059790135,-0.3717281255807201,10.19987479065542,10.57169385220371,10.57160291629298,9.103765741258485e-06,1.017466604204918e-08,9.10376573024543e-06,-0.01019076084487835,1.017466111363774e-08,0.01019987479065542
4.7e-05,0.08635409875134653,-0.3661633529139472,10.19806476583701,10.56430821098307,10.56422811882277,8.000214961612073e-06,-9.001075942531488e-09,8.000214950841863e-06,-0.01019007354726398,-9.001084322335373e-09,0.01019806476583701
4.7e-05,0.08636243734815575,-0.3605667366442749,10.19625695267447,10.55689418457434,10.5568236894307,7.059717566093582e-06,1.020319382536157e-08,7.059717544837341e-06,-0.01018918702781946,1.020318940447851e-08,0.01019625695267447
4.7e-05,0.08637076233027914,-0.354941266428165,10.19445225088988,10.54945551672528,10.54939351745525,6.190954380258518e-06,-8.972639512035861e-09,6.190954364786614e-06,-0.01018827026558711,-8.972635967552378e-09,0.01019445225088988
4.7e-05,0.08637909043663354,-0.3492757901308536,10.19264704979259,10.54197732242244,10.54192284008775,5.458465039964722e-06,1.023155448976274e-08,5.458465018095076e-06,-0.01018717835009397,1.023154894141953e-08,0.01019264704979259
4.7e-05,0.08638741852536913,-0.3435725208953766,10.19084204681389,10.53446239528538,10.53441456783196,4.773801025592661e-06,-8.944315164682642e-09,4.773801019157421e-06,-0.01018607718739872,-8.944320839532338e-09,0.01019084204681389
4.7e-05,0.08639576380071967,-0.3378196384025607,10.18903352834871,10.52689510949488,10.52685316687223,4.204522126016741e-06,1.025985914049874e-08,4.204522117390473e-06,-0.01018481874397992,1.025985518765538e-08,0.01018903352834871
4.7e-05,0.08640412422424382,-0.3320184173796736,10.18722195040353,10.51927710121975,10.51924036801832,3.664404157888157e-06,-8.915989241923315e-09,3.664404138442432e-06,-0.01018356646012819,-8.915996829728101e-09,0.01018722195040354
