Cfilter,time,V(b),V(out),V(raw),V(a),I(D1),I(D3),I(D4),I(CFILTER),I(D2),I(RLOAD)
1e-12,0.1729301357982834,8.799051717617928,8.128320745580336,-0.7520143837063117,-0.670730972037626,-9.073449769303465e-09,0.00812833209341949,-9.073449439231137e-09,2.274381259900721e-09,0.008128332093413349,0.008128320745580337
1e-12,0.1729501357982834,8.843814387273236,8.172834044586276,-0.7527088894526179,-0.6709803426869791,-9.22751319798465e-09,0.008172845449050115,-9.227513582962183e-09,2.176948690359675e-09,0.008172845449054833,0.008172834044586276
1e-12,0.1729701357982834,8.88820524818377,8.216978888262487,-0.7533963496366155,-0.6712263599213102,-8.922862448912383e-09,0.008216990048668417,-8.922862217750739e-09,2.237535725822801e-09,0.008216990048666162,0.008216978888262488
1e-12,0.1729901357982834,8.932222488234716,8.260753428709945,-0.754076796758182,-0.6714690595247392,-9.077363305465269e-09,0.008260764645981519,-9.07736409323185e-09,2.139918366397242e-09,0.008260764645982022,0.008260753428709945
1e-12,0.1730101357982834,8.975864341356237,8.304155865175002,-0.7547502322990571,-0.6717084761811573,-8.773150539376218e-09,0.008304166838639972,-8.773150528105915e-09,2.200325326540804e-09,0.00830416683863966,0.008304155865175002
1e-12,0.1730301357982834,9.019129026932184,8.347184382965164,-0.7554166873835699,-0.6719446439670879,-8.928071060232412e-09,0.00834719541357767,-8.92807100083158e-09,2.102526497952038e-09,0.008347195413573871,0.008347184382965164
1e-12,0.1730501357982834,9.062014810483003,8.389837214576742,-0.7560761621651095,-0.672177595906271,-8.624276848223644e-09,0.008389848001607355,-8.624276500215923e-09,2.162756707708368e-09,0.00838984800160425,0.008389837214576742
1e-12,0.1730701357982834,9.104519943072216,8.432112578610145,-0.7567286864879236,-0.6724073644620612,-8.779597604480216e-09,0.008432123422988814,-8.7795973052023e-09,2.064779739188691e-09,0.008432123422990045,0.008432112578610144
1e-12,0.1730901357982834,9.146642721989895,8.47400874089983,-0.757374259271537,-0.6726339810900819,-8.476203627871826e-09,0.008474019341941641,-8.476203978378294e-09,2.124836532448552e-09,0.00847401934194636,0.008474008740899831
1e-12,0.1731101357982834,9.188381430163357,8.51552395343543,-0.7580129091673404,-0.6728574767279413,-8.631907411071893e-09,0.00851553461203287,-8.631907671140125e-09,2.026684762918301e-09,0.008515534612030251,0.00851552395343543
1e-12,0.1731301357982833,9.229734396836268,8.556656515488834,-0.7586446339461812,-0.6730778813474955,-8.328898681853047e-09,0.008556666930970309,-8.328898425364589e-09,2.086571483415933e-09,0.008556666930967793,0.008556656515488835
1e-12,0.1731501357982833,9.270699936983233,8.597404712540747,-0.7592694611496772,-0.6732952244424708,-8.484968283539729e-09,0.008597415185752286,-8.484968335113447e-09,1.988248261966939e-09,0.008597415185755963,0.008597404712540748
1e-12,0.1731701357982833,9.311276411985522,8.637766877405804,-0.7598873874800218,-0.6735095345797183,-8.182327593253547e-09,0.00863777710770345,-8.182326830573434e-09,2.047968263947943e-09,0.00863777710770286,0.008637766877405804
1e-12,0.1731901357982833,9.351462169049393,8.677741329164212,-0.7604984394465768,-0.6737208398852037,-8.338746915192985e-09,0.008677751617390313,-8.338747016961876e-09,1.949476950548995e-09,0.008677751617387486,0.008677741329164212
1e-12,0.1732101357982833,9.391255601880099,8.717326434286473,-0.7611026127559245,-0.6739291675936073,-8.036457610494097e-09,0.008717336479774022,-8.03645762545111e-09,2.009033599591213e-09,0.008717336479779902,0.008717326434286474
1e-12,0.1732301357982833,9.430655090099968,8.756520545566042,-0.7616999329574182,-0.6741345445338673,-8.193212774898484e-09,0.008756530649143522,-8.193212837933088e-09,1.910377565559015e-09,0.008756530649156602,0.008756520545566042
1e-12,0.1732501357982833,9.46965905992198,8.795322063244813,-0.7622903948325652,-0.6743369966771534,-7.891260977999082e-09,0.008795331924281082,-7.891260602686194e-09,1.969774238837653e-09,0.008795331924291716,0.008795322063244813
1e-12,0.1732701357982833,9.508265923570528,8.83372937394964,-0.7628740230366066,-0.6745365496208798,-8.048335331523049e-09,0.008833739293237185,-8.048336243031615e-09,1.870956867497928e-09,0.00883373929323028,0.008833729373949639
1e-12,0.1732901357982833,9.546474139951549,8.871740911815431,-0.7634508114900924,-0.674733228136022,-7.7467060544123e-09,0.008871750588700968,-7.746706842429286e-09,1.930196954257883e-09,0.00887175058871037,0.008871740911815432
1e-12,0.1733101357982833,9.584282154073941,8.909355097423477,-0.7640207840185425,-0.6749270566504131,-7.9040884948256e-09,0.008909364832724916,-7.904088928090365e-09,1.831221641091384e-09,0.008909364832723199,0.008909355097423478
1e-12,0.1733301357982833,9.621688457720447,8.94657039892627,-0.7645839337420195,-0.6751180587942084,-7.602768969938722e-09,0.00894657989201195,-7.602768640805013e-09,1.890308543169861e-09,0.008946579892015194,0.00894657039892627
1e-12,0.1733501357982833,9.658691528870003,8.98338527098776,-0.7651402837126589,-0.6753062578822163,-7.760443954119012e-09,0.008983394822600355,-7.76044377258397e-09,1.79117869638327e-09,0.008983394822603685,0.00898338527098776
1e-12,0.1733701357982833,9.695289892363244,9.019798215903753,-0.7656898263080304,-0.6754916764594615,-7.459419193445171e-09,0.009019807525437098,-7.45941944452903e-09,1.850115828033813e-09,0.00901980752543885,0.009019798215903754
1e-12,0.1733901357982832,9.73148205932941,9.055807722547629,-0.7662325838632476,-0.6756743367818351,-7.617374508939179e-09,0.009055817090766801,-7.617374773795793e-09,1.750834868652491e-09,0.00905581709075065,0.009055807722547628
1e-12,0.1734101357982832,9.767266587850816,9.09141232749059,-0.7667685480640782,-0.6758542603602347,-7.316633965359642e-09,0.009091421453750973,-7.316633788745861e-09,1.809625657417955e-09,0.009091421453755189,0.00909141232749059
1e-12,0.1734301357982832,9.802642022387008,9.126610553945474,-0.7672977405801185,-0.6760314684415409,-7.474856844602584e-09,0.009126619739000773,-7.474856988131788e-09,1.710197019310717e-09,0.009126619738992758,0.009126610553945475
1e-12,0.1734501357982832,9.837606954439584,9.16140097288815,-0.7678201524565667,-0.6762059815514528,-7.174387195441057e-09,0.009161409916123991,-7.17438723750683e-09,1.768844905705633e-09,0.00916140991612302,0.009161400972888149
1e-12,0.1734701357982832,9.872159961978005,9.19578214200379,-0.7683358047443901,-0.6763778199742393,-7.332866536202687e-09,0.009195791144148424,-7.332866473386723e-09,1.669272036140402e-09,0.009195791144147591,0.00919578214200379
1e-12,0.1734901357982832,9.90629967010094,9.229752666805556,-0.7688446878942767,-0.6765470032953608,-7.032656679228921e-09,0.009229761427234778,-7.032656329718246e-09,1.727780473850344e-09,0.009229761427240746,0.009229752666805556
1e-12,0.1735101357982832,9.940024690462952,9.263311139582415,-0.7693468223846085,-0.6767135508805219,-7.191380269055969e-09,0.009263319959029164,-7.191380235116947e-09,1.628066833204573e-09,0.009263319959034177,0.009263311139582415
1e-12,0.1735301357982832,9.973333681934784,9.29645620051752,-0.7698421981151742,-0.676877481417263,-6.891418546928207e-09,0.009296464778372742,-6.891418526247898e-09,1.68643928922698e-09,0.009296464778367763,0.00929645620051752
1e-12,0.1735501357982832,10.0062252900307,9.32918647663736,-0.7703308350332496,-0.6770388133933698,-7.050375838701939e-09,0.00932919511361199,-7.050376176476444e-09,1.586588351239748e-09,0.009329195113609856,0.009329186476637361
1e-12,0.1735701357982832,10.03869820756581,9.361500642927792,-0.7708127225286598,-0.677197564638041,-6.750652814524472e-09,0.009361509038409137,-6.750652161284192e-09,1.644828305877994e-09,0.009361509038399163,0.009361500642927793
1e-12,0.1735901357982832,10.07075111408501,9.393397361285443,-0.7712878800573106,-0.6773537527994989,-6.909833261126153e-09,0.00939340581594849,-6.909833050092129e-09,1.544843557535765e-09,0.009393405815956157,0.009393397361285442
1e-12,0.1736101357982832,10.10238273651671,9.424875341630734,-0.7717562965385169,-0.6775073948859541,-6.610336167334196e-09,0.009424883554920334,-6.610336395384583e-09,1.602954504243726e-09,0.009424883554913777,0.009424875341630735
1e-12,0.1736301357982832,10.13359178860488,9.455933280863025,-0.7722179909737299,-0.6776585077419288,-6.769730331868118e-09,0.00945594155345026,-6.769730412830703e-09,1.502839445896284e-09,0.009455941553442315,0.009455933280863025
1e-12,0.1736501357982831,10.16437703155994,9.486569923971278,-0.7726729518456912,-0.6778071075886919,-6.470451396900501e-09,0.00948657795524905,-6.470451172509297e-09,1.560824891497088e-09,0.009486577955248876,0.009486569923971278
1e-12,0.1736701357982831,10.19473721348884,9.516784002987826,-0.7731211977377137,-0.67795321050101,-6.630048732247928e-09,0.009516792093621218,-6.630048583444886e-09,1.460583036371553e-09,0.009516792093613446,0.009516784002987827
1e-12,0.1736901357982831,10.22467113004582,9.546574298099479,-0.7735627167315458,-0.6780968319464038,-6.330977408985916e-09,0.009546582147536772,-6.330977176894124e-09,1.518446500657674e-09,0.00954658214753934,0.00954657429809948
1e-12,0.1737101357982831,10.25417756386491,9.575939576604162,-0.773997527023029,-0.6782379872607732,-6.490767923139629e-09,0.009575947485457384,-6.490768602048183e-09,1.418081375320665e-09,0.009575947485460645,0.009575939576604162
1e-12,0.1737301357982831,10.28325534520466,9.604878654016467,-0.7744256163244951,-0.67837669118818,-6.191895884910537e-09,0.009604886321735936,-6.191895795241511e-09,1.475826391084095e-09,0.009604886321730177,0.009604878654016467
1e-12,0.1737501357982831,10.31190329138292,9.633390333027103,-0.7748470024768777,-0.6785129583557931,-6.351872361420874e-09,0.009633398060236373,-6.351872191126488e-09,1.375341534830913e-09,0.009633398060238108,0.009633390333027103
1e-12,0.1737701357982831,10.34012026742017,9.661473464607495,-0.7752616728522477,-0.6786468028126696,-6.053189061105968e-09,0.009661480950768388,-6.053189078424086e-09,1.43297164775337e-09,0.009661480950784451,0.009661473464607495
1e-12,0.1737901357982831,10.36790512547379,9.689126886969131,-0.7756696449647996,-0.6787782385046341,-6.213341507965708e-09,0.009689134432675148,-6.213341720135815e-09,1.332370612655748e-09,0.009689134432671054,0.009689126886969131
1e-12,0.1738101357982831,10.39525676547849,9.716349486665717,-0.776070905875193,-0.6789072788127848,-5.914840284226841e-09,0.009716356791400482,-5.914839706241204e-09,1.389889380966576e-09,0.009716356791393821,0.009716349486665717
1e-12,0.1738301357982831,10.42217407458266,9.743140137555043,-0.7764654727980245,-0.6790339370275994,-6.0751603747633e-09,0.009743147501882106,-6.075160170253547e-09,1.289175731648325e-09,0.009743147501888316,0.009743140137555043
1e-12,0.1738501357982831,10.44865598778466,9.76949776189734,-0.7768533325088711,-0.6791582258873304,-5.776831235593249e-09,0.009769504885322917,-5.776830953843092e-09,1.346586726006655e-09,0.009769504885328573,0.009769497761897339
1e-12,0.1738701357982831,10.474701427371,9.79542126931945,-0.777234501948535,-0.6792801580515475,-5.937311198245254e-09,0.009795428452387435,-5.937311101636911e-09,1.245764039394524e-09,0.009795428452399335,0.009795421269319449
1e-12,0.1738901357982831,10.50030936354975,9.820909617910608,-0.7776089676316987,-0.6793997456390711,-5.639146372082848e-09,0.00982091656011555,-5.639146659709297e-09,1.303070842636222e-09,0.009820916560121518,0.009820909617910609
1e-12,0.173910135798283,10.52547875388807,9.845961753186359,-0.777976746250466,-0.6795170007016853,-5.799778435289227e-09,0.009845968755099535,-5.79977862213993e-09,1.202142707600761e-09,0.0098459687550978,0.009845961753186359
1e-12,0.173930135798283,10.55020860394539,9.870576669184464,-0.7783378240817043,-0.6796319347609283,-5.501771260796318e-09,0.009870583430307174,-5.501771194802393e-09,1.259348914623652e-09,0.00987058343030256,0.009870576669184464
1e-12,0.173950135798283,10.57449790670993,9.894753347428159,-0.778692217590323,-0.6797445592818194,-5.662547097884385e-09,0.00989476016830363,-5.662547357999733e-09,1.158318931917591e-09,0.00989476016830082,0.009894753347428158
1e-12,0.173970135798283,10.59834570322941,9.918490818019917,-0.7790399128377261,-0.6798548852094897,-5.3646898034998e-09,0.009918497398133871,-5.364689433937208e-09,1.215428149194417e-09,0.009918497398135884,0.009918490818019918
1e-12,0.173990135798283,10.62175102204738,9.941788098604825,-0.779380926083665,-0.6799629234425567,-5.525602198019897e-09,0.009941794738508418,-5.525602424667914e-09,1.114299931020888e-09,0.009941794738512755,0.009941788098604824
1e-12,0.174010135798283,10.64471293983275,9.964644255463513,-0.7797152431947573,-0.6800686843692438,-5.227887012182464e-09,0.009964650654665196,-5.227886727471397e-09,1.17131577638755e-09,0.009964650654659124,0.009964644255463513
1e-12,0.174030135798283,10.66723052081649,9.98705834247619,-0.7800428802445776,-0.6801721783402908,-5.388929857907954e-09,0.00998706480149894,-5.388929400394754e-09,1.0700929462148e-09,0.00998706480149103,0.009987058342476192
1e-12,0.174050135798283,10.68930287741701,10.00902946221174,-0.7803638229246027,-0.6802734152052916,-5.091348453944988e-09,0.01000903568058261,-5.091348875394172e-09,1.127019048445993e-09,0.01000903568058042,0.01000902946221174
1e-12,0.174070135798283,10.71092910967872,10.03055670489384,-0.7806780871413286,-0.6803724047849244,-5.252514534426211e-09,0.01003056298312582,-5.252514299731911e-09,1.02570524069737e-09,0.01003056298311655,0.01003055670489384
1e-12,0.174090135798283,10.73210836589459,10.05163920948759,-0.7809856584285553,-0.6804691564070028,-4.955062471445615e-09,0.01005164524709338,-4.955062101782437e-09,1.082545239421037e-09,0.01005164524709556,0.01005163920948759
1e-12,0.174110135798283,10.75283978204402,10.07227610266524,-0.7812865525437026,-0.6805636793787622,-5.116342904898374e-09,0.0100722822001512,-5.116343549088107e-09,9.811440988850286e-10,0.01007228220014866,0.01007227610266524
1e-12,0.174130135798283,10.7731225424135,10.09246655989104,-0.781580754880707,-0.6806559825224787,-4.819013521561999e-09,0.01009247241680934,-4.819013030105013e-09,1.037901644081971e-09,0.01009247241680278,0.01009246655989104
1e-12,0.174150135798283,10.792955819036,10.11220974438889,-0.7818682810633408,-0.6807460746471311,-4.980403867094196e-09,0.01011221566121719,-4.980403962956621e-09,9.36416825913057e-10,0.01011221566121101,0.01011220974438889
1e-12,0.1741701357982829,10.81233883230712,10.13150486822291,-0.7821491163611447,-0.6808339640842113,-4.683188281617845e-09,0.01013151054450497,-4.683188660774674e-09,9.930955775260306e-10,0.01013151054450212,0.01013150486822291
1e-12,0.1741901357982829,10.83127079042518,10.15035113126595,-0.7824232762807936,-0.6809196591592056,-4.844682988114357e-09,0.01015035686747583,-4.844682720855875e-09,8.915307466439206e-10,0.01015035686747545,0.01015035113126595
1e-12,0.1742101357982829,10.84975095000512,10.16874778227822,-0.7826907459825863,-0.6810031677269104,-4.547576759605931e-09,0.01016875327799122,-4.547576347947919e-09,9.481343743051028e-10,0.01016875327799482,0.01016874778227821
1e-12,0.1742301357982829,10.86777855551942,10.18669405787687,-0.7829515408697937,-0.6810844976426008,-4.709168055505586e-09,0.01018669961355186,-4.709167345762386e-09,8.46493205169427e-10,0.01018669961355023,0.01018669405787687
1e-12,0.1742501357982829,10.88535289990901,10.20418924361182,-0.7832056460067505,-0.6811636562971815,-4.412163967515426e-09,0.0102041945587928,-4.412163778945775e-09,9.030253877701244e-10,0.01020419455879384,0.01020418924361182
1e-12,0.1742701357982829,10.90247326402266,10.22123261293402,-0.7834530767080345,-0.6812406510886295,-4.573845191480075e-09,0.01022123798809581,-4.573845682791477e-09,8.013115637411352e-10,0.01022123798809282,0.01022123261293402
1e-12,0.1742901357982829,10.91913897722765,10.23782348827131,-0.7836938179555506,-0.6813154889563389,-4.276938803116082e-09,0.01023782862298237,-4.276938952580868e-09,8.577759891395568e-10,0.01023782862299427,0.01023782348827131
1e-12,0.1743101357982829,10.93534935684917,10.25396117999689,-0.7839278849862468,-0.6813881768522496,-4.438706069365139e-09,0.01025396637469398,-4.438705879382531e-09,7.559932024224362e-10,0.01025396637470699,0.01025396117999689
1e-12,0.1743301357982829,10.95110376877626,10.26964504750057,-0.7841552627124797,-0.6814587212757074,-4.141890164177653e-09,0.01026965000178719,-4.141890160057896e-09,8.123935668412416e-10,0.01026965000178848,0.01026964504750057
1e-12,0.1743501357982829,10.96640156690404,10.28487443816039,-0.7843759663054417,-0.6815271287436513,-4.303736256261459e-09,0.01028487945244343,-4.303736365152838e-09,7.105455179130838e-10,0.01028487945244017,0.01028487443816039
1e-12,0.1743701357982829,10.98124215373499,10.29964874840933,-0.7845899806187854,-0.6815934053256818,-4.007006393358381e-09,0.01029965352230485,-4.007005965612566e-09,7.668855256346624e-10,0.01029965352230988,0.01029964874840933
1e-12,0.1743901357982829,10.99562491982245,10.31396736270842,-0.7847973207692821,-0.6816575571140014,-4.168926315273325e-09,0.01031397219660255,-4.16892583330999e-09,6.649759228162985e-10,0.01031397219660057,0.01031396736270842
1e-12,0.1744101357982829,11.00954930436855,10.3278297146103,-0.7849979715624238,-0.681719589758235,-3.872275278204995e-09,0.01032783430814321,-3.872275187704819e-09,7.212592858176991e-10,0.01032783430813922,0.0103278297146103
1e-12,0.1744301357982828,11.02301473466846,10.34123522573323,-0.7851919480707694,-0.6817795089352383,-4.034263478835953e-09,0.0103412398792899,-4.034263222318378e-09,6.192918448298515e-10,0.01034123987928126,0.01034123522573323
1e-12,0.1744501357982828,11.03602068670606,10.35418336682259,-0.785379235060476,-0.6818373198834277,-3.737687381821786e-09,0.01035418778001819,-3.737686881404779e-09,6.755222823306781e-10,0.01035418778002395,0.01035418336682259
1e-12,0.1744701357982828,11.04856662459631,10.36667359672317,-0.7855598475701129,-0.681893027873123,-3.899737754942123e-09,0.01036667806996093,-3.899737698290442e-09,5.735007258342339e-10,0.01036667806996405,0.01036667359672317
1e-12,0.1744901357982828,11.06065206118077,10.37870542344072,-0.7857337703356772,-0.6819466377399984,-3.603230491755482e-09,0.01037870965633722,-3.603230320428775e-09,6.296819639175984e-10,0.01037870965634902,0.01037870542344073
1e-12,0.1745101357982828,11.07227649746869,10.39027834311316,-0.7859010183694216,-0.6819981543554843,-3.7653385964731e-09,0.01039028263605569,-3.765338637976656e-09,5.276100212395939e-10,0.01039028263606134,0.01039027834311316
1e-12,0.1745301357982828,11.08343948322937,10.401391901069,-0.786061576386535,-0.6820475821604047,-3.468895171110375e-09,0.01040139595371907,-3.468894980517904e-09,5.83745792225947e-10,0.01040139595371414,0.01040139190106901
1e-12,0.1745501357982828,11.09414055643584,10.41204563080149,-0.7862154593798663,-0.6820949256343871,-3.63105545631015e-09,0.01041204974349182,-3.631055611839164e-09,4.81627198842666e-10,0.01041204974348453,0.01041204563080149
1e-12,0.1745701357982828,11.10437930385147,10.42223911502129,-0.7863626520509649,-0.6821401888301701,-3.334670317656219e-09,0.01042224298740898,-3.334670523348111e-09,5.377212408463756e-10,0.01042224298740457,0.01042223911502129
1e-12,0.1745901357982828,11.11415530047485,10.43197192463206,-0.7865031693821019,-0.6821833758427357,-3.496878342446053e-09,0.01043197585705931,-3.49687836750764e-09,4.355597378355307e-10,0.01043197585707034,0.01043197192463206
1e-12,0.1746101357982828,11.12346817012433,10.44124367978126,-0.7866369960679285,-0.6822244903430484,-3.200547049608815e-09,0.01044124737194094,-3.200546779715531e-09,4.916157946465089e-10,0.01044124737195062,0.01044124367978126
1e-12,0.1746301357982828,11.13231752488362,10.4500539888365,-0.7867641470853723,-0.6822635360470765,-3.362796707762072e-09,0.01045005774103335,-3.362796814672983e-09,3.894151283763806e-10,0.0104500577410338,0.0104500539888365
1e-12,0.1746501357982828,11.14070302568127,10.45840250943145,-0.786884607128775,-0.6823005162498096,-3.066513709626406e-09,0.01045840602138311,-3.066513734556174e-09,4.454369485471941e-10,0.01045840602139414,0.01045840250943145
1e-12,0.1746701357982827,11.14862432173826,10.46628888744443,-0.7869983911763986,-0.6823354342938645,-3.228801115362501e-09,0.01046629245945254,-3.228801008861342e-09,3.432008701529525e-10,0.01046629245944786,0.01046628888744443
1e-12,0.1746901357982827,11.15608111114507,10.47371281804201,-0.7871054839265506,-0.6823682931030434,-2.932561415924795e-09,0.01047371614979031,-2.932561511492875e-09,3.99192206938683e-10,0.01047371614979475,0.01047371281804201
1e-12,0.1747101357982827,11.16307308030684,10.48067398465521,-0.7872059003649823,-0.6823990956516034,-3.094881018128604e-09,0.0104806773764566,-3.094881136715863e-09,2.969244716608551e-10,0.01048067737645653,0.01048067398465521
1e-12,0.1747301357982827,11.16959996452053,10.48717212002348,-0.7872996251994919,-0.6824278444969711,-2.798680176496759e-09,0.01048717527157211,-2.79868035725359e-09,3.528890823920835e-10,0.01048717527159404,0.01048717212002348
1e-12,0.1747501357982827,11.17566148741854,10.49320694516944,-0.7873866734273663,-0.6824545422491096,-2.961027534276184e-09,0.01049321015679869,-2.961027501029611e-09,2.505934493726302e-10,0.01049321015679006,0.01049320694516944
1e-12,0.1747701357982827,11.18125742154433,10.4987782304414,-0.787467029770103,-0.6824791911030011,-2.664861109558103e-09,0.01049878120184967,-2.664860627577827e-09,3.065350949777098e-10,0.01049878120183756,0.0104987782304414
1e-12,0.1747901357982827,11.186387527796,10.50388573448833,-0.7875407092393499,-0.6825017933076811,-2.82723067179802e-09,0.01050388876593648,-2.827230506495305e-09,2.04215326838203e-10,0.01050388876593367,0.01050388573448833
1e-12,0.1748101357982827,11.19105161599628,10.50852926529677,-0.7876076965758442,-0.6825223506995514,-2.531092557767067e-09,0.01050853205653693,-2.531092772317336e-09,2.60137771094906e-10,0.01050853205653013,0.01050852926529677
1e-12,0.1748301357982827,11.19524948434041,10.5127086191703,-0.7876680068095805,-0.6825408651701714,-2.693480993798403e-09,0.01051271147046052,-2.693480644239023e-09,1.577976333296303e-10,0.01051271147045618,0.0105127086191703
1e-12,0.1748501357982827,11.1989809799617,10.51642364176211,-0.787721624701641,-0.6825573381996108,-2.397367859785504e-09,0.01051642625283605,-2.397367321745411e-09,2.137046428547713e-10,0.01051642625283122,0.01051642364176211
1e-12,0.1748701357982827,11.20224593837815,10.51967416705338,-0.7877685653042358,-0.6825717713247915,-2.559769063381623e-09,0.01051967683817608,-2.559768478607546e-09,1.113479032354708e-10,0.0105196768381699,0.01051967416705338
1e-12,0.1748901357982827,11.20504424405719,10.52246007838517,-0.787808813401825,-0.6825841656720371,-2.263674803160143e-09,0.0105224625093045,-2.26367487160464e-09,1.6724324688182e-10,0.01052246250930367,0.01052246007838517
1e-12,0.1749101357982827,11.20737576986167,10.52478124743624,-0.7878423840703228,-0.6825945224254547,-2.426084333428946e-09,0.01052478373840291,-2.426084632903268e-09,6.487367515551982e-11,0.01052478373839705,0.01052478124743624
1e-12,0.1749301357982826,11.20924043761163,10.52663759525216,-0.787869262119723,-0.6826028423594783,-2.130006726552836e-09,0.01052663984601809,-2.13000606970049e-09,1.207611233623398e-10,0.01052663984601132,0.01052663759525217
1e-12,0.1749501357982826,11.21063815753062,10.52802903122359,-0.787889462651493,-0.6826091263070329,-2.292420142602225e-09,0.01052803134202619,-2.292419775306504e-09,1.838249066011683e-11,0.01052803134201419,0.01052802903122359
1e-12,0.1749701357982826,11.21156888880441,10.52895551411238,-0.7879029705027911,-0.6826133746920283,-1.996351417510311e-09,0.01052895758472495,-1.996351601764859e-09,7.426581508999773e-11,0.01052895758472339,0.01052895551411238
1e-12,0.1749901357982826,11.21203257902798,10.52941699103076,-0.7879098008016936,-0.6826155879972328,-2.158764278448189e-09,0.01052941912168221,-2.158764605082622e-09,-2.811810637117495e-11,0.01052941912167427,0.01052941699103076
1e-12,0.1750101357982826,11.21202922476105,10.52941345846435,-0.7879099384131296,-0.6826157662967389,-1.862702214694423e-09,0.01052941534893756,-1.862702177877077e-09,2.776486662727724e-11,0.01052941534893215,0.01052941345846435
1e-12,0.1750301357982826,11.21155881097546,10.52894490125182,-0.7879033984922508,-0.6826139097236683,-2.025108969405665e-09,0.01052894685174895,-2.025109838971806e-09,-7.4620570996613e-11,0.01052894685174444,0.01052894490125182
1e-12,0.1750501357982826,11.210621371607,10.52801135360437,-0.7878901659325821,-0.6826100180027114,-1.729049126097948e-09,0.01052801306393857,-1.729048518504274e-09,-1.873417684479235e-11,0.01052801306392404,0.01052801135360437
1e-12,0.1750701357982826,11.20921692900477,10.52661283808751,-0.7878702559159169,-0.68260409091728,-1.89144644391348e-09,0.0105266146084175,-1.891446197360189e-09,-1.211173579314065e-10,0.01052661460841264,0.01052661283808751
1e-12,0.1750901357982826,11.20734555447771,10.52474942663533,-0.787843653364335,-0.6825961278424292,-1.595381604602153e-09,0.01052475095680912,-1.595381340992265e-09,-6.522377040627963e-11,0.01052475095679739,0.01052474942663533
1e-12,0.1751101357982826,11.20500730774638,10.52242117953487,-0.7878103734861535,-0.682586128211538,-1.757764489518365e-09,0.01052242276969744,-1.757764390382688e-09,-1.676009227375858e-10,0.01052242276970539,0.01052242117953487
1e-12,0.1751301357982826,11.20220229748553,10.51962820643651,-0.7877704012304229,-0.682574091049055,-1.461691878645865e-09,0.0105196295564447,-1.461691345855789e-09,-1.116963701683041e-10,0.01051962955643582,0.01051962820643651
1e-12,0.1751501357982826,11.19893062077611,10.51637060533875,-0.7877237518312477,-0.6825600154373918,-1.624054779547635e-09,0.01051637201533069,-1.624055104497531e-09,-2.140637226864936e-10,0.01051637201532785,0.01051637060533875
1e-12,0.1751701357982826,11.19519242364558,10.51264852359645,-0.7876704102629899,-0.6825439000491055,-1.327968845998839e-09,0.01051264969341908,-1.327969202904642e-09,-1.581444346157949e-10,0.01051264969341048,0.01051264852359645
1e-12,0.1751901357982825,11.19098784051854,10.50846209690434,-0.7876103917845036,-0.6825257436142202,-1.490308432217091e-09,0.01050846332671954,-1.490308988492744e-09,-2.60498217641182e-10,0.01050846332670829,0.01050846209690434
1e-12,0.1752101357982825,11.1863170547567,10.50381151030508,-0.7875436813932523,-0.682505544451637,-1.194205290211414e-09,0.0105038124999559,-1.194205537357629e-09,-2.045604253007878e-10,0.01050381249995347,0.01050381151030508
1e-12,0.1752301357982825,11.18118023810763,10.498696937171,-0.7874702943699038,-0.6824833009366879,-1.356516565742538e-09,0.01049869798680481,-1.356516639976506e-09,-3.068968710675574e-10,0.01049869798679381,0.010498696937171
1e-12,0.1752501357982825,11.17557761124278,10.49311860021033,-0.7873902157329138,-0.6824590110324327,-1.060391219276369e-09,0.01049311940965761,-1.060390916071926e-09,-2.509368079482261e-10,0.0104931194096558,0.01049311860021033
1e-12,0.1752701357982825,11.16950938320556,10.48707671044847,-0.7873034607823692,-0.6824326727570638,-1.222668633005242e-09,0.01048707757986156,-1.222668590897116e-09,-3.532521511558526e-10,0.01048707757987266,0.01048707671044847
1e-12,0.1752901357982825,11.16297581194738,10.48057152823229,-0.7872100145550586,-0.6824042837150948,-9.265160860749688e-10,0.01048057215748088,-9.265158332128701e-10,-2.972660533101937e-10,0.01048057215748521,0.01048057152823229
1e-12,0.1753101357982825,11.15597714377677,10.47360330221262,-0.7871098923657424,-0.6823738415641333,-1.08875464199798e-09,0.01047360399140652,-1.088755293903653e-09,-3.995565314785596e-10,0.01047360399141439,0.01047360330221262
1e-12,0.1753301357982825,11.14851367389006,10.46617233034332,-0.7870030792661791,-0.6823413435467426,-7.925710088230176e-10,0.01046617277937329,-7.925706965537336e-10,-3.435406382185654e-10,0.01046617277936868,0.01046617233034332
1e-12,0.1753501357982825,11.14058568582282,10.45827889886622,-0.7868895905826152,-0.6823067869566013,-9.547673762710929e-10,0.01045827940783395,-9.547671074688928e-10,-4.458024922067685e-10,0.01045827940784783,0.01045827889886622
1e-12,0.1753701357982825,11.13219351197719,10.44992334330704,-0.7867694113766338,-0.6822701686701628,-6.585459955132933e-10,0.01044992361210188,-6.585458128024632e-10,-3.897530463968877e-10,0.01044992361210362,0.01044992334330704
1e-12,0.1753901357982825,11.12333747307304,10.44110598746005,-0.7866425569814772,-0.6822314856129412,-8.206935131482851e-10,0.01044110631616038,-8.206942819323287e-10,-4.91982520931155e-10,0.01044110631617023,0.01044110598746005
