case,time,v(drive),v(out),v(gate),v(vdd),i(vdd),i(rg),i(rl),i(cgs),i(vin),id(m1),i(cgd)
1,1.02399998203051e-10,0.0,11.99999999971102,0.0,12.0,-2.40820696717492e-11,0.0,2.40820696717492e-11,-1.040834103850957e-13,0.0,2.406963517387339e-11,8.526512829121202e-14
1,2.04799996406102e-10,0.0,11.99999999971102,0.0,12.0,-2.408184762714427e-11,0.0,2.408177361227596e-11,1.040834103850957e-13,0.0,2.398081733190338e-11,-9.947598300641403e-14
1,4.095999928122041e-10,0.0,11.99999999971102,1.332267629550188e-15,12.0,-2.408162558253935e-11,-1.332267629550188e-16,2.408132952306611e-11,-9.540979285300413e-14,4.440892098500626e-17,2.406963517387339e-11,8.526512829121202e-14
1,8.191999856244081e-10,0.0,11.99999999971103,3.552713678800501e-15,12.0,-2.408062638181718e-11,-3.552713678800501e-16,2.408044134464641e-11,9.540979285300414e-14,3.108624468950439e-16,2.398081733190338e-11,-9.947598300641403e-14
1,1.638399971248816e-09,0.0,11.99999999971108,1.06581410364015e-14,12.0,-2.407707366813838e-11,-1.06581410364015e-15,2.407703666070423e-11,-6.505213149068374e-14,1.06581410364015e-15,2.415845301584341e-11,6.572520305780927e-14
1,3.276799942497632e-09,0.0,11.99999999971105,4.884981308350689e-15,12.0,-2.407918309188517e-11,-4.884981308350689e-16,2.40794051364901e-11,5.204170519254643e-14,5.329070518200752e-16,2.406963517387339e-11,-5.240252676230739e-14
1,6.553599884995265e-09,0.0,11.99999999971096,-1.154631945610163e-14,12.0,-2.40865105638477e-11,1.154631945610163e-15,2.40865105638477e-11,-7.047314244824094e-14,-1.110223024625157e-15,2.415845301584341e-11,7.149836278586008e-14
1,1.155359988499526e-08,0.0,11.99999999971119,3.108624468950438e-14,12.0,-2.406830290624384e-11,-3.108624468950438e-15,2.406771078729738e-11,1.040554807568413e-13,2.97539770599542e-15,2.389199948993337e-11,-1.074695887837152e-13
1,1.655359988499527e-08,0.0,11.99999999971153,8.659739592076221e-14,12.0,-2.403943710760359e-11,-8.659739592076221e-15,2.403943710760359e-11,-6.07123738754752e-14,8.659739592076221e-15,2.398081733190338e-11,5.240252676230739e-14
1,2.155359988499527e-08,0.0,11.99999999971162,8.748557434046234e-14,12.0,-2.403133247952383e-11,-8.748557434046235e-15,2.403173956129952e-11,6.213345934699541e-14,8.837375276016247e-15,2.389199948993337e-11,-7.105427357601002e-14
1,2.655359988499527e-08,0.0,11.99999999971165,7.638334409421077e-14,12.0,-2.402955612268443e-11,-7.638334409421077e-15,2.402951911525027e-11,-7.030470080823655e-14,7.638334409421077e-15,2.398081733190338e-11,6.261657858885883e-14
1,3.155359988499526e-08,0.0,11.99999999971166,6.52811138479592e-14,12.0,-2.402822385505488e-11,-6.528111384795921e-15,2.402818684762072e-11,6.14229166112353e-14,6.528111384795921e-15,2.389199948993337e-11,-6.794564910705958e-14
1,3.655359988499526e-08,0.0,11.99999999971167,5.46229728115577e-14,12.0,-2.402766874354256e-11,-5.46229728115577e-15,2.402759472867425e-11,-6.994942944035651e-14,5.46229728115577e-15,2.398081733190338e-11,6.439293542825908e-14
1,4.155359988499526e-08,0.0,11.99999999971167,4.529709940470639e-14,12.0,-2.402733567663518e-11,-4.529709940470639e-15,2.402729866920102e-11,6.248873071487545e-14,4.529709940470639e-15,2.389199948993337e-11,-6.661338147750939e-14
1,4.655359988499526e-08,0.0,11.99999999971167,3.774758283725532e-14,12.0,-2.402722465433271e-11,-3.774758283725532e-15,2.402729866920102e-11,-6.85283439688363e-14,3.774758283725532e-15,2.398081733190338e-11,6.483702463810914e-14
1,5.155359988499526e-08,0.0,11.99999999971168,3.108624468950438e-14,12.0,-2.402700260972779e-11,-3.108624468950438e-15,2.402700260972779e-11,6.319927345063555e-14,3.108624468950438e-15,2.389199948993337e-11,-6.616929226765933e-14
1,5.655359988499526e-08,0.0,11.99999999971168,2.575717417130363e-14,12.0,-2.402689158742533e-11,-2.575717417130363e-15,2.402670655025455e-11,-6.746252986519615e-14,2.575717417130363e-15,2.398081733190338e-11,6.483702463810914e-14
1,6.155359988499525e-08,0.0,11.99999999971168,2.087219286295294e-14,12.0,-2.402644749821548e-11,-2.087219286295294e-15,2.402641049078132e-11,6.35545448185156e-14,2.087219286295294e-15,2.389199948993337e-11,-6.572520305780927e-14
