case,time,v(drive),v(out),v(gate),v(vdd),i(vdd),i(rg),i(rl),i(cgs),i(vin),id(m1),i(cgd)
1,2.892924026506035e-05,0.0,12.00000000198759,4.553868393486482e-10,12.0,1.656186299214824e-10,-4.553868393486482e-11,-1.656322486572511e-10,-1.935261636515636e-06,4.553575294607981e-11,1.935050431001173e-06,1.935216100701354e-06
1,2.893424026506035e-05,0.0,11.99999999743513,-4.55129711696145e-10,12.0,-2.137801047297216e-10,4.55129711696145e-11,2.137389524629422e-10,1.934533128062074e-06,-4.552194177165347e-11,-1.934273985426671e-06,-1.934487606103374e-06
1,2.893924026506035e-05,0.0,12.00000000198622,4.550924082025176e-10,12.0,1.655036108161312e-10,-4.550924082025177e-11,-1.655187098492661e-10,-1.933805048065782e-06,4.550599896901986e-11,1.933593907210707e-06,1.933759542271929e-06
1,2.894424026506035e-05,0.0,11.99999999743696,-4.54792203896659e-10,12.0,-2.135989163321028e-10,4.54792203896659e-11,2.135870739531735e-10,1.933077093835553e-06,-4.548179610708303e-11,-1.932818083361099e-06,-1.933031612555425e-06
1,2.894924026506035e-05,0.0,12.00000000198421,4.546705234531601e-10,12.0,1.653355230502029e-10,-4.546705234531601e-11,-1.653508441279428e-10,-1.932349571260037e-06,4.546367726732115e-11,1.932138626870028e-06,1.932304107388205e-06
1,2.895424026506035e-05,0.0,11.99999999743825,-4.545341880657361e-10,12.0,-2.134630250338887e-10,4.545341880657361e-11,2.134788642157067e-10,1.931622208201364e-06,-4.544995491073678e-11,-1.931363335927472e-06,-1.931576758096298e-06
1,2.895924026506035e-05,0.0,12.00000000198173,4.541935716417811e-10,12.0,1.651834224958293e-10,-4.541935716417811e-11,-1.651438985561526e-10,-1.930895129004515e-06,4.542801690377019e-11,1.930684501161295e-06,1.930849700571002e-06
1,2.896424026506035e-05,0.0,11.99999999743908,-4.543228016018475e-10,12.0,-2.13393969161757e-10,4.543228016018475e-11,2.134097343287067e-10,1.930168412539731e-06,-4.542886067326891e-11,-1.929909654307949e-06,-1.93012298366213e-06
1,2.896924026506035e-05,0.0,12.00000000197976,4.538596165559738e-10,12.0,1.649631542477437e-10,-4.538596165559739e-11,-1.649801776674546e-10,-1.929441869092105e-06,4.538223130623465e-11,1.929231441266666e-06,1.929396486577417e-06
1,2.897424026506035e-05,0.0,11.99999999744104,-4.538818210164663e-10,12.0,-2.132580778635429e-10,4.538818210164664e-11,2.132466055589551e-10,1.928715626204055e-06,-4.53906690012218e-11,-1.928457038502529e-06,-1.928670235518126e-06
1,2.897924026506035e-05,0.0,12.00000000197844,4.536242492747533e-10,12.0,1.648805536547115e-10,-4.536242492747533e-11,-1.648700435434118e-10,-1.927989622768908e-06,4.536473419136655e-11,1.927779358368298e-06,1.927944258017789e-06
1,2.898424026506036e-05,0.0,11.99999999744318,-4.534448372339739e-10,12.0,-2.130793319565782e-10,4.534448372339739e-11,2.130683777560686e-10,1.927263966789158e-06,-4.534688180513058e-11,-1.927005577329055e-06,-1.927218619801607e-06
1,2.898924026506036e-05,0.0,12.00000000197718,4.53364457086991e-10,12.0,1.647482150701762e-10,-4.53364457086991e-11,-1.647652384898871e-10,-1.926538568736422e-06,4.533267095041538e-11,1.926328430101876e-06,1.926493235604454e-06
1,2.899424026506036e-05,0.0,11.99999999744535,-4.530353869824921e-10,12.0,-2.128983656035643e-10,4.530353869824921e-11,2.128876334476596e-10,1.925813399833717e-06,-4.530589237106142e-11,-1.925555270787527e-06,-1.925768093880009e-06
1,2.899924026506036e-05,0.0,12.00000000197561,4.530185115925178e-10,12.0,1.64645186373491e-10,-4.530185115925179e-11,-1.646339361135081e-10,-1.925088556004314e-06,4.530429364990596e-11,1.924878567649557e-06,1.925043251471692e-06
1,2.900424026506036e-05,0.0,11.99999999744643,-4.528351027488497e-10,12.0,-2.127523712758261e-10,4.528351027488498e-11,2.127973353083235e-10,1.92436397152301e-06,-4.527365149442631e-11,-1.924105852424418e-06,-1.924318697721361e-06
1,2.900924026506036e-05,0.0,12.00000000197307,4.525246843911646e-10,12.0,1.644333558203925e-10,-4.525246843911646e-11,-1.644228457090927e-10,-1.923639586348943e-06,4.525477770300768e-11,1.923429771011342e-06,1.923594332264855e-06
1,2.901424026506036e-05,0.0,11.99999999744791,-4.525091412688198e-10,12.0,-2.126856468720462e-10,4.525091412688198e-11,2.126740265377217e-10,1.922915557512058e-06,-4.525344543537813e-11,-1.922657677511097e-06,-1.922870304316149e-06
1,2.901924026506036e-05,0.0,12.00000000197163,4.522600072220939e-10,12.0,1.643138958229429e-10,-4.52260007222094e-11,-1.643027935926966e-10,-1.92219174325908e-06,4.522839880394258e-11,1.921982217822915e-06,1.922146514843348e-06
1,2.902424026506036e-05,0.0,11.99999999744967,-4.521436558491132e-10,12.0,-2.125104536787603e-10,4.521436558491133e-11,2.125276251282078e-10,1.921468269356072e-06,-4.521063523554858e-11,-1.92121056841188e-06,-1.921423057993366e-06
1,2.902924026506036e-05,0.0,12.00000000196994,4.519318252960147e-10,12.0,1.6414469783399e-10,-4.519318252960147e-11,-1.641614251942277e-10,-1.920745008615884e-06,4.518949658915972e-11,1.920535552812908e-06,1.920699818747096e-06
1,2.903424026506036e-05,0.0,11.99999999745204,-4.516720331082524e-10,12.0,-2.123695663769354e-10,4.516720331082524e-11,2.123297093703513e-10,1.920022026408449e-06,-4.517590745933831e-11,-1.91976470276245e-06,-1.919976850395244e-06
1,2.903924026506036e-05,0.0,12.0000000019691,4.51732429240792e-10,12.0,1.640481084308476e-10,-4.517324292407921e-11,-1.640912590990714e-10,-1.919299448144559e-06,4.51637838239094e-11,1.919090042434846e-06,1.919254283944127e-06
1,2.904424026506037e-05,0.0,11.99999999745398,-4.513305285058777e-10,12.0,-2.121519626641089e-10,4.513305285058778e-11,2.121683569574391e-10,1.91857695052727e-06,-4.512950013690898e-11,-1.918319636473598e-06,-1.918531821409886e-06
1,2.904924026506037e-05,0.0,12.00000000196713,4.513025508856572e-10,12.0,1.639124391772384e-10,-4.513025508856572e-11,-1.639275382103733e-10,-1.917854841932128e-06,4.512696882841283e-11,1.917645686688729e-06,1.91780971503519e-06
1,2.905424026506037e-05,0.0,11.99999999745562,-4.510263273971304e-10,12.0,-2.120723596732432e-10,4.510263273971305e-11,2.120312814213321e-10,1.917132881485147e-06,-4.511151452391005e-11,-1.916875813634533e-06,-1.917087769420789e-06
1,2.905924026506037e-05,0.0,12.00000000196543,4.509441708933082e-10,12.0,1.637996405179365e-10,-4.509441708933082e-11,-1.637860217821678e-10,-1.916411352692878e-06,4.509734807811583e-11,1.916202396756717e-06,1.916366255905189e-06
1,2.906424026506037e-05,0.0,11.99999999745699,-4.507625384064795e-10,12.0,-2.119036057735002e-10,4.507625384064796e-11,2.119178906430837e-10,1.915690035997616e-06,-4.507310080725802e-11,-1.915433056609572e-06,-1.915644962657836e-06
1,2.906924026506037e-05,0.0,12.00000000196331,4.505253947684196e-10,12.0,1.636504265434269e-10,-4.505253947684196e-11,-1.636088301874376e-10,-1.91496890795145e-06,4.50615988967229e-11,1.914760350274491e-06,1.91492384615799e-06
1,2.907424026506037e-05,0.0,11.99999999745824,-4.504920880776808e-10,12.0,-2.118281106078257e-10,4.504920880776808e-11,2.118135296787689e-10,1.914248141216265e-06,-4.505236184115802e-11,-1.913991365398715e-06,-1.914203088926314e-06
1,2.907924026506037e-05,0.0,12.00000000196182,4.502473949230534e-10,12.0,1.634432589270318e-10,-4.502473949230535e-11,-1.634847812681528e-10,-1.913527646974219e-06,4.501572448134539e-11,1.913319014335002e-06,1.913482631454855e-06
1,2.908424026506037e-05,0.0,11.99999999746065,-4.500093631065738e-10,12.0,-2.116276043295784e-10,4.500093631065738e-11,2.116123572667069e-10,1.912807342802355e-06,-4.500426697973126e-11,-1.912550828819803e-06,-1.912762338296403e-06
1,2.908924026506037e-05,0.0,12.00000000196031,4.499298711380106e-10,12.0,1.633484458807288e-10,-4.499298711380107e-11,-1.633592520515018e-10,-1.912087436889695e-06,4.499063344098886e-11,1.911879010663142e-06,1.912042446150508e-06
1,2.909424026506037e-05,0.0,11.99999999746239,-4.496798489128651e-10,12.0,-2.114846076040067e-10,4.496798489128651e-11,2.114677322140324e-10,1.911367700796748e-06,-4.497167083172827e-11,-1.911111358054995e-06,-1.911322728531673e-06
1,2.909924026506037e-05,0.0,12.00000000195897,4.496416572408179e-10,12.0,1.632372015336614e-10,-4.49641657240818e-11,-1.632476376300929e-10,-1.910648291198188e-06,4.496190086911156e-11,1.910439983987544e-06,1.9106033293248e-06
1,2.910424026506037e-05,0.0,11.99999999746386,-4.494040695135482e-10,12.0,-2.113068608977642e-10,4.494040695135482e-11,2.113451635921137e-10,1.909929103288962e-06,-4.493205807420964e-11,-1.909672775468607e-06,-1.909884171258369e-06
1,2.910924026506038e-05,0.0,12.00000000195688,4.492197724914604e-10,12.0,1.630084955905886e-10,-4.492197724914604e-11,-1.630735546598316e-10,-1.909210251111178e-06,4.490776639443084e-11,1.909002200761734e-06,1.909165343150221e-06
1,2.911424026506038e-05,0.0,11.99999999746578,-4.490199323470279e-10,12.0,-2.111768537815806e-10,4.490199323470279e-11,2.111848473873579e-10,1.908491559516053e-06,-4.490026128678437e-11,-1.908235525149848e-06,-1.908446658926977e-06
1,2.911924026506038e-05,0.0,12.00000000195494,4.488303062544219e-10,12.0,1.629321122464944e-10,-4.488303062544219e-11,-1.629113140684997e-10,-1.90777322923191e-06,4.488756033538266e-11,1.907565483350027e-06,1.90772834152142e-06
1,2.912424026506038e-05,0.0,11.99999999746673,-4.488129867752377e-10,12.0,-2.110998043036716e-10,4.488129867752378e-11,2.111062435972144e-10,1.90705516255912e-06,-4.487983318313127e-11,-1.906799163009509e-06,-1.907010282575783e-06
1,2.912924026506038e-05,0.0,12.0000000019527,4.484221882705697e-10,12.0,1.627469270459869e-10,-4.484221882705697e-11,-1.627252406895726e-10,-1.906337325036363e-06,4.484692617268138e-11,1.906129742934581e-06,1.906292478093263e-06
1,2.913424026506038e-05,0.0,11.99999999746826,-4.484621562994562e-10,12.0,-2.110013275213873e-10,4.484621562994562e-11,2.10978197875041e-10,1.905619814718536e-06,-4.485127824693791e-11,-1.9053641331368e-06,-1.905574963600998e-06
1,2.913924026506038e-05,0.0,12.00000000195129,4.481726101346339e-10,12.0,1.626587753378317e-10,-4.481726101346339e-11,-1.626078531084355e-10,-1.904902458588483e-06,4.482836324370965e-11,1.904694979515398e-06,1.904857629853041e-06
1,2.914424026506038e-05,0.0,11.99999999747002,-4.480917858984412e-10,12.0,-2.108004881762326e-10,4.480917858984412e-11,2.108319444952637e-10,1.904185590956561e-06,-4.480229520709145e-11,-1.90392999144251e-06,-1.904140789044106e-06
1,2.914924026506038e-05,0.0,12.00000000194961,4.478519777251222e-10,12.0,1.624649303977321e-10,-4.478519777251222e-11,-1.624678169775962e-10,-1.903468785852399e-06,4.478457604761843e-11,1.903261548363844e-06,1.903424001969967e-06
1,2.915424026506038e-05,0.0,11.99999999747171,-4.4774006724424e-10,12.0,-2.10661599275852e-10,4.4774006724424e-11,2.106910201860046e-10,1.902752358401702e-06,-4.476761183980216e-11,-1.902497004380166e-06,-1.902707591039388e-06
1,2.915924026506038e-05,0.0,12.00000000194793,4.475255721558824e-10,12.0,1.623263745642589e-10,-4.475255721558824e-11,-1.623274847872835e-10,-1.902036096507461e-06,4.475233517098332e-11,1.901828916572867e-06,1.901991343977727e-06
1,2.916424026506038e-05,0.0,11.99999999747372,-4.473350578848567e-10,12.0,-2.105238205984961e-10,4.473350578848568e-11,2.105233024944179e-10,1.901320205516529e-06,-4.473359460632764e-11,-1.901064994314083e-06,-1.90127547128327e-06
1,2.916924026506038e-05,0.0,12.00000000194633,4.472018311219017e-10,12.0,1.621964784703778e-10,-4.472018311219017e-11,-1.621944060540651e-10,-1.900604573163153e-06,4.472062720140002e-11,1.900397617049521e-06,1.900559852607842e-06
1,2.917424026506039e-05,0.0,11.99999999747509,-4.470597225747497e-10,12.0,-2.103839324973933e-10,4.470597225747497e-11,2.104088755080132e-10,1.899889211171287e-06,-4.470050996019382e-11,-1.899634050062105e-06,-1.899844510599991e-06
1,2.917924026506039e-05,0.0,12.00000000194457,4.468558856274285e-10,12.0,1.620230616339313e-10,-4.468558856274285e-11,-1.620474125256048e-10,-1.89917407726364e-06,4.468030390114564e-11,1.898967294522436e-06,1.899129396853994e-06
1,2.918424026506039e-05,0.0,11.99999999747709,-4.466600422858846e-10,12.0,-2.102473750653644e-10,4.466600422858847e-11,2.102423420543194e-10,1.898459213362233e-06,-4.466711445161309e-11,-1.898204349259913e-06,-1.898414546452898e-06
1,2.918924026506039e-05,0.0,12.0000000019433,4.465894321015185e-10,12.0,1.61920254981851e-10,-4.465894321015185e-11,-1.61941867323397e-10,-1.897744660323272e-06,4.465423586452744e-11,1.897538037809454e-06,1.897700006026071e-06
1,2.919424026506039e-05,0.0,11.99999999747922,-4.462599179078097e-10,12.0,-2.100452034525802e-10,4.462599179078097e-11,2.100652984893259e-10,1.897030378356365e-06,-4.462159530760346e-11,-1.896775714271826e-06,-1.896985756921765e-06
1,2.919924026506039e-05,0.0,12.00000000194175,4.462488156775635e-10,12.0,1.618216671772643e-10,-4.462488156775635e-11,-1.618127853930673e-10,-1.896316320565691e-06,4.462683556027969e-11,1.896109846910576e-06,1.896271693890839e-06
1,2.920424026506039e-05,0.0,11.99999999748094,-4.459441704796063e-10,12.0,-2.099593832127766e-10,4.459441704796064e-11,2.099217096448077e-10,1.895602516438774e-06,-4.460258828942188e-11,-1.895348145097842e-06,-1.895557913300649e-06
1,2.920924026506039e-05,0.0,12.00000000194043,4.459521640853836e-10,12.0,1.616855538344453e-10,-4.459521640853836e-11,-1.617022071798146e-10,-1.894889093518034e-06,4.459161928593858e-11,1.89468263300796e-06,1.894844502192683e-06
1,2.921424026506039e-05,0.0,11.9999999974824,-4.456812696673751e-10,12.0,-2.097565454661776e-10,4.456812696673751e-11,2.09800325260782e-10,1.894175834377395e-06,-4.455857904872573e-11,-1.893921464102277e-06,-1.894131276269917e-06
1,2.921924026506039e-05,0.0,12.00000000193769,4.454050461788484e-10,12.0,1.615159117562825e-10,-4.454050461788484e-11,-1.614739453259517e-10,-1.893462816110744e-06,4.454960844668676e-11,1.893256840190816e-06,1.893418266174507e-06
1,2.922424026506039e-05,0.0,11.99999999748311,-4.455000812697563e-10,12.0,-2.097285678459571e-10,4.455000812697563e-11,2.097406692769255e-10,1.892750185800426e-06,-4.454738800063751e-11,-1.892495937738659e-06,-1.892705638439907e-06
1,2.922924026506039e-05,0.0,12.00000000193607,4.451301549579512e-10,12.0,1.612998623556905e-10,-4.451301549579512e-11,-1.613395343251038e-10,-1.89203772992835e-06,4.450435575620304e-11,1.891831757916407e-06,1.891993225644484e-06
1,2.92342402650604e-05,0.0,11.99999999748546,-4.450044777115636e-10,12.0,-2.095350559727649e-10,4.450044777115636e-11,2.09544677905645e-10,1.891325569642052e-06,-4.449836055187007e-11,-1.891071566006985e-06,-1.891281071308981e-06
1,2.92392402650604e-05,0.0,12.00000000193457,4.44834391544191e-10,12.0,1.612621147728532e-10,-4.44834391544191e-11,-1.612144491976626e-10,-1.890613598360121e-06,4.449387525085058e-11,1.890407919091786e-06,1.890569104379125e-06
1,2.92442402650604e-05,0.0,11.99999999748718,-4.446616408415593e-10,12.0,-2.094233675364876e-10,4.446616408415594e-11,2.094018292098099e-10,1.889902047364219e-06,-4.447087142978035e-11,-1.889648260089416e-06,-1.889857576653498e-06
1,2.92492402650604e-05,0.0,12.00000000193325,4.445626089477628e-10,12.0,1.610989119882333e-10,-4.445626089477628e-11,-1.611041670438832e-10,-1.889190714149666e-06,4.445519508067264e-11,1.888985057263426e-06,1.889146258982066e-06
1,2.92542402650604e-05,0.0,11.99999999748929,-4.44259740106645e-10,12.0,-2.092228612582403e-10,4.442597401066451e-11,2.092259698827093e-10,1.888479653428251e-06,-4.442526346792875e-11,-1.88822601998595e-06,-1.888435228192265e-06
1,2.92592402650604e-05,0.0,12.00000000193203,4.442872736376557e-10,12.0,1.610009903174614e-10,-4.442872736376558e-11,-1.610029147040374e-10,-1.887768813685628e-06,4.442828327455573e-11,1.88756326124917e-06,1.887724385696288e-06
1,2.92642402650604e-05,0.0,11.99999999749109,-4.439359990726643e-10,12.0,-2.090745354621504e-10,4.439359990726643e-11,2.090754236405701e-10,1.887058233291102e-06,-4.439337786266151e-11,-1.886804845696588e-06,-1.887013839407814e-06
1,2.92692402650604e-05,0.0,12.00000000192974,4.438045486665487e-10,12.0,1.608413402465203e-10,-4.438045486665488e-11,-1.60811512254592e-10,-1.886347986851663e-06,4.438698297803967e-11,1.886142797502544e-06,1.886303599540895e-06
1,2.92742402650604e-05,0.0,11.99999999749193,-4.437619161024031e-10,12.0,-2.090094763929073e-10,4.437619161024031e-11,2.090059976940968e-10,1.885637979865126e-06,-4.437694656189706e-11,-1.885384648403488e-06,-1.885593603034863e-06
1,2.92792402650604e-05,0.0,12.00000000192817,4.435114497880477e-10,12.0,1.606570432244325e-10,-4.435114497880477e-11,-1.606808019971595e-10,-1.884928208778777e-06,4.434594913504953e-11,1.884723133116495e-06,1.884883862768305e-06
1,2.92842402650604e-05,0.0,11.99999999749396,-4.433462486019835e-10,12.0,-2.08814965318993e-10,4.433462486019835e-11,2.088365036456707e-10,1.88421871871208e-06,-4.432991751457394e-11,-1.883965605742333e-06,-1.884174388955273e-06
1,2.92892402650604e-05,0.0,12.00000000192593,4.430735778271355e-10,12.0,1.605582333752409e-10,-4.430735778271355e-11,-1.604939884695492e-10,-1.883509432571148e-06,4.43214354106658e-11,1.883304623362392e-06,1.883465111429672e-06
1,2.92942402650604e-05,0.0,11.99999999749513,-4.430851241465916e-10,12.0,-2.087223727187393e-10,4.430851241465917e-11,2.087389520492403e-10,1.882800647362845e-06,-4.43048708831384e-11,-1.882547628895281e-06,-1.882756342386216e-06
1,2.929924026506041e-05,0.0,12.00000000192479,4.428679645229749e-10,12.0,1.60383040181955e-10,-4.428679645229749e-11,-1.603995454975878e-10,-1.882091883826095e-06,4.428328814753968e-11,1.88188709060455e-06,1.882047600876291e-06
1,2.930424026506041e-05,0.0,11.99999999749761,-4.425957378373369e-10,12.0,-2.085459582801263e-10,4.425957378373369e-11,2.085321545071868e-10,1.881383460994587e-06,-4.426254918143968e-11,-1.881130717862334e-06,-1.881339197762344e-06
1,2.930924026506041e-05,0.0,12.00000000192367,4.426139454949407e-10,12.0,1.6029444438459e-10,-4.426139454949407e-11,-1.603061387337827e-10,-1.8806753369463e-06,4.425890764991892e-11,1.880470712478655e-06,1.880631078421402e-06
1,2.931424026506041e-05,0.0,11.9999999974991,-4.42328840222217e-10,12.0,-2.08397299417129e-10,4.42328840222217e-11,2.084082536176387e-10,1.879967381651912e-06,-4.423053034940949e-11,-1.87971487264349e-06,-1.879923151371088e-06
1,2.931924026506041e-05,0.0,12.00000000192097,4.420708243912941e-10,12.0,1.601008214890953e-10,-4.420708243912941e-11,-1.600806894449154e-10,-1.879259807918973e-06,4.421147892230693e-11,1.879055488984704e-06,1.879215596911621e-06
1,2.932424026506041e-05,0.0,11.99999999750015,-4.420908084057373e-10,12.0,-2.083160310917265e-10,4.420908084057373e-11,2.083207680432982e-10,1.878552521955842e-06,-4.420805943539108e-11,-1.878300004420907e-06,-1.878508313790661e-06
1,2.932924026506041e-05,0.0,12.00000000191981,4.418629906410843e-10,12.0,1.599516075145857e-10,-4.418629906410843e-11,-1.599838779971681e-10,-1.87784540687824e-06,4.41792824545928e-11,1.877641153669174e-06,1.87780122784531e-06
1,2.933424026506041e-05,0.0,11.99999999750228,-4.416618182290222e-10,12.0,-2.081133043674299e-10,4.416618182290222e-11,2.081432803890948e-10,1.877138583123158e-06,-4.415965371151743e-11,-1.876886290830271e-06,-1.877094423896608e-06
1,2.933924026506041e-05,0.0,12.00000000191759,4.414242305017524e-10,12.0,1.598277066250375e-10,-4.414242305017524e-11,-1.597989888561339e-10,-1.876432011610748e-06,4.414872911695511e-11,1.876227972985589e-06,1.876387863308793e-06
1,2.934424026506041e-05,0.0,11.99999999750345,-4.414051346657288e-10,12.0,-2.08049466543514e-10,4.414051346657289e-11,2.08045876822401e-10,1.875725792527535e-06,-4.414126841822963e-11,-1.875473643053738e-06,-1.875681651331007e-06
1,2.934924026506041e-05,0.0,12.00000000191647,4.412163967515426e-10,12.0,1.597091348060076e-10,-4.412163967515426e-11,-1.597054340625921e-10,-1.875019694591859e-06,4.412248344465297e-11,1.874815769298266e-06,1.874975572135895e-06
1,2.935424026506041e-05,0.0,11.99999999750559,-4.40981029470322e-10,12.0,-2.07873274149506e-10,4.409810294703221e-11,2.078672049303047e-10,1.874313932742896e-06,-4.409943521466176e-11,-1.874062061091308e-06,-1.874269833113118e-06
1,2.935924026506042e-05,0.0,12.00000000191493,4.408944320744013e-10,12.0,1.595581444746585e-10,-4.408944320744013e-11,-1.595770922809455e-10,-1.873608476072039e-06,4.408531317778852e-11,1.873404720242888e-06,1.873564390741933e-06
1,2.936424026506042e-05,0.0,11.99999999750729,-4.406559561687118e-10,12.0,-2.077089611418614e-10,4.406559561687118e-11,2.077256885020991e-10,1.872903231853459e-06,-4.406195408535041e-11,-1.872651544942983e-06,-1.872859169527175e-06
1,2.936924026506042e-05,0.0,12.00000000191262,4.404325792961572e-10,12.0,1.593991605375322e-10,-4.404325792961572e-11,-1.593848016530804e-10,-1.872198307379111e-06,4.404632214516369e-11,1.871994825819456e-06,1.872154261395309e-06
1,2.937424026506042e-05,0.0,11.9999999975081,-4.404663300761058e-10,12.0,-2.076471217193898e-10,4.404663300761059e-11,2.076583349719385e-10,1.871493632305263e-06,-4.404419051695641e-11,-1.871242005790918e-06,-1.871449588186636e-06
1,2.937924026506042e-05,0.0,12.00000000191073,4.400968478535106e-10,12.0,1.592175280507035e-10,-4.400968478535106e-11,-1.592274460430569e-10,-1.870789179631291e-06,4.400750874822279e-11,1.870585819574444e-06,1.870745172105615e-06
1,2.938424026506042e-05,0.0,11.99999999751035,-4.399884900863071e-10,12.0,-2.074641569649316e-10,4.399884900863072e-11,2.07470485236172e-10,1.870085105321326e-06,-4.39974279231592e-11,-1.869833710088642e-06,-1.870041107299159e-06
1,2.938924026506042e-05,0.0,12.00000000190989,4.399245412400887e-10,12.0,1.59180668646286e-10,-4.399245412400888e-11,-1.591574279776372e-10,-1.869381122671373e-06,4.399756114992215e-11,1.869177967961377e-06,1.869337125093296e-06
1,2.939424026506042e-05,0.0,11.99999999751223,-4.396354391644763e-10,12.0,-2.073669014279744e-10,4.396354391644764e-11,2.073140178045681e-10,1.868677423172701e-06,-4.397509023590374e-11,-1.868426302564785e-06,-1.868633448420809e-06
1,2.939924026506042e-05,0.0,12.0000000019083,4.395839248161337e-10,12.0,1.590247933336286e-10,-4.395839248161337e-11,-1.590249413633652e-10,-1.867974140407344e-06,4.395834807269239e-11,1.867771182162414e-06,1.867930182086752e-06
1,2.940424026506042e-05,0.0,11.99999999751392,-4.393183594686434e-10,12.0,-2.071758320454364e-10,4.393183594686434e-11,2.071735375845189e-10,1.867271013961388e-06,-4.393236885391616e-11,-1.867019960855032e-06,-1.86722708184206e-06
1,2.940924026506042e-05,0.0,12.00000000190698,4.392974872757804e-10,12.0,1.58836943597862e-10,-4.392974872757804e-11,-1.589153993582689e-10,-1.866568262326726e-06,4.391265129299882e-11,1.866365284541871e-06,1.866524349747323e-06
1,2.941424026506042e-05,0.0,11.999999997516,-4.389346663913329e-10,12.0,-2.07006745078786e-10,4.38934666391333e-11,2.069997506737309e-10,1.865865527745089e-06,-4.389497654244679e-11,-1.865614773777224e-06,-1.865821632751619e-06
1,2.941924026506042e-05,0.0,12.00000000190446,4.387734620081574e-10,12.0,1.587165954219927e-10,-4.387734620081574e-11,-1.587050491025366e-10,-1.865163352715856e-06,4.387992191823287e-11,1.864960630371115e-06,1.865119473087873e-06
1,2.942424026506043e-05,0.0,11.99999999751642,-4.388298613378083e-10,12.0,-2.069517890390671e-10,4.388298613378084e-11,2.069654077748358e-10,1.864461314821372e-06,-4.387996632715386e-11,-1.864210563695679e-06,-1.864417434660481e-06
1,2.942924026506043e-05,0.0,12.00000000190248,4.384226315323758e-10,12.0,1.585547249050023e-10,-4.384226315323758e-11,-1.585398479164724e-10,-1.863759462733813e-06,4.384550500446949e-11,1.863557042014463e-06,1.863715616945427e-06
1,2.943424026506043e-05,0.0,11.99999999751864,-4.383524654372195e-10,12.0,-2.068269999710992e-10,4.383524654372196e-11,2.067802225743283e-10,1.863057986878633e-06,-4.384546059554851e-11,-1.862807508246078e-06,-1.863014141179065e-06
1,2.943924026506043e-05,0.0,12.00000000190196,4.383164942112217e-10,12.0,1.584903319695741e-10,-4.383164942112217e-11,-1.584970673225901e-10,-1.862356744436741e-06,4.383027274457163e-11,1.862154341836231e-06,1.86231291410266e-06
1,2.944424026506043e-05,0.0,11.99999999752059,-4.379914209096114e-10,12.0,-2.065840831733112e-10,4.379914209096114e-11,2.066172418343133e-10,1.861655745000465e-06,-4.379190343684059e-11,-1.861405340974898e-06,-1.86161195347978e-06
1,2.944924026506043e-05,0.0,12.00000000189973,4.378493123624594e-10,12.0,1.582818320855495e-10,-4.378493123624594e-11,-1.583105498544531e-10,-1.860955064597877e-06,4.377866957838705e-11,1.860752885107786e-06,1.86091128551169e-06
1,2.945424026506043e-05,0.0,11.99999999752176,-4.377533890931318e-10,12.0,-2.064942661306191e-10,4.377533890931318e-11,2.065199862973562e-10,1.860254577462913e-06,-4.376969897634808e-11,-1.860004328335663e-06,-1.860210807169693e-06
1,2.945924026506043e-05,0.0,12.00000000189829,4.375713125170932e-10,12.0,1.581670350248032e-10,-4.375713125170933e-11,-1.581910898570034e-10,-1.859554314504183e-06,4.375189099903309e-11,1.859352316557761e-06,1.85951056241862e-06
1,2.946424026506043e-05,0.0,11.99999999752413,-4.372893158688385e-10,12.0,-2.063295090337647e-10,4.372893158688385e-11,2.063223665989729e-10,1.858854371644955e-06,-4.373048589911832e-11,-1.858604381510531e-06,-1.858810641408581e-06
1,2.946924026506043e-05,0.0,12.00000000189651,4.371956130455601e-10,12.0,1.580540143208964e-10,-4.371956130455601e-11,-1.580424680014403e-10,-1.858154775885853e-06,4.372209261305216e-11,1.857952991457523e-06,1.858111053909539e-06
1,2.947424026506043e-05,0.0,11.99999999752507,-4.371023543114916e-10,12.0,-2.062580106709788e-10,4.371023543114916e-11,2.062445029575125e-10,1.857455333959254e-06,-4.371321082885516e-11,-1.857205500499504e-06,-1.857411620953542e-06
1,2.947924026506043e-05,0.0,12.00000000189435,4.367852746156586e-10,12.0,1.578781549937958e-10,-4.367852746156586e-11,-1.578621677822412e-10,-1.856756219592856e-06,4.368203576632368e-11,1.856554643353547e-06,1.856712537939842e-06
1,2.948424026506044e-05,0.0,11.99999999752658,-4.367701755825237e-10,12.0,-2.061110171425184e-10,4.367701755825238e-11,2.061186776813884e-10,1.856057416799447e-06,-4.367533001925495e-11,-1.85580768530258e-06,-1.856013741363682e-06
1,2.948924026506044e-05,0.0,12.00000000189332,4.365960926122625e-10,12.0,1.577702413158022e-10,-4.365960926122626e-11,-1.577766065944767e-10,-1.855358721297992e-06,4.365823258467572e-11,1.855157272245833e-06,1.855315062915253e-06
1,2.949424026506044e-05,0.0,11.99999999752872,-4.363491790115859e-10,12.0,-2.059373782614671e-10,4.363491790115859e-11,2.059403018487652e-10,1.854660359751622e-06,-4.363420735842283e-11,-1.854410847101917e-06,-1.854616725527336e-06
1,2.949924026506044e-05,0.0,12.0000000018918,4.362750161135409e-10,12.0,1.575954922117262e-10,-4.36275016113541e-11,-1.576503372291427e-10,-1.853962350279178e-06,4.361555561160912e-11,1.853760878134381e-06,1.853918734973092e-06
