Cfilter,time,V(ac),V(raw),V(out),I(D1),I(CFILTER),I(RLOAD)
4.7e-05,0.1465628704935372,10.58239685852619,10.58239668760059,10.82902776931002,-1.709255847970326e-08,-0.01082904486183622,0.01082902776931002
4.7e-05,0.1465828704935372,10.54663796430425,10.54663781804113,10.82442064587724,-1.462630905280093e-08,-0.0108244352721556,0.01082442064587724
4.7e-05,0.1466028704935372,10.51046275655319,10.51046258527932,10.81981548249808,-1.71273839555397e-08,-0.01081983260986163,0.01081981548249808
4.7e-05,0.1466228704935371,10.47387256401449,10.47387241745148,10.81521227833967,-1.465629395625001e-08,-0.01081522693461778,0.01081521227833967
4.7e-05,0.1466428704935371,10.43686893061249,10.43686875907474,10.81061103256924,-1.715377173638899e-08,-0.01081062818632006,0.01081061103256925
4.7e-05,0.1466628704935371,10.39945321779029,10.39945307099017,10.8060117443542,-1.4680008320056e-08,-0.01080602642434769,0.0108060117443542
4.7e-05,0.1466828704935371,10.3616270020556,10.36162683030503,10.80141441286222,-1.7175052491325e-08,-0.01080143158790037,0.01080141441286222
4.7e-05,0.1467028704935371,10.32339167732741,10.32339153033463,10.79681903726128,-1.46992729099793e-08,-0.01079683373650653,0.01079681903726128
4.7e-05,0.1467228704935371,10.284748852466,10.28474868054308,10.79222561671967,-1.719229203445138e-08,-0.01079224280898927,0.01079222561671967
4.7e-05,0.1467428704935371,10.24569995363136,10.24569980648393,10.78763415040603,-1.471473609626628e-08,-0.01078764886511863,0.01078763415040603
4.7e-05,0.1467628704935371,10.20624662179901,10.20624644973983,10.78304463748931,-1.720590780962539e-08,-0.01078306184338373,0.01078304463748931
4.7e-05,0.1467828704935371,10.16639031512968,10.16639016786184,10.77845707713882,-1.472677979563741e-08,-0.01077847180388858,0.01077845707713882
4.7e-05,0.1468028704935371,10.12613270647018,10.12613253430766,10.7738714685242,-1.72162462064307e-08,-0.01077388868475282,0.0107738714685242
4.7e-05,0.1468228704935371,10.08547528573598,10.0854751383797,10.76928781081543,-1.473561717091343e-08,-0.01076930254641439,0.01076928781081543
4.7e-05,0.1468428704935371,10.04441975739759,10.04441958516242,10.76470610318284,-1.722351150590384e-08,-0.01076472332668743,0.01076470610318284
4.7e-05,0.1468628704935371,10.00296764287398,10.00296749545872,10.76012634479709,-1.474152355740443e-08,-0.01076014108630829,0.01076012634479709
4.7e-05,0.146882870493537,9.96112067800545,9.961120505726127,10.75554853482919,-1.722792575264975e-08,-0.01075556576275005,0.01075554853482919
4.7e-05,0.146902870493537,9.918880415458753,9.918880268012135,10.75097267245049,-1.474465882722598e-08,-0.01075098741709724,0.01075097267245049
4.7e-05,0.146922870493537,9.87624862218587,9.876248449889008,10.7463987568327,-1.722967546413656e-08,-0.01074641598651027,0.0107463987568327
4.7e-05,0.146942870493537,9.833226881840087,9.833226734387877,10.74182678714783,-1.474521837963039e-08,-0.0107418415323508,0.01074182678714783
4.7e-05,0.146962870493537,9.789816992221908,9.7898168199325,10.73725676256829,-1.722893827604821e-08,-0.01073727399149504,0.01073725676256829
4.7e-05,0.146982870493537,9.746020567705386,9.746020420271927,10.73268868226677,-1.474334432316482e-08,-0.01073270342559596,0.01073268868226677
4.7e-05,0.147002870493537,9.701839436671413,9.701839264413021,10.72812254541637,-1.722582965157926e-08,-0.01072813977124554,0.01072812254541637
4.7e-05,0.147022870493537,9.657275243944195,9.657275096552164,10.72355835119049,-1.473919652994482e-08,-0.01072357309037386,0.01072355835119049
4.7e-05,0.147042870493537,9.612329848211738,9.61232967600635,10.7189960987629,-1.722053610819785e-08,-0.0107190133192816,0.0107189960987629
4.7e-05,0.147062870493537,9.56700492447301,9.567004777143923,10.71443578730769,-1.473290822673334e-08,-0.01071445052019726,0.01071443578730769
4.7e-05,0.147082870493537,9.521302361445656,9.521302189314232,10.70987741599931,-1.721313758196175e-08,-0.01070989462913019,0.01070987741599931
4.7e-05,0.147102870493537,9.475223864022974,9.475223716777187,10.70532098401256,-1.472456823137236e-08,-0.01070533570858601,0.01070532098401256
4.7e-05,0.147122870493537,9.428771350669754,9.428771178631985,10.70076649052259,-1.720377618141811e-08,-0.01070078369428984,0.01070076649052259
4.7e-05,0.1471428704935369,9.381946555888714,9.38194640874524,10.69621393470486,-1.471434529776161e-08,-0.01069622864904574,0.01069621393470486
4.7e-05,0.1471628704935369,9.334751427604337,9.334751255678796,10.69166331573521,-1.719255848797729e-08,-0.01069168050827329,0.01069166331573521
4.7e-05,0.1471828704935369,9.287187729639292,9.287187582616433,10.68711463278982,-1.470228383482208e-08,-0.01068712933506077,0.01068711463278982
4.7e-05,0.1472028704935369,9.239257439086028,9.239257267290522,10.68256788504521,-1.717954667412869e-08,-0.0106825850645933,0.01068256788504521
4.7e-05,0.1472228704935369,9.190962348792702,9.19096220190784,10.67802307167824,-1.468848154217994e-08,-0.01067803776016518,0.01067802307167824
4.7e-05,0.1472428704935369,9.142304464723495,9.142304293074822,10.67348019186613,-1.716486508485104e-08,-0.01067349735672707,0.01067348019186613
4.7e-05,0.1472628704935369,9.093285608453055,9.093285461722498,10.66893924478644,-1.467305388302975e-08,-0.01066895391782907,0.01066893924478644
4.7e-05,0.1472828704935369,9.04390781451606,9.043907643030348,10.66440022961707,-1.714856701084955e-08,-0.01066441737819446,0.01066440022961707
4.7e-05,0.1473028704935369,8.9941729329106,8.994172786350099,10.65986314553627,-1.465604526629249e-08,-0.0106598778015794,0.01065986314553627
4.7e-05,0.1473228704935369,8.944083026436175,8.944082855128736,10.65532799172265,-1.713074126996617e-08,-0.01065534512246558,0.01065532799172265
4.7e-05,0.1473428704935369,8.893639973206394,8.893639826830977,10.65079476735513,-1.463753562802594e-08,-0.01065080940489338,0.01065079476735513
4.7e-05,0.1473628704935369,8.842845863975633,8.842845692861147,10.64626347161301,-1.711144115290608e-08,-0.01064628058305317,0.01064626347161301
4.7e-05,0.1473828704935368,8.791702604660802,8.791702458484798,10.64173410367591,-1.461759602250368e-08,-0.01064174872126245,0.01064173410367591
4.7e-05,0.1474028704935368,8.740212313656738,8.740212142749195,10.63720666272384,-1.709074659572707e-08,-0.01063722375346288,0.01063720666272384
4.7e-05,0.1474228704935368,8.688376924366635,8.688376778403835,10.6326811479371,-1.459627085864668e-08,-0.01063269574421355,0.0106326811479371
4.7e-05,0.1474428704935368,8.6361985825072,8.63619841182015,10.62815755849637,-1.706870200735011e-08,-0.01062817462720034,0.01062815755849637
4.7e-05,0.1474628704935368,8.583679248647018,8.583679102910647,10.62363589358267,-1.457363119072852e-08,-0.01062365046721681,0.01062363589358267
4.7e-05,0.1474828704935368,8.530821095501464,8.530820925047832,10.61911615237736,-1.704536067848039e-08,-0.01061913319772145,0.01061911615237736
4.7e-05,0.1475028704935368,8.477626110479122,8.477625964982003,10.61459833406214,-1.4549712545886e-08,-0.01061461288377785,0.01061459833406214
4.7e-05,0.1475228704935368,8.424096492966662,8.424096322759038,10.61008243781908,-1.70207581362547e-08,-0.0106100994585745,0.01061008243781908
4.7e-05,0.1475428704935368,8.370234256883391,8.370234111637673,10.60556846283058,-1.452456821482428e-08,-0.01060558298739522,0.01060556846283058
4.7e-05,0.1475628704935368,8.31604162795537,8.316041458005717,10.60105640827938,-1.699496543494661e-08,-0.01060107340322958,0.01060105640827938
4.7e-05,0.1475828704935368,8.261520646278747,8.261520501296344,10.59654627334856,-1.449824260646437e-08,-0.01059656077158877,0.01059654627334856
4.7e-05,0.1476028704935368,8.206673563583534,8.206673393903506,10.59203805722158,-1.696800033812451e-08,-0.01059205502521365,0.01059203805722158
4.7e-05,0.1476228704935368,8.151502445804908,8.151502301097217,10.5875317590822,-1.447077124794305e-08,-0.01058754622984992,0.0105875317590822
4.7e-05,0.1476428704935367,8.09600957033689,8.096009400937685,10.58302737811456,-1.693991613649359e-08,-0.01058304431801815,0.01058302737811456
4.7e-05,0.1476628704935367,8.040197028611495,8.040196884189594,10.57852491350313,-1.44421896663971e-08,-0.01057853935568431,0.01057852491350313
4.7e-05,0.1476828704935367,7.984067123342883,7.984066954235476,10.57402436443274,-1.691073503451435e-08,-0.01057404127517714,0.01057402436443274
4.7e-05,0.1477028704935367,7.927621971114307,7.92762182698898,10.56952573008852,-1.441252894807121e-08,-0.0105695401426118,0.01056952573008852
4.7e-05,0.1477228704935367,7.870863899612126,7.870863730807018,10.56502900965601,-1.688050588199985e-08,-0.01056504589016072,0.01056502900965601
4.7e-05,0.1477428704935367,7.813795050220433,7.813794906402039,10.56053420232105,-1.438183350188638e-08,-0.01056054858415933,0.01056053420232106
4.7e-05,0.1477628704935367,7.756417775246035,7.756417606753519,10.55604130726985,-1.68492508834106e-08,-0.01055605815652427,0.01055604130726985
4.7e-05,0.1477828704935367,7.698734240520247,7.698734097018932,10.55155032368893,-1.435012997319518e-08,-0.01055156467381124,0.01055155032368893
4.7e-05,0.1478028704935367,7.640746822614621,7.640746654444603,10.54706125076519,-1.681700112499129e-08,-0.01054707806776634,0.01054706125076519
4.7e-05,0.1478228704935367,7.58245771144983,7.582457568275412,10.54257408768585,-1.431744056645812e-08,-0.01054258840513,0.01054257408768585
4.7e-05,0.1478428704935367,7.523869307502498,7.523869139664674,10.5380888336385,-1.678377881120241e-08,-0.01053810561740676,0.0105380888336385
4.7e-05,0.1478628704935367,7.464983824421219,7.464983681583227,10.53360548781106,-1.428379636791988e-08,-0.01053361977160705,0.01053360548781106
4.7e-05,0.1478828704935367,7.405803686224157,7.405803518728066,10.52912404939178,-1.674960614650445e-08,-0.01052914079900091,0.01052912404939178
4.7e-05,0.1479028704935366,7.346331129922953,7.346330987430819,10.52464451756927,-1.424921070025675e-08,-0.01052465876679065,0.01052464451756927
4.7e-05,0.1479228704935366,7.286568602710422,7.286568435565122,10.52016689153249,-1.671452753981839e-08,-0.01052018360606155,0.01052016689153249
4.7e-05,0.1479428704935366,7.226518364591437,7.226518222454192,10.51569117047073,-1.421372353149764e-08,-0.01051570538418645,0.01051569117047073
4.7e-05,0.1479628704935366,7.166182885563019,7.166182718777622,10.51121735357365,-1.667853410936004e-08,-0.01051123403211562,0.01051121735357365
4.7e-05,0.1479828704935366,7.105564448251222,7.105564306477786,10.5067454400312,-1.417734374342672e-08,-0.01050675961737824,0.0105067454400312
4.7e-05,0.1480028704935366,7.044665545082497,7.044665378665735,10.50227542903374,-1.664167026405039e-08,-0.01050229207071141,0.01050227542903374
4.7e-05,0.1480228704935366,6.983488480927983,6.983488339527002,10.49780731977192,-1.414009354050449e-08,-0.01049782145987166,0.01049780731977192
4.7e-05,0.1480428704935366,6.922035770265739,6.922035604226274,10.49334111143675,-1.660394488567363e-08,-0.01049335771539006,0.01049334111143675
4.7e-05,0.1480628704935366,6.860309739832335,6.860309598812314,10.4888768032196,-1.410199956808356e-08,-0.01048889090521499,0.0104888768032196
4.7e-05,0.1480828704935366,6.798312925775959,6.798312760122124,10.48441439431217,-1.656538017869025e-08,-0.01048443095969986,0.01048441439431217
4.7e-05,0.1481028704935366,6.736047676315317,6.736047535684671,10.47995388390649,-1.40630618261639e-08,-0.0104799679469636,0.0104799538839065
4.7e-05,0.1481228704935366,6.673516548884514,6.673516383624541,10.47549527119497,-1.652599390666865e-08,-0.01047551179719619,0.01047549527119497
4.7e-05,0.1481428704935366,6.610721912797712,6.610721772564475,10.47103855537031,-1.402332472366652e-08,-0.01047105257870129,0.01047103855537031
4.7e-05,0.1481628704935365,6.547666346386298,6.547666181528198,10.4665837356256,-1.648580383317721e-08,-0.01046660022142731,0.01046658373562561
4.7e-05,0.1481828704935365,6.484352239670266,6.484352099842475,10.46213081115425,-1.398277493791511e-08,-0.0104621447939337,0.01046213081115425
4.7e-05,0.1482028704935365,6.420782191487064,6.42078202703884,10.45767978115002,-1.644481884000015e-08,-0.01045769622596282,0.01045767978115002
4.7e-05,0.1482228704935365,6.356958612169303,6.356958472754844,10.453230644807,-1.394144355515436e-08,-0.01045324458625885,0.010453230644807
4.7e-05,0.1482428704935365,6.292884120665811,6.292883956635273,10.44878340131963,-1.640305224981375e-08,-0.01044879980438651,0.01044878340131963
4.7e-05,0.1482628704935365,6.228561147225728,6.228561008232237,10.44433804988269,-1.389934833895268e-08,-0.01044435194922499,0.01044433804988269
4.7e-05,0.1482828704935365,6.163992330510892,6.163992166905603,10.43989458969132,-1.636053070797061e-08,-0.01043991095022534,0.01043989458969132
4.7e-05,0.1483028704935365,6.09918012028749,6.099179981722589,10.43545301994097,-1.385648928931005e-08,-0.01043546687643016,0.01043545301994096
4.7e-05,0.1483228704935365,6.034127174529969,6.034127011357441,10.43101333982745,-1.631725421447072e-08,-0.01043102965708442,0.01043101333982745
4.7e-05,0.1483428704935365,5.968835962118854,5.968835823989964,10.42657554854691,-1.381288861068697e-08,-0.01042658936142971,0.01042657554854691
4.7e-05,0.1483628704935365,5.903309159936765,5.903308997204366,10.42213964529585,-1.627323609199038e-08,-0.01042215591854045,0.01042213964529585
4.7e-05,0.1483828704935365,5.837549255573242,5.837549117887717,10.4177056292711,-1.376855074397554e-08,-0.01041771939782876,0.0104177056292711
4.7e-05,0.1484028704935365,5.771558944412393,5.771558782127379,10.41327349966982,-1.622849854499009e-08,-0.01041328972817723,0.01041327349966982
4.7e-05,0.1484228704935364,5.705340732343728,5.70534059510874,10.40884325568953,-1.372349789363625e-08,-0.0104088569791827,0.01040884325568953
4.7e-05,0.1484428704935364,5.638897332843108,5.638897171012588,10.40441489652809,-1.618305045525403e-08,-0.01040443107957856,0.01040441489652809
4.7e-05,0.1484628704935364,5.572231269688788,5.572231132911464,10.39998842138369,-1.36777300596691e-08,-0.01040000209911796,0.01039998842138369
4.7e-05,0.1484828704935364,5.505345274035354,5.505345112666401,10.39556382945487,-1.613689182278222e-08,-0.01039557996634954,0.01039556382945487
4.7e-05,0.1485028704935364,5.43824188713563,5.43824175082295,10.3911411199405,-1.363126500564249e-08,-0.01039115475121122,0.0103911411199405
4.7e-05,0.1485228704935364,5.370923857407279,5.370923696506862,10.3867202920398,-1.609004041114304e-08,-0.0103867363820811,0.0103867202920398
4.7e-05,0.1485428704935364,5.303393743160925,5.303393607319808,10.38230134495233,-1.358411161334061e-08,-0.01038231492907471,0.01038230134495233
4.7e-05,0.1485628704935364,5.235654309659058,5.235654149234,10.37788427787798,-1.604250510212069e-08,-0.01037790032037833,0.01037788427787798
4.7e-05,0.1485828704935364,5.167708131850095,5.167707996487257,10.37346909001698,-1.353628320543976e-08,-0.01037348262630644,0.01037346909001698
4.7e-05,0.1486028704935364,5.099557991420306,5.099557831477346,10.36905578056993,-1.599429477749936e-08,-0.01036907177486057,0.01036905578056993
4.7e-05,0.1486228704935364,5.031206479533877,5.03120634465609,10.36464434873772,-1.348777534104784e-08,-0.01036465783651863,0.01036464434873772
4.7e-05,0.1486428704935364,4.962656393877269,4.962656234423076,10.36023479372163,-1.594541831906326e-08,-0.01036025073914715,0.01036023479372163
4.7e-05,0.1486628704935364,4.893910341405538,4.893910207019433,10.35582711472323,-1.343861022462534e-08,-0.01035584055333061,0.01035582711472323
4.7e-05,0.1486828704935363,4.824971135379402,4.824970976420532,10.35142131094447,-1.589588904948869e-08,-0.01035143720684317,0.01035142131094447
4.7e-05,0.1487028704935363,4.755841398117069,4.755841264229157,10.34701738158761,-1.338878785617226e-08,-0.01034703077038301,0.01034701738158761
4.7e-05,0.1487228704935363,4.686523958025039,4.686523799567975,10.34261532585528,-1.584570696877563e-08,-0.01034263117156797,0.01034261532585528
4.7e-05,0.1487428704935363,4.61702145235504,4.61702131897172,10.33821514295042,-1.333833044014909e-08,-0.01033822848129518,0.01033821514295042
4.7e-05,0.1487628704935363,4.54733672422829,4.547336566279479,10.33381683207633,-1.579487651781619e-08,-0.01033383262696219,0.01033381683207633
4.7e-05,0.1487828704935363,4.477472425398183,4.477472292525889,10.32942039243662,-1.328722909477165e-08,-0.0103294336796651,0.01032942039243662
4.7e-05,0.1488028704935363,4.407431413267148,4.407431255832851,10.32502582323527,-1.574342878285506e-08,-0.01032504156667358,0.01032502582323527
4.7e-05,0.1488228704935363,4.337216353655529,4.337216221300563,10.32063312367659,-1.323549270182411e-08,-0.01032064635917607,0.01032063312367659
4.7e-05,0.1488428704935363,4.266830117811812,4.266829960898363,10.31624229296521,-1.569134600032385e-08,-0.01031625798432145,0.01031624229296521
4.7e-05,0.1488628704935363,4.196275385186639,4.19627525335521,10.31185333030611,-1.318313902487489e-08,-0.0103118665134474,0.01031185333030611
4.7e-05,0.1488828704935363,4.12555504043673,4.125554884050308,10.30746623490462,-1.563864149289884e-08,-0.01030748187355357,0.01030746623490462
4.7e-05,0.1489028704935363,4.054671776204389,4.054671644902665,10.30308100596639,-1.313017250481607e-08,-0.01030309413614106,0.01030308100596639
4.7e-05,0.1489228704935363,3.98362849011451,3.983628334261192,10.29869764269742,-1.558532858325634e-08,-0.01029871322803899,0.01029869764269742
4.7e-05,0.1489428704935362,3.912427887560067,3.912427756794147,10.29431614430403,-1.307658870075556e-08,-0.01029432922089057,0.01029431614430403
4.7e-05,0.1489628704935362,3.841072878692479,3.841072723378332,10.2899365099929,-1.553141393273449e-08,-0.01028995204140415,0.0102899365099929
4.7e-05,0.1489828704935362,3.769566181212594,3.769566050988449,10.28555873897103,-1.302241425804596e-08,-0.01028557176139344,0.01028555873897103
4.7e-05,0.1490028704935362,3.697910717354377,3.697910562585404,10.28118283044577,-1.54768975413333e-08,-0.01028119830734653,0.01028118283044577
4.7e-05,0.1490228704935362,3.626109216681527,3.626109087005186,10.27680878362479,-1.29676336335649e-08,-0.01027682175126898,0.01027680878362479
4.7e-05,0.1490428704935362,3.554164613064987,3.554164458847105,10.27243659771612,-1.542178607039091e-08,-0.01027245201951388,0.01027243659771612
4.7e-05,0.1490628704935362,3.482079647484511,3.482079518361814,10.2680662719281,-1.291226903177289e-08,-0.01026807918420047,0.0102680662719281
4.7e-05,0.1490828704935362,3.409857265000388,3.409857111339492,10.26369780546943,-1.536608840169151e-08,-0.01026371317156105,0.01026369780546943
4.7e-05,0.1491028704935362,3.337500217560193,3.337500088997027,10.25933119754912,-1.285631601177784e-08,-0.01025934405385698,0.01025933119754912
4.7e-05,0.1491228704935362,3.265011460963876,3.265011307865764,10.25496644737656,-1.530980897612721e-08,-0.01025498175718553,0.01025496644737656
4.7e-05,0.1491428704935362,3.192393757676464,3.192393629678579,10.25060355416142,-1.279978789625602e-08,-0.01025061635394309,0.01025060355416142
4.7e-05,0.1491628704935362,3.119650073786822,3.119649921257229,10.24624251711376,-1.525295667548221e-08,-0.0102462577700706,0.01024624251711376
4.7e-05,0.1491828704935362,3.046783181825502,3.046783054398685,10.24188333544393,-1.274268024431535e-08,-0.01024189607812787,0.01024188333544393
4.7e-05,0.1492028704935361,2.973796057717363,2.973795905761999,10.23752600836265,-1.51955359406486e-08,-0.01023754120389953,0.01023752600836265
4.7e-05,0.1492228704935361,2.90069148360513,2.90069135675499,10.23317053508095,-1.268501303997027e-08,-0.01023318322009459,0.01023317053508095
4.7e-05,0.1492428704935361,2.827472444795504,2.827472293419996,10.22881691481021,-1.513754899207242e-08,-0.0102288320523698,0.01022881691481021
4.7e-05,0.1492628704935361,2.754141732588078,2.754141606320266,10.22446514676215,-1.262677962188263e-08,-0.01022447777354785,0.01022446514676215
4.7e-05,0.1492828704935361,2.680702341215735,2.680702190425681,10.22011523014881,-1.507900471153789e-08,-0.01022013030915758,0.01022011523014881
4.7e-05,0.1493028704935361,2.607157070678738,2.607156944998799,10.21576716418257,-1.256799331272873e-08,-0.01021577973217802,0.01021576716418257
4.7e-05,0.1493228704935361,2.53350892367895,2.533508773479896,10.21142094807615,-1.5019903099045e-08,-0.01021143596798169,0.01021142094807615
4.7e-05,0.1493428704935361,2.459760708459181,2.459760583372677,10.2070765810426,-1.250864745117042e-08,-0.01020708908970391,0.0102070765810426
4.7e-05,0.1493628704935361,2.385915435731961,2.385915286129412,10.20273406229532,-1.496025303637794e-08,-0.0102027490225538,0.01020273406229531
4.7e-05,0.1493828704935361,2.311975921523551,2.311975797035909,10.198393391048,-1.244876202122214e-08,-0.0101984058398088,0.010198393391048
4.7e-05,0.1494028704935361,2.237945184097399,2.237945035096759,10.19405456651473,-1.490006340532091e-08,-0.01019406946657853,0.01019405456651473
4.7e-05,0.1494228704935361,2.163826046802972,2.163825922919599,10.18971758790988,-1.238833480243784e-08,-0.0101897299762399,0.01018971758790988
4.7e-05,0.1494428704935361,2.089621534993381,2.089621386600066,10.18538245444817,-1.483933198542786e-08,-0.01018539729378887,0.01018538245444817
4.7e-05,0.149462870493536,2.015334478879892,2.015334355606195,10.18104916534466,-1.232736801526357e-08,-0.01018106149272313,0.01018104916534466
4.7e-05,0.149482870493536,1.940967910443424,1.940967762662769,10.17671771981474,-1.477806432781392e-08,-0.01017673249788231,0.01017671771981474
4.7e-05,0.149502870493536,1.866524666294193,1.866524543635459,10.17238811707414,-1.226587165170656e-08,-0.01017240038294176,0.01017238811707414
4.7e-05,0.149522870493536,1.79200778457796,1.792007637415252,10.16806035633892,-1.471626931426329e-08,-0.01016807507261319,0.01016806035633892
4.7e-05,0.149542870493536,1.717420107840378,1.717419985801929,10.16373443682546,-1.220384460154378e-08,-0.01016374664067143,0.01016373443682546
4.7e-05,0.149562870493536,1.642764679927745,1.64276453338826,10.15941035775048,-1.465394805499898e-08,-0.01015942501170031,0.01015941035775048
4.7e-05,0.149582870493536,1.568044348856641,1.568044227443677,10.15508811833105,-1.214129574655942e-08,-0.01015510025963096,0.01015508811833105
4.7e-05,0.149602870493536,1.493262163708904,1.493262017797832,10.15076771778455,-1.459110721135914e-08,-0.01015078230889088,0.01015076771778455
4.7e-05,0.149622870493536,1.418420977506774,1.418420856724482,10.14644915532871,-1.207822841742257e-08,-0.01014646123356044,0.01014644915532871
4.7e-05,0.149642870493536,1.343523844101914,1.343523698824435,10.14213243018159,-1.452774678334379e-08,-0.01014214695792504,0.01014213243018159
4.7e-05,0.149662870493536,1.268573621055693,1.268573500909239,10.13781754156156,-1.201464483457926e-08,-0.01013782955621423,0.01013781754156156
4.7e-05,0.149682870493536,1.193573366523147,1.193573221884373,10.13350448868735,-1.446387787318315e-08,-0.01013351895257131,0.01013350448868735
4.7e-05,0.1497028704935359,1.11852594213788,1.118525822632347,10.129193270778,-1.195055276959067e-08,-0.01012920522133243,0.010129193270778
4.7e-05,0.1497228704935359,1.043434409891152,1.043434265896151,10.12488388705292,-1.439950048087724e-08,-0.01012489828655561,0.01012488388705292
4.7e-05,0.1497428704935359,0.9683016350213306,0.9683015161617838,10.1205763367318,-1.188595444290286e-08,-0.01012058822269069,0.0101205763367318
4.7e-05,0.1497628704935359,0.8931306828877285,0.8931305395415561,10.11627061903471,-1.433461738198361e-08,-0.01011628495366068,0.01011627061903471
4.7e-05,0.1497828704935359,0.8179244218654474,0.8179243036569115,10.11196673318201,-1.18208537402964e-08,-0.01011197855402912,0.01011196673318201
4.7e-05,0.1498028704935359,0.7426859202135473,0.7426857775211844,10.10766467839442,-1.426923579295192e-08,-0.01010767894762665,0.01010766467839442
4.7e-05,0.1498228704935359,0.667418048975281,0.6674179314227275,10.10336445389298,-1.175525454755189e-08,-0.01010337620915891,0.01010336445389298
4.7e-05,0.1498428704935359,0.5921238788407344,0.5921237368071408,10.09906605889906,-1.420335904445125e-08,-0.01009908026225759,0.01009906605889906
4.7e-05,0.1498628704935359,0.5168062830519413,0.516806166160303,10.09476949263437,-1.168916352600746e-08,-0.01009478118180596,0.01009476949263437
4.7e-05,0.1498828704935359,0.4414683342608456,0.4414681928909392,10.09047475432095,-1.413699046715067e-08,-0.01009048889131492,0.01009047475432095
4.7e-05,0.1499028704935359,0.3661129074389672,0.3661127912131494,10.08618184318114,-1.162258178588615e-08,-0.01008619346576722,0.01008618184318114
4.7e-05,0.1499228704935359,0.2907430767306821,0.2907429360293334,10.08189075843767,-1.407013450194228e-08,-0.01008190482858851,0.01008189075843767
4.7e-05,0.1499428704935359,0.2153617183673791,0.2153616028122345,10.07760149931354,-1.155551446196945e-08,-0.01007761305483257,0.01007760149931354
4.7e-05,0.1499628704935358,0.1399719075156838,0.1399717674877295,10.07331406503213,-1.40027954509403e-08,-0.01007332806782557,0.01007331406503213
4.7e-05,0.1499828704935358,0.06457652119725434,0.06457640631759938,10.0690284548171,-1.148796544003794e-08,-0.01006903994278474,0.0100690284548171
4.7e-05,0.1500028704935358,-0.01082136486871543,-0.01082150421847963,10.0647446678925,-1.393497642797337e-08,-0.01006475860287992,0.0100647446678925
4.7e-05,0.1500228704935358,-0.08621887334071611,-0.08621898754010149,10.06046270348265,-1.14199386058722e-08,-0.01006047412342781,0.01006046270348265
4.7e-05,0.1500428704935358,-0.1616129284169944,-0.1616130670838111,10.05618256081224,-1.38666818305655e-08,-0.01005619642750588,0.01005618256081224
4.7e-05,0.1500628704935358,-0.2370006529058984,-0.2370007664202728,10.05190423910628,-1.13514374289192e-08,-0.01005191559054452,0.01005190423910628
4.7e-05,0.1500828704935358,-0.312378971393136,-0.3123791093722866,10.0476277375901,-1.379791531030961e-08,-0.01004764153550752,0.0100476277375901
4.7e-05,0.1501028704935358,-0.3877450073072779,-0.3877451201319411,10.04335305548936,-1.128246662762677e-08,-0.01004336433796027,0.01004335305548936
4.7e-05,0.1501228704935358,-0.4630956860913809,-0.4630958233781788,10.03908019203007,-1.372868013715944e-08,-0.01003909392072444,0.01003908019203007
4.7e-05,0.1501428704935358,-0.5384281322640599,-0.5384282443943418,10.03480914643855,-1.121302828366311e-08,-0.01003482035947911,0.01003480914643855
4.7e-05,0.1501628704935358,-0.6137392725954626,-0.6137394091852678,10.03053991794144,-1.365898061322923e-08,-0.01003055357692517,0.01003053991794144
4.7e-05,0.1501828704935358,-0.6890262331639272,-0.6890263445952093,10.02627250576573,-1.114312808692119e-08,-0.01002628364889091,0.01002627250576573
4.7e-05,0.1502028704935358,-0.7642859425366592,-0.7642860784248684,10.02200690913874,-1.358882117941107e-08,-0.01002202049797063,0.01002200690913874
4.7e-05,0.1502228704935357,-0.8395155288211301,-0.8395156395488186,10.0177431272881,-1.107276936807011e-08,-0.01001775420006368,0.0100177431272881
4.7e-05,0.1502428704935357,-0.9147119228508461,-0.9147120580328856,10.01348115944177,-1.351820433370676e-08,-0.01001349467765067,0.01001348115944177
4.7e-05,0.1502628704935357,-0.9898722552315137,-0.9898723652510542,10.00922100482806,-1.100195434755591e-08,-0.01000923200678017,0.01000922100482806
4.7e-05,0.1502828704935357,-1.064993459531841,-1.064993594003176,10.00496266267559,-1.344713340678538e-08,-0.0100049761098191,0.01000496266267559
4.7e-05,0.1503028704935357,-1.140072669324897,-1.140072778631767,10.00070613221331,-1.093068635604766e-08,-0.01000071706290839,0.01000070613221331
4.7e-05,0.1503228704935357,-1.215106821383045,-1.215106955139176,9.996451412670506,-1.337561283953903e-08,-0.00999646478829419,0.009996451412670507
4.7e-05,0.1503428704935357,-1.290093052714946,-1.290093161304677,9.992198503276779,-1.085897372021805e-08,-0.009992209362252424,0.009992198503276779
4.7e-05,0.1503628704935357,-1.365028303764605,-1.365028436801078,9.987947403262067,-1.33036470728598e-08,-0.009987960706915544,0.009987947403262068
4.7e-05,0.1503828704935357,-1.43990971544396,-1.439909823312097,9.983698111856626,-1.078681477473253e-08,-0.009983708898680277,0.009983698111856626
4.7e-05,0.1504028704935357,-1.514734232336427,-1.514734364648812,9.979450628291053,-1.323123943741678e-08,-0.009979463859536963,0.009979450628291054
4.7e-05,0.1504228704935357,-1.58949899972431,-1.589499106866452,9.975204951796256,-1.071421507070625e-08,-0.009975215666017334,0.009975204951796256
4.7e-05,0.1504428704935357,-1.664200966797186,-1.664201098381096,9.97096108160349,-1.315839104343297e-08,-0.009970974239998043,0.00997096108160349
