Cfilter,time,V(ac),V(raw),V(out),I(D1),I(CFILTER),I(RLOAD)
1e-12,0.02090468155586103,3.337674767486302,3.364837916499068,2.716311354722358,0.002716314901278771,3.546558822739205e-09,0.002716311354722358
1e-12,0.02092468155586102,3.40927670678778,3.437144443149255,2.786770136826556,0.002786773636147544,3.499321702493945e-09,0.002786770136826556
1e-12,0.02094468155586102,3.480744000153382,3.50931527722215,2.857124170794665,0.002857127706878959,3.536083784564608e-09,0.002857124170794665
1e-12,0.02096468155586102,3.552073842461041,3.581347569536841,2.927369219159415,0.00292737270758181,3.488422944384965e-09,0.002927369219159415
1e-12,0.02098468155586102,3.623263429656881,3.653238476381706,2.997501147713154,0.002997504672483942,3.524771628742885e-09,0.002997501147713154
1e-12,0.02100468155586102,3.694309965629045,3.724985159626878,3.067515923079587,0.003067519399784224,3.476707470825164e-09,0.003067515923079587
1e-12,0.02102468155586102,3.76521065573273,3.796584786836156,3.137409597682869,0.003137413110343434,3.512661414830813e-09,0.003137409597682869
1e-12,0.02104468155586102,3.835962713643987,3.868034531378834,3.207178309275408,0.003207181773485779,3.464211047139747e-09,0.003207178309275408
1e-12,0.02106468155586102,3.906563354867146,3.939331572541338,3.276818267635986,0.003276821767419502,3.499785982078228e-09,0.003276818267635986
1e-12,0.02108468155586102,3.977009803573116,4.010473095638585,3.346325755586089,0.003346329206548315,3.450963907950439e-09,0.003346325755586089
1e-12,0.02110468155586102,4.047299286093321,4.081456292125056,3.415697117002486,0.00341570060317764,3.486173240585813e-09,0.003415697117002486
1e-12,0.02112468155586102,4.11742903774601,4.152278359705677,3.484928758978164,0.003484932195965129,3.43699188456998e-09,0.003484928758978165
1e-12,0.02114468155586102,4.187396296319575,4.222936502446496,3.554017140847005,0.003554020612690501,3.471847158367362e-09,0.003554017140847005
1e-12,0.02116468155586101,4.25719830888954,4.293427930885032,3.6229587772338,0.003622962199552049,3.422317271703606e-09,0.0036229587772338
1e-12,0.02118468155586101,4.326832325293413,4.363749862140375,3.691750227867148,0.003691753684700316,3.456828524454571e-09,0.003691750227867148
1e-12,0.02120468155586101,4.396295604940247,4.433899520023086,3.760388101326607,0.00376039150828511,3.40695950116026e-09,0.003760388101326607
1e-12,0.02122468155586101,4.46558541027872,4.503874135144819,3.828869045475799,0.003828872486608681,3.441135545090078e-09,0.003828869045475799
1e-12,0.02124468155586101,4.534699013600622,4.573670945027555,3.897189751761103,0.003897193142692323,3.390935670735622e-09,0.003897189751761103
1e-12,0.02126468155586101,4.60363369050356,4.64328719421276,3.965346946137423,0.003965350370922494,3.424784314011899e-09,0.003965346946137423
1e-12,0.02128468155586101,4.672386726689457,4.712720134370127,4.033337393806968,0.004033340768070381,3.374260963329728e-09,0.004033337393806968
1e-12,0.02130468155586101,4.740955411422769,4.78196702440605,4.101157890539535,0.004101161298333267,3.407789186684237e-09,0.004101157890539536
1e-12,0.02132468155586101,4.809337044324775,4.851025130571879,4.168805267765189,0.004168808624713805,3.356948981797575e-09,0.00416880526776519
1e-12,0.02134468155586101,4.877528928828152,4.919891726571867,4.236276384213101,0.004236279774372242,3.390163080576803e-09,0.004236276384213101
1e-12,0.02136468155586101,4.945528378967656,4.988564093670666,4.303568131290907,0.004303571470303247,3.339012018732549e-09,0.004303568131290908
1e-12,0.02138468155586101,5.013332712831885,5.057039520800846,4.370677424982834,0.004370680796896842,3.371917717987983e-09,0.004370677424982834
1e-12,0.021404681555861,5.080939259350602,5.125315304669792,4.437601211462653,0.004437604531921657,3.320461275377913e-09,0.004437601211462652
1e-12,0.021424681555861,5.148345351743827,5.193388749866446,4.504336459203792,0.004504339812263503,3.353063823671124e-09,0.004504336459203792
1e-12,0.021444681555861,5.215548334306867,5.261257168967752,4.570880164784729,0.004570883466090692,3.301307040449912e-09,0.004570880164784729
1e-12,0.021464681555861,5.282545555856905,5.328917882644752,4.637229345173518,0.004637232678783576,3.333611286953256e-09,0.004637229345173518
1e-12,0.021484681555861,5.349334376515833,5.396368219768323,4.703381043691968,0.004703384325250859,3.281558837181955e-09,0.004703381043691968
1e-12,0.021504681555861,5.415912161154539,5.463605517514631,4.769332322444582,0.004769335636010119,3.313569295290003e-09,0.004769332322444583
1e-12,0.021524681555861,5.482276286173946,5.530627121470298,4.835080268414828,0.004835083529637352,3.261225544934823e-09,0.004835080268414828
1e-12,0.021544681555861,5.548424132947621,5.597430385737169,4.900621986014718,0.004900625278958515,3.292946445223775e-09,0.004900621986014718
1e-12,0.021564681555861,5.614353094600697,5.664012673036739,4.965954603290911,0.004965957843605651,3.240315500425847e-09,0.004965954603290912
1e-12,0.021584681555861,5.680060569451053,5.73037135481431,5.031075264575414,0.005031078536328337,3.271750834742126e-09,0.005031075264575415
1e-12,0.021604681555861,5.745543967786625,5.79650381134278,5.095981136784154,0.005095984355620864,3.21883658228937e-09,0.005095981136784154
1e-12,0.021624681555861,5.81080070530453,5.862407431825973,5.160669402152021,0.005160672652149145,3.249990140790636e-09,0.005160669402152021
1e-12,0.021644681555861,5.875828209887732,5.928079614501806,5.225137264610245,0.005225140461408984,3.196796282105011e-09,0.005225137264610245
1e-12,0.02166468155586099,5.940623915042364,5.993517766744967,5.289381942592779,0.005289385170259564,3.227671684579577e-09,0.00528938194259278
1e-12,0.02168468155586099,6.005185266672459,6.058719305169234,5.353400675479149,0.005353403849679417,3.174201764392535e-09,0.005353400675479149
1e-12,0.02170468155586099,6.06950971651686,6.123681655729511,5.417190716462617,0.005417193921264385,3.20480248670098e-09,0.005417190716462617
1e-12,0.02172468155586099,6.133594728922415,6.188402253823454,5.480749339048922,0.005480752490107932,3.15105991754786e-09,0.005480749339048922
1e-12,0.02174468155586099,6.197437774279062,6.252878544392665,5.544073829975736,0.005544077011361281,3.181389314060297e-09,0.005544073829975737
1e-12,0.02176468155586099,6.261036335792258,6.317107982023579,5.607161495759772,0.005607164623131489,3.127377396986783e-09,0.005607161495759773
1e-12,0.02178468155586099,6.32438790291699,6.381088031047982,5.670009655660702,0.005670012813103753,3.157438719833593e-09,0.005670009655660702
1e-12,0.02180468155586099,6.387489978128829,6.444816165643103,5.732615648269116,0.005732618751430607,3.103160662158738e-09,0.005732615648269116
1e-12,0.02182468155586099,6.450340070356664,6.508289869931279,5.79497682450832,0.005794979957460811,3.132957077660674e-09,0.00579497682450832
1e-12,0.02184468155586099,6.512935701752639,6.571506638079375,5.857090554257592,0.005857093632672949,3.078416008215978e-09,0.005857090554257593
1e-12,0.02186468155586099,6.575274401124314,6.634463974397632,5.918954219387273,0.005918957327333274,3.107950611025171e-09,0.005918954219387273
1e-12,0.02188468155586099,6.637353710702618,6.697159393438191,5.980565220411498,0.005980568273562525,3.053149593256694e-09,0.005980565220411498
1e-12,0.02190468155586098,6.699171179573495,6.759590420093272,6.041920969552129,0.006041924051980452,3.082425418498552e-09,0.00604192096955213
1e-12,0.02192468155586098,6.760724370445033,6.82175458969285,6.103018897418007,0.006103021924785956,3.027367461829441e-09,0.006103018897418007
1e-12,0.02194468155586098,6.822010853077179,6.883649448101931,6.163856446092453,0.00616385950248155,3.056387495617187e-09,0.006163856446092453
1e-12,0.02196468155586098,6.883028211048408,6.945272551817489,6.224431075835895,0.006224434076909091,3.001075565197129e-09,0.006224431075835895
1e-12,0.02198468155586098,6.943774035184578,7.00662146806493,6.284740258194755,0.00628474328803641,3.029842753805911e-09,0.006284740258194755
1e-12,0.02200468155586098,7.004245930324015,7.06769377489406,6.344781482723306,0.006344784457006369,2.974279778991416e-09,0.006344781482723306
1e-12,0.02202468155586098,7.064441508745731,7.128487061274788,6.404552250111396,0.006404555252910171,3.002797036750214e-09,0.006404552250111396
1e-12,0.02204468155586098,7.124358396933179,7.18899892719227,6.464050078923212,0.006464053025911909,2.946985918498472e-09,0.006464050078923212
1e-12,0.02206468155586098,7.183994229001667,7.249226983741637,6.523272498741291,0.006523275473999668,2.975256134659433e-09,0.006523272498741291
1e-12,0.02208468155586098,7.243346653461152,7.30916885322234,6.582217056920355,0.006582219976118964,2.919199752011926e-09,0.006582217056920355
1e-12,0.02210468155586098,7.302413326642313,7.36882216923203,6.640881311745003,0.00664088425897269,2.947225796761756e-09,0.006640881311745003
1e-12,0.02212468155586098,7.361191919458699,7.42818457675993,6.699262839197041,0.006699265730127912,2.890927012410537e-09,0.006699262839197041
1e-12,0.02214468155586097,7.419680110831488,7.487253732279822,6.757359226125128,0.006757362144838019,2.918711742128775e-09,0.006757359226125127
1e-12,0.02216468155586097,7.477875594450612,7.546027303842595,6.81516807702355,0.006815170939198367,2.8621734073228e-09,0.006815168077023551
1e-12,0.02218468155586097,7.535776072199018,7.604502971168289,6.872687007213115,0.006872689896928463,2.889719669222819e-09,0.006872687007213115
1e-12,0.02220468155586097,7.593379260911932,7.66267842573766,6.92991364962911,0.006929916482576459,2.832944628036885e-09,0.00692991364962911
1e-12,0.02222468155586097,7.650682885800771,7.720551370883397,6.98684564801227,0.006986848508261367,2.860255264100677e-09,0.006986845648012271
1e-12,0.02224468155586097,7.707684687211178,7.77811952188072,7.043480663705296,0.00704348346695749,2.80324635726846e-09,0.007043480663705296
1e-12,0.02226468155586097,7.764382414045867,7.835380606037587,7.099816368852029,0.007099819199174462,2.83032420779136e-09,0.00709981636885203
1e-12,0.02228468155586097,7.820773830521551,7.892332362784447,7.155850453201579,0.007155853226290532,2.773084275949869e-09,0.00715585045320158
1e-12,0.02230468155586097,7.876856709591062,7.948972543763471,7.211580617315025,0.007211583417245926,2.799932182643984e-09,0.007211580617315025
1e-12,0.02232468155586097,7.932628839698945,8.00529891291728,7.267004579375995,0.007267007321840602,2.742464069234648e-09,0.007267004579375996
1e-12,0.02234468155586097,7.988088018202441,8.061309246577265,7.32212006840358,0.007322122837485345,2.769084877909075e-09,0.00732212006840358
1e-12,0.02236468155586097,8.043232058126813,8.117001333551377,7.376924831069618,0.007376927542459555,2.711391431740971e-09,0.007376924831069618
1e-12,0.02238468155586096,8.098058781584363,8.172372975211381,7.431416624916214,0.007431419362706748,2.73778799468641e-09,0.007431416624916215
1e-12,0.02240468155586096,8.15256602652915,8.227421985579658,7.485593225178667,0.007485595905052378,2.679872072098631e-09,0.007485593225178667
1e-12,0.02242468155586096,8.206751640175005,8.28214619141554,7.539452418007868,0.007539455124057071,2.706047250186437e-09,0.007539452418007868
1e-12,0.02244468155586096,8.260613485749053,8.336543432301115,7.592992007297636,0.007592994655203356,2.647911717023693e-09,0.007592992007297636
1e-12,0.02246468155586096,8.314149435908654,8.390611560726407,7.646209807911353,0.007646212481775549,2.673868381491634e-09,0.007646209807911353
1e-12,0.02248468155586096,8.367357379494107,8.44434844217432,7.699103652513495,0.007699106268024281,2.61551611481875e-09,0.007699103652513495
1e-12,0.02250468155586096,8.420235214944253,8.49775195520478,7.751671384799709,0.007751674026055255,2.641257148906946e-09,0.007751671384799708
1e-12,0.02252468155586096,8.472780857048347,8.550819991538527,7.80391086633205,0.007803913449020428,2.582691038479524e-09,0.00780391086633205
1e-12,0.02254468155586096,8.524992230360445,8.603550456140347,7.85581996977213,0.007855822577989002,2.608219338759862e-09,0.00785581996977213
1e-12,0.02256468155586096,8.57686727595028,8.65594126730182,7.907396585719454,0.007907399135156368,2.549442288316748e-09,0.007907396585719454
1e-12,0.02258468155586096,8.628403944816293,8.707990356723382,7.958638615947101,0.007958641190706217,2.574760765948612e-09,0.007958638615947101
1e-12,0.02260468155586096,8.679600204635975,8.759695669596137,8.009543980243224,0.008009546496019482,2.515775694355495e-09,0.008009543980243224
1e-12,0.02262468155586096,8.730454033177542,8.811055164682866,8.060110609648886,0.008060113150536452,2.540887276112157e-09,0.008060110609648886
1e-12,0.02264468155586095,8.780963425048691,8.862066814398627,8.110336453301318,0.008110338935001238,2.481697118268108e-09,0.00811033645330132
1e-12,0.02266468155586095,8.831126385108103,8.912728604890845,8.160219471674782,0.00816022197827948,2.506604747483074e-09,0.008160219471674782
1e-12,0.02268468155586095,8.880940935212486,8.963038536118784,8.209757643425139,0.00820976009063834,2.447212455256727e-09,0.00820975764342514
1e-12,0.02270468155586095,8.930405107626978,9.012994621932485,8.258948958632512,0.008258951430555328,2.471919092516824e-09,0.008258948958632512
1e-12,0.02272468155586095,8.979516951771467,9.062594890151237,8.307791425647883,0.008307793837980526,2.412327635422733e-09,0.008307791425647883
1e-12,0.02274468155586095,9.028274527629684,9.111837382641372,8.356283064337083,0.008356285501172067,2.436836259264051e-09,0.008356283064337083
1e-12,0.02276468155586095,9.076675912493886,9.160720155393614,8.40442191292826,0.00840442428997612,2.377048625004261e-09,0.008404421912928261
1e-12,0.02278468155586095,9.124719194373586,9.20924127859978,8.452206021257888,0.008452208422617957,2.401362232527629e-09,0.008452206021257888
1e-12,0.02280468155586095,9.172402478738965,9.257398836729006,8.499633457619264,0.008499635799008587,2.341381427628223e-09,0.008499633457619265
1e-12,0.02282468155586095,9.219723881928266,9.305190928603384,8.54670230200937,0.008546704667518057,2.365503034861315e-09,0.00854670230200937
1e-12,0.02284468155586095,9.266681537889843,9.352615667472918,8.59341065297808,0.008593412958308733,2.305332084952355e-09,0.008593410652978079
1e-12,0.02286468155586095,9.313273591588771,9.399671181090152,8.639756620876225,0.008639758950144127,2.329264727309418e-09,0.008639756620876226
1e-12,0.02288468155586094,9.359498205747935,9.446355611783979,8.685738334705768,0.008685740603606718,2.268906677612099e-09,0.008685738334705768
1e-12,0.02290468155586094,9.405353554252782,9.492667116532996,8.731353935367826,0.008731356228022236,2.292653410092793e-09,0.008731353935367826
1e-12,0.02292468155586094,9.450837828892059,9.538603867038296,8.776601582514237,0.008776603814633077,2.232111325589269e-09,0.008776601582514237
1e-12,0.02294468155586094,9.49594923276092,9.58416404979565,8.821479447795605,0.008821481703478184,2.255675223145327e-09,0.008821479447795605
1e-12,0.02296468155586094,9.54068598700041,9.629345866167018,8.865985721713214,0.008865987916664153,2.194952188794603e-09,0.008865985721713213
1e-12,0.02298468155586094,9.585046324199679,9.674147532451673,8.910118606867707,0.008910120825209589,2.218336346417816e-09,0.008910118606867707
1e-12,0.02300468155586094,9.629028495134108,9.718567279956545,8.95387632481112,0.008953878482245159,2.157435467284493e-09,0.00895387632481112
1e-12,0.02302468155586094,9.672630762166659,9.762603355066062,8.997257109296095,0.008997259289946768,2.180643000193587e-09,0.008997257109296095
1e-12,0.02304468155586094,9.715851405984429,9.80625401931137,9.040259213127689,0.009040261332691202,2.119567401582965e-09,0.00904025921312769
1e-12,0.02306468155586094,9.758688718998874,9.849517549438984,9.082880901412754,0.009082883044015944,2.14260144518538e-09,0.009082880901412753
1e-12,0.02308468155586094,9.801141012081256,9.892392237478834,9.125120458411878,0.009125122539757058,2.081354272632977e-09,0.009125120458411878
1e-12,0.02310468155586094,9.84320660796165,9.934876390811631,9.166976180788744,0.009166978285000127,2.104217982607237e-09,0.009166976180788744
1e-12,0.02312468155586093,9.884883847963168,9.976968332235753,9.208446384461986,0.009208448427262539,2.042802401940834e-09,0.009208446384461987
1e-12,0.02314468155586093,9.92617108540001,10.01866640003343,9.249529397854687,0.009249531463346727,2.065498954244811e-09,0.009249529397854688
1e-12,0.02316468155586093,9.967066692309725,10.05996894803633,9.290223568745315,0.009290225572664568,2.003918151434102e-09,0.009290223568745315
1e-12,0.02318468155586093,10.00756905285092,10.10087434569059,9.330527257517915,0.009330529283975153,2.026450742154981e-09,0.009330527257517915
1e-12,0.02320468155586093,10.047676570034,10.14138097812116,9.370438844012481,0.009370440808718072,1.964707923349478e-09,0.009370438844012481
1e-12,0.02322468155586093,10.08738765911702,10.18148724619552,9.409956720774215,0.009409958707848887,1.987079768585069e-09,0.009409956720774215
1e-12,0.02324468155586093,10.12670075433618,10.22119156658691,9.449079299904561,0.009449081225074707,1.925178159933475e-09,0.00944907929990456
1e-12,0.02326468155586093,10.16561430229976,10.26049237183673,9.48780500630944,0.009487806953698552,1.947392495784163e-09,0.00948780500630944
1e-12,0.02328468155586093,10.2041267687177,10.29938811041649,9.52613228455016,0.009526134169881573,1.885335343269304e-09,0.00952613228455016
1e-12,0.02330468155586093,10.24223663179422,10.33787724678902,9.564059592091123,0.009564061499478527,1.907395425558004e-09,0.009564059592091124
1e-12,0.02332468155586093,10.27994238895583,10.37595826146915,9.601585406149999,0.00960158725133553,1.845185994825622e-09,0.009601585406149998
1e-12,0.02334468155586093,10.31724255024326,10.41362965108358,9.638708216945457,0.009638710084036717,1.867095098982682e-09,0.009638708216945457
1e-12,0.02336468155586092,10.35413564503755,10.45088992843038,9.675426534546078,0.009675428339290804,1.804736675124385e-09,0.009675426534546078
1e-12,0.02338468155586092,10.39062021545146,10.4877376225376,9.71173888211833,0.00971174070861558,1.826498095938035e-09,0.00971173888211833
1e-12,0.02340468155586092,10.42669482305373,10.52417127872137,9.74764380277431,0.009747645566768881,1.763993983281442e-09,0.009747643802774309
1e-12,0.02342468155586092,10.46235804225903,10.56018945864332,9.783139852818811,0.00978314163843308,1.785611034586399e-09,0.009783139852818812
1e-12,0.02344468155586092,10.49760846705183,10.59579074036738,9.818225608597395,0.009818227331557239,1.722964556486667e-09,0.009818225608597395
1e-12,0.02346468155586092,10.53244470437418,10.63097371841591,9.85289965974186,0.00985290140417483,1.744440570978319e-09,0.00985289965974186
1e-12,0.02348468155586092,10.5668653808485,10.66573700382518,9.88716061601774,0.009887162297674834,1.681655069443752e-09,0.00988716061601774
1e-12,0.02350468155586092,10.60086913616461,10.70007922420021,9.921007100569643,0.009921008803566167,1.702993398394826e-09,0.009921007100569644
1e-12,0.02352468155586092,10.63445462980056,10.73399902376894,9.954437756767328,0.009954439396846482,1.640072233847165e-09,0.00995443775676733
1e-12,0.02354468155586092,10.6676205344085,10.76749506343576,9.987451241450369,0.009987452902731064,1.66127624676722e-09,0.00998745124145037
1e-12,0.02356468155586092,10.70036554253439,10.80056602083437,10.0200462317736,0.01002004783000388,1.598222797706219e-09,0.0100200462317736
1e-12,0.02358468155586092,10.73268836000256,10.83321059038003,10.05222141845099,0.01005222303774644,1.61929588202824e-09,0.01005222141845099
1e-12,0.02360468155586092,10.76458771263392,10.86542748332099,10.08397551260001,0.01008397706870667,1.556113544698569e-09,0.01008397551260001
1e-12,0.02362468155586091,10.79606233962907,10.8972154277895,10.11530723898457,0.0101153088160455,1.577059105428726e-09,0.01011530723898457
1e-12,0.02364468155586091,10.82711100028589,10.92857316885195,10.14621534285914,0.01014621685660799,1.513751293563534e-09,0.01014621534285914
1e-12,0.02366468155586091,10.85773246738056,10.95949946855841,10.17669858321,0.01017670011779437,1.534572752905725e-09,0.01017669858321
1e-12,0.02368468155586091,10.88792553388415,10.98999310599152,10.20675573959887,0.01020675721074227,1.471142897219477e-09,0.01020675573959887
1e-12,0.02370468155586091,10.91768900634225,11.02005287731468,10.23638560540308,0.01023638709725105,1.491843694306406e-09,0.01023638560540308
1e-12,0.02372468155586091,10.94702171159009,11.04967759581961,10.26558699465811,0.01026558842295522,1.428295242174703e-09,0.01026558699465811
1e-12,0.02374468155586091,10.97592249013137,11.07886609197312,10.29435873529736,0.01029436018417762,1.448878832597345e-09,0.01029435873529736
1e-12,0.02376468155586091,11.00439020285134,11.10761721346339,10.32269967599303,0.01032270106120947,1.385215247684657e-09,0.01032269967599302
1e-12,0.02378468155586091,11.03242372439454,11.13592982524535,10.35060867939506,0.01035061008508364,1.405685103121895e-09,0.01035060867939506
1e-12,0.02380468155586091,11.0600219498768,11.16380280958558,10.37808462897134,0.0103780859708813,1.341909864997643e-09,0.01037808462897134
1e-12,0.02382468155586091,11.08718378826129,11.19123506610638,10.40512642224528,0.01040512778451408,1.362269472766072e-09,0.01040512642224528
1e-12,0.02384468155586091,11.11390816906903,11.21822551182923,10.43173297763481,0.01043173427603072,1.298386076452307e-09,0.01043173297763481
1e-12,0.0238646815558609,11.14019403575423,11.24477308121756,10.45790322768958,0.0104579045463371,1.318638939193888e-09,0.01045790322768958
1e-12,0.0238846815558609,11.16604035241309,11.27087672621877,10.48363612592851,0.0104836373805739,1.254650894744534e-09,0.01048363612592851
1e-12,0.0239046815558609,11.19144609715693,11.29653541630567,10.5089306400751,0.01050893191487212,1.274800529849131e-09,0.0105089306400751
1e-12,0.0239246815558609,11.21641026882105,11.32174813851709,10.53378575889531,0.0105337869696065,1.210711362021545e-09,0.01053378575889532
1e-12,0.0239446815558609,11.24093188033607,11.34651389749794,10.55820048543137,0.01055820171619537,1.230761301341685e-09,0.01055820048543137
1e-12,0.0239646815558609,11.26500996543438,11.37083171553847,10.58217384383744,0.01058217501041625,1.166574548930464e-09,0.01058217384383744
1e-12,0.0239846815558609,11.28864357202152,11.39470063261285,10.6057048726138,0.01060570605913469,1.186528338269944e-09,0.0106057048726138
1e-12,0.0240046815558609,11.31183176888029,11.4181197064171,10.6287926314404,0.01062879375369086,1.122247553873148e-09,0.0106287926314404
1e-12,0.0240246815558609,11.33457363904107,11.4410880124063,10.65143619441022,0.01065143733653073,1.142108752518621e-09,0.01065143619441022
1e-12,0.0240446815558609,11.35686828648507,11.46360464383105,10.67363465686216,0.01067363573461044,1.077737501998633e-09,0.01067363465686216
1e-12,0.0240646815558609,11.37871482951206,11.48566871177329,10.69538712861211,0.01069538822612515,1.097509682227911e-09,0.01069538712861211
1e-12,0.0240846815558609,11.40011240744305,11.50727934518141,10.71669274078543,0.01071669377384232,1.033051544265685e-09,0.01071669274078543
1e-12,0.02410468155586089,11.4210601739868,11.52843569090461,10.73755063904704,0.01073755169178625,1.052738290986475e-09,0.01073755063904704
1e-12,0.02412468155586089,11.44155730394024,11.54913691372656,10.7579599904319,0.01075796097863346,9.88196856524618e-10,0.0107579599904319
1e-12,0.02414468155586089,11.46160298655465,11.56938219639846,10.77791997657489,0.01077792098438835,1.007801766736657e-09,0.01077791997657489
1e-12,0.02416468155586089,11.48119643223401,11.58917073967119,10.79742980053948,0.01079743074371642,9.431806386063045e-10,0.01079742980053948
1e-12,0.02418468155586089,11.50033686589942,11.60850176232696,10.81648868004601,0.01081648964275317,9.627073208567183e-10,0.01081648868004601
1e-12,0.02420468155586089,11.51902353368697,11.6273745012101,10.83509585430009,0.01083509675231298,8.980101133031991e-10,0.01083509585430009
1e-12,0.02422468155586089,11.53725569631039,11.64578821125718,10.85325057721929,0.01085325149468019,9.174621873146552e-10,0.01085325057721929
1e-12,0.02424468155586089,11.55503263575695,11.66374216552646,10.87095212425979,0.01087095297696017,8.526925253736502e-10,0.01087095212425979
1e-12,0.02426468155586089,11.57235364864943,11.68123565522657,10.88819978564251,0.01088820065771934,8.720736214685858e-10,0.01088819978564251
1e-12,0.02428468155586089,11.58921805294038,11.69826798974449,10.90499287317828,0.0109049936804162,8.072351406127043e-10,0.01090499287317828
1e-12,0.02430468155586089,11.60562518127249,11.71483849667283,10.92133071349261,0.01092133154004138,8.265488992667291e-10,0.01092133071349261
1e-12,0.02432468155586089,11.62157438767143,11.73094652183633,10.93721265484958,0.01093721341649534,7.616452448284675e-10,0.01093721265484959
1e-12,0.02434468155586089,11.63706504090508,11.74659142931774,10.95263806037563,0.01095263884127284,7.80895316118521e-10,0.01095263806037563
1e-12,0.02436468155586088,11.65209653117483,11.76177260148292,10.96760631488201,0.01096760703081401,7.159301428210067e-10,0.01096760631488201
1e-12,0.02438468155586088,11.66666826347311,11.77648943900516,10.9821168180871,0.01098211755320655,7.351201859476323e-10,0.0109821168180871
1e-12,0.02440468155586088,11.68077966427362,11.79074136088894,10.99616899143796,0.01099616966153683,6.700971573411344e-10,0.01099616899143796
1e-12,0.02442468155586088,11.69443017488721,11.80452780449277,11.00976227133104,0.01100976296055656,6.892308401268239e-10,0.01100976227133104
1e-12,0.02444468155586088,11.7076192581507,11.81784822555147,11.02289611593256,0.01102289674007828,6.241536281417321e-10,0.01102289611593256
1e-12,0.02446468155586088,11.72034639178133,11.83070209819762,11.03556999839793,0.01103557064163319,6.432346264718838e-10,0.01103556999839793
1e-12,0.02448468155586088,11.73261107506435,11.84308891498234,11.047783413691,0.01104778399180439,5.781069108838072e-10,0.01104778341369099
1e-12,0.02450468155586088,11.74441282220596,11.85500818689531,11.05953587180209,0.01105953646893809,5.97138908244246e-10,0.01105953587180209
1e-12,0.02452468155586088,11.75575116901884,11.86645944338409,11.07082690456541,0.0110708274365301,5.31964376055255e-10,0.01107082690456541
1e-12,0.02454468155586088,11.76662566627438,11.87744223237268,11.08165605887641,0.0110816566098304,5.509510629784849e-10,0.01108165605887641
1e-12,0.02456468155586088,11.777035886387,11.88795612027937,11.09202290350817,0.01109202338923865,4.857334081092151e-10,0.01109202290350817
1e-12,0.02458468155586088,11.78698141676387,11.89800069203387,11.10192702232639,0.01110192752700634,5.046784815874247e-10,0.01110192702232639
1e-12,0.02460468155586087,11.79646186648857,11.9075755510937,11.11136802110516,0.01111136846052574,4.394214041185589e-10,0.01111136802110516
1e-12,0.02462468155586087,11.80547685966914,11.9166803194598,11.12034552074054,0.01112034597907652,4.583285672258456e-10,0.01112034552074054
1e-12,0.02464468155586087,11.81402604212052,11.92531463769151,11.12885916406512,0.01112885955710574,3.930357730368539e-10,0.01112885916406512
1e-12,0.02466468155586087,11.82210907471103,11.93347816492074,11.13690860906016,0.01113690902097453,4.119087342401617e-10,0.01113690860906016
1e-12,0.02468468155586087,11.82972564004285,11.94117057886541,11.14449353566838,0.0111444938822558,3.465839343278642e-10,0.01114449353566838
1e-12,0.02470468155586087,11.8368754357979,11.94839157584217,11.15161363900559,0.01115161400442766,3.654264071217014e-10,0.01115161363900559
1e-12,0.02472468155586087,11.84355818141603,11.95514087077845,11.15826863617124,0.01115826893624217,3.000733171468929e-10,0.01115826863617124
1e-12,0.02474468155586087,11.84977361144026,11.96141819722363,11.16445825945961,0.01116445857834769,3.188890193610941e-10,0.01116445825945961
1e-12,0.02476468155586087,11.85552148219286,11.96722330735962,11.17018226316837,0.01117018251667545,2.535113591612891e-10,0.01117018226316837
1e-12,0.02478468155586087,11.86080156511944,11.97255597201059,11.17544041680862,0.01117544068912402,2.723040125053116e-10,0.01117544041680862
1e-12,0.02480468155586087,11.86561365346391,11.97741598065209,11.18023251191257,0.0111802327188304,2.069055055304083e-10,0.01118023251191257
1e-12,0.02482468155586087,11.86995755561014,11.9818031414193,11.18455835524122,0.01118455858091671,2.256788349561514e-10,0.01118455835524122
1e-12,0.02484468155586086,11.87383310175613,11.98571728111462,11.1884177755913,0.01118841793585013,1.602632076511566e-10,0.0111884177755913
1e-12,0.02486468155586086,11.8772401372543,11.98915824521451,11.19181061700178,0.0111918107960296,1.790209409908554e-10,0.01119181061700178
1e-12,0.02488468155586086,11.88017852928406,11.99212589787561,11.19473674555928,0.01119473685915473,1.135919223486508e-10,0.01119473674555928
1e-12,0.02490468155586086,11.88264816019068,11.99462012194007,11.19719604260324,0.01119719617494574,1.323377896211557e-10,0.01119719604260324
1e-12,0.02492468155586086,11.88464893415597,11.99664081894019,11.19918841152958,0.01119918847843238,6.689911057326988e-11,0.01119918841152958
1e-12,0.02494468155586086,11.88618077053606,11.99818790910232,11.20071377099491,0.01120071385663834,8.563684350970843e-11,0.01120071377099491
1e-12,0.02496468155586086,11.88724361053093,11.99926133134999,11.2017720617191,0.01120177208191464,2.019223645113105e-11,0.0112017720617191
1e-12,0.02498468155586086,11.88783741052031,11.99986104330632,11.20236323968771,0.01120236327860624,3.892556794963051e-11,0.01120236323968771
1e-12,0.02500468155586086,11.88796214873143,11.99998702129572,11.20248728295289,0.01120248725643869,-2.65212338894743e-11,0.01120248728295289
1e-12,0.02502468155586086,11.88761781857435,11.99963926034479,11.20214418483545,0.01120214417705157,-7.788570306523429e-12,0.01120214418483545
1e-12,0.02504468155586086,11.88680443530763,11.99881777418253,11.20133396072367,0.01120133388749167,-7.323383331101505e-11,0.01120133396072367
