case,frequency_real,frequency_imag,v(fb)_real,v(fb)_imag,v(out)_real,v(out)_imag,v(vn)_real,v(vn)_imag,v(in)_real,v(in)_imag,v(vp)_real,v(vp)_imag,i(vp)_real,i(vp)_imag,i(vin)_real,i(vin)_imag,i(rf)_real,i(rf)_imag,i(vn)_real,i(vn)_imag,i(rg)_real,i(rg)_imag
1,1122018.454301945,0.0,0.1637441412361688,-0.3701121781655315,0.3274884462164789,-0.7402247264432416,0.0,0.0,1.0,0.0,0.0,0.0,-8.186992130063131e-05,0.000185052362515134,-1e-09,0.0,0.0001637443049803101,-0.00037011254827771,-8.186992130063131e-05,0.000185052362515134,0.0001637441412361688,-0.0003701121781655316
1,1165914.401179813,0.0,0.1535002965700756,-0.3605407497611725,0.3070007466404479,-0.7210818600630949,0.0,0.0,1.0,0.0,0.0,0.0,-7.674810211031301e-05,0.0001802667446852979,-1e-09,0.0,0.0001535004500703723,-0.0003605411103019224,-7.674810211031301e-05,0.0001802667446852979,0.0001535002965700756,-0.0003605407497611725
1,1211527.658628569,0.0,0.1437868717192543,-0.3509480019159928,0.2875738872253804,-0.7018963547799877,0.0,0.0,1.0,0.0,0.0,0.0,-7.189148748696153e-05,0.0001754704673496907,-1e-09,0.0,0.0001437870155061261,-0.0003509483528639949,-7.189148748696153e-05,0.0001754704673496907,0.0001437868717192543,-0.0003509480019159928
1,1258925.411794147,0.0,0.1345901274836143,-0.3413627120783055,0.2691803895573562,-0.682725765519323,0.0,0.0,1.0,0.0,0.0,0.0,-6.729320796887775e-05,0.0001706779189427493,-1e-09,0.0,0.0001345902620737418,-0.0003413630534410175,-6.729320796887775e-05,0.0001706779189427493,0.0001345901274836143,-0.0003413627120783055
1,1308177.474260173,0.0,0.1258948672494802,-0.3318113579935262,0.2517898603938276,-0.6636230477984104,0.0,0.0,1.0,0.0,0.0,0.0,-6.294566540222118e-05,0.000165902338070574,-1e-09,0.0,0.0001258949931443474,-0.0003318116898048842,-6.294566540222118e-05,0.000165902338070574,0.0001258948672494802,-0.0003318113579935262
1,1359356.390878503,0.0,0.1176847146738804,-0.322318120798034,0.2353695470324754,-0.644636563914189,0.0,0.0,1.0,0.0,0.0,0.0,-5.884067178040658e-05,0.0001611558150578576,-1e-09,0.0,0.0001176848323585951,-0.000322318443116155,-5.884067178040658e-05,0.0001611558150578576,0.0001176847146738804,-0.000322318120798034
1,1412537.544622731,0.0,0.1099423723670599,-0.312904916208277,0.2198848546764921,-0.6258101453214702,0.0,0.0,1.0,0.0,0.0,0.0,-5.496957858272013e-05,0.0001564493075422099,-1e-09,0.0,0.0001099424823094323,-0.0003129052291131932,-5.496957858272013e-05,0.0001564493075422099,0.0001099423723670599,-0.000312904916208277
1,1467799.267622045,0.0,0.1026498598409256,-0.3035914493514876,0.205299822331711,-0.6071832022944247,0.0,0.0,1.0,0.0,0.0,0.0,-5.132339574614835e-05,0.0001517926678887872,-1e-09,0.0,0.0001026499624907855,-0.0003035917529429371,-5.132339574614835e-05,0.0001517926678887872,0.0001026498598409256,-0.0003035914493514876
1,1525222.956538993,0.0,0.09578872972721038,-0.29439528897176,0.1915775552431505,-0.588790872338809,0.0,0.0,1.0,0.0,0.0,0.0,-4.789289977230431e-05,0.0001471946802927733,-1e-09,0.0,9.578882551594014e-05,-0.000294395583367049,-4.789289977230431e-05,0.0001471946802927733,9.578872972721038e-05,-0.00029439528897176
1,1584893.192461087,0.0,0.0893402619011952,-0.285331957017669,0.1786806131426524,-0.5706641993672952,0.0,0.0,1.0,0.0,0.0,0.0,-4.466873078731552e-05,0.0001426631055721564,-1e-09,0.0,8.934035124145718e-05,-0.0002853322423496262,-4.466873078731552e-05,0.0001426631055721564,8.934026190119521e-05,-0.000285331957017669
1,1646897.865482841,0.0,0.08328563567400644,-0.2764150299489977,0.1665713546336486,-0.5528303363130255,0.0,0.0,1.0,0.0,0.0,0.0,-4.164147863624894e-05,0.0001382047318201352,-1e-09,0.0,8.328571895964212e-05,-0.0002764153063640278,-4.164147863624894e-05,0.0001382047318201352,8.328563567400645e-05,-0.0002764150299489977
1,1711328.304161752,0.0,0.07760608064236967,-0.2676562484676709,0.15521223889082,-0.5353127645915905,0.0,0.0,1.0,0.0,0.0,0.0,-3.880175830645732e-05,0.0001338254292694609,-1e-09,0.0,7.760615824845034e-05,-0.0002676565161239195,-3.880175830645732e-05,0.0001338254292694609,7.760608064236967e-05,-0.0002676562484676709
1,1778279.410038893,0.0,0.0722830071160438,-0.2590656327624358,0.1445660865150947,-0.5181315245905045,0.0,0.0,1.0,0.0,0.0,0.0,-3.614027514000067e-05,0.0001295302079136126,-1e-09,0.0,7.228307939905093e-05,-0.0002590658918280686,-3.614027514000067e-05,0.0001295302079136126,7.22830071160438e-05,-0.0002590656327624358
1,1847849.79742226,0.0,0.06729811728892159,-0.2506516007425571,0.1345963018759605,-0.501303452136715,0.0,0.0,1.0,0.0,0.0,0.0,-3.36478804180548e-05,0.0001253232766224611,-1e-09,0.0,6.729818458703891e-05,-0.0002506518513941579,-3.36478804180548e-05,0.0001253232766224611,6.729811728892158e-05,-0.0002506516007425571
1,1920141.938638769,0.0,0.06263349849011957,-0.2424210871106482,0.1252670596137377,-0.4848424166423837,0.0,0.0,1.0,0.0,0.0,0.0,-3.131561798554085e-05,0.0001212081026774996,-1e-09,0.0,6.263356112361809e-05,-0.0002424213295317355,-3.131561798554085e-05,0.0001212081026774996,6.263349849011957e-05,-0.0002424210871106482
1,1995262.314968846,0.0,0.058271699956932,-0.2343796614797287,0.116543458185564,-0.4687595573391191,0.0,0.0,1.0,0.0,0.0,0.0,-2.913476263681318e-05,0.0001171874708291581,-1e-09,0.0,5.827175822863201e-05,-0.0002343798958593904,-2.913476263681318e-05,0.0001171874708291581,5.8271699956932e-05,-0.0002343796614797287
1,2073321.57348592,0.0,0.05419579462282639,-0.2265316440684313,0.1083916434414474,-0.4530635146685068,0.0,0.0,1.0,0.0,0.0,0.0,-2.709685100903744e-05,0.0001132635411432367,-1e-09,0.0,5.419584881862103e-05,-0.0002265318706000754,-2.709685100903744e-05,0.0001132635411432367,5.419579462282639e-05,-0.0002265316440684313
1,2154434.690031847,0.0,0.05038942742073563,-0.2188802178070998,0.1007789052308987,-0.4377606544944175,0.0,0.0,1.0,0.0,0.0,0.0,-2.519370573335865e-05,0.0001094379050528699,-1e-09,0.0,5.038947781016305e-05,-0.0002188804366873177,-2.519370573335865e-05,0.0001094379050528699,5.038942742073563e-05,-0.0002188802178070998
1,2238721.138568301,0.0,0.04683685157397555,-0.2114275359543445,0.0936737499848027,-0.422855283336225,0.0,0.0,1.0,0.0,0.0,0.0,-2.34174535799804e-05,0.0001057116391656905,-1e-09,0.0,4.683689841082715e-05,-0.0002114277473818805,-2.34174535799804e-05,0.0001057116391656905,4.683685157397555e-05,-0.0002114275359543445
1,2326305.067153586,0.0,0.04352295429243278,-0.2041748245580084,0.08704595210781987,-0.4083498532908414,0.0,0.0,1.0,0.0,0.0,0.0,-2.176053830601696e-05,0.0001020853564932672,-1e-09,0.0,4.35229978153871e-05,-0.0002041750287328331,-2.176053830601696e-05,0.0001020853564932672,4.352295429243278e-05,-0.0002041748245580084
1,2417315.480804062,0.0,0.04043327321743724,-0.1971224792971817,0.08086658686814771,-0.3942451557168427,0.0,0.0,1.0,0.0,0.0,0.0,-2.02157288777512e-05,9.855925487115696e-05,-1e-09,0.0,4.043331365071047e-05,-0.000197122676419661,-2.02157288777512e-05,9.855925487115696e-05,4.043327321743724e-05,-0.0001971224792971817
1,2511886.431509537,0.0,0.03755400487108572,-0.1902701564144125,0.07510804729617632,-0.3805405030989816,0.0,0.0,1.0,0.0,0.0,0.0,-1.877612369521236e-05,9.51331624240992e-05,-1e-09,0.0,3.75540424250906e-05,-0.0001902703466845691,-1.877612369521236e-05,9.51331624240992e-05,3.755400487108572e-05,-0.0001902701564144125
1,2610157.215682491,0.0,0.03487200626984616,-0.1836168575917579,0.0697440474116986,-0.3672338988003734,0.0,0.0,1.0,0.0,0.0,0.0,-1.743515139896942e-05,9.18065800031738e-05,-1e-09,0.0,3.487204114185244e-05,-0.0001836170412086155,-1.743515139896942e-05,9.18065800031738e-05,3.487200626984615e-05,-0.0001836168575917579
1,2712272.579331981,0.0,0.03237479076220894,-0.1771610087432491,0.06474961389920866,-0.3543221946475071,0.0,0.0,1.0,0.0,0.0,0.0,-1.618656878899297e-05,8.857872058125327e-05,-1e-09,0.0,3.237482313699973e-05,-0.000177161185904258,-1.618656878899297e-05,8.857872058125327e-05,3.237479076220893e-05,-0.0001771610087432491
1,2818382.931264404,0.0,0.03005051904927851,-0.1709005327923901,0.06010106814907608,-0.3418012364853131,0.0,0.0,1.0,0.0,0.0,0.0,-1.502445633504157e-05,8.544854564098564e-05,-1e-09,0.0,3.005054909979757e-05,-0.000170900703692923,-1.502445633504157e-05,8.544854564098564e-05,3.005051904927851e-05,-0.0001709005327923902
1,2928644.564625185,0.0,0.02788798624806859,-0.1648329165791233,0.05577600038412344,-0.3296659979911633,0.0,0.0,1.0,0.0,0.0,0.0,-1.394321170844221e-05,8.241479862766687e-05,-1e-09,0.0,2.788801413605485e-05,-0.00016483308141204,-1.394321170844221e-05,8.241479862766687e-05,2.788798624806859e-05,-0.0001648329165791233
1,3043219.887107668,0.0,0.02587660576178818,-0.1589552720989433,0.05175323740018213,-0.3179107031531587,0.0,0.0,1.0,0.0,0.0,0.0,-1.293754171739249e-05,7.947603556810942e-05,-1e-09,0.0,2.587663163839395e-05,-0.0001589554310542154,-1.293754171739249e-05,7.947603556810942e-05,2.587660576178818e-05,-0.0001589552720989433
1,3162277.660168324,0.0,0.02400639063093856,-0.1532643923199744,0.04801280526826776,-0.306528937904341,0.0,0.0,1.0,0.0,0.0,0.0,-1.200245298269877e-05,7.663065297867054e-05,-1e-09,0.0,2.40064146373292e-05,-0.0001532645455843667,-1.200245298269877e-05,7.663065297867054e-05,2.400639063093856e-05,-0.0001532643923199743
1,3285993.247600596,0.0,0.0222679329544924,-0.1477568018541905,0.04453588817691775,-0.2955137514651829,0.0,0.0,1.0,0.0,0.0,0.0,-1.113324164857396e-05,7.387691320032662e-05,-1e-09,0.0,2.226795522242535e-05,-0.0001477569496109924,-1.113324164857396e-05,7.387691320032662e-05,2.22679329544924e-05,-0.0001477568018541905
1,3414548.873833541,0.0,0.02065238189233017,-0.1424288027786362,0.04130478443704225,-0.2848577479860753,0.0,0.0,1.0,0.0,0.0,0.0,-1.032548238407566e-05,7.121296730884345e-05,-1e-09,0.0,2.065240254471207e-05,-0.0001424289452074391,-1.032548238407566e-05,7.121296730884345e-05,2.065238189233017e-05,-0.0001424288027786362
1,3548133.892335691,0.0,0.01915142068871637,-0.1372765159133944,0.03830286052885342,-0.2745531691033047,0.0,0.0,1.0,0.0,0.0,0.0,-9.575016895074263e-06,6.863687575330533e-05,-1e-09,0.0,1.915143984013705e-05,-0.0001372766531899103,-9.575016895074263e-06,6.863687575330533e-05,1.915142068871637e-05,-0.0001372765159133944
1,3686945.06451951,0.0,0.01775724309192811,-0.1322959178668045,0.03551450394109933,-0.2645919680295269,0.0,0.0,1.0,0.0,0.0,0.0,-8.877942134307435e-06,6.614662687840465e-05,-1e-09,0.0,1.775726084917122e-05,-0.0001322960501627224,-8.877942134307435e-06,6.614662687840465e-05,1.775724309192811e-05,-0.0001322959178668045
1,3831186.849557219,0.0,0.01646252948705849,-0.1274828741565197,0.03292507543664648,-0.2549658757959136,0.0,0.0,1.0,0.0,0.0,0.0,-8.230598368022144e-06,6.374015348458925e-05,-1e-09,0.0,1.646254594958799e-05,-0.0001274830016393939,-8.230598368022144e-06,6.374015348458925e-05,1.646252948705849e-05,-0.0001274828741565197
1,3981071.705534901,0.0,0.01526042300723135,-0.1228331687086379,0.03052086127488571,-0.2456664602504446,0.0,0.0,1.0,0.0,0.0,0.0,-7.62955723182003e-06,6.141534757736662e-05,-1e-09,0.0,1.526043826765436e-05,-0.0001228332915418067,-7.62955723182003e-06,6.141534757736662e-05,1.526042300723135e-05,-0.0001228331687086379
1,4136820.402388433,0.0,0.0141445058426363,-0.1183425300274343,0.02828902582977846,-0.2366851783973987,0.0,0.0,1.0,0.0,0.0,0.0,-7.071609885415595e-06,5.917007345187901e-05,-1e-09,0.0,1.414451998714215e-05,-0.0001183426483699644,-7.071609885415595e-06,5.917007345187901e-05,1.41445058426363e-05,-0.0001183425300274343
1,4298662.3470822,0.0,0.0131087759265081,-0.1140066543160321,0.02621756496179213,-0.2280134226387186,0.0,0.0,1.0,0.0,0.0,0.0,-6.553755355858662e-06,5.700217925302085e-05,-1e-09,0.0,1.310878903528403e-05,-0.0001140067683226865,-6.553755355858662e-06,5.700217925302085e-05,1.31087759265081e-05,-0.0001140066543160321
1,4466835.921509551,0.0,0.01214762414200124,-0.1098212258144366,0.02429526043162663,-0.2196425614500992,0.0,0.0,1.0,0.0,0.0,0.0,-6.073189141203453e-06,5.490950714424903e-05,-1e-09,0.0,1.214763628962539e-05,-0.0001098213356356625,-6.073189141203453e-06,5.490950714424903e-05,1.214762414200124e-05,-0.0001098212258144366
1,4641588.833612694,0.0,0.01125581216339825,-0.1057819346063252,0.02251163558260867,-0.2115639749945852,0.0,0.0,1.0,0.0,0.0,0.0,-5.6272921313352e-06,5.28899022107978e-05,-1e-09,0.0,1.125582341921042e-05,-0.0001057820403882599,-5.6272921313352e-06,5.28899022107978e-05,1.125581216339825e-05,-0.0001057819346063252
1,4823178.482239218,0.0,0.01042845101879372,-0.1018844921303286,0.02085691246603846,-0.2037690861451493,0.0,0.0,1.0,0.0,0.0,0.0,-5.213619889526434e-06,5.094122021516781e-05,-1e-09,0.0,1.042846144724474e-05,-0.0001018845940148207,-5.213619889526434e-06,5.094122021516781e-05,1.042845101879372e-05,-0.0001018844921303286
1,5011872.336272631,0.0,0.009660980438886512,-0.09812464461565734,0.01932197053875347,-0.1962493873559593,0.0,0.0,1.0,0.0,0.0,0.0,-4.829892327043233e-06,4.906133431478721e-05,-1e-09,0.0,9.660990099866959e-06,-9.8124742740302e-05,-4.829892327043233e-06,4.906133431478721e-05,9.660980438886511e-06,-9.812464461565735e-05
1,5207948.328595368,0.0,0.00894914903737692,-0.09449818464612786,0.01789830702390288,-0.1889964637904404,0.0,0.0,1.0,0.0,0.0,0.0,-4.473983793542246e-06,4.724814084393e-05,-1e-09,0.0,8.94915798652596e-06,-9.449827914431253e-05,-4.473983793542246e-06,4.724814084393e-05,8.949149037376919e-06,-9.449818464612786e-05
1,5411695.265464537,0.0,0.008288995352319892,-0.0910009610411601,0.01657799899363514,-0.1820020130832813,0.0,0.0,1.0,0.0,0.0,0.0,-4.143913597937066e-06,4.549956425410617e-05,-1e-09,0.0,8.289003641315248e-06,-9.100105204212117e-05,-4.143913597937066e-06,4.549956425410617e-05,8.288995352319893e-06,-9.10009610411601e-05
1,5623413.251903387,0.0,0.007676829764273428,-0.08762888722734846,0.01535366720537663,-0.1752578620835842,0.0,0.0,1.0,0.0,0.0,0.0,-3.837836967656989e-06,4.381356129975686e-05,-1e-09,0.0,7.676837441103197e-06,-8.762897485623578e-05,-3.837836967656989e-06,4.381356129975686e-05,7.676829764273429e-06,-8.762888722734847e-05
1,5843414.133735067,0.0,0.007109217295873907,-0.08437794825985617,0.01421844170096512,-0.1687559808976607,0.0,0.0,1.0,0.0,0.0,0.0,-3.554036448605974e-06,4.218812454889059e-05,-1e-09,0.0,7.109224405091211e-06,-8.43780326378045e-05,-3.554036448605974e-06,4.218812454889059e-05,7.109217295873907e-06,-8.437794825985617e-05
1,6072021.956909773,0.0,0.006582961288271449,-0.08124420663926113,0.01316592915950419,-0.162488494522729,0.0,0.0,1.0,0.0,0.0,0.0,-3.290913743545757e-06,4.062128529144261e-05,-1e-09,0.0,6.582967871232739e-06,-8.124428788346782e-05,-3.290913743545757e-06,4.062128529144261e-05,6.582961288271449e-06,-8.124420663926113e-05
1,6309573.444801815,0.0,0.006095087942398975,-0.0782238070566314,0.01219018197988589,-0.1564476923370699,0.0,0.0,1.0,0.0,0.0,0.0,-3.046981982885236e-06,3.911111591176249e-05,-1e-09,0.0,6.09509403748692e-06,-7.82238852804385e-05,-3.046981982885236e-06,3.911111591176249e-05,6.095087942398975e-06,-7.82238070566314e-05
1,6556418.494179667,0.0,0.005642831707088259,-0.0753129801875673,0.01128566905700823,-0.1506260356881148,0.0,0.0,1.0,0.0,0.0,0.0,-2.820858418885294e-06,3.765573178560275e-05,-1e-09,0.0,5.642837349919968e-06,-7.53130555005475e-05,-2.820858418885294e-06,3.765573178560275e-05,5.642831707088259e-06,-7.53129801875673e-05
1,6812920.690579485,0.0,0.0052236214913705,-0.07250804564472221,0.0104472482063625,-0.1450161637974901,0.0,0.0,1.0,0.0,0.0,0.0,-2.611257531949887e-06,3.625329275634866e-05,-1e-09,0.0,5.223626714991997e-06,-7.250811815276789e-05,-2.611257531949887e-06,3.625329275634866e-05,5.2236214913705e-06,-7.250804564472222e-05
1,7079457.843841247,0.0,0.00483506767471858,-0.06980541418789991,0.009670140184504836,-0.1396108981812141,0.0,0.0,1.0,0.0,0.0,0.0,-2.416984535875987e-06,3.490200424004133e-05,-1e-09,0.0,4.835072509786256e-06,-6.980548399331414e-05,-2.416984535875987e-06,3.490200424004133e-05,4.835067674718579e-06,-6.980541418789992e-05
1,7356422.544596274,0.0,0.004474949886335561,-0.06720158928120362,0.008949904247621012,-0.1344032457639966,0.0,0.0,1.0,0.0,0.0,0.0,-2.236929267620885e-06,3.360011800393903e-05,-1e-09,0.0,4.474954361285451e-06,-6.720165648279294e-05,-2.236929267620885e-06,3.360011800393903e-05,4.474949886335561e-06,-6.720158928120362e-05
1,7644222.742525859,0.0,0.004141205522723293,-0.06469316807785414,0.008282415186652108,-0.1293864008488763,0.0,0.0,1.0,0.0,0.0,0.0,-2.070060446203936e-06,3.234593265891324e-05,-1e-09,0.0,4.141209663928816e-06,-6.469323277102221e-05,-2.070060446203936e-06,3.234593265891324e-05,4.141205522723293e-06,-6.469316807785414e-05
1,7943282.347242665,0.0,0.003831918971548071,-0.06227684190516654,0.007663841775015115,-0.124553746087175,0.0,0.0,1.0,0.0,0.0,0.0,-1.915420284745711e-06,3.113779390193343e-05,-1e-09,0.0,3.831922803467043e-06,-6.227690418200845e-05,-1.915420284745711e-06,3.113779390193343e-05,3.831918971548071e-06,-6.227684190516654e-05
1,8254041.852680027,0.0,0.003545311509146517,-0.05994939631474087,0.007090626563604545,-0.1198988525788781,0.0,0.0,1.0,0.0,0.0,0.0,-1.772119439324299e-06,2.997409454116862e-05,-1e-09,0.0,3.545315054458028e-06,-5.994945626413721e-05,-1.772119439324299e-06,2.997409454116862e-05,3.545311509146517e-06,-5.994939631474088e-05
1,8576958.985908778,0.0,0.003279731838787895,-0.05770771075613827,0.006559466957307629,-0.1154154792199873,0.0,0.0,1.0,0.0,0.0,0.0,-1.639332278200616e-06,2.885327433281657e-05,-1e-09,0.0,3.279735118519734e-06,-5.770776846384901e-05,-1.639332278200616e-06,2.885327433281657e-05,3.279731838787895e-06,-5.770771075613827e-05
1,8912509.381337285,0.0,0.003033647236946801,-0.05554875792614142,0.006067297507540839,-0.1110975714010408,0.0,0.0,1.0,0.0,0.0,0.0,-1.516292455044899e-06,2.777381965575216e-05,-1e-09,0.0,3.033650270594039e-06,-5.554881347489934e-05,-1.516292455044899e-06,2.777381965575216e-05,3.033647236946801e-06,-5.554875792614142e-05
1,9261187.281287758,0.0,0.002805635275271365,-0.05346960284009341,0.005611273356178005,-0.1069392591497897,0.0,0.0,1.0,0.0,0.0,0.0,-1.402288770003038e-06,2.673426304719648e-05,-1e-09,0.0,2.805638080906641e-06,-5.346965630969625e-05,-1.402288770003038e-06,2.673426304719648e-05,2.805635275271365e-06,-5.346960284009341e-05
1,9623506.263980702,0.0,0.002594376086596462,-0.05146740166672853,0.00518875476756901,-0.1029348548008587,0.0,0.0,1.0,0.0,0.0,0.0,-1.296661302781872e-06,2.573318262015251e-05,-1e-09,0.0,2.594378680972548e-06,-5.146745313413019e-05,-1.296661302781872e-06,2.573318262015251e-05,2.594376086596462e-06,-5.146740166672853e-05
1,10000000.0,0.0,0.002398645144197579,-0.04953940036331528,0.004797292687040301,-0.09907885026603093,0.0,0.0,1.0,0.0,0.0,0.0,-1.198797802348705e-06,2.476920138098308e-05,-1e-09,0.0,2.398647542842722e-06,-4.953944990271564e-05,-1.198797802348705e-06,2.476920138098308e-05,2.398645144197579e-06,-4.953940036331528e-05
2,10.0,0.0,0.9999899593032014,-0.0001002953399999748,9.999908592941646,-0.001002954302657808,0.0,0.0,1.0,0.0,0.0,0.0,-0.0004999443314787078,5.014264038368416e-08,-1e-09,0.0,0.0009999909592931604,-1.002954402953148e-07,-0.0004999443314787078,5.014264038368416e-08,0.0009999899593032015,-1.002953399999748e-07
2,10.39122303835169,0.0,0.9999899585007328,-0.0001042191246810729,9.999908584916952,-0.001042192184782852,0.0,0.0,1.0,0.0,0.0,0.0,-0.0004999443310774732,5.210433595406662e-08,-1e-09,0.0,0.0009999909584906912,-1.042192289001976e-07,-0.0004999443310774732,5.210433595406662e-08,0.0009999899585007327,-1.042191246810729e-07
2,10.7977516232771,0.0,0.9999899576342468,-0.0001082964168484442,9.999908576252086,-0.001082965143152193,0.0,0.0,1.0,0.0,0.0,0.0,-0.0004999443306442641,5.41427775694811e-08,-1e-09,0.0,0.0009999909576242044,-1.08296525144861e-07,-0.0004999443306442641,5.41427775694811e-08,0.0009999899576342468,-1.082964168484442e-07
2,11.22018454301963,0.0,0.9999899566986368,-0.0001125332220673622,9.999908566895977,-0.00112533323347262,0.0,0.0,1.0,0.0,0.0,0.0,-0.0004999443301764162,5.626096771139689e-08,-1e-09,0.0,0.0009999909566885934,-1.125333346005842e-07,-0.0004999443301764162,5.626096771139689e-08,0.0009999899566986367,-1.125332220673622e-07
2,11.65914401179831,0.0,0.9999899556883882,-0.0001169357808544981,9.99990855679348,-0.001169358860967009,0.0,0.0,1.0,0.0,0.0,0.0,-0.0004999443296714867,5.846202632518998e-08,-1e-09,0.0,0.0009999909556783436,-1.16935897790279e-07,-0.0004999443296714867,5.846202632518998e-08,0.0009999899556883882,-1.169357808544981e-07
2,12.11527658628588,0.0,0.9999899545975472,-0.0001215105778697422,9.99990854588506,-0.001215106872292623,0.0,0.0,1.0,0.0,0.0,0.0,-0.0004999443291261452,6.074919541563563e-08,-1e-09,0.0,0.0009999909545875014,-1.2151069938032e-07,-0.0004999443291261452,6.074919541563563e-08,0.0009999899545975472,-1.215105778697422e-07
2,12.58925411794167,0.0,0.9999899534196839,-0.0001262643514676274,9.999908534106419,-0.001262644651055437,0.0,0.0,1.0,0.0,0.0,0.0,-0.0004999443285370608,6.31258438220871e-08,-1e-09,0.0,0.0009999909534096373,-1.262644777319789e-07,-0.0004999443285370608,6.31258438220871e-08,0.0009999899534196839,-1.262643514676274e-07
2,13.08177474260194,0.0,0.9999899521478565,-0.0001312041036224259,9.999908521388134,-0.001312042217061192,0.0,0.0,1.0,0.0,0.0,0.0,-0.0004999443279012361,6.559547218052341e-08,-1e-09,0.0,0.0009999909521378086,-1.312042348265295e-07,-0.0004999443279012361,6.559547218052341e-08,0.0009999899521478564,-1.312041036224259e-07
2,13.59356390878525,0.0,0.9999899507745689,-0.0001363371102415338,9.999908507655244,-0.00136337232944933,0.0,0.0,1.0,0.0,0.0,0.0,-0.0004999443272146742,6.816171807976412e-08,-1e-09,0.0,0.0009999909507645195,-1.363372465786441e-07,-0.0004999443272146742,6.816171807976412e-08,0.0009999899507745688,-1.363371102415338e-07
2,14.12537544622754,0.0,0.999989949291727,-0.000141670931882337,9.999908492826814,-0.001416710593861757,0.0,0.0,1.0,0.0,0.0,0.0,-0.0004999443264732673,7.082836141937966e-08,-1e-09,0.0,0.0009999909492816763,-1.416710735532689e-07,-0.0004999443264732673,7.082836141937966e-08,0.000999989949291727,-1.41670931882337e-07
2,14.67799267622069,0.0,0.9999899476905914,-0.0001472134248883412,9.99990847681544,-0.001472135573804236,0.0,0.0,1.0,0.0,0.0,0.0,-0.0004999443256730185,7.359932997713723e-08,-1e-09,0.0,0.0009999909476805387,-1.472135721017661e-07,-0.0004999443256730185,7.359932997713723e-08,0.0009999899476905913,-1.472134248883412e-07
2,15.25222956539018,0.0,0.9999899459617246,-0.0001529727529609698,9.99990845952676,-0.001529728906364475,0.0,0.0,1.0,0.0,0.0,0.0,-0.0004999443248084878,7.647870519434427e-08,-1e-09,0.0,0.0009999909459516706,-1.529729059337228e-07,-0.0004999443248084878,7.647870519434427e-08,0.0009999899459617247,-1.529727529609698e-07
2,15.84893192461113,0.0,0.9999899440949372,-0.0001589573991840722,9.999908440858867,-0.001589575422457314,0.0,0.0,1.0,0.0,0.0,0.0,-0.0004999443238753454,7.947072818751907e-08,-1e-09,0.0,0.0009999909440848813,-1.589575581414714e-07,-0.0004999443238753454,7.947072818751907e-08,0.0009999899440949372,-1.589573991840722e-07
2,16.46897865482867,0.0,0.9999899420792264,-0.0001651761785188531,9.999908420701741,-0.001651763271774137,0.0,0.0,1.0,0.0,0.0,0.0,-0.0004999443228673739,8.257980599523848e-08,-1e-09,0.0,0.0009999909420691684,-1.651763436950316e-07,-0.0004999443228673739,8.257980599523848e-08,0.0009999899420792264,-1.651761785188531e-07
2,17.11328304161779,0.0,0.9999899399027125,-0.0001716382507876276,9.999908398936581,-0.001716384052620533,0.0,0.0,1.0,0.0,0.0,0.0,-0.0004999443217794663,8.58105180692563e-08,-1e-09,0.0,0.000999990939892652,-1.716384224258784e-07,-0.0004999443217794663,8.58105180692563e-08,0.0009999899399027125,-1.716382507876276e-07
2,17.78279410038921,0.0,0.9999899375525664,-0.0001783531341655232,9.9999083754351,-0.00178353294683344,0.0,0.0,1.0,0.0,0.0,0.0,-0.0004999443206044063,8.916762301983995e-08,-1e-09,0.0,0.0009999909375425038,-1.783533125186574e-07,-0.0004999443206044063,8.916762301983995e-08,0.0009999899375525664,-1.783531341655233e-07
2,18.47849797422289,0.0,0.9999899350149374,-0.0001853307192000019,9.999908350058787,-0.001853308859976492,0.0,0.0,1.0,0.0,0.0,0.0,-0.0004999443193357545,9.265606562478522e-08,-1e-09,0.0,0.0009999909350048722,-1.853309045307211e-07,-0.0004999443193357545,9.265606562478522e-08,0.0009999899350149374,-1.853307192000019e-07
2,19.201419386388,0.0,0.9999899322748684,-0.00019258128337885,9.999908322658072,-0.00192581456702005,0.0,0.0,1.0,0.0,0.0,0.0,-0.0004999443179657392,9.628098411250364e-08,-1e-09,0.0,0.0009999909322648006,-1.925814759601334e-07,-0.0004999443179657392,9.628098411250364e-08,0.0009999899322748684,-1.9258128337885e-07
2,19.95262314968878,0.0,0.9999899293162099,-0.0002001155062680922,9.999908293071462,-0.002001156863720478,0.0,0.0,1.0,0.0,0.0,0.0,-0.0004999443164865891,1.000477177304991e-07,-1e-09,0.0,0.0009999909293061393,-2.001157063835984e-07,-0.0004999443164865891,1.000477177304991e-07,0.0009999899293162099,-2.001155062680921e-07
2,20.73321573485953,0.0,0.9999899261215238,-0.0002079444852421253,9.999908261124572,-0.00207944672392162,0.0,0.0,1.0,0.0,0.0,0.0,-0.0004999443148894223,1.039618146094249e-07,-1e-09,0.0,0.00099999092611145,-2.079446931866105e-07,-0.0004999443148894223,1.039618146094249e-07,0.0009999899261215238,-2.079444852421253e-07
2,21.54434690031881,0.0,0.9999899226719817,-0.0002160797518292411,9.99990822662912,-0.002160799463010177,0.0,0.0,1.0,0.0,0.0,0.0,-0.0004999443131648018,1.080290399351765e-07,-1e-09,0.0,0.0009999909226619042,-2.160799679089929e-07,-0.0004999443131648018,1.080290399351765e-07,0.0009999899226719817,-2.160797518292411e-07
