case,frequency_real,frequency_imag,v(gate)_real,v(gate)_imag,v(out)_real,v(out)_imag,v(vdd)_real,v(vdd)_imag,i(vdd)_real,i(vdd)_imag,id(m1)_real,id(m1)_imag,i(vin)_real,i(vin)_imag,i(rs)_real,i(rs)_imag
1,398107.1705534914,0.0,1.0,0.0,0.871345725377113,-0.003567440150959404,0.0,0.0,-0.001853927075270581,7.590298193531216e-06,0.001853927075270581,-7.590298193531216e-06,0.0,0.0,0.001853927075270453,-7.590298193530647e-06
1,413682.0402388446,0.0,1.0,0.0,0.8713445602143012,-0.003707001671408007,0.0,0.0,-0.001853924596199822,7.88723759873698e-06,0.001853924596199822,-7.88723759873698e-06,0.0,0.0,0.001853924596200641,-7.887237598740442e-06
1,429866.2347082213,0.0,1.0,0.0,0.8713433021038445,-0.003852022555226252,0.0,0.0,-0.001853921919369591,8.195792670692883e-06,0.001853921919369591,-8.195792670692883e-06,0.0,0.0,0.001853921919369882,-8.195792670694154e-06
1,446683.5921509565,0.0,1.0,0.0,0.8713419436315085,-0.004002716311489503,0.0,0.0,-0.001853919029003361,8.51641768402095e-06,0.001853919029003361,-8.51641768402095e-06,0.0,0.0,0.00185391902900321,-8.51641768402022e-06
1,464158.8833612709,0.0,1.0,0.0,0.8713404767915847,-0.004159304793235247,0.0,0.0,-0.001853915908067714,8.84958466646037e-06,0.001853915908067714,-8.84958466646037e-06,0.0,0.0,0.001853915908067202,-8.849584666457971e-06
1,482317.8482239234,0.0,1.0,0.0,0.871338892940004,-0.00432201852280219,0.0,0.0,-0.001853912538167901,9.195784091057008e-06,0.001853912538167901,-9.195784091057008e-06,0.0,0.0,0.001853912538170221,-9.195784091068489e-06
1,501187.2336272647,0.0,1.0,0.0,0.8713371827425899,-0.004491097029752602,0.0,0.0,-0.001853908899451695,9.555525595215153e-06,0.001853908899451695,-9.555525595215153e-06,0.0,0.0,0.001853908899452319,-9.555525595218302e-06
1,520794.8328595385,0.0,1.0,0.0,0.8713353361214515,-0.004666789201886439,0.0,0.0,-0.001853904970472156,9.929338727423164e-06,0.001853904970472156,-9.929338727423164e-06,0.0,0.0,0.001853904970471173,-9.929338727417955e-06
1,541169.5265464555,0.0,1.0,0.0,0.871333342194799,-0.004849353649797627,0.0,0.0,-0.001853900728073399,1.031777372297007e-05,0.001853900728073399,-1.031777372297007e-05,0.0,0.0,0.00185390072807404,-1.031777372297368e-05
1,562341.3251903405,0.0,1.0,0.0,0.8713311892125706,-0.005039059085508032,0.0,0.0,-0.001853896147258401,1.072140230957781e-05,0.001853896147258401,-1.072140230957781e-05,0.0,0.0,0.001853896147260788,-1.072140230959156e-05
1,584341.4133735087,0.0,1.0,0.0,0.8713288644875989,-0.005236184715709208,0.0,0.0,-0.001853891201036269,1.114081854405511e-05,0.001853891201036269,-1.114081854405511e-05,0.0,0.0,0.001853891201037445,-1.114081854406214e-05
1,607202.1956909792,0.0,1.0,0.0,0.8713263543212588,-0.005441020650151136,0.0,0.0,-0.001853885860257877,1.157663968117191e-05,0.001853885860257877,-1.157663968117191e-05,0.0,0.0,0.001853885860257997,-1.157663968117263e-05
1,630957.3444801836,0.0,1.0,0.0,0.8713236439223372,-0.005653868325731083,0.0,0.0,-0.001853880093451007,1.202950707601861e-05,0.001853880093451007,-1.202950707601861e-05,0.0,0.0,0.001853880093451781,-1.202950707602358e-05
1,655641.8494179688,0.0,1.0,0.0,0.8713207173197511,-0.005875040946876474,0.0,0.0,-0.001853873866637713,1.250008712101333e-05,0.001853873866637713,-1.250008712101333e-05,0.0,0.0,0.001853873866637768,-1.250008712101377e-05
1,681292.0690579507,0.0,1.0,0.0,0.8713175572690582,-0.00610486394282981,0.0,0.0,-0.001853867143126132,1.29890722187901e-05,0.001853867143126132,-1.29890722187901e-05,0.0,0.0,0.001853867143125656,-1.298907221878683e-05
1,707945.7843841269,0.0,1.0,0.0,0.871314145150652,-0.006343675442435717,0.0,0.0,-0.001853859883298515,1.349718179241091e-05,0.001853859883298515,-1.349718179241091e-05,0.0,0.0,0.001853859883299259,-1.349718179241642e-05
1,735642.2544596299,0.0,1.0,0.0,0.871310460859777,-0.006591826767077022,0.0,0.0,-0.001853852044383412,1.40251633342133e-05,0.001853852044383412,-1.40251633342133e-05,0.0,0.0,0.001853852044382504,-1.402516333420643e-05
1,764422.2742525883,0.0,1.0,0.0,0.8713064826891899,-0.006849682942441098,0.0,0.0,-0.001853843580188993,1.457379349454946e-05,0.001853843580188993,-1.457379349454946e-05,0.0,0.0,0.001853843580189766,-1.457379349455553e-05
1,794328.234724269,0.0,1.0,0.0,0.8713021872000116,-0.007117623229738686,0.0,0.0,-0.001853834440851468,1.514387921221311e-05,0.001853834440851468,-1.514387921221311e-05,0.0,0.0,0.001853834440851089,-1.514387921220997e-05
1,825404.1852680054,0.0,1.0,0.0,0.8712975490851568,-0.007396041677149624,0.0,0.0,-0.001853824572521318,1.573625888754997e-05,0.001853824572521318,-1.573625888754997e-05,0.0,0.0,0.00185382457252161,-1.573625888755239e-05
1,857695.8985908806,0.0,1.0,0.0,0.8712925410193961,-0.007685347692133852,0.0,0.0,-0.001853813917061283,1.635180360027369e-05,0.001853813917061283,-1.635180360027369e-05,0.0,0.0,0.001853813917062545,-1.635180360028479e-05
1,891250.9381337314,0.0,1.0,0.0,0.871287133498943,-0.007985966635401727,0.0,0.0,-0.00185380241169887,1.699141837318595e-05,0.00185380241169887,-1.699141837318595e-05,0.0,0.0,0.001853802411699879,-1.699141837319516e-05
1,926118.7281287787,0.0,1.0,0.0,0.8712812946680573,-0.00829834043727514,0.0,0.0,-0.001853789988654332,1.765604348355364e-05,0.001853789988654332,-1.765604348355364e-05,0.0,0.0,0.001853789988655441,-1.765604348356413e-05
1,962350.6263980733,0.0,1.0,0.0,0.87127499013129,-0.008622928237204576,0.0,0.0,-0.001853776574747394,1.834665582383919e-05,0.001853776574747394,-1.834665582383919e-05,0.0,0.0,0.001853776574747426,-1.834665582383952e-05
1,999999.9999999839,0.0,1.0,0.0,0.8712681827516464,-0.008960207047258415,0.0,0.0,-0.001853762090960036,1.906427031330637e-05,0.001853762090960036,-1.906427031330637e-05,0.0,0.0,0.00185376209096095,-1.906427031331578e-05
1,1039122.303835152,0.0,1.0,0.0,0.8712608324315585,-0.009310672440355624,0.0,0.0,-0.001853746451981348,1.980994136245144e-05,0.001853746451981348,-1.980994136245144e-05,0.0,0.0,0.001853746451982039,-1.980994136245877e-05
1,1079775.162327692,0.0,1.0,0.0,0.8712528958777764,-0.009674839264112075,0.0,0.0,-0.001853729565696449,2.058476439171739e-05,0.001853729565696449,-2.058476439171739e-05,0.0,0.0,0.001853729565697397,-2.058476439172782e-05
1,1122018.454301945,0.0,1.0,0.0,0.871244326346329,-0.01005324238108915,0.0,0.0,-0.001853711332653152,2.138987740658875e-05,0.001853711332653152,-2.138987740658875e-05,0.0,0.0,0.001853711332651764,-2.138987740657266e-05
1,1165914.401179813,0.0,1.0,0.0,0.8712350733686324,-0.01044643743635009,0.0,0.0,-0.001853691645465237,2.222646263053282e-05,0.001853691645465237,-2.222646263053282e-05,0.0,0.0,0.001853691645465175,-2.222646263053211e-05
1,1211527.658628569,0.0,1.0,0.0,0.8712250824538519,-0.01085500165311283,0.0,0.0,-0.001853670388197825,2.309574819808938e-05,0.001853670388197825,-2.309574819808938e-05,0.0,0.0,0.001853670388199685,-2.309574819811242e-05
1,1258925.411794147,0.0,1.0,0.0,0.8712142947693593,-0.01127953465745059,0.0,0.0,-0.001853647435678155,2.39990099094522e-05,0.001853647435678155,-2.39990099094522e-05,0.0,0.0,0.001853647435679488,-2.399900990946933e-05
1,1308177.474260173,0.0,1.0,0.0,0.8712026467955962,-0.01172065933287848,0.0,0.0,-0.001853622652755085,2.493757304865761e-05,0.001853622652755085,-2.493757304865761e-05,0.0,0.0,0.001853622652756588,-2.493757304867762e-05
1,1359356.390878503,0.0,1.0,0.0,0.8711900699525101,-0.01217902270568316,0.0,0.0,-0.001853595893515094,2.591281426739879e-05,0.001853595893515094,-2.591281426739879e-05,0.0,0.0,0.001853595893515979,-2.591281426741098e-05
1,1412537.544622731,0.0,1.0,0.0,0.8711764901975046,-0.01265529686192811,0.0,0.0,-0.001853567000419144,2.692616353600155e-05,0.001853567000419144,-2.692616353600155e-05,0.0,0.0,0.001853567000420223,-2.692616353601726e-05
1,1467799.267622045,0.0,1.0,0.0,0.8711618275905613,-0.01315017989695718,0.0,0.0,-0.001853535803385124,2.797910616375289e-05,0.001853535803385124,-2.797910616375289e-05,0.0,0.0,0.001853535803384173,-2.797910616373868e-05
1,1525222.956538993,0.0,1.0,0.0,0.8711459958261205,-0.01366439689831962,0.0,0.0,-0.001853502118779455,2.907318489004934e-05,0.001853502118779455,-2.907318489004934e-05,0.0,0.0,0.00185350211877898,-2.907318489004175e-05
1,1584893.192461087,0.0,1.0,0.0,0.8711289017261764,-0.01419870096288337,0.0,0.0,-0.001853465748354087,3.021000204869634e-05,0.001853465748354087,-3.021000204869634e-05,0.0,0.0,0.001853465748353567,-3.021000204868802e-05
1,1646897.865482841,0.0,1.0,0.0,0.8711104446950536,-0.01475387424906362,0.0,0.0,-0.001853426478072493,3.1391221806483e-05,0.001853426478072493,-3.1391221806483e-05,0.0,0.0,0.001853426478074582,-3.139122180651834e-05
1,1711328.304161752,0.0,1.0,0.0,0.8710905161292436,-0.0153307290648577,0.0,0.0,-0.00185338407686948,3.261857247839868e-05,0.00185338407686948,-3.261857247839868e-05,0.0,0.0,0.001853384076870731,-3.261857247842064e-05
1,1778279.410038893,0.0,1.0,0.0,0.8710689987826654,-0.01593010899256528,0.0,0.0,-0.001853338295282113,3.389384892034919e-05,0.001853338295282113,-3.389384892034919e-05,0.0,0.0,0.001853338295282267,-3.389384892035165e-05
1,1847849.79742226,0.0,1.0,0.0,0.8710457660799522,-0.01655289005078185,0.0,0.0,-0.001853288863999441,3.521891500165507e-05,0.001853288863999441,-3.521891500165507e-05,0.0,0.0,0.001853288863999898,-3.521891500166351e-05
1,1920141.938638769,0.0,1.0,0.0,0.8710206813761201,-0.01719998189438932,0.0,0.0,-0.001853235492288907,3.659570615826126e-05,0.001853235492288907,-3.659570615826126e-05,0.0,0.0,0.001853235492289617,-3.659570615827516e-05
1,1995262.314968846,0.0,1.0,0.0,0.8709935971581273,-0.01787232905311695,0.0,0.0,-0.001853177866294395,3.802623202791845e-05,0.001853177866294395,-3.802623202791845e-05,0.0,0.0,0.001853177866293888,-3.802623202790841e-05
1,2073321.57348592,0.0,1.0,0.0,0.8709643541835822,-0.01857091220915874,0.0,0.0,-0.001853115647199078,3.951257916842218e-05,0.001853115647199078,-3.951257916842218e-05,0.0,0.0,0.001853115647199111,-3.951257916842285e-05
1,2154434.690031847,0.0,1.0,0.0,0.8709327805507071,-0.01929674951419305,0.0,0.0,-0.001853048469257442,4.10569138599988e-05,0.001853048469257442,-4.10569138599988e-05,0.0,0.0,0.001853048469256824,-4.105691385998522e-05
1,2238721.138568301,0.0,1.0,0.0,0.870898690696577,-0.02005089794616399,0.0,0.0,-0.001852975937651523,4.266148499182065e-05,0.001852975937651523,-4.266148499182065e-05,0.0,0.0,0.001852975937652292,-4.266148499183829e-05
1,2326305.067153586,0.0,1.0,0.0,0.8708618843150581,-0.02083445470582493,0.0,0.0,-0.001852897626202525,4.432862703367665e-05,0.001852897626202525,-4.432862703367665e-05,0.0,0.0,0.001852897626202251,-4.432862703367006e-05
1,2417315.480804062,0.0,1.0,0.0,0.8708221451917363,-0.02164855865314699,0.0,0.0,-0.001852813074874971,4.606076309177581e-05,0.001852813074874971,-4.606076309177581e-05,0.0,0.0,0.001852813074876035,-4.606076309180211e-05
1,2511886.431509537,0.0,1.0,0.0,0.8707792399453829,-0.02249439178317512,0.0,0.0,-0.001852721787117498,4.786040804930036e-05,0.001852721787117498,-4.786040804930036e-05,0.0,0.0,0.001852721787117836,-4.786040804930877e-05
1,2610157.215682491,0.0,1.0,0.0,0.8707329166730514,-0.02337318074105984,0.0,0.0,-0.001852623226964638,4.973017178950794e-05,0.001852623226964638,-4.973017178950794e-05,0.0,0.0,0.001852623226963939,-4.973017178948903e-05
1,2712272.579331981,0.0,1.0,0.0,0.8706829034879856,-0.02428619837538589,0.0,0.0,-0.001852516815932172,5.167276250082882e-05,0.001852516815932172,-5.167276250082882e-05,0.0,0.0,0.001852516815931884,-5.167276250082104e-05
1,2818382.931264404,0.0,1.0,0.0,0.8706289069436369,-0.02523476532883846,0.0,0.0,-0.001852401929668583,5.369099006139476e-05,0.001852401929668583,-5.369099006139476e-05,0.0,0.0,0.001852401929667313,-5.369099006135843e-05
1,2928644.564625185,0.0,1.0,0.0,0.8705706103358575,-0.02622025166488947,0.0,0.0,-0.001852277894333456,5.578776949982e-05,0.001852277894333456,-5.578776949982e-05,0.0,0.0,0.001852277894331612,-5.578776949976482e-05
1,3043219.887107668,0.0,1.0,0.0,0.870507671872345,-0.02724407852866149,0.0,0.0,-0.001852143982707308,5.796612452907301e-05,0.001852143982707308,-5.796612452907301e-05,0.0,0.0,0.001852143982707117,-5.7966124529067e-05
1,3162277.660168324,0.0,1.0,0.0,0.8704397227002288,-0.02830771983981307,0.0,0.0,-0.001851999409999577,6.022919114850894e-05,0.001851999409999577,-6.022919114850894e-05,0.0,0.0,0.001851999410000487,-6.022919114853845e-05
1,3285993.247600596,0.0,1.0,0.0,0.870366364781704,-0.02941270401477777,0.0,0.0,-0.001851843329324094,6.258022130808227e-05,0.001851843329324094,-6.258022130808227e-05,0.0,0.0,0.001851843329322774,-6.258022130803781e-05
1,3414548.873833541,0.0,1.0,0.0,0.8702871686061695,-0.03056061571507637,0.0,0.0,-0.001851674826820427,6.502258662777988e-05,0.001851674826820427,-6.502258662777988e-05,0.0,0.0,0.001851674826821637,-6.502258662782207e-05
1,3548133.892335691,0.0,1.0,0.0,0.8702016707240656,-0.03175309761758565,0.0,0.0,-0.001851492916434593,6.755978216509113e-05,0.001851492916434593,-6.755978216509113e-05,0.0,0.0,0.001851492916434182,-6.755978216507585e-05
1,3686945.06451951,0.0,1.0,0.0,0.8701093710953929,-0.03299185220250215,0.0,0.0,-0.001851296534243541,7.019543021801505e-05,0.001851296534243541,-7.019543021801505e-05,0.0,0.0,0.001851296534245517,-7.019543021808968e-05
1,3831186.849557219,0.0,1.0,0.0,0.8700097302314106,-0.03427864355296684,0.0,0.0,-0.001851084532407737,7.293328415526719e-05,0.001851084532407737,-7.293328415526719e-05,0.0,0.0,0.001851084532407257,-7.293328415524861e-05
1,3981071.705534901,0.0,1.0,0.0,0.869902166122746,-0.03561529916047698,0.0,0.0,-0.001850855672602698,7.577723225637917e-05,0.001850855672602698,-7.577723225637917e-05,0.0,0.0,0.001850855672601587,-7.5777232256334e-05
1,4136820.402388433,0.0,1.0,0.0,0.8697860509311325,-0.03700371172805963,0.0,0.0,-0.001850608619001798,7.8731301549037e-05,0.001850608619001798,-7.8731301549037e-05,0.0,0.0,0.00185060861900241,-7.873130154906304e-05
1,4298662.3470822,0.0,1.0,0.0,0.869660707432622,-0.03844584096283758,0.0,0.0,-0.001850341930708667,8.179966162310013e-05,0.001850341930708667,-8.179966162310013e-05,0.0,0.0,0.001850341930707707,-8.179966162305867e-05
1,4466835.921509551,0.0,1.0,0.0,0.8695254051945479,-0.03994371534797086,0.0,0.0,-0.001850054053602901,8.498662839982308e-05,0.001850054053602901,-8.498662839982308e-05,0.0,0.0,0.001850054053605421,-8.4986628399938e-05
1,4641588.833612694,0.0,1.0,0.0,0.8693793564631876,-0.04149943388204697,0.0,0.0,-0.001849743311624485,8.829666783417516e-05,0.001849743311624485,-8.829666783417516e-05,0.0,0.0,0.001849743311623804,-8.829666783414248e-05
1,4823178.482239218,0.0,1.0,0.0,0.8692217117500625,-0.04311516777337173,0.0,0.0,-0.001849407897341129,9.173439951784045e-05,0.001849407897341129,-9.173439951784045e-05,0.0,0.0,0.001849407897340558,-9.17343995178122e-05
1,5011872.336272631,0.0,1.0,0.0,0.8690515550872321,-0.04479316207325423,0.0,0.0,-0.001849045861885669,9.530460015575442e-05,0.001849045861885669,-9.530460015575442e-05,0.0,0.0,0.001849045861887728,-9.530460015586008e-05
1,5207948.328595368,0.0,1.0,0.0,0.8688678989362729,-0.04653573723165023,0.0,0.0,-0.001848655104119442,9.901220687583693e-05,0.001848655104119442,-9.901220687583693e-05,0.0,0.0,0.00184865510411973,-9.901220687585155e-05
1,5411695.265464537,0.0,1.0,0.0,0.8686696787266265,-0.048345290555494,0.0,0.0,-0.001848233358993194,0.0001028623203308586,0.001848233358993194,-0.0001028623203308586,0.0,0.0,0.001848233358992822,-0.0001028623203308383
1,5623413.251903387,0.0,1.0,0.0,0.8684557469963153,-0.05022429754719654,0.0,0.0,-0.001847778185099032,0.0001068602075472548,0.001847778185099032,-0.0001068602075472548,0.0,0.0,0.001847778185098543,-0.0001068602075472267
1,5843414.133735067,0.0,1.0,0.0,0.8682248671136613,-0.05217531309856165,0.0,0.0,-0.001847286951306259,0.0001110113044650608,0.001847286951306259,-0.0001110113044650608,0.0,0.0,0.001847286951305662,-0.0001110113044650248
1,6072021.956909773,0.0,1.0,0.0,0.8679757065524174,-0.05420097251159134,0.0,0.0,-0.001846756822449986,0.0001153212181096475,0.001846756822449986,-0.0001153212181096475,0.0,0.0,0.001846756822451952,-0.0001153212181097688
1,6309573.444801815,0.0,1.0,0.0,0.8677068296926761,-0.05630399231410001,0.0,0.0,-0.00184618474402785,0.0001197957283279296,0.00184618474402785,-0.0001197957283279296,0.0,0.0,0.001846184744026971,-0.0001197957283278724
1,6556418.494179667,0.0,1.0,0.0,0.8674166901235365,-0.0584871708346191,0.0,0.0,-0.001845567425793318,0.000124440789009732,0.001845567425793318,-0.000124440789009732,0.0,0.0,0.001845567425794759,-0.0001244407890098279
1,6812920.690579485,0.0,1.0,0.0,0.8671036224128585,-0.06075338849539514,0.0,0.0,-0.001844901324283171,0.0001292625287136418,0.001844901324283171,-0.0001292625287136418,0.0,0.0,0.001844901324282678,-0.0001292625287136067
1,7079457.843841247,0.0,1.0,0.0,0.8667658333240141,-0.0631056077793206,0.0,0.0,-0.001844182624092651,0.0001342672505942273,0.001844182624092651,-0.0001342672505942273,0.0,0.0,0.001844182624093647,-0.0001342672505942991
1,7356422.544596274,0.0,1.0,0.0,0.866401392442553,-0.06554687281908225,0.0,0.0,-0.001843407217963038,0.000139461431529974,0.001843407217963038,-0.000139461431529974,0.0,0.0,0.001843407217962879,-0.0001394614315299622
1,7644222.742525859,0.0,1.0,0.0,0.8660082221914704,-0.06808030855299785,0.0,0.0,-0.001842570685514451,0.0001448517203255803,0.001842570685514451,-0.0001448517203255803,0.0,0.0,0.001842570685513767,-0.0001448517203255273
1,7943282.347242665,0.0,1.0,0.0,0.8655840872020354,-0.07070911938386501,0.0,0.0,-0.001841668270641294,0.0001504449348591784,0.001841668270641294,-0.0001504449348591784,0.0,0.0,0.001841668270642629,-0.0001504449348592873
1,8254041.852680027,0.0,1.0,0.0,0.8651265830155875,-0.07343658727109924,0.0,0.0,-0.001840694857479742,0.000156248058023595,0.001840694857479742,-0.000156248058023595,0.0,0.0,0.001840694857479973,-0.0001562480580236154
1,8576958.985908778,0.0,1.0,0.0,0.8646331240921545,-0.07626606917863993,0.0,0.0,-0.001839644944877166,0.0001622682322950008,0.001839644944877166,-0.0001622682322950008,0.0,0.0,0.001839644944876925,-0.0001622682322949786
1,8912509.381337285,0.0,1.0,0.0,0.8641009310998776,-0.07920099379203807,0.0,0.0,-0.001838512619360688,0.0001685127527489484,0.001838512619360688,-0.0001685127527489484,0.0,0.0,0.001838512619361442,-0.0001685127527490172
1,9261187.281287758,0.0,1.0,0.0,0.8635270174677425,-0.08224485740995086,0.0,0.0,-0.001837291526527475,0.0001749890583190778,0.001837291526527475,-0.0001749890583190778,0.0,0.0,0.001837291526527112,-0.0001749890583190444
1,9623506.263980702,0.0,1.0,0.0,0.8629081751859774,-0.0854012189052098,0.0,0.0,-0.001835974840820502,0.000181704721074843,0.001835974840820502,-0.000181704721074843,0.0,0.0,0.001835974840821229,-0.0001817047210749145
1,10000000.0,0.0,1.0,0.0,0.8622409598410544,-0.0886736936396364,0.0,0.0,-0.001834555233703509,0.0001886674332757334,0.001834555233703509,-0.0001886674332757334,0.0,0.0,0.001834555233704371,-0.0001886674332758221
2,10.0,0.0,1.0,0.0,0.9111745239400694,-1.386888884455718e-07,0.0,0.0,-0.0009111745239408057,1.386888884456837e-10,0.0009111745239408057,-1.386888884456837e-10,0.0,0.0,0.0009111745239400693,-1.386888884455718e-10
2,10.39122303835169,0.0,1.0,0.0,0.9111745239400676,-1.44114717277901e-07,0.0,0.0,-0.0009111745239408046,1.441147172780184e-10,0.0009111745239408046,-1.441147172780184e-10,0.0,0.0,0.0009111745239400676,-1.44114717277901e-10
2,10.7977516232771,0.0,1.0,0.0,0.9111745239400658,-1.497528170343664e-07,0.0,0.0,-0.0009111745239408025,1.497528170344868e-10,0.0009111745239408025,-1.497528170344868e-10,0.0,0.0,0.0009111745239400659,-1.497528170343664e-10
2,11.22018454301963,0.0,1.0,0.0,0.9111745239400638,-1.55611492242557e-07,0.0,0.0,-0.0009111745239408014,1.556114922426827e-10,0.0009111745239408014,-1.556114922426827e-10,0.0,0.0,0.0009111745239400638,-1.55611492242557e-10
2,11.65914401179831,0.0,1.0,0.0,0.9111745239400616,-1.616993723223139e-07,0.0,0.0,-0.0009111745239408003,1.616993723224444e-10,0.0009111745239408003,-1.616993723224444e-10,0.0,0.0,0.0009111745239400616,-1.616993723223139e-10
2,12.11527658628588,0.0,1.0,0.0,0.9111745239400594,-1.68025424296263e-07,0.0,0.0,-0.000911174523940797,1.680254242964005e-10,0.000911174523940797,-1.680254242964005e-10,0.0,0.0,0.0009111745239400594,-1.68025424296263e-10
2,12.58925411794167,0.0,1.0,0.0,0.9111745239400569,-1.745989659976144e-07,0.0,0.0,-0.0009111745239407938,1.745989659977551e-10,0.0009111745239407938,-1.745989659977551e-10,0.0,0.0,0.000911174523940057,-1.745989659976144e-10
2,13.08177474260194,0.0,1.0,0.0,0.9111745239400542,-1.814296797946787e-07,0.0,0.0,-0.0009111745239407927,1.814296797948271e-10,0.0009111745239407927,-1.814296797948271e-10,0.0,0.0,0.0009111745239400542,-1.814296797946787e-10
2,13.59356390878525,0.0,1.0,0.0,0.9111745239400513,-1.885276268523231e-07,0.0,0.0,-0.0009111745239407895,1.885276268524758e-10,0.0009111745239407895,-1.885276268524758e-10,0.0,0.0,0.0009111745239400513,-1.885276268523231e-10
2,14.12537544622754,0.0,1.0,0.0,0.9111745239400483,-1.959032619513625e-07,0.0,0.0,-0.0009111745239407851,1.959032619515202e-10,0.0009111745239407851,-1.959032619515202e-10,0.0,0.0,0.0009111745239400483,-1.959032619513625e-10
2,14.67799267622069,0.0,1.0,0.0,0.9111745239400448,-2.035674488877235e-07,0.0,0.0,-0.000911174523940783,2.035674488878894e-10,0.000911174523940783,-2.035674488878894e-10,0.0,0.0,0.0009111745239400448,-2.035674488877235e-10
2,15.25222956539018,0.0,1.0,0.0,0.9111745239400412,-2.115314764740587e-07,0.0,0.0,-0.0009111745239407797,2.115314764742277e-10,0.0009111745239407797,-2.115314764742277e-10,0.0,0.0,0.0009111745239400411,-2.115314764740587e-10
2,15.84893192461113,0.0,1.0,0.0,0.9111745239400372,-2.198070751673775e-07,0.0,0.0,-0.0009111745239407765,2.19807075167557e-10,0.0009111745239407765,-2.19807075167557e-10,0.0,0.0,0.0009111745239400372,-2.198070751673775e-10
2,16.46897865482867,0.0,1.0,0.0,0.911174523940033,-2.284064343471946e-07,0.0,0.0,-0.0009111745239407732,2.284064343473786e-10,0.0009111745239407732,-2.284064343473786e-10,0.0,0.0,0.000911174523940033,-2.284064343471946e-10
2,17.11328304161779,0.0,1.0,0.0,0.9111745239400284,-2.373422202696319e-07,0.0,0.0,-0.0009111745239407678,2.373422202698247e-10,0.0009111745239407678,-2.373422202698247e-10,0.0,0.0,0.0009111745239400285,-2.373422202696319e-10
2,17.78279410038921,0.0,1.0,0.0,0.9111745239400234,-2.466275947239328e-07,0.0,0.0,-0.0009111745239407645,2.466275947241319e-10,0.0009111745239407645,-2.466275947241319e-10,0.0,0.0,0.0009111745239400235,-2.466275947239328e-10
2,18.47849797422289,0.0,1.0,0.0,0.9111745239400181,-2.562762344188578e-07,0.0,0.0,-0.000911174523940758,2.562762344190664e-10,0.000911174523940758,-2.562762344190664e-10,0.0,0.0,0.000911174523940018,-2.562762344188578e-10
2,19.201419386388,0.0,1.0,0.0,0.9111745239400124,-2.663023511275238e-07,0.0,0.0,-0.0009111745239407493,2.66302351127739e-10,0.0009111745239407493,-2.66302351127739e-10,0.0,0.0,0.0009111745239400124,-2.663023511275238e-10
2,19.95262314968878,0.0,1.0,0.0,0.9111745239400062,-2.767207126203527e-07,0.0,0.0,-0.0009111745239407439,2.767207126205773e-10,0.0009111745239407439,-2.767207126205773e-10,0.0,0.0,0.0009111745239400062,-2.767207126203527e-10
2,20.73321573485953,0.0,1.0,0.0,0.9111745239399994,-2.875466644169689e-07,0.0,0.0,-0.0009111745239407374,2.875466644171977e-10,0.0009111745239407374,-2.875466644171977e-10,0.0,0.0,0.0009111745239399994,-2.875466644169689e-10
2,21.54434690031881,0.0,1.0,0.0,0.9111745239399923,-2.987961523890764e-07,0.0,0.0,-0.0009111745239407287,2.987961523893177e-10,0.0009111745239407287,-2.987961523893177e-10,0.0,0.0,0.0009111745239399924,-2.987961523890764e-10
2,22.38721138568337,0.0,1.0,0.0,0.9111745239399845,-3.104857462476187e-07,0.0,0.0,-0.0009111745239407212,3.104857462478693e-10,0.0009111745239407212,-3.104857462478693e-10,0.0,0.0,0.0009111745239399846,-3.104857462476187e-10
2,23.26305067153623,0.0,1.0,0.0,0.9111745239399762,-3.226326639488042e-07,0.0,0.0,-0.0009111745239407114,3.226326639490661e-10,0.0009111745239407114,-3.226326639490661e-10,0.0,0.0,0.0009111745239399762,-3.226326639488042e-10
2,24.17315480804101,0.0,1.0,0.0,0.9111745239399669,-3.352547970549559e-07,0.0,0.0,-0.0009111745239407049,3.352547970552276e-10,0.0009111745239407049,-3.352547970552276e-10,0.0,0.0,0.0009111745239399669,-3.352547970549559e-10
2,25.11886431509577,0.0,1.0,0.0,0.9111745239399572,-3.483707370875343e-07,0.0,0.0,-0.000911174523940694,3.483707370878156e-10,0.000911174523940694,-3.483707370878156e-10,0.0,0.0,0.0009111745239399572,-3.483707370875343e-10
2,26.10157215682533,0.0,1.0,0.0,0.9111745239399467,-3.619998029111504e-07,0.0,0.0,-0.0009111745239406821,3.619998029114431e-10,0.0009111745239406821,-3.619998029114431e-10,0.0,0.0,0.0009111745239399467,-3.619998029111504e-10
2,27.12272579332025,0.0,1.0,0.0,0.911174523939935,-3.76162069188907e-07,0.0,0.0,-0.0009111745239406724,3.761620691892101e-10,0.0009111745239406724,-3.761620691892101e-10,0.0,0.0,0.000911174523939935,-3.761620691889071e-10
2,28.1838293126445,0.0,1.0,0.0,0.9111745239399227,-3.908783959509763e-07,0.0,0.0,-0.0009111745239406604,3.908783959512894e-10,0.0009111745239406604,-3.908783959512894e-10,0.0,0.0,0.0009111745239399228,-3.908783959509763e-10
2,29.28644564625232,0.0,1.0,0.0,0.9111745239399092,-4.061704593199674e-07,0.0,0.0,-0.0009111745239406485,4.061704593202964e-10,0.0009111745239406485,-4.061704593202964e-10,0.0,0.0,0.0009111745239399092,-4.061704593199674e-10
2,30.43219887107717,0.0,1.0,0.0,0.9111745239398948,-4.220607834383471e-07,0.0,0.0,-0.0009111745239406333,4.220607834386877e-10,0.0009111745239406333,-4.220607834386877e-10,0.0,0.0,0.0009111745239398949,-4.220607834383471e-10
