case,frequency_real,frequency_imag,v(gate)_real,v(gate)_imag,v(out)_real,v(out)_imag,v(vdd)_real,v(vdd)_imag,i(vdd)_real,i(vdd)_imag,id(m1)_real,id(m1)_imag,i(vin)_real,i(vin)_imag,i(rs)_real,i(rs)_imag
1,14.67799267622069,0.0,1.0,0.0,0.8713603312258988,-1.315317633470352e-07,0.0,0.0,-0.001853958151544067,2.798548156319295e-10,0.001853958151544067,-2.798548156319295e-10,0.0,0.0,0.001853958151544466,-2.798548156319898e-10
1,15.25222956539018,0.0,1.0,0.0,0.8713603312258974,-1.366775889566731e-07,0.0,0.0,-0.001853958151544059,2.908033807588172e-10,0.001853958151544059,-2.908033807588172e-10,0.0,0.0,0.001853958151544462,-2.90803380758879e-10
1,15.84893192461113,0.0,1.0,0.0,0.8713603312258956,-1.420247311192942e-07,0.0,0.0,-0.001853958151544057,3.021802789771576e-10,0.001853958151544057,-3.021802789771576e-10,0.0,0.0,0.001853958151544459,-3.021802789772218e-10
1,16.46897865482867,0.0,1.0,0.0,0.8713603312258938,-1.475810658022511e-07,0.0,0.0,-0.001853958151544054,3.140022676642973e-10,0.001853958151544054,-3.140022676642973e-10,0.0,0.0,0.001853958151544455,-3.140022676643641e-10
1,17.11328304161779,0.0,1.0,0.0,0.8713603312258918,-1.533547770988845e-07,0.0,0.0,-0.001853958151544048,3.262867597847925e-10,0.001853958151544048,-3.262867597847925e-10,0.0,0.0,0.001853958151544451,-3.262867597848605e-10
1,17.78279410038921,0.0,1.0,0.0,0.8713603312258897,-1.593543692831214e-07,0.0,0.0,-0.001853958151544044,3.390518495384835e-10,0.001853958151544044,-3.390518495384835e-10,0.0,0.0,0.001853958151544446,-3.390518495385561e-10
1,18.47849797422289,0.0,1.0,0.0,0.8713603312258874,-1.655886793356769e-07,0.0,0.0,-0.001853958151544037,3.523163390120038e-10,0.001853958151544037,-3.523163390120038e-10,0.0,0.0,0.001853958151544441,-3.523163390120785e-10
1,19.201419386388,0.0,1.0,0.0,0.8713603312258847,-1.720668899603112e-07,0.0,0.0,-0.001853958151544035,3.660997658729235e-10,0.001853958151544035,-3.660997658729235e-10,0.0,0.0,0.001853958151544436,-3.660997658730025e-10
1,19.95262314968878,0.0,1.0,0.0,0.8713603312258822,-1.787985431093103e-07,0.0,0.0,-0.001853958151544026,3.80422432147391e-10,0.001853958151544026,-3.80422432147391e-10,0.0,0.0,0.00185395815154443,-3.804224321474687e-10
1,20.73321573485953,0.0,1.0,0.0,0.8713603312258791,-1.857935540381179e-07,0.0,0.0,-0.001853958151544022,3.953054341235707e-10,0.001853958151544022,-3.953054341235707e-10,0.0,0.0,0.001853958151544424,-3.953054341236551e-10
1,21.54434690031881,0.0,1.0,0.0,0.871360331225876,-1.930622259098124e-07,0.0,0.0,-0.001853958151544013,4.107706934250447e-10,0.001853958151544013,-4.107706934250447e-10,0.0,0.0,0.001853958151544417,-4.107706934251327e-10
1,22.38721138568337,0.0,1.0,0.0,0.8713603312258726,-2.006152649709494e-07,0.0,0.0,-0.001853958151544007,4.268409892998004e-10,0.001853958151544007,-4.268409892998004e-10,0.0,0.0,0.00185395815154441,-4.268409892998924e-10
1,23.26305067153623,0.0,1.0,0.0,0.8713603312258689,-2.084637963211149e-07,0.0,0.0,-0.001853958151544,4.4353999217249e-10,0.001853958151544,-4.4353999217249e-10,0.0,0.0,0.001853958151544402,-4.435399921725848e-10
1,24.17315480804101,0.0,1.0,0.0,0.8713603312258649,-2.166193802994214e-07,0.0,0.0,-0.001853958151543991,4.608922985093077e-10,0.001853958151543991,-4.608922985093077e-10,0.0,0.0,0.001853958151544393,-4.608922985094072e-10
1,25.11886431509577,0.0,1.0,0.0,0.8713603312258605,-2.250940295120803e-07,0.0,0.0,-0.001853958151543983,4.789234670468756e-10,0.001853958151543983,-4.789234670468756e-10,0.0,0.0,0.001853958151544384,-4.789234670469795e-10
1,26.10157215682533,0.0,1.0,0.0,0.8713603312258558,-2.339002265261331e-07,0.0,0.0,-0.001853958151543976,4.976600564384743e-10,0.001853958151543976,-4.976600564384743e-10,0.0,0.0,0.001853958151544374,-4.976600564385812e-10
1,27.12272579332025,0.0,1.0,0.0,0.871360331225851,-2.430509422554021e-07,0.0,0.0,-0.001853958151543961,5.171296643730852e-10,0.001853958151543961,-5.171296643730852e-10,0.0,0.0,0.001853958151544364,-5.171296643731958e-10
1,28.1838293126445,0.0,1.0,0.0,0.8713603312258454,-2.525596550657402e-07,0.0,0.0,-0.001853958151543952,5.37360968224867e-10,0.001853958151543952,-5.37360968224867e-10,0.0,0.0,0.001853958151544352,-5.373609682249793e-10
1,29.28644564625232,0.0,1.0,0.0,0.8713603312258397,-2.624403706277259e-07,0.0,0.0,-0.001853958151543939,5.583837672929178e-10,0.001853958151543939,-5.583837672929178e-10,0.0,0.0,0.00185395815154434,-5.583837672930338e-10
1,30.43219887107717,0.0,1.0,0.0,0.8713603312258335,-2.727076425460364e-07,0.0,0.0,-0.001853958151543924,5.802290266935695e-10,0.001853958151543924,-5.802290266935695e-10,0.0,0.0,0.001853958151544327,-5.802290266936946e-10
1,31.62277660168374,0.0,1.0,0.0,0.8713603312258266,-2.833765937958929e-07,0.0,0.0,-0.001853958151543911,6.029289229698564e-10,0.001853958151543911,-6.029289229698564e-10,0.0,0.0,0.001853958151544312,-6.029289229699849e-10
1,32.85993247600649,0.0,1.0,0.0,0.8713603312258191,-2.944629389981485e-07,0.0,0.0,-0.001853958151543894,6.265168914852903e-10,0.001853958151543894,-6.265168914852903e-10,0.0,0.0,0.001853958151544296,-6.265168914854222e-10
1,34.14548873833596,0.0,1.0,0.0,0.8713603312258114,-3.059830075658285e-07,0.0,0.0,-0.001853958151543874,6.510276756718327e-10,0.001853958151543874,-6.510276756718327e-10,0.0,0.0,0.001853958151544279,-6.510276756719756e-10
1,35.48133892335748,0.0,1.0,0.0,0.8713603312258027,-3.179537677562143e-07,0.0,0.0,-0.001853958151543859,6.764973782045691e-10,0.001853958151543859,-6.764973782045691e-10,0.0,0.0,0.001853958151544261,-6.764973782047112e-10
1,36.86945064519569,0.0,1.0,0.0,0.8713603312257934,-3.303928516639065e-07,0.0,0.0,-0.001853958151543842,7.029635141783713e-10,0.001853958151543842,-7.029635141783713e-10,0.0,0.0,0.001853958151544241,-7.029635141785244e-10
1,38.31186849557281,0.0,1.0,0.0,0.8713603312257835,-3.433185811916654e-07,0.0,0.0,-0.001853958151543818,7.304650663650943e-10,0.001853958151543818,-7.304650663650943e-10,0.0,0.0,0.00185395815154422,-7.304650663652456e-10
1,39.81071705534965,0.0,1.0,0.0,0.8713603312257728,-3.567499950373008e-07,0.0,0.0,-0.001853958151543794,7.590425426323928e-10,0.001853958151543794,-7.590425426323928e-10,0.0,0.0,0.001853958151544197,-7.59042542632555e-10
1,41.36820402388499,0.0,1.0,0.0,0.8713603312257612,-3.707068767363397e-07,0.0,0.0,-0.00185395815154377,7.88738035609073e-10,0.00185395815154377,-7.88738035609073e-10,0.0,0.0,0.001853958151544173,-7.887380356092335e-10
1,42.98662347082268,0.0,1.0,0.0,0.8713603312257484,-3.852097838018e-07,0.0,0.0,-0.001853958151543744,8.195952846845106e-10,0.001853958151543744,-8.195952846845106e-10,0.0,0.0,0.001853958151544146,-8.195952846846808e-10
1,44.66835921509622,0.0,1.0,0.0,0.8713603312257348,-4.002800780039677e-07,0.0,0.0,-0.001853958151543716,8.516597404337944e-10,0.001853958151543716,-8.516597404337944e-10,0.0,0.0,0.001853958151544117,-8.516597404339738e-10
1,46.41588833612769,0.0,1.0,0.0,0.87136033122572,-4.159399568347972e-07,0.0,0.0,-0.001853958151543688,8.849786315632091e-10,0.001853958151543688,-8.849786315632091e-10,0.0,0.0,0.001853958151544085,-8.849786315633983e-10
1,48.23178482239296,0.0,1.0,0.0,0.8713603312257043,-4.322124862032675e-07,0.0,0.0,-0.001853958151543651,9.196010344748422e-10,0.001853958151543651,-9.196010344748422e-10,0.0,0.0,0.001853958151544052,-9.196010344750371e-10
1,50.11872336272711,0.0,1.0,0.0,0.8713603312256873,-4.491216344098565e-07,0.0,0.0,-0.001853958151543614,9.55577945552687e-10,0.001853958151543614,-9.55577945552687e-10,0.0,0.0,0.001853958151544016,-9.555779455528862e-10
1,52.07948328595451,0.0,1.0,0.0,0.8713603312256688,-4.666923074501776e-07,0.0,0.0,-0.001853958151543573,9.929623562767515e-10,0.001853958151543573,-9.929623562767515e-10,0.0,0.0,0.001853958151543976,-9.929623562769736e-10
1,54.11695265464624,0.0,1.0,0.0,0.8713603312256489,-4.849503856997683e-07,0.0,0.0,-0.00185395815154353,1.031809331275878e-09,0.00185395815154353,-1.031809331275878e-09,0.0,0.0,0.001853958151543934,-1.031809331276103e-09
