case,time,v(out),v(sum),v(vn),v(drive),v(in),v(vp),i(vp),i(vin),i(rf),i(d1),i(vn),i(ri),i(d2),i(rl)
1,0.0020015000000000007,0.0004160296382466399,8.023665471400646e-05,-12.0,0.1847513870299557,0.0001884927686629297,12.0,-0.001147387405818421,-1.082561133236308e-08,3.357929835326335e-08,7.51822622213627e-08,0.001147358479640115,1.082561139489232e-08,4.440482951148126e-08,4.1602963824664e-08
1,0.002001700000000001,0.0003985137884757839,8.119096976591788e-05,-12.0,0.1837368408791938,0.0002136242382317079,12.0,-0.001147386955197984,-1.324332678652113e-08,3.17322818709866e-08,7.158366066573052e-08,0.00114736218815439,1.3243326846579e-08,4.497552752662606e-08,3.98513788475784e-08
1,0.002001900000000001,0.0003811182630777567,8.215970296699741e-05,-12.0,0.1827102484710745,0.0002387553704586195,12.0,-0.001147386521605128,-1.565956669181192e-08,2.989585601107593e-08,6.800768212467112e-08,0.001147365900066983,1.565956674916221e-08,4.555534060053559e-08,3.811182630777568e-08
1,0.002002100000000001,0.0003638447126476803,8.314310827039741e-05,-12.0,0.1816714275385873,0.0002638861256582119,12.0,-0.001147386105102855,-1.807430168433615e-08,2.807016043772829e-08,6.445463163196052e-08,0.001147369615245236,1.807430173878145e-08,4.614437903343368e-08,3.638447126476803e-08
1,0.002002300000000001,0.0003466946270022571,8.414127680483312e-05,-12.0,0.180620193653275,0.0002890164641456279,12.0,-0.001147385705731019,-2.048751868265743e-08,2.62553350197424e-08,6.092479784558513e-08,0.001147373333565519,2.048751873407948e-08,4.674276961253224e-08,3.466946270022571e-08
1,0.0020025000000000012,0.0003296695994903473,8.51544195331766e-05,-12.0,0.1795563604945418,0.0003141463462365618,12.0,-0.001147385323533428,-2.289919262219622e-08,2.445151799571708e-08,5.741847788898191e-08,0.001147377054884671,2.289919267033852e-08,4.735062551166518e-08,3.296695994903474e-08
1,0.0020027000000000014,0.0003127711207339525,8.61826511436791e-05,-12.0,0.1784797397022022,0.0003392757322475352,12.0,-0.001147384958535722,-2.530930806578029e-08,2.265884695902734e-08,5.393595903235848e-08,0.001147380779061998,2.530930811038561e-08,4.796806888680708e-08,3.127711207339525e-08
1,0.0020029000000000015,0.000296000733436568,8.722615437520036e-05,-12.0,0.1773901410532595,0.0003644045824958529,12.0,-0.001147384610760885,-2.771784277111598e-08,2.087745790613676e-08,5.047753132148003e-08,0.001147384505942623,2.771784281206525e-08,4.859521349204329e-08,2.96000733436568e-08
1,0.0020031000000000016,0.0002793599107566727,8.828505431600037e-05,-12.0,0.1762873723969379,0.0003895328572995595,12.0,-0.001147384280217366,-3.012478026133219e-08,1.910748564406724e-08,4.704347689177268e-08,0.001147388235368952,3.012478029835591e-08,4.923217765740221e-08,2.793599107566728e-08
1,0.0020033000000000017,0.0002628501457873603,8.935951369170278e-05,-12.0,0.1751712397800025,0.0004146605169777146,12.0,-0.00114738396690719,-3.253010029578703e-08,1.734906320956575e-08,4.36340777398847e-08,0.001147391967171568,3.253010032860118e-08,4.987907417867e-08,2.628501457873603e-08
1,0.002003500000000002,0.0002464728798700032,9.044965980159975e-05,-12.0,0.174041547433086,0.0004397875218502782,12.0,-0.001147383670818839,-3.493378617649262e-08,1.560232200684034e-08,4.024960989501558e-08,0.001147395701175756,3.493378620486785e-08,5.053601776206483e-08,2.464728798700032e-08
1,0.002003700000000002,0.0002302295537168815,9.155563966198907e-05,-12.0,0.1728980978690842,0.0004649138322384219,12.0,-0.001147383391931474,-3.7335819233886e-08,1.386739140548925e-08,3.689034688836301e-08,0.001147399437196368,3.733581925764328e-08,5.120311910754229e-08,2.302295537168815e-08
1,0.002003900000000002,0.0002141215648758928,9.267757751713556e-05,-12.0,0.1717406919024773,0.0004900394084640944,12.0,-0.001147383130210961,-3.973618307585897e-08,1.214439873587573e-08,3.355655517345291e-08,0.001147403175041087,3.973618309469589e-08,5.188048915304036e-08,2.141215648758928e-08
1,0.002004100000000002,0.0001981502964711802,9.381560666307922e-05,-12.0,0.1705691287352381,0.0005151642108506169,12.0,-0.001147382885612295,-4.213486040509374e-08,1.04334689808101e-08,3.024849884458725e-08,0.001147406914507094,4.213486041875377e-08,5.256823558402604e-08,1.981502964711802e-08
1,0.0020043000000000023,0.0001823170916292783,9.496984471652819e-05,-12.0,0.1693832059985637,0.0005402881997226389,12.0,-0.001147382658076265,-4.453183549237972e-08,8.734724691275006e-09,2.696643394695108e-08,0.001147410655383645,4.453183550061107e-08,5.326646522206047e-08,1.823170916292783e-08
