case,frequency_real,frequency_imag,v(d1)_real,v(d1)_imag,v(fb)_real,v(fb)_imag,v(tail)_real,v(tail)_imag,v(vn)_real,v(vn)_imag,v(d2)_real,v(d2)_imag,v(in)_real,v(in)_imag,v(out)_real,v(out)_imag,v(vp)_real,v(vp)_imag,i(vp)_real,i(vp)_imag,i(vin)_real,i(vin)_imag,id(j2)_real,id(j2)_imag,i(it)_real,i(it)_imag,i(rd2)_real,i(rd2)_imag,i(rf)_real,i(rf)_imag,i(cf)_real,i(cf)_imag,i(vn)_real,i(vn)_imag,id(j1)_real,id(j1)_imag,i(rd1)_real,i(rd1)_imag,i(rg)_real,i(rg)_imag
1,1920.141938638787,0.0,4.067390167269499e-06,0.002241541951488246,0.9999974402244147,-0.001042078806652332,0.9980888081465542,-0.0005153628376961795,0.0,0.0,6.477604729049347e-06,0.002628231113398174,1.0,0.0,1.99999494292138,-0.002073167250091226,0.0,0.0,-0.0004999860100246695,1.743967619722818e-06,-4.508092524334778e-12,-1.099052400548656e-08,-3.238808841193064e-09,-1.314118184930201e-06,0.0,0.0,-3.238802364524673e-09,-1.314115556699087e-06,0.0009999975026969655,-1.031088443438894e-06,5.205527349659374e-09,2.412910514997349e-06,-0.0004999912870124607,-6.909189201050563e-07,3.171828198460781e-09,1.292137297711274e-06,-2.033695083634749e-09,-1.120770975744123e-06,0.0009999974402244147,-1.042078806652333e-06
1,1995.262314968865,0.0,4.47204150251825e-06,0.002329235326911981,0.9999972684250398,-0.00108284694536627,0.9980887232213042,-0.0005355248289138448,0.0,0.0,6.913858125123795e-06,0.002731052592491208,1.0,0.0,1.999994604226437,-0.00215427356975603,0.0,0.0,-0.0004999857137606145,1.812194986099819e-06,-4.787796437175185e-12,-1.142049762456255e-08,-3.456935976675792e-09,-1.365529027298197e-06,0.0,0.0,-3.456929062561898e-09,-1.365526296245604e-06,0.0009999973358013974,-1.07142662438976e-06,5.620797046299759e-09,2.507308201388441e-06,-0.0004999914112007731,-7.179489812753298e-07,3.384771822799934e-09,1.342688208697124e-06,-2.236020751259125e-09,-1.164617663455991e-06,0.0009999972684250399,-1.08284694536627e-06
1,2073.32157348594,0.0,4.908973621667952e-06,0.002420359358194256,0.9999970829204846,-0.001125209980615427,0.9980886315211988,-0.0005564755804574112,0.0,0.0,7.384913345731547e-06,0.002837896565509852,1.0,0.0,1.999994238512332,-0.002238552862842247,0.0,0.0,-0.0004999853938623122,1.88309148312653e-06,-5.089813397304733e-12,-1.186729268014192e-08,-3.692464057736565e-09,-1.418951120651491e-06,0.0,0.0,-3.692456672865774e-09,-1.418948282754926e-06,0.0009999971555918476,-1.11334288222682e-06,6.06919460319556e-09,2.605398829039227e-06,-0.0004999915452961468,-7.460364866992644e-07,3.614702883215257e-09,1.395216729582742e-06,-2.454486810833976e-09,-1.210179679097128e-06,0.0009999970829204846,-1.125209980615427e-06
1,2154.434690031867,0.0,5.38076168021357e-06,0.002515048246949692,0.9999968826174412,-0.001169230302694972,0.998088532505786,-0.0005782459476147133,0.0,0.0,7.893546650095118e-06,0.002948920387136737,1.0,0.0,1.999993843623656,-0.0023261292520741,0.0,0.0,-0.0004999850484443541,1.956761523446644e-06,-5.41592336901725e-12,-1.233156725068063e-08,-3.946781218012148e-09,-1.474463142488756e-06,0.0,0.0,-3.946773325047559e-09,-1.474460193568369e-06,0.0009999969610062145,-1.156898949379127e-06,6.553362743170558e-09,2.707326860445323e-06,-0.0004999916900888662,-7.752228018822685e-07,3.862976522203043e-09,1.44980022192223e-06,-2.690380840106785e-09,-1.257524123474846e-06,0.0009999968826174413,-1.169230302694972e-06
1,2238.721138568323,0.0,5.890186245969632e-06,0.002613441443416434,0.9999966663353846,-0.001214972742052806,0.9980884255914987,-0.0006008679924578268,0.0,0.0,8.442755762061438e-06,0.003064287566357262,1.0,0.0,1.999993417233054,-0.002417131714763231,0.0,0.0,-0.0004999846754709936,2.03331360335967e-06,-5.768048303148796e-12,-1.281400515836281e-08,-4.22138632385052e-09,-1.532146847466197e-06,0.0,0.0,-4.221377881030719e-09,-1.532143783178631e-06,0.0009999967508976693,-1.202158972710425e-06,7.076155003133372e-09,2.813242408115113e-06,-0.0004999918464323461,-8.055509101370385e-07,4.131055990252018e-09,1.506519072965453e-06,-2.945093122984816e-09,-1.306720721708217e-06,0.0009999966663353846,-1.214972742052806e-06
1,2326.305067153608,0.0,6.440249700670113e-06,0.00271568385159267,0.9999964327996197,-0.001262504664668627,0.9980883101482191,-0.0006243750310130667,0.0,0.0,9.035777542187873e-06,0.003184168007013507,1.0,0.0,1.999992956827523,-0.00251169427256303,0.0,0.0,-0.0004999842727439613,2.112860462435214e-06,-6.148263462351193e-12,-1.331531697603279e-08,-4.517897806786744e-09,-1.59208718767476e-06,0.0,0.0,-4.517888771093937e-09,-1.592084003506754e-06,0.0009999965240279033,-1.249189607894404e-06,7.640652550219523e-09,2.92330145540469e-06,-0.0004999920152479326,-8.370654758145816e-07,4.420521259826212e-09,1.565456813924504e-06,-3.220124850335057e-09,-1.357841925796335e-06,0.0009999964327996197,-1.262504664668627e-06
1,2417.315480804085,0.0,7.034193928568741e-06,0.002821926042374027,0.9999961806337657,-0.001311896071154028,0.9980881854955638,-0.0006488016822712362,0.0,0.0,9.67610705782107e-06,0.003308738257742774,1.0,0.0,1.999992459693587,-0.002609956188626031,0.0,0.0,-0.0004999838378897947,2.195519249354507e-06,-6.558809649555834e-12,-1.383624107349383e-08,-4.838063205477537e-09,-1.654372437609644e-06,0.0,0.0,-4.838053528910535e-09,-1.654369128871387e-06,0.0009999962790598214,-1.298060117472003e-06,8.250182339180973e-09,3.037666085967181e-06,-0.0004999921975306215,-8.698129100006202e-07,4.733078340773278e-09,1.626700242854125e-06,-3.51709696428437e-09,-1.410963021187013e-06,0.0009999961806337657,-1.311896071154028e-06
1,2511.886431509561,0.0,7.675519427079172e-06,0.002932324475001781,0.9999959083516492,-0.001363219699717949,0.9980880508988761,-0.0006741839191094998,0.0,0.0,1.036751818350723e-05,0.003438181771664637,1.0,0.0,1.999991922901323,-0.002712062172451547,0.0,0.0,-0.0004999833683455857,2.281411694219569e-06,-7.002106411631203e-12,-1.437754470470988e-08,-5.183769459457204e-09,-1.71909432401409e-06,0.0,0.0,-5.183759091753615e-09,-1.719090885832319e-06,0.0009999960145496735,-1.348842472733599e-06,8.908336717977655e-09,3.156504722150391e-06,-0.000499992394354748,-9.038414387740326e-07,5.070569329043108e-09,1.690339552325029e-06,-3.837759713539586e-09,-1.466162237500891e-06,0.0009999959083516492,-1.363219699717949e-06
1,2610.157215682516,0.0,8.368005915296002e-06,0.003047041727143631,0.9999956143485424,-0.001416551133147258,0.9980879055648931,-0.0007005591211989549,0.0,0.0,1.111408582676887e-05,0.003572689176194304,1.0,0.0,1.999991343287077,-0.002818162592721546,0.0,0.0,-0.0004999828613440616,2.370664287580448e-06,-7.480766295975103e-12,-1.494002513750777e-08,-5.557054028055278e-09,-1.786348160786328e-06,0.0,0.0,-5.557042913384436e-09,-1.786344588097152e-06,0.0009999957289385342,-1.401611459574289e-06,9.618994597050595e-09,3.279992372689393e-06,-0.0004999926068802868,-9.392011741268488e-07,5.434983271209296e-09,1.75646846207585e-06,-4.184002957648001e-09,-1.523520863571816e-06,0.0009999956143485426,-1.416551133147258e-06
1,2712.272579332007,0.0,9.115734637709013e-06,0.003166246733941027,0.9999952968917112,-0.001471968909957957,0.9980877486370767,-0.0007279661299748011,0.0,0.0,1.192020996221288e-05,0.003712458553374346,1.0,0.0,1.999990717434841,-0.002928413698434158,0.0,0.0,-0.0004999823138971127,2.463408466441734e-06,-7.997610243975256e-12,-1.552451082743652e-08,-5.960116900663029e-09,-1.856232989145727e-06,0.0,0.0,-5.96010498110644e-09,-1.856229276687173e-06,0.00099999542054313,-1.4564447884762e-06,1.038634430696029e-08,3.408310890053782e-06,-0.0004999928363597639,-9.759441876469957e-07,5.828467871880703e-09,1.825184356836532e-06,-4.557867318854507e-09,-1.583123366970514e-06,0.0009999952968917111,-1.471968909957957e-06
1,2818.382931264432,0.0,9.92311238133617e-06,0.00329011503636958,0.9999949541101985,-0.00152955463987839,0.9980875791905597,-0.0007564453057489178,0.0,0.0,1.279064153525411e-05,0.003857695731131825,1.0,0.0,1.999990041656106,-0.00304297784865589,0.0,0.0,-0.0004999817227783615,2.559780807517289e-06,-8.555684211956893e-12,-1.613186263750946e-08,-6.39533355857711e-09,-1.928851723261644e-06,0.0,0.0,-6.395320767627055e-09,-1.928847865565912e-06,0.000999995087545908,-1.513423208777501e-06,1.121490827901086e-08,3.541649237823069e-06,-0.0004999930841456807,-1.014124587072539e-06,6.253342165419387e-09,1.896588429523244e-06,-4.961556190668085e-09,-1.64505751818479e-06,0.0009999949541101985,-1.52955463987839e-06
1,2928.644564625213,0.0,1.079489746446807e-05,0.003418829039272134,0.9999945839838059,-0.001589393123831869,0.9980873962267014,-0.00078603858704765,0.0,0.0,1.373051048148e-05,0.004008614585882985,1.0,0.0,1.999989311968139,-0.003162023751225719,0.0,0.0,-0.0004999810845039976,2.659923228013315e-06,-9.158277117452646e-12,-1.676297510561576e-08,-6.865268971145821e-09,-2.004311301556078e-06,0.0,0.0,-6.865255240739998e-09,-2.004307292941493e-06,0.0009999947279843335,-1.57263062739385e-06,1.210956969420804e-08,3.680203768477547e-06,-0.0004999933516983135,-1.053798595827425e-06,6.712110167507081e-09,1.970785830012443e-06,-5.397448732234035e-09,-1.709414519636067e-06,0.000999994583983806,-1.589393123831869e-06
1,3043.219887107698,0.0,1.173622777243969e-05,0.003552578279437606,0.9999941843311865,-0.001651572478592585,0.9980871986672013,-0.0008167895522607821,0.0,0.0,1.474535593537496e-05,0.004165437356923951,1.0,0.0,1.99998852407051,-0.003285726710756944,0.0,0.0,-0.0004999803953123494,2.763983194230973e-06,-9.808940216419178e-12,-1.741877776146317e-08,-7.372692713251469e-09,-2.082722843899333e-06,0.0,0.0,-7.37267796768748e-09,-2.082718678461976e-06,0.0009999943397393238,-1.634154232164359e-06,1.307560125748152e-08,3.824178512006725e-06,-0.0004999936405945538,-1.095024635653573e-06,7.207475635129678e-09,2.047885819709643e-06,-5.868113886219843e-09,-1.776289139718803e-06,0.0009999941843311865,-1.651572478592585e-06
1,3162.277660168354,0.0,1.275265102196765e-05,0.003691559704112649,0.9999937527969904,-0.00171618426629499,0.9980869853477431,-0.0008487434836908193,0.0,0.0,1.584115887887094e-05,0.004328394973061879,1.0,0.0,1.999987673319751,-0.003414268886295399,0.0,0.0,-0.0004999796511416382,2.872113938290019e-06,-1.0511508025438e-11,-1.810023649498163e-08,-7.92059528077175e-09,-2.164201814925912e-06,0.0,0.0,-7.920579439435472e-09,-2.164197486530939e-06,0.0009999939205227602,-1.698084620000409e-06,1.411869626660514e-08,3.973785475752376e-06,-0.0004999939525369423,-1.137863412458919e-06,7.74235800322515e-09,2.128001932136349e-06,-6.376325510983827e-09,-1.845779852056324e-06,0.0009999937527969903,-1.71618426629499e-06
1,3285.993247600628,0.0,1.38501574640286e-05,0.003835977960347429,0.9999932868379892,-0.001783323628983757,0.9980867550111383,-0.0008819474340951104,0.0,0.0,1.702437738515528e-05,0.004497727391958306,1.0,0.0,1.999986754701997,-0.003547839559006307,0.0,0.0,-0.0004999788476061362,2.984474683285094e-06,-1.127012091200856e-11,-1.880835497819386e-08,-8.51220571652986e-09,-2.248868193706545e-06,0.0,0.0,-8.512188692577638e-09,-2.248863695979153e-06,0.0009999934678640082,-1.764515930022551e-06,1.524500215874674e-08,4.129244955918816e-06,-0.0004999942893639392,-1.182378005505223e-06,8.319909576666488e-09,2.211252139767144e-06,-6.925078732014302e-09,-1.917988980173715e-06,0.0009999932868379891,-1.783323628983757e-06
1,3414.548873833574,0.0,1.50352151649329e-05,0.003986045695592072,0.9999927837080876,-0.0018530894283983,0.9980865062999146,-0.0009164502958167441,0.0,0.0,1.830198466112876e-05,0.004673683952673977,1.0,0.0,1.999985762803444,-0.003686635410275765,0.0,0.0,-0.0004999779799703258,3.101230877201183e-06,-1.208924948584888e-11,-1.954417614263712e-08,-9.151010631775416e-09,-2.336846650020941e-06,0.0,0.0,-9.150992330564378e-09,-2.336841976336988e-06,0.0009999929790953563,-1.833545981877465e-06,1.64611567321526e-08,4.290785861199196e-06,-0.0004999946530606231,-1.228633960063681e-06,8.94353411457114e-09,2.297759027357468e-06,-7.517607582466452e-09,-1.993022847796036e-06,0.0009999927837080877,-1.8530894283983e-06
1,3548.133892335725,0.0,1.631480812953888e-05,0.004141983869975196,0.9999922404421466,-0.001925584391193079,0.998086237748321,-0.0009523028726037357,0.0,0.0,1.968151014253294e-05,0.004856523741922459,1.0,0.0,1.999984691778449,-0.003830860810627298,0.0,0.0,-0.000499977043120825,3.222554435922619e-06,-1.297372093468481e-11,-2.030878371449871e-08,-9.840774752654196e-09,-2.428266727484971e-06,0.0,0.0,-9.840755071266472e-09,-2.42826187096123e-06,0.0009999924513363022,-1.905276419434219e-06,1.777432725620123e-08,4.45864604898308e-06,-0.000499995045770335,-1.276699383671778e-06,9.616906876509696e-09,2.387649972011612e-06,-8.157404064769441e-09,-2.070991934987598e-06,0.0009999922404421466,-1.925584391193079e-06
1,3686.945064519545,0.0,1.769647744206616e-05,0.004304022080712365,0.9999916538385116,-0.002000915259802312,0.9980859477736894,-0.000989557954219691,0.0,0.0,2.117108385313315e-05,0.005046515974558729,1.0,0.0,1.999983535315091,-0.003980728119868621,0.0,0.0,-0.000499976031536481,3.348623995685901e-06,-1.392874745943549e-11,-2.110330380971454e-08,-1.058556309750767e-08,-2.523263033795339e-06,0.0,0.0,-1.058554192656658e-08,-2.523257987279365e-06,0.000999991881476579,-1.979812860066309e-06,1.919225270004501e-08,4.633072674627882e-06,-0.0004999954698075293,-1.326645046129067e-06,1.034399628266132e-08,2.481057330249621e-06,-8.848238721033081e-09,-2.152011040356183e-06,0.0009999916538385117,-2.000915259802312e-06
1,3831.186849557256,0.0,1.918836569514133e-05,0.004472398899108068,0.9999910204401484,-0.002079192949165426,0.9980856346671112,-0.001028270393952918,0.0,0.0,2.2779484305957e-05,0.005243940388848136,1.0,0.0,1.999982286597979,-0.004136457998899085,0.0,0.0,-0.000499974939255729,3.479625175337062e-06,-1.495995697601183e-11,-2.192890659136327e-08,-1.138976493203031e-08,-2.621975438364457e-06,0.0,0.0,-1.13897421529785e-08,-2.621970194424068e-06,0.0009999912661578306,-2.057265049733659e-06,2.072328932838834e-08,4.814322554294261e-06,-0.0004999959276711097,-1.378544483375148e-06,1.112908729244823e-08,2.578118632341327e-06,-9.594182847570666e-09,-2.236199449554034e-06,0.0009999910204401485,-2.079192949165426e-06
1,3981.071705534939,0.0,2.079926496378445e-05,0.004647362220632216,0.9999903365142776,-0.002160532709537489,0.998085296583368,-0.001068497189134907,0.0,0.0,2.451619021393014e-05,0.005449087657081277,1.0,0.0,1.999980938268103,-0.004298279733624072,0.0,0.0,-0.0004999737598414683,3.615750848769578e-06,-1.607342626425221e-11,-2.278680799178093e-08,-1.225811962288949e-08,-2.724549277628296e-06,0.0,0.0,-1.225809510696507e-08,-2.724543828540638e-06,0.000999990601753825,-2.137747024086583e-06,2.237645993274181e-08,5.002662541863941e-06,-0.0004999964220594455,-1.432474105397732e-06,1.197680665111167e-08,2.678976784185609e-06,-1.039963248189222e-08,-2.323681110316108e-06,0.0009999903365142777,-2.160532709537489e-06
1,4136.820402388472,0.0,2.253866861558038e-05,0.004829169628569063,0.9999895980303821,-0.002245054295616964,0.9980849315300636,-0.001110297564783071,0.0,0.0,2.639143635363439e-05,0.005662259812120563,1.0,0.0,1.999979482379475,-0.004466431571438717,0.0,0.0,-0.0004999724863431892,3.757201427929822e-06,-1.727571675886444e-11,-2.367827150191265e-08,-1.319574456845054e-08,-2.831135568320093e-06,0.0,0.0,-1.31957181768172e-08,-2.831129906060281e-06,0.0009999898843490926,-2.221377275821753e-06,2.416150698785123e-08,5.198369920477126e-06,-0.0004999969558860673,-1.488513308324458e-06,1.289215014122837e-08,2.783780277022968e-06,-1.126933430779019e-08,-2.414584814284531e-06,0.0009999895980303821,-2.245054295616964e-06
1,4298.662347082241,0.0,2.44168272099917e-05,0.00501808877175468,0.9999888006364647,-0.002332882142231658,0.9980845373558823,-0.001153733060486881,0.0,0.0,2.841627382998979e-05,0.00588377069048587,1.0,0.0,1.999977910352325,-0.004641161070760277,0.0,0.0,-0.0004999711112558952,3.904185156793538e-06,-1.857391319273459e-11,-2.460461003051716e-08,-1.420816533118531e-08,-2.941891229013625e-06,0.0,0.0,-1.42081369149949e-08,-2.941885345242935e-06,0.00099998910971586,-2.30827892852862e-06,2.608895004605957e-08,5.40173280924618e-06,-0.0004999975322968198,-1.546744590858617e-06,1.388051202433994e-08,2.892683405280069e-06,-1.220841360499585e-08,-2.50904438587734e-06,0.0009999888006364647,-2.332882142231658e-06
1,4466.835921509593,0.0,2.644480890884661e-05,0.005214397756937125,0.9999879396334074,-0.002424145546832172,0.9980841117379194,-0.001198867620660689,0.0,0.0,3.060263520637818e-05,0.006113946392607914,1.0,0.0,1.999976212922547,-0.004822725464105381,0.0,0.0,-0.0004999696264761794,4.056918416730609e-06,-1.997566531967631e-11,-2.556718783593528e-08,-1.53013482058018e-08,-3.05697931025035e-06,0.0,0.0,-1.530131760318909e-08,-3.056973196303957e-06,0.0009999882732891398,-2.398579917273209e-06,2.817014770724632e-08,5.61305058572177e-06,-0.0004999981546886662,-1.607253675220492e-06,1.49477168081384e-08,3.005846492855451e-06,-1.322240445442331e-08,-2.607198878468563e-06,0.0009999879396334075,-2.424145546832171e-06
1,4641.588833612739,0.0,2.863456466136149e-05,0.005418385556312549,0.9999870099472954,-0.00251897885905131,0.9980836521679954,-0.001245767688291069,0.0,0.0,3.296340476754978e-05,0.006353125760900948,1.0,0.0,1.999974380087142,-0.005011392035226472,0.0,0.0,-0.0004999680232540965,4.21562604368804e-06,-2.148923296172709e-11,-2.65674225332435e-08,-1.648173534701764e-08,-3.176569233576236e-06,0.0,0.0,-1.648170238377489e-08,-3.176562880450474e-06,0.000999987370139847,-2.492413176175162e-06,3.041736452885396e-08,5.832634324708678e-06,-0.0004999988267292421,-1.670129632769365e-06,1.610005356314374e-08,3.123436128166844e-06,-1.431728233068075e-08,-2.709192778156275e-06,0.0009999870099472955,-2.518978859051309e-06
1,4823.178482239265,0.0,3.099899860635366e-05,0.005630352430809699,0.9999860060995216,-0.002617521677596768,0.9980831559378819,-0.001294502302310878,0.0,0.0,3.551249444910809e-05,0.006601660876328836,1.0,0.0,1.999972401045278,-0.005207438510839547,0.0,0.0,-0.0004999662921420234,4.380541657640191e-06,-2.312353464556769e-11,-2.760678717971679e-08,-1.775628273665914e-08,-3.300837039825294e-06,0.0,0.0,-1.775624722455405e-08,-3.300830438164418e-06,0.0009999863949457569,-2.589916833242779e-06,3.284384326950391e-08,6.060807254048864e-06,-0.0004999995523789769,-1.735465014478092e-06,1.734431296733497e-08,3.245625408291589e-06,-1.549949930317683e-08,-2.81517621540485e-06,0.0009999860060995215,-2.617521677596768e-06
1,5011.87233627268,0.0,3.355204408100377e-05,0.005850610369714977,0.9999849221745268,-0.002719919054754021,0.9980826201233518,-0.001345143198736985,0.0,0.0,3.826492574177109e-05,0.006859917574162667,1.0,0.0,1.999970264134691,-0.005411153467494323,0.0,0.0,-0.0004999644229385924,4.551908004766635e-06,-2.48882001136268e-11,-2.86868124416381e-08,-1.913250113592042e-08,-3.429965646998907e-06,0.0,0.0,-1.913246287088555e-08,-3.429958787081334e-06,0.0009999853419601639,-2.691234412740302e-06,3.546388289099868e-08,6.297905228011412e-06,-0.000500000335913936,-1.803355986446738e-06,1.868782729879206e-08,3.372594192543552e-06,-1.677602204050189e-08,-2.925305184857488e-06,0.0009999849221745268,-2.719919054754021e-06
1,5207.948328595417,0.0,3.630874567413642e-05,0.006079483547251026,0.9999837517849481,-0.002826321708785738,0.9980820415669525,-0.001397764915713297,0.0,0.0,4.123691820101527e-05,0.007128275979651817,1.0,0.0,1.999967956762974,-0.005622836754156786,0.0,0.0,-0.0004999624046290452,4.729977312838921e-06,-2.679362701811282e-11,-2.980908884560926e-08,-2.061850033764601e-08,-3.564145118101889e-06,0.0,0.0,-2.061845910050764e-08,-3.564137989825909e-06,0.000999984204978026,-2.796515045371048e-06,3.829292277728101e-08,6.544277218950649e-06,-0.0005000011819514122,-1.873902470641133e-06,2.013851363161074e-08,3.504529365841589e-06,-1.815437283706821e-08,-3.039741773625513e-06,0.0009999837517849482,-2.826321708785738e-06
1,5411.695265464588,0.0,3.92853478500668e-05,0.006317308796741401,0.9999824880340086,-0.002936886244524046,0.998081416859413,-0.001452444902605608,0.0,0.0,4.444598494224294e-05,0.007407131064355481,1.0,0.0,1.999965465333438,-0.0058427999310939,0.0,0.0,-0.0004999602253200203,4.91501166030681e-06,-2.885104213062146e-11,-3.097526911763339e-08,-2.2223036917211e-08,-3.703572939308803e-06,0.0,0.0,-2.222299247112147e-08,-3.70356553217774e-06,0.00099998297729943,-2.905913686569854e-06,4.134763366536745e-08,6.800285827916474e-06,-0.0005000020954768619,-1.947208291053703e-06,2.170492045490433e-08,3.641625112236979e-06,-1.96426739250334e-08,-3.1586543983707e-06,0.0009999824880340086,-2.936886244524046e-06
1,5623.413251903441,0.0,4.249939060805278e-05,0.006564436103016337,0.9999811234748942,-0.003051775382461853,0.9980807423195653,-0.001509263633299734,0.0,0.0,4.791103580892297e-05,0.007696893223906646,1.0,0.0,1.999962775165018,-0.006071366725670104,0.0,0.0,-0.0004999578721697068,5.107283359600666e-06,-3.107256742637786e-11,-3.218707061336815e-08,-2.39555658151004e-08,-3.848454308846546e-06,0.0,0.0,-2.395551790446149e-08,-3.848446611953323e-06,0.0009999816516901234,-3.019591343208251e-06,4.46460158226105e-08,7.066307814923845e-06,-0.0005000030818733681,-2.02338132548706e-06,2.339627801949775e-08,3.784083198979574e-06,-2.124969530402639e-08,-3.282218051508169e-06,0.0009999811234748942,-3.051775382461853e-06
1,5843.414133735124,0.0,4.596981275632102e-05,0.006821229113735344,0.9999796500669028,-0.00317115819665982,0.9980800139726642,-0.001568304723859491,0.0,0.0,5.165248870397932e-05,0.007997988878006651,1.0,0.0,1.999959870405821,-0.006308873505685731,0.0,0.0,-0.0004999553313120297,5.307075355172591e-06,-3.347129143059393e-11,-3.344627784307523e-08,-2.582629600534935e-08,-3.999002436992203e-06,0.0,0.0,-2.582624435198966e-08,-3.998994439003325e-06,0.0009999802203389187,-3.137715309025911e-06,4.820750504708938e-08,7.342734649611999e-06,-0.0005000041469532257,-2.102533663170595e-06,2.522255269908663e-08,3.932113271515218e-06,-2.298490637816051e-08,-3.410614556867672e-06,0.0009999796500669029,-3.17115819665982e-06
1,6072.021956909831,0.0,4.971706346138991e-05,0.007088065670323921,0.9999780591281002,-0.003295210361795919,0.9980792275269863,-0.001629655054706229,0.0,0.0,5.569238984026725e-05,0.008310861093474403,1.0,0.0,1.999956733939801,-0.006555669770908336,0.0,0.0,-0.0004999525877752292,5.514681636828661e-06,-3.606134624509131e-11,-3.475474509492055e-08,-2.784625061245377e-08,-4.155438857598294e-06,0.0,0.0,-2.784619492013363e-08,-4.155430546737201e-06,0.0009999786748117012,-3.260459409112417e-06,5.205308711372963e-08,7.629973083047497e-06,-0.0005000052969923591,-2.184781768421826e-06,2.7194505665957e-08,4.08593315981987e-06,-2.485853173069495e-08,-3.54403283516196e-06,0.0009999780591281003,-3.295210361795919e-06
1,6309.573444801876,0.0,5.376322262571736e-05,0.007365338359244904,0.9999763412841968,-0.003424114409695169,0.998078378348557,-0.001693404897486871,0.0,0.0,6.005454352653317e-05,0.008635970231201273,1.0,0.0,1.99995334728596,-0.006812118663468951,0.0,0.0,-0.0004999496253935698,5.730407668909279e-06,-3.885799070646864e-11,-3.611439916042621e-08,-3.002733181728924e-08,-4.317993751570868e-06,0.0,0.0,-3.002727176326658e-08,-4.317985115600636e-06,0.0009999770060017635,-3.388004253773782e-06,5.620542133817674e-08,7.928445741449865e-06,-0.0005000065387671393,-2.270246650578668e-06,2.932375626187132e-08,4.245769196489053e-06,-2.688161131285868e-08,-3.682669179622452e-06,0.0009999763412841967,-3.424114409695169e-06
1,6556.418494179729,0.0,5.813213090021153e-05,0.007653455084346113,0.9999744864133582,-0.003558059995687856,0.99807746143387,-0.001759648046802721,0.0,0.0,6.476465233529183e-05,0.00897379461788963,1.0,0.0,1.999949690489547,-0.007078597497816826,0.0,0.0,-0.0004999464267122222,5.954570835903575e-06,-4.187770016273724e-11,-3.752724216600723e-08,-3.238239093188338e-08,-4.486906282739434e-06,0.0,0.0,-3.238232616764592e-08,-4.486897308944815e-06,0.0009999752040761884,-3.52053750212897e-06,6.068897398376813e-08,8.238591742642682e-06,-0.0005000078795943524,-2.359054040428283e-06,3.162285040117972e-08,4.411856547014542e-06,-2.906606545010577e-08,-3.826727542173057e-06,0.0009999744864133582,-3.558059995687856e-06
1,6812.920690579551,0.0,6.284953002190735e-05,0.007952839661049423,0.9999724835866175,-0.00369724417515549,0.99807647138043,-0.001828481956976734,0.0,0.0,6.985046840313203e-05,0.009324831243480422,1.0,0.0,1.999945742004589,-0.007355498310948021,0.0,0.0,-0.0004999429728843735,6.187500905094692e-06,-4.513826339385636e-11,-3.899535451468064e-08,-3.492530405205586e-08,-4.662424946571453e-06,0.0,0.0,-3.492523420156601e-08,-4.662415621740211e-06,0.0009999732584179718,-3.658254135792531e-06,6.55301622944798e-08,8.560867336058185e-06,-0.0005000093273741235,-2.451334573370576e-06,3.410533443392936e-08,4.584439552693814e-06,-3.142476501095368e-08,-3.976419830524711e-06,0.0009999724835866176,-3.69724417515549e-06
1,7079.457843841315,0.0,6.794321434739158e-05,0.008263932433168406,0.9999703210035423,-0.003841871690634638,0.9980754023549523,-0.001900007884042294,0.0,0.0,7.534195680225508e-05,0.009689596485202704,1.0,0.0,1.999941478567058,-0.007643228433644846,0.0,0.0,-0.0004999392435605376,6.429540506853158e-06,-4.865888724307617e-11,-4.052089794218169e-08,-3.767105374229521e-08,-4.844807932197838e-06,0.0,0.0,-3.767097840112754e-08,-4.844798242601353e-06,0.0009999711575635157,-3.801356743010208e-06,7.075750999878391e-08,8.89574656714786e-06,-0.0005000108906366568,-2.547223979557491e-06,3.678583488178361e-08,4.763772086631227e-06,-3.397160717369579e-08,-4.131966216584203e-06,0.0009999703210035423,-3.841871690634639e-06
1,7356.422544596346,0.0,7.344319444813519e-05,0.008587190913164705,0.9999679859227796,-0.003992155269859874,0.9980742480590288,-0.001974331033142057,0.0,0.0,8.127147189540551e-05,0.01006862685920599,1.0,0.0,1.999936875057939,-0.007942211083485489,0.0,0.0,-0.0004999352167685267,6.681045633215982e-06,-5.246030957073e-11,-4.210611869188046e-08,-4.063581721896214e-08,-5.034323498229854e-06,0.0,0.0,-4.063573594770276e-08,-5.034313429602996e-06,0.0009999688891351598,-3.950055813625615e-06,7.64018151963044e-08,9.243721967076984e-06,-0.0005000125785922516,-2.646863281259495e-06,3.968014452878127e-08,4.950117923303717e-06,-3.672159722406759e-08,-4.293595456582352e-06,0.0009999679859227797,-3.992155269859874e-06
