case,frequency_real,frequency_imag,v(drain)_real,v(drain)_imag,v(out)_real,v(out)_imag,v(ref)_real,v(ref)_imag,v(vn)_real,v(vn)_imag,v(in)_real,v(in)_imag,v(source)_real,v(source)_imag,v(vp)_real,v(vp)_imag,i(vp)_real,i(vp)_imag,i(vin)_real,i(vin)_imag,i(rd)_real,i(rd)_imag,id(j1)_real,id(j1)_imag,i(rf)_real,i(rf)_imag,i(cf)_real,i(cf)_imag,i(vn)_real,i(vn)_imag,i(vref)_real,i(vref)_imag,i(rs)_real,i(rs)_imag
1,383118.6849557231,0.0,-0.07886855008240601,-0.1155134457226486,3.000220208542084,-2.052159603790732,0.0,0.0,0.0,0.0,1.0,0.0,0.894934429299822,-0.1631153007789289,0.0,0.0,-0.0004570700349375567,2.988588034778805e-05,1.574878068401176e-06,-3.201529054929533e-06,3.9434275041203e-05,5.77567228613243e-05,0.0002585439197190536,0.0004061208377454758,0.0006379653876491702,-0.0005724376675793342,0.0002191095658093003,0.0003483639993707057,-0.0004394091210679352,0.0001364103643416437,0.0,0.0,0.000894934429299822,-0.0001631153007789289
1,398107.1705534914,0.0,-0.08327830104606448,-0.117142990034063,2.927858957310357,-2.085324625276462,0.0,0.0,0.0,0.0,1.0,0.0,0.8891551276274807,-0.1657331923503592,0.0,0.0,-0.0004561887634642603,3.048631577361183e-05,1.662247913809639e-06,-3.385479712066157e-06,4.163915052303224e-05,5.857149501703149e-05,0.0002730283362434492,0.0004125757015515452,0.0006177890392978412,-0.0005816943736139706,0.0002313891024421158,0.0003540040893915237,-0.0004345991865628562,0.0001386114384645948,0.0,0.0,0.0008891551276274807,-0.0001657331923503592
1,413682.0402388446,0.0,-0.08782564742445986,-0.1186285855343372,2.853216670310451,-2.116399330858879,0.0,0.0,0.0,0.0,1.0,0.0,0.8831936602002545,-0.1681829133030629,0.0,0.0,-0.0004552793136871069,3.106933377922116e-05,1.752231884377072e-06,-3.580842720073111e-06,4.391282371222993e-05,5.931429276716862e-05,0.0002879692223542688,0.0004186048553574143,0.0005969766697303626,-0.0005903686113805503,0.0002440563108163913,0.0003592904439616601,-0.0004296379016126839,0.0001406731927075383,0.0,0.0,0.0008831936602002545,-0.0001681829133030629
1,429866.2347082213,0.0,-0.0925030124994426,-0.1199579668845509,2.776413828073613,-2.145193545921993,0.0,0.0,0.0,0.0,1.0,0.0,0.8770596518950402,-0.1704492267106998,0.0,0.0,-0.0004543430868166054,3.163294079192025e-05,1.844661254240916e-06,-3.788198449954638e-06,4.62515062497213e-05,5.997898344227545e-05,0.0003033424415800169,0.0004241699442973132,0.0005755618715692646,-0.0005984073694579676,0.0002570908428272829,0.0003641908408970711,-0.0004245333199494605,0.0001425829659953692,0.0,0.0,0.0008770596518950402,-0.0001704492267106998
1,446683.5921509565,0.0,-0.09730156819830715,-0.1211192942455968,2.69759107067832,-2.171524381679914,0.0,0.0,0.0,0.0,1.0,0.0,0.8707643379140751,-0.1725174757356344,0.0,0.0,-0.0004533817231512083,3.217524236399927e-05,1.939340691818379e-06,-4.008131441258492e-06,4.865078409915358e-05,6.055964712279838e-05,0.000319119820192486,0.0004292340612910706,0.0005535838584134076,-0.0006057596684679636,0.0002704689387917643,0.0003686742930489781,-0.0004192948397345325,0.0001443285823122531,0.0,0.0,0.0008707643379140752,-0.0001725174757356344
1,464158.8833612709,0.0,-0.1022112622077702,-0.1221013081034394,2.616908737252361,-2.195218768769251,0.0,0.0,0.0,0.0,1.0,0.0,0.8643205270161655,-0.1743737859202683,0.0,0.0,-0.0004523970962012624,3.269447411285986e-05,2.036048720923377e-06,-4.241227739910982e-06,5.110563110388511e-05,6.105065405171969e-05,0.0003352692393018784,0.0004337622538698155,0.0005310873364352108,-0.0006123772675299948,0.0002841635059867311,0.0003727114777167877,-0.0004139331731320001,0.0001458985193652229,0.0,0.0,0.0008643205270161654,-0.0001743737859202683
1,482317.8482239234,0.0,-0.1072208679077404,-0.1228934834558848,2.534546032100578,-2.216115980357563,0.0,0.0,0.0,0.0,1.0,0.0,0.8577425349268577,-0.1760052666384198,0.0,0.0,-0.0004513913022841376,3.318903254125039e-05,2.134538639093693e-06,-4.488072266279416e-06,5.361043395387022e-05,6.14467417279424e-05,0.0003517548016951274,0.0004377220288889805,0.0005081222718708243,-0.0006182153677936796,0.0002981442605203888,0.0003762751642675547,-0.0004084602910498364,0.0001472820765579808,0.0,0.0,0.0008577425349268577,-0.0001760052666384198
1,501187.2336272647,0.0,-0.1123180574964737,-0.1234861794958911,2.450699811303059,-2.234070081708709,0.0,0.0,0.0,0.0,1.0,0.0,0.8510460874359906,-0.1774002066700418,0.0,0.0,-0.0004503666455148436,3.365750497662245e-05,2.234539900186007e-06,-4.749246292529401e-06,5.615902874823686e-05,6.174308974794557e-05,0.0003685370746491869,0.0004410838425036916,0.0004847435526869905,-0.0006232332954662627,0.0003123779335828927,0.0003793406292695666,-0.0004028893426420987,0.0001484695380788853,0.0,0.0,0.0008510460874359907,-0.0001774002066700418
1,520794.8328595385,0.0,-0.1174894979373875,-0.1238707807771631,2.365582995706268,-2.24895224070409,0.0,0.0,0.0,0.0,1.0,0.0,0.844248193655743,-0.1785482586675307,0.0,0.0,-0.0004493256182615812,3.409869783858877e-05,2.335759953188631e-06,-5.025325111373683e-06,5.874474896869375e-05,6.193539038858154e-05,0.0003855734075330156,0.0004438215622927802,0.0004610105460759166,-0.0006273951460716846,0.0003268285410748237,0.000381886048033418,-0.0003972345499660135,0.0001494523267458886,0.0,0.0,0.000844248193655743,-0.0001785482586675307
1,541169.5265464555,0.0,-0.1227209685712167,-0.1240398258579434,2.279422629046471,-2.260652833975001,0.0,0.0,0.0,0.0,1.0,0.0,0.8373669909359929,-0.1794406072943577,0.0,0.0,-0.0004482708772906019,3.451166244458626e-05,2.437886513170548e-06,-5.316875978093254e-06,6.136048428560837e-05,6.20199129289717e-05,0.0004028183204459887,0.0004459128884489561,0.0004369865570031752,-0.0006306703717214072,0.0003414577134394112,0.0003838928514801587,-0.000391511079042825,0.0001502231442598451,0.0,0.0,0.0008373669909359929,-0.0001794406072943577
1,562341.3251903405,0.0,-0.1279974984434002,-0.1239871196016571,2.192457612877534,-2.269083286269224,0.0,0.0,0.0,0.0,1.0,0.0,0.8304215639667717,-0.1800701160538056,0.0,0.0,-0.0004472052159798234,3.489571760091625e-05,2.540590224108146e-06,-5.624456403981884e-06,6.399874922170012e-05,6.199355980082855e-05,0.000420223957551255,0.0004473397215468848,0.0004127381966396249,-0.0006330342940046724,0.0003562250803320564,0.0003853460377589368,-0.0003857348894320684,0.0001507760937174002,0.0,0.0,0.0008304215639667717,-0.0001800701160538056
1,584341.4133735087,0.0,-0.1333035206378241,-0.123707825671321,2.104936162338267,-2.274177586503142,0.0,0.0,0.0,0.0,1.0,0.0,0.8234317415850564,-0.1804314482910974,0.0,0.0,-0.0004461315331316384,3.525046829548628e-05,2.643527657863793e-06,-5.948612872062507e-06,6.665176031891207e-05,6.18539128356605e-05,0.0004377405962874026,0.0004480884655677626,0.0003883346729555185,-0.0006344685267309226,0.0003710887026649695,0.0003862344290242763,-0.0003799225652505178,0.0001511067806212185,0.0,0.0,0.0008234317415850564,-0.0001804314482910974
1,607202.1956909792,0.0,-0.1386230402270627,-0.1231985362801284,2.017113037888609,-2.275893432502928,0.0,0.0,0.0,0.0,1.0,0.0,0.8164178756892573,-0.180521158535286,0.0,0.0,-0.0004450527990460806,3.557581991091296e-05,2.74634457970581e-06,-6.289880035215568e-06,6.931152011353137e-05,6.159926814006422e-05,0.000455317201420675,0.0004481502565712078,0.0003638470188482884,-0.0006349612951417097,0.0003860055426841036,0.0003865508652326072,-0.0003740911313062784,0.000151212389194938,0.0,0.0,0.0008164178756892573,-0.000180521158535286
1,630957.3444801836,0.0,-0.1439398118866486,-0.1224573169334672,1.929246617309681,-2.274212967391585,0.0,0.0,0.0,0.0,1.0,0.0,0.8094006073968392,-0.1803377512221271,0.0,0.0,-0.0004439720196291463,3.587198751034415e-05,2.848679399280107e-06,-6.648780443149672e-06,7.196990594332431e-05,6.122865846673359e-05,0.0004729020110649552,0.0004475211095981955,0.000339347275731164,-0.0006345076412634723,0.0004009319611818188,0.000386292328674145,-0.0003682578586285956,0.0001510917315397792,0.0,0.0,0.0008094006073968391,-0.0001803377512221271
1,655641.8494179688,0.0,-0.1492375228111555,-0.1214837246874734,1.841595878935987,-2.269143083436992,0.0,0.0,0.0,0.0,1.0,0.0,0.8024006261135335,-0.1798817048661755,0.0,0.0,-0.0004428921993894636,3.613949990222132e-05,2.950166717574967e-06,-7.025824828549976e-06,7.461876140557777e-05,6.074186234373669e-05,0.0004904431404606677,0.0004462019789630975,0.0003149076523704404,-0.0006331095086578231,0.0004158242298175672,0.0003854599951356362,-0.0003624400641179387,0.000150745268025651,0.0,0.0,0.0008024006261135335,-0.0001798817048661755
1,681292.0690579507,0.0,-0.1544999763390134,-0.1202787993169162,1.754417370846633,-2.260715283301397,0.0,0.0,0.0,0.0,1.0,0.0,0.7954384274827971,-0.1791554608785584,0.0,0.0,-0.0004418163042217982,3.637919835892955e-05,3.050440875688477e-06,-7.421512965056629e-06,7.724998816950668e-05,6.01393996584581e-05,0.0005078891885512633,0.0004441987299208814,0.0002905996798072229,-0.0006307757037644965,0.0004306390458817804,0.0003840592099836242,-0.0003566549092904742,0.0001501750982486755,0.0,0.0,0.0007954384274827972,-0.0001791554608785584
1,707945.7843841269,0.0,-0.1597112716556757,-0.1188450276856566,1.667962241345729,-2.248985103290857,0.0,0.0,0.0,0.0,1.0,0.0,0.7885340762323773,-0.1781633773976374,0.0,0.0,-0.0004407472248848382,3.659223004440215e-05,3.149139410414501e-06,-7.836335091368443e-06,7.985563582783784e-05,5.942251384282832e-05,0.0005251898322751102,0.0004415220226301515,0.0002664933833676823,-0.0006275217351191575,0.0004453340367360006,0.0003820993899422956,-0.0003509192031329045,0.0001493849228650368,0.0,0.0,0.0007885340762323773,-0.0001781633773976374
1,735642.2544596299,0.0,-0.1648559751034948,-0.1171862824986735,1.582473403470943,-2.234031117618188,0.0,0.0,0.0,0.0,1.0,0.0,0.7817069797278743,-0.1769116496511349,0.0,0.0,-0.0004396877420468903,3.678003637490324e-05,3.245906324857527e-06,-8.270773877703138e-06,8.242798755174741e-05,5.859314124933674e-05,0.0005422963940093783,0.0004381871122187536,0.0002426564920433541,-0.0006233695357475919,0.0004598682416016558,0.0003795938537831346,-0.0003452492139089935,0.000148379977568211,0.0,0.0,0.0007817069797278743,-0.0001769116496511349
1,764422.2742525883,0.0,-0.1699192789711879,-0.1153077374391569,1.498182900650255,-2.215953556108557,0.0,0.0,0.0,0.0,1.0,0.0,0.7749756775944222,-0.1754081994398189,0.0,0.0,-0.0004386404937071764,3.694433670227426e-05,3.340395089261526e-06,-8.725306894018148e-06,8.495963948559392e-05,5.765386871957845e-05,0.0005591623687273713,0.0004342135714445682,0.0002191537039563131,-0.0006183470777784055,0.0004742025593224979,0.0003765595874172523,-0.000339660494387245,0.0001471669413716237,0.0,0.0,0.0007749756775944222,-0.000175408199439819
1,794328.234724269,0.0,-0.1748871441441866,-0.1132157614158384,1.415309532338045,-2.194872579512754,0.0,0.0,0.0,0.0,1.0,0.0,0.768357652105552,-0.173662537270216,0.0,0.0,-0.0004376079456996085,3.708710784809666e-05,3.432271297549071e-06,-9.200409524652316e-06,8.74435720720933e-05,5.660788070791923e-05,0.0005757438990902249,0.0004296249447937796,0.0001960460243128767,-0.000612487891588648,0.0004883001521309874,0.0003730169508700991,-0.0003341677244063784,0.0001457538221392302,0.0,0.0,0.000768357652105552,-0.000173662537270216
1,825404.1852680054,0.0,-0.179746423637807,-0.1109177952305246,1.334056788018386,-2.170926266095474,0.0,0.0,0.0,0.0,1.0,0.0,0.7618691632041995,-0.1716856014227845,0.0,0.0,-0.0004365923658601334,3.721056013182567e-05,3.521214918071238e-06,-9.696558262079437e-06,8.987321181890351e-05,5.545889761526229e-05,0.000592000188784639,0.0004244483447614056,0.0001733901893376322,-0.0006058305044462696,0.0005021267972193117,0.000368989336228348,-0.0003287845740006373,0.0001441498229394766,0.0,0.0,0.0007618691632041995,-0.0001716856014227845
1,857695.8985908806,0.0,-0.1844849647694626,-0.1084222143997877,1.254611125996098,-2.144268370044151,0.0,0.0,0.0,0.0,1.0,0.0,0.755525111064973,-0.1694895787913664,0.0,0.0,-0.0004355958022938256,3.731711061866205e-05,3.606922091982488e-06,-1.021423430375544e-05,9.224248238473132e-05,5.421110719989386e-05,0.0006078938468141896,0.0004187140024360251,0.0001512381863427652,-0.0005984178155311468,0.0005156511799444933,0.0003645027868139167,-0.0003235235895102315,0.0001423651932561665,0.0,0.0,0.000755525111064973,-0.0001694895787913664
1,891250.9381337314,0.0,-0.189091688511676,-0.1057381821153096,1.177140620595024,-2.115065916291224,0.0,0.0,0.0,0.0,1.0,0.0,0.7493389280843583,-0.1670877126530027,0.0,0.0,-0.000434620066024613,3.740935436070958e-05,3.689106448617856e-06,-1.075392737084918e-05,9.4545844255838e-05,5.28690910576548e-05,0.0006233911580145929,0.0004124547853210635,0.0001296368765183836,-0.0005902964253449155,0.000528845124667066,0.0003595855885252266,-0.0003183961042511063,0.0001404110693598581,0.0,0.0,0.0007493389280843583,-0.0001670877126530027
1,926118.7281287787,0.0,-0.1935566453617741,-0.1028754964032206,1.101793988445172,-2.083496697539496,0.0,0.0,0.0,0.0,1.0,0.0,0.7433225011521905,-0.1644941026228027,0.0,0.0,-0.0004336667181535359,3.749003441952392e-05,3.767499923395169e-06,-1.131613966599566e-05,9.677832268088704e-05,5.143774820161029e-05,0.0006384622776534703,0.0004057056955647451,0.0001086277234221157,-0.0005815159378535435,0.000541683761415938,0.0003542678444876385,-0.0003134121744558099,0.0001382993082235107,0.0,0.0,0.0007433225011521904,-0.0001644941026228027
1,962350.6263980733,0.0,-0.1978710478268646,-0.09984443545349608,1.02869999211761,-2.049746737781559,0.0,0.0,0.0,0.0,1.0,0.0,0.737486124065483,-0.1617235019288572,0.0,0.0,-0.0004327370615017923,3.75620114378139e-05,3.841853079282302e-06,-1.190138988890689e-05,9.89355239134323e-05,4.992221772674804e-05,0.0006530813504623033,0.0003985033614709333,8.82466266824627e-05,-0.0005721282532886975,0.0005541456286778228,0.0003485810438997499,-0.0003085805403713476,0.000136042319265936,0.0,0.0,0.000737486124065483,-0.0001617235019288572
1,999999.9999999839,0.0,-0.2020272803194647,-0.09665560485458224,0.9579672080220214,-2.0140077827121,0.0,0.0,0.0,0.0,1.0,0.0,0.7318384790396719,-0.1587911168313313,0.0,0.0,-0.0004318321365794492,3.762823348280042e-05,3.911934947057849e-06,-1.251021723333921e-05,0.0001010136401597324,4.832780242729112e-05,0.0006672265567193516,0.0003908855343840474,6.852385726737863e-05,-0.0005621868684487179,0.0005662127145323385,0.0003425576353011513,-0.0003039086116447334,0.0001336528979505036,0.0,0.0,0.0007318384790396719,-0.0001587911168313313
1,1039122.303835152,0.0,-0.2060188878627183,-0.0933197901113414,0.8896841356619647,-1.976474871560528,0.0,0.0,0.0,0.0,1.0,0.0,0.7263866454879878,-0.15571241254092,0.0,0.0,-0.0004309527216005207,3.76917068093674e-05,3.977532411901321e-06,-1.314318529603321e-05,0.0001030094439313591,4.665989505567069e-05,0.0006808800899683809,0.0003828906018659585,4.948408793150815e-05,-0.0005517461997029116,0.0005778704400181338,0.0003362306134904976,-0.0002994024754727001,0.0001311440648734119,0.0,0.0,0.0007263866454879878,-0.00015571241254092
1,1079775.162327692,0.0,-0.2098405454956216,-0.08984781737583125,0.8239196173553931,-1.937344037504578,0.0,0.0,0.0,0.0,1.0,0.0,0.7211361336017107,-0.152502929403477,0.0,0.0,-0.0004300993361706293,3.775546810311226e-05,4.03844918389535e-06,-1.380088583720551e-05,0.0001049202727478108,4.492390868791563e-05,0.0006940280725572182,0.0003745571266081358,3.114651022838861e-05,-0.0005408609418488185,0.0005891075899688619,0.0003296331280724029,-0.0002950669254603647,0.0001285289134887457,0.0,0.0,0.0007211361336017107,-0.000152502929403477
1,1122018.454301945,0.0,-0.213488010637894,-0.08625042481179102,0.7607235315403054,-1.896810175475903,0.0,0.0,0.0,0.0,1.0,0.0,0.7160909397858134,-0.1491781124507337,0.0,0.0,-0.0004292722482014538,3.782255866127682e-05,4.094504397602858e-06,-1.4483942342344e-05,0.000106744005318947,4.312521240589551e-05,0.0007066604163790256,0.0003659234188509128,1.352502780439151e-05,-0.0005295854736439906,0.0005999161975720678,0.0003227981201945926,-0.0002909055087351661,0.0001258204690613579,0.0,0.0,0.0007160909397858134,-0.0001491781124507337
1,1165914.401179813,0.0,-0.2169580609190104,-0.08253814647584523,0.700127718831255,-1.855065107338747,0.0,0.0,0.0,0.0,1.0,0.0,0.7112536206886699,-0.1457531567117875,0.0,0.0,-0.0004284714835586859,3.789600086209766e-05,4.145530890960021e-06,-1.51930133458114e-05,0.0001084790304595052,4.126907323792262e-05,0.0007187706369909682,0.0003570271483142071,-3.371485411337852e-06,-0.000517973318371806,0.0006102913895734023,0.0003157579925381379,-0.0002869205885983536,0.0001230315608523186,0.0,0.0,0.00071125362068867,-0.0001457531567117875
1,1211527.658628569,0.0,-0.220248420101724,-0.07872121005958044,0.6421470979886315,-1.8122958655732,0.0,0.0,0.0,0.0,1.0,0.0,0.7066253824044642,-0.1422428699732241,0.0,0.0,-0.0004276968379269414,3.797877716466003e-05,4.191373216410356e-06,-1.592879548752278e-05,0.000110124210050862,3.936060502979022e-05,0.0007303556296862782,0.0003479049998725791,-1.953887406540385e-05,-0.0005060766653333259,0.0006202311993869963,0.0003085443161215788,-0.0002831134198622506,0.0001201747089530081,0.0,0.0,0.0007066253824044642,-0.0001422428699732241
1,1258925.411794147,0.0,-0.2233576747480088,-0.07480944932105704,0.586780928732235,-1.7686832081208,0.0,0.0,0.0,0.0,1.0,0.0,0.7022061814085168,-0.1386615539989466,0.0,0.0,-0.000426947890373619,3.807381177847735e-05,4.231885437723895e-06,-1.669202628423939e-05,0.0001116788373740044,3.740472466052852e-05,0.0007414154161420835,0.0003385923755113149,-3.497734929584296e-05,-0.000493945955794501,0.0006297363554104042,0.0003011875760413373,-0.0002794842340059049,0.0001172620266212121,0.0,0.0,0.0007022061814085168,-0.0001386615539989466
1,1308177.474260173,0.0,-0.2262851841998573,-0.07081223156129868,0.534014179629344,-1.72440036926741,0.0,0.0,0.0,0.0,1.0,0.0,0.6979948338894724,-0.1350229045991739,0.0,0.0,-0.0004262240181099608,3.818395504738559e-05,4.266928764609959e-06,-1.748348660642321e-05,0.0001131425920999287,3.540611578064934e-05,0.0007519528700056374,0.0003291231435423531,-4.969110735155403e-05,-0.0004816295347479505,0.0006388100516205243,0.0002937169569494722,-0.0002760323313671653,0.0001143051384560612,0.0,0.0,0.0006979948338894724,-0.0001350229045991739
1,1359356.390878503,0.0,-0.2290309862963755,-0.06673840008479148,0.4838189618299771,-1.67961204457498,0.0,0.0,0.0,0.0,1.0,0.0,0.6939891303453474,-0.1313399303899113,0.0,0.0,-0.0004255244119799502,3.831197050715995e-05,4.29636907440593e-06,-1.830400285984103e-05,0.0001145154931481878,3.336920004239574e-05,0.0007619734292728964,0.000319529434685117,-6.368792985314251e-05,-0.0004691733679348693,0.0006474577070937218,0.0002861601679043212,-0.0002727561777571448,0.0001113151142915908,0.0,0.0,0.0006939891303453474,-0.0001313399303899113
1,1412537.544622731,0.0,-0.2315957010406918,-0.06259623123186542,0.4361559929072261,-1.634473602073905,0.0,0.0,0.0,0.0,1.0,0.0,0.6901859525887857,-0.1276248896209666,0.0,0.0,-0.0004248480922510074,3.846052450594273e-05,4.320074366192694e-06,-1.915444887802098e-05,0.0001157978505203459,3.129811561593271e-05,0.0007714848026160574,0.000309841483456448,-7.697877566107865e-05,-0.0004566208219554358,0.0006556867205000104,0.0002785433052442842,-0.0002696535031140902,0.0001083024183044234,0.0,0.0,0.0006901859525887857,-0.0001276248896209666
1,1467799.267622045,0.0,-0.2339804341836604,-0.05839340528885328,0.3909760591919601,-1.589130507256033,0.0,0.0,0.0,0.0,1.0,0.0,0.6865813906368404,-0.1238892440774738,0.0,0.0,-0.0004241939243326519,3.863217821864495e-05,4.337912188027742e-06,-2.003574753717138e-05,0.0001169902170918302,2.919670264442664e-05,0.0007804966759899838,0.0003000875123788576,-8.957737316511525e-05,-0.0004440125039935028,0.0006635062249177194,0.0002708907513410258,-0.0002667214000872109,0.0001052768725216952,0.0,0.0,0.0006865813906368405,-0.0001238892440774738
1,1525222.956538993,0.0,-0.2361866824231391,-0.05413699036900033,0.3482214494941884,-1.543717945863843,0.0,0.0,0.0,0.0,1.0,0.0,0.6831708573202218,-0.1201436287767974,0.0,0.0,-0.0004235606341051606,3.882938184289475e-05,4.349747072953072e-06,-2.094887210928238e-05,0.0001180933412115696,2.706849518450016e-05,0.0007890204249465185,0.0002902936558069644,-0.0001014998205533435,-0.0004313861566930442,0.0006709268475482663,0.0002632251064854739,-0.0002639564207388319,0.0001022476336791506,0.0,0.0,0.0006831708573202217,-0.0001201436287767974
1,1584893.192461087,0.0,-0.2382162416427555,-0.04983343820966524,0.3078273377359289,-1.498360625997645,0.0,0.0,0.0,0.0,1.0,0.0,0.6799491988169347,-0.116397835985138,0.0,0.0,-0.0004229468225992079,3.905447073201951e-05,4.3554380143381e-06,-2.18948473719255e-05,0.0001191081208213777,2.491671910483262e-05,0.0007970688371588507,0.0002804839196770297,-0.0001127642003275775,-0.0004187766030340932,0.0006779604781212311,0.0002555671507387589,-0.0002613546698598309,9.922318221616822e-05,0.0,0.0,0.0006799491988169347,-0.000116397835985138
1,1646897.865482841,0.0,-0.2400711193450272,-0.04548859074337097,0.2697230965809405,-1.453172739565002,0.0,0.0,0.0,0.0,1.0,0.0,0.6769107996794463,-0.1126608119585474,0.0,0.0,-0.0004223509798251673,3.930966320311868e-05,4.354836006219523e-06,-2.28747504948745e-05,0.0001200355596725136,2.274429537168549e-05,0.0008046558487458194,0.0002706801731848974,-0.0001233902130601533,-0.0004062157356383194,0.0006846200490021862,0.0002479358323246214,-0.0002589118936947628,9.621132209600147e-05,0.0,0.0,0.0006769107996794463,-0.0001126608119585474
1,1711328.304161752,0.0,-0.2417534521803715,-0.04110769626417854,0.2338335284759105,-1.408258062453087,0.0,0.0,0.0,0.0,1.0,0.0,0.6740496812702531,-0.1089406647616888,0.0,0.0,-0.0004217714976062527,3.95970597479034e-05,4.347781669810713e-06,-2.388971172426301e-05,0.0001208767260901857,2.055384813208927e-05,0.0008117962971201685,0.0002609021682690174,-0.0001333988341801038,-0.0003937325447549693,0.00069091932927653,0.0002403482790292319,-0.0002566235631583248,9.321919009669388e-05,0.0,0.0,0.0006740496812702531,-0.0001089406647616888
1,1778279.410038893,0.0,-0.243265429243234,-0.03669543401797881,0.200080004498831,-1.363710172879677,0.0,0.0,0.0,0.0,1.0,0.0,0.6713595928386513,-0.1052446815236636,0.0,0.0,-0.0004212066813217598,3.991864337550555e-05,4.33410298342615e-06,-2.494091488475591e-05,0.000121632714621617,1.834771700898941e-05,0.0008185056922886898,0.0002511675827903723,-0.0001428119964666122,-0.0003813531791987918,0.0006968727344016436,0.0002328198290859489,-0.0002544849508874861,9.025327322415011e-05,0.0,0.0,0.0006713595928386514,-0.0001052446815236636
1,1847849.79742226,0.0,-0.244609221604137,-0.03225594608692728,0.16838150496558,-1.319612768032457,0.0,0.0,0.0,0.0,1.0,0.0,0.6688340947554074,-0.1015793535424746,0.0,0.0,-0.0004206547605134954,4.027628082324541e-05,4.313613129810015e-06,-2.60295977193404e-05,0.0001223046108020685,1.612797304346364e-05,0.0008248000078215288,0.0002414920834321189,-0.0001516522999363113,-0.000369101034693934,0.0007024951524102388,0.0002253640781327093,-0.000252491201706573,8.731943294239264e-05,0.0,0.0,0.0006688340947554075,-0.0001015793535424746
1,1920141.938638769,0.0,-0.2457869183747042,-0.02779287550563336,0.1386555588317492,-1.276040060203758,0.0,0.0,0.0,0.0,1.0,0.0,0.6664666336684503,-0.09795040773733214,0.0,0.0,-0.0004201138983507468,4.067172438490529e-05,4.286108472331602e-06,-2.715705208503532e-05,0.0001228934591873521,1.389643775281668e-05,0.000830695492091297,0.0002318894045613979,-0.0001599427499505155,-0.0003569968643837655,0.0007078017871170268,0.0002179929390157057,-0.0002506373962847686,8.442293498929498e-05,0.0,0.0,0.0006664666336684503,-9.795040773733215e-05
1,1995262.314968846,0.0,-0.2468004694625631,-0.02330940963184591,0.1108190815290413,-1.233057235043228,0.0,0.0,0.0,0.0,1.0,0.0,0.6642506095504627,-0.09436284306105056,0.0,0.0,-0.0004195821999857536,4.11066141237787e-05,4.251366669738352e-06,-2.832462402126105e-05,0.0001234002347312815,1.165470481592296e-05,0.0008362084998630564,0.0002223714395789541,-0.000167706523642855,-0.0003450589066612658,0.0007128080183313049,0.0002107167114536217,-0.0002489186079345958,8.156848363995162e-05,0.0,0.0,0.0006642506095504626,-9.436284306105055e-05
1,2073321.57348592,0.0,-0.2476516350640292,-0.01880832788993336,0.08478911300233816,-1.190720956172703,0.0,0.0,0.0,0.0,1.0,0.0,0.6621794347790396,-0.09082097061428171,0.0,0.0,-0.0004190577198631088,4.158248025754041e-05,4.209144938130506e-06,-2.953371370598228e-05,0.0001238258175320146,9.40416394496668e-06,0.0008413553438919286,0.0002129483416065304,-0.000174966764174758,-0.0003333030259267943,0.0007175292787082786,0.0002035441588532358,-0.0002473299526372231,7.876025938675923e-05,0.0,0.0,0.0006621794347790396,-9.082097061428171e-05
1,2154434.690031847,0.0,-0.2483419418630111,-0.01429205310505888,0.06048345939040191,-1.149079902139787,0.0,0.0,0.0,0.0,1.0,0.0,0.6602465855239061,-0.08732845634164366,0.0,0.0,-0.000418538468073229,4.210074552633836e-05,4.159178468505076e-06,-3.078577531319516e-05,0.0001241709709315055,7.146026552529438e-06,0.000846152165851049,0.0002036286307082348,-0.0001817464018586376,-0.0003217428623630737,0.0007219809465776016,0.0001964825898636524,-0.000245866632487332,7.600195911972724e-05,0.0,0.0,0.0006602465855239061,-8.732845634164366e-05
1,2238721.138568301,0.0,-0.2488726458522701,-0.009762705744167488,0.03782124305742433,-1.108175323450236,0.0,0.0,0.0,0.0,1.0,0.0,0.6584456458165678,-0.08388836533060143,0.0,0.0,-0.0004180224158620643,4.266272737814963e-05,4.101179008555711e-06,-3.208231678402208e-05,0.000124436322926135,4.881352872083744e-06,0.0008506148256612279,0.0001944193051943565,-0.0001880680008361041,-0.00031038998730898,0.0007261782538624473,0.0001895379425595669,-0.0002445239728293515,7.329683800570003e-05,0.0,0.0,0.0006584456458165679,-8.388836533060143e-05
1,2326305.067153586,0.0,-0.2492447016650806,-0.005222160472235338,0.01672336657919522,-1.068041609151085,0.0,0.0,0.0,0.0,1.0,0.0,0.6567703447492584,-0.08050320687219102,0.0,0.0,-0.0004175075004274059,4.326963983049964e-05,4.034833618336002e-06,-3.34248995227345e-05,0.0001246223508325403,2.611080236117669e-06,0.0008547588081160986,0.0001853259549017092,-0.000193953629748504,-0.0002992540612966346,0.0007301362080388567,0.000182714869443431,-0.0002432974534110816,7.064775237724391e-05,0.0,0.0,0.0006567703447492584,-8.050320687219102e-05
1,2417315.480804062,0.0,-0.2494587382981844,-0.00067210451505062,-0.002887103135047864,-1.028706854088709,0.0,0.0,0.0,0.0,1.0,0.0,0.6552145872960409,-0.07717497957453338,0.0,0.0,-0.0004169916291468435,4.392259489370554e-05,3.959803610811117e-06,-3.481513802856176e-05,0.0001247293691490922,3.3605225752531e-07,0.0008585991455829405,0.0001763528746739275,-0.0001994247546760875,-0.0002883429922770228,0.0007338695269751097,0.0001760168217442978,-0.0002421827339135576,6.805720304953883e-05,0.0,0.0,0.0006552145872960409,-7.717497957453339e-05
