case,frequency_real,frequency_imag,v(bufferin)_real,v(bufferin)_imag,v(direct)_real,v(direct)_imag,v(vn)_real,v(vn)_imag,v(in)_real,v(in)_imag,v(out)_real,v(out)_imag,v(vp)_real,v(vp)_imag,i(vp)_real,i(vp)_imag,i(vin)_real,i(vin)_imag,i(rl1)_real,i(rl1)_imag,i(rs2)_real,i(rs2)_imag,i(vn)_real,i(vn)_imag,i(rs1)_real,i(rs1)_imag,i(rl2)_real,i(rl2)_imag
1,341454.8873833552,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9985788358617887,-0.03754342742952098,0.0,0.0,-0.004992888181740165,0.0001877169306687015,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004992888181740165,0.0001877169306687015,9.900990099009902e-05,0.0,0.009985788358617888,-0.0003754342742952098
1,354813.3892335703,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9984665189272324,-0.03900782935433347,0.0,0.0,-0.004992326597685101,0.0001950389322389421,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004992326597685101,0.0001950389322389421,9.900990099009902e-05,0.0,0.009984665189272324,-0.0003900782935433347
1,368694.5064519521,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9983452702282131,-0.04052898834357752,0.0,0.0,-0.004991720354856843,0.0002026447188191909,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004991720354856843,0.0002026447188191909,9.900990099009902e-05,0.0,0.00998345270228213,-0.0004052898834357751
1,383118.6849557231,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9982143819212786,-0.04210905998416466,0.0,0.0,-0.004991065914042012,0.0002105450683321506,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004991065914042012,0.0002105450683321506,9.900990099009902e-05,0.0,0.009982143819212787,-0.0004210905998416467
1,398107.1705534914,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9980730904695964,-0.04375027632910605,0.0,0.0,-0.004990359457560663,0.0002187511410306022,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004990359457560663,0.0002187511410306022,9.900990099009902e-05,0.0,0.009980730904695964,-0.0004375027632910604
1,413682.0402388446,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9979205723277755,-0.0454549479400881,0.0,0.0,-0.004989596867690377,0.000227274489710271,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004989596867690377,0.000227274489710271,9.900990099009902e-05,0.0,0.009979205723277755,-0.000454549479400881
1,429866.2347082213,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9977559393034404,-0.04722546589643287,0.0,0.0,-0.004988773703474135,0.0002361270697546153,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004988773703474135,0.0002361270697546153,9.900990099009902e-05,0.0,0.009977559393034404,-0.0004722546589643287
1,446683.5921509565,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9975782335731906,-0.04906430375574945,0.0,0.0,-0.004987885175800219,0.0002453212489380765,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004987885175800219,0.0002453212489380765,9.900990099009902e-05,0.0,0.009975782335731907,-0.0004906430375574945
1,464158.8833612709,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9973864223293702,-0.05097401944947592,0.0,0.0,-0.004986926120636032,0.0002548698169037786,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004986926120636032,0.0002548698169037786,9.900990099009902e-05,0.0,0.009973864223293702,-0.0005097401944947592
1,482317.8482239234,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9971793920328148,-0.05295725709415301,0.0,0.0,-0.004985890970291874,0.0002647859942198831,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004985890970291874,0.0002647859942198831,9.900990099009902e-05,0.0,0.009971793920328148,-0.00052957257094153
1,501187.2336272647,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9969559422455229,-0.05501674869663882,0.0,0.0,-0.004984773722584317,0.0002750834409056533,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004984773722584317,0.0002750834409056533,9.900990099009902e-05,0.0,0.009969559422455228,-0.0005501674869663882
1,520794.8328595385,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9967147790159817,-0.05715531572853913,0.0,0.0,-0.004983567907762942,0.0002857762643036026,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004983567907762942,0.0002857762643036026,9.900990099009902e-05,0.0,0.009967147790159817,-0.0005715531572853913
1,541169.5265464555,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9964545077886999,-0.05937587054185906,0.0,0.0,-0.004982266553057953,0.0002968790261577391,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004982266553057953,0.0002968790261577391,9.900990099009902e-05,0.0,0.009964545077886999,-0.0005937587054185906
1,562341.3251903405,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9961736258083921,-0.06168141759424883,0.0,0.0,-0.004980862144701191,0.00030840674873979,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004980862144701191,0.00030840674873979,9.900990099009902e-05,0.0,0.009961736258083921,-0.0006168141759424883
1,584341.4133735087,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9958705139882411,-0.06407505444818179,0.0,0.0,-0.00497934658726748,0.0003203749198450868,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.00497934658726748,0.0003203749198450868,9.900990099009902e-05,0.0,0.009958705139882411,-0.0006407505444818179
1,607202.1956909792,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9955434282107853,-0.06655997250393476,0.0,0.0,-0.004977711160179074,0.0003327994964574593,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004977711160179074,0.0003327994964574593,9.900990099009902e-05,0.0,0.009955434282107854,-0.0006655997250393477
1,630957.3444801836,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9951904900292314,-0.06913945742129284,0.0,0.0,-0.00497594647121237,0.0003456969068577672,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.00497594647121237,0.0003456969068577672,9.900990099009902e-05,0.0,0.009951904900292314,-0.0006913945742129284
1,655641.8494179688,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9948096767365244,-0.07181688917944234,0.0,0.0,-0.00497404240684321,0.0003590840509233493,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.00497404240684321,0.0003590840509233493,9.900990099009902e-05,0.0,0.009948096767365244,-0.0007181688917944235
1,681292.0690579507,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9943988107692564,-0.07459574171849795,0.0,0.0,-0.004971988079266521,0.0003729782983356742,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004971988079266521,0.0003729782983356742,9.900990099009902e-05,0.0,0.009943988107692564,-0.0007459574171849795
1,707945.7843841269,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9939555484136239,-0.07747958209949428,0.0,0.0,-0.004969771769926176,0.0003873974843802974,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004969771769926176,0.0003873974843802974,9.900990099009902e-05,0.0,0.009939555484136239,-0.0007747958209949428
1,735642.2544596299,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9934773677811801,-0.0804720691124145,0.0,0.0,-0.004967380869393828,0.0004023599029870121,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004967380869393828,0.0004023599029870121,9.900990099009902e-05,0.0,0.0099347736778118,-0.000804720691124145
1,764422.2742525883,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9929615560231927,-0.08357695125389127,0.0,0.0,-0.004964801813440715,0.0004178842966183673,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004964801813440715,0.0004178842966183673,9.900990099009902e-05,0.0,0.009929615560231928,-0.0008357695125389127
1,794328.234724269,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9924051957540881,-0.08679806398755378,0.0,0.0,-0.004962020015155028,0.0004339898425714129,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004962020015155028,0.0004339898425714129,9.900990099009902e-05,0.0,0.009924051957540881,-0.0008679806398755378
1,825404.1852680054,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9918051506568915,-0.09013932619057909,0.0,0.0,-0.004959019792969123,0.0004506961352104804,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004959019792969123,0.0004506961352104804,9.900990099009902e-05,0.0,0.009918051506568914,-0.0009013932619057909
1,857695.8985908806,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9911580502468821,-0.09360473567980356,0.0,0.0,-0.004955784294477947,0.0004680231635977696,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004955784294477947,0.0004680231635977696,9.900990099009902e-05,0.0,0.009911580502468821,-0.0009360473567980355
1,891250.9381337314,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9904602737740429,-0.09719836369974137,0.0,0.0,-0.004952295415951338,0.0004859912839334565,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004952295415951338,0.0004859912839334565,9.900990099009902e-05,0.0,0.00990460273774043,-0.0009719836369974137
1,926118.7281287787,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9897079332504657,-0.1009243482430293,0.0,0.0,-0.004948533717471115,0.0005046211861579677,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004948533717471115,0.0005046211861579677,9.900990099009902e-05,0.0,0.009897079332504657,-0.001009243482430293
1,962350.6263980733,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9888968555959089,-0.1047868860611804,0.0,0.0,-0.00494447833365904,0.0005239338540057878,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.00494447833365904,0.0005239338540057878,9.900990099009902e-05,0.0,0.00988896855595909,-0.001047868860611804
1,999999.9999999839,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9880225639034003,-0.1087902232100997,0.0,0.0,-0.004940106880004867,0.0005439505177330895,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004940106880004867,0.0005439505177330895,9.900990099009902e-05,0.0,0.009880225639034002,-0.001087902232100997
1,1039122.303835152,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9870802578374048,-0.1129386439606496,0.0,0.0,-0.004935395354857319,0.0005646925986706247,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004935395354857319,0.0005646925986706247,9.900990099009902e-05,0.0,0.009870802578374048,-0.001129386439606496
1,1079775.162327692,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9860647931899368,-0.1172364578897251,0.0,0.0,-0.004930318037204749,0.0005861816446791615,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004930318037204749,0.0005861816446791615,9.900990099009902e-05,0.0,0.009860647931899369,-0.001172364578897251
1,1122018.454301945,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9849706606353897,-0.121687984951929,0.0,0.0,-0.004924847380449453,0.0006084392555079608,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004924847380449453,0.0006084392555079608,9.900990099009902e-05,0.0,0.009849706606353897,-0.001216879849519291
1,1165914.401179813,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9837919637431386,-0.1262975383161918,0.0,0.0,-0.00491895390247072,0.0006314869969779539,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.00491895390247072,0.0006314869969779539,9.900990099009902e-05,0.0,0.009837919637431386,-0.001262975383161918
1,1211527.658628569,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9825223963285291,-0.1310694047357753,0.0,0.0,-0.004912606072379942,0.0006553463028318666,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004912606072379942,0.0006553463028318666,9.900990099009902e-05,0.0,0.009825223963285291,-0.001310694047357753
1,1258925.411794147,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9811552192480943,-0.1360078222043322,0.0,0.0,-0.004905770194496874,0.0006800383630146609,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004905770194496874,0.0006800383630146609,9.900990099009902e-05,0.0,0.009811552192480944,-0.001360078222043322
1,1308177.474260173,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9796832367741618,-0.141116954635426,0.0,0.0,-0.004898410290222713,0.0007055839970712546,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004898410290222713,0.0007055839970712546,9.900990099009902e-05,0.0,0.009796832367741619,-0.001411169546354259
1,1359356.390878503,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9780987727178865,-0.1464008632886237,0.0,0.0,-0.004890487978655447,0.0007320035112771432,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004890487978655447,0.0007320035112771432,9.900990099009902e-05,0.0,0.009780987727178865,-0.001464008632886237
1,1412537.544622731,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9763936465086054,-0.151863474652527,0.0,0.0,-0.004881962356986791,0.0007593165380537425,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004881962356986791,0.0007593165380537425,9.900990099009902e-05,0.0,0.009763936465086054,-0.00151863474652527
1,1467799.267622045,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9745591494816913,-0.1575085444846134,0.0,0.0,-0.00487278988194146,0.0007875418561677852,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.00487278988194146,0.0007875418561677852,9.900990099009902e-05,0.0,0.009745591494816913,-0.001575085444846134
1,1525222.956538993,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9725860216772321,-0.1633396177003735,0.0,0.0,-0.004862924253770814,0.0008166971901772228,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004862924253770814,0.0008166971901772228,9.900990099009902e-05,0.0,0.009725860216772322,-0.001633396177003735
1,1584893.192461087,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9704644295082275,-0.1693599838009629,0.0,0.0,-0.004852316304593984,0.0008467989875697492,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004852316304593984,0.0008467989875697492,9.900990099009902e-05,0.0,0.009704644295082275,-0.001693599838009629
1,1646897.865482841,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9681839447198735,-0.175572627530632,0.0,0.0,-0.004840913893194264,0.0008778621720501971,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004840913893194264,0.0008778621720501971,9.900990099009902e-05,0.0,0.009681839447198734,-0.00175572627530632
1,1711328.304161752,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9657335251310921,-0.181980174463964,0.0,0.0,-0.004828661808727,0.0009098998714770438,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004828661808727,0.0009098998714770438,9.900990099009902e-05,0.0,0.009657335251310921,-0.00181980174463964
1,1778279.410038893,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.963101497725798,-0.188584831240022,0.0,0.0,-0.004815501686175977,0.0009429231190334671,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004815501686175977,0.0009429231190334671,9.900990099009902e-05,0.0,0.00963101497725798,-0.00188584831240022
1,1847849.79742226,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9602755447442569,-0.1953883201877342,0.0,0.0,-0.004801371936810246,0.000976940526354636,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004801371936810246,0.000976940526354636,9.900990099009902e-05,0.0,0.00960275544744257,-0.001953883201877342
1,1920141.938638769,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9572426935138839,-0.2023918081262477,0.0,0.0,-0.004786207697338243,0.001011957927529871,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004786207697338243,0.001011957927529871,9.900990099009902e-05,0.0,0.00957242693513884,-0.002023918081262477
1,1995262.314968846,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9539893108531233,-0.2095958291778474,0.0,0.0,-0.00476994080192715,0.001047977993167654,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.00476994080192715,0.001047977993167654,9.900990099009902e-05,0.0,0.009539893108531233,-0.002095958291778474
1,2073321.57348592,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9505011029804195,-0.2170002015017855,0.0,0.0,-0.004752499781747827,0.001084999814065252,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004752499781747827,0.001084999814065252,9.900990099009902e-05,0.0,0.009505011029804195,-0.002170002015017855
1,2154434.690031847,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9467631219610072,-0.2246039379476135,0.0,0.0,-0.00473380989720866,0.001123018454475851,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.00473380989720866,0.001123018454475851,9.900990099009902e-05,0.0,0.009467631219610072,-0.002246039379476135
1,2238721.138568301,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9427597798249328,-0.2324051507390336,0.0,0.0,-0.004713793208545591,0.001162024475528342,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004713793208545591,0.001162024475528342,9.900990099009902e-05,0.0,0.009427597798249327,-0.002324051507390336
1,2326305.067153586,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9384748715872655,-0.2404009504365558,0.0,0.0,-0.004692368690923085,0.001202003430041161,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004692368690923085,0.001202003430041161,9.900990099009902e-05,0.0,0.009384748715872655,-0.002404009504365558
1,2417315.480804062,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9338916084919762,-0.2485873395919138,0.0,0.0,-0.004669452400653341,0.00124293533079497,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004669452400653341,0.00124293533079497,9.900990099009902e-05,0.0,0.009338916084919761,-0.002485873395919138
1,2511886.431509537,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9289926628795442,-0.2569591017015057,0.0,0.0,-0.004644957699534054,0.001284794095300443,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004644957699534054,0.001284794095300443,9.900990099009902e-05,0.0,0.009289926628795441,-0.002569591017015057
1,2610157.215682491,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9237602261392098,-0.2655096862918147,0.0,0.0,-0.00461879554460938,0.001327546971226031,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.00461879554460938,0.001327546971226031,9.900990099009902e-05,0.0,0.009237602261392098,-0.002655096862918147
1,2712272.579331981,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9181760812429499,-0.2742310912278341,0.0,0.0,-0.004590874850839366,0.001371153947940693,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004590874850839366,0.001371153947940693,9.900990099009902e-05,0.0,0.0091817608124295,-0.002742310912278341
1,2818382.931264404,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9122216913617802,-0.2831137436258583,0.0,0.0,-0.004561102934181036,0.001415567161078563,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004561102934181036,0.001415567161078563,9.900990099009902e-05,0.0,0.009122216913617802,-0.002831137436258583
1,2928644.564625185,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.9058783060268935,-0.2921463810731151,0.0,0.0,-0.004529386042393516,0.001460730298637716,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004529386042393516,0.001460730298637716,9.900990099009902e-05,0.0,0.009058783060268935,-0.002921463810731151
1,3043219.887107668,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.8991270862085984,-0.301315935205289,0.0,0.0,-0.004495629980431917,0.001506578018868452,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004495629980431917,0.001506578018868452,9.900990099009902e-05,0.0,0.008991270862085983,-0.00301315935205289
1,3162277.660168324,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.8919492495345891,-0.310607420063448,0.0,0.0,-0.004459740836538023,0.001553035392058512,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004459740836538023,0.001553035392058512,9.900990099009902e-05,0.0,0.00891949249534589,-0.003106074200634481
1,3285993.247600596,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.8843262366450781,-0.320003828036046,0.0,0.0,-0.004421625814014979,0.001600017380243728,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004421625814014979,0.001600017380243728,9.900990099009902e-05,0.0,0.008843262366450782,-0.00320003828036046
1,3414548.873833541,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.8762398993753928,-0.3294860365782581,0.0,0.0,-0.004381194172139211,0.001647428370805126,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004381194172139211,0.001647428370805126,9.900990099009902e-05,0.0,0.00876239899375393,-0.003294860365782581
1,3548133.892335691,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.8676727110574143,-0.3390327292752573,0.0,0.0,-0.004338358277666543,0.001695161781785814,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004338358277666543,0.001695161781785814,9.900990099009902e-05,0.0,0.008676727110574142,-0.003390327292752574
1,3686945.06451951,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.8586079987322045,-0.3486203351599271,0.0,0.0,-0.004293034765893954,0.001743099758479832,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004293034765893954,0.001743099758479832,9.900990099009902e-05,0.0,0.008586079987322045,-0.003486203351599271
1,3831186.849557219,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.8490301964627555,-0.3582229904870534,0.0,0.0,-0.004245145807222017,0.001791112982303368,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004245145807222017,0.001791112982303368,9.900990099009902e-05,0.0,0.008490301964627555,-0.003582229904870534
1,3981071.705534901,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.838925118227521,-0.3678125273800077,0.0,0.0,-0.004194620471621058,0.001839060614028189,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004194620471621058,0.001839060614028189,9.900990099009902e-05,0.0,0.008389251182275211,-0.003678125273800078
1,4136820.402388433,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.828280248067112,-0.3773584938742528,0.0,0.0,-0.004141396179362912,0.001886790393999086,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004141396179362912,0.001886790393999086,9.900990099009902e-05,0.0,0.00828280248067112,-0.003773584938742528
1,4298662.3470822,0.0,0.9999900000999992,0.0,0.009900990099009901,0.0,0.0,0.0,1.0,0.0,0.8170850442598127,-0.3868282098547326,0.0,0.0,-0.004085420221897,0.001934138921820504,-9.901090098009908e-05,0.0,9.900990099009902e-05,0.0,9.999900000834395e-10,0.0,-0.004085420221897,0.001934138921820504,9.900990099009902e-05,0.0,0.008170850442598127,-0.003868282098547326
