case,frequency_real,frequency_imag,v(fb1)_real,v(fb1)_imag,v(hp)_real,v(hp)_imag,v(lp)_real,v(lp)_imag,v(vn)_real,v(vn)_imag,v(fb2)_real,v(fb2)_imag,v(high)_real,v(high)_imag,v(in)_real,v(in)_imag,v(low)_real,v(low)_imag,v(vp)_real,v(vp)_imag,i(vp)_real,i(vp)_imag,i(vin)_real,i(vin)_imag,i(clp)_real,i(clp)_imag,i(rg1)_real,i(rg1)_imag,i(rhp)_real,i(rhp)_imag,i(rf2)_real,i(rf2)_imag,i(vn)_real,i(vn)_imag,i(rlp)_real,i(rlp)_imag,i(rf1)_real,i(rf1)_imag,i(chp)_real,i(chp)_imag,i(rg2)_real,i(rg2)_imag
1,1039122.303835149,0.0,-0.002832898420444734,-0.01472285312757084,0.9997654617149976,0.01531284678938889,0.0002345359396430332,-0.01531269366245227,0.0,0.0,0.9612547850376512,-0.1849598809811262,1.922519182623153,-0.3699216115610622,1.0,0.0,-0.005665825169873674,-0.02944585348367297,0.0,0.0,-4.791098606401995e-05,9.982136161921975e-06,-0.0001999540923429972,-3.062569358031064e-06,9.997654617149977e-05,1.531284678938889e-06,-2.832898420444734e-07,-1.472285312757084e-06,9.997654617149976e-05,1.531284678938889e-06,9.612643975855018e-05,-1.849617305799361e-05,-4.791098606401995e-05,9.982136161921975e-06,9.99765464060357e-05,1.531269366245227e-06,-2.832926749428941e-07,-1.472300035610212e-06,9.997754593696147e-05,1.531299991785596e-06,9.612547850376513e-05,-1.849598809811262e-05
1,1079775.162327689,0.0,-0.002840141401023684,-0.01412195220141208,0.9997827859379137,0.014736583055023,0.0002172118899674593,-0.01473643569066609,0.0,0.0,0.9580935995094512,-0.1926873324036961,1.916196779954897,-0.3853765916807162,1.0,0.0,-0.005680311203461377,-0.02824404562234617,0.0,0.0,-4.775259638182882e-05,1.033839228860452e-05,-0.0001999575571875805,-2.947316611151031e-06,9.997827859379137e-05,1.4736583055023e-06,-2.840141401023684e-07,-1.412195220141208e-06,9.997827859379137e-05,1.4736583055023e-06,9.58103180445446e-05,-1.926892592770201e-05,-4.775259638182882e-05,1.033839228860452e-05,9.997827881100325e-05,1.473643569066609e-06,-2.840169802437693e-07,-1.412209342093409e-06,9.99792783765773e-05,1.473673042084966e-06,9.580935995094513e-05,-1.926873324036961e-05
1,1122018.454301942,0.0,-0.002845367198008484,-0.01354214737239637,0.9997988307607145,0.01418198752723044,0.0002011672276130783,-0.01418184570877335,0.0,0.0,0.9547010584479315,-0.2005941156089359,1.909411663906448,-0.4011902371590279,1.0,0.0,-0.005690762849688949,-0.02708443016626647,0.0,0.0,-4.758274207978722e-05,1.070466780126247e-05,-0.0001999607661521409,-2.836397505588326e-06,9.997988307607145e-05,1.418198752723044e-06,-2.845367198008485e-07,-1.354214737239637e-06,9.997988307607145e-05,1.418198752723044e-06,9.547106054585161e-05,-2.00596121550092e-05,-4.758274207978722e-05,1.070466780126247e-05,9.997988327723869e-05,1.418184570877335e-06,-2.845395651680465e-07,-1.35422827938701e-06,9.998088287490222e-05,1.418212934711466e-06,9.547010584479315e-05,-2.005941156089359e-05
1,1165914.401179809,0.0,-0.002848623532022788,-0.01298262543581152,0.9998136906309253,0.01364824742937816,0.0001863075059994726,-0.01364811094826868,0.0,0.0,0.9510625096951045,-0.2086803673830844,1.902134530015306,-0.4173628215698427,1.0,0.0,-0.005697275550280896,-0.02596538069787741,0.0,0.0,-4.740068831123707e-05,1.108092888576205e-05,-0.0001999637381261832,-2.729649486013508e-06,9.998136906309254e-05,1.364824742937816e-06,-2.848623532022788e-07,-1.298262543581152e-06,9.998136906309254e-05,1.364824742937816e-06,9.510720203202016e-05,-2.086824541867583e-05,-4.740068831123707e-05,1.108092888576205e-05,9.998136924940006e-05,1.364811094826868e-06,-2.848652018258108e-07,-1.298275526206589e-06,9.998236887678316e-05,1.364838391186551e-06,9.510625096951045e-05,-2.086803673830844e-05
1,1211527.658628565,0.0,-0.002849949067704848,-0.01244260632061636,0.9998274530290042,0.01313458025741583,0.000172545245543242,-0.0131344489129267,0.0,0.0,0.9471626460354006,-0.2169453272471399,1.894334763697262,-0.4338928239475523,1.0,0.0,-0.005699926634900375,-0.02488533706729593,0.0,0.0,-4.720566793595067e-05,1.146709853002185e-05,-0.0001999664906057991,-2.626916051615136e-06,9.998274530290043e-05,1.313458025741583e-06,-2.849949067704849e-07,-1.244260632061636e-06,9.998274530290043e-05,1.313458025741583e-06,9.471721176618611e-05,-2.169474967004124e-05,-4.720566793595067e-05,1.146709853002185e-05,9.998274547544569e-05,1.31344489129267e-06,-2.849977567195526e-07,-1.244273074667957e-06,9.998374513035345e-05,1.313471160322464e-06,9.471626460354007e-05,-2.169453272471399e-05
1,1258925.411794143,0.0,-0.002849373991085046,-0.01192134229822739,0.9998401989815373,0.01264023267575573,0.0001597994204685398,-0.01264010627469298,0.0,0.0,0.9429855253235362,-0.2253872393401603,1.885980480502326,-0.4507767325527141,1.0,0.0,-0.005698776475910002,-0.02384280380987776,0.0,0.0,-4.699688249737969e-05,1.186305157965415e-05,-0.0001999690397963059,-2.528046535275538e-06,9.998401989815373e-05,1.264023267575573e-06,-2.849373991085046e-07,-1.192134229822739e-06,9.998401989815373e-05,1.264023267575573e-06,9.429949551787895e-05,-2.253894932125538e-05,-4.699688249737969e-05,1.186305157965415e-05,9.998402005795315e-05,1.264010627469298e-06,-2.849402484824957e-07,-1.192146151165037e-06,9.99850197383527e-05,1.264035907807823e-06,9.429855253235362e-05,-2.253872393401604e-05
1,1308177.474260168,0.0,-0.002846920580237358,-0.01141811724666221,0.9998520035367365,0.01216447945085515,0.0001479949833135825,-0.01216435780727708,0.0,0.0,0.9385146003238195,-0.2340032487664438,1.877038585793642,-0.4680088375653754,1.0,0.0,-0.005693869629680519,-0.0228363486744969,0.0,0.0,-4.677350368579669e-05,1.226860951955675e-05,-0.0001999714007073458,-2.432895890292636e-06,9.998520035367366e-05,1.216447945085515e-06,-2.846920580237358e-07,-1.141811724666221e-06,9.998520035367366e-05,1.216447945085515e-06,9.38523985469823e-05,-2.340055887989316e-05,-4.677350368579669e-05,1.226860951955675e-05,9.998520050166864e-05,1.216435780727708e-06,-2.846949049443162e-07,-1.141823142783469e-06,9.99862002056772e-05,1.216460109565385e-06,9.385146003238196e-05,-2.340032487664438e-05
1,1359356.390878499,0.0,-0.002842603776356889,-0.01093224596733709,0.9998629362049966,0.01170662242150097,0.0001370624243792462,-0.01170650535644741,0.0,0.0,0.9337327596400702,-0.2427892929404632,1.867474856607737,-0.4855810137738558,1.0,0.0,-0.005685235978751542,-0.02186460125713386,0.0,0.0,-4.65346753559285e-05,1.268353500807808e-05,-0.000199973587240998,-2.341324484416221e-06,9.998629362049966e-05,1.170662242150097e-06,-2.842603776356889e-07,-1.09322459673371e-06,9.998629362049966e-05,1.170662242150097e-06,9.337420969676667e-05,-2.427917208333926e-05,-4.65346753559285e-05,1.268353500807808e-05,9.998629375756207e-05,1.170650535644741e-06,-2.842632202394653e-07,-1.093235528979677e-06,9.998729348343585e-05,1.170673948772133e-06,9.337327596400702e-05,-2.427892929404632e-05
1,1412537.544622727,0.0,-0.002836431762433931,-0.01046307355112432,0.9998730613670616,0.01126598950478865,0.0001269373635649047,-0.01126587684602019,0.0,0.0,0.9286223811835072,-0.2517399886778863,1.857254048590826,-0.5034824947556593,1.0,0.0,-0.005672891889185488,-0.02092625173298416,0.0,0.0,-4.627951617084953e-05,1.310752620105478e-05,-0.000199975612273411,-2.253197901069467e-06,9.998730613670617e-05,1.126598950478865e-06,-2.836431762433932e-07,-1.046307355112433e-06,9.998730613670616e-05,1.126598950478865e-06,9.28631667407319e-05,-2.51742506077773e-05,-4.627951617084953e-05,1.310752620105478e-05,9.99873062636435e-05,1.126587684602019e-06,-2.836460126751556e-07,-1.046317818185984e-06,9.998830600976751e-05,1.126610216467522e-06,9.286223811835071e-05,-2.517399886778863e-05
1,1467799.267622041,0.0,-0.002828406556657314,-0.01000997478948591,0.9998824386521766,0.01084193373678512,0.0001175601722216191,-0.01084182531853193,0.0,0.0,0.9231653996721327,-0.2608485160276743,1.846340030998262,-0.5216996405405088,1.0,0.0,-0.005656841397380195,-0.02002004967871971,0.0,0.0,-4.600712294649352e-05,1.354021091507732e-05,-0.0001999774877304342,-2.168386747465958e-06,9.998824386521767e-05,1.084193373678512e-06,-2.828406556657314e-07,-1.000997478948591e-06,9.998824386521767e-05,1.084193373678512e-06,9.231746313261295e-05,-2.608511245128345e-05,-4.600712294649352e-05,1.354021091507732e-05,9.998824398277783e-05,1.084182531853193e-06,-2.828434840722881e-07,-1.001007488923381e-06,9.998924374765633e-05,1.084204215612508e-06,9.231653996721328e-05,-2.608485160276743e-05
1,1525222.956538989,0.0,-0.002818524627560751,-0.009572353625611712,0.9998911232884192,0.01043383234686711,0.0001088756228246268,-0.01043372800958701,0.0,0.0,0.9173433896716768,-0.270106500119447,1.834695952777251,-0.5402157013038954,1.0,0.0,-0.005637077440367779,-0.01914480297475969,0.0,0.0,-4.571657477234458e-05,1.398114069367387e-05,-0.0001999792246576827,-2.086766469478266e-06,9.998911232884193e-05,1.043383234686711e-06,-2.818524627560751e-07,-9.572353625611713e-07,9.998911232884193e-05,1.043383234686711e-06,9.17352563105574e-05,-2.701092011844484e-05,-4.571657477234458e-05,1.398114069367387e-05,9.998911243771755e-05,1.043372800958702e-06,-2.818552812807027e-07,-9.572449349147973e-07,9.99901122199652e-05,1.043393668518284e-06,9.173433896716769e-05,-2.70106500119447e-05
1,1584893.192461082,0.0,-0.002806777537696939,-0.00914964263950463,0.9998991664272477,0.01004108586473213,0.0001008325644266732,-0.01004098545487758,0.0,0.0,0.9111376656664444,-0.2795038926111171,1.822284442709546,-0.5590105802611604,1.0,0.0,-0.005613583143169256,-0.01829937677543566,0.0,0.0,-4.540693798162055e-05,1.442978485510131e-05,-0.0001999808332854486,-2.008217173046431e-06,9.998991664272479e-05,1.004108586473213e-06,-2.80677753769694e-07,-9.14964263950463e-07,9.998991664272479e-05,1.004108586473213e-06,9.111467770431013e-05,-2.795066876500433e-05,-4.540693798162055e-05,1.442978485510131e-05,9.998991674355734e-05,1.004098545487758e-06,-2.806805605472317e-07,-9.149734135931027e-07,9.999091654189121e-05,1.004118627558475e-06,9.111376656664444e-05,-2.795038926111171e-05
1,1646897.865482836,0.0,-0.00279315262225426,-0.008741302559880905,0.9999066154441618,0.009663117259088382,9.338362200194084e-05,-0.009663020628882094,0.0,0.0,0.9045294005788626,-0.2890288546616039,1.809067846451731,-0.5780605996117545,1.0,0.0,-0.005586333176034744,-0.01748269253278741,0.0,0.0,-4.507727204209564e-05,1.488552461774027e-05,-0.0001999823230888314,-1.932623451914722e-06,9.99906615444162e-05,9.663117259088382e-07,-2.793152622254261e-07,-8.741302559880905e-07,9.999066154441618e-05,9.663117259088382e-07,9.045384458728686e-05,-2.890317449501506e-05,-4.507727204209564e-05,1.488552461774027e-05,9.999066163779982e-05,9.663020628882094e-07,-2.793180553780484e-07,-8.741389972906505e-07,9.999166145103163e-05,9.66321389026326e-07,9.045294005788626e-05,-2.890288546616039e-05
1,1711328.304161747,0.0,-0.002777633708486153,-0.008346821794604154,0.999913514217223,0.009299371107041673,8.648491792792476e-05,-0.009299278114260531,0.0,0.0,0.8974997640288577,-0.298667643717575,1.795008503055356,-0.5973382741115871,1.0,0.0,-0.005555295193309391,-0.01669372705742626,0.0,0.0,-4.47266364319812e-05,1.534764741714472e-05,-0.0001999837028434437,-1.859874221500635e-06,9.99913514217223e-05,9.299371107041673e-07,-2.777633708486153e-07,-8.346821794604154e-07,9.99913514217223e-05,9.299371107041673e-07,8.975087390264983e-05,-2.986706303940122e-05,-4.47266364319812e-05,1.534764741714472e-05,9.999135150820721e-05,9.299278114260531e-07,-2.777661484823238e-07,-8.346905262822103e-07,9.999235133523651e-05,9.299464100745308e-07,8.974997640288577e-05,-2.98667643717575e-05
1,1778279.410038887,0.0,-0.002760201881069105,-0.007965715970169922,0.9999199033850615,0.008949312793211501,8.009581398032386e-05,-0.008949223300978493,0.0,0.0,0.8900300814277662,-0.3084045067844171,1.780069063156347,-0.616812097613902,1.0,0.0,-0.005520431364157022,-0.01593151159749955,0.0,0.0,-4.43540985544583e-05,1.581534154755887e-05,-0.0001999849806770115,-1.789862558731342e-06,9.999199033850616e-05,8.949312793211502e-07,-2.760201881069105e-07,-7.965715970169922e-07,9.999199033850616e-05,8.949312793211502e-07,8.900389817285808e-05,-3.084075908294849e-05,-4.43540985544583e-05,1.581534154755887e-05,9.999199041860198e-05,8.949223300978494e-07,-2.760229483087916e-07,-7.965795627329624e-07,9.999299025840952e-05,8.949402286339359e-07,8.900300814277663e-05,-3.084045067844171e-05
1,1847849.797422254,0.0,-0.002740836297507171,-0.007597527469535533,0.9999258205858786,0.008612427737624535,7.417867233456051e-05,-0.008612341614208395,0.0,0.0,0.8821020147256836,-0.3182215832399171,1.764212850471515,-0.6364463486956666,1.0,0.0,-0.005481700003377317,-0.01519513091434576,0.0,0.0,-4.395874273271434e-05,1.628769128054748e-05,-0.000199986164117175,-1.722485547611674e-06,9.999258205858788e-05,8.612427737624535e-07,-2.740836297507171e-07,-7.597527469535533e-07,9.999258205858787e-05,8.612427737624536e-07,8.821108357458311e-05,-3.182247654557495e-05,-4.395874273271434e-05,1.628769128054748e-05,9.999258213276654e-05,8.612341614208396e-07,-2.740863705870146e-07,-7.59760344481023e-07,9.999358198440844e-05,8.612513861910273e-07,8.821020147256836e-05,-3.182215832399172e-05
1,1920141.938638763,0.0,-0.002719515056426827,-0.007241824956389739,0.9999313006788362,0.008288220651451421,6.869863417753243e-05,-0.008288137770073721,0.0,0.0,0.873697765266134,-0.3280988206310146,1.747404267509921,-0.6562009222502357,1.0,0.0,-0.005439057308004218,-0.01448372233102904,0.0,0.0,-4.353968030705097e-05,1.676367263187721e-05,-0.0001999872601357665,-1.657644130372699e-06,9.999313006788362e-05,8.288220651451422e-07,-2.719515056426827e-07,-7.241824956389739e-07,9.999313006788362e-05,8.288220651451422e-07,8.737065022437867e-05,-3.281021016192211e-05,-4.353968030705097e-05,1.676367263187721e-05,9.999313013658225e-05,8.288137770073722e-07,-2.719542251577392e-07,-7.241897374639305e-07,9.99941299991843e-05,8.288303533651778e-07,8.73697765266134e-05,-3.280988206310146e-05
1,1995262.314968839,0.0,-0.002696216120028836,-0.006898202872832225,0.9999363759491305,0.007976214819671743,6.362341463525381e-05,-0.00797613505832116,0.0,0.0,0.8648002987393745,-0.33801390725256,1.729609245481737,-0.6760311946441927,1.0,0.0,-0.005392459202218874,-0.01379647472769318,0.0,0.0,-4.309606083431687e-05,1.724214996597507e-05,-0.0001999882751898255,-1.59524296401356e-06,9.999363759491305e-05,7.976214819671742e-07,-2.696216120028836e-07,-6.898202872832226e-07,9.999363759491305e-05,7.976214819671743e-07,8.648089467423622e-05,-3.380172873916327e-05,-4.309606083431687e-05,1.724214996597507e-05,9.999363765853648e-05,7.976135058321159e-07,-2.696243082190038e-07,-6.898271854860957e-07,9.999463753128901e-05,7.976294581827398e-07,8.648002987393746e-05,-3.380139072525601e-05
1,2073321.573485913,0.0,-0.002670918290064253,-0.00656628089644952,0.9999410762979521,0.007675951409772054,5.892311281671644e-05,-0.007675874651025543,0.0,0.0,0.8553935916597036,-0.3479422256216632,1.710795737255324,-0.6958879306655826,1.0,0.0,-0.005341863289311405,-0.013132627455708,0.0,0.0,-4.262708436047075e-05,1.77218736430307e-05,-0.0001999892152595899,-1.535190282031876e-06,9.99941076297952e-05,7.675951409772054e-07,-2.670918290064253e-07,-6.56628089644952e-07,9.999410762979522e-05,7.675951409772054e-07,8.554021455956206e-05,-3.479457050439194e-05,-4.262708436047075e-05,1.77218736430307e-05,9.999410768871833e-05,7.675874651025544e-07,-2.670944999247153e-07,-6.566346559258484e-07,9.999510757087152e-05,7.676028169287219e-07,8.553935916597037e-05,-3.479422256216632e-05
1,2154434.69003184,0.0,-0.002643602234472565,-0.006245703342008179,0.9999454294184374,0.007386988805602613,5.457003586211178e-05,-0.00738691493645325,0.0,0.0,0.8454628981206577,-0.3578568312078652,1.690934250870297,-0.7157172409840427,1.0,0.0,-0.005287230904967475,-0.01249146914104978,0.0,0.0,-4.21320147043571e-05,1.820147892576073e-05,-0.0001999900858836869,-1.477397761195237e-06,9.999454294184375e-05,7.386988805602613e-07,-2.643602234472565e-07,-6.245703342008179e-07,9.999454294184375e-05,7.386988805602613e-07,8.454713527496394e-05,-3.578604097761775e-05,-4.21320147043571e-05,1.820147892576073e-05,9.99945429964138e-05,7.38691493645325e-07,-2.64362867049491e-07,-6.245765799041602e-07,9.999554288727315e-05,7.387062675501702e-07,8.454628981206577e-05,-3.578568312078652e-05
1,2238721.138568294,0.0,-0.002614251559269361,-0.00593613849252458,0.9999494609586496,0.007108901965539995,5.053853596499938e-05,-0.007108830877231223,0.0,0.0,0.8349950348077149,-0.367728460930817,1.669998419565778,-0.7354605991462434,1.0,0.0,-0.005228529261054316,-0.01187233634643409,0.0,0.0,-4.161019365183592e-05,1.867948637079614e-05,-0.0001999908921917294,-1.421780393180347e-06,9.999494609586496e-05,7.108901965539996e-07,-2.614251559269361e-07,-5.93613849252458e-07,9.999494609586496e-05,7.108901965539995e-07,8.350033847580634e-05,-3.677321382154265e-05,-4.161019365183592e-05,1.867948637079614e-05,9.99949461464035e-05,7.108830877231224e-07,-2.614277701784955e-07,-5.936197853909507e-07,9.999594604532592e-05,7.108973054570927e-07,8.349950348077149e-05,-3.67728460930817e-05
1,2326305.067153579,0.0,-0.002582853917426853,-0.005637277844406974,0.999953194672538,0.006841281804124528,4.680485941353005e-05,-0.006841213391990609,0.0,0.0,0.8239786813799784,-0.3775255759639381,1.647965602546771,-0.7550549271836359,1.0,0.0,-0.00516573366339288,-0.01127461206159239,0.0,0.0,-4.106105591649187e-05,1.915430393069871e-05,-0.0001999916389345071,-1.368256360892439e-06,9.99953194672538e-05,6.841281804124528e-07,-2.582853917426853e-07,-5.637277844406974e-07,9.99953194672538e-05,6.841281804124528e-07,8.239869211667924e-05,-3.775293512196978e-05,-4.106105591649187e-05,1.915430393069871e-05,9.999531951405865e-05,6.84121339199061e-07,-2.582879745966028e-07,-5.637334217185419e-07,9.999631942044846e-05,6.841350216930349e-07,8.239786813799784e-05,-3.775255759639381e-05
1,2417315.480804055,0.0,-0.002549402143405008,-0.005348835251797098,0.9999566525597641,0.006583734596363727,4.334700676586401e-05,-0.006583668759676131,0.0,0.0,0.8124046923867114,-0.3872144432541844,1.624817508820347,-0.7744327586528016,1.0,0.0,-0.005098829780831451,-0.01069772399194672,0.0,0.0,-4.048414467559824e-05,1.962423098635991e-05,-0.0001999923305119524,-1.316746919338349e-06,9.999566525597641e-05,6.583734596363729e-07,-2.549402143405009e-07,-5.348835251797099e-07,9.999566525597641e-05,6.583734596363728e-07,8.124128164336358e-05,-3.872183153986172e-05,-4.048414467559824e-05,1.962423098635991e-05,9.999566529932341e-05,6.583668759676131e-07,-2.549427637426442e-07,-5.348888740149618e-07,9.999666521262897e-05,6.583800433709466e-07,8.124046923867114e-05,-3.872144432541844e-05
1,2511886.431509529,0.0,-0.002513895398742779,-0.005070545956259949,0.9999598549952141,0.0063358814039152,4.014460333985431e-05,-0.006335818045734743,0.0,0.0,0.8002664158863606,-0.3967592598547311,1.60054083443688,-0.7935224873020607,1.0,0.0,-0.005027815936439546,-0.01014114261797946,0.0,0.0,-3.98791274407333e-05,2.008746451383474e-05,-0.0001999929709990424,-1.267176280846799e-06,9.999598549952142e-05,6.335881403915199e-07,-2.513895398742779e-07,-5.07054595625995e-07,9.999598549952142e-05,6.3358814039152e-07,8.002744185505195e-05,-3.967632274473295e-05,-3.98791274407333e-05,2.008746451383474e-05,9.999598553966601e-05,6.335818045734744e-07,-2.513920537696767e-07,-5.070596661719511e-07,9.99969854593764e-05,6.335944762728865e-07,8.002664158863607e-05,-3.967592598547311e-05
1,2610157.215682483,0.0,-0.002476340310816263,-0.004802165489667556,0.999962820848955,0.006097357522384779,3.717877925726211e-05,-0.006097296549419286,0.0,0.0,0.7875600129189747,-0.4061223236422131,1.575127901438079,-0.8122487085076627,1.0,0.0,-0.004952705385035635,-0.009604379000990012,0.0,0.0,-3.924581197096749e-05,2.054210756374613e-05,-0.0001999935641697906,-1.219471504537023e-06,9.99962820848955e-05,6.097357522384779e-07,-2.476340310816264e-07,-4.802165489667556e-07,9.99962820848955e-05,6.097357522384779e-07,7.875678885191042e-05,-4.061263848654496e-05,-3.924581197096749e-05,2.054210756374613e-05,9.999628212207427e-05,6.097296549419285e-07,-2.476365074219372e-07,-4.802213511322456e-07,9.999728204771634e-05,6.097418495943264e-07,7.875600129189747e-05,-4.061223236422131e-05
1,2712272.579331972,0.0,-0.002436752083651933,-0.004543468440563569,0.9999655675973409,0.005867811948998072,3.443205833857405e-05,-0.005867753271465358,0.0,0.0,0.7742847709910868,-0.4152642532317141,1.548577284829884,-0.8305326591059605,1.0,0.0,-0.004873528534824704,-0.009086982315811544,0.0,0.0,-3.858416188874301e-05,2.098618019307267e-05,-0.0001999941135194678,-1.173562389857052e-06,9.999655675973411e-05,5.867811948998072e-07,-2.436752083651933e-07,-4.543468440563569e-07,9.99965567597341e-05,5.867811948998072e-07,7.742925138387968e-05,-4.152684058742465e-05,-3.858416188874301e-05,2.098618019307267e-05,9.999655679416615e-05,5.867753271465359e-07,-2.436776451172771e-07,-4.543513875247975e-07,9.999755672530168e-05,5.867870627108016e-07,7.742847709910869e-05,-4.152642532317141e-05
1,2818382.931264395,0.0,-0.002395155556714582,-0.004294247077521444,0.9999681114259212,0.005646906869925655,3.188825519621838e-05,-0.005646850401421642,0.0,0.0,0.7604434038175195,-0.4241442588980577,1.520894412069077,-0.8482927592387045,1.0,0.0,-0.004790335064984731,-0.008588537097513666,0.0,0.0,-3.789431161088958e-05,2.14176329397247e-05,-0.0001999946222851839,-1.129381374039007e-06,9.999681114259212e-05,5.646906869925656e-07,-2.395155556714582e-07,-4.294247077521445e-07,9.999681114259212e-05,5.646906869925656e-07,7.60451008251558e-05,-4.241485003406469e-05,-3.789431161088958e-05,2.14176329397247e-05,9.999681117448039e-05,5.646850401421642e-07,-2.395179508270149e-07,-4.294290019992222e-07,9.999781111070354e-05,5.64696333899331e-07,7.604434038175195e-05,-4.241442588980577e-05
1,2928644.564625176,0.0,-0.002351586185061476,-0.004054309827024339,0.9999704673247543,0.005434317166564205,2.953237992192236e-05,-0.005434262823935967,0.0,0.0,0.7460423287868277,-0.4327204650597277,1.492092117996943,-0.865445257324106,1.0,0.0,-0.004703195885984802,-0.008108660197146948,0.0,0.0,-3.71765801701281e-05,2.183436286739291e-05,-0.0001999950934649506,-1.086863433367308e-06,9.999704673247545e-05,5.434317166564205e-07,-2.351586185061476e-07,-4.054309827024339e-07,9.999704673247543e-05,5.434317166564206e-07,7.460497892101156e-05,-4.327247922643784e-05,-3.71765801701281e-05,2.183436286739291e-05,9.999704676200781e-05,5.434262823935967e-07,-2.351609700923326e-07,-4.05435037012261e-07,9.999804670294274e-05,5.434371509740546e-07,7.460423287868277e-05,-4.327204650597277e-05
1,3043219.887107659,0.0,-0.002306090912372077,-0.00382347960815768,0.9999726491766859,0.005229729940097416,2.735054980838919e-05,-0.005229677643320983,0.0,0.0,0.7310919130408445,-0.4409502833950198,1.46219113700082,-0.8819049762928737,1.0,0.0,-0.004612204885653277,-0.007646997451111443,0.0,0.0,-3.643148347299091e-05,2.223423213440582e-05,-0.000199995529835337,-1.045945988077668e-06,9.99972649176686e-05,5.229729940097416e-07,-2.306090912372077e-07,-3.823479608157681e-07,9.99972649176686e-05,5.229729940097417e-07,7.310992239599753e-05,-4.409546928978539e-05,-3.643148347299091e-05,2.223423213440582e-05,9.999726494501917e-05,5.229677643320983e-07,-2.306113973281201e-07,-3.823517842953763e-07,9.999826489031778e-05,5.229782237430825e-07,7.310919130408445e-05,-4.409502833950199e-05
1,3162277.660168313,0.0,-0.002258728907336933,-0.003601592031819929,0.9999746698391142,0.005032844053682079,2.53299075866577e-05,-0.005032793725744823,0.0,0.0,0.7156066787500449,-0.4487908339688696,1.431220513566877,-0.8975861558460789,1.0,0.0,-0.00451748040196294,-0.007203220079560177,0.0,0.0,-3.565974452468984e-05,2.261508895580737e-05,-0.0001999959339678226,-1.006568810787978e-06,9.999746698391143e-05,5.03284405368208e-07,-2.258728907336933e-07,-3.601592031819929e-07,9.999746698391143e-05,5.03284405368208e-07,7.156138348168326e-05,-4.487953218772094e-05,-3.565974452468984e-05,2.261508895580737e-05,9.999746700924134e-05,5.032793725744822e-07,-2.258751494626007e-07,-3.601628047740248e-07,9.999846695858126e-05,5.032894382134776e-07,7.15606678750045e-05,-4.487908339688696e-05
1,3285993.247600586,0.0,-0.002209572133920121,-0.00338849347806804,0.9999765412197159,0.004843369691625563,2.345854569867253e-05,-0.00484332125841298,0.0,0.0,0.6996054581880724,-0.4561994099018134,1.399217912430727,-0.9124033817977258,1.0,0.0,-0.004419166363561582,-0.006777020841070861,0.0,0.0,-3.486230115271356e-05,2.297479073601528e-05,-0.0001999963082439429,-9.686739383743537e-07,9.999765412197159e-05,4.843369691625562e-07,-2.209572133920122e-07,-3.38849347806804e-07,9.999765412197159e-05,4.843369691625562e-07,6.996124542426545e-05,-4.562039718959125e-05,-3.486230115271356e-05,2.297479073601528e-05,9.999765414543014e-05,4.84332125841298e-07,-2.209594229641461e-07,-3.388527363002821e-07,9.99986540985128e-05,4.843418125314592e-07,6.996054581880724e-05,-4.561994099018134e-05
1,3414548.87383353,0.0,-0.00215870572727032,-0.003184039071406316,0.9999782743465857,0.00466102793494164,2.172543615996101e-05,-0.004660981325128389,0.0,0.0,0.6831114896151808,-0.4631339791773151,1.366229810345258,-0.9262725896944219,1.0,0.0,-0.004317433041597912,-0.006368109983203347,0.0,0.0,-3.404031078136803e-05,2.331122905297074e-05,-0.000199996654869317,-9.322055870356061e-07,9.999782743465859e-05,4.66102793494164e-07,-2.15870572727032e-07,-3.184039071406316e-07,9.999782743465858e-05,4.661027934941641e-07,6.83118320730077e-05,-4.631386105171069e-05,-3.404031078136803e-05,2.331122905297074e-05,9.999782745638401e-05,4.660981325128389e-07,-2.158727314327593e-07,-3.184070911797031e-07,9.999882741293293e-05,4.66107454521509e-07,6.831114896151808e-05,-4.631339791773151e-05
1,3548133.89233568,0.0,-0.002106228149673721,-0.002988090580028285,0.9999798794331962,0.004485550352691754,2.012036560008562e-05,-0.004485505497636778,0.0,0.0,0.6661524458116082,-0.4695537152455149,1.332311553147674,-0.9391121260281823,1.0,0.0,-0.00421247736162894,-0.005976211040962372,0.0,0.0,-3.319515185031156e-05,2.362235607803582e-05,-0.0001999969758866391,-8.971100705842949e-07,9.999798794331963e-05,4.485550352691754e-07,-2.106228149673721e-07,-2.988090580028285e-07,9.999798794331963e-05,4.485550352691754e-07,6.661591073360662e-05,-4.695584107826675e-05,-3.319515185031156e-05,2.362235607803582e-05,9.999798796343999e-05,4.485505497636778e-07,-2.106249211955218e-07,-2.988120460934086e-07,9.999898792319906e-05,4.485595208204491e-07,6.661524458116082e-05,-4.695537152455149e-05
