case,frequency_real,frequency_imag,v(fb1)_real,v(fb1)_imag,v(hp)_real,v(hp)_imag,v(lp)_real,v(lp)_imag,v(vn)_real,v(vn)_imag,v(fb2)_real,v(fb2)_imag,v(high)_real,v(high)_imag,v(in)_real,v(in)_imag,v(low)_real,v(low)_imag,v(vp)_real,v(vp)_imag,i(vp)_real,i(vp)_imag,i(vin)_real,i(vin)_imag,i(clp)_real,i(clp)_imag,i(rg1)_real,i(rg1)_imag,i(rhp)_real,i(rhp)_imag,i(rf2)_real,i(rf2)_imag,i(vn)_real,i(vn)_imag,i(rlp)_real,i(rlp)_imag,i(rf1)_real,i(rf1)_imag,i(chp)_real,i(chp)_imag,i(rg2)_real,i(rg2)_imag
2,5843.414133735106,0.0,0.06876360421488617,-0.2536363593130735,0.930938411131097,0.2535588409261363,0.06906089825992051,-0.2535563053630827,0.0,0.0,0.9312323312404888,0.2524673182936122,1.86247397480429,0.5049371612604074,1.0,0.0,0.1375278960658145,-0.5072752549897404,0.0,0.0,-4.998927199223024e-05,5.844034008106735e-08,-0.0001861886822255288,-5.07117681877628e-05,9.309384111310969e-05,2.535588409261363e-05,6.876360421488617e-06,-2.536363593130736e-05,9.30938411131097e-05,2.535588409261364e-05,9.312416435638015e-05,2.524698429667953e-05,-4.998927199223024e-05,5.844034008106735e-08,9.309391017400795e-05,2.535563053630827e-05,6.876429185092833e-06,-2.536388956766668e-05,9.309477205152082e-05,2.535613765145452e-05,9.312323312404888e-05,2.524673182936122e-05
2,6072.021956909812,0.0,0.06398779612324802,-0.2453388894021419,0.935712752601633,0.2452639337944089,0.06428660453232173,-0.2452614811795972,0.0,0.0,0.9360080776589677,0.2441239307347759,1.872025515398712,0.4882503027088592,1.0,0.0,0.1279762321244573,-0.490680232193178,0.0,0.0,-4.998926890917039e-05,6.073576241244494e-08,-0.0001871435505196837,-4.905278676133436e-05,9.357127526016331e-05,2.452639337944089e-05,6.398779612324802e-06,-2.453388894021419e-05,9.35712752601633e-05,2.452639337944089e-05,9.360174377397448e-05,2.441263719740834e-05,-4.998926890917039e-05,6.073576241244494e-08,9.357133954676783e-05,2.452614811795972e-05,6.398843600120928e-06,-2.45341342791036e-05,9.357221097291589e-05,2.452663864337467e-05,9.360080776589677e-05,2.441239307347759e-05
2,6309.573444801856,0.0,0.05952093159663058,-0.2372287532836733,0.9401782453868462,0.2371563034965703,0.05982115640158973,-0.2371539319572507,0.0,0.0,0.940474868693122,0.2359660856999748,1.880959142134931,0.4719345310608067,1.0,0.0,0.1190424584025771,-0.4744598788548795,0.0,0.0,-4.998926523525852e-05,6.312073021208509e-08,-0.000188036649076771,-4.743126070168557e-05,9.401782453868462e-05,2.371563034965703e-05,5.952093159663058e-06,-2.372287532836733e-05,9.401782453868464e-05,2.371563034965703e-05,9.404842734418092e-05,2.359684453608319e-05,-4.998926523525852e-05,6.312073021208509e-08,9.401788435984103e-05,2.371539319572508e-05,5.952152680594657e-06,-2.372311255712062e-05,9.401876471692999e-05,2.371586750596053e-05,9.40474868693122e-05,2.359660856999749e-05
2,6556.418494179708,0.0,0.05534589001229529,-0.2293106963566438,0.944352004851935,0.2292406939966502,0.05564743867367817,-0.2292384016126342,0.0,0.0,0.9446498244404746,0.2279984584857844,1.889309095379194,0.4559991969561537,1.0,0.0,0.1106923334834907,-0.4586236858202513,0.0,0.0,-4.998926094424132e-05,6.559874790243447e-08,-0.0001888714009698305,-4.584813880162246e-05,9.443520048519351e-05,2.292406939966503e-05,5.53458900122953e-06,-2.293106963566438e-05,9.443520048519351e-05,2.292406939966502e-05,9.446592709387194e-05,2.280007384703693e-05,-4.998926094424132e-05,6.559874790243447e-08,9.443525613263219e-05,2.292384016126342e-05,5.534644347119544e-06,-2.293129894636075e-05,9.443614483719833e-05,2.292429864035904e-05,9.446498244404747e-05,2.279984584857844e-05
2,6812.920690579529,0.0,0.05144610743102925,-0.2215882876997839,0.9482505898495481,0.2215206733005575,0.05174889266152544,-0.2215184581159764,0.0,0.0,0.9485495082538995,0.220224545312589,1.897108502002882,0.4404512928706313,1.0,0.0,0.1028927293231328,-0.4431787912824449,0.0,0.0,-4.998925600683147e-05,6.817345767767824e-08,-0.0001896511179693921,-4.430413466232665e-05,9.482505898495482e-05,2.215206733005576e-05,5.144610743102925e-06,-2.215882876997839e-05,9.482505898495482e-05,2.215206733005575e-05,9.485589937489823e-05,2.202267475580423e-05,-4.998925600683147e-05,6.817345767767824e-08,9.482511073384745e-05,2.215184581159764e-05,5.144662189210358e-06,-2.21590503582661e-05,9.482600723554463e-05,2.215228885072897e-05,9.485495082538995e-05,2.20224545312589e-05
2,7079.457843841292,0.0,0.04780561693493825,-0.2140640293724548,0.9518899623943796,0.2139987427234239,0.04810955651005529,-0.2139966027573963,0.0,0.0,0.9521898863989918,0.2126467725192225,1.904389294696847,0.4252956715061703,1.0,0.0,0.09561171192604585,-0.4281301993852034,0.0,0.0,-4.99892503903988e-05,7.084864480505493e-08,-0.0001903789924783948,-4.279974854682478e-05,9.518899623943796e-05,2.139987427234239e-05,4.780561693493826e-06,-2.140640293724548e-05,9.518899623943796e-05,2.139987427234239e-05,9.521994082978558e-05,2.126488989869477e-05,-4.99892503903988e-05,7.084864480505493e-08,9.518904434899447e-05,2.139966027573963e-05,4.78060949911076e-06,-2.140661700127485e-05,9.518994812940035e-05,2.140008827108511e-05,9.521898863989919e-05,2.126467725192226e-05
2,7356.422544596322,0.0,0.04440907787952057,-0.2067394607670193,0.9552854584200824,0.2066764412099634,0.04471409443897324,-0.2066743744662187,0.0,0.0,0.9555862987969201,0.2052666008048575,1.911182153456828,0.410535254275723,1.0,0.0,0.08881859984981993,-0.4134809889286462,0.0,0.0,-4.998924405873271e-05,7.362824314821603e-08,-0.0001910580916835693,-4.133528824405941e-05,9.552854584200825e-05,2.066764412099634e-05,4.440907787952057e-06,-2.067394607670193e-05,9.552854584200824e-05,2.066764412099634e-05,9.555958546599082e-05,2.052686534708656e-05,-4.998924405873271e-05,7.362824314821603e-08,9.552859055610269e-05,2.066743744662187e-05,4.440952197029937e-06,-2.067415281616269e-05,9.552950112746666e-05,2.066785079743754e-05,9.555862987969202e-05,2.052666008048575e-05
2,7644.222742525907,0.0,0.04124179543155319,-0.1996152574818407,0.9584517682473814,0.1995544441771449,0.04154781627445582,-0.1995524486526584,0.0,0.0,0.9587534394811735,0.19808462398711,1.917516466496742,0.39617122882046,1.0,0.0,0.0824840032810607,-0.3992325111162562,0.0,0.0,-4.998923697198659e-05,7.651634093344684e-08,-0.0001916913536490608,-3.991088883742455e-05,9.584517682473815e-05,1.99554444177145e-05,4.12417954315532e-06,-1.996152574818407e-05,9.584517682473815e-05,1.995544441771449e-05,9.587630270155687e-05,1.9808660483335e-05,-4.998923697198659e-05,7.651634093344684e-08,9.584521837255443e-05,1.995524486526585e-05,4.124220784950751e-06,-1.996172536344155e-05,9.584613527650638e-05,1.995564397215867e-05,9.587534394811736e-05,1.980846239871101e-05
2,7943.282347242715,0.0,0.03828973168071687,-0.1926913243669489,0.9614029254758641,0.1926326565313218,0.03859668855725033,-0.1926307302240196,0.0,0.0,0.9617053454802484,0.1911006619282229,1.923420308013952,0.3822032348630651,1.0,0.0,0.07657984625875056,-0.3853845756471415,0.0,0.0,-4.99892290859766e-05,7.951718668935959e-08,-0.0001922815850947869,-3.852653130819068e-05,9.614029254758643e-05,1.926326565313218e-05,3.828973168071687e-06,-1.926913243669489e-05,9.614029254758641e-05,1.926326565313218e-05,9.617149625337034e-05,1.911025729348422e-05,-4.99892290859766e-05,7.951718668935959e-08,9.614033114427498e-05,1.926307302240196e-05,3.829011457803369e-06,-1.926932512801926e-05,9.614125395051189e-05,1.926345828578869e-05,9.617053454802484e-05,1.911006619282229e-05
2,8254.04185268008,0.0,0.03553950951930165,-0.1859668825484622,0.9641523031054675,0.1859102996659684,0.03584733842114822,-0.1859084405815626,0.0,0.0,0.964455392931879,0.1843138474352393,1.928920430417687,0.3686295380089531,1.0,0.0,0.07107937443369851,-0.37193562476575,0.0,0.0,-4.998922035220552e-05,8.263519548842857e-08,-0.000192831460620735,-3.718205993505277e-05,9.641523031054675e-05,1.859102996659684e-05,3.553950951930166e-06,-1.859668825484622e-05,9.641523031054676e-05,1.859102996659684e-05,9.644650374858083e-05,1.843156905737137e-05,-4.998922035220552e-05,8.263519548842857e-08,9.641526615788519e-05,1.859084405815626e-05,3.553986491439685e-06,-1.859687422172878e-05,9.641619446284986e-05,1.859121587689653e-05,9.644553929318791e-05,1.843138474352394e-05
2,8576.958985908834,0.0,0.03297841038527317,-0.1794405503654726,0.9667126157927216,0.1793859923737507,0.03328705133676493,-0.1793841985317654,0.0,0.0,0.967016299333489,0.17772270706769,1.934042268829971,0.3554471913624507,1.0,0.0,0.0659571505546502,-0.3588828951364489,0.0,0.0,-4.998921071749885e-05,8.587495539322254e-08,-0.0001933435231582115,-3.587719847654403e-05,9.667126157927217e-05,1.793859923737507e-05,3.297841038527317e-06,-1.794405503654726e-05,9.667126157927217e-05,1.793859923737507e-05,9.670259694964825e-05,1.777244842947607e-05,-4.998921071749885e-05,8.587495539322254e-08,9.667129486632352e-05,1.793841985317654e-05,3.297874016937704e-06,-1.794423447709763e-05,9.667222829188796e-05,1.793877862336749e-05,9.67016299333489e-05,1.7772270706769e-05
2,8912.509381337342,0.0,0.03059436686303765,-0.1731104182568632,0.9690959272477139,0.1730578257103896,0.03090376371464901,-0.1730560951494381,0.0,0.0,0.9694001309344759,0.1713252358900719,1.938809955870261,0.3426521850325027,1.0,0.0,0.06118903966974391,-0.3462225676179089,0.0,0.0,-4.998920012354909e-05,8.924123417325402e-08,-0.0001938201854492338,-3.461156514380853e-05,9.69095927247714e-05,1.730578257103895e-05,3.059436686303765e-06,-1.731104182568632e-05,9.69095927247714e-05,1.730578257103896e-05,9.69409824935785e-05,1.713269491424308e-05,-4.998920012354909e-05,8.924123417325402e-08,9.69096236285351e-05,1.730560951494381e-05,3.059467280670627e-06,-1.731121493610457e-05,9.691056182069864e-05,1.730595562886465e-05,9.69400130934476e-05,1.713252358900719e-05
2,9261.187281287817,0.0,0.02837595103623107,-0.166974117718139,0.9713136618777253,0.1669234319303593,0.02868605126176216,-0.1669217627127322,0.0,0.0,0.9716183143759546,0.1651189662890032,1.943246344935053,0.3302395837676694,1.0,0.0,0.0567521858319725,-0.3339499051774553,0.0,0.0,-4.998918850661772e-05,9.273898626122046e-08,-0.0001942637323752582,-3.338468638774104e-05,9.713136618777253e-05,1.669234319303593e-05,2.837595103623107e-06,-1.66974117718139e-05,9.713136618777253e-05,1.669234319303593e-05,9.716280305590989e-05,1.651206174786661e-05,-4.998918850661772e-05,9.273898626122046e-08,9.713139487382379e-05,1.669217627127322e-05,2.837623479574144e-06,-1.669757874593163e-05,9.71323375014344e-05,1.669251011646783e-05,9.716183143759546e-05,1.651189662890033e-05
2,9623.506263980764,0.0,0.02631235938989961,-0.1610288845124653,0.9733766198804167,0.1609800476785602,0.02662311388844445,-0.1609784378941813,0.0,0.0,0.9736816517805401,0.1591010310390457,1.947373040377598,0.3182036530884018,1.0,0.0,0.05262498190339312,-0.3220593793137758,0.0,0.0,-4.998917579706816e-05,9.63733600700678e-08,-0.0001946763239758171,-3.219600953732174e-05,9.733766198804167e-05,1.609800476785602e-05,2.631235938989961e-06,-1.610288845124654e-05,9.733766198804167e-05,1.609800476785602e-05,9.736913885970577e-05,1.591026220493561e-05,-4.998917579706816e-05,9.63733600700678e-08,9.733768861115556e-05,1.609784378941813e-05,2.631262251349351e-06,-1.610304948013105e-05,9.733863536466153e-05,1.609816574790368e-05,9.736816517805402e-05,1.591010310390458e-05
2,9999.99999999987,0.0,0.02439339496707226,-0.1552716163682671,0.9752949950817789,0.1552245716702473,0.02470475787064235,-0.1552230194400529,0.0,0.0,0.9756003385871087,0.1532682208493349,1.951210433177603,0.3065379743808784,1.0,0.0,0.0487870338680942,-0.3105447854526979,0.0,0.0,-4.998916191901581e-05,1.001497054904654e-07,-0.0001950599990161087,-3.104491433560173e-05,9.752949950817788e-05,1.552245716702473e-05,2.439339496707227e-06,-1.552716163682671e-05,9.75294995081779e-05,1.552245716702473e-05,9.756100945904945e-05,1.532697535315434e-05,-4.998916191901581e-05,1.001497054904654e-07,9.752952421293578e-05,1.552230194400529e-05,2.439363890102194e-06,-1.552731690844308e-05,9.753047480317297e-05,1.552261239159645e-05,9.756003385871087e-05,1.53268220849335e-05
2,10391.22303835156,0.0,0.02260944739800784,-0.149698925430333,0.9770783949007559,0.1496536171260772,0.02292137588548534,-0.1496521206048711,0.0,0.0,0.9773839835122042,0.1476170366577453,1.954777740864244,0.2952355494858571,1.0,0.0,0.04521912089048967,-0.2993993478499204,0.0,0.0,-4.998914678983101e-05,1.040735817543076e-07,-0.0001954166789799219,-2.993072342671193e-05,9.770783949007559e-05,1.496536171260772e-05,2.260944739800784e-06,-1.49698925430333e-05,9.770783949007559e-05,1.496536171260772e-05,9.773937573520397e-05,1.476185128281119e-05,-4.998914678983101e-05,1.040735817543076e-07,9.770786241145146e-05,1.496521206048711e-05,2.260967349248183e-06,-1.497004224195874e-05,9.770881656847048e-05,1.49655113662248e-05,9.773839835122042e-05,1.476170366577453e-05
2,10797.75162327696,0.0,0.02095147133998457,-0.1443071857545634,0.9787358619028366,0.144263559252322,0.02126392545790887,-0.1442621166311557,0.0,0.0,0.9790416301001553,0.1421437369624992,1.958093050616612,0.2842888953623682,1.0,0.0,0.04190315219468254,-0.2886158145809845,0.0,0.0,-4.998913031963297e-05,1.081507655879138e-07,-0.0001957481723803547,-2.885271185190696e-05,9.787358619028367e-05,1.44263559252322e-05,2.095147133998457e-06,-1.443071857545634e-05,9.787358619028367e-05,1.44263559252322e-05,9.790514205164567e-05,1.42145158399869e-05,-4.998913031963297e-05,1.081507655879138e-07,9.787360745420912e-05,1.442621166311557e-05,2.095168085469797e-06,-1.44308628826421e-05,9.787456492614555e-05,1.442650018879144e-05,9.790416301001554e-05,1.421437369624992e-05
2,11220.18454301949,0.0,0.01941096379173168,-0.139092576150265,0.9802758964786612,0.1390505780700618,0.01972390628227601,-0.139049187578186,0.0,0.0,0.9805817793977379,0.1368443804948899,1.96117336461327,0.2736901294335847,1.0,0.0,0.03882212169310127,-0.2781865432262915,0.0,0.0,-4.998911241066157e-05,1.123872596757447e-07,-0.000196056179295535,-2.781011561540285e-05,9.802758964786614e-05,1.390505780700618e-05,1.941096379173168e-06,-1.39092576150265e-05,9.802758964786613e-05,1.390505780700618e-05,9.80591585215532e-05,1.368457489386948e-05,-4.998911241066157e-05,1.123872596757447e-07,9.80276093717724e-05,1.39049187578186e-05,1.941115790136959e-06,-1.390939670760265e-05,9.802856992376259e-05,1.390519685758422e-05,9.80581779397738e-05,1.368443804948899e-05
2,11659.14401179817,0.0,0.01797994067957419,-0.1340511186799756,0.9817064802506889,0.1340106969032419,0.01829333681594285,-0.1340093568096739,0.0,0.0,0.9820124133562467,0.1317148645428524,1.964034646836627,0.2634310462343502,1.0,0.0,0.03596006115855518,-0.2681035778711379,0.0,0.0,-4.998909295688032e-05,1.167893015161653e-07,-0.0001963422960499549,-2.680213938198862e-05,9.81706480250689e-05,1.340106969032419e-05,1.797994067957419e-06,-1.340511186799756e-05,9.817064802506888e-05,1.340106969032419e-05,9.820222334803801e-05,1.317161816914978e-05,-4.998909295688032e-05,1.167893015161653e-07,9.817066631840573e-05,1.340093568096739e-05,1.798012047898099e-06,-1.340524591911624e-05,9.817162973154914e-05,1.34012037010212e-05,9.820124133562467e-05,1.317148645428524e-05
2,12115.27658628572,0.0,0.01665091305198064,-0.1291787131267156,0.9830350998713443,0.1291398168353987,0.01696473048135076,-0.1291385254501441,0.0,0.0,0.9833410186242053,0.126750959235028,1.966691870658597,0.2535031859796485,1.0,0.0,0.0333019926130918,-0.2583587180405624,0.0,0.0,-4.998907184315237e-05,1.213633725200697e-07,-0.0001966080199740992,-2.582796336837126e-05,9.830350998713443e-05,1.291398168353987e-05,1.665091305198064e-06,-1.291787131267156e-05,9.830350998713443e-05,1.291398168353987e-05,9.833508520343913e-05,1.267522267446204e-05,-4.998907184315237e-05,1.213633725200697e-07,9.830352695186494e-05,1.291385254501442e-05,1.665107956111116e-06,-1.291800049138468e-05,9.83044930222343e-05,1.29141108233568e-05,9.833410186242054e-05,1.267509592350281e-05
2,12589.25411794151,0.0,0.01541686316523608,-0.124471167733634,0.9842687709300043,0.1244337474399249,0.01573107175927811,-0.1244325031148938,0.0,0.0,0.9845746104479213,0.1219483380900236,1.969159066641948,0.2438978956634281,1.0,0.0,0.03083388049910383,-0.2489435801789454,0.0,0.0,-4.998904894453274e-05,1.261162075622685e-07,-0.0001968547541858435,-2.488674948922937e-05,9.842687709300044e-05,1.244337474399249e-05,1.541686316523609e-06,-1.24471167733634e-05,9.842687709300044e-05,1.244337474399249e-05,9.845844561940264e-05,1.219495575734045e-05,-4.998904894453274e-05,1.261162075622685e-07,9.84268928240722e-05,1.244325031148938e-05,1.541701733386775e-06,-1.244724124453114e-05,9.842786136177135e-05,1.244349917773992e-05,9.845746104479213e-05,1.219483380900236e-05
2,13081.77474260177,0.0,0.01427122069508364,-0.1199242265123665,0.9854140617340558,0.1198882340801063,0.01458579240802021,-0.1198870352097542,0.0,0.0,0.9857197564449498,0.1173026051269078,1.971449370087464,0.2346063832798668,1.0,0.0,0.02854258410237422,-0.2398496522669981,0.0,0.0,-4.998902412585784e-05,1.310548048763516e-07,-0.0001970838123466653,-2.397764681722012e-05,9.854140617340558e-05,1.198882340801062e-05,1.427122069508364e-06,-1.199242265123665e-05,9.854140617340558e-05,1.198882340801063e-05,9.857296136425148e-05,1.173037781529591e-05,-4.998902412585784e-05,1.310548048763516e-07,9.8541420759198e-05,1.198870352097542e-05,1.427136340729058e-06,-1.199254257546316e-05,9.85423915874673e-05,1.198894329624466e-05,9.857197564449498e-05,1.173026051269078e-05
2,13593.56390878508,0.0,0.01320783926699192,-0.1155335934050102,0.9864771167714262,0.11549898206374,0.01352274800109377,-0.1154978270854692,0.0,0.0,0.9867826000577239,0.1128093188215645,1.973575067941449,0.2256197657363172,1.0,0.0,0.02641581061237652,-0.2310683421459544,0.0,0.0,-4.998899724049217e-05,1.361864363103732e-07,-0.00019729642335415,-2.309979641390287e-05,9.864771167714264e-05,1.1549898206374e-05,1.320783926699192e-06,-1.155335934050102e-05,9.864771167714262e-05,1.1549898206374e-05,9.867924678837249e-05,1.128104469147527e-05,-4.998899724049217e-05,1.361864363103732e-07,9.864772519989062e-05,1.154978270854692e-05,1.32079713453846e-06,-1.155347487409442e-05,9.864869815425939e-05,1.155001370535604e-05,9.86782600057724e-05,1.128093188215645e-05
2,14125.37544622736,0.0,0.01222097346078739,-0.1112949535712272,0.9874636796988951,0.1112616779237707,0.01253619493915539,-0.1112605653181175,0.0,0.0,0.9877688835315108,0.1084640131801178,1.975547644751857,0.2169291110003674,1.0,0.0,0.02444206913130938,-0.2225910200919901,0.0,0.0,-4.998896812968162e-05,1.415186580318306e-07,-0.0001974937359396537,-2.225233558586677e-05,9.874636796988952e-05,1.112616779237707e-05,1.222097346078739e-06,-1.112949535712272e-05,9.874636796988952e-05,1.112616779237707e-05,9.87778761220346e-05,1.084650978202496e-05,-4.998896812968162e-05,1.415186580318306e-07,9.874638050608447e-05,1.112605653181175e-05,1.2221095670522e-06,-1.112960665207629e-05,9.874735543356921e-05,1.112627905405506e-05,9.877688835315108e-05,1.084640131801178e-05
2,14677.9926762205,0.0,0.01130525641328989,-0.1072039920572858,0.9883791157325863,0.107172008081668,0.01162076805973315,-0.1071709363723043,0.0,0.0,0.9886839702929539,0.1042622161859288,1.977377827425611,0.2085254749940194,1.0,0.0,0.02261062587914391,-0.2144090561544922,0.0,0.0,-4.998893662168055e-05,1.470593216073429e-07,-0.0001976768231464011,-2.143440161740521e-05,9.883791157325864e-05,1.07172008081668e-05,1.130525641328989e-06,-1.072039920572858e-05,9.883791157325864e-05,1.07172008081668e-05,9.886938571326571e-05,1.042632588080907e-05,-4.998893662168055e-05,1.470593216073429e-07,9.88379231940267e-05,1.071709363723043e-05,1.130536946585402e-06,-1.072050640972064e-05,9.883889995237436e-05,1.071730798017484e-05,9.886839702929539e-05,1.042622161859288e-05
2,15252.22956538999,0.0,0.0104556781148627,-0.1032564100883537,0.9892284333447583,0.1032256751347908,0.01077145894065229,-0.103224642888362,0.0,0.0,0.9895328666331692,0.1001994658611585,1.979075628595005,0.2003999337169756,1.0,0.0,0.02091146078650655,-0.2065138527408082,0.0,0.0,-4.998890253061095e-05,1.528165855507052e-07,-0.0001978466866688439,-2.064513502799043e-05,9.892284333447583e-05,1.032256751347909e-05,1.04556781148627e-06,-1.032564100883537e-05,9.892284333447583e-05,1.032256751347909e-05,9.895427619618359e-05,1.002004678558172e-05,-4.998890253061095e-05,1.528165855507052e-07,9.892285410593478e-05,1.03224642888362e-05,1.045578267164385e-06,-1.032574426524546e-05,9.892383256290916e-05,1.032267073915423e-05,9.895328666331693e-05,1.001994658611585e-05
2,15848.93192461092,0.0,0.009667564471995944,-0.09944793920951343,0.9900163051947997,0.09941841199313634,0.009983594969250689,-0.09941741781895816,0.0,0.0,0.9903202426231682,0.0962713241680354,1.980650388448763,0.1925436110493125,1.0,0.0,0.01933522561963661,-0.198896872898419,0.0,0.0,-4.998886565538e-05,1.587989273115625e-07,-0.0001980042610388601,-1.988368239962124e-05,9.900163051947998e-05,9.941841199313635e-06,9.667564471995945e-07,-9.944793920951343e-06,9.900163051947997e-05,9.941841199313635e-06,9.903301458255948e-05,9.627228688127711e-06,-4.998886565538e-05,1.587989273115625e-07,9.900164050307493e-05,9.941741781895816e-06,9.667661147640664e-07,-9.944893368890553e-06,9.900262053578516e-05,9.941940617725585e-06,9.903202426231683e-05,9.62713241680354e-06
2,16468.97865482846,0.0,0.00893655718776634,-0.0957743534851049,0.9907470882425968,0.09574599407501533,0.00925281922921087,-0.09574503662464909,0.0,0.0,0.9910504522096175,0.09247338895908434,1.982110814923757,0.1849477026520583,1.0,0.0,0.01787320374110456,-0.1915496647137447,0.0,0.0,-4.998882577846313e-05,1.650151557099078e-07,-0.0001981504176484268,-1.914919881596043e-05,9.907470882425968e-05,9.574599407501534e-06,8.93655718776634e-07,-9.57743534851049e-06,9.907470882425968e-05,9.574599407501534e-06,9.9106036271414e-05,9.2474313692974e-06,-4.998882577846313e-05,1.650151557099078e-07,9.907471807707893e-05,9.57450366246491e-06,8.936646553338221e-07,-9.577531122863976e-06,9.907569957134792e-05,9.574695153495619e-06,9.910504522096176e-05,9.247338895908435e-06
2,17113.28304161757,0.0,0.008258594494863485,-0.09223147995038289,0.9914248430096,0.09220424975558292,0.008575071239687522,-0.0922033277223057,0.0,0.0,0.9917275524561164,0.0888013041699492,1.983465022187757,0.1776034963529401,1.0,0.0,0.01651727157567192,-0.1844638822155653,0.0,0.0,-4.998878266478687e-05,1.714744238927313e-07,-0.0001982859686018343,-1.844084995203886e-05,9.914248430096e-05,9.220424975558292e-06,8.258594494863485e-07,-9.223147995038289e-06,9.914248430096e-05,9.220424975558292e-06,9.91737469731641e-05,8.880219218299095e-06,-4.998878266478687e-05,1.714744238927313e-07,9.914249287603126e-05,9.220332772230571e-06,8.258677080808432e-07,-9.223240226518243e-06,9.914347572580301e-05,9.22051717980815e-06,9.917275524561165e-05,8.880130416994922e-06
2,17782.79410038899,0.0,0.007629892761473965,-0.08881520749430354,0.9920533519672989,0.08878906924698265,0.007946568567015444,-0.08878818136516901,0.0,0.0,0.9923553219095408,0.08525076843324834,1.984720567372301,0.1705023893741811,1.0,0.0,0.01525986182187555,-0.177631303140682,0.0,0.0,-4.998873606009368e-05,1.781862427746583e-07,-0.0001984116703933803,-1.775781385028445e-05,9.920533519672989e-05,8.878906924698266e-06,7.629892761473965e-07,-8.881520749430355e-06,9.920533519672989e-05,8.878906924698266e-06,9.923652454627604e-05,8.525162094093272e-06,-4.998873606009368e-05,1.781862427746583e-07,9.920534314329845e-05,8.878818136516901e-06,7.629969060401584e-07,-8.88160956463785e-06,9.920632725008185e-05,8.878995713767457e-06,9.923553219095409e-05,8.525076843324835e-06
2,18478.49797422266,0.0,0.007046928978334309,-0.08552149433767273,0.9926361370448006,0.08549641207428768,0.007363789317306192,-0.08549555711871651,0.0,0.0,0.9929372780829793,0.08181754227731082,1.985884485538739,0.1636359027300444,1.0,0.0,0.0140939284259584,-0.1710438438902888,0.0,0.0,-4.998868568974798e-05,1.851604949972691e-07,-0.0001985282274088865,-1.709928241571258e-05,9.926361370448006e-05,8.54964120742877e-06,7.046928978334309e-07,-8.552149433767273e-06,9.926361370448006e-05,8.54964120742877e-06,9.929472074557598e-05,8.181836045273359e-06,-4.998868568974798e-05,1.851604949972691e-07,9.926362106826939e-05,8.549555711871651e-06,7.046999447624093e-07,-8.552234955261612e-06,9.926460634061708e-05,8.549726703840906e-06,9.929372780829794e-05,8.181754227731082e-06
2,19201.41938638775,0.0,0.00650642412539177,-0.08234637425700007,0.9931764762570721,0.08232231329753581,0.006823455508372859,-0.082321490082635,0.0,0.0,0.9934766940566485,0.07849745405973535,1.986963322880238,0.1569956930940113,1.0,0.0,0.0130129133150248,-0.1646935719777427,0.0,0.0,-4.998863125666494e-05,1.924074494487338e-07,-0.0001986362952513462,-1.646446266033051e-05,9.931764762570721e-05,8.23223132975358e-06,6.50642412539177e-07,-8.234637425700008e-06,9.931764762570721e-05,8.23223132975358e-06,9.934866288235895e-05,7.849823903427596e-06,-4.998863125666494e-05,1.924074494487338e-07,9.931765444916272e-05,8.2321490082635e-06,6.506489189633026e-07,-8.234719772074266e-06,9.931864080218345e-05,8.232313652066874e-06,9.934766940566486e-05,7.849745405973535e-06
2,19952.62314968852,0.0,0.006005327408471069,-0.07928596169127318,0.9936774194634428,0.07926288861703178,0.006322517311384127,-0.07926209599607184,0.0,0.0,0.9939766142061925,0.07528640477257065,1.987963168178527,0.150573562409189,1.0,0.0,0.01201071487021622,-0.1585727162421633,0.0,0.0,-4.998857244007922e-05,1.999377763350907e-07,-0.0001987364838926253,-1.585257772419879e-05,9.936774194634429e-05,7.92628886170318e-06,6.005327408471069e-07,-7.928596169127319e-06,9.936774194634429e-05,7.926288861703178e-06,9.939865539723347e-05,7.528715763661839e-06,-4.998857244007922e-05,1.999377763350907e-07,9.93677482688616e-05,7.926209599607185e-06,6.005387461745155e-07,-7.92867545508901e-06,9.936873562376371e-05,7.926368124591757e-06,9.939766142061925e-05,7.528640477257065e-06
2,20733.21573485926,0.0,0.005540801349884658,-0.07633645585653984,0.9941418032724284,0.07631433848676576,0.005858138146190128,-0.07631357535101227,0.0,0.0,0.9944398690742251,0.0721803718435736,1.988889682547141,0.1443614654908656,1.0,0.0,0.01108165810778282,-0.1526736750776382,0.0,0.0,-4.998850889326688e-05,2.077625628474009e-07,-0.0001988293606544271,-1.526286769811631e-05,9.941418032724285e-05,7.631433848676577e-06,5.540801349884658e-07,-7.633645585653985e-06,9.941418032724285e-05,7.631433848676577e-06,9.944498134729159e-05,7.218109364729205e-06,-4.998850889326688e-05,2.077625628474009e-07,9.941418618538099e-05,7.631357535101226e-06,5.540856757898157e-07,-7.63372192210984e-06,9.94151744690461e-05,7.631510163015072e-06,9.944398690742251e-05,7.218037184357361e-06
