case,frequency_real,frequency_imag,v(base)_real,v(base)_imag,v(in)_real,v(in)_imag,v(source)_real,v(source)_imag,v(drain)_real,v(drain)_imag,v(out)_real,v(out)_imag,v(vdd)_real,v(vdd)_imag,i(vdd)_real,i(vdd)_imag,id(j1)_real,id(j1)_imag,i(rs)_real,i(rs)_imag,ic(q1)_real,ic(q1)_imag,ib(q1)_real,ib(q1)_imag,ic(q2)_real,ic(q2)_imag,ib(q2)_real,ib(q2)_imag,i(vin)_real,i(vin)_imag,i(rd)_real,i(rd)_imag,i(rb)_real,i(rb)_imag,i(rl)_real,i(rl)_imag,i(rf)_real,i(rf)_imag
2,1308177.474260173,0.0,1.967919795272984,-0.2457452193315363,1.0,0.0,0.9882713349424296,-0.03667902554263548,-0.01994013622248211,-0.004517701796402984,1.932081208558069,-0.2383463750165841,0.0,0.0,-0.0005850717483877471,5.578447801158747e-05,1.445490373943576e-05,4.073528808108988e-05,0.0002994761621037665,-1.111485622504106e-05,-0.0002044891337443064,-1.389079372363031e-05,-4.959600776348962e-06,-3.858400151137408e-05,0.0003661277109040053,-0.0001104105598163075,7.697154217006547e-06,3.846531565678183e-05,9.817336404083727e-07,-9.261173716277753e-06,9.495302963086718e-06,2.151286569715707e-06,0.0001967919795272984,-2.457452193315363e-05,8.782187311627588e-05,-1.083392613711746e-05,0.0002860029920047394,-6.111131802240868e-05
2,1359356.390878503,0.0,1.966619990241822,-0.2553036813238532,1.0,0.0,0.9880390181260751,-0.03810255389490384,-0.01999846894638224,-0.004690075093017512,1.930825007890927,-0.2476174824097492,0.0,0.0,-0.0005848922416689835,5.796216150374652e-05,1.477274538768993e-05,4.231291901539717e-05,0.0002994057630685076,-1.154622845300116e-05,-0.0002047783527807564,-1.441006416171261e-05,-5.249664937031736e-06,-4.007954992348408e-05,0.0003653411435005397,-0.000114685144680857,8.116353756575806e-06,3.994043229409775e-05,1.059706490349183e-06,-9.630224808827503e-06,9.52308045065821e-06,2.233369091913101e-06,0.0001966619990241822,-2.553036813238532e-05,8.776477308595125e-05,-1.125534010953405e-05,0.0002856927241711674,-6.348937227722585e-05
2,1412537.544622731,0.0,1.965216593919538,-0.2652292763927483,1.0,0.0,0.9877882085739931,-0.03958037494576963,-0.02006142112056613,-0.004868659499835358,1.929468687298991,-0.2572447383862559,0.0,0.0,-0.0005846983839988135,6.02244574010773e-05,1.511588163114949e-05,4.395031090438613e-05,0.0002993297601739373,-1.199405301386959e-05,-0.0002050904358595172,-1.494670608880512e-05,-5.562823954689659e-06,-4.163190161875025e-05,0.0003644920665081523,-0.0001191214743942688,8.568776467558574e-06,4.146963372807992e-05,1.143842282968826e-06,-1.001453409401288e-05,9.553057676460062e-06,2.318409285635885e-06,0.0001965216593919538,-2.652292763927483e-05,8.770312214995413e-05,-1.169294265392072e-05,0.000285357720825757,-6.595889801226859e-05
2,1467799.267622045,0.0,1.963701359761448,-0.2755355307627229,1.0,0.0,0.987517437845273,-0.04111444138543856,-0.02012935559489717,-0.00505363316963385,1.928004275952757,-0.2672412709751957,0.0,0.0,-0.000584489025543259,6.257460346863631e-05,1.548632002153506e-05,4.564956180037531e-05,0.0002992477084379615,-1.245892163195108e-05,-0.000205427172310238,-1.550104113439737e-05,-5.900912595393468e-06,-4.324306981483535e-05,0.0003635755332114897,-0.0001237252064034095,9.05703633408741e-06,4.305459421067169e-05,1.234623131295688e-06,-1.04147982615394e-05,9.585407426141512e-06,2.406491985539929e-06,0.0001963701359761448,-2.755355307627229e-05,8.763655799785261e-05,-1.214733049887253e-05,0.0002849960115477225,-6.852328169386579e-05
2,1525222.956538993,0.0,1.962065386440395,-0.2862363966389735,1.0,0.0,0.9872251215166514,-0.04270676125129624,-0.02020266322078504,-0.005245173343277336,1.926423170028305,-0.2776206224830012,0.0,0.0,-0.0005842629239445306,6.501595503369392e-05,1.588622650778935e-05,4.741282238903746e-05,0.0002991591277323186,-1.29414428034231e-05,-0.0002057904884400738,-1.607336008518008e-05,-6.265910688367824e-06,-4.491512079700065e-05,0.000362586208996666,-0.0001285021375079119,9.583949796030582e-06,4.469699974907687e-05,1.33256802142655e-06,-1.083175336260155e-05,9.620315819421446e-06,2.497701592036827e-06,0.0001962065386440395,-2.862363966389735e-05,8.756468954674113e-05,-1.261911920377278e-05,0.0002846054692459557,-7.11860185550621e-05
2,1584893.192461087,0.0,1.960299066172197,-0.2973462560564377,1.0,0.0,0.9869095501309432,-0.04435939749706834,-0.02028176492709386,-0.005443455358919796,1.924716082735023,-0.2883967533628117,0.0,0.0,-0.0005840187368160096,6.755198841856738e-05,1.631793777021331e-05,4.924229442045796e-05,0.0002990635000396798,-1.344224166577828e-05,-0.0002061824575000021,-1.666391643475533e-05,-6.659954471597304e-06,-4.665017282097233e-05,0.000361518341545795,-0.0001334581992737806,1.015255088278474e-05,4.639854204039843e-05,1.438235489345319e-06,-1.126617781247386e-05,9.657983298616124e-06,2.592121599485617e-06,0.0001960299066172197,-2.973462560564377e-05,8.748709466977377e-05,-1.310894333467326e-05,0.0002841837977588121,-7.395071389871011e-05
2,1646897.865482841,0.0,1.958392029024287,-0.3088799232695744,1.0,0.0,0.9865688794587815,-0.04607446722267523,-0.02036711393516951,-0.005648651507373134,1.922872990455989,-0.299584044684797,0.0,0.0,-0.0005837550136201172,7.01863043538779e-05,1.678397448568887e-05,5.114022862909092e-05,0.0002989602665026611,-1.396195976444704e-05,-0.0002066053102857209,-1.727291905324783e-05,-7.085348802274896e-06,-4.845039457796097e-05,0.0003603657288487065,-0.000138599452036217,1.076610738329198e-05,4.816091138020466e-05,1.55222646702971e-06,-1.171889568589284e-05,9.698625683414053e-06,2.689834051130064e-06,0.0001958392029024287,-3.088799232695744e-05,8.74033177479995e-05,-1.361745657658168e-05,0.0002837285184840023,-7.682108407943084e-05
2,1711328.304161752,0.0,1.956333082907868,-0.3208526454200514,1.0,0.0,0.9862011200252842,-0.04785414051104214,-0.02045919811960849,-0.005860929713906018,1.920883074710521,-0.311197298954441,0.0,0.0,-0.0005834701868770997,7.292263135035481e-05,1.728705558879027e-05,5.310892206636653e-05,0.0002988488242500861,-1.45012547003158e-05,-0.0002070614463967685,-1.790052386835809e-05,-7.544580293738525e-06,-5.031800315498262e-05,0.0003591216848915401,-0.0001439320772850795,1.142813810598077e-05,4.998578841036307e-05,1.675187303926849e-06,-1.219078033737792e-05,9.74247529505166e-06,2.790918911383819e-06,0.0001956333082907868,-3.208526454200515e-05,8.731286703229639e-05,-1.414533177065641e-05,0.0002832369559652231,-7.980095710406027e-05
2,1778279.410038893,0.0,1.954110148934137,-0.3332801011823133,1.0,0.0,0.9858041258505943,-0.04970063881087553,-0.02055854252118092,-0.00608045202438226,1.918734659629123,-0.3232517389899108,0.0,0.0,-0.0005831625626488805,7.576482900333243e-05,1.783011359701161e-05,5.515071475960099e-05,0.0002987285229850286,-1.506079963965925e-05,-0.0002075534461750858,-1.854682443685863e-05,-8.040331444068518e-06,-5.225526141465723e-05,0.0003577790028767836,-0.0001494623681997923,1.214243128166867e-05,5.187483455508933e-05,1.807812969112899e-06,-1.268275838226559e-05,9.789782152943294e-06,2.895453344943933e-06,0.0001954110148934137,-3.332801011823134e-05,8.721521180132378e-05,-1.469326086317776e-05,0.00028270622235713,-8.289427278152582e-05
2,1847849.79742226,0.0,1.951710191794933,-0.3461783970447164,1.0,0.0,0.985375582350607,-0.05161623279622088,-0.02066571201791888,-0.006307372871004219,1.916415144611424,-0.3357630045288718,0.0,0.0,-0.0005828303102367906,7.871689119955377e-05,1.841631107168226e-05,5.726798559945604e-05,0.0002985986613183658,-1.564128266552148e-05,-0.0002080840833403902,-1.921184127140547e-05,-8.575495825054413e-06,-5.426447470850186e-05,0.0003563299158247197,-0.000155196718070416,1.291306416089088e-05,5.382968097587643e-05,1.950850438412926e-06,-1.319581407825004e-05,9.84081524662804e-06,3.00351089095439e-06,0.0001951710191794933,-3.461783970447164e-05,8.710977930051928e-05,-1.526195475131235e-05,0.0002821332006850962,-8.610508234322755e-05
2,1920141.938638769,0.0,1.949119144807302,-0.359564060835785,1.0,0.0,0.9849129933416136,-0.05360323962433575,-0.02078131415983867,-0.006541837089997379,1.913910931817294,-0.3487471461886827,0.0,0.0,-0.0005824714510271438,8.178294919059838e-05,1.904905828936731e-05,5.946314734529737e-05,0.000298458482830792,-1.624340594676841e-05,-0.0002086563383351397,-1.989550977200521e-05,-9.153194403729875e-06,-5.634798682625106e-05,0.0003547660544026351,-0.0001611416063079012,1.374442385441299e-05,5.585191585558391e-05,2.10510226938698e-06,-1.37309941516757e-05,9.895863885637463e-06,3.115160519046371e-06,0.0001949119144807302,-3.59564060835785e-05,8.699595144624062e-05,-1.585214300857648e-05,0.0002815145268108121,-8.94375474437415e-05
2,1995262.314968846,0.0,1.94632182924032,-0.3734540320505265,1.0,0.0,0.9844136670901398,-0.05566401950293794,-0.0209060021719783,-0.006783977660309332,1.911207348120695,-0.3622206163512213,0.0,0.0,-0.0005820838464130652,8.496727449117765e-05,1.973203220155747e-05,6.17386406232626e-05,0.0002983071718454969,-1.686788469785998e-05,-0.0002092734123856261,-2.059766659421297e-05,-9.776793072044176e-06,-5.850817507073431e-05,0.0003530784018258828,-0.0001673035817086528,1.464122946159119e-05,5.794306979926829e-05,2.271430365319208e-06,-1.428941311775113e-05,9.955239129513476e-06,3.230465552528253e-06,0.000194632182924032,-3.734540320505265e-05,8.68730612782134e-05,-1.646457347051006e-05,0.0002808465700092591,-9.289593843887375e-05
2,2073321.57348592,0.0,1.943301867521531,-0.3878656484695191,1.0,0.0,0.9838747013470278,-0.05780097146602611,-0.02104047812935235,-0.007033913128782723,1.90828856113529,-0.37620025648356,0.0,0.0,-0.0005816651847147906,8.827428155337887e-05,2.046919676308622e-05,6.409692677540854e-05,0.0002981438488930387,-1.751544589879579e-05,-0.0002099387422775703,-2.131803426713973e-05,-1.04499214633946e-05,-6.0747444333131e-05,0.0003512572456741382,-0.0001736892425959272,1.560855552541919e-05,6.010459911408921e-05,2.450759927096189e-06,-1.487225914929077e-05,1.00192752996916e-05,3.349482442277487e-06,0.0001943301867521531,-3.878656484695191e-05,8.674038914251316e-05,-1.710001165834363e-05,0.000280125412057049,-9.648463182349511e-05
2,2154434.690031847,0.0,1.940041589899402,-0.4028166284928102,1.0,0.0,0.9832929673028664,-0.060016528244075,-0.02118549630608775,-0.007291744683245713,1.905137488900241,-0.3907032803375052,0.0,0.0,-0.000581212967014702,9.170853015983554e-05,2.126482471190972e-05,6.654047939976398e-05,0.0002979675658493535,-1.818682674062879e-05,-0.0002106560158351313,-2.205620385329004e-05,-1.117649313758218e-05,-6.306822002678968e-05,0.0003492921264676569,-0.0001803052134128896,1.665185684519247e-05,6.233786670256995e-05,2.644083589033381e-06,-1.548080055458603e-05,1.00883315743275e-05,3.472259372974149e-06,0.0001940041589899402,-4.028166284928102e-05,8.65971585863746e-05,-1.775924001534114e-05,0.0002793468247264772,-0.0001002081066949788
2,2238721.138568301,0.0,1.936521934118514,-0.4183250485302221,1.0,0.0,0.9826650924003918,-0.06231315009925856,-0.02134186669915111,-0.007557552830546155,1.901735702795333,-0.4057472523933797,0.0,0.0,-0.0005807244918156727,9.527472746894642e-05,2.212352088435745e-05,6.907177440017681e-05,0.0002977773007273914,-1.888277275735108e-05,-0.0002114291880790906,-2.281161541935192e-05,-1.196072721809492e-05,-6.547293971896441e-05,0.0003471717828522257,-0.0001871581172884756,1.77769946672431e-05,6.46441202723754e-05,2.85246573119068e-06,-1.611639293159968e-05,1.016279366626243e-05,3.598834681212455e-06,0.0001936521934118514,-4.183250485302222e-05,8.644253194524241e-05,-1.84430569269718e-05,0.0002785062455742246,-0.0001040709400891276
2,2326305.067153586,0.0,1.932722337645688,-0.4344093146982437,1.0,0.0,0.9819874419385592,-0.0646933174792463,-0.02151045872486818,-0.007831393631636291,1.898063323236177,-0.421350060825163,0.0,0.0,-0.0005801968384251781,9.897772963456206e-05,2.305024715060062e-05,7.169327834122758e-05,0.0002975719521025937,-1.960403559977161e-05,-0.0002122624980252123,-2.358353606148921e-05,-1.280717156733002e-05,-6.796404327854362e-05,0.0003448840932493677,-0.0001942545440372796,1.899026426064443e-05,6.702446753131252e-05,3.077046956375404e-06,-1.678048707291497e-05,1.024307558327056e-05,3.729235062683948e-06,0.0001932722337645688,-4.344093146982437e-05,8.627560560164439e-05,-1.915227549205286e-05,0.0002775987519083689,-0.0001080778010139141
2,2417315.480804062,0.0,1.928620621969246,-0.4510881279696086,1.0,0.0,0.9812560994028761,-0.06715952232378039,-0.02169220508354124,-0.008113294440441302,1.894098907684411,-0.437529884163612,0.0,0.0,-0.0005796268489587537,0.0001028225429093362,2.405034905450613e-05,7.440743487683297e-05,0.0002973503331523867,-2.035137040114557e-05,-0.0002131604860643839,-2.437103520120384e-05,-1.372072758615319e-05,-7.054396133376555e-05,0.0003424160138398675,-0.0002016010129873726,2.029842386746183e-05,6.947984799816868e-05,3.319048714705674e-06,-1.747463770378858e-05,1.032962146835297e-05,3.863473543067286e-06,0.0001928620621969246,-4.510881279696086e-05,8.609540489474597e-05,-1.988772200743691e-05,0.0002766190328125865,-0.0001122334429817672
2,2511886.431509537,0.0,1.924192868480946,-0.4683804418035172,1.0,0.0,0.9804668454574829,-0.06971425783643899,-0.02188810578395957,-0.008403249087320264,1.889819330495004,-0.4543051507198761,0.0,0.0,-0.0005790111088492221,0.0001068143241259858,2.512958423998177e-05,7.721664899115941e-05,0.0002971111652901463,-2.112553267770878e-05,-0.0002141280118434245,-2.51729568376488e-05,-1.470667672381063e-05,-7.321510180672133e-05,0.000339753512765818,-0.0002092039299547941,2.170872499532392e-05,7.201100101800138e-05,3.579778052114599e-06,-1.820051314429458e-05,1.042290751617122e-05,4.001547184438221e-06,0.0001924192868480946,-4.683804418035173e-05,8.59008786588638e-05,-2.065023412363073e-05,0.0002755613591022791,-0.0001165426948131628
2,2610157.215682491,0.0,1.919413285442139,-0.4863054111498852,1.0,0.0,0.9796151355367102,-0.07236000650935084,-0.02209923231518873,-0.008701212441420594,1.885199654114447,-0.4716944897021056,0.0,0.0,-0.0005783459257391009,0.0001109583804335436,2.629415274189233e-05,8.012326875661715e-05,0.0002968530713747607,-2.192727469980328e-05,-0.0002151702725370493,-2.598788840931483e-05,-1.577070878227874e-05,-7.597983426070254e-05,0.0003368815004601621,-0.0002170695375994759,2.322894399283369e-05,7.461842952430361e-05,3.860632451294352e-06,-1.895990599592948e-05,1.052344395961368e-05,4.143434495914569e-06,0.0001919413285442139,-4.863054111498852e-05,8.56908933688385e-05,-2.144065862282298e-05,0.0002744195510841627,-0.0001210104494523499
2,2712272.579331981,0.0,1.914254065534202,-0.5048823315683783,1.0,0.0,0.9786960759777593,-0.07509922616089791,-0.02232673194769794,-0.009007094279179825,1.880212991141494,-0.4897166728100761,0.0,0.0,-0.0005776273066256526,0.0001152601681450073,2.755072921315658e-05,8.312956427567471e-05,0.0002965745684781089,-2.275734126087815e-05,-0.0002162928213680315,-2.681412588298515e-05,-1.691895209520526e-05,-7.884047176177955e-05,0.0003337837560444662,-0.0002252038583036683,2.486741481460804e-05,7.730235903982368e-05,4.163104724058216e-06,-1.975474496319808e-05,1.06317771179514e-05,4.289092513895155e-06,0.0001914254065534202,-5.048823315683783e-05,8.546422687006792e-05,-2.225984876409437e-05,0.0002731869439890106,-0.0001256416504997509
2,2818382.931264404,0.0,1.908685233500333,-0.5241305670294512,1.0,0.0,0.9777043986422526,-0.07793433371517793,-0.02257183213928533,-0.00932075237850745,1.8748303567681,-0.508390544925102,0.0,0.0,-0.0005768509331185619,0.0001197252905296908,2.890649715002869e-05,8.623770343043336e-05,0.000296274060194622,-2.361646476217513e-05,-0.0002175015861912397,-2.764963464955843e-05,-1.815800565513096e-05,-8.179924991685824e-05,0.000330442849777295,-0.0002336126286096828,2.66330628412065e-05,8.006269135250451e-05,4.488787902632896e-06,-2.058710793161092e-05,1.074849149489778e-05,4.438453513574975e-06,0.0001908685233500333,-5.241305670294512e-05,8.521956167127725e-05,-2.310866113295918e-05,0.0002718563509472264,-0.0001304412761242194
2,2928644.564625185,0.0,1.902674483403936,-0.5440694647677888,1.0,0.0,0.9766344339831824,-0.08086768641685604,-0.02283584501335872,-0.009641984749887395,1.869020511134827,-0.5277349423222211,0.0,0.0,-0.000576012134662636,0.0001243594943559538,3.036918516410328e-05,8.944972401588085e-05,0.0002959498284797522,-2.450535952025941e-05,-0.0002188028879087946,-2.84920057660805e-05,-1.949497325298024e-05,-8.48583027064107e-05,0.0003268400615897402,-0.0002423012241379159,2.853543956840234e-05,8.289895224285554e-05,4.839380063637059e-06,-2.145923643518243e-05,1.08742119111232e-05,4.591421309470188e-06,0.0001902674483403936,-5.440694647677888e-05,8.495547777885576e-05,-2.398795192373732e-05,0.0002704200233792862,-0.0001354143199713227
2,3043219.887107668,0.0,1.896187005061668,-0.5647182553354146,1.0,0.0,0.9754800825259997,-0.08390156013556556,-0.02312017186746784,-0.009970520906706165,1.862749791165708,-0.5477685966158248,0.0,0.0,-0.000575105859569075,0.0001291686649584466,3.194710533122432e-05,9.276750177892222e-05,0.0002956000250078787,-2.542471519259562e-05,-0.0002202034584245395,-2.933840704047039e-05,-2.093749968004916e-05,-8.80196346804907e-05,0.0003229552958133144,-0.0002512745737778389,3.058475791836978e-05,8.581023257401153e-05,5.216689002044873e-06,-2.23735516588637e-05,1.100960565117516e-05,4.747867098431507e-06,0.0001896187005061668,-5.647182553354146e-05,8.467044505298673e-05,-2.489857257344658e-05,0.0002688696086786995,-0.0001405657686303816
2,3162277.660168324,0.0,1.889185299260657,-0.5860959357491135,1.0,0.0,0.9742347847490235,-0.08703812436978266,-0.02342630765841797,-0.01030601206761435,1.85598193149605,-0.5685100224055203,0.0,0.0,-0.0005741266436920245,0.0001341588195669574,3.364919362310492e-05,9.619271382509677e-05,0.0002952226620451586,-2.637518920296444e-05,-0.0002217104577763912,-3.018552841091364e-05,-2.249380902385833e-05,-9.128508903099458e-05,0.0003187669922925305,-0.0002605370618029686,3.279192785032376e-05,8.87951219858279e-05,5.622636652802476e-06,-2.333267213428351e-05,1.115538459924665e-05,4.90762479410207e-06,0.0001889185299260657,-5.860959357491135e-05,8.436281506800224e-05,-2.584136465479637e-05,0.0002671961050748563,-0.0001459005751623447
2,3285993.247600596,0.0,1.881628981444597,-0.608221133341277,1.0,0.0,0.972891489370053,-0.09027941351063948,-0.02375584539636759,-0.01064802017367333,1.848677874178039,-0.5899773863126709,0.0,0.0,-0.0005730685765809214,0.0001393360985915137,3.548505239564339e-05,9.97267967877465e-05,0.00029481560283941,-2.735739803352711e-05,-0.0002233314900019564,-3.102952102570853e-05,-2.417274506403977e-05,-9.465631099075924e-05,0.0003142520341833242,-0.0002700924164049695,3.516859185749197e-05,9.185163435983864e-05,6.059263134410768e-06,-2.433943330055407e-05,1.131230733160361e-05,5.070485796987302e-06,0.0001881628981444597,-6.082211333412771e-05,8.403081246263811e-05,-2.681715392330322e-05,0.0002653898135781774,-0.0001514236281218277
2,3414548.873833541,0.0,1.873474573659096,-0.6311119476012687,1.0,0.0,0.971442620074319,-0.09362729387100763,-0.02411048036363475,-0.01099600559260389,1.840795566949576,-0.6121883547863177,0.0,0.0,-0.0005719252649350956,0.0001447067545086306,3.746499486685477e-05,0.0001033708990797516,0.0002943765515376724,-2.837190723363867e-05,-0.0002250746171940741,-3.186592938316463e-05,-2.598381374131439e-05,-9.813470594041635e-05,0.0003093856528741676,-0.0002799435829715482,3.772715982816561e-05,9.497712414328785e-05,6.528730261078441e-06,-2.539690911549152e-05,1.148118112554036e-05,5.236193139335183e-06,0.0001873474573659096,-6.311119476012686e-05,8.367252577043525e-05,-2.782674339937808e-05,0.000263440286931896,-0.0001571397154288818
2,3548133.892335691,0.0,1.864675284690031,-0.6547857669320966,1.0,0.0,0.9698800407551545,-0.09708342592393948,-0.02449201405406944,-0.01134931337171478,1.832289749988645,-0.6351599177063,0.0,0.0,-0.000570689793186089,0.0001502771379365319,3.960009146503313e-05,0.0001071258264652513,0.0002939030426530771,-2.941921997695136e-05,-0.0002269483710866107,-3.268961584533649e-05,-2.793722762976184e-05,-0.0001017213915263396,0.0003041413306344453,-0.000290092580247119,4.048084261760863e-05,9.816819253854377e-05,7.033324337255993e-06,-2.650843591608837e-05,1.166286383527116e-05,5.404434938911802e-06,0.0001864675284690031,-6.547857669320966e-05,8.328589772675658e-05,-2.887090535028636e-05,0.0002613362755253001,-0.0001630534823582911
2,3686945.06451951,0.0,1.855180778520102,-0.6792590568409729,1.0,0.0,0.9681950193849368,-0.1006492211268404,-0.02490235770514407,-0.01170715789034039,1.823111731258624,-0.6589081844178161,0.0,0.0,-0.0005693546810355277,0.0001560536804209129,4.190221786155134e-05,0.0001109919800976206,0.0002933924301166475,-3.049976397783041e-05,-0.0002289617613729521,-3.349467679624852e-05,-3.004395228767327e-05,-0.0001054171430069824,0.0002984907018010238,-0.0003005403373147819,4.344368352093874e-05,0.0001014205824803436,7.575458009657406e-06,-2.767763873999616e-05,1.185826557387813e-05,5.574837090638283e-06,0.0001855180778520102,-6.79259056840973e-05,8.286871505721016e-05,-2.995037201899164e-05,0.0002590656702647536,-0.0001691693828154472
2,3831186.849557219,0.0,1.844936931479531,-0.7045471156285046,1.0,0.0,0.9663781906920783,-0.1043257926332613,-0.02534353526685285,-0.01206860575212739,1.813209150790144,-0.6834481483917654,0.0,0.0,-0.0005679118377847625,0.0001620428733768112,4.438410441965582e-05,0.0001149692860700632,0.0002928418759672964,-3.161387655553372e-05,-0.0002311242797981983,-3.427434967653582e-05,-3.231575429258308e-05,-0.0001092223309500026,0.0002924034535669057,-0.0003112865091234103,4.663058665024204e-05,0.00010472906123939,8.15767090631849e-06,-2.890846033152552e-05,1.206835012707278e-05,5.746955120060663e-06,0.0001844936931479531,-7.045471156285046e-05,8.241859776318834e-05,-3.106582492689843e-05,0.0002566154424539592,-0.0001754916229571225
2,3981071.705534901,0.0,1.833885578791796,-0.730663793137103,1.0,0.0,0.9644195178928758,-0.1081138991128905,-0.0258176856182632,-0.01243255674780316,1.802525734556787,-0.7087934162162625,0.0,0.0,-0.000566352513307767,0.0001682512425443773,4.70593866869509e-05,0.0001190571154165462,0.0002922483387554169,-3.276178760996683e-05,-0.0002334458988762242,-3.502091009584866e-05,-3.47652506782543e-05,-0.0001131368502985446,0.0002858472277445924,-0.0003223292680567726,5.005734099704706e-05,0.0001080872894095583,8.782628738779637e-06,-3.020519306541779e-05,1.229413600869676e-05,5.920265118001507e-06,0.0001833885578791796,-7.306637931371029e-05,8.193298793439942e-05,-3.221788255528466e-05,0.0002539715808072459,-0.0001820240960919309
2,4136820.402388433,0.0,1.821964251631671,-0.7576211675620236,1.0,0.0,0.9623082538179928,-0.1120138808122505,-0.02632706380337763,-0.01279772271064415,1.791001039001754,-0.7349558960840722,0.0,0.0,-0.0005646672455435799,0.0001746853172162888,4.994265643070421e-05,0.0001232541933836852,0.0002916085617630281,-3.394360024613651e-05,-0.0002359370638611577,-3.57255582048924e-05,-3.740595938147686e-05,-0.0001171600397119497,0.0002787875252517158,-0.0003336650688048668,5.374063869799075e-05,0.0001114876749610988,9.453120480936489e-06,-3.157251402830597e-05,1.253669704922744e-05,6.09415367173531e-06,0.0001821964251631671,-7.576211675620236e-05,8.140913813644334e-05,-3.340708618563965e-05,0.0002511190258132609,-0.0001887703076581278
2,4298662.3470822,0.0,1.809105906342246,-0.7854291747180625,1.0,0.0,0.9600329018861251,-0.1160255868943577,-0.02687404101191337,-0.01316260408067282,1.778570187781432,-0.7619454403480367,0.0,0.0,-0.0005628458044216467,0.000181351593379793,5.304951255635887e-05,0.0001275584966695541,0.0002909190611776136,-3.515926875586598e-05,-0.0002386086763447748,-3.637829350702475e-05,-4.025235016973336e-05,-0.0001212905899644718,0.0002711876155205175,-0.0003452883835563714,5.769808571054886e-05,0.0001149212109788317,1.017205316520156e-05,-3.301552349993709e-05,1.279716238662542e-05,6.267906705082298e-06,0.0001809105906342246,-7.854291747180626e-05,8.084409944461055e-05,-3.463388365218348e-05,0.0002480416017864567,-0.0001957332889253573
2,4466835.921509551,0.0,1.795238648125131,-0.8140951834921349,1.0,0.0,0.9575811775164215,-0.1201482929961039,-0.02746110297670978,-0.01352546399057503,1.765163602933961,-0.7897694360725158,0.0,0.0,-0.0005608771321876788,0.0001882564897870021,5.639661105466717e-05,0.0001319671371947207,0.0002901761143989156,-3.6408573635183e-05,-0.0002414720675522682,-3.696777731005081e-05,-4.33198953514721e-05,-0.0001255264400563514,0.0002630084535807446,-0.0003571914042917723,6.194820273975135e-05,0.0001183772956592606,1.094244375197543e-05,-3.45397870720393e-05,1.307671570319514e-05,6.440697138369064e-06,0.0001795238648125131,-8.140951834921349e-05,8.023470922427096e-05,-3.58986107305689e-05,0.0002447219470962242,-0.000202915497901943
2,4641588.833612694,0.0,1.780285452354812,-0.8436235105017427,1.0,0.0,0.9549399707418894,-0.1243806078391598,-0.02809084639660753,-0.01388429968800731,1.750706733486399,-0.8184323368181285,0.0,0.0,-0.0005587492801705854,0.0001954062958199523,6.000171288435874e-05,0.0001364762308367946,0.0002893757487096635,-3.769109328459389e-05,-0.0002445389590633855,-3.748118207251604e-05,-4.662511936216475e-05,-0.0001298646595567909,0.0002542086082228421,-0.0003693637087292632,6.651041382790682e-05,0.0001218435331226909,1.17674074306076e-05,-3.615138162981411e-05,1.337659352219406e-05,6.611571280003483e-06,0.0001780285452354812,-8.436235105017427e-05,7.957757879483633e-05,-3.720146985536947e-05,0.0002411414432559121,-0.0002103187057512027
2,4823178.482239218,0.0,1.764163887709982,-0.8740148662306028,1.0,0.0,0.9520953109944101,-0.1287203676264576,-0.02876597292076838,-0.01423681111700908,1.735119785517745,-0.8479351281680485,0.0,0.0,-0.0005564493421328365,0.0002028071098533167,6.388372840699408e-05,0.0001410807494263454,0.0002885137306043667,-3.900617200801745e-05,-0.0002478214082900285,-3.790402699460026e-05,-5.018564606377101e-05,-0.000134301315561103,0.0002447442054358116,-0.0003817918862742614,7.140501951903008e-05,0.0001253055136176589,1.265014159757714e-05,-3.785694539642226e-05,1.369808234322304e-05,6.779433865242421e-06,0.0001764163887709982,-8.740148662306029e-05,7.886908115989751e-05,-3.854250582582038e-05,0.0002372801437949501,-0.0002179438668307851
2,5011872.336272631,0.0,1.746785846604391,-0.90526572414059,1.0,0.0,0.9490323352853014,-0.1331645168557425,-0.02948928014628932,-0.01458036649804908,1.718317458938287,-0.8782747187512389,0.0,0.0,-0.0005539633844793106,0.0002104647666354986,6.806275663895888e-05,0.0001457743541749786,0.0002875855561470611,-4.035288389567953e-05,-0.0002513317355894955,-3.821999935625623e-05,-5.40202422835829e-05,-0.000138831322509241,0.0002345688922508597,-0.0003944591201667337,7.665315092905613e-05,0.0001287465717703154,1.359390462916594e-05,-3.966373220070434e-05,1.404251435537587e-05,6.943031665737657e-06,0.0001746785846604391,-9.0526572414059e-05,7.810533904264942e-05,-3.992157812505631e-05,0.0002331167041372685,-0.0002257909702713625
