case,frequency_real,frequency_imag,v(base)_real,v(base)_imag,v(in)_real,v(in)_imag,v(source)_real,v(source)_imag,v(drain)_real,v(drain)_imag,v(out)_real,v(out)_imag,v(vdd)_real,v(vdd)_imag,i(vdd)_real,i(vdd)_imag,id(j1)_real,id(j1)_imag,i(rs)_real,i(rs)_imag,ic(q1)_real,ic(q1)_imag,ib(q1)_real,ib(q1)_imag,ic(q2)_real,ic(q2)_imag,ib(q2)_real,ib(q2)_imag,i(vin)_real,i(vin)_imag,i(rd)_real,i(rd)_imag,i(rb)_real,i(rb)_imag,i(rl)_real,i(rl)_imag,i(rf)_real,i(rf)_imag
1,9623.506263980795,0.0,1.321541924685798,-0.0005712308291134249,1.0,0.0,0.9929903957073274,-0.0001998156431670089,-0.01496599503464962,-3.377312633445946e-05,1.285893406080457,-0.0005313818639939766,0.0,0.0,-0.0004915101121631248,2.087253771805962e-07,8.00320904503379e-06,2.041176476483413e-07,0.0003009061805173719,-6.055019489909359e-08,-0.0001343883315629985,-1.415191619456944e-07,-8.765447428195339e-07,-1.880352065366931e-07,0.0003491185715550946,-5.543621867746324e-07,2.234139094417942e-06,1.986422448570287e-07,3.890079133254484e-11,-6.689837827953288e-08,7.126664302214107e-06,1.608244111164736e-08,0.0001321541924685798,-5.712308291134249e-08,5.844970027638439e-05,-2.41537210906353e-08,0.0002929030103731294,-3.315662208269677e-07
1,9999.999999999904,0.0,1.321541921024104,-0.0005935786987064512,1.0,0.0,0.9929903933626782,-0.0002076328925575135,-0.01496599657381718,-3.509440866570116e-05,1.285893402873144,-0.0005521707500752095,0.0,0.0,-0.0004915101141255117,2.168911962035355e-07,8.003212382043089e-06,2.121032016427593e-07,0.0003009061798068722,-6.291905835076167e-08,-0.0001343883402532036,-1.470557162458085e-07,-8.765473468922802e-07,-1.953915784686164e-07,0.0003491185614902659,-5.760501140921042e-07,2.23414815079772e-06,2.064135861164453e-07,4.208563674266854e-11,-6.951559752417495e-08,7.126665035151039e-06,1.671162317414341e-08,0.0001321541921024104,-5.935786987064512e-08,5.844970013059745e-05,-2.509867045796407e-08,0.0002929030095104659,-3.44537857517696e-07
1,10391.22303835159,0.0,1.321541917070294,-0.0006168008688752819,1.0,0.0,0.9929903908309833,-0.0002157559708865267,-0.01496599823577364,-3.646738258395431e-05,1.285893399409965,-0.0005737729456823335,0.0,0.0,-0.0004915101162444608,2.253764810500454e-07,8.003215985264265e-06,2.204011690733973e-07,0.0003009061790396919,-6.538059723834143e-08,-0.0001343883496366855,-1.528088731404677e-07,-8.765501587055082e-07,-2.030357487953238e-07,0.0003491185506225116,-5.985865232639112e-07,2.234157929651825e-06,2.144889600279979e-07,4.552455374579667e-11,-7.223520848406808e-08,7.126665826558875e-06,1.736542027807348e-08,0.0001321541917070294,-6.168008688752819e-08,5.84496999731802e-05,-2.608058844010607e-08,0.0002929030085789813,-3.580169747958068e-07
1,10797.75162327699,0.0,1.32154191280107,-0.0006409315443253261,1.0,0.0,0.9929903880973227,-0.0002241968429028894,-0.0149660000303112,-3.789407038053383e-05,1.285893395670511,-0.0005962202694075313,0.0,0.0,-0.0004915101185324292,2.341937299799373e-07,8.003219875932038e-06,2.290237722939462e-07,0.0003009061782113099,-6.793843724329983e-08,-0.0001343883597687201,-1.587871066020793e-07,-8.765531948316818e-07,-2.109789768746453e-07,0.000349118538887781,-6.220046088759655e-07,2.234168488615684e-06,2.22880261034616e-07,4.923781095004869e-11,-7.506121696739588e-08,7.126666681100572e-06,1.804479541930182e-08,0.000132154191280107,-6.409315443253262e-08,5.844969980320504e-05,-2.710092133670597e-08,0.0002929030075731883,-3.720234265046419e-07
1,11220.18454301952,0.0,1.321541908191267,-0.0006660062679353209,1.0,0.0,0.992990385145583,-0.0002329679414459665,-0.01496600196800936,-3.937657346312127e-05,1.285893391632741,-0.0006195457846657182,0.0,0.0,-0.0004915101210029322,2.433559302163289e-07,8.00322407697951e-06,2.379837118272233e-07,0.0003009061773168433,-7.059634589271711e-08,-0.0001343883707090492,-1.649992221218812e-07,-8.765564731655308e-07,-2.192329625590699e-07,0.0003491185262169045,-6.463388641654336e-07,2.234179889922666e-06,2.315998489154229e-07,5.324729389596842e-11,-7.79977854998114e-08,7.126667603813982e-06,1.875074926815298e-08,0.0001321541908191267,-6.660062679353209e-08,5.844969961967003e-05,-2.816117203025992e-08,0.0002929030064871576,-3.865778432197518e-07
1,11659.1440117982,0.0,1.321541903213716,-0.000692061973110494,1.0,0.0,0.992990381958368,-0.0002420821857586517,-0.01496600406028745,-4.091707545094905e-05,1.285893387272856,-0.0006437838483955745,0.0,0.0,-0.0004915101236705188,2.528765770752273e-07,8.003228613166103e-06,2.472941850725315e-07,0.0003009061763510206,-7.335823810868232e-08,-0.0001343883825221423,-1.714543696795069e-07,-8.765600130291641e-07,-2.278098634292224e-07,0.0003491185125352118,-6.716251318272664e-07,2.23419220077097e-06,2.406605669905443e-07,5.757663404772093e-11,-8.104923945570909e-08,7.126668600136883e-06,1.948432164330907e-08,0.0001321541903213716,-6.92061973110494e-08,5.844969942149345e-05,-2.926290219979884e-08,0.000292903005314488,-4.017016626369228e-07
1,12115.27658628577,0.0,1.321541897839081,-0.0007191370381840639,1.0,0.0,0.9929903785168922,-0.0002515530005168729,-0.01496600631947763,-4.251784539104411e-05,1.285893382565162,-0.0006689701616660284,0.0,0.0,-0.0004915101265509161,2.627696938437976e-07,8.003233511227882e-06,2.569689057449621e-07,0.0003009061753081492,-7.622818197480997e-08,-0.0001343883952776291,-1.78162057219672e-07,-8.765638352861553e-07,-2.367223127016082e-07,0.0003491184977620607,-6.979006568084328e-07,2.234205493719472e-06,2.500757610380924e-07,6.225134807461099e-11,-8.422007342938358e-08,7.12666967594173e-06,2.024659304335434e-08,0.0001321541897839081,-7.19137038184064e-08,5.844969920750736e-05,-3.04077346211831e-08,0.0002929030040482698,-4.174171611491555e-07
1,12589.25411794155,0.0,1.321541892035681,-0.0007472713429471467,1.0,0.0,0.992990374800872,-0.0002613943356036026,-0.01496600875889431,-4.418124110033795e-05,1.285893377481909,-0.0006951418222626684,0.0,0.0,-0.000491510129661081,2.730498524359498e-07,8.003238800033465e-06,2.670221240752425e-07,0.0003009061741820824,-7.921040472836443e-08,-0.0001343884090506798,-1.851321646564711e-07,-8.76567962464572e-07,-2.459834378369861e-07,0.000349118481810371,-7.252041411676641e-07,2.234219847115386e-06,2.598592989512029e-07,6.729898824383948e-11,-8.751495785545907e-08,7.126670837568722e-06,2.103868623825617e-08,0.0001321541892035681,-7.472713429471467e-08,5.844969897645042e-05,-3.159735555739401e-08,0.0002929030026810372,-4.337474866590658e-07
1,13081.77474260181,0.0,1.321541885769315,-0.0007765063273903463,1.0,0.0,0.9929903707884054,-0.0002716206866565043,-0.01496601139291695,-4.590971263847206e-05,1.285893371993139,-0.0007223373793315549,0.0,0.0,-0.0004915101330193791,2.837321948565248e-07,8.003244510754935e-06,2.774686477998859e-07,0.0003009061729661835,-8.230929898681949e-08,-0.0001343884239224876,-1.923749584250511e-07,-8.765724188897098e-07,-2.556068798768044e-07,0.0003491184645861395,-7.535758010814641e-07,2.234235345555861e-06,2.700255911640694e-07,7.274930481089536e-11,-9.093874588834512e-08,7.126672091865214e-06,2.186176792308193e-08,0.0001321541885769315,-7.765063273903463e-08,5.844969872696087e-05,-3.28335172423434e-08,0.0002929030012047338,-4.507166926750506e-07
1,13593.56390878512,0.0,1.321541879003046,-0.000806885052743571,1.0,0.0,0.9929903664558435,-0.0002822471164194882,-0.01496601423706854,-4.770580591647569e-05,1.285893366066501,-0.0007505968901609396,0.0,0.0,-0.0004915101366455739,2.948324555051067e-07,8.00325067705012e-06,2.883238639725724e-07,0.0003009061716532859,-8.552942921802674e-08,-0.0001343884399806903,-1.999011066026711e-07,-8.765772308271251e-07,-2.65606813536156e-07,0.0003491184459878356,-7.830574260803516e-07,2.234252080387427e-06,2.805896118770404e-07,7.863442136470758e-11,-9.449648055085231e-08,7.126673446223114e-06,2.271705043641699e-08,0.0001321541879003047,-8.06885052743571e-08,5.844969845756821e-05,-3.411804046186089e-08,0.0002929029996106572,-4.683497737414514e-07
1,14125.3754462274,0.0,1.321541871696998,-0.0008384522649041029,1.0,0.0,0.9929903617776502,-0.0002932892769296617,-0.01496601730811324,-4.957216644665762e-05,1.285893359667063,-0.000779961979184635,0.0,0.0,-0.0004915101405610581,3.063669843521156e-07,8.00325733526329e-06,2.996037616289342e-07,0.0003009061702356516,-8.887553846353386e-08,-0.0001343884573199427,-2.077216946216534e-07,-8.765824266380833e-07,-2.759979680829078e-07,0.0003491184259058539,-8.136924406027051e-07,2.234270150243205e-06,2.915669211120656e-07,8.498902416104259e-11,-9.819340216250524e-08,7.126674908625353e-06,2.360579354602744e-08,0.0001321541871696998,-8.38452264904103e-08,5.844969816668466e-05,-3.545281723566522e-08,0.0002929029978894125,-4.866727022549732e-07
1,14677.99267622055,0.0,1.321541863808106,-0.0008712544603461736,1.0,0.0,0.9929903567262528,-0.0003047634325722996,-0.01496602062415156,-5.151154323911706e-05,1.285893352757107,-0.0008104758992937871,0.0,0.0,-0.0004915101447889036,3.183527710223338e-07,8.003264524637171e-06,3.113249553380558e-07,0.0003009061687049251,-9.235255532493929e-08,-0.0001343884760424412,-2.158482415962974e-07,-8.765880369461727e-07,-2.867956490337135e-07,0.0003491184042218283,-8.455259679566882e-07,2.23428966162519e-06,3.029736876309377e-07,9.185056656004204e-11,-1.020349560584924e-07,7.126676487691218e-06,2.452930630434146e-08,0.0001321541863808106,-8.712544603461737e-08,5.844969785259577e-05,-3.683981360426305e-08,0.0002929029960308543,-5.057124667214874e-07
1,15252.22956539003,0.0,1.321541855289877,-0.0009053399546093436,1.0,0.0,0.9929903512718793,-0.0003166864840378608,-0.014966024204726,-5.352679285076326e-05,1.28589334529591,-0.0008421835955475558,0.0,0.0,-0.0004915101493540089,3.308074698200407e-07,8.003272287544577e-06,3.235047096754693e-07,0.0003009061670520847,-9.596560122359418e-08,-0.0001343884962585172,-2.242927172891784e-07,-8.765940948179333e-07,-2.980157606989145e-07,0.0003491183808079482,-8.786048967846906e-07,2.234310729531291e-06,3.148267127501053e-07,9.925948977287548e-11,-1.060268006106317e-07,7.126678192726667e-06,2.548894897655393e-08,0.0001321541855289878,-9.053399546093437e-08,5.844969751345043e-05,-3.828107252488889e-08,0.0002929029940240303,-5.25497111509695e-07
1,15848.93192461097,0.0,1.321541846092103,-0.0009407589534665053,1.0,0.0,0.9929903453823815,-0.0003290759932163218,-0.0149660280709423,-5.562088359265828e-05,1.285893337239491,-0.0008751317713764975,0.0,0.0,-0.0004915101542833037,3.437494257339132e-07,8.003280669740166e-06,3.36160964653668e-07,0.0003009061652673884,-9.971999794433993e-08,-0.0001343885180873422,-2.330675597404576e-07,-8.766006359580943e-07,-3.096748296095441e-07,0.0003491183555262245,-9.129779501280397e-07,2.234333478133555e-06,3.271434550871134e-07,1.072594612185597e-10,-1.101748155621678e-07,7.126680033782048e-06,2.648613504412299e-08,0.0001321541846092103,-9.407589534665053e-08,5.844969714724959e-05,-3.977871688074989e-08,0.0002929029918571095,-5.460557781601758e-07
1,16468.97865482852,0.0,1.321541836160573,-0.0009775636268763727,1.0,0.0,0.9929903390230471,-0.0003419502090655037,-0.01496603224558752,-5.779689990201991e-05,1.285893328540368,-0.0009093689573761923,0.0,0.0,-0.0004915101596058447,3.571977014587469e-07,8.00328972062807e-06,3.493123621476092e-07,0.0003009061633403173,-1.03621275474395e-07,-0.0001343885416575729,-2.42185693587452e-07,-8.766076989196109e-07,-3.21790028860932e-07,0.000349118328227647,-9.486957571938084e-07,2.234358041510061e-06,3.39942056275111e-07,1.158976318958245e-10,-1.144851106886844e-07,7.126682021708345e-06,2.752233328667615e-08,0.0001321541836160573,-9.775636268763728e-08,5.844969675183493e-05,-4.133495260800874e-08,0.0002929029895173213,-5.674187483106887e-07
1,17113.28304161763,0.0,1.321541825436753,-0.001015808185829418,1.0,0.0,0.9929903321563961,-0.0003553280944915055,-0.01496603675326453,-6.00580468852048e-05,1.285893319147273,-0.0009449455827924783,0.0,0.0,-0.0004915101653529749,3.71172105474883e-07,8.003299493551605e-06,3.629782733541384e-07,0.000300906161259514,-1.076751801489411e-07,-0.0001343885671081108,-2.516605491003577e-07,-8.766153253306967e-07,-3.34379203408804e-07,0.0003491182987513156,-9.85810927929381e-07,2.234384564434651e-06,3.532413676832954e-07,1.252249142869551e-10,-1.189640347978934e-07,7.126684168221206e-06,2.859906994533562e-08,0.0001321541825436753,-1.015808185829418e-07,5.844969632487603e-05,-4.295207194511265e-08,0.0002929029869908767,-5.896174883009729e-07
1,17782.79410038904,0.0,1.321541813857436,-0.001055548962200547,1.0,0.0,0.9929903247419554,-0.0003692293542808713,-0.01496604162054302,-6.240765503840785e-05,1.285893309004838,-0.0009819140498036844,0.0,0.0,-0.000491510171558596,3.856932212263046e-07,8.003310046113711e-06,3.771788273258295e-07,0.0003009061590127137,-1.118876831154156e-07,-0.0001343885945889763,-2.615060819625734e-07,-8.766235601410997e-07,-3.474608963551599e-07,0.0003491182669235094,-1.024378130514709e-06,2.234413203230793e-06,3.670609781826382e-07,1.352962824315807e-10,-1.23618185081568e-07,7.126686485972866e-06,2.97179309706704e-08,0.0001321541813857437,-1.055548962200548e-07,5.844969586385627e-05,-4.463245680925838e-08,0.0002929029842628825,-6.12684695522813e-07
1,18478.49797422272,0.0,1.321541801354375,-0.00109684449172608,1.0,0.0,0.9929903167360256,-0.0003836744641256126,-0.01496604687610895,-6.484918515307382e-05,1.285893298053287,-0.001020328810709219,0.0,0.0,-0.0004915101782592586,4.007824374399406e-07,8.003321440509326e-06,3.919349406212392e-07,0.0003009061565866744,-1.162649891289735e-07,-0.0001343886242621271,-2.717367938251571e-07,-8.766324518858621e-07,-3.610543762626314e-07,0.0003491182325566239,-1.064454171886336e-06,2.234444126692663e-06,3.814212429977673e-07,1.461710959390349e-10,-1.284544168333939e-07,7.126688988623311e-06,3.088056435860658e-08,0.0001321541801354375,-1.09684449172608e-07,5.844969536605849e-05,-4.637858230496451e-08,0.0002929029813172613,-6.366543465836066e-07
1,19201.41938638781,0.0,1.321541787853879,-0.001139755600227386,1.0,0.0,0.9929903080914209,-0.0003986847007838835,-0.01496605255093877,-6.738623341314808e-05,1.285893286228073,-0.001060246448138347,0.0,0.0,-0.0004915101854944728,4.164619796317947e-07,8.003333743895406e-06,4.072683481153072e-07,0.0003009061539670972,-1.208135456920859e-07,-0.0001343886563024596,-2.823677536647915e-07,-8.766420529724437e-07,-3.751796655376191e-07,0.0003491181954481192,-1.106098081411898e-06,2.234477517080015e-06,3.963433136875094e-07,1.579134498490106e-10,-1.334798535470705e-07,7.126691690923223e-06,3.208868257768956e-08,0.0001321541787853879,-1.139755600227386e-07,5.844969482854875e-05,-4.819302036992488e-08,0.0002929029781366517,-6.615617473544639e-07
1,19952.62314968858,0.0,1.321541773276372,-0.001184345493208256,1.0,0.0,0.992990298757189,-0.0004142821734207547,-0.01496605867848068,-7.002253669174464e-05,1.285893273459494,-0.00110172575839735,0.0,0.0,-0.0004915101933068902,4.327549428456257e-07,8.003347028789305e-06,4.23201635015312e-07,0.0003009061511385421,-1.255400525517438e-07,-0.0001343886908988288,-2.934146199773682e-07,-8.766524199888795e-07,-3.898575699240047e-07,0.0003491181553792733,-1.149371197838306e-06,2.234513571192402e-06,4.118491692981964e-07,1.705925524026001e-10,-1.387018974095395e-07,7.126694608800324e-06,3.334406509130697e-08,0.0001321541773276372,-1.184345493208256e-07,5.844969424815881e-05,-5.00784435635159e-08,0.0002929029747023049,-6.874435849765952e-07
1,20733.21573485933,0.0,1.321541757535942,-0.001230679848957906,1.0,0.0,0.992990288678317,-0.0004304898561752234,-0.014966065294847,-7.276197805503222e-05,1.2858932596723,-0.001144827838077783,0.0,0.0,-0.000491510201742526,4.496853256723664e-07,8.003361373488252e-06,4.397582701295032e-07,0.0003009061480843384,-1.304514715682495e-07,-0.0001343887282551162,-3.048936638398742e-07,-8.766636140374701e-07,-4.05109709150918e-07,0.000349118112113924,-1.194337259641747e-06,2.23455250152922e-06,4.279616487356485e-07,1.842831329502874e-10,-1.441282402048067e-07,7.126697759450952e-06,3.464856097858677e-08,0.0001321541757535942,-1.230679848957906e-07,5.844969362146816e-05,-5.203762900353559e-08,0.0002929029709939826,-7.143379819025595e-07
1,21544.3469003186,0.0,1.32154174053981,-0.001278826915297053,1.0,0.0,0.9929902777953986,-0.0004473316220015322,-0.01496607243903716,-7.560859248135414e-05,1.285893244785224,-0.001189616174053681,0.0,0.0,-0.0004915102108511357,4.672780656013156e-07,8.003376862541382e-06,4.569626404375491e-07,0.0003009061447864844,-1.355550369701613e-07,-0.0001343887685915257,-3.168217928737264e-07,-8.766757010953601e-07,-4.209585487797616e-07,0.00034911806539707,-1.241062498912594e-06,2.23459453754202e-06,4.447044844034565e-07,1.99065882401131e-10,-1.497668746444384e-07,7.126701161446266e-06,3.600409165778768e-08,0.000132154174053981,-1.278826915297053e-07,5.844969294478293e-05,-5.407346245698549e-08,0.0002929029669898259,-7.422845520521488e-07
1,22387.21138568315,0.0,1.321541722187804,-0.001328857610109399,1.0,0.0,0.9929902660442922,-0.0004648322778345761,-0.01496608015315431,-7.856657280415574e-05,1.285893228710525,-0.001236156737000106,0.0,0.0,-0.0004915102206863552,4.855590757536924e-07,8.003393587238221e-06,4.748400870136315e-07,0.0003009061412255431,-1.408582660104776e-07,-0.0001343888121457593,-3.29216576146225e-07,-8.766887524026281e-07,-4.374274332973663e-07,0.0003491180149533587,-1.28961573891355e-06,2.234639926986827e-06,4.621023371571068e-07,2.150279288091403e-10,-1.556261061414207e-07,7.126704834835387e-06,3.741265371626464e-08,0.0001321541722187804,-1.328857610109399e-07,5.844969221411479e-05,-5.618894259091391e-08,0.0002929029626662332,-7.713244591655301e-07
1,23263.05067153601,0.0,1.321541702371759,-0.001380845625806903,1.0,0.0,0.9929902533557368,-0.0004830176011313039,-0.01496608848266867,-8.164027588724557e-05,1.28589321135346,-0.001284518078571087,0.0,0.0,-0.0004915102313062039,5.045552830548216e-07,8.003411646153905e-06,4.934169423552377e-07,0.0003009061373805263,-1.463689700397891e-07,-0.0001343888591745575,-3.420962700447276e-07,-8.76702844883093e-07,-4.545406205041677e-07,0.0003491179604854959,-1.340068495454789e-06,2.234688937384889e-06,4.801808326254095e-07,2.322633508999713e-10,-1.617145650447561e-07,7.126708801270793e-06,3.887632185106932e-08,0.0001321541702371759,-1.380845625806903e-07,5.844969142515725e-05,-5.838718538959484e-08,0.0002929029579977228,-8.015004774397827e-07
1,24173.15480804078,0.0,1.321541680974878,-0.001434867537882711,1.0,0.0,0.9929902396549468,-0.0005019143778419275,-0.01496609747667248,-8.48342290417761e-05,1.285893192611725,-0.001334771432380077,0.0,0.0,-0.0004915102427732621,5.242946678984009e-07,8.00343114572644e-06,5.127205691726253e-07,0.0003009061332287717,-1.520952660127053e-07,-0.0001343889099550935,-3.554798451643347e-07,-8.76718061596887e-07,-4.723233172479712e-07,0.0003491179016724434,-1.392495082235364e-06,2.234741857598565e-06,4.989665989526646e-07,2.508737325647199e-10,-1.680412193528189e-07,7.12671308412975e-06,4.039725192465528e-08,0.0001321541680974878,-1.434867537882711e-07,5.84496905732602e-05,-6.067142874454894e-08,0.0002929029529567777,-8.328570545381494e-07
1,25118.86431509553,0.0,1.321541657871051,-0.001491002917711764,1.0,0.0,0.9929902248611715,-0.0005215504418669095,-0.01496610718817327,-8.815313669410546e-05,1.285893172374858,-0.001386990818931796,0.0,0.0,-0.0004915102551550816,5.448063053640647e-07,8.00345220088402e-06,5.327794006961422e-07,0.0003009061287458096,-1.58045588444518e-07,-0.0001343889647866419,-3.693870142460226e-07,-8.76734492230325e-07,-4.90801716556095e-07,0.0003491178381675598,-1.446972720306237e-06,2.234798999534604e-06,5.18487306017176e-07,2.709687615889968e-10,-1.746153879242265e-07,7.126717708653938e-06,4.197768414005022e-08,0.0001321541657871051,-1.491002917711764e-07,5.844968965340265e-05,-6.304503722417253e-08,0.0002929029475136869,-8.654403770648865e-07
1,26101.57215682508,0.0,1.321541632924103,-0.001549334449765381,1.0,0.0,0.9929902088872166,-0.0005419547160578908,-0.01496611767441111,-9.160188731446059e-05,1.285893150523585,-0.001441253154660143,0.0,0.0,-0.0004915102685246597,5.661204080479369e-07,8.003474935725253e-06,5.536229825608243e-07,0.0003009061239052171,-1.642287018357245e-07,-0.0001343890239923872,-3.838382612073003e-07,-8.76752233624833e-07,-5.100030362206029e-07,0.0003491177695965487,-1.503581651816062e-06,2.234860699982198e-06,5.387717061837997e-07,2.92666876146251e-10,-1.814467542057038e-07,7.126722702100527e-06,4.361994634021933e-08,0.0001321541632924103,-1.549334449765382e-07,5.844968866016293e-05,-6.551150703000651e-08,0.0002929029416363681,-8.992984386022526e-07
1,27122.72579331998,0.0,1.321541605986995,-0.001609948053412625,1.0,0.0,0.9929901916389319,-0.0005631572548230043,-0.01496612899719237,-9.518556061672808e-05,1.28589312692911,-0.001497638365232953,0.0,0.0,-0.0004915102829608081,5.882683705681069e-07,8.003499484248663e-06,5.752820163300398e-07,0.0003009061186784642,-1.706537135827286e-07,-0.0001343890879212961,-3.988548713092783e-07,-8.76771390347455e-07,-5.299555588935028e-07,0.0003491176955552655,-1.562405258207427e-06,2.234927322598205e-06,5.598496766505271e-07,3.160959628658618e-10,-1.885453804971812e-07,7.12672809390113e-06,4.532645743653718e-08,0.0001321541605986995,-1.609948053412625e-07,5.844968758768681e-05,-6.807447114695243e-08,0.000292902935290178,-9.344811104099491e-07
1,28183.82931264423,0.0,1.321541576900966,-0.001672933009488089,1.0,0.0,0.9929901730146579,-0.0005851892883993967,-0.01496614122325089,-9.890943503976387e-05,1.285893101452373,-0.001556229503290691,0.0,0.0,-0.0004915102985486013,6.112828158127556e-07,8.00352599114063e-06,5.977884047223702e-07,0.0003009061130347448,-1.773300873937566e-07,-0.0001343891569501445,-4.144589625026254e-07,-8.76792075306924e-07,-5.506886737510506e-07,0.0003491176156073178,-1.623530183037749e-06,2.234999260050132e-06,5.817522634514222e-07,3.413941105904632e-10,-1.959217227751678e-07,7.126733915833757e-06,4.709973097131612e-08,0.0001321541576900966,-1.672933009488089e-07,5.844968642965331e-05,-7.073770469503141e-08,0.0002929029284377151,-9.710402148912945e-07
1,29286.44564625204,0.0,1.321541545494578,-0.001738382091812488,1.0,0.0,0.9929901529046232,-0.0006080832688581526,-0.01496615442464689,-0.0001027789955213283,1.28589307394321,-0.00161711287079248,0.0,0.0,-0.0004915103153799172,6.351976429978336e-07,8.003554612632368e-06,6.21175298608315e-07,0.0003009061069407949,-1.842676572297432e-07,-0.0001343892314857909,-4.306735179994123e-07,-8.768144104197685e-07,-5.722329197886364e-07,0.000349117529281496,-1.687046459605564e-06,2.235076936330958e-06,6.045117271806691e-07,3.687104242652178e-10,-2.035866460962685e-07,7.126740202212807e-06,4.894237881968016e-08,0.0001321541545494578,-1.738382091812488e-07,5.844968517923683e-05,-7.350513049056725e-08,0.0002929029210385872,-1.009029601934327e-06
1,30432.19887107688,0.0,1.321541511582724,-0.001806391703860377,1.0,0.0,0.9929901311903007,-0.0006318729179095785,-0.0149661686791869,-0.0001067999415761136,1.285893044239485,-0.001680378146150223,0.0,0.0,-0.0004915103335539368,6.600480776053976e-07,8.003585517417084e-06,6.454771458463034e-07,0.0003009061003606972,-1.914766417907814e-07,-0.0001343893119675292,-4.475224201189697e-07,-8.768385273283527e-07,-5.946200308100614e-07,0.0003491174360689929,-1.753047643570681e-06,2.235160809257628e-06,6.281615905050294e-07,3.982059037562935e-10,-2.115514406035591e-07,7.126746990089001e-06,5.085711503624458e-08,0.0001321541511582724,-1.806391703860377e-07,5.844968382906748e-05,-7.638082482501011e-08,0.0002929029130491841,-1.048505228240644e-06
1,31622.77660168344,0.0,1.321541474965525,-0.001877062020776157,1.0,0.0,0.9929901077437059,-0.0006565932765792045,-0.01496618407088732,-0.0001109781956896909,1.28589301216612,-0.001746118516337963,0.0,0.0,-0.0004915103531778035,6.858707232764202e-07,8.003618887647464e-06,6.7072974202986e-07,0.0003009060932556685,-1.989676595694559e-07,-0.0001343893988697243,-4.650304854569984e-07,-8.768645681771919e-07,-6.178829821776266e-07,0.0003491173354204346,-1.821630950763284e-06,2.23525137317028e-06,6.527366875346191e-07,4.300543927783667e-10,-2.198278381594427e-07,7.126754319470154e-06,5.284675985223375e-08,0.0001321541474965525,-1.877062020776157e-07,5.844968237118725e-05,-7.936902346990741e-08,0.0002929029044224137,-1.089525239758758e-06
1,32859.93247600617,0.0,1.321541435427161,-0.001950497136947999,1.0,0.0,0.9929900824266464,-0.0006822807568278191,-0.01496620069046428,-0.0001153199120407455,1.285892977534077,-0.001814430814171484,0.0,0.0,-0.0004915103743671524,7.127036157345199e-07,8.003654920005022e-06,6.969702832208645e-07,0.0003009060855838323,-2.067517444932785e-07,-0.0001343894927045583,-4.832235014297885e-07,-8.768926864505808e-07,-6.420560393919375e-07,0.0003491172267425912,-1.892897400385177e-06,2.235349161844519e-06,6.782732151246278e-07,4.644436035243429e-10,-2.284280296295217e-07,7.126762233554421e-06,5.491424382892641e-08,0.0001321541435427161,-1.950497136947999e-07,5.844968079700349e-05,-8.247412791688561e-08,0.0002929028951074304,-1.132150057343664e-06
1,34145.48873833563,0.0,1.321541392734591,-0.002026805219357469,1.0,0.0,0.9929900550899035,-0.000708973195191701,-0.01496621863587294,-0.0001198314855644809,1.285892940139233,-0.001885415660960746,0.0,0.0,-0.0004915103972468835,7.40586278819942e-07,8.003693826864375e-06,7.242374207467411e-07,0.0003009060772999708,-2.148403621793033e-07,-0.0001343895940250927,-5.021282642477097e-07,-8.769230478772511e-07,-6.671748085731782e-07,0.0003491171093949277,-1.966951963814394e-06,2.235454751639077e-06,7.04808786183498e-07,5.015762230367136e-10,-2.373646828430001e-07,7.126770778987112e-06,5.706261217356234e-08,0.0001321541392734591,-2.026805219357469e-07,5.844967909723786e-05,-8.570071186185207e-08,0.0002929028850493295,-1.176442465769045e-06
1,35481.33892335714,0.0,1.321541346636181,-0.002106098666930812,1.0,0.0,0.9929900255723539,-0.0007367099085220713,-0.01496623801288331,-0.0001245195613704217,1.285892899761178,-0.001959177614745364,0.0,0.0,-0.0004915104219518594,7.695597827170695e-07,8.003735837542599e-06,7.52571318142304e-07,0.0003009060683552588,-2.232454268248701e-07,-0.0001343897034285134,-5.217726183728328e-07,-8.769558314075632e-07,-6.932762889182906e-07,0.0003491169826858042,-2.043903719232205e-06,2.235568764891584e-06,7.323824850659424e-07,5.416711078416882e-10,-2.466509612561188e-07,7.126780006134909e-06,5.929502922401035e-08,0.0001321541346636181,-2.106098666930812e-07,5.844967726187171e-05,-8.905352794297108e-08,0.0002929028741888236,-1.222467706223293e-06
1,36869.45064519533,0.0,1.32154129686023,-0.002188494276127112,1.0,0.0,0.9929899937000232,-0.00076553175190603,-0.01496625893569952,-0.0001293910445285692,1.285892856161926,-0.002035825324331947,0.0,0.0,-0.0004915104486276616,7.996668044606703e-07,8.003781199648015e-06,7.820137103203398e-07,0.0003009060586969767,-2.31979318759403e-07,-0.0001343898215596124,-5.421854975195853e-07,-8.769912302675946e-07,-7.203989272114975e-07,0.0003491168458684032,-2.123866012300599e-06,2.235691873587185e-06,7.610349251323256e-07,5.849645738876379e-10,-2.563005433461746e-07,7.126789969380722e-06,6.161478310884246e-08,0.000132154129686023,-2.188494276127112e-07,5.844967528008753e-05,-9.253751474236124e-08,0.0002929028624619025,-1.270293572425918e-06
